energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up
-5.86193097,2.18378617,0.56426247,0.23603790,0.00555544,0.47922447,1.13149233,0.76664355,0.73205141,0.00000000
-5.85592796,2.21654140,0.57830424,0.24221514,0.00542215,0.48536756,1.13948396,0.77875636,0.74341511,0.00000000
-5.84992496,2.26044670,0.59710928,0.25061865,0.00531842,0.49199213,1.15175143,0.79421536,0.76072235,0.00000000
-5.84392196,2.31605276,0.62075777,0.26133871,0.00524509,0.49919375,1.16846022,0.81324242,0.78411624,0.00000000
-5.83791896,2.38364311,0.64921383,0.27442916,0.00520259,0.50704438,1.18966897,0.83597207,0.81360241,0.00000000
-5.83191596,2.46320879,0.68232030,0.28990258,0.00519092,0.51558749,1.21531916,0.86244284,0.84904155,0.00000000
-5.82591296,2.55443092,0.71979716,0.30772643,0.00520955,0.52483433,1.24522839,0.89259116,0.89014609,0.00000000
-5.81990995,2.65667270,0.76124380,0.32782010,0.00525737,0.53476130,1.27908814,0.92624817,0.93648118,0.00000000
-5.81390695,2.76898127,0.80614541,0.35005307,0.00533268,0.54530883,1.31646619,0.96313977,0.98747038,0.00000000
-5.80790395,2.89010029,0.85388338,0.37424456,0.00543317,0.55638176,1.35681390,1.00289000,1.04240592,0.00000000
-5.80190095,3.01849285,0.90374942,0.40016446,0.00555596,0.56785137,1.39947839,1.04502776,1.10046345,0.00000000
-5.79589795,3.15237459,0.95496322,0.42753578,0.00569765,0.57955892,1.44371930,1.08899685,1.16072097,0.00000000
-5.78989495,3.28975593,1.00669288,0.45603868,0.00585434,0.59132065,1.48872942,1.13416894,1.22218124,0.00000000
-5.78389195,3.42849199,1.05807750,0.48531579,0.00602180,0.60293402,1.53365860,1.17985906,1.28379715,0.00000000
-5.77788894,3.56633855,1.10825107,0.51497898,0.00619549,0.61418487,1.57763991,1.22534319,1.34449903,0.00000000
-5.77188594,3.70101189,1.15636669,0.54461722,0.00637075,0.62485508,1.61981684,1.26987719,1.40322293,0.00000000
-5.76588294,3.83025002,1.20162015,0.57380534,0.00654284,0.63473053,1.65937036,1.31271635,1.45893887,0.00000000
-5.75987994,3.95187319,1.24327193,0.60211356,0.00670714,0.64360872,1.69554470,1.35313489,1.51067791,0.00000000
-5.75387694,4.06384094,1.28066666,0.62911724,0.00685920,0.65130584,1.72767046,1.39044463,1.55755705,0.00000000
-5.74787394,4.16430370,1.31324922,0.65440680,0.00699489,0.65766278,1.75518415,1.42401212,1.59880095,0.00000000
-5.74187094,4.25164692,1.34057698,0.67759734,0.00711047,0.66254986,1.77764311,1.45327360,1.63375981,0.00000000
-5.73586793,4.32452613,1.36232756,0.69833757,0.00720269,0.66587010,1.79473537,1.47774743,1.66192258,0.00000000
-5.72986493,4.38189201,1.37830206,0.71631801,0.00726884,0.66756073,1.80628386,1.49704344,1.68292537,0.00000000
-5.72386193,4.42300480,1.38842372,0.73127790,0.00730680,0.66759316,1.81224506,1.51086924,1.69655465,0.00000000
-5.71785893,4.44743812,1.39273227,0.74301089,0.00731506,0.66597131,1.81270232,1.51903326,1.70274563,0.00000000
-5.71185593,4.45507277,1.39137454,0.75136908,0.00729273,0.66272853,1.80785429,1.52144479,1.70157585,0.00000000
-5.70585293,4.44608146,1.38459182,0.75626553,0.00723956,0.65792341,1.79799944,1.51811118,1.69325480,0.00000000
-5.69984992,4.42090579,1.37270500,0.75767511,0.00715584,0.65163475,1.78351740,1.50913268,1.67811007,0.00000000
-5.69384692,4.38022731,1.35609810,0.75563369,0.00704244,0.64395613,1.76484850,1.49469516,1.65657093,0.00000000
-5.68784392,4.32493424,1.33520132,0.75023576,0.00690072,0.63499030,1.74247239,1.47506151,1.62915022,0.00000000
-5.68184092,4.25608580,1.31047431,0.74163074,0.00673247,0.62484396,1.71688721,1.45056183,1.59642549,0.00000000
-5.67583792,4.17487591,1.28239050,0.73001787,0.00653984,0.61362303,1.68858999,1.42158323,1.55902007,0.00000000
-5.66983492,4.08259771,1.25142315,0.71564023,0.00632530,0.60142882,1.65805955,1.38855937,1.51758503,0.00000000
-5.66383192,3.98061027,1.21803350,0.69877783,0.00609156,0.58835520,1.62574221,1.35196033,1.47278251,0.00000000
-5.65782891,3.87030838,1.18266144,0.67974018,0.00584145,0.57448690,1.59204110,1.31228276,1.42527093,0.00000000
-5.65182591,3.75309615,1.14571873,0.65885849,0.00557795,0.55989889,1.55730901,1.27004087,1.37569243,0.00000000
-5.64582291,3.63036452,1.10758470,0.63647782,0.00530404,0.54465686,1.52184488,1.22575799,1.32466254,0.00000000
-5.63981991,3.50347285,1.06860433,0.61294930,0.00502269,0.52881858,1.48589364,1.17995890,1.27276232,0.00000000
-5.63381691,3.37373419,1.02908816,0.58862269,0.00473677,0.51243592,1.44964891,1.13316295,1.22053255,0.00000000
-5.62781391,3.24240379,0.98931388,0.56383938,0.00444908,0.49555739,1.41325803,1.08587775,1.16846996,0.00000000
-5.62181091,3.11067036,0.94952888,0.53892612,0.00416222,0.47823088,1.37682883,1.03859349,1.11702507,0.00000000
-5.61580790,2.97964945,0.90995351,0.51418937,0.00387863,0.46050632,1.34043729,0.99177774,1.06660143,0.00000000
-5.60980490,2.85037830,0.87078454,0.48991060,0.00360053,0.44243813,1.30413568,0.94587080,1.01755577,0.00000000
-5.60380190,2.72381194,0.83219838,0.46634235,0.00332994,0.42408727,1.26796045,0.90128139,0.97019901,0.00000000
-5.59779890,2.60082001,0.79435402,0.44370541,0.00306862,0.40552264,1.23193954,0.85838299,0.92479765,0.00000000
-5.59179590,2.48218424,0.75739524,0.42218672,0.00281812,0.38682192,1.19609869,0.81751058,0.88157552,0.00000000
-5.58579290,2.36859659,0.72145229,0.40193843,0.00257974,0.36807176,1.16046669,0.77895818,0.84071576,0.00000000
-5.57978989,2.26065818,0.68664283,0.38307771,0.00235457,0.34936735,1.12507949,0.74297705,0.80236297,0.00000000
-5.57378689,2.15887917,0.65307240,0.36568750,0.00214348,0.33081147,1.08998318,0.70977482,0.76662553,0.00000000
-5.56778389,2.06368005,0.62083447,0.34981813,0.00194714,0.31251312,1.05523611,0.67951564,0.73357825,0.00000000
-5.56178089,1.97539444,0.59001038,0.33548956,0.00176603,0.29458601,1.02091026,0.65232135,0.70326523,0.00000000
-5.55577789,1.89427371,0.56066920,0.32269440,0.00160048,0.27714672,0.98709225,0.62827371,0.67570327,0.00000000
-5.54977489,1.82049365,0.53286788,0.31140134,0.00145064,0.26031308,0.95388401,0.60741779,0.65088564,0.00000000
-5.54377189,1.75416293,0.50665168,0.30155917,0.00131656,0.24420255,0.92140340,0.58976622,0.62878631,0.00000000
-5.53776888,1.69533349,0.48205510,0.29310093,0.00119816,0.22893086,0.88978487,0.57530429,0.60936470,0.00000000
-5.53176588,1.64401218,0.45910326,0.28594831,0.00109526,0.21461086,0.85918019,0.56399557,0.59257063,0.00000000
-5.52576288,1.60017331,0.43781371,0.28001601,0.00100759,0.20135164,0.82975907,0.55578782,0.57834954,0.00000000
-5.51975988,1.56377137,0.41819862,0.27521590,0.00093482,0.18925791,0.80170967,0.55061879,0.56664759,0.00000000
-5.51375688,1.53475307,0.40026716,0.27146092,0.00087655,0.17842944,0.77523866,0.54842169,0.55741640,0.00000000
-5.50775388,1.51306793,0.38402789,0.26866843,0.00083230,0.16896064,0.75057063,0.54912972,0.55061728,0.00000000
-5.50175088,1.49867650,0.36949094,0.26676300,0.00080156,0.16094005,0.72794654,0.55267963,0.54622438,0.00000000
-5.49574787,1.49155547,0.35666977,0.26567845,0.00078378,0.15444969,0.70762101,0.55901379,0.54422678,0.00000000
-5.48974487,1.49169899,0.34558229,0.26535905,0.00077832,0.14956410,0.68985807,0.56808068,0.54462901,0.00000000
-5.48374187,1.49911584,0.33625118,0.26575996,0.00078454,0.14634910,0.67492547,0.57983363,0.54745001,0.00000000
-5.47773887,1.51382224,0.32870333,0.26684664,0.00080172,0.14486010,0.66308733,0.59422783,0.55272033,0.00000000
-5.47173587,1.53583033,0.32296821,0.26859360,0.00082911,0.14514000,0.65459522,0.61121577,0.56047763,0.00000000
-5.46573287,1.56513289,0.31907532,0.27098226,0.00086592,0.14721668,0.64967802,0.63074122,0.57076057,0.00000000
-5.45972986,1.60168489,0.31705076,0.27399826,0.00091134,0.15110020,0.64853063,0.65273225,0.58360140,0.00000000
-5.45372686,1.64538304,0.31691304,0.27762832,0.00096449,0.15677978,0.65130228,0.67709359,0.59901748,0.00000000
-5.44772386,1.69604433,0.31866839,0.28185676,0.00102453,0.16422069,0.65808474,0.70369905,0.61700232,0.00000000
-5.44172086,1.75338539,0.32230587,0.28666208,0.00109057,0.17336132,0.66890113,0.73238440,0.63751654,0.00000000
-5.43571786,1.81700379,0.32779256,0.29201372,0.00116177,0.18411058,0.68369601,0.76294143,0.66047945,0.00000000
-5.42971486,1.88636311,0.33506915,0.29786917,0.00123731,0.19634585,0.70232746,0.79511368,0.68576180,0.00000000
-5.42371186,1.96078311,0.34404643,0.30417184,0.00131646,0.20991176,0.72456155,0.82859445,0.71318020,0.00000000
-5.41770885,2.03943614,0.35460271,0.31084970,0.00139855,0.22461993,0.75007004,0.86302743,0.74249389,0.00000000
-5.41170585,2.12135101,0.36658274,0.31781497,0.00148303,0.24024982,0.77843153,0.89801023,0.77340420,0.00000000
-5.40570285,2.20542457,0.37979809,0.32496476,0.00156949,0.25655099,0.80913635,0.93310096,0.80555690,0.00000000
-5.39969985,2.29044141,0.39402932,0.33218298,0.00165769,0.27324653,0.84159540,0.96782778,0.83854784,0.00000000
-5.39369685,2.37510115,0.40902978,0.33934316,0.00174754,0.29003793,0.87515273,1.00170118,0.87193149,0.00000000
-5.38769385,2.45805263,0.42453104,0.34631236,0.00183916,0.30661117,0.90910156,1.03422852,0.90523246,0.00000000
-5.38169085,2.53793374,0.44024984,0.35295575,0.00193283,0.32264391,0.94270327,1.06493032,0.93795939,0.00000000
-5.37568784,2.61341500,0.45589615,0.35914189,0.00202901,0.33781352,0.97520868,1.09335739,0.96962070,0.00000000
-5.36968484,2.68324524,0.47118202,0.36474815,0.00212832,0.35180571,1.00588067,1.11910819,0.99974145,0.00000000
-5.36368184,2.74629678,0.48583090,0.36966627,0.00223151,0.36432343,1.03401736,1.14184541,1.02788046,0.00000000
-5.35767884,2.80160815,0.49958681,0.37380753,0.00233940,0.37509560,1.05897459,1.16131077,1.05364689,0.00000000
-5.35167584,2.84842178,0.51222295,0.37710729,0.00245282,0.38388530,1.08018693,1.17733751,1.07671521,0.00000000
-5.34567284,2.88621484,0.52354931,0.37952870,0.00257262,0.39049718,1.09718602,1.18985955,1.09683793,0.00000000
-5.33966983,2.91472127,0.53341889,0.38106524,0.00269949,0.39478348,1.10961548,1.19891685,1.11385516,0.00000000
-5.33366683,2.93394384,0.54173205,0.38174195,0.00283402,0.39664865,1.11724162,1.20465670,1.12770057,0.00000000
-5.32766383,2.94415523,0.54843890,0.38161527,0.00297650,0.39605214,1.11995949,1.20733050,1.13840325,0.00000000
-5.32166083,2.94588804,0.55353955,0.38077142,0.00312697,0.39300928,1.11779390,1.20728640,1.14608531,0.00000000
-5.31565783,2.93991398,0.55708217,0.37932339,0.00328510,0.38759023,1.11089549,1.20495781,1.15095535,0.00000000
-5.30965483,2.92721314,0.55915897,0.37740665,0.00345015,0.37991702,1.09953194,1.20084845,1.15329802,0.00000000
-5.30365183,2.90893487,0.55990041,0.37517377,0.00362098,0.37015880,1.08407494,1.19551443,1.15346024,0.00000000
-5.29764882,2.88635199,0.55946781,0.37278824,0.00379597,0.35852556,1.06498342,1.18954446,1.15183466,0.00000000
-5.29164582,2.86081064,0.55804492,0.37041771,0.00397312,0.34526057,1.04278406,1.18353873,1.14884132,0.00000000
-5.28564282,2.83367812,0.55582879,0.36822699,0.00415001,0.33063197,1.01804993,1.17808772,1.14490843,0.00000000
-5.27963982,2.80629110,0.55302047,0.36637126,0.00432386,0.31492379,0.99137830,1.17375170,1.14045311,0.00000000
-5.27363682,2.77990672,0.54981603,0.36498955,0.00449166,0.29842688,0.96336871,1.17104190,1.13586320,0.00000000
-5.26763382,2.75565861,0.54639821,0.36419910,0.00465016,0.28143010,0.93460224,1.17040411,1.13148093,0.00000000
-5.26163082,2.73451972,0.54292937,0.36409058,0.00479608,0.26421216,0.90562288,1.17220525,1.12758924,0.00000000
-5.25562781,2.71727347,0.53954565,0.36472456,0.00492612,0.24703432,0.87692162,1.17672360,1.12440130,0.00000000
-5.24962481,2.70449415,0.53635295,0.36612930,0.00503715,0.23013434,0.84892399,1.18414276,1.12205380,0.00000000
-5.24362181,2.69653708,0.53342456,0.36829991,0.00512629,0.21372169,0.82198123,1.19454960,1.12060402,0.00000000
-5.23761881,2.69353852,0.53080063,0.37119902,0.00519101,0.19797424,0.79636533,1.20793599,1.12003089,0.00000000
-5.23161581,2.69542500,0.52848929,0.37475869,0.00522926,0.18303640,0.77226784,1.22420417,1.12023975,0.00000000
-5.22561281,2.70193086,0.52646937,0.37888373,0.00523950,0.16901862,0.74980222,1.24317525,1.12107053,0.00000000
-5.21960980,2.71262321,0.52469438,0.38345599,0.00522081,0.15599818,0.72900932,1.26460040,1.12230874,0.00000000
-5.21360680,2.72693232,0.52309758,0.38833961,0.00517287,0.14402113,0.70986555,1.28817394,1.12369879,0.00000000
-5.20760380,2.74418602,0.52159769,0.39338687,0.00509603,0.13310510,0.69229299,1.31354788,1.12495880,0.00000000
-5.20160080,2.76364628,0.52010504,0.39844439,0.00499124,0.12324277,0.67617098,1.34034688,1.12579627,0.00000000
-5.19559780,2.78454590,0.51852770,0.40335946,0.00486007,0.11440586,0.66134833,1.36818319,1.12592367,0.00000000
-5.18959480,2.80612388,0.51677738,0.40798617,0.00470461,0.10654925,0.64765565,1.39667067,1.12507343,0.00000000
-5.18359180,2.82765762,0.51477474,0.41219100,0.00452741,0.09961520,0.63491713,1.42543744,1.12301149,0.00000000
-5.17758879,2.84849065,0.51245383,0.41585783,0.00433140,0.09353728,0.62296126,1.45413644,1.11954880,0.00000000
-5.17158579,2.86805481,0.50976563,0.41889198,0.00411976,0.08824408,0.61163008,1.48245369,1.11455047,0.00000000
-5.16558279,2.88588597,0.50668034,0.42122310,0.00389586,0.08366235,0.60078661,1.51011379,1.10794193,0.00000000
-5.15957979,2.90163299,0.50318849,0.42280705,0.00366314,0.07971968,0.59032019,1.53688266,1.09971214,0.00000000
-5.15357679,2.91505964,0.49930082,0.42362637,0.00342500,0.07634655,0.58014981,1.56256742,1.08991355,0.00000000
-5.14757379,2.92603984,0.49504691,0.42368958,0.00318473,0.07347784,0.57022512,1.58701360,1.07865904,0.00000000
-5.14157079,2.93454672,0.49047278,0.42302932,0.00294540,0.07105375,0.56052555,1.61010007,1.06611593,0.00000000
-5.13556778,2.94063650,0.48563751,0.42169938,0.00270984,0.06902017,0.55105750,1.63173196,1.05249740,0.00000000
-5.12956478,2.94442808,0.48060916,0.41977082,0.00248054,0.06732869,0.54184994,1.65183226,1.03805190,0.00000000
-5.12356178,2.94607995,0.47546014,0.41732746,0.00225965,0.06593616,0.53294881,1.67033256,1.02305078,0.00000000
-5.11755878,2.94576556,0.47026234,0.41446084,0.00204895,0.06480410,0.52441052,1.68716369,1.00777514,0.00000000
-5.11155578,2.94364881,0.46508228,0.41126501,0.00184983,0.06389779,0.51629493,1.70224694,0.99250211,0.00000000
-5.10555278,2.93986118,0.45997652,0.40783137,0.00166332,0.06318543,0.50865836,1.71548632,0.97749157,0.00000000
-5.09954977,2.93448152,0.45498762,0.40424385,0.00149010,0.06263721,0.50154681,1.72676263,0.96297374,0.00000000
-5.09354677,2.92752008,0.45014081,0.40057462,0.00133050,0.06222450,0.49498997,1.73592968,0.94913815,0.00000000
-5.08754377,2.91890742,0.44544157,0.39688053,0.00118459,0.06191920,0.48899619,1.74281299,0.93612476,0.00000000
-5.08154077,2.90848896,0.44087433,0.39320055,0.00105215,0.06169319,0.48354875,1.74721131,0.92401734,0.00000000
-5.07553777,2.89602550,0.43640219,0.38955418,0.00093278,0.06151812,0.47860362,1.74890073,0.91283960,0.00000000
-5.06953477,2.88119977,0.43196792,0.38594098,0.00082587,0.06136526,0.47408870,1.74764157,0.90255408,0.00000000
-5.06353177,2.86362860,0.42749597,0.38234123,0.00073070,0.06120572,0.46990482,1.74318748,0.89306403,0.00000000
-5.05752876,2.84288018,0.42289550,0.37871761,0.00064644,0.06101075,0.46592815,1.73529661,0.88421798,0.00000000
-5.05152576,2.81849559,0.41806432,0.37501788,0.00057222,0.06075222,0.46201413,1.72374404,0.87581684,0.00000000
-5.04552276,2.79001335,0.41289345,0.37117837,0.00050711,0.06040330,0.45800256,1.70833512,0.86762333,0.00000000
-5.03951976,2.75699596,0.40727211,0.36712813,0.00045019,0.05993907,0.45372371,1.68891890,0.85937305,0.00000000
-5.03351676,2.71905689,0.40109294,0.36279348,0.00040057,0.05933729,0.44900500,1.66540095,0.85078690,0.00000000
-5.02751376,2.67588687,0.39425712,0.35810280,0.00035736,0.05857909,0.44367810,1.63775502,0.84158422,0.00000000
-5.02151076,2.62727797,0.38667926,0.35299128,0.00031977,0.05764953,0.43758594,1.60603281,0.83149599,0.00000000
-5.01550775,2.57314436,0.37829164,0.34740540,0.00028703,0.05653817,0.43058937,1.57037134,0.82027760,0.00000000
-5.00950475,2.51353863,0.36904783,0.34130697,0.00025845,0.05523940,0.42257315,1.53099742,0.80772058,0.00000000
-5.00350175,2.44866285,0.35892539,0.33467644,0.00023341,0.05375269,0.41345100,1.48822896,0.79366274,0.00000000
-4.99749875,2.37887362,0.34792754,0.32751538,0.00021137,0.05208252,0.40316947,1.44247283,0.77799634,0.00000000
-4.99149575,2.30468089,0.33608383,0.31984801,0.00019184,0.05023832,0.39171043,1.39421925,0.76067394,0.00000000
-4.98549275,2.22674021,0.32344968,0.31172161,0.00017442,0.04823411,0.37909221,1.34403281,0.74171152,0.00000000
-4.97948974,2.14583887,0.31010495,0.30320586,0.00015877,0.04608799,0.36536922,1.29254018,0.72118900,0.00000000
-4.97348674,2.06287609,0.29615154,0.29439110,0.00014459,0.04382154,0.35063020,1.24041506,0.69924794,0.00000000
-4.96748374,1.97883814,0.28171016,0.28538549,0.00013165,0.04145909,0.33499513,1.18836067,0.67608662,0.00000000
-4.96148074,1.89476920,0.26691646,0.27631136,0.00011976,0.03902696,0.31861110,1.13709046,0.65195274,0.00000000
-4.95547774,1.81173913,0.25191667,0.26730063,0.00010879,0.03655256,0.30164721,1.08730762,0.62713404,0.00000000
-4.94947474,1.73080939,0.23686296,0.25848982,0.00009861,0.03406359,0.28428881,1.03968414,0.60194733,0.00000000
-4.94347174,1.65299844,0.22190875,0.25001457,0.00008914,0.03158725,0.26673139,0.99484023,0.57672640,0.00000000
-4.93746873,1.57924802,0.20720409,0.24200416,0.00008032,0.02914947,0.24917432,0.95332481,0.55180933,0.00000000
-4.93146573,1.51039178,0.19289131,0.23457609,0.00007210,0.02677425,0.23181478,0.91559785,0.52752587,0.00000000
-4.92546273,1.44712739,0.17910126,0.22783108,0.00006446,0.02448310,0.21484205,0.88201541,0.50418540,0.00000000
-4.91945973,1.38999347,0.16594992,0.22184876,0.00005737,0.02229464,0.19843238,0.85281773,0.48206589,0.00000000
-4.91345673,1.33935223,0.15353593,0.21668408,0.00005081,0.02022424,0.18274473,0.82812124,0.46140458,0.00000000
-4.90745373,1.29537862,0.14193866,0.21236488,0.00004477,0.01828388,0.16791725,0.80791461,0.44239053,0.00000000
-4.90145073,1.25805637,0.13121717,0.20889046,0.00003924,0.01648205,0.15406487,0.79205926,0.42515936,0.00000000
-4.89544772,1.22718125,0.12140993,0.20623143,0.00003419,0.01482386,0.14127773,0.78029435,0.40979049,0.00000000
-4.88944472,1.20237124,0.11253520,0.20433080,0.00002963,0.01331117,0.12962070,0.77224597,0.39630671,0.00000000
-4.88344172,1.18308326,0.10459211,0.20310613,0.00002552,0.01194286,0.11913363,0.76744057,0.38467610,0.00000000
-4.87743872,1.16863569,0.09756227,0.20245286,0.00002184,0.01071514,0.10983250,0.76532176,0.37481619,0.00000000
-4.87143572,1.15823570,0.09141185,0.20224848,0.00001858,0.00962194,0.10171113,0.76527009,0.36659980,0.00000000
-4.86543272,1.15101005,0.08609395,0.20235739,0.00001571,0.00865532,0.09474342,0.76662491,0.35986253,0.00000000
-4.85942971,1.14603823,0.08155113,0.20263625,0.00001319,0.00780589,0.08888595,0.76870751,0.35441110,0.00000000
-4.85342671,1.14238620,0.07771811,0.20293950,0.00001101,0.00706326,0.08408072,0.77084451,0.35003240,0.00000000
-4.84742371,1.13913957,0.07452429,0.20312487,0.00000913,0.00641639,0.08025796,0.77239061,0.34650259,0.00000000
-4.84142071,1.13543457,0.07189620,0.20305855,0.00000751,0.00585405,0.07733888,0.77274975,0.34359578,0.00000000
-4.83541771,1.13048573,0.06975966,0.20261979,0.00000615,0.00536510,0.07523824,0.77139389,0.34109209,0.00000000
-4.82941471,1.12360918,0.06804170,0.20170487,0.00000499,0.00493883,0.07386662,0.76787864,0.33878459,0.00000000
-4.82341171,1.11424077,0.06667204,0.20023005,0.00000403,0.00456517,0.07313251,0.76185528,0.33648488,0.00000000
-4.81740870,1.10194847,0.06558434,0.19813367,0.00000323,0.00423490,0.07294395,0.75307869,0.33402735,0.00000000
-4.81140570,1.08643895,0.06471698,0.19537714,0.00000257,0.00393976,0.07320996,0.74141118,0.33127182,0.00000000
-4.80540270,1.06755834,0.06401359,0.19194498,0.00000203,0.00367258,0.07384165,0.72682214,0.32810476,0.00000000
-4.79939970,1.04528763,0.06342326,0.18784393,0.00000159,0.00342728,0.07475309,0.70938378,0.32443924,0.00000000
-4.79339670,1.01973328,0.06290053,0.18310118,0.00000124,0.00319885,0.07586202,0.68926350,0.32021367,0.00000000
-4.78739370,0.99111397,0.06240521,0.17776200,0.00000096,0.00298335,0.07709036,0.66671320,0.31538967,0.00000000
-4.78139070,0.95974431,0.06190205,0.17188688,0.00000074,0.00277781,0.07836474,0.64205650,0.30994938,0.00000000
-4.77538769,0.92601667,0.06136043,0.16554826,0.00000056,0.00258011,0.07961692,0.61567425,0.30389233,0.00000000
-4.76938469,0.89038205,0.06075395,0.15882732,0.00000043,0.00238890,0.08078422,0.58798935,0.29723235,0.00000000
-4.76338169,0.85333104,0.06006011,0.15181067,0.00000032,0.00220349,0.08181005,0.55945138,0.28999454,0.00000000
-4.75737869,0.81537560,0.05926008,0.14458734,0.00000024,0.00202366,0.08264438,0.53052182,0.28221265,0.00000000
-4.75137569,0.77703252,0.05833849,0.13724610,0.00000018,0.00184961,0.08324426,0.50166021,0.27392693,0.00000000
-4.74537269,0.73880882,0.05728334,0.12987320,0.00000013,0.00168180,0.08357438,0.47331183,0.26518249,0.00000000
-4.73936968,0.70118962,0.05608598,0.12255062,0.00000010,0.00152088,0.08360751,0.44589704,0.25602824,0.00000000
-4.73336668,0.66462841,0.05474113,0.11535475,0.00000007,0.00136756,0.08332495,0.41980252,0.24651637,0.00000000
-4.72736368,0.62953981,0.05324700,0.10835566,0.00000006,0.00122258,0.08271678,0.39537434,0.23670218,0.00000000
-4.72136068,0.59629438,0.05160527,0.10161667,0.00000004,0.00108665,0.08178199,0.37291287,0.22664427,0.00000000
-4.71535768,0.56521551,0.04982121,0.09519438,0.00000004,0.00096038,0.08052838,0.35266921,0.21640489,0.00000000
-4.70935468,0.53657763,0.04790361,0.08913890,0.00000003,0.00084429,0.07897223,0.33484311,0.20605023,0.00000000
-4.70335168,0.51060562,0.04586471,0.08349425,0.00000004,0.00073882,0.07713777,0.31958197,0.19565069,0.00000000
-4.69734867,0.48747498,0.04372000,0.07829893,0.00000004,0.00064430,0.07505633,0.30698085,0.18528082,0.00000000
-4.69134567,0.46731238,0.04148792,0.07358636,0.00000006,0.00056101,0.07276539,0.29708305,0.17501902,0.00000000
-4.68534267,0.45019641,0.03918949,0.06938536,0.00000008,0.00048921,0.07030734,0.28988138,0.16494682,0.00000000
-4.67933967,0.43615845,0.03684783,0.06572041,0.00000010,0.00042917,0.06772822,0.28531983,0.15514778,0.00000000
-4.67333667,0.42518356,0.03448763,0.06261184,0.00000015,0.00038124,0.06507631,0.28329558,0.14570613,0.00000000
-4.66733367,0.41721149,0.03213454,0.06007584,0.00000020,0.00034591,0.06240083,0.28366155,0.13670502,0.00000000
-4.66133067,0.41213796,0.02981462,0.05812433,0.00000028,0.00032391,0.05975057,0.28622939,0.12822469,0.00000000
-4.65532766,0.40981641,0.02755375,0.05676469,0.00000039,0.00031621,0.05717286,0.29077308,0.12034050,0.00000000
-4.64932466,0.41006049,0.02537709,0.05599952,0.00000053,0.00032415,0.05471259,0.29703319,0.11312105,0.00000000
-4.64332166,0.41264747,0.02330865,0.05582633,0.00000072,0.00034952,0.05241155,0.30472202,0.10662647,0.00000000
