energy_ev,total_up,Al_p_up,Al_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-6.00000000,0.80245021,0.13329710,0.00000000,0.30946019,0.00000000,0.66887237,0.05041779
-5.99399700,0.82074377,0.13603381,0.00000000,0.32323049,0.00000000,0.69866578,0.05015605
-5.98799400,0.84129183,0.13918019,0.00000000,0.33721973,0.00000000,0.72888891,0.05018174
-5.98199100,0.86301664,0.14255530,0.00000000,0.35102114,0.00000000,0.75867499,0.05042250
-5.97598799,0.88482221,0.14597525,0.00000000,0.36422371,0.00000000,0.78714620,0.05080466
-5.96998499,0.90562839,0.14925884,0.00000000,0.37642467,0.00000000,0.81344074,0.05125552
-5.96398199,0.92440384,0.15223314,0.00000000,0.38724186,0.00000000,0.83673966,0.05170545
-5.95797899,0.94019676,0.15473859,0.00000000,0.39632542,0.00000000,0.85629242,0.05208979
-5.95197599,0.95216254,0.15663361,0.00000000,0.40336852,0.00000000,0.87144026,0.05235054
-5.94597299,0.95958714,0.15779844,0.00000000,0.40811666,0.00000000,0.88163634,0.05243776
-5.93996998,0.96190565,0.15813827,0.00000000,0.41037500,0.00000000,0.88646200,0.05231061
-5.93396698,0.95871535,0.15758537,0.00000000,0.41001376,0.00000000,0.88563843,0.05193806
-5.92796398,0.94978297,0.15610033,0.00000000,0.40697114,0.00000000,0.87903334,0.05129932
-5.92196098,0.93504589,0.15367223,0.00000000,0.40125400,0.00000000,0.86666244,0.05038378
-5.91595798,0.91460763,0.15031797,0.00000000,0.39293600,0.00000000,0.84868570,0.04919074
-5.90995498,0.88872781,0.14608066,0.00000000,0.38215362,0.00000000,0.82539883,0.04772878
-5.90395198,0.85780728,0.14102718,0.00000000,0.36909998,0.00000000,0.79722020,0.04601485
-5.89794897,0.82236925,0.13524514,0.00000000,0.35401712,0.00000000,0.76467413,0.04407319
-5.89194597,0.78303724,0.12883935,0.00000000,0.33718676,0.00000000,0.72837131,0.04193403
-5.88594297,0.74051102,0.12192795,0.00000000,0.31892032,0.00000000,0.68898716,0.03963219
-5.87993997,0.69554161,0.11463832,0.00000000,0.29954842,0.00000000,0.64723937,0.03720570
-5.87393697,0.64890639,0.10710316,0.00000000,0.27941035,0.00000000,0.60386542,0.03469436
