energy_ev,total_up,Ga_p_up,Ga_d_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up
-6.00000000,1.53225187,0.24384615,0.00000000,0.58784925,0.57244456,0.01935707,0.59020685
-5.99399700,1.49443736,0.24037806,0.00000000,0.56165459,0.56280806,0.01900541,0.57236783
-5.98799400,1.45520308,0.23640486,0.00000000,0.53561075,0.55263797,0.01865192,0.55433692
-5.98199100,1.41492878,0.23196632,0.00000000,0.50997750,0.54202641,0.01830103,0.53630082
-5.97598799,1.37396854,0.22710655,0.00000000,0.48498271,0.53105864,0.01795640,0.51842410
-5.96998499,1.33264783,0.22187367,0.00000000,0.46082063,0.51981254,0.01762099,0.50084757
-5.96398199,1.29126209,0.21631930,0.00000000,0.43765167,0.50835848,0.01729708,0.48368763
-5.95797899,1.25007646,0.21049800,0.00000000,0.41560360,0.49675953,0.01698636,0.46703664
-5.95197599,1.20932690,0.20446664,0.00000000,0.39477403,0.48507204,0.01669004,0.45096420
-5.94597299,1.16922260,0.19828381,0.00000000,0.37523401,0.47334672,0.01640903,0.43551924
-5.93996998,1.12994977,0.19200923,0.00000000,0.35703256,0.46163005,0.01614407,0.42073301
-5.93396698,1.09167663,0.18570340,0.00000000,0.34020203,0.44996633,0.01589598,0.40662270
-5.92796398,1.05455978,0.17942734,0.00000000,0.32476396,0.43840004,0.01566585,0.39319570
-5.92196098,1.01875160,0.17324260,0.00000000,0.31073522,0.42697882,0.01545526,0.38045431
-5.91595798,0.98440858,0.16721146,0.00000000,0.29813442,0.41575668,0.01526653,0.36840072
-5.90995498,0.95170030,0.16139742,0.00000000,0.28698800,0.40479763,0.01510290,0.35704217
-5.90395198,0.92081852,0.15586582,0.00000000,0.27733620,0.39417924,0.01496870,0.34639591
-5.89794897,0.89198615,0.15068458,0.00000000,0.26923824,0.38399634,0.01486957,0.33649397
-5.89194597,0.86546528,0.14592505,0.00000000,0.26277694,0.37436422,0.01481248,0.32738723
-5.88594297,0.84156399,0.14166275,0.00000000,0.25806215,0.36542143,0.01480586,0.31914877
-5.87993997,0.82064116,0.13797798,0.00000000,0.25523318,0.35733171,0.01485951,0.31187623
-5.87393697,0.80310883,0.13495617,0.00000000,0.25445977,0.35028496,0.01498455,0.30569292
-5.86793397,0.78943173,0.13268792,0.00000000,0.25594167,0.34449695,0.01519321,0.30074766
-5.86193097,0.78012352,0.13126861,0.00000000,0.25990670,0.34020777,0.01549860,0.29721311
-5.85592796,0.77573970,0.13079751,0.00000000,0.26660725,0.33767872,0.01591435,0.29528269
-5.84992496,0.77686697,0.13137640,0.00000000,0.27631519,0.33718778,0.01645419,0.29516606
-5.84392196,0.78410937,0.13310774,0.00000000,0.28931537,0.33902365,0.01713148,0.29708326
-5.83791896,0.79807139,0.13609236,0.00000000,0.30589787,0.34347850,0.01795868,0.30125768
-5.83191596,0.81933858,0.14042671,0.00000000,0.32634895,0.35083950,0.01894677,0.30790813
-5.82591296,0.84845624,0.14619984,0.00000000,0.35094125,0.36137955,0.02010472,0.31724017
-5.81990995,0.88590695,0.15349018,0.00000000,0.37992329,0.37534740,0.02143890,0.32943720
-5.81390695,0.93208774,0.16236217,0.00000000,0.41350864,0.39295742,0.02295259,0.34465139
-5.80790395,0.98728771,0.17286300,0.00000000,0.45186503,0.41437952,0.02464553,0.36299509
-5.80190095,1.05166698,0.18501944,0.00000000,0.49510387,0.43972945,0.02651357,0.38453276
-5.79589795,1.12523780,0.19883494,0.00000000,0.54327022,0.46905987,0.02854843,0.40927396
-5.78989495,1.20784850,0.21428715,0.00000000,0.59633376,0.50235248,0.03073755,0.43716754
-5.78389195,1.29917096,0.23132588,0.00000000,0.65418097,0.53951158,0.03306415,0.46809731
-5.77788894,1.39869223,0.24987153,0.00000000,0.71660867,0.58035927,0.03550732,0.50187938
-5.77188594,1.50571050,0.26981427,0.00000000,0.78331930,0.62463250,0.03804238,0.53826130
-5.76588294,1.61933596,0.29101365,0.00000000,0.85391799,0.67198217,0.04064126,0.57692298
-5.75987994,1.73849650,0.31329905,0.00000000,0.92791175,0.72197442,0.04327304,0.61747952
-5.75387694,1.86194834,0.33647066,0.00000000,1.00471077,0.77409422,0.04590461,0.65948588
-5.74787394,1.98829151,0.36030119,0.00000000,1.08363196,0.82775115,0.04850133,0.70244318
-5.74187094,2.11598993,0.38453830,0.00000000,1.16390491,0.88228754,0.05102782,0.74580671
-5.73586793,2.24339586,0.40890755,0.00000000,1.24468022,0.93698881,0.05344875,0.78899528
-5.72986493,2.36877810,0.43311611,0.00000000,1.32504023,0.99109580,0.05572956,0.83140182
-5.72386193,2.49035378,0.45685706,0.00000000,1.40401211,1.04381907,0.05783725,0.87240502
-5.71785893,2.60632276,0.47981423,0.00000000,1.48058326,1.09435477,0.05974107,0.91138169
-5.71185593,2.71490432,0.50166764,0.00000000,1.55371881,1.14190186,0.06141311,0.94771965
-5.70585293,2.81437512,0.52209937,0.00000000,1.62238103,1.18568031,0.06282888,0.98083083
-5.69984992,2.90310775,0.54079986,0.00000000,1.68555025,1.22494969,0.06396771,1.01016434
-5.69384692,2.97960889,0.55747445,0.00000000,1.74224701,1.25902792,0.06481318,1.03521909
-5.68784392,3.04255612,0.57185016,0.00000000,1.79155479,1.28730947,0.06535331,1.05555584
-5.68184092,3.09083228,0.58368234,0.00000000,1.83264279,1.30928237,0.06558072,1.07080812
-5.67583792,3.12355650,0.59276121,0.00000000,1.86478805,1.32454379,0.06549278,1.08069199
-5.66983492,3.14011070,0.59891794,0.00000000,1.88739621,1.33281317,0.06509151,1.08501405
-5.66383192,3.14016058,0.60203009,0.00000000,1.90002008,1.33394278,0.06438357,1.08367761
-5.65782891,3.12367036,0.60202624,0.00000000,1.90237524,1.32792498,0.06338005,1.07668668
-5.65182591,3.09091031,0.59888942,0.00000000,1.89435211,1.31489589,0.06209631,1.06414761
-5.64582291,3.04245668,0.59265939,0.00000000,1.87602358,1.29513523,0.06055165,1.04626824
-5.63981991,2.97918356,0.58343338,0.00000000,1.84764795,1.26906213,0.05876905,1.02335439
-5.63381691,2.90224679,0.57136529,0.00000000,1.80966673,1.23722691,0.05677473,0.99580386
-5.62781391,2.81305989,0.55666325,0.00000000,1.76269712,1.20029904,0.05459778,0.96409786
-5.62181091,2.71326282,0.53958561,0.00000000,1.70751932,1.15905157,0.05226969,0.92879019
-5.61580790,2.60468417,0.52043535,0.00000000,1.64505899,1.11434242,0.04982382,0.89049437
-5.60980490,2.48929798,0.49955308,0.00000000,1.57636523,1.06709315,0.04729487,0.84986913
-5.60380190,2.36917646,0.47730893,0.00000000,1.50258500,1.01826594,0.04471836,0.80760263
-5.59779890,2.24644007,0.45409342,0.00000000,1.42493467,0.96883934,0.04212997,0.76439592
-5.59179590,2.12320666,0.43030782,0.00000000,1.34466981,0.91978383,0.03956500,0.72094626
-5.58579290,2.00154113,0.40635412,0.00000000,1.26305432,0.87203777,0.03705776,0.67793061
-5.57978989,1.88340737,0.38262518,0.00000000,1.18132986,0.82648458,0.03464099,0.63599003
-5.57378689,1.77062385,0.35949524,0.00000000,1.10068679,0.78393191,0.03234527,0.59571537
-5.56778389,1.66482429,0.33731115,0.00000000,1.02223746,0.74509331,0.03019858,0.55763470
-5.56178089,1.56742439,0.31638461,0.00000000,0.94699276,0.71057293,0.02822575,0.52220284
-5.55577789,1.47959562,0.29698572,0.00000000,0.87584260,0.68085378,0.02644812,0.48979327
-5.54977489,1.40224649,0.27933784,0.00000000,0.80954071,0.65628953,0.02488317,0.46069259
-5.54377189,1.33601164,0.26361406,0.00000000,0.74869413,0.63710021,0.02354429,0.43509767
-5.53776888,1.28124885,0.24993523,0.00000000,0.69375748,0.62337166,0.02244062,0.41311533
-5.53176588,1.23804338,0.23836951,0.00000000,0.64503171,0.61505860,0.02157691,0.39476466
-5.52576288,1.20621953,0.22893340,0.00000000,0.60266730,0.61199109,0.02095361,0.37998157
-5.51975988,1.18535835,0.22159425,0.00000000,0.56667132,0.61388407,0.02056689,0.36862547
-5.51375688,1.17482083,0.21627378,0.00000000,0.53691786,0.62034941,0.02040882,0.36048769
-5.50775388,1.17377552,0.21285274,0.00000000,0.51316129,0.63091013,0.02046764,0.35530130
-5.50175088,1.18122952,0.21117634,0.00000000,0.49505163,0.64501631,0.02072802,0.35275201
-5.49574787,1.19606178,0.21106024,0.00000000,0.48215143,0.66206192,0.02117149,0.35248964
-5.48974487,1.21705771,0.21229689,0.00000000,0.47395364,0.68140230,0.02177679,0.35413992
-5.48374187,1.24294397,0.21466206,0.00000000,0.46989970,0.70237173,0.02252037,0.35731627
-5.47773887,1.27242272,0.21792134,0.00000000,0.46939756,0.72430050,0.02337691,0.36163104
-5.47173587,1.30420440,0.22183641,0.00000000,0.47183906,0.74653123,0.02431978,0.36670624
-5.46573287,1.33703841,0.22617099,0.00000000,0.47661636,0.76843401,0.02532163,0.37218332
-5.45972986,1.36974118,0.23069638,0.00000000,0.48313717,0.78942014,0.02635494,0.37773179
-5.45372686,1.40122118,0.23519635,0.00000000,0.49083852,0.80895420,0.02739253,0.38305683
-5.44772386,1.43050069,0.23947161,0.00000000,0.49919893,0.82656439,0.02840816,0.38790541
-5.44172086,1.45673404,0.24334348,0.00000000,0.50774896,0.84185104,0.02937702,0.39207128
-5.43571786,1.47922241,0.24665696,0.00000000,0.51607996,0.85449334,0.03027624,0.39539859
-5.42971486,1.49742512,0.24928323,0.00000000,0.52385115,0.86425420,0.03108538,0.39778423
-5.42371186,1.51096753,0.25112137,0.00000000,0.53079489,0.87098353,0.03178682,0.39917900
-5.41770885,1.51964566,0.25209953,0.00000000,0.53672019,0.87461982,0.03236617,0.39958770
-5.41170585,1.52342761,0.25217548,0.00000000,0.54151453,0.87519027,0.03281254,0.39906808
-5.40570285,1.52245195,0.25133658,0.00000000,0.54514390,0.87280948,0.03311883,0.39772891
-5.39969985,1.51702314,0.24959917,0.00000000,0.54765108,0.86767683,0.03328184,0.39572706
-5.39369685,1.50760403,0.24700748,0.00000000,0.54915223,0.86007252,0.03330239,0.39326376
-5.38769385,1.49480548,0.24363194,0.00000000,0.54983172,0.85035242,0.03318530,0.39058007
-5.38169085,1.47937313,0.23956709,0.00000000,0.54993521,0.83894162,0.03293926,0.38795142
-5.37568784,1.46217134,0.23492900,0.00000000,0.54976109,0.82632670,0.03257665,0.38568155
-5.36968484,1.44416426,0.22985227,0.00000000,0.54965032,0.81304672,0.03211326,0.38409549
-5.36368184,1.42639431,0.22448663,0.00000000,0.54997478,0.79968303,0.03156788,0.38353201
-5.35767884,1.40995805,0.21899323,0.00000000,0.55112435,0.78684769,0.03096190,0.38433520
-5.35167584,1.39597980,0.21354069,0.00000000,0.55349293,0.77517092,0.03031869,0.38684563
-5.34567284,1.38558342,0.20830088,0.00000000,0.55746381,0.76528738,0.02966313,0.39139094
-5.33966983,1.37986286,0.20344475,0.00000000,0.56339467,0.75782177,0.02902087,0.39827619
-5.33366683,1.37985200,0.19913800,0.00000000,0.57160286,0.75337394,0.02841781,0.40777416
-5.32766383,1.38649484,0.19553708,0.00000000,0.58235130,0.75250383,0.02787934,0.42011579
-5.32166083,1.40061682,0.19278527,0.00000000,0.59583570,0.75571676,0.02742981,0.43548130
-5.31565783,1.42289828,0.19100929,0.00000000,0.61217368,0.76344952,0.02709188,0.45399202
-5.30965483,1.45385135,0.19031636,0.00000000,0.63139626,0.77605779,0.02688600,0.47570357
-5.30365183,1.49380096,0.19079187,0.00000000,0.65344240,0.79380539,0.02682999,0.50060057
-5.29764882,1.54287115,0.19249781,0.00000000,0.67815683,0.81685583,0.02693861,0.52859332
-5.29164582,1.60097748,0.19547200,0.00000000,0.70529166,0.84526669,0.02722332,0.55951661
-5.28564282,1.66782592,0.19972810,0.00000000,0.73451181,0.87898702,0.02769213,0.59313103
-5.27963982,1.74291883,0.20525653,0.00000000,0.76540437,0.91785816,0.02834946,0.62912666
-5.27363682,1.82556783,0.21202613,0.00000000,0.79749149,0.96161782,0.02919626,0.66712940
-5.26763382,1.91491335,0.21998665,0.00000000,0.83024664,1.00990768,0.03023007,0.70670963
-5.26163082,2.00995031,0.22907176,0.00000000,0.86311340,1.06228397,0.03144525,0.74739301
-5.25562781,2.10955885,0.23920267,0.00000000,0.89552627,1.11823085,0.03283328,0.78867320
-5.24962481,2.21253903,0.25029198,0.00000000,0.92693234,1.17717597,0.03438308,0.83002580
-5.24362181,2.31764794,0.26224774,0.00000000,0.95681297,1.23850760,0.03608133,0.87092318
-5.23761881,2.42363775,0.27497734,0.00000000,0.98470443,1.30159263,0.03791294,0.91084952
-5.23161581,2.52929295,0.28839122,0.00000000,1.01021643,1.36579459,0.03986135,0.94931537
-5.22561281,2.63346508,0.30240605,0.00000000,1.03304748,1.43049093,0.04190892,0.98587126
-5.21960980,2.73510360,0.31694722,0.00000000,1.05299647,1.49508886,0.04403728,1.02011960
-5.21360680,2.83328126,0.33195060,0.00000000,1.06996962,1.55903890,0.04622758,1.05172448
-5.20760380,2.92721315,0.34736328,0.00000000,1.08398246,1.62184577,0.04846078,1.08041891
-5.20160080,3.01626843,0.36314344,0.00000000,1.09515666,1.68307596,0.05071778,1.10600923
-5.19559780,3.09997457,0.37925912,0.00000000,1.10371185,1.74236197,0.05297962,1.12837648
-5.18959480,3.17801396,0.39568610,0.00000000,1.10995275,1.79940286,0.05522752,1.14747483
-5.18359180,3.25021333,0.41240489,0.00000000,1.11425234,1.85396147,0.05744298,1.16332713
-5.17758879,3.31652687,0.42939712,0.00000000,1.11703183,1.90585849,0.05960777,1.17601787
-5.17158579,3.37701406,0.44664132,0.00000000,1.11873859,1.95496377,0.06170394,1.18568404
-5.16558279,3.43181362,0.46410858,0.00000000,1.11982305,2.00118582,0.06371385,1.19250430
-5.15957979,3.48111538,0.48175818,0.00000000,1.12071599,2.04445978,0.06562014,1.19668704
-5.15357679,3.52513149,0.49953362,0.00000000,1.12180721,2.08473515,0.06740581,1.19845809
-5.14757379,3.56406900,0.51735923,0.00000000,1.12342687,2.12196388,0.06905422,1.19804849
-5.14157079,3.59810534,0.53513779,0.00000000,1.12583040,2.15608971,0.07054925,1.19568316
-5.13556778,3.62736827,0.55274921,0.00000000,1.12918770,2.18703968,0.07187538,1.19157082
-5.12956478,3.65192158,0.57005075,0.00000000,1.13357738,2.21471840,0.07301794,1.18589577
-5.12356178,3.67175749,0.58687860,0.00000000,1.13898612,2.23900576,0.07396332,1.17881188
-5.11755878,3.68679639,0.60305123,0.00000000,1.14531321,2.25975833,0.07469923,1.17043897
-5.11155578,3.69689412,0.61837423,0.00000000,1.15238006,2.27681473,0.07521506,1.16086179
-5.10555278,3.70185649,0.63264668,0.00000000,1.15994417,2.29000489,0.07550216,1.15013157
-5.09954977,3.70146055,0.64566884,0.00000000,1.16771663,2.29916287,0.07555423,1.13826999
-5.09354677,3.69548147,0.65725087,0.00000000,1.17538256,2.30414277,0.07536766,1.12527530
-5.08754377,3.68372363,0.66722227,0.00000000,1.18262305,2.30483698,0.07494180,1.11113027
-5.08154077,3.66605445,0.67544159,0.00000000,1.18913786,2.30119581,0.07427927,1.09581148
-5.07553777,3.64243878,0.68180592,0.00000000,1.19466741,2.29324744,0.07338617,1.07929943
