energy_ev,total_up,C_s_up,C_p_up,Hg_p_up,Hg_d_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.54977489,0.53004156,0.00181938,0.04983438,0.24587912,0.11837475,0.00136082,0.21271443,0.07748638,0.03893466
-5.54377189,0.56889298,0.00196679,0.05337908,0.26305363,0.12710899,0.00147057,0.22823552,0.08286741,0.04176533
-5.53776888,0.60625948,0.00211092,0.05677010,0.27942810,0.13551873,0.00157786,0.24315164,0.08799392,0.04448406
-5.53176588,0.64149603,0.00224937,0.05994794,0.29471271,0.14345887,0.00168093,0.25720520,0.09277539,0.04704392
-5.52576288,0.67396615,0.00237972,0.06285438,0.30862519,0.15078584,0.00177805,0.27014248,0.09712404,0.04939876
-5.51975988,0.70306133,0.00249955,0.06543422,0.32089951,0.15736195,0.00186750,0.28172139,0.10095762,0.05150461
-5.51375688,0.72822058,0.00260658,0.06763711,0.33129449,0.16305971,0.00194767,0.29171938,0.10420221,0.05332120
-5.50775388,0.74894937,0.00269867,0.06941919,0.33960194,0.16776610,0.00201712,0.29994102,0.10679480,0.05481327
-5.50175088,0.76483709,0.00277397,0.07074469,0.34565398,0.17138639,0.00207461,0.30622506,0.10868576,0.05595193
-5.49574787,0.77557233,0.00283090,0.07158720,0.34932917,0.17384757,0.00211919,0.31045053,0.10984084,0.05671574
-5.48974487,0.78095515,0.00286827,0.07193070,0.35055724,0.17510106,0.00215021,0.31254174,0.11024283,0.05709164
-5.48374187,0.78090604,0.00288527,0.07177030,0.34932208,0.17512466,0.00216741,0.31247187,0.10989269,0.05707564
-5.47773887,0.77547095,0.00288157,0.07111253,0.34566306,0.17392360,0.00217089,0.31026513,0.10881021,0.05667317
-5.47173587,0.76482230,0.00285724,0.06997536,0.33967443,0.17153069,0.00216118,0.30599719,0.10703408,0.05589923
-5.46573287,0.74925610,0.00281283,0.06838774,0.33150301,0.16800557,0.00213922,0.29979419,0.10462152,0.05477818
-5.45972986,0.72918514,0.00274930,0.06638894,0.32134427,0.16343305,0.00210638,0.29183018,0.10164739,0.05334328
-5.45372686,0.70512892,0.00266803,0.06402748,0.30943696,0.15792069,0.00206443,0.28232325,0.09820297,0.05163602
-5.44772386,0.67770061,0.00257073,0.06135986,0.29605664,0.15159570,0.00201552,0.27153060,0.09439442,0.04970524
-5.44172086,0.64759191,0.00245943,0.05844917,0.28150846,0.14460135,0.00196215,0.25974263,0.09034100,0.04760600
-5.43571786,0.61555637,0.00233639,0.05536349,0.26611943,0.13709301,0.00190713,0.24727665,0.08617320,0.04539851
-5.42971486,0.58239200,0.00220402,0.05217434,0.25023065,0.12923404,0.00185350,0.23447014,0.08203088,0.04314683
-5.42371186,0.54892385,0.00206485,0.04895514,0.23418975,0.12119173,0.00180453,0.22167407,0.07806142,0.04091767
-5.41770885,0.51598725,0.00192146,0.04577976,0.21834391,0.11313330,0.00176361,0.20924645,0.07441804,0.03877919
-5.41170585,0.48441214,0.00177638,0.04272117,0.20303352,0.10522231,0.00173421,0.19754632,0.07125822,0.03679984
-5.40570285,0.45500904,0.00163208,0.03985035,0.18858690,0.09761545,0.00171979,0.18692819,0.06874237,0.03504732
-5.39969985,0.42855674,0.00149091,0.03723532,0.17531597,0.09045976,0.00172376,0.17773727,0.06703256,0.03358760
-5.39369685,0.40579199,0.00135507,0.03494039,0.16351290,0.08389053,0.00174939,0.17030519,0.06629146,0.03248404
-5.38769385,0.38740098,0.00122658,0.03302558,0.15344780,0.07802956,0.00179974,0.16494645,0.06668122,0.03179670
-5.38169085,0.37401254,0.00110732,0.03154624,0.14536728,0.07298408,0.00187759,0.16195526,0.06836241,0.03158155
-5.37568784,0.36619283,0.00099897,0.03055276,0.13949363,0.06884607,0.00198536,0.16160288,0.07149277,0.03188989
-5.36968484,0.36444108,0.00090308,0.03009041,0.13602456,0.06569204,0.00212505,0.16413516,0.07622579,0.03276775
-5.36368184,0.36918618,0.00082105,0.03019916,0.13513329,0.06358309,0.00229819,0.16977015,0.08270891,0.03425532
-5.35767884,0.38078377,0.00075420,0.03091364,0.13696863,0.06256525,0.00250576,0.17869582,0.09108149,0.03638639
-5.35167584,0.39951347,0.00070377,0.03226294,0.14165510,0.06267000,0.00274812,0.19106762,0.10147224,0.03918777
-5.34567284,0.42557626,0.00067099,0.03427044,0.14929276,0.06391481,0.00302502,0.20700588,0.11399631,0.04267878
-5.33966983,0.45909176,0.00065706,0.03695362,0.15995681,0.06630386,0.00333555,0.22659318,0.12875200,0.04687071
-5.33366683,0.50009551,0.00066323,0.04032368,0.17369674,0.06982858,0.00367812,0.24987159,0.14581712,0.05176633
-5.32766383,0.54853641,0.00069080,0.04438524,0.19053523,0.07446834,0.00405050,0.27684008,0.16524520,0.05735952
-5.32166083,0.60427451,0.00074111,0.04913594,0.21046669,0.08019091,0.00444982,0.30745205,0.18706162,0.06363498
-5.31565783,0.66707950,0.00081555,0.05456599,0.23345574,0.08695304,0.00487266,0.34161342,0.21125988,0.07056812
-5.30965483,0.73663020,0.00091555,0.06065791,0.25943550,0.09470092,0.00531513,0.37918132,0.23779818,0.07812517
-5.30365183,0.81251546,0.00104255,0.06738614,0.28830622,0.10337070,0.00577299,0.41996367,0.26659654,0.08626353
-5.29764882,0.89423668,0.00119794,0.07471693,0.31993404,0.11288902,0.00624174,0.46371987,0.29753464,0.09493236
-5.29164582,0.98121243,0.00138299,0.08260830,0.35415037,0.12317356,0.00671683,0.51016269,0.33045063,0.10407352
-5.28564282,1.07278503,0.00159882,0.09101019,0.39075178,0.13413380,0.00719382,0.55896144,0.36514090,0.11362274
-5.27963982,1.16822935,0.00184628,0.09986486,0.42950075,0.14567173,0.00766852,0.60974659,0.40136115,0.12351109
-5.27363682,1.26676367,0.00212588,0.10910742,0.47012706,0.15768281,0.00813723,0.66211556,0.43882867,0.13366667
-5.26763382,1.36756220,0.00243766,0.11866663,0.51233010,0.17005698,0.00859687,0.71563963,0.47722577,0.14401643
-5.26163082,1.46976906,0.00278119,0.12846588,0.55578191,0.18267979,0.00904517,0.76987181,0.51620451,0.15448813
-5.25562781,1.57251311,0.00315536,0.13842424,0.60013087,0.19543364,0.00948077,0.82435523,0.55539240,0.16501228
-5.24962481,1.67492307,0.00355842,0.14845772,0.64500597,0.20819909,0.00990338,0.87863178,0.59439897,0.17552390
-5.24362181,1.77614223,0.00398788,0.15848052,0.69002141,0.22085621,0.01031379,0.93225057,0.63282303,0.18596418
-5.23761881,1.87534222,0.00444044,0.16840628,0.73478148,0.23328595,0.01071390,0.98477591,0.67026026,0.19628176
-5.23161581,1.97173525,0.00491204,0.17814926,0.77888543,0.24537151,0.01110670,1.03579432,0.70631092,0.20643365
-5.22561281,2.06458423,0.00539787,0.18762550,0.82193224,0.25699967,0.01149616,1.08492042,0.74058748,0.21638568
-5.21960980,2.15321057,0.00589239,0.19675368,0.86352507,0.26806208,0.01188712,1.13180133,0.77272170,0.22611249
-5.21360680,2.23699943,0.00638943,0.20545597,0.90327552,0.27845650,0.01228506,1.17611958,0.80237124,0.23559696
-5.20760380,2.31540236,0.00688231,0.21365859,0.94080736,0.28808796,0.01269592,1.21759439,0.82922529,0.24482922
-5.20160080,2.38793764,0.00736396,0.22129226,0.97575997,0.29686989,0.01312579,1.25598155,0.85300946,0.25380524
-5.19559780,2.45418859,0.00782712,0.22829246,1.00779147,0.30472515,0.01358065,1.29107202,0.87348951,0.26252503
-5.18959480,2.51380035,0.00826449,0.23459959,1.03658162,0.31158704,0.01406607,1.32268948,0.89047416,0.27099072
-5.18359180,2.56647578,0.00866893,0.24015908,1.06183460,0.31740020,0.01458689,1.35068733,0.90381697,0.27920447
-5.17758879,2.61197103,0.00903366,0.24492148,1.08328179,0.32212154,0.01514699,1.37494544,0.91341724,0.28716649
-5.17158579,2.65009147,0.00935248,0.24884253,1.10068471,0.32572100,0.01574900,1.39536707,0.91922023,0.29487322
-5.16558279,2.68068853,0.00961989,0.25188341,1.11383816,0.32818229,0.01639410,1.41187627,0.92121670,0.30231589
-5.15957979,2.70365779,0.00983133,0.25401102,1.12257348,0.32950350,0.01708190,1.42441619,0.91944187,0.30947941
-5.15357679,2.71893871,0.00998323,0.25519846,1.12676217,0.32969754,0.01781027,1.43294831,0.91397406,0.31634190
-5.14757379,2.72651605,0.01007320,0.25542560,1.12631950,0.32879238,0.01857540,1.43745288,0.90493288,0.32287467
-5.14157079,2.72642270,0.01010002,0.25467985,1.12120813,0.32683110,0.01937179,1.43793041,0.89247715,0.32904279
-5.13556778,2.71874382,0.01006370,0.25295690,1.11144146,0.32387158,0.02019236,1.43440411,0.87680258,0.33480615
-5.12956478,2.70362165,0.00996545,0.25026158,1.09708653,0.31998586,0.02102863,1.42692296,0.85813907,0.34012096
-5.12356178,2.68126027,0.00980766,0.24660871,1.07826609,0.31525918,0.02187092,1.41556514,0.83674766,0.34494156
-5.11755878,2.65192987,0.00959377,0.24202371,1.05515971,0.30978857,0.02270864,1.40044136,0.81291715,0.34922239
-5.11155578,2.61596944,0.00932814,0.23654318,1.02800349,0.30368100,0.02353055,1.38169757,0.78696011,0.35292000
-5.10555278,2.57378756,0.00901597,0.23021508,0.99708838,0.29705118,0.02432512,1.35951684,0.75920842,0.35599491
-5.09954977,2.52586040,0.00866307,0.22309870,0.96275683,0.29001894,0.02508078,1.33411979,0.73000826,0.35841326
-5.09354677,2.47272683,0.00827570,0.21526418,0.92539775,0.28270635,0.02578628,1.30576344,0.69971447,0.36014795
-5.08754377,2.41498026,0.00786042,0.20679172,0.88543985,0.27523455,0.02643092,1.27473837,0.66868451,0.36117949
-5.08154077,2.35325744,0.00742386,0.19777028,0.84334351,0.26772048,0.02700482,1.24136391,0.63727194,0.36149614
-5.07553777,2.28822439,0.00697260,0.18829607,0.79959139,0.26027359,0.02749910,1.20598183,0.60581970,0.36109369
-5.06953477,2.22056025,0.00651300,0.17847062,0.75467817,0.25299265,0.02790609,1.16894847,0.57465333,0.35997470
-5.06353177,2.15093956,0.00605105,0.16839862,0.70909965,0.24596283,0.02821934,1.13062588,0.54407441,0.35814739
-5.05752876,2.08001417,0.00559227,0.15818565,0.66334192,0.23925320,0.02843377,1.09137235,0.51435448,0.35562417
-5.05152576,2.00839551,0.00514163,0.14793582,0.61787074,0.23291469,0.02854566,1.05153293,0.48572961,0.35242023
-5.04552276,1.93663846,0.00470349,0.13774947,0.57312180,0.22697873,0.02855260,1.01143044,0.45839609,0.34855194
-5.03951976,1.86522771,0.00428154,0.12772101,0.52949212,0.22145656,0.02845352,0.97135749,0.43250714,0.34403559
-5.03351676,1.79456743,0.00387880,0.11793700,0.48733303,0.21633935,0.02824853,0.93157009,0.40817121,0.33888636
-5.02751376,1.72497481,0.00349762,0.10847459,0.44694484,0.21159909,0.02793895,0.89228307,0.38545157,0.33311772
-5.02151076,1.65667805,0.00313972,0.09940026,0.40857353,0.20719022,0.02752715,0.85366774,0.36436764,0.32674128
-5.01550775,1.58981868,0.00280621,0.09076906,0.37240939,0.20305199,0.02701650,0.81585173,0.34489765,0.31976724
-5.00950475,1.52445827,0.00249766,0.08262424,0.33858760,0.19911147,0.02641131,0.77892109,0.32698282,0.31220519
-5.00350175,1.46058888,0.00221415,0.07499730,0.30719065,0.19528696,0.02571676,0.74292449,0.31053272,0.30406546
-4.99749875,1.39814677,0.00195533,0.06790845,0.27825232,0.19149182,0.02493884,0.70787903,0.29543156,0.29536072
-4.99149575,1.33702833,0.00172051,0.06136743,0.25176299,0.18763842,0.02408427,0.67377755,0.28154523,0.28610778
-4.98549275,1.27710739,0.00150872,0.05537455,0.22767588,0.18364203,0.02316049,0.64059660,0.26872866,0.27632949
-4.97948974,1.21825281,0.00131875,0.04992205,0.20591393,0.17942462,0.02217559,0.60830487,0.25683316,0.26605644
-4.97348674,1.16034521,0.00114925,0.04499547,0.18637697,0.17491818,0.02113821,0.57687134,0.24571351,0.25532846
-4.96748374,1.10329210,0.00099878,0.04057518,0.16894873,0.17006762,0.02005749,0.54627273,0.23523439,0.24419572
-4.96148074,1.04704037,0.00086585,0.03663781,0.15350353,0.16483294,0.01894297,0.51649982,0.22527590,0.23271924
-4.95547774,0.99158570,0.00074895,0.03315768,0.13991221,0.15919081,0.01780448,0.48756235,0.21573802,0.22097097
-4.94947474,0.93697830,0.00064663,0.03010798,0.12804734,0.15313529,0.01665200,0.45949215,0.20654380,0.20903317
-4.94347174,0.88332505,0.00055749,0.02746189,0.11778728,0.14667781,0.01549551,0.43234453,0.19764117,0.19699719
-4.93746873,0.83078780,0.00048024,0.02519339,0.10901929,0.13984649,0.01434484,0.40619783,0.18900355,0.18496180
-4.93146573,0.77957847,0.00041367,0.02327791,0.10164142,0.13268472,0.01320951,0.38115139,0.18062899,0.17303099
-4.92546273,0.72995108,0.00035673,0.02169272,0.09556347,0.12524924,0.01209857,0.35732194,0.17253837,0.16131147
-4.91945973,0.68219161,0.00030849,0.02041711,0.09070693,0.11760778,0.01102044,0.33483896,0.16477247,0.14990999
-4.91345673,0.63660625,0.00026818,0.01943239,0.08700412,0.10983638,0.00998278,0.31383917,0.15738838,0.13893059
-4.90745373,0.59350897,0.00023517,0.01872175,0.08439672,0.10201666,0.00899237,0.29446067,0.15045539,0.12847198
-4.90145073,0.55320894,0.00020899,0.01826998,0.08283381,0.09423300,0.00805502,0.27683702,0.14405058,0.11862508
-4.89544772,0.51599888,0.00018934,0.01806309,0.08226967,0.08656984,0.00717552,0.26109170,0.13825451,0.10947102
-4.88944472,0.48214468,0.00017608,0.01808792,0.08266149,0.07910938,0.00635762,0.24733327,0.13314708,0.10107954
-4.88344172,0.45187699,0.00016922,0.01833177,0.08396727,0.07192938,0.00560405,0.23565143,0.12880387,0.09350784
-4.87743872,0.42538504,0.00016896,0.01878205,0.08614395,0.06510159,0.00491652,0.22611436,0.12529306,0.08680011
-4.87143572,0.40281305,0.00017566,0.01942596,0.08914593,0.05869048,0.00429585,0.21876726,0.12267318,0.08098755
-4.86543272,0.38425913,0.00018983,0.02025035,0.09292418,0.05275242,0.00374205,0.21363219,0.12099158,0.07608883
-4.85942971,0.36977663,0.00021215,0.02124164,0.09742585,0.04733533,0.00325440,0.21070932,0.12028378,0.07211118
-4.85342671,0.35937767,0.00024348,0.02238584,0.10259450,0.04247869,0.00283162,0.20997915,0.12057357,0.06905174
-4.84742371,0.35303843,0.00028478,0.02366872,0.10837086,0.03821383,0.00247200,0.21140579,0.12187382,0.06689922
-4.84142071,0.35070578,0.00033717,0.02507606,0.11469408,0.03456449,0.00217349,0.21494080,0.12418785,0.06563573
-4.83541771,0.35230445,0.00040187,0.02659397,0.12150339,0.03154752,0.00193386,0.22052751,0.12751120,0.06523863
-4.82941471,0.35774451,0.00048017,0.02820930,0.12873994,0.02917363,0.00175078,0.22810520,0.13183354,0.06568237
-4.82341171,0.36692807,0.00057340,0.02990999,0.13634872,0.02744815,0.00162191,0.23761299,0.13714064,0.06694000
-4.81740870,0.37975507,0.00068288,0.03168545,0.14428043,0.02637168,0.00154498,0.24899304,0.14341600,0.06898449
-4.81140570,0.39612724,0.00080991,0.03352688,0.15249299,0.02594055,0.00151777,0.26219273,0.15064221,0.07178960
-4.80540270,0.41595010,0.00095562,0.03542745,0.16095266,0.02614719,0.00153819,0.27716552,0.15880158,0.07533027
-4.79939970,0.43913263,0.00112099,0.03738238,0.16963451,0.02698014,0.00160421,0.29387048,0.16787614,0.07958260
-4.79339670,0.46558438,0.00130674,0.03938884,0.17852218,0.02842394,0.00171385,0.31227015,0.17784681,0.08452322
-4.78739370,0.49521024,0.00151328,0.04144570,0.18760695,0.03045877,0.00186510,0.33232698,0.18869184,0.09012831
-4.78139070,0.52790301,0.00174060,0.04355312,0.19688587,0.03305990,0.00205586,0.35399839,0.20038441,0.09637206
-4.77538769,0.56353419,0.00198825,0.04571189,0.20635932,0.03619705,0.00228383,0.37723057,0.21288970,0.10322497
-4.76938469,0.60194356,0.00225526,0.04792279,0.21602776,0.03983371,0.00254648,0.40195167,0.22616143,0.11065187
-4.76338169,0.64292835,0.00254008,0.05018567,0.22588820,0.04392643,0.00284087,0.42806446,0.24013830,0.11860987
-4.75737869,0.68623264,0.00284057,0.05249860,0.23593020,0.04842428,0.00316367,0.45543928,0.25474034,0.12704650
-4.75137569,0.73153807,0.00315398,0.05485701,0.24613210,0.05326841,0.00351103,0.48390763,0.26986581,0.13589801
-4.74537269,0.77845658,0.00347697,0.05725282,0.25645729,0.05839202,0.00387856,0.51325703,0.28538859,0.14508821
-4.73936968,0.82652599,0.00380562,0.05967377,0.26685120,0.06372048,0.00426135,0.54322772,0.30115668,0.15452778
-4.73336668,0.87520927,0.00413551,0.06210291,0.27723900,0.06917197,0.00465392,0.57351151,0.31699180,0.16411435
-4.72736368,0.92389773,0.00446179,0.06451835,0.28752440,0.07465844,0.00505032,0.60375336,0.33269049,0.17373330
-4.72136068,0.97191875,0.00477932,0.06689323,0.29758962,0.08008701,0.00544421,0.63355559,0.34802662,0.18325936
-4.71535768,1.01854781,0.00508276,0.06919604,0.30729678,0.08536173,0.00582893,0.66248510,0.36275556,0.19255904
-4.70935468,1.06302475,0.00536673,0.07139126,0.31649053,0.09038574,0.00619768,0.69008322,0.37661974,0.20149380
-4.70335168,1.10457372,0.00562598,0.07344027,0.32500209,0.09506357,0.00654365,0.71587801,0.38935558,0.20992376
-4.69734867,1.14242595,0.00585556,0.07530251,0.33265449,0.09930380,0.00686022,0.73939853,0.40070149,0.21771197
-4.69134567,1.17584452,0.00605096,0.07693690,0.33926869,0.10302160,0.00714116,0.76019039,0.41040652,0.22472889
-4.68534267,1.20414990,0.00620828,0.07830338,0.34467044,0.10614135,0.00738079,0.77783196,0.41823942,0.23085689
-4.67933967,1.22674491,0.00632438,0.07936454,0.34869748,0.10859903,0.00757416,0.79195040,0.42399756,0.23599465
-4.67333667,1.24313811,0.00639701,0.08008724,0.35120674,0.11034440,0.00771724,0.80223666,0.42751532,0.24006103
-4.66733367,1.25296406,0.00642486,0.08044411,0.35208116,0.11134267,0.00780705,0.80845871,0.42867149,0.24299836
-4.66133067,1.25599975,0.00640770,0.08041493,0.35123571,0.11157580,0.00784174,0.81047232,0.42739537,0.24477488
-4.65532766,1.25217599,0.00634637,0.07998773,0.34862242,0.11104325,0.00782071,0.80822879,0.42367116,0.24538629
-4.64932466,1.24158352,0.00624280,0.07915956,0.34423405,0.10976211,0.00774460,0.80177925,0.41754051,0.24485615
-4.64332166,1.22447319,0.00609998,0.07793695,0.33810626,0.10776670,0.00761531,0.79127529,0.40910310,0.24323532
