energy_ev,total_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.40570285,6.23599764,2.30168742,1.89685348,0.04664734,0.62172109,0.04389987,3.09641120,1.51068110,0.55740375
-5.39969985,6.28425095,2.31924978,1.90729410,0.04474032,0.63100275,0.04494466,3.11355971,1.52145373,0.56102661
-5.39369685,6.31342761,2.32983477,1.91250060,0.04290714,0.63811377,0.04581860,3.12150451,1.52707730,0.56238093
-5.38769385,6.32194175,2.33277252,1.91202652,0.04115519,0.64286589,0.04650077,3.11950692,1.52727026,0.56141109
-5.38169085,6.30857580,2.32751923,1.90554400,0.03949117,0.64510667,0.04697465,3.10700023,1.52181273,0.55809298
-5.37568784,6.27253385,2.31367888,1.89285992,0.03792159,0.64472453,0.04722881,3.08361623,1.51055569,0.55243517
-5.36968484,6.21348428,2.29102140,1.87392854,0.03645325,0.64165294,0.04725743,3.04920639,1.49342881,0.54447934
-5.36368184,6.13158907,2.25949609,1.84885977,0.03509370,0.63587360,0.04706062,3.00385654,1.47044630,0.53429971
-5.35767884,6.02751808,2.21923976,1.81792246,0.03385156,0.62741847,0.04664461,2.94789415,1.44171059,0.52200183
-5.35167584,5.90244725,2.17057890,1.78154256,0.03273676,0.61637035,0.04602170,2.88188783,1.40741350,0.50772044
-5.34567284,5.75804032,2.11402571,1.74029580,0.03176069,0.60286211,0.04521003,2.80663864,1.36783479,0.49161663
-5.33966983,5.59641427,2.05026815,1.69489520,0.03093615,0.58707444,0.04423313,2.72316366,1.32333806,0.47387442
-5.33366683,5.42008974,1.98015423,1.64617359,0.03027722,0.56923216,0.04311929,2.63267222,1.27436417,0.45469677
-5.32766383,5.23192787,1.90467110,1.59506184,0.02979888,0.54959924,0.04190080,2.53653564,1.22142227,0.43430131
-5.32166083,5.03505592,1.82491996,1.54256331,0.02951657,0.52847264,0.04061299,2.43625165,1.16507894,0.41291580
-5.31565783,4.83278429,1.74208757,1.48972567,0.02944559,0.50617521,0.03929322,2.33340474,1.10594560,0.39077347
-5.30965483,4.62851784,1.65741548,1.43761082,0.02960037,0.48304787,0.03797982,2.22962397,1.04466490,0.36810857
-5.30365183,4.42566474,1.57216830,1.38726404,0.02999363,0.45944138,0.03671098,2.12653968,0.98189637,0.34515197
-5.29764882,4.22754588,1.48760194,1.33968350,0.03063555,0.43570793,0.03552364,2.02574056,0.91830201,0.32212713
-5.29164582,4.03730803,1.40493310,1.29579115,0.03153287,0.41219290,0.03445250,1.92873270,0.85453208,0.29924647
-5.28564282,3.85784352,1.32531079,1.25640593,0.03268798,0.38922699,0.03352907,1.83690175,0.79121192,0.27670824
-5.27963982,3.69171899,1.24979097,1.22222033,0.03409820,0.36711902,0.03278083,1.75147957,0.72892976,0.25469383
-5.27363682,3.54111537,1.17931480,1.19378099,0.03575501,0.34614962,0.03223058,1.67351606,0.66822628,0.23336580
-5.26763382,3.40778071,1.11469097,1.17147401,0.03764362,0.32656591,0.03189589,1.60385719,0.60958595,0.21286634
-5.26163082,3.29299708,1.05658260,1.15551552,0.03974254,0.30857737,0.03178872,1.54312953,0.55343038,0.19331641
-5.25562781,3.19756212,1.00549848,1.14594764,0.04202358,0.29235291,0.03191528,1.49173163,0.50011387,0.17481547
-5.24962481,3.12178529,0.96178892,1.14264002,0.04445197,0.27801920,0.03227593,1.44983224,0.44992108,0.15744168
-5.24362181,3.06549866,0.92564575,1.14529681,0.04698682,0.26566026,0.03286531,1.41737503,0.40306683,0.14125269
-5.23761881,3.02808098,0.89710615,1.15346877,0.04958184,0.25531812,0.03367261,1.39408965,0.35969786,0.12628686
-5.23161581,3.00849415,0.87606002,1.16657000,0.05218633,0.24699466,0.03468192,1.37950824,0.31989636,0.11256490
-5.22561281,3.00533018,0.86226020,1.18389867,0.05474641,0.24065427,0.03587271,1.37298675,0.28368505,0.10009185
-5.21960980,3.01686695,0.85533518,1.20466104,0.05720645,0.23622738,0.03722042,1.37373034,0.25103352,0.08885934
-5.21360680,3.04113055,0.85480370,1.22799777,0.05951067,0.23361462,0.03869704,1.38082163,0.22186555,0.07884810
-5.20760380,3.07596225,0.86009081,1.25301178,0.06160480,0.23269142,0.04027181,1.39325112,0.19606706,0.07003055
-5.20160080,3.11908784,0.87054486,1.27879660,0.06343782,0.23331306,0.04191193,1.40994863,0.17349445,0.06237348
-5.19559780,3.16818730,0.88545523,1.30446441,0.06496356,0.23531977,0.04358325,1.42981495,0.15398296,0.05584070
-5.18959480,3.22096290,0.90407024,1.32917278,0.06614229,0.23854209,0.04525104,1.45175274,0.13735493,0.05039567
-5.18359180,3.27520406,0.92561514,1.35214955,0.06694204,0.24280602,0.04688067,1.47469597,0.12342757,0.04600384
-5.17758879,3.32884740,0.94930985,1.37271503,0.06733970,0.24793820,0.04843834,1.49763723,0.11202018,0.04263489
-5.17158579,3.38003077,0.97438631,1.39030115,0.06732182,0.25377073,0.04989176,1.51965232,0.10296057,0.04026463
-5.16558279,3.42714034,1.00010520,1.40446703,0.06688509,0.26014584,0.05121081,1.53992169,0.09609067,0.03887656
-5.15957979,3.46884986,1.02577185,1.41491091,0.06603646,0.26692005,0.05236817,1.55774836,0.09127118,0.03846308
-5.15357679,3.50415173,1.05075108,1.42147814,0.06479287,0.27396798,0.05333989,1.57257222,0.08838516,0.03902622
-5.14757379,3.53237938,1.07448082,1.42416532,0.06318075,0.28118561,0.05410594,1.58398032,0.08734073,0.04057797
-5.14157079,3.55322084,1.09648407,1.42312071,0.06123507,0.28849295,0.05465068,1.59171333,0.08807271,0.04314015
-5.13556778,3.56672339,1.11637907,1.41864083,0.05899823,0.29583604,0.05496328,1.59566801,0.09054329,0.04674375
-5.12956478,3.57328935,1.13388714,1.41116379,0.05651871,0.30318819,0.05503799,1.59589575,0.09474182,0.05142786
-5.12356178,3.57366311,1.14883812,1.40125919,0.05384957,0.31055046,0.05487438,1.59259737,0.10068362,0.05723817
-5.11755878,3.56890956,1.16117279,1.38961513,0.05104686,0.31795121,0.05447746,1.58611421,0.10840807,0.06422494
-5.11155578,3.56038428,1.17094237,1.37702241,0.04816800,0.32544470,0.05385762,1.57691578,0.11797585,0.07244071
-5.10555278,3.54969591,1.17830459,1.36435619,0.04527028,0.33310886,0.05303048,1.56558419,0.12946548,0.08193764
-5.09954977,3.53866120,1.18351649,1.35255546,0.04240932,0.34104206,0.05201657,1.55279570,0.14296924,0.09276459
-5.09354677,3.52925353,1.18692395,1.34260056,0.03963777,0.34935897,0.05084089,1.53929973,0.15858850,0.10496398
-5.08754377,3.52354583,1.18894805,1.33548901,0.03700418,0.35818569,0.04953229,1.52589576,0.17642848,0.11856866
-5.08154077,3.52364909,1.19006872,1.33221023,0.03455200,0.36765416,0.04812274,1.51340883,0.19659270,0.13359868
-5.07553777,3.53164773,1.19080620,1.33371938,0.03231883,0.37789606,0.04664650,1.50266393,0.21917703,0.15005820
-5.06953477,3.54953364,1.19170073,1.34091097,0.03033591,0.38903644,0.04513913,1.49446032,0.24426361,0.16793266
-5.06353177,3.57914043,1.19329141,1.35459278,0.02862772,0.40118718,0.04363652,1.48954617,0.27191470,0.18718623
-5.05752876,3.62208013,1.19609492,1.37546077,0.02721187,0.41444072,0.04217381,1.48859451,0.30216662,0.20775966
-5.05152576,3.67968410,1.20058494,1.40407566,0.02609913,0.42886415,0.04078437,1.49218114,0.33502406,0.22956876
-5.04552276,3.75295048,1.20717313,1.44084195,0.02529353,0.44449395,0.03949881,1.50076531,0.37045480,0.25250345
-5.03951976,3.84249987,1.21619236,1.48599013,0.02479274,0.46133175,0.03834406,1.51467369,0.40838521,0.27642749
-5.03351676,3.94854137,1.22788307,1.53956283,0.02458839,0.47934117,0.03734256,1.53408846,0.44869666,0.30117904
-5.02751376,4.07085022,1.24238307,1.60140549,0.02466666,0.49844598,0.03651165,1.55903977,0.49122301,0.32657196
-5.02151076,4.20875855,1.25972145,1.67116220,0.02500874,0.51852973,0.03586310,1.58940307,0.53574950,0.35239795
-5.01550775,4.36115972,1.27981665,1.74827711,0.02559155,0.53943692,0.03540285,1.62490128,0.58201309,0.37842949
-5.00950475,4.52652679,1.30247884,1.83200158,0.02638834,0.56097569,0.03513095,1.66511201,0.62970432,0.40442348
-5.00350175,4.70294473,1.32741651,1.92140715,0.02736942,0.58292201,0.03504181,1.70947940,0.67847093,0.43012558
-4.99749875,4.88815562,1.35424687,2.01540419,0.02850289,0.60502524,0.03512451,1.75733032,0.72792302,0.45527506
-4.99149575,5.07961555,1.38250970,2.11276567,0.02975538,0.62701490,0.03536347,1.80789442,0.77763976,0.47961008
-4.98549275,5.27456132,1.41168394,2.21215552,0.03109283,0.64860836,0.03573917,1.86032712,0.82717744,0.50287318
-4.97948974,5.47008481,1.44120642,2.31216073,0.03248120,0.66951928,0.03622915,1.91373499,0.87607872,0.52481687
-4.97348674,5.66321231,1.47049188,2.41132595,0.03388724,0.68946637,0.03680899,1.96720238,0.92388252,0.54520903
-4.96748374,5.85098603,1.49895350,2.50818976,0.03527918,0.70818214,0.03745349,2.01981843,0.97013445,0.56383800
-4.96148074,6.03054486,1.52602304,2.60132101,0.03662743,0.72542148,0.03813781,2.07070358,1.01439717,0.58051720
-4.95547774,6.19920142,1.55116996,2.68935419,0.03790515,0.74096938,0.03883862,2.11903446,1.05626034,0.59508896
-4.94947474,6.35451268,1.57391869,2.77102239,0.03908880,0.75464791,0.03953519,2.16406643,1.09534972,0.60742758
-4.94347174,6.49434167,1.59386345,2.84518694,0.04015855,0.76632182,0.04021038,2.20515305,1.13133498,0.61744146
-4.93746873,6.61690812,1.61068020,2.91086245,0.04109866,0.77590274,0.04085151,2.24176169,1.16393603,0.62507417
-4.93146573,6.72082660,1.62413529,2.96723667,0.04189766,0.78335179,0.04145101,2.27348508,1.19292749,0.63030456
-4.92546273,6.80513089,1.63409066,3.01368452,0.04254844,0.78868046,0.04200693,2.30004827,1.21814122,0.63314577
-4.91945973,6.86928440,1.64050551,3.04977603,0.04304821,0.79194978,0.04252313,2.32131113,1.23946694,0.63364345
-4.91345673,6.91317658,1.64343449,3.07527811,0.04339834,0.79326783,0.04300932,2.33726632,1.25685093,0.63187306
-4.90745373,6.93710611,1.64302275,3.09015042,0.04360407,0.79278572,0.04348078,2.34803309,1.27029302,0.62793661
-4.90145073,6.94175212,1.63949795,3.09453586,0.04367411,0.79069212,0.04395785,2.35384723,1.27984228,0.62195888
-4.89544772,6.92813505,1.63315997,3.08874626,0.04362013,0.78720677,0.04446521,2.35504771,1.28559155,0.61408344
-4.88944472,6.89756905,1.62436853,3.07324414,0.04345624,0.78257301,0.04503088,2.35206070,1.28767142,0.60446852
-4.88344172,6.85160820,1.61352933,3.04862149,0.04319832,0.77704976,0.04568504,2.34538150,1.28624392,0.59328309
-4.87743872,6.79198873,1.60107945,3.01557659,0.04286340,0.77090325,0.04645875,2.33555516,1.28149640,0.58070317
-4.87143572,6.72056948,1.58747219,2.97488966,0.04246903,0.76439864,0.04738243,2.32315648,1.27363588,0.56690862
-4.86543272,6.63927281,1.57316229,2.92739858,0.04203263,0.75779209,0.04848441,2.30877003,1.26288417,0.55208039
-4.85942971,6.55002778,1.55859162,2.87397522,0.04157088,0.75132320,0.04978935,2.29297080,1.24947398,0.53639831
-4.85342671,6.45471739,1.54417611,2.81550324,0.04109926,0.74520841,0.05131681,2.27630613,1.23364600,0.52003953
-4.84742371,6.35513127,1.53029405,2.75285794,0.04063155,0.73963520,0.05307980,2.25927925,1.21564703,0.50317741
-4.84142071,6.25292482,1.51727617,2.68688850,0.04017949,0.73475752,0.05508365,2.24233512,1.19572892,0.48598080
-4.83541771,6.14958581,1.50539780,2.61840299,0.03975251,0.73069244,0.05732497,2.22584858,1.17414833,0.46861372
-4.82941471,6.04640875,1.49487312,2.54815625,0.03935758,0.72751807,0.05979102,2.21011540,1.15116679,0.45123521
-4.82341171,5.94447739,1.48585186,2.47684059,0.03899914,0.72527292,0.06245931,2.19534629,1.12705104,0.43399920
-4.81740870,5.84465535,1.47841828,2.40507943,0.03867911,0.72395656,0.06529759,2.18166398,1.10207314,0.41705439
-4.81140570,5.74758473,1.47259254,2.33342355,0.03839706,0.72353157,0.06826428,2.16910353,1.07651033,0.40054394
-4.80540270,5.65369224,1.46833440,2.26234978,0.03815035,0.72392684,0.07130925,2.15761573,1.05064414,0.38460486
-4.79939970,5.56320234,1.46554903,2.19226207,0.03793445,0.72504194,0.07437497,2.14707364,1.02475893,0.36936723
-4.79339670,5.47615679,1.46409489,2.12349437,0.03774318,0.72675249,0.07739804,2.13728185,0.99913951,0.35495306
-4.78739370,5.39243952,1.46379317,2.05631528,0.03756914,0.72891634,0.08031102,2.12798838,0.97406805,0.34147491
-4.78139070,5.31180614,1.46443877,1.99093410,0.03740403,0.73138047,0.08304454,2.11889870,0.94982032,0.32903432
-4.77538769,5.23391673,1.46581218,1.92750795,0.03723903,0.73398811,0.08552947,2.10969146,0.92666138,0.31772020
-4.76938469,5.15837085,1.46769195,1.86614974,0.03706521,0.73658609,0.08769927,2.10003528,0.90484110,0.30760721
-4.76338169,5.08474347,1.46986732,1.80693658,0.03687383,0.73903204,0.08949228,2.08960605,0.88458960,0.29875424
-4.75737869,5.01262044,1.47215044,1.74991847,0.03665672,0.74120110,0.09085387,2.07810408,0.86611314,0.29120329
-4.75137569,4.94163226,1.47438778,1.69512686,0.03640651,0.74299204,0.09173838,2.06527030,0.84959044,0.28497862
-4.74537269,4.87148478,1.47647018,1.64258286,0.03611692,0.74433238,0.09211077,2.05090101,0.83517004,0.28008641
-4.73936968,4.80198582,1.47834125,1.59230483,0.03578289,0.74518242,0.09194787,2.03486044,0.82296858,0.27651497
-4.73336668,4.73306662,1.48000369,1.54431509,0.03540077,0.74553791,0.09123918,2.01709064,0.81307042,0.27423547
-4.72736368,4.66479728,1.48152327,1.49864553,0.03496838,0.74543139,0.08998726,1.99761834,0.80552853,0.27320324
-4.72136068,4.59739586,1.48303034,1.45534204,0.03448505,0.74493197,0.08820754,1.97655843,0.80036661,0.27335957
-4.71535768,4.53123069,1.48471881,1.41446754,0.03395159,0.74414371,0.08592774,1.95411405,0.79758253,0.27463390
-4.70935468,4.46681600,1.48684261,1.37610360,0.03337029,0.74320261,0.08318684,1.93057320,0.79715274,0.27694629
-4.70335168,4.40480127,1.48970981,1.34035070,0.03274480,0.74227237,0.08003361,1.90630221,0.79903743,0.28021020
-4.69734867,4.34595474,1.49367464,1.30732706,0.03208003,0.74153903,0.07652490,1.88173628,0.80318633,0.28433511
-4.69134567,4.29114194,1.49912770,1.27716628,0.03138205,0.74120490,0.07272368,1.85736769,0.80954446,0.28922920
-4.68534267,4.24130024,1.50648479,1.25001386,0.03065795,0.74148179,0.06869696,1.83373192,0.81805791,0.29480171
-4.67933967,4.19741042,1.51617464,1.22602283,0.02991565,0.74258399,0.06451363,1.81139266,0.82867881,0.30096499
-4.67333667,4.16046644,1.52862612,1.20534865,0.02916383,0.74472123,0.06024244,1.79092589,0.84136957,0.30763601
-4.66733367,4.13144453,1.54425518,1.18814377,0.02841170,0.74809178,0.05595006,1.77290389,0.85610572,0.31473751
-4.66133067,4.11127258,1.56345197,1.17455183,0.02766892,0.75287605,0.05169933,1.75787953,0.87287737,0.32219843
-4.65532766,4.10080092,1.58656852,1.16470201,0.02694537,0.75923070,0.04754787,1.74637135,0.89168891,0.32995391
-4.64932466,4.10077514,1.61390711,1.15870358,0.02625105,0.76728365,0.04354692,1.73884985,0.91255697,0.33794478
-4.64332166,4.11181177,1.64570974,1.15664087,0.02559587,0.77712982,0.03974052,1.73572513,0.93550656,0.34611651
