energy_ev,total_up,Ca_p_up,Ca_d_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up
-5.76588294,4.52757704,0.01757586,0.00000000,0.05541716,0.16781900,2.78596470,1.63197551,0.04738939,2.54617755
-5.75987994,4.52720904,0.01808694,0.00000000,0.05672319,0.17010877,2.78263935,1.62746282,0.04844380,2.54329413
-5.75387694,4.52903095,0.01856863,0.00000000,0.05824943,0.17242235,2.77997393,1.62514383,0.04941271,2.54130833
-5.74787394,4.53305870,0.01901320,0.00000000,0.06000031,0.17473213,2.77801203,1.62497964,0.05028215,2.54027095
-5.74187094,4.53914095,0.01941313,0.00000000,0.06197342,0.17701158,2.77669271,1.62685220,0.05103864,2.54013430
-5.73586793,4.54697110,0.01976129,0.00000000,0.06415934,0.17923660,2.77585523,1.63057054,0.05166965,2.54075723
-5.72986493,4.55610833,0.02005108,0.00000000,0.06654170,0.18138728,2.77524942,1.63588099,0.05216403,2.54191500
-5.72386193,4.56600638,0.02027660,0.00000000,0.06909744,0.18344976,2.77455106,1.64248068,0.05251249,2.54331328
-5.71785893,4.57604828,0.02043284,0.00000000,0.07179727,0.18541826,2.77338126,1.65003372,0.05270808,2.54460543
-5.71185593,4.58558512,0.02051580,0.00000000,0.07460639,0.18729694,2.77132877,1.65818906,0.05274655,2.54541214
-5.70585293,4.59397676,0.02052261,0.00000000,0.07748541,0.18910171,2.76797397,1.66659934,0.05262672,2.54534236
-5.69984992,4.60063251,0.02045165,0.00000000,0.08039145,0.19086167,2.76291343,1.67493962,0.05235071,2.54401452
-5.69384692,4.60504977,0.02030259,0.00000000,0.08327937,0.19262018,2.75578370,1.68292540,0.05192411,2.54107709
-5.68784392,4.60684889,0.02007645,0.00000000,0.08610314,0.19443549,2.74628347,1.69032889,0.05135595,2.53622750
-5.68184092,4.60580277,0.01977556,0.00000000,0.08881729,0.19638080,2.73419290,1.69699313,0.05065865,2.52922877
-5.67583792,4.60185982,0.01940353,0.00000000,0.09137836,0.19854383,2.71938953,1.70284317,0.04984776,2.51992310
-5.66983492,4.59515951,0.01896519,0.00000000,0.09374634,0.20102574,2.70186010,1.70789396,0.04894161,2.50824193
-5.66383192,4.58603979,0.01846641,0.00000000,0.09588597,0.20393957,2.68170775,1.71225465,0.04796088,2.49421222
-5.65782891,4.57503612,0.01791402,0.00000000,0.09776800,0.20740815,2.65915459,1.71612911,0.04692805,2.47795868
-5.65182591,4.56287211,0.01731564,0.00000000,0.09937014,0.21156148,2.63453937,1.71981256,0.04586681,2.45970195
-5.64582291,4.55044203,0.01667947,0.00000000,0.10067784,0.21653379,2.60831054,1.72368441,0.04480139,2.43975287
-5.63981991,4.53878580,0.01601410,0.00000000,0.10168473,0.22246018,2.58101477,1.72819756,0.04375596,2.41850306
-5.63381691,4.52905702,0.01532836,0.00000000,0.10239276,0.22947300,2.55328145,1.73386418,0.04275392,2.39641207
-5.62781391,4.52248526,0.01463109,0.00000000,0.10281205,0.23769804,2.52580358,1.74123873,0.04181736,2.37399181
-5.62181091,4.52033351,0.01393101,0.00000000,0.10296031,0.24725055,2.49931570,1.75089834,0.04096648,2.35178845
-5.61580790,4.52385223,0.01323650,0.00000000,0.10286200,0.25823121,2.47456933,1.76342132,0.04021910,2.33036275
-5.60980490,4.53423143,0.01255551,0.00000000,0.10254724,0.27072213,2.45230699,1.77936440,0.03959032,2.31026926
-5.60380190,4.55255223,0.01189543,0.00000000,0.10205035,0.28478296,2.43323521,1.79923947,0.03909218,2.29203528
-5.59779890,4.57973985,0.01126296,0.00000000,0.10140841,0.30044714,2.41799775,1.82349057,0.03873350,2.27614026
-5.59179590,4.61651945,0.01066408,0.00000000,0.10065949,0.31771850,2.40714969,1.85247197,0.03851982,2.26299650
-5.58579290,4.66337687,0.01010402,0.00000000,0.09984110,0.33656834,2.40113343,1.88642841,0.03845335,2.25293184
-5.57978989,4.72052589,0.00958715,0.00000000,0.09898852,0.35693295,2.40025753,1.92547813,0.03853314,2.24617518
-5.57378689,4.78788371,0.00911708,0.00000000,0.09813339,0.37871193,2.40467937,1.96959975,0.03875522,2.24284546
-5.56778389,4.86505612,0.00869661,0.00000000,0.09730248,0.40176731,2.41439240,2.01862371,0.03911291,2.24294473
-5.56178089,4.95133370,0.00832781,0.00000000,0.09651678,0.42592372,2.42921891,2.07222885,0.03959713,2.24635573
-5.55577789,5.04569975,0.00801203,0.00000000,0.09579093,0.45096954,2.44880873,2.12994481,0.04019681,2.25284428
-5.54977489,5.14685065,0.00774999,0.00000000,0.09513299,0.47665947,2.47264467,2.19116028,0.04089927,2.26206674
-5.54377189,5.25322839,0.00754184,0.00000000,0.09454464,0.50271816,2.50005449,2.25513726,0.04169076,2.27358224
-5.53776888,5.36306491,0.00738727,0.00000000,0.09402164,0.52884532,2.53022979,2.32103116,0.04255685,2.28686951
-5.53176588,5.47443689,0.00728554,0.00000000,0.09355477,0.55472192,2.56225109,2.38791592,0.04348300,2.30134776
-5.52576288,5.58532935,0.00723560,0.00000000,0.09313086,0.58001766,2.59511875,2.45481363,0.04445501,2.31640080
-5.51975988,5.69370581,0.00723620,0.00000000,0.09273417,0.60439927,2.62778859,2.52072733,0.04545948,2.33140356
-5.51375688,5.79758223,0.00728591,0.00000000,0.09234778,0.62753961,2.65921101,2.58467575,0.04648432,2.34574973
-5.50775388,5.89510165,0.00738326,0.00000000,0.09195504,0.64912713,2.68837213,2.64572857,0.04751906,2.35887953
-5.50175088,5.98460632,0.00752678,0.00000000,0.09154096,0.66887538,2.71433530,2.70304051,0.04855529,2.37030618
-5.49574787,6.06470397,0.00771507,0.00000000,0.09109348,0.68653219,2.73628112,2.75588270,0.04958693,2.37963981
-5.48974487,6.13432509,0.00794685,0.00000000,0.09060443,0.70188812,2.75354422,2.80366991,0.05061042,2.38660783
-5.48374187,6.19276837,0.00822104,0.00000000,0.09007034,0.71478378,2.76564504,2.84598213,0.05162490,2.39107041
-5.47773887,6.23973196,0.00853674,0.00000000,0.08949284,0.72511570,2.77231511,2.88257955,0.05263222,2.39303057
-5.47173587,6.27532883,0.00889328,0.00000000,0.08887875,0.73284045,2.77351440,2.91341016,0.05363691,2.39263807
-5.46573287,6.30008534,0.00929023,0.00000000,0.08823988,0.73797668,2.76943986,2.93860940,0.05464603,2.39018692
-5.45972986,6.31492276,0.00972737,0.00000000,0.08759244,0.74060514,2.76052450,2.95849197,0.05566890,2.38610647
-5.45372686,6.32112247,0.01020471,0.00000000,0.08695630,0.74086650,2.74742694,2.97353621,0.05671680,2.38094652
-5.44772386,6.32027628,0.01072244,0.00000000,0.08635389,0.73895696,2.73101155,2.98436160,0.05780251,2.37535693
-5.44172086,6.31422397,0.01128087,0.00000000,0.08580906,0.73512203,2.71232004,2.99170063,0.05893987,2.37006264
-5.43571786,6.30498081,0.01188041,0.00000000,0.08534582,0.72964852,2.69253538,2.99636626,0.06014316,2.36583527
-5.42971486,6.29465825,0.01252147,0.00000000,0.08498709,0.72285510,2.67293974,2.99921650,0.06142658,2.36346233
-5.42371186,6.28538095,0.01320443,0.00000000,0.08475350,0.71508182,2.65486776,3.00111781,0.06280358,2.36371549
-5.41770885,6.27920386,0.01392948,0.00000000,0.08466229,0.70667907,2.63965724,3.00290868,0.06428626,2.36731914
-5.41170585,6.27803230,0.01469660,0.00000000,0.08472646,0.69799619,2.62859906,3.00536524,0.06588476,2.37492037
-5.40570285,6.28354838,0.01550539,0.00000000,0.08495409,0.68937036,2.62288807,3.00916994,0.06760669,2.38706168
-5.39969985,6.29714604,0.01635501,0.00000000,0.08534788,0.68111600,2.62357701,3.01488466,0.06945657,2.40415712
-5.39369685,6.31987702,0.01724400,0.00000000,0.08590498,0.67351519,2.63153475,3.02292903,0.07143538,2.42647278
-5.38769385,6.35240908,0.01817022,0.00000000,0.08661702,0.66680920,2.64741057,3.03356459,0.07354018,2.45411210
-5.38169085,6.39499755,0.01913071,0.00000000,0.08747041,0.66119157,2.67160529,3.04688502,0.07576375,2.48700625
-5.37568784,6.44747053,0.02012155,0.00000000,0.08844677,0.65680282,2.70425042,3.06281260,0.07809445,2.52490979
-5.36968484,6.50922763,0.02113781,0.00000000,0.08952355,0.65372690,2.74519569,3.08110061,0.08051608,2.56740147
-5.36368184,6.57925177,0.02217343,0.00000000,0.09067474,0.65198955,2.79400528,3.10134129,0.08300791,2.61389000
-5.35767884,6.65613321,0.02322118,0.00000000,0.09187167,0.65155837,2.84996291,3.12297884,0.08554485,2.66362447
-5.35167584,6.73810467,0.02427265,0.00000000,0.09308380,0.65234485,2.91208539,3.14532683,0.08809768,2.71570896
-5.34567284,6.82308630,0.02531823,0.00000000,0.09427954,0.65420794,2.97914428,3.16758929,0.09063351,2.76912099
-5.33966983,6.90873920,0.02634719,0.00000000,0.09542697,0.65695933,3.04969511,3.18888476,0.09311629,2.82273324
-5.33366683,6.99252608,0.02734779,0.00000000,0.09649461,0.66037006,3.12211308,3.20827262,0.09550750,2.87533813
-5.32766383,7.07177752,0.02830744,0.00000000,0.09745198,0.66417840,3.19463460,3.22478101,0.09776690,2.92567471
-5.32166083,7.14376251,0.02921289,0.00000000,0.09827022,0.66809873,3.26540333,3.23743556,0.09985350,2.97245738
-5.31565783,7.20576166,0.03005047,0.00000000,0.09892255,0.67183108,3.33251953,3.24528852,0.10172647,3.01440590
-5.30965483,7.25514153,0.03080646,0.00000000,0.09938468,0.67507128,3.39409153,3.24744737,0.10334625,3.05027613
-5.30365183,7.28942839,0.03146735,0.00000000,0.09963523,0.67752118,3.44828772,3.24310253,0.10467562,3.07889087
-5.29764882,7.30637977,0.03202025,0.00000000,0.09965601,0.67889875,3.49338766,3.23155335,0.10568078,3.09917018
-5.29164582,7.30405181,0.03245327,0.00000000,0.09943236,0.67894785,3.52783098,3.21223184,0.10633246,3.11016033
-5.28564282,7.28086064,0.03275586,0.00000000,0.09895335,0.67744710,3.55026226,3.18472344,0.10660683,3.11106081
-5.27963982,7.23563585,0.03291920,0.00000000,0.09821209,0.67421778,3.55957085,3.14878423,0.10648645,3.10124832
-5.27363682,7.16766406,0.03293654,0.00000000,0.09720586,0.66913048,3.55492409,3.10435382,0.10596092,3.08029718
-5.26763382,7.07672111,0.03280345,0.00000000,0.09593629,0.66211006,3.53579288,3.05156353,0.10502745,3.04799522
-5.26163082,6.96309107,0.03251807,0.00000000,0.09440943,0.65313895,3.50196871,2.99073929,0.10369117,3.00435443
-5.25562781,6.82757120,0.03208128,0.00000000,0.09263575,0.64225862,3.45357150,2.92239887,0.10196516,2.94961596
-5.24962481,6.67146197,0.03149670,0.00000000,0.09063006,0.62956904,3.39104793,2.84724342,0.09987033,2.88424885
-5.24362181,6.49654203,0.03077075,0.00000000,0.08841130,0.61522629,3.31516028,2.76614316,0.09743495,2.80894240
-5.23761881,6.30502853,0.02991252,0.00000000,0.08600220,0.59943830,3.22696609,2.68011763,0.09469401,2.72459226
-5.23161581,6.09952372,0.02893357,0.00000000,0.08342888,0.58245898,3.12778948,2.59031091,0.09168833,2.63228040
-5.22561281,5.88294953,0.02784770,0.00000000,0.08072020,0.56458087,3.01918506,2.49796254,0.08846349,2.53324971
-5.21960980,5.65847228,0.02667057,0.00000000,0.07790715,0.54612664,2.90289577,2.40437511,0.08506864,2.42887384
-5.21360680,5.42942004,0.02541937,0.00000000,0.07502206,0.52743979,2.78080624,2.31087956,0.08155519,2.32062345
-5.20760380,5.19919572,0.02411235,0.00000000,0.07209777,0.50887485,2.65489332,2.21879956,0.07797548,2.21003000
-5.20160080,4.97118899,0.02276837,0.00000000,0.06916679,0.49078747,2.52717560,2.12941615,0.07438145,2.09864834
-5.19559780,4.74869029,0.02140648,0.00000000,0.06626046,0.47352482,2.39966356,2.04393404,0.07082341,1.98801947
-5.18959480,4.53481000,0.02004544,0.00000000,0.06340820,0.45741642,2.27431217,1.96345079,0.06734884,1.87963480
-5.18359180,4.33240554,0.01870334,0.00000000,0.06063677,0.44276604,2.15297729,1.88893006,0.06400144,1.77490299
-5.17758879,4.14401881,0.01739715,0.00000000,0.05796978,0.42984453,2.03737718,1.82117983,0.06082033,1.67512065
-5.17158579,3.97182598,0.01614249,0.00000000,0.05542720,0.41888404,1.92906006,1.76083632,0.05783938,1.58144741
-5.16558279,3.81760057,0.01495328,0.00000000,0.05302519,0.41007363,1.82937833,1.70835402,0.05508691,1.49488635
-5.15957979,3.68269079,0.01384160,0.00000000,0.05077596,0.40355632,1.73946982,1.66400216,0.05258541,1.41626983
-5.15357679,3.56801090,0.01281749,0.00000000,0.04868790,0.39942757,1.66024609,1.62786727,0.05035165,1.34625089
-5.14757379,3.47404595,0.01188897,0.00000000,0.04676585,0.39773516,1.59238728,1.59986168,0.04839678,1.28530022
-5.14157079,3.40086894,0.01106193,0.00000000,0.04501143,0.39848031,1.53634331,1.57973721,0.04672674,1.23370803
-5.13556778,3.34816856,0.01034029,0.00000000,0.04342355,0.40161990,1.49234034,1.56710331,0.04534267,1.19159055
-5.12956478,3.31528581,0.00972601,0.00000000,0.04199893,0.40706964,1.46039191,1.56144866,0.04424146,1.15890030
-5.12356178,3.30125729,0.00921929,0.00000000,0.04073272,0.41470794,1.44031370,1.56216518,0.04341632,1.13543951
-5.11755878,3.30486304,0.00881872,0.00000000,0.03961899,0.42438043,1.43174095,1.56857351,0.04285733,1.12087575
-5.11155578,3.32467691,0.00852150,0.00000000,0.03865127,0.43590474,1.43414783,1.57994866,0.04255203,1.11475923
-5.10555278,3.35911743,0.00832363,0.00000000,0.03782299,0.44907563,1.44686780,1.59554511,0.04248596,1.11654089
-5.09954977,3.40649749,0.00822016,0.00000000,0.03712779,0.46367015,1.46911450,1.61462028,0.04264304,1.12559077
-5.09354677,3.46507151,0.00820541,0.00000000,0.03655975,0.47945277,1.50000254,1.63645583,0.04300602,1.14121623
-5.08754377,3.53307894,0.00827318,0.00000000,0.03611351,0.49618046,1.53856791,1.66037605,0.04355678,1.16267948
-5.08154077,3.60878335,0.00841695,0.00000000,0.03578420,0.51360759,1.58378786,1.68576305,0.04427657,1.18921432
-5.07553777,3.69050665,0.00863010,0.00000000,0.03556741,0.53149055,1.63460002,1.71206858,0.04514622,1.22004181
-5.06953477,3.77665829,0.00890608,0.00000000,0.03545892,0.54959221,1.68992092,1.73882228,0.04614625,1.25438488
-5.06353177,3.86575937,0.00923855,0.00000000,0.03545445,0.56768604,1.74866379,1.76563664,0.04725705,1.29148172
-5.05752876,3.95646201,0.00962154,0.00000000,0.03554941,0.58555995,1.80975578,1.79220877,0.04845895,1.33059806
-5.05152576,4.04756405,0.01004952,0.00000000,0.03573854,0.60301973,1.87215453,1.81831933,0.04973230,1.37103818
-5.04552276,4.13801963,0.01051752,0.00000000,0.03601567,0.61989213,1.93486412,1.84382908,0.05105766,1.41215479
-5.03951976,4.22694575,0.01102115,0.00000000,0.03637350,0.63602749,1.99695014,1.86867339,0.05241585,1.45335755
-5.03351676,4.31362533,0.01155663,0.00000000,0.03680342,0.65130186,2.05755377,1.89285522,0.05378821,1.49412026
-5.02751376,4.39750680,0.01212079,0.00000000,0.03729545,0.66561851,2.11590451,1.91643700,0.05515669,1.53398654
-5.02151076,4.47820063,0.01271102,0.00000000,0.03783826,0.67890885,2.17133118,1.93953179,0.05650411,1.57257379
-5.01550775,4.55547275,0.01332515,0.00000000,0.03841931,0.69113263,2.22327090,1.96229415,0.05781437,1.60957546
-5.00950475,4.62923516,0.01396144,0.00000000,0.03902507,0.70227740,2.27127547,1.98491094,0.05907263,1.64476128
-5.00350175,4.69953378,0.01461836,0.00000000,0.03964132,0.71235725,2.31501503,2.00759248,0.06026558,1.67797557
-4.99749875,4.76653394,0.01529448,0.00000000,0.04025355,0.72141080,2.35427861,2.03056408,0.06138152,1.70913349
-4.99149575,4.83050351,0.01598830,0.00000000,0.04084742,0.72949847,2.38897145,2.05405828,0.06241062,1.73821538
-4.98549275,4.89179439,0.01669809,0.00000000,0.04140917,0.73669925,2.41910921,2.07830787,0.06334494,1.76525935
-4.97948974,4.95082268,0.01742167,0.00000000,0.04192617,0.74310689,2.44480919,2.10353976,0.06417851,1.79035237
-4.97348674,5.00804822,0.01815632,0.00000000,0.04238734,0.74882583,2.46627889,2.12996979,0.06490735,1.81362029
-4.96748374,5.06395417,0.01889859,0.00000000,0.04278355,0.75396696,2.48380259,2.15779853,0.06552942,1.83521720
-4.96148074,5.11902753,0.01964422,0.00000000,0.04310804,0.75864341,2.49772636,2.18720811,0.06604453,1.85531460
-4.95547774,5.17374109,0.02038807,0.00000000,0.04335660,0.76296663,2.50844245,2.21835995,0.06645418,1.87409102
-4.94947474,5.22853776,0.02112411,0.00000000,0.04352778,0.76704280,2.51637361,2.25139356,0.06676145,1.89172241
-4.94347174,5.28381770,0.02184544,0.00000000,0.04362294,0.77096978,2.52195819,2.28642609,0.06697079,1.90837386
-4.93746873,5.33992864,0.02254439,0.00000000,0.04364616,0.77483480,2.52563657,2.32355278,0.06708781,1.92419291
-4.93146573,5.39715961,0.02321267,0.00000000,0.04360408,0.77871276,2.52783948,2.36284790,0.06711910,1.93930472
-4.92546273,5.45573787,0.02384156,0.00000000,0.04350556,0.78266529,2.52897847,2.40436618,0.06707202,1.95380909
-4.91945973,5.51582888,0.02442214,0.00000000,0.04336135,0.78674043,2.52943878,2.44814437,0.06695447,1.96777935
-4.91345673,5.57753846,0.02494555,0.00000000,0.04318355,0.79097293,2.52957447,2.49420276,0.06677474,1.98126286
-4.90745373,5.64091675,0.02540327,0.00000000,0.04298509,0.79538491,2.52970561,2.54254629,0.06654127,1.99428277
-4.90145073,5.70596277,0.02578744,0.00000000,0.04277915,0.79998683,2.53011728,2.59316510,0.06626250,2.00684071
-4.89544772,5.77262890,0.02609110,0.00000000,0.04257855,0.80477853,2.53105974,2.64603411,0.06594664,2.01891993
-4.88944472,5.84082447,0.02630846,0.00000000,0.04239517,0.80975021,2.53274956,2.70111171,0.06560151,2.03048849
-4.88344172,5.91041761,0.02643513,0.00000000,0.04223940,0.81488325,2.53537091,2.75833717,0.06523435,2.04150205
-4.87743872,5.98123527,0.02646824,0.00000000,0.04211963,0.82015070,2.53907697,2.81762702,0.06485158,2.05190613
-4.87143572,6.05306094,0.02640662,0.00000000,0.04204190,0.82551756,2.54399089,2.87887032,0.06445867,2.06163750
-4.86543272,6.12563052,0.02625079,0.00000000,0.04200956,0.83094063,2.55020644,2.94192319,0.06405991,2.07062481
-4.85942971,6.19862677,0.02600298,0.00000000,0.04202309,0.83636827,2.55778816,3.00660285,0.06365829,2.07878856
-4.85342671,6.27167303,0.02566703,0.00000000,0.04208008,0.84174005,2.56677134,3.07268166,0.06325533,2.08604054
-4.84742371,6.34432743,0.02524828,0.00000000,0.04217524,0.84698642,2.57716217,3.13988154,0.06285102,2.09228327
-4.84142071,6.41607849,0.02475339,0.00000000,0.04230065,0.85202876,2.58893828,3.20786945,0.06244379,2.09740969
-4.83541771,6.48634331,0.02419010,0.00000000,0.04244605,0.85677973,2.60205031,3.27625439,0.06203053,2.10130347
-4.82941471,6.55446940,0.02356700,0.00000000,0.04259923,0.86114434,2.61642469,3.34458630,0.06160668,2.10384055
-4.82341171,6.61974089,0.02289328,0.00000000,0.04274655,0.86502164,2.63196816,3.41235745,0.06116644,2.10489180
-4.81740870,6.68138950,0.02217845,0.00000000,0.04287347,0.86830720,2.64857392,3.47900635,0.06070303,2.10432736
-4.81140570,6.73861054,0.02143209,0.00000000,0.04296511,0.87089631,2.66612962,3.54392452,0.06020895,2.10202227
-4.80540270,6.79058347,0.02066361,0.00000000,0.04300688,0.87268783,2.68452676,3.60646593,0.05967644,2.09786358
-4.79939970,6.83649632,0.01988205,0.00000000,0.04298500,0.87358846,2.70367119,3.66595905,0.05909780,2.09175823
-4.79339670,6.87557292,0.01909590,0.00000000,0.04288706,0.87351734,2.72349409,3.72172096,0.05846587,2.08364162
-4.78739370,6.90710145,0.01831294,0.00000000,0.04270246,0.87241051,2.74396254,3.77307328,0.05777441,2.07348592
-4.78139070,6.93046289,0.01754014,0.00000000,0.04242279,0.87022506,2.76508894,3.81935906,0.05701848,2.06130778
-4.77538769,6.94515752,0.01678360,0.00000000,0.04204212,0.86694267,2.78693842,3.85996028,0.05619470,2.04717459
-4.76938469,6.95082797,0.01604849,0.00000000,0.04155721,0.86257214,2.80963329,3.89431485,0.05530155,2.03120882
-4.76338169,6.94727745,0.01533905,0.00000000,0.04096756,0.85715083,2.83335388,3.92193282,0.05433943,2.01358983
-4.75737869,6.93448171,0.01465864,0.00000000,0.04027546,0.85074467,2.85833531,3.94241086,0.05331067,1.99455292
-4.75137569,6.91259422,0.01400977,0.00000000,0.03948586,0.84344685,2.88485974,3.95544453,0.05221950,1.97438529
-4.74537269,6.88194385,0.01339414,0.00000000,0.03860621,0.83537496,2.91324423,3.96083780,0.05107177,1.95341908
-4.73936968,6.84302527,0.01281278,0.00000000,0.03764621,0.82666686,2.94382429,3.95850949,0.04987468,1.93202147
-4.73336668,6.79648221,0.01226607,0.00000000,0.03661756,0.81747536,2.97693382,3.94849629,0.04863644,1.91058253
-4.72736368,6.74308452,0.01175392,0.00000000,0.03553361,0.80796199,3.01288214,3.93095230,0.04736584,1.88950099
-4.72136068,6.68370012,0.01127580,0.00000000,0.03440901,0.79829015,3.05192908,3.90614503,0.04607176,1.86916898
-4.71535768,6.61926291,0.01083085,0.00000000,0.03325937,0.78861796,3.09425945,3.87444810,0.04476282,1.84995610
-4.70935468,6.55073851,0.01041801,0.00000000,0.03210088,0.77909131,3.13995806,3.83633070,0.04344694,1.83219398
-4.70335168,6.47908903,0.01003607,0.00000000,0.03094999,0.76983722,3.18898668,3.79234438,0.04213099,1.81616173
-4.69734867,6.40523865,0.00968375,0.00000000,0.02982302,0.76095809,3.24116422,3.74310749,0.04082056,1.80207328
-4.69134567,6.33004137,0.00935977,0.00000000,0.02873583,0.75252702,3.29615139,3.68928785,0.03951981,1.79006709
-4.68534267,6.25425237,0.00906290,0.00000000,0.02770357,0.74458430,3.35344084,3.63158436,0.03823137,1.78019867
-4.67933967,6.17850406,0.00879198,0.00000000,0.02674031,0.73713556,3.41235362,3.57070803,0.03695642,1.77243646
-4.67333667,6.10328775,0.00854598,0.00000000,0.02585879,0.73015123,3.47204263,3.50736335,0.03569481,1.76666104
-4.66733367,6.02894179,0.00832397,0.00000000,0.02507018,0.72356776,3.53150328,3.44223051,0.03444530,1.76266790
-4.66133067,5.95564632,0.00812513,0.00000000,0.02438384,0.71729015,3.58959134,3.37594930,0.03320583,1.76017356
-4.65532766,5.88342505,0.00794877,0.00000000,0.02380713,0.71119592,3.64504778,3.30910527,0.03197390,1.75882481
-4.64932466,5.81215385,0.00779429,0.00000000,0.02334522,0.70514027,3.69652972,3.24221862,0.03074687,1.75821077
-4.64332166,5.74157574,0.00766113,0.00000000,0.02300103,0.69896206,3.74264685,3.17573640,0.02952235,1.75787711
