energy_ev,total_up,Al_p_up,Al_d_up,Nb_p_up,Nb_d_up,Se_s_up,Se_p_up
-4.66733367,0.05110067,0.02274102,0.00000000,0.02879379,0.02656101,0.00009537,0.00157358
-4.66133067,0.06311264,0.02810134,0.00000000,0.03559159,0.03279151,0.00011762,0.00194390
-4.65532766,0.07740424,0.03448205,0.00000000,0.04368626,0.04020119,0.00014406,0.00238487
-4.64932466,0.09427096,0.04201581,0.00000000,0.05324714,0.04894222,0.00017520,0.00290590
-4.64332166,0.11401514,0.05083831,0.00000000,0.06444762,0.05917017,0.00021160,0.00351669
-4.63731866,0.13693858,0.06108489,0.00000000,0.07746090,0.07104018,0.00025379,0.00422714
-4.63131566,0.16333359,0.07288643,0.00000000,0.09245477,0.08470239,0.00030229,0.00504704
-4.62531266,0.19347285,0.08636466,0.00000000,0.10958576,0.10029672,0.00035758,0.00598587
-4.61930965,0.22759804,0.10162694,0.00000000,0.12899244,0.11794702,0.00042009,0.00705250
-4.61330665,0.26590763,0.11876061,0.00000000,0.15078830,0.13775486,0.00049015,0.00825490
-4.60730365,0.30854427,0.13782713,0.00000000,0.17505438,0.15979307,0.00056800,0.00959984
-4.60130065,0.35558228,0.15885624,0.00000000,0.20183181,0.18409939,0.00065376,0.01109256
-4.59529765,0.40701560,0.18184039,0.00000000,0.23111478,0.21067036,0.00074740,0.01273656
-4.58929465,0.46274715,0.20672971,0.00000000,0.26284418,0.23945587,0.00084872,0.01453332
-4.58329165,0.52257986,0.23342778,0.00000000,0.29690226,0.27035473,0.00095734,0.01648208
-4.57728864,0.58621024,0.26178866,0.00000000,0.33310881,0.30321142,0.00107271,0.01857979
-4.57128564,0.65322498,0.29161522,0.00000000,0.37121910,0.33781440,0.00119408,0.02082096
-4.56528264,0.72310099,0.32265911,0.00000000,0.41092384,0.37389626,0.00132048,0.02319774
-4.55927964,0.79520925,0.35462263,0.00000000,0.45185152,0.41113570,0.00145080,0.02569995
-4.55327664,0.86882277,0.38716245,0.00000000,0.49357305,0.44916169,0.00158373,0.02831528
-4.54727364,0.94312842,0.41989523,0.00000000,0.53560893,0.48755950,0.00171782,0.03102949
-4.54127064,1.01724270,0.45240514,0.00000000,0.57743862,0.52587878,0.00185152,0.03382667
-4.53526763,1.09023080,0.48425301,0.00000000,0.61851208,0.56364329,0.00198317,0.03668955
-4.52926463,1.16112861,0.51498688,0.00000000,0.65826290,0.60036203,0.00211108,0.03959980
-4.52326163,1.22896664,0.54415357,0.00000000,0.69612286,0.63554140,0.00223356,0.04253835
-4.51725863,1.29279523,0.57131090,0.00000000,0.73153700,0.66869798,0.00234896,0.04548564
-4.51125563,1.35170992,0.59603998,0.00000000,0.76397902,0.69937132,0.00245571,0.04842186
-4.50525263,1.40487603,0.61795722,0.00000000,0.79296597,0.72713637,0.00255239,0.05132713
-4.49924962,1.45155139,0.63672541,0.00000000,0.81807202,0.75161497,0.00263773,0.05418158
-4.49324662,1.49110650,0.65206361,0.00000000,0.83894036,0.77248599,0.00271068,0.05696542
-4.48724362,1.52304114,0.66375518,0.00000000,0.85529309,0.78949380,0.00277041,0.05965888
-4.48124062,1.54699692,0.67165397,0.00000000,0.86693841,0.80245458,0.00281636,0.06224220
-4.47523762,1.56276549,0.67568809,0.00000000,0.87377515,0.81126052,0.00284824,0.06469551
-4.46923462,1.57029187,0.67586140,0.00000000,0.87579422,0.81588166,0.00286602,0.06699876
-4.46323162,1.56967340,0.67225263,0.00000000,0.87307729,0.81636543,0.00286998,0.06913169
-4.45722861,1.56115412,0.66501216,0.00000000,0.86579259,0.81283399,0.00286062,0.07107383
-4.45122561,1.54511521,0.65435678,0.00000000,0.85418836,0.80547961,0.00283875,0.07280459
-4.44522261,1.52206206,0.64056258,0.00000000,0.83858411,0.79455830,0.00280536,0.07430347
-4.43921961,1.49260841,0.62395643,0.00000000,0.81936022,0.78038206,0.00276166,0.07555041
-4.43321661,1.45745854,0.60490634,0.00000000,0.79694646,0.76330999,0.00270906,0.07652617
-4.42721361,1.41738801,0.58381115,0.00000000,0.77180968,0.74373874,0.00264905,0.07721291
-4.42121061,1.37322371,0.56108987,0.00000000,0.74444142,0.72209246,0.00258328,0.07759483
-4.41520760,1.32582385,0.53717117,0.00000000,0.71534567,0.69881267,0.00251342,0.07765884
-4.40920460,1.27605848,0.51248320,0.00000000,0.68502724,0.67434828,0.00244117,0.07739527
-4.40320160,1.22479088,0.48744416,0.00000000,0.65398105,0.64914589,0.00236824,0.07679860
-4.39719860,1.17286029,0.46245369,0.00000000,0.62268255,0.62364066,0.00229624,0.07586802
-4.39119560,1.12106617,0.43788545,0.00000000,0.59157943,0.59824782,0.00222674,0.07460800
-4.38519260,1.07015426,0.41408082,0.00000000,0.56108467,0.57335497,0.00216113,0.07302857
-4.37918959,1.02080451,0.39134387,0.00000000,0.53157102,0.54931521,0.00210068,0.07114554
-4.37318659,0.97362099,0.36993768,0.00000000,0.50336691,0.52644121,0.00204646,0.06898045
-4.36718359,0.92912393,0.35008181,0.00000000,0.47675360,0.50500031,0.00199931,0.06656028
-4.36118059,0.88774376,0.33195116,0.00000000,0.45196370,0.48521069,0.00195985,0.06391700
-4.35517759,0.84981745,0.31567586,0.00000000,0.42918082,0.46723873,0.00192844,0.06108689
-4.34917459,0.81558697,0.30134238,0.00000000,0.40854036,0.45119755,0.00190519,0.05810970
-4.34317159,0.78520002,0.28899556,0.00000000,0.39013128,0.43714696,0.00188993,0.05502768
-4.33716858,0.75871301,0.27864161,0.00000000,0.37399887,0.42509462,0.00188224,0.05188454
-4.33116558,0.73609623,0.27025185,0.00000000,0.36014823,0.41499869,0.00188145,0.04872436
-4.32516258,0.71724112,0.26376719,0.00000000,0.34854858,0.40677177,0.00188668,0.04559052
-4.31915958,0.70196957,0.25910304,0.00000000,0.33913812,0.40028614,0.00189684,0.04252468
-4.31315658,0.69004485,0.25615466,0.00000000,0.33182935,0.39538019,0.00191068,0.03956591
-4.30715358,0.68118403,0.25480264,0.00000000,0.32651469,0.39186580,0.00192683,0.03674990
