energy_ev,total_up,Al_p_up,Al_d_up,Nb_p_up,Nb_d_up,Se_s_up,Se_p_up
-6.00000000,1.00850302,0.03135716,0.00000000,0.71987690,0.31702095,0.00359818,0.28777510
-5.99399700,1.00755562,0.03158628,0.00000000,0.71888970,0.31616395,0.00358612,0.28810755
-5.98799400,1.00247938,0.03174431,0.00000000,0.71524873,0.31369626,0.00356585,0.28774287
-5.98199100,0.99337330,0.03183802,0.00000000,0.70901840,0.30963897,0.00353756,0.28671876
-5.97598799,0.98050320,0.03187879,0.00000000,0.70038320,0.30406593,0.00350209,0.28512074
-5.96998499,0.96429174,0.03188218,0.00000000,0.68964049,0.29710110,0.00346080,0.28307898
-5.96398199,0.94530259,0.03186716,0.00000000,0.67718901,0.28891411,0.00341557,0.28076346
-5.95797899,0.92421954,0.03185526,0.00000000,0.66351369,0.27971436,0.00336865,0.27837758
-5.95197599,0.90182158,0.03186960,0.00000000,0.64916757,0.26974393,0.00332259,0.27615061
-5.94597299,0.87895525,0.03193384,0.00000000,0.63475158,0.25926955,0.00328008,0.27432938
-5.93996998,0.85650533,0.03207105,0.00000000,0.62089329,0.24857415,0.00324386,0.27316959
-5.93396698,0.83536537,0.03230272,0.00000000,0.60822536,0.23794827,0.00321654,0.27292711
-5.92796398,0.81640910,0.03264774,0.00000000,0.59736476,0.22768163,0.00320049,0.27384966
-5.92196098,0.80046393,0.03312156,0.00000000,0.58889348,0.21805524,0.00319771,0.27616917
-5.91595798,0.78828747,0.03373555,0.00000000,0.58334146,0.20933437,0.00320976,0.28009519
-5.90995498,0.78054772,0.03449651,0.00000000,0.58117232,0.20176238,0.00323759,0.28580944
-5.90395198,0.77780768,0.03540644,0.00000000,0.58277228,0.19555574,0.00328159,0.29346163
-5.89794897,0.78051439,0.03646250,0.00000000,0.58844251,0.19090029,0.00334143,0.30316677
-5.89194597,0.78899269,0.03765731,0.00000000,0.59839491,0.18794861,0.00341617,0.31500368
-5.88594297,0.80344345,0.03897937,0.00000000,0.61275141,0.18681870,0.00350418,0.32901486
-5.87993997,0.82394604,0.04041377,0.00000000,0.63154632,0.18759370,0.00360326,0.34520738
-5.87393697,0.85046441,0.04194300,0.00000000,0.65473171,0.19032259,0.00371068,0.36355473
-5.86793397,0.88285647,0.04354800,0.00000000,0.68218507,0.19502180,0.00382328,0.38399934
-5.86193097,0.92088594,0.04520918,0.00000000,0.71371904,0.20167757,0.00393763,0.40645564
-5.85592796,0.96423610,0.04690755,0.00000000,0.74909266,0.21024879,0.00405011,0.43081330
-5.84992496,1.01252491,0.04862587,0.00000000,0.78802357,0.22067041,0.00415708,0.45694073
-5.84392196,1.06532073,0.05034966,0.00000000,0.83020081,0.23285709,0.00425507,0.48468835
-5.83791896,1.12215830,0.05206813,0.00000000,0.87529766,0.24670710,0.00434086,0.51389194
-5.83191596,1.18255444,0.05377503,0.00000000,0.92298430,0.26210635,0.00441165,0.54437558
-5.82591296,1.24602314,0.05546917,0.00000000,0.97293975,0.27893237,0.00446521,0.57595458
-5.81990995,1.31208959,0.05715485,0.00000000,1.02486296,0.29705836,0.00449993,0.60843811
-5.81390695,1.38030317,0.05884204,0.00000000,1.07848268,0.31635696,0.00451495,0.64163170
-5.80790395,1.45024875,0.06054619,0.00000000,1.13356581,0.33670390,0.00451019,0.67533965
-5.80190095,1.52155646,0.06228798,0.00000000,1.18992419,0.35798127,0.00448635,0.70936736
-5.79589795,1.59390948,0.06409265,0.00000000,1.24741941,0.38008034,0.00444495,0.74352357
-5.78989495,1.66704957,0.06598919,0.00000000,1.30596543,0.40290391,0.00438822,0.77762254
-5.78389195,1.74078031,0.06800930,0.00000000,1.36552898,0.42636789,0.00431910,0.81148603
-5.77788894,1.81496756,0.07018610,0.00000000,1.42612734,0.45040214,0.00424108,0.84494507
-5.77188594,1.88953705,0.07255281,0.00000000,1.48782345,0.47495046,0.00415810,0.87784132
-5.76588294,1.96446891,0.07514116,0.00000000,1.55071830,0.49996947,0.00407439,0.91002793
-5.75987994,2.03978894,0.07797987,0.00000000,1.61494049,0.52542662,0.00399435,0.94136969
-5.75387694,2.11555678,0.08109299,0.00000000,1.68063322,0.55129706,0.00392233,0.97174240
-5.74787394,2.19185111,0.08449836,0.00000000,1.74793886,0.57755960,0.00386253,1.00103140
-5.74187094,2.26875219,0.08820610,0.00000000,1.81698161,0.60419180,0.00381876,1.02912915
-5.73586793,2.34632236,0.09221733,0.00000000,1.88784879,0.63116447,0.00379434,1.05593202
-5.72986493,2.42458534,0.09652302,0.00000000,1.96057151,0.65843573,0.00379196,1.08133638
-5.72386193,2.50350504,0.10110317,0.00000000,2.03510566,0.68594506,0.00381355,1.10523430
-5.71785893,2.58296524,0.10592631,0.00000000,2.11131415,0.71360759,0.00386020,1.12750903
-5.71185593,2.66275118,0.11094939,0.00000000,2.18895153,0.74130916,0.00393208,1.14803089
-5.70585293,2.74253429,0.11611802,0.00000000,2.26765183,0.76890231,0.00402845,1.16665365
-5.69984992,2.82186115,0.12136726,0.00000000,2.34692092,0.79620379,0.00414763,1.18321216
-5.69384692,2.90014785,0.12662275,0.00000000,2.42613378,0.82299370,0.00428704,1.19752133
-5.68784392,2.97668027,0.13180225,0.00000000,2.50453764,0.84901657,0.00444330,1.20937695
-5.68184092,3.05062106,0.13681770,0.00000000,2.58126103,0.87398444,0.00461228,1.21855846
-5.67583792,3.12102317,0.14157742,0.00000000,2.65532896,0.89758195,0.00478927,1.22483370
-5.66983492,3.18684990,0.14598870,0.00000000,2.72568381,0.91947336,0.00496909,1.22796572
-5.66383192,3.24700077,0.14996046,0.00000000,2.79121120,0.93931116,0.00514630,1.22772126
-5.65782891,3.30034225,0.15340603,0.00000000,2.85077013,0.95674601,0.00531532,1.22388051
-5.65182591,3.34574203,0.15624581,0.00000000,2.90322594,0.97143755,0.00547067,1.21624787
-5.64582291,3.38210545,0.15840975,0.00000000,2.94748489,0.98306553,0.00560711,1.20466283
-5.63981991,3.40841233,0.15983961,0.00000000,2.98252880,0.99134085,0.00571983,1.18901049
-5.63381691,3.42375261,0.16049080,0.00000000,3.00744823,0.99601582,0.00580460,1.16923111
-5.62781391,3.42735910,0.16033373,0.00000000,3.02147286,0.99689334,0.00585788,1.14532792
-5.62181091,3.41863606,0.15935471,0.00000000,3.02399779,0.99383442,0.00587699,1.11737285
-5.61580790,3.39718223,0.15755627,0.00000000,3.01460464,0.98676382,0.00586012,1.08550962
-5.60980490,3.36280757,0.15495695,0.00000000,2.99307684,0.97567358,0.00580640,1.04995412
-5.60380190,3.31554307,0.15159056,0.00000000,2.95940849,0.96062422,0.00571592,1.01099181
-5.59779890,3.25564347,0.14750491,0.00000000,2.91380683,0.94174377,0.00558969,0.96897240
-5.59179590,3.18358311,0.14276025,0.00000000,2.85668836,0.91922476,0.00542958,0.92430193
-5.58579290,3.10004528,0.13742726,0.00000000,2.78866904,0.89331918,0.00523824,0.87743278
-5.57978989,3.00590584,0.13158486,0.00000000,2.71054935,0.86433199,0.00501900,0.82885196
-5.57378689,2.90221208,0.12531788,0.00000000,2.62329487,0.83261334,0.00477573,0.77906837
-5.56778389,2.79015770,0.11871476,0.00000000,2.52801344,0.79854992,0.00451270,0.72859963
-5.56178089,2.67105525,0.11186517,0.00000000,2.42592969,0.76255586,0.00423441,0.67795906
-5.55577789,2.54630684,0.10485794,0.00000000,2.31835806,0.72506345,0.00394549,0.62764333
-5.54977489,2.41737435,0.09777907,0.00000000,2.20667516,0.68651409,0.00365054,0.57812138
-5.54377189,2.28574995,0.09071013,0.00000000,2.09229213,0.64734977,0.00335399,0.52982496
-5.53776888,2.15292770,0.08372688,0.00000000,1.97662788,0.60800510,0.00305998,0.48314101
-5.53176588,2.02037699,0.07689825,0.00000000,1.86108370,0.56890029,0.00277232,0.43840614
-5.52576288,1.88951811,0.07028566,0.00000000,1.74701964,0.53043509,0.00249436,0.39590326
-5.51975988,1.76170058,0.06394268,0.00000000,1.63573309,0.49298362,0.00222897,0.35586019
-5.51375688,1.63818427,0.05791492,0.00000000,1.52843983,0.45689037,0.00197853,0.31845027
-5.50775388,1.52012358,0.05224029,0.00000000,1.42625766,0.42246702,0.00174491,0.28379470
-5.50175088,1.40855474,0.04694943,0.00000000,1.33019285,0.38999036,0.00152948,0.25196622
-5.49574787,1.30438626,0.04206634,0.00000000,1.24112937,0.35970094,0.00133316,0.22299402
-5.48974487,1.20839252,0.03760917,0.00000000,1.15982119,0.33180266,0.00115647,0.19686951
-5.48374187,1.12121042,0.03359112,0.00000000,1.08688742,0.30646301,0.00099959,0.17355251
-5.47773887,1.04333897,0.03002140,0.00000000,1.02281052,0.28381397,0.00086238,0.15297779
-5.47173587,0.97514183,0.02690619,0.00000000,0.96793743,0.26395357,0.00074453,0.13506152
-5.46573287,0.91685237,0.02424958,0.00000000,0.92248354,0.24694784,0.00064555,0.11970746
-5.45972986,0.86858125,0.02205450,0.00000000,0.88653936,0.23283329,0.00056485,0.10681272
-5.45372686,0.83032604,0.02032349,0.00000000,0.86007963,0.22161961,0.00050185,0.09627284
-5.44772386,0.80198256,0.01905936,0.00000000,0.84297450,0.21329268,0.00045596,0.08798616
-5.44172086,0.78335748,0.01826576,0.00000000,0.83500237,0.20781761,0.00042665,0.08185730
-5.43571786,0.77418159,0.01794742,0.00000000,0.83586380,0.20514182,0.00041347,0.07779966
-5.42971486,0.77412323,0.01811035,0.00000000,0.84519590,0.20519791,0.00041608,0.07573699
-5.42371186,0.78280109,0.01876169,0.00000000,0.86258649,0.20790623,0.00043425,0.07560394
-5.41770885,0.79979594,0.01990938,0.00000000,0.88758726,0.21317702,0.00046785,0.07734555
-5.41170585,0.82466051,0.02156158,0.00000000,0.91972526,0.22091197,0.00051681,0.08091580
-5.40570285,0.85692705,0.02372588,0.00000000,0.95851209,0.23100505,0.00058115,0.08627525
-5.39969985,0.89611215,0.02640824,0.00000000,1.00345020,0.24334267,0.00066088,0.09338783
-5.39369685,0.94171854,0.02961183,0.00000000,1.05403589,0.25780294,0.00075598,0.10221693
-5.38769385,0.99323374,0.03333568,0.00000000,1.10975900,0.27425424,0.00086639,0.11272098
-5.38169085,1.05012586,0.03757324,0.00000000,1.17009912,0.29255307,0.00099190,0.12484863
-5.37568784,1.11183679,0.04231099,0.00000000,1.23451887,0.31254140,0.00113212,0.13853391
-5.36968484,1.17777352,0.04752707,0.00000000,1.30245481,0.33404365,0.00128645,0.15369141
-5.36368184,1.24729835,0.05319007,0.00000000,1.37330671,0.35686364,0.00145403,0.17021205
-5.35767884,1.31971913,0.05925805,0.00000000,1.44642646,0.38078185,0.00163369,0.18795937
-5.35167584,1.39428057,0.06567796,0.00000000,1.52110765,0.40555315,0.00182394,0.20676694
-5.34567284,1.47015790,0.07238534,0.00000000,1.59657727,0.43090563,0.00202297,0.22643695
-5.33966983,1.54645398,0.07930463,0.00000000,1.67199066,0.45654058,0.00222862,0.24674022
-5.33366683,1.62220098,0.08634990,0.00000000,1.74643103,0.48213409,0.00243844,0.26741790
-5.32766383,1.69636731,0.09342618,0.00000000,1.81891436,0.50734039,0.00264975,0.28818476
-5.32166083,1.76787048,0.10043130,0.00000000,1.88840035,0.53179701,0.00285960,0.30873426
-5.31565783,1.83559588,0.10725831,0.00000000,1.95380969,0.55513191,0.00306497,0.32874517
-5.30965483,1.89842136,0.11379822,0.00000000,2.01404752,0.57697228,0.00326275,0.34788963
-5.30365183,1.95524679,0.11994323,0.00000000,2.06803227,0.59695481,0.00344990,0.36584232
-5.29764882,2.00502755,0.12559010,0.00000000,2.11472899,0.61473711,0.00362354,0.38229050
-5.29164582,2.04681053,0.13064367,0.00000000,2.15318558,0.63000970,0.00378103,0.39694424
-5.28564282,2.07977071,0.13502024,0.00000000,2.18257011,0.64250807,0.00392010,0.40954669
-5.27963982,2.10324654,0.13865077,0.00000000,2.20220725,0.65202401,0.00403895,0.41988357
-5.27363682,2.11677187,0.14148369,0.00000000,2.21161161,0.65841586,0.00413630,0.42779168
-5.26763382,2.12010257,0.14348709,0.00000000,2.21051598,0.66161669,0.00421150,0.43316570
-5.26163082,2.11323603,0.14465034,0.00000000,2.19889260,0.66164014,0.00426452,0.43596309
-5.25562781,2.09642195,0.14498480,0.00000000,2.17696569,0.65858326,0.00429602,0.43620668
-5.24962481,2.07016333,0.14452378,0.00000000,2.14521430,0.65262614,0.00430730,0.43398475
-5.24362181,2.03520727,0.14332159,0.00000000,2.10436468,0.64402809,0.00430030,0.42944854
-5.23761881,1.99252522,0.14145173,0.00000000,2.05537211,0.63312038,0.00427750,0.42280726
-5.23161581,1.94328347,0.13900430,0.00000000,1.99939278,0.62029586,0.00424186,0.41432075
-5.22561281,1.88880485,0.13608271,0.00000000,1.93774653,0.60599556,0.00419668,0.40429006
-5.21960980,1.83052318,0.13279983,0.00000000,1.87187227,0.59069307,0.00414551,0.39304638
-5.21360680,1.76993240,0.12927378,0.00000000,1.80327793,0.57487723,0.00409198,0.38093888
-5.20760380,1.70853283,0.12562348,0.00000000,1.73348709,0.55903382,0.00403965,0.36832184
-5.20160080,1.64777672,0.12196418,0.00000000,1.66398499,0.54362725,0.00399188,0.35554175
-5.19559780,1.58901581,0.11840325,0.00000000,1.59616613,0.52908289,0.00395168,0.34292493
-5.18959480,1.53345307,0.11503627,0.00000000,1.53128608,0.51577095,0.00392159,0.33076625
-5.18359180,1.48210098,0.11194368,0.00000000,1.47041939,0.50399266,0.00390355,0.31931929
-5.17758879,1.43574799,0.10918813,0.00000000,1.41442571,0.49396923,0.00389885,0.30878845
-5.17158579,1.39493475,0.10681261,0.00000000,1.36392525,0.48583430,0.00390804,0.29932338
-5.16558279,1.35994085,0.10483939,0.00000000,1.31928463,0.47962999,0.00393094,0.29101566
-5.15957979,1.33078268,0.10326992,0.00000000,1.28061353,0.47530684,0.00396659,0.28389812
-5.15357679,1.30722208,0.10208554,0.00000000,1.24777187,0.47272757,0.00401336,0.27794653
-5.14757379,1.28878541,0.10124902,0.00000000,1.22038710,0.47167442,0.00406895,0.27308354
-5.14157079,1.27479164,0.10070685,0.00000000,1.19788035,0.47185973,0.00413053,0.26918479
-5.13556778,1.26438829,0.10039210,0.00000000,1.17950004,0.47293923,0.00419484,0.26608653
-5.12956478,1.25659316,0.10022777,0.00000000,1.16436129,0.47452743,0.00425832,0.26359470
-5.12356178,1.25034004,0.10013046,0.00000000,1.15148901,0.47621434,0.00431726,0.26149476
-5.11755878,1.24452604,0.10001410,0.00000000,1.13986286,0.47758281,0.00436796,0.25956191
-5.11155578,1.23805868,0.09979375,0.00000000,1.12846173,0.47822567,0.00440685,0.25757131
-5.10555278,1.22990045,0.09938910,0.00000000,1.11630619,0.47776194,0.00443068,0.25530764
-5.09954977,1.21910909,0.09872770,0.00000000,1.10249676,0.47585148,0.00443657,0.25257386
-5.09354677,1.20487210,0.09774764,0.00000000,1.08624690,0.47220737,0.00442220,0.24919868
-5.08754377,1.18653408,0.09639977,0.00000000,1.06690932,0.46660567,0.00438583,0.24504249
-5.08154077,1.16361620,0.09464918,0.00000000,1.04399491,0.45889224,0.00432638,0.24000166
-5.07553777,1.13582724,0.09247606,0.00000000,1.01718394,0.44898634,0.00424347,0.23401103
-5.06953477,1.10306638,0.08987587,0.00000000,0.98632948,0.43688113,0.00413736,0.22704463
-5.06353177,1.06541782,0.08685888,0.00000000,0.95145340,0.42264114,0.00400902,0.21911471
-5.05752876,1.02313828,0.08344913,0.00000000,0.91273561,0.40639698,0.00385997,0.21026927
-5.05152576,0.97663821,0.07968290,0.00000000,0.87049762,0.38833771,0.00369230,0.20058818
-5.04552276,0.92645798,0.07560672,0.00000000,0.82518137,0.36870135,0.00350849,0.19017843
-5.03951976,0.87324061,0.07127519,0.00000000,0.77732482,0.34776405,0.00331141,0.17916839
-5.03351676,0.81770233,0.06674858,0.00000000,0.72753554,0.32582849,0.00310410,0.16770188
-5.02751376,0.76060257,0.06209041,0.00000000,0.67646372,0.30321209,0.00288975,0.15593188
-5.02151076,0.70271466,0.05736505,0.00000000,0.62477572,0.28023553,0.00267155,0.14401456
-5.01550775,0.64479855,0.05263554,0.00000000,0.57312943,0.25721214,0.00245257,0.13210362
-5.00950475,0.58757649,0.04796163,0.00000000,0.52215220,0.23443838,0.00223574,0.12034527
-5.00350175,0.53171241,0.04339811,0.00000000,0.47242222,0.21218590,0.00202371,0.10887398
-4.99749875,0.47779569,0.03899354,0.00000000,0.42445363,0.19069524,0.00181883,0.09780912
-4.99149575,0.42632935,0.03478929,0.00000000,0.37868569,0.17017137,0.00162310,0.08725253
-4.98549275,0.37772278,0.03081896,0.00000000,0.33547609,0.15078095,0.00143813,0.07728698
-4.97948974,0.33228889,0.02710820,0.00000000,0.29509805,0.13265136,0.00126516,0.06797563
-4.97348674,0.29024503,0.02367479,0.00000000,0.25774096,0.11587122,0.00110506,0.05936215
-4.96748374,0.25171744,0.02052903,0.00000000,0.22351413,0.10049229,0.00095832,0.05147165
-4.96148074,0.21674837,0.01767430,0.00000000,0.19245293,0.08653241,0.00082513,0.04431212
-4.95547774,0.18530532,0.01510788,0.00000000,0.16452686,0.07397931,0.00070536,0.03787636
-4.94947474,0.15729170,0.01282180,0.00000000,0.13964893,0.06279488,0.00059866,0.03214409
-4.94347174,0.13255821,0.01080380,0.00000000,0.11768563,0.05291982,0.00050446,0.02708433
-4.93746873,0.11091440,0.00903822,0.00000000,0.09846717,0.04427828,0.00042203,0.02265773
-4.93146573,0.09213990,0.00750702,0.00000000,0.08179739,0.03678238,0.00035055,0.01881888
-4.92546273,0.07599492,0.00619053,0.00000000,0.06746298,0.03033642,0.00028908,0.01551846
-4.91945973,0.06222959,0.00506832,0.00000000,0.05524184,0.02484067,0.00023668,0.01270515
-4.91345673,0.05059225,0.00411978,0.00000000,0.04491032,0.02019464,0.00019239,0.01032727
-4.90745373,0.04083616,0.00332474,0.00000000,0.03624921,0.01629978,0.00015526,0.00833423
-4.90145073,0.03272495,0.00266388,0.00000000,0.02904856,0.01306171,0.00012440,0.00667757
-4.89544772,0.02603670,0.00211908,0.00000000,0.02311127,0.01039181,0.00009896,0.00531183
-4.88944472,0.02056675,0.00167361,0.00000000,0.01825559,0.00820832,0.00007816,0.00419510
-4.88344172,0.01612942,0.00131233,0.00000000,0.01431663,0.00643711,0.00006128,0.00328937
-4.87743872,0.01255875,0.00102169,0.00000000,0.01114703,0.00501191,0.00004771,0.00256068
-4.87143572,0.00970849,0.00078977,0.00000000,0.00861694,0.00387432,0.00003687,0.00197910
-4.86543272,0.00745147,0.00060622,0.00000000,0.00661342,0.00297356,0.00002829,0.00151864
-4.85942971,0.00567846,0.00046215,0.00000000,0.00503951,0.00226602,0.00002156,0.00115696
-4.85342671,0.00429683,0.00035003,0.00000000,0.00381291,0.00171474,0.00001631,0.00087510
-4.84742371,0.00322890,0.00026360,0.00000000,0.00286463,0.00128873,0.00001225,0.00065719
-4.84142071,0.00241031,0.00019767,0.00000000,0.00213747,0.00096230,0.00000914,0.00049003
-4.83541771,0.00178838,0.00014806,0.00000000,0.00158457,0.00071447,0.00000677,0.00036284
-4.82941471,0.00132047,0.00011144,0.00000000,0.00116795,0.00052827,0.00000499,0.00026682
-4.82341171,0.00097257,0.00008525,0.00000000,0.00085722,0.00039019,0.00000366,0.00019495
-4.81740870,0.00071797,0.00006761,0.00000000,0.00062840,0.00028969,0.00000267,0.00014162
-4.81140570,0.00053614,0.00005728,0.00000000,0.00046287,0.00021870,0.00000196,0.00010246
-4.80540270,0.00041175,0.00005358,0.00000000,0.00034649,0.00017132,0.00000146,0.00007405
-4.79939970,0.00033393,0.00005644,0.00000000,0.00026888,0.00014347,0.00000111,0.00005379
-4.79339670,0.00029570,0.00006639,0.00000000,0.00022282,0.00013277,0.00000090,0.00003973
-4.78739370,0.00029360,0.00008465,0.00000000,0.00020386,0.00013832,0.00000079,0.00003044
-4.78139070,0.00032747,0.00011321,0.00000000,0.00021005,0.00016077,0.00000079,0.00002494
-4.77538769,0.00040049,0.00015502,0.00000000,0.00024173,0.00020228,0.00000088,0.00002258
-4.76938469,0.00051933,0.00021419,0.00000000,0.00030161,0.00026674,0.00000107,0.00002302
-4.76338169,0.00069458,0.00029624,0.00000000,0.00039486,0.00035994,0.00000138,0.00002618
-4.75737869,0.00094127,0.00040844,0.00000000,0.00052936,0.00048993,0.00000183,0.00003225
-4.75137569,0.00127972,0.00056026,0.00000000,0.00071610,0.00066741,0.00000246,0.00004163
-4.74537269,0.00173645,0.00076378,0.00000000,0.00096972,0.00090632,0.00000331,0.00005499
-4.73936968,0.00234543,0.00103434,0.00000000,0.00130913,0.00122439,0.00000446,0.00007328
-4.73336668,0.00314945,0.00139114,0.00000000,0.00175831,0.00164392,0.00000597,0.00009773
-4.72736368,0.00420170,0.00185797,0.00000000,0.00234714,0.00219258,0.00000796,0.00012993
-4.72136068,0.00556748,0.00246401,0.00000000,0.00311246,0.00290430,0.00001052,0.00017185
-4.71535768,0.00732610,0.00324469,0.00000000,0.00409907,0.00382026,0.00001383,0.00022591
-4.70935468,0.00957277,0.00424258,0.00000000,0.00536084,0.00498985,0.00001804,0.00029501
-4.70335168,0.01242055,0.00550820,0.00000000,0.00696187,0.00647167,0.00002338,0.00038263
-4.69734867,0.01600214,0.00710093,0.00000000,0.00897746,0.00833445,0.00003008,0.00049284
-4.69134567,0.02047146,0.00908966,0.00000000,0.01149512,0.01065788,0.00003842,0.00063038
-4.68534267,0.02600491,0.01155340,0.00000000,0.01461523,0.01353319,0.00004874,0.00080069
-4.67933967,0.03280205,0.01458160,0.00000000,0.01845150,0.01706355,0.00006139,0.00100994
-4.67333667,0.04108563,0.01827416,0.00000000,0.02313103,0.02136400,0.00007679,0.00126503
