energy_ev,total_up,Pb_p_up,Pb_d_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up
-5.79589795,15.02893144,1.55866682,0.04237491,3.19400343,11.86243090,1.98921626,0.00000000
-5.78989495,15.22629736,1.59770927,0.04316489,3.23376566,12.03410336,1.98983777,0.00000000
-5.78389195,15.40212259,1.63496489,0.04386626,3.27137056,12.18788048,1.98746288,0.00000000
-5.77788894,15.55493746,1.66991568,0.04447280,3.30638259,12.32255946,1.98216507,0.00000000
-5.77188594,15.68338588,1.70204942,0.04497899,3.33837114,12.43702813,1.97404778,0.00000000
-5.76588294,15.78622317,1.73086748,0.04537999,3.36691873,12.53026125,1.96323804,0.00000000
-5.75987994,15.86231916,1.75589328,0.04567164,3.39163041,12.60132127,1.94988064,0.00000000
-5.75387694,15.91066797,1.77668143,0.04585050,3.41214401,12.64936478,1.93413307,0.00000000
-5.74787394,15.93040556,1.79282734,0.04591387,3.42814122,12.67365559,1.91616158,0.00000000
-5.74187094,15.92083522,1.80397717,0.04585983,3.43935905,12.67358469,1.89613864,0.00000000
-5.73586793,15.88146019,1.80983759,0.04568732,3.44560118,12.64869648,1.87424185,0.00000000
-5.72986493,15.81202202,1.81018535,0.04539621,3.44674855,12.59872034,1.85065422,0.00000000
-5.72386193,15.71254223,1.80487578,0.04498736,3.44276863,12.52360536,1.82556574,0.00000000
-5.71785893,15.58336445,1.79385017,0.04446277,3.43372272,12.42355617,1.79917580,0.00000000
-5.71185593,15.42519363,1.77714129,0.04382560,3.41977050,12.29906699,1.77169626,0.00000000
-5.70585293,15.23912884,1.75487679,0.04308026,3.40117153,12.15095100,1.74335455,0.00000000
-5.69984992,15.02668632,1.72728005,0.04223247,3.37828310,11.98036215,1.71439650,0.00000000
-5.69384692,14.78980954,1.69466819,0.04128921,3.35155442,11.78880685,1.68508827,0.00000000
-5.68784392,14.53086396,1.65744723,0.04025877,3.32151690,11.57814330,1.65571706,0.00000000
-5.68184092,14.25261472,1.61610422,0.03915059,3.28877090,11.35056694,1.62659032,0.00000000
-5.67583792,13.95818660,1.57119657,0.03797521,3.25396922,11.10858129,1.59803297,0.00000000
-5.66983492,13.65100651,1.52333884,0.03674405,3.21779790,10.85495414,1.57038284,0.00000000
-5.66383192,13.33472990,1.47318742,0.03546921,3.18095515,10.59266027,1.54398415,0.00000000
-5.65782891,13.01315350,1.42142359,0.03416327,3.14412917,10.32481217,1.51917915,0.00000000
-5.65182591,12.69011766,1.36873561,0.03283896,3.10797574,10.05458169,1.49629849,0.00000000
-5.64582291,12.36940219,1.31580052,0.03150890,3.07309671,9.78511549,1.47565038,0.00000000
-5.63981991,12.05462035,1.26326638,0.03018533,3.04002006,9.51944803,1.45750938,0.00000000
-5.63381691,11.74911555,1.21173557,0.02887982,3.00918261,9.26041609,1.44210523,0.00000000
-5.62781391,11.45586563,1.16174993,0.02760300,2.98091593,9.01057848,1.42961230,0.00000000
-5.62181091,11.17739905,1.11377813,0.02636435,2.95543628,8.77214493,1.42014049,0.00000000
-5.61580790,10.91572702,1.06820593,0.02517203,2.93283868,8.54691719,1.41372787,0.00000000
-5.60980490,10.67229474,1.02532949,0.02403272,2.91309571,8.33624546,1.41033587,0.00000000
-5.60380190,10.44795403,0.98535200,0.02295159,2.89606086,8.14100184,1.40984711,0.00000000
-5.59779890,10.24295876,0.94838371,0.02193220,2.88147625,7.96157232,1.41206638,0.00000000
-5.59179590,10.05698321,0.91444514,0.02097664,2.86898467,7.79786748,1.41672473,0.00000000
-5.58579290,9.88916266,0.88347333,0.02008553,2.85814504,7.64935146,1.42348674,0.00000000
-5.57978989,9.73815411,0.85533070,0.01925818,2.84845111,7.51508778,1.43196063,0.00000000
-5.57378689,9.60221468,0.82981615,0.01849278,2.83935215,7.39379987,1.44171102,0.00000000
-5.56778389,9.47929378,0.80667771,0.01778657,2.83027531,7.28394349,1.45227367,0.00000000
-5.56178089,9.36713517,0.78562630,0.01713611,2.82064833,7.18378764,1.46317176,0.00000000
-5.55577789,9.26338418,0.76634997,0.01653745,2.80992197,7.09150044,1.47393288,0.00000000
-5.54977489,9.16569551,0.74852793,0.01598642,2.79759126,7.00523604,1.48410612,0.00000000
-5.54377189,9.07183695,0.73184399,0.01547880,2.78321465,6.92321884,1.49327840,0.00000000
-5.53776888,8.97978467,0.71599878,0.01501055,2.76643043,6.84382144,1.50108943,0.00000000
-5.53176588,8.88780625,0.70072033,0.01457801,2.74696987,6.76563316,1.50724457,0.00000000
-5.52576288,8.79452828,0.68577286,0.01417796,2.72466649,6.68751652,1.51152508,0.00000000
-5.51975988,8.69898621,0.67096330,0.01380783,2.69946131,6.60864964,1.51379538,0.00000000
-5.51375688,8.60065477,0.65614569,0.01346568,2.67140383,6.52855326,1.51400684,0.00000000
-5.50775388,8.49945866,0.64122324,0.01315029,2.64064889,6.44710197,1.51219831,0.00000000
-5.50175088,8.39576368,0.62614826,0.01286112,2.60744958,6.36451975,1.50849308,0.00000000
-5.49574787,8.29034957,0.61092008,0.01259829,2.57214657,6.28136079,1.50309274,0.00000000
-5.48974487,8.18436668,0.59558122,0.01236251,2.53515445,6.19847727,1.49626807,0.00000000
-5.48374187,8.07927908,0.58021214,0.01215495,2.49694561,6.11697603,1.48834763,0.00000000
-5.47773887,7.97679717,0.56492483,0.01197718,2.45803249,6.03816672,1.47970438,0.00000000
-5.47173587,7.87880353,0.54985576,0.01183101,2.41894897,5.96350422,1.47074122,0.00000000
-5.46573287,7.78727534,0.53515833,0.01171841,2.38023163,5.89452808,1.46187583,0.00000000
-5.45972986,7.70420720,0.52099540,0.01164131,2.34240182,5.83280193,1.45352574,0.00000000
-5.45372686,7.63153749,0.50753205,0.01160154,2.30594912,5.77985530,1.44609411,0.00000000
-5.44772386,7.57108135,0.49492897,0.01160071,2.27131702,5.73713044,1.43995673,0.00000000
-5.44172086,7.52447274,0.48333657,0.01164011,2.23889121,5.70593588,1.43545096,0.00000000
-5.43571786,7.49311736,0.47289012,0.01172064,2.20899099,5.68740820,1.43286669,0.00000000
-5.42971486,7.47815771,0.46370596,0.01184277,2.18186403,5.68248309,1.43243979,0.00000000
-5.42371186,7.48045069,0.45587881,0.01200651,2.15768448,5.69187592,1.43434802,0.00000000
-5.41770885,7.50055766,0.44948016,0.01221137,2.13655441,5.71607179,1.43870946,0.00000000
-5.41170585,7.53874597,0.44455775,0.01245641,2.11850824,5.75532451,1.44558329,0.00000000
-5.40570285,7.59500079,0.44113592,0.01274025,2.10351976,5.80966332,1.45497265,0.00000000
-5.39969985,7.66904521,0.43921677,0.01306109,2.09151110,5.87890615,1.46682922,0.00000000
-5.39369685,7.76036650,0.43878191,0.01341682,2.08236310,5.96267770,1.48105921,0.00000000
-5.38769385,7.86824623,0.43979456,0.01380497,2.07592619,6.06043070,1.49753005,0.00000000
-5.38169085,7.99179175,0.44220201,0.01422288,2.07203115,6.17146845,1.51607758,0.00000000
-5.37568784,8.12996685,0.44593797,0.01466766,2.07049893,6.29496712,1.53651301,0.00000000
-5.36968484,8.28161947,0.45092489,0.01513629,2.07114895,6.42999618,1.55862950,0.00000000
-5.36368184,8.44550473,0.45707599,0.01562562,2.07380526,6.57553575,1.58220763,0.00000000
-5.35767884,8.62030224,0.46429693,0.01613244,2.07830023,6.73049006,1.60701989,0.00000000
-5.35167584,8.80462675,0.47248713,0.01665344,2.08447556,6.89369632,1.63283364,0.00000000
-5.34567284,8.99703226,0.48154050,0.01718525,2.09218056,7.06392910,1.65941274,0.00000000
-5.33966983,9.19600977,0.49134593,0.01772440,2.10126796,7.23990033,1.68651776,0.00000000
-5.33366683,9.39997996,0.50178730,0.01826733,2.11158758,7.42025566,1.71390495,0.00000000
-5.32766383,9.60728184,0.51274324,0.01881034,2.12297844,7.60356829,1.74132429,0.00000000
-5.32166083,9.81615967,0.52408673,0.01934956,2.13526002,7.78833132,1.76851681,0.00000000
-5.31565783,10.02474973,0.53568463,0.01988095,2.14822344,7.97295030,1.79521173,0.00000000
-5.30965483,10.23106946,0.54739740,0.02040024,2.16162334,8.15573735,1.82112375,0.00000000
-5.30365183,10.43301098,0.55907886,0.02090292,2.17517134,8.33490856,1.84595091,0.00000000
-5.29764882,10.62834091,0.57057651,0.02138427,2.18853175,8.50858585,1.86937347,0.00000000
-5.29164582,10.81470825,0.58173211,0.02183934,2.20132014,8.67480470,1.89105408,0.00000000
-5.28564282,10.98966142,0.59238282,0.02226297,2.21310517,8.83152853,1.91063958,0.00000000
-5.27963982,11.15067523,0.60236297,0.02264989,2.22341396,8.97667034,1.92776451,0.00000000
-5.27363682,11.29518781,0.61150624,0.02299477,2.23174095,9.10812164,1.94205647,0.00000000
-5.26763382,11.42064701,0.61964844,0.02329227,2.23756003,9.22378843,1.95314309,0.00000000
-5.26163082,11.52456519,0.62663074,0.02353723,2.24033957,9.32163348,1.96066068,0.00000000
-5.25562781,11.60458055,0.63230322,0.02372470,2.23955955,9.39972357,1.96426403,0.00000000
-5.24962481,11.65852307,0.63652870,0.02385014,2.23473020,9.45628044,1.96363706,0.00000000
-5.24362181,11.68448229,0.63918660,0.02390953,2.22541114,9.48973330,1.95850392,0.00000000
-5.23761881,11.68087425,0.64017683,0.02389950,2.21123013,9.49877103,1.94863988,0.00000000
-5.23161581,11.64650465,0.63942338,0.02381744,2.19190044,9.48239184,1.93388166,0.00000000
-5.22561281,11.58062539,0.63687763,0.02366166,2.16723607,9.43994819,1.91413663,0.00000000
-5.21960980,11.48298180,0.63252105,0.02343143,2.13716395,9.37118492,1.88939029,0.00000000
-5.21360680,11.35384811,0.62636740,0.02312710,2.10173256,9.27626860,1.85971188,0.00000000
-5.20760380,11.19404939,0.61846404,0.02275010,2.06111647,9.15580666,1.82525760,0.00000000
-5.20160080,11.00496841,0.60889256,0.02230299,2.01561668,9.01085489,1.78627135,0.00000000
-5.19559780,10.78853658,0.59776842,0.02178941,1.96565656,8.84291260,1.74308278,0.00000000
-5.18959480,10.54720889,0.58523973,0.02121407,1.91177361,8.65390505,1.69610287,0.00000000
-5.18359180,10.28392307,0.57148516,0.02058261,1.85460741,8.44615335,1.64581687,0.00000000
-5.17758879,10.00204416,0.55671093,0.01990157,1.79488411,8.22233237,1.59277514,0.00000000
-5.17158579,9.70529594,0.54114702,0.01917820,1.73339821,7.98541784,1.53758191,0.00000000
-5.16558279,9.39768128,0.52504267,0.01842032,1.67099220,7.73862408,1.48088256,0.00000000
-5.15957979,9.08339398,0.50866123,0.01763619,1.60853478,7.48533431,1.42334963,0.00000000
-5.15357679,8.76672461,0.49227462,0.01683427,1.54689855,7.22902551,1.36566821,0.00000000
-5.14757379,8.45196358,0.47615734,0.01602312,1.48693779,6.97319050,1.30852098,0.00000000
-5.14157079,8.14330424,0.46058043,0.01521117,1.42946702,6.72125935,1.25257348,0.00000000
-5.13556778,7.84474912,0.44580539,0.01440657,1.37524116,6.47652285,1.19845991,0.00000000
-5.12956478,7.56002213,0.43207824,0.01361704,1.32493768,6.24206031,1.14677000,0.00000000
-5.12356178,7.29248940,0.41962406,0.01284974,1.27914134,6.02067404,1.09803708,0.00000000
-5.11755878,7.04509096,0.40864195,0.01211113,1.23833194,5.81483224,1.05272789,0.00000000
-5.11155578,6.82028530,0.39930072,0.01140693,1.20287530,5.62662226,1.01123417,0.00000000
-5.10555278,6.62000808,0.39173547,0.01074199,1.17301779,5.45771517,0.97386622,0.00000000
-5.09954977,6.44564606,0.38604496,0.01012028,1.14888441,5.30934266,0.94084873,0.00000000
-5.09354677,6.29802653,0.38229020,0.00954487,1.13048049,5.18228652,0.91231866,0.00000000
-5.08754377,6.17742208,0.38049395,0.00901794,1.11769681,5.07688062,0.88832543,0.00000000
-5.08154077,6.08357014,0.38064140,0.00854077,1.11031804,4.99302484,0.86883311,0.00000000
-5.07553777,6.01570590,0.38268189,0.00811383,1.10803403,4.93020993,0.85372470,0.00000000
-5.06953477,5.97260719,0.38653161,0.00773677,1.11045365,4.88755206,0.84280820,0.00000000
-5.06353177,5.95264924,0.39207717,0.00740859,1.11712055,4.86383537,0.83582429,0.00000000
-5.05752876,5.95386713,0.39917989,0.00712761,1.12753038,4.85756078,0.83245531,0.00000000
-5.05152576,5.97402356,0.40768072,0.00689163,1.14114868,4.86699901,0.83233536,0.00000000
-5.04552276,6.01067935,0.41740542,0.00669797,1.15742892,4.89024605,0.83506109,0.00000000
-5.03951976,6.06126455,0.42816998,0.00654359,1.17582982,4.92527900,0.84020284,0.00000000
-5.03351676,6.12314753,0.43978587,0.00642516,1.19583151,4.97001063,0.84731594,0.00000000
-5.02751376,6.19370041,0.45206516,0.00633914,1.21694970,5.02234113,0.85595169,0.00000000
-5.02151076,6.27035881,0.46482501,0.00628184,1.23874753,5.08020567,0.86566778,0.00000000
-5.01550775,6.35067470,0.47789166,0.00624955,1.26084459,5.14161692,0.87603793,0.00000000
-5.00950475,6.43236130,0.49110360,0.00623850,1.28292281,5.20470158,0.88666047,0.00000000
-5.00350175,6.51332951,0.50431391,0.00624503,1.30472919,5.26773069,0.89716562,0.00000000
-4.99749875,6.59171534,0.51739172,0.00626557,1.32607531,5.32914345,0.90722156,0.00000000
-4.99149575,6.66589879,0.53022278,0.00629669,1.34683382,5.38756454,0.91653888,0.00000000
-4.98549275,6.73451417,0.54270922,0.00633516,1.36693226,5.44181527,0.92487373,0.00000000
-4.97948974,6.79645266,0.55476858,0.00637797,1.38634464,5.49091887,0.93202946,0.00000000
-4.97348674,6.85085778,0.56633223,0.00642237,1.40508136,5.53410030,0.93785687,0.00000000
-4.96748374,6.89711462,0.57734341,0.00646585,1.42317802,5.57078126,0.94225326,0.00000000
-4.96148074,6.93483380,0.58775490,0.00650623,1.44068391,5.60057078,0.94516029,0.00000000
-4.95547774,6.96383116,0.59752676,0.00654161,1.45765074,5.62325206,0.94656093,0.00000000
-4.94947474,6.98410409,0.60662408,0.00657039,1.47412223,5.63876609,0.94647556,0.00000000
-4.94347174,6.99580548,0.61501507,0.00659130,1.49012524,5.64719269,0.94495755,0.00000000
-4.93746873,6.99921634,0.62266949,0.00660338,1.50566275,5.64872948,0.94208831,0.00000000
-4.93146573,6.99471777,0.62955764,0.00660596,1.52070909,5.64366948,0.93797221,0.00000000
-4.92546273,6.98276342,0.63564998,0.00659866,1.53520768,5.63237802,0.93273145,0.00000000
-4.91945973,6.96385304,0.64091726,0.00658139,1.54907120,5.61526955,0.92650095,0.00000000
-4.91345673,6.93850808,0.64533132,0.00655429,1.56218426,5.59278524,0.91942366,0.00000000
-4.90745373,6.90724984,0.64886632,0.00651771,1.57440817,5.56537197,0.91164617,0.00000000
-4.90145073,6.87058113,0.65150051,0.00647221,1.58558770,5.53346355,0.90331485,0.00000000
-4.89544772,6.82897162,0.65321817,0.00641850,1.59555910,5.49746476,0.89457262,0.00000000
-4.88944472,6.78284757,0.65401176,0.00635739,1.60415911,5.45773899,0.88555635,0.00000000
-4.88344172,6.73258607,0.65388404,0.00628981,1.61123427,5.41459984,0.87639491,0.00000000
-4.87743872,6.67851376,0.65284994,0.00621670,1.61664999,5.36830708,0.86720792,0.00000000
-4.87143572,6.62091021,0.65093818,0.00613906,1.62029886,5.31906708,0.85810508,0.00000000
-4.86543272,6.56001520,0.64819235,0.00605786,1.62210770,5.26703778,0.84918610,0.00000000
-4.85942971,6.49603973,0.64467139,0.00597403,1.62204283,5.21233760,0.84054109,0.00000000
-4.85342671,6.42917977,0.64044949,0.00588846,1.62011348,5.15505803,0.83225130,0.00000000
-4.84742371,6.35963195,0.63561526,0.00580199,1.61637290,5.09527902,0.82439011,0.00000000
-4.84142071,6.28761016,0.63027017,0.00571537,1.61091721,5.03308620,0.81702413,0.00000000
-4.83541771,6.21336200,0.62452647,0.00562930,1.60388211,4.96858892,0.81021429,0.00000000
-4.82941471,6.13718387,0.61850446,0.00554440,1.59543752,4.90193801,0.80401682,0.00000000
-4.82341171,6.05943384,0.61232942,0.00546124,1.58578058,4.83334199,0.79848399,0.00000000
-4.81740870,5.98054136,0.60612820,0.00538034,1.57512726,4.76308091,0.79366453,0.00000000
-4.81140570,5.90101299,0.60002566,0.00530217,1.56370321,4.69151660,0.78960372,0.00000000
-4.80540270,5.82143384,0.59414125,0.00522721,1.55173427,4.61909899,0.78634311,0.00000000
-4.79939970,5.74246437,0.58858565,0.00515587,1.53943718,4.54636762,0.78391984,0.00000000
-4.79339670,5.66483274,0.58345786,0.00508861,1.52701095,4.47394858,0.78236565,0.00000000
-4.78739370,5.58932293,0.57884265,0.00502585,1.51462951,4.40254665,0.78170560,0.00000000
-4.78139070,5.51675941,0.57480871,0.00496802,1.50243579,4.33293322,0.78195659,0.00000000
-4.77538769,5.44798898,0.57140732,0.00491552,1.49053766,4.26593068,0.78312584,0.00000000
-4.76938469,5.38386093,0.56867171,0.00486878,1.47900590,4.20239396,0.78520929,0.00000000
-4.76338169,5.32520652,0.56661713,0.00482816,1.46787415,4.14319050,0.78819018,0.00000000
-4.75737869,5.27281898,0.56524149,0.00479401,1.45714088,4.08917954,0.79203786,0.00000000
-4.75137569,5.22743499,0.56452655,0.00476660,1.44677312,4.04119198,0.79670683,0.00000000
-4.74537269,5.18971870,0.56443963,0.00474616,1.43671169,4.00001189,0.80213631,0.00000000
-4.73936968,5.16024899,0.56493562,0.00473284,1.42687762,3.96636046,0.80825008,0.00000000
-4.73336668,5.13951063,0.56595927,0.00472667,1.41717930,3.94088316,0.81495702,0.00000000
-4.72736368,5.12788944,0.56744752,0.00472763,1.40751990,3.92414073,0.82215192,0.00000000
-4.72136068,5.12567169,0.56933193,0.00473559,1.39780480,3.91660390,0.82971702,0.00000000
-4.71535768,5.13304721,0.57154091,0.00475034,1.38794837,3.91865197,0.83752379,0.00000000
-4.70935468,5.15011590,0.57400178,0.00477159,1.37788002,3.93057479,0.84543529,0.00000000
-4.70335168,5.17689662,0.57664260,0.00479902,1.36754901,3.95257752,0.85330879,0.00000000
-4.69734867,5.21333779,0.57939362,0.00483226,1.35692804,3.98478731,0.86099860,0.00000000
-4.69134567,5.25932837,0.58218845,0.00487094,1.34601527,4.02726096,0.86835919,0.00000000
-4.68534267,5.31470842,0.58496486,0.00491471,1.33483501,4.07999252,0.87524821,0.00000000
-4.67933967,5.37927794,0.58766534,0.00496330,1.32343686,4.14291991,0.88152955,0.00000000
-4.67333667,5.45280340,0.59023731,0.00501648,1.31189368,4.21592946,0.88707625,0.00000000
-4.66733367,5.53502090,0.59263320,0.00507413,1.30029834,4.29885789,0.89177311,0.00000000
-4.66133067,5.62563596,0.59481031,0.00513623,1.28875970,4.39149102,0.89551899,0.00000000
-4.65532766,5.72431935,0.59673061,0.00520291,1.27739791,4.49355930,0.89822874,0.00000000
-4.64932466,5.83069961,0.59836057,0.00527438,1.26633934,4.60473000,0.89983465,0.00000000
-4.64332166,5.94435244,0.59967092,0.00535098,1.25571150,4.72459678,0.90028741,0.00000000
-4.63731866,6.06478796,0.60063655,0.00543314,1.24563801,4.85266735,0.89955661,0.00000000
-4.63131566,6.19143693,0.60123652,0.00552134,1.23623409,4.98835017,0.89763072,0.00000000
-4.62531266,6.32363715,0.60145415,0.00561611,1.22760246,5.13094162,0.89451668,0.00000000
-4.61930965,6.46062141,0.60127726,0.00571798,1.21983011,5.27961479,0.89023896,0.00000000
-4.61330665,6.60150847,0.60069850,0.00582745,1.21298583,5.43341143,0.88483841,0.00000000
-4.60730365,6.74529819,0.59971572,0.00594493,1.20711856,5.59123827,0.87837071,0.00000000
-4.60130065,6.89087201,0.59833243,0.00607074,1.20225671,5.75186879,0.87090464,0.00000000
-4.59529765,7.03699952,0.59655815,0.00620506,1.19840833,5.91395127,0.86252018,0.00000000
-4.58929465,7.18235160,0.59440869,0.00634789,1.19556192,6.07602357,0.85330654,0.00000000
-4.58329165,7.32552003,0.59190628,0.00649909,1.19368805,6.23653465,0.84336010,0.00000000
-4.57728864,7.46504329,0.58907950,0.00665829,1.19274136,6.39387254,0.83278242,0.00000000
-4.57128564,7.59943770,0.58596290,0.00682499,1.19266292,6.54639781,0.82167825,0.00000000
-4.56528264,7.72723263,0.58259634,0.00699846,1.19338276,6.69248144,0.81015360,0.00000000
-4.55927964,7.84700831,0.57902403,0.00717786,1.19482237,6.83054550,0.79831392,0.00000000
-4.55327664,7.95743458,0.57529320,0.00736220,1.19689691,6.95910498,0.78626234,0.00000000
-4.54727364,8.05730869,0.57145258,0.00755037,1.19951726,7.07680875,0.77409805,0.00000000
-4.54127064,8.14559032,0.56755053,0.00774121,1.20259144,7.18247795,0.76191469,0.00000000
-4.53526763,8.22143229,0.56363309,0.00793352,1.20602564,7.27513989,0.74979897,0.00000000
-4.52926463,8.28420542,0.55974194,0.00812607,1.20972473,7.35405604,0.73782930,0.00000000
-4.52326163,8.33351652,0.55591242,0.00831768,1.21359228,7.41874281,0.72607464,0.00000000
-4.51725863,8.36921883,0.55217174,0.00850720,1.21753029,7.46898442,0.71459348,0.00000000
-4.51125563,8.39141465,0.54853746,0.00869356,1.22143864,7.50483732,0.70343307,0.00000000
-4.50525263,8.40045038,0.54501641,0.00887580,1.22521461,7.52662634,0.69262886,0.00000000
-4.49924962,8.39690451,0.54160420,0.00905306,1.22875254,7.53493293,0.68220432,0.00000000
-4.49324662,8.38156946,0.53828526,0.00922460,1.23194394,7.53057634,0.67217102,0.00000000
-4.48724362,8.35542839,0.53503365,0.00938981,1.23467815,7.51458885,0.66252918,0.00000000
-4.48124062,8.31962839,0.53181444,0.00954822,1.23684378,7.48818615,0.65326859,0.00000000
-4.47523762,8.27545096,0.52858588,0.00969952,1.23833097,7.45273439,0.64436991,0.00000000
-4.46923462,8.22428141,0.52530202,0.00984350,1.23903450,7.40971497,0.63580649,0.00000000
-4.46323162,8.16757774,0.52191594,0.00998014,1.23885770,7.36068833,0.62754642,0.00000000
-4.45722861,8.10684007,0.51838313,0.01010950,1.23771697,7.30725763,0.61955494,0.00000000
-4.45122561,8.04358079,0.51466514,0.01023181,1.23554667,7.25103304,0.61179702,0.00000000
-4.44522261,7.97929586,0.51073300,0.01034741,1.23230411,7.19359709,0.60424005,0.00000000
-4.43921961,7.91543693,0.50657043,0.01045673,1.22797422,7.13647134,0.59685638,0.00000000
-4.43321661,7.85338432,0.50217649,0.01056028,1.22257356,7.08108439,0.58962573,0.00000000
-4.42721361,7.79442026,0.49756744,0.01065863,1.21615322,7.02874128,0.58253722,0.00000000
-4.42121061,7.73970233,0.49277782,0.01075239,1.20880029,6.98059417,0.57559089,0.00000000
-4.41520760,7.69023690,0.48786043,0.01084212,1.20063769,6.93761448,0.56879857,0.00000000
-4.40920460,7.64685264,0.48288533,0.01092832,1.19182197,6.90056664,0.56218414,0.00000000
-4.40320160,7.61017460,0.47793772,0.01101139,1.18253925,6.86998398,0.55578293,0.00000000
-4.39719860,7.58059958,0.47311484,0.01109155,1.17299918,6.84614752,0.54964046,0.00000000
-4.39119560,7.55827400,0.46852207,0.01116881,1.16342720,6.82906851,0.54381038,0.00000000
-4.38519260,7.54307559,0.46426829,0.01124291,1.15405544,6.81847620,0.53835189,0.00000000
-4.37918959,7.53460062,0.46046088,0.01131327,1.14511261,6.81381190,0.53332654,0.00000000
-4.37318659,7.53215826,0.45720049,0.01137901,1.13681355,6.81423076,0.52879489,0.00000000
-4.36718359,7.53477373,0.45457602,0.01143887,1.12934886,6.81861252,0.52481289,0.00000000
-4.36118059,7.54120145,0.45265990,0.01149126,1.12287535,6.82558205,0.52142843,0.00000000
-4.35517759,7.54994910,0.45150407,0.01153426,1.11750776,6.83354019,0.51867818,0.00000000
-4.34917459,7.55931291,0.45113685,0.01156567,1.11331228,6.84070480,0.51658492,0.00000000
-4.34317159,7.56742364,0.45156080,0.01158307,1.11030228,6.84516134,0.51515544,0.00000000
-4.33716858,7.57230214,0.45275168,0.01158391,1.10843647,6.84492169,0.51437926,0.00000000
-4.33116558,7.57192264,0.45465869,0.01156560,1.10761958,6.83798898,0.51422813,0.00000000
-4.32516258,7.56428116,0.45720567,0.01152561,1.10770553,6.82242614,0.51465640,0.00000000
-4.31915958,7.54746594,0.46029343,0.01146158,1.10850284,6.79642499,0.51560211,0.00000000
-4.31315658,7.51972655,0.46380292,0.01137144,1.10978202,6.75837263,0.51698879,0.00000000
-4.30715358,7.47953808,0.46759903,0.01125354,1.11128434,6.70691200,0.51872787,0.00000000
