energy_ev,total_up,N_s_up,N_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-6.00000000,2.21001186,0.01565755,0.18686346,0.01755063,1.08856658,0.54028918,0.21455473
-5.99399700,2.19695282,0.01607270,0.18682697,0.01714696,1.08184517,0.54039438,0.21334386
-5.98799400,2.18607088,0.01643034,0.18658902,0.01680687,1.07676789,0.54110551,0.21235764
-5.98199100,2.17694979,0.01672249,0.18612256,0.01653071,1.07311248,0.54228063,0.21156701
-5.97598799,2.16908789,0.01694257,0.18541030,0.01631711,1.07058925,0.54374806,0.21093630
-5.96998499,2.16193178,0.01708568,0.18444717,0.01616329,1.06885828,0.54531516,0.21042645
-5.96398199,2.15491294,0.01714877,0.18324241,0.01606543,1.06754918,0.54677832,0.20999829
-5.95797899,2.14748531,0.01713087,0.18182098,0.01601910,1.06628232,0.54793350,0.20961590
-5.95197599,2.13916149,0.01703311,0.18022440,0.01601973,1.06469022,0.54858686,0.20924977
-5.94597299,2.12954581,0.01685876,0.17851071,0.01606305,1.06243818,0.54856492,0.20887951
-5.93996998,2.11836210,0.01661315,0.17675360,0.01614549,1.05924292,0.54772368,0.20849603
-5.93396698,2.10547501,0.01630351,0.17504072,0.01626460,1.05488839,0.54595634,0.20810305
-5.92796398,2.09090342,0.01593879,0.17347118,0.01641928,1.04923790,0.54319923,0.20771780
-5.92196098,2.07482555,0.01552932,0.17215239,0.01661005,1.04224206,0.53943557,0.20737085
-5.91595798,2.05757535,0.01508653,0.17119630,0.01683904,1.03394216,0.53469717,0.20710526
-5.90995498,2.03963044,0.01462259,0.17071522,0.01711004,1.02446890,0.52906376,0.20697481
-5.90395198,2.02159249,0.01415000,0.17081755,0.01742825,1.01403660,0.52266024,0.20704163
-5.89794897,2.00416075,0.01368126,0.17160334,0.01780007,1.00293329,0.51565190,0.20737328
-5.89194597,1.98810053,0.01322846,0.17316014,0.01823264,0.99150724,0.50823806,0.20803940
-5.88594297,1.97420802,0.01280299,0.17555926,0.01873336,0.98015068,0.50064431,0.20910823
-5.87993997,1.96327343,0.01241518,0.17885247,0.01930934,0.96928157,0.49311395,0.21064297
-5.87393697,1.95604418,0.01207411,0.18306956,0.01996675,0.95932445,0.48589896,0.21269848
-5.86793397,1.95319022,0.01178739,0.18821662,0.02071020,0.95069123,0.47925102,0.21531817
-5.86193097,1.95527302,0.01156102,0.19427524,0.02154212,0.94376304,0.47341299,0.21853150
-5.85592796,1.96271977,0.01139932,0.20120270,0.02246221,0.93887390,0.46861132,0.22235206
-5.84992496,1.97580414,0.01130492,0.20893303,0.02346697,0.93629703,0.46504964,0.22677645
-5.84392196,1.99463428,0.01127880,0.21737900,0.02454934,0.93623448,0.46290374,0.23178390
-5.83791896,2.01914877,0.01132034,0.22643488,0.02569852,0.93881037,0.46231827,0.23733671
-5.83191596,2.04912030,0.01142752,0.23597993,0.02689991,0.94406809,0.46340507,0.24338155
-5.82591296,2.08416697,0.01159701,0.24588236,0.02813527,0.95197133,0.46624304,0.24985132
