energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-5.66983492,3.24200504,0.00668549,0.49128538,0.26542310,2.52702479,1.54728176,0.01658261,0.75203549
-5.66383192,3.23646715,0.00663606,0.48796793,0.26302808,2.54363218,1.53878952,0.01694583,0.75315919
-5.65782891,3.22889817,0.00657507,0.48413413,0.26082917,2.55881015,1.52973612,0.01725335,0.75368420
-5.65182591,3.21895100,0.00650706,0.47960445,0.25887654,2.57224828,1.51995765,0.01749956,0.75361862
-5.64582291,3.20637628,0.00643667,0.47422205,0.25721410,2.58368325,1.50934121,0.01768007,0.75298975
-5.63981991,3.19103021,0.00636844,0.46785891,0.25587800,2.59290583,1.49782874,0.01779186,0.75184262
-5.63381691,3.17287653,0.00630662,0.46042056,0.25489513,2.59976420,1.48541760,0.01783344,0.75023731
-5.62781391,3.15198292,0.00625502,0.45184932,0.25428193,2.60416367,1.47215845,0.01780486,0.74824544
-5.62181091,3.12851251,0.00621686,0.44212585,0.25404339,2.60606351,1.45815044,0.01770777,0.74594611
-5.61580790,3.10271127,0.00619460,0.43126922,0.25417252,2.60547117,1.44353430,0.01754536,0.74342146
-5.60980490,3.07489255,0.00618987,0.41933533,0.25465031,2.60243479,1.42848395,0.01732232,0.74075231
-5.60380190,3.04541973,0.00620344,0.40641411,0.25544618,2.59703470,1.41319702,0.01704466,0.73801409
-5.59779890,3.01468839,0.00623512,0.39262549,0.25651907,2.58937465,1.39788515,0.01671957,0.73527339
-5.59179590,2.98310893,0.00628383,0.37811444,0.25781902,2.57957335,1.38276447,0.01635526,0.73258527
-5.58579290,2.95109067,0.00634763,0.36304543,0.25928930,2.56775710,1.36804682,0.01596072,0.72999156
-5.57978989,2.91902818,0.00642378,0.34759645,0.26086894,2.55405352,1.35393217,0.01554553,0.72752012
-5.57378689,2.88729032,0.00650892,0.33195302,0.26249559,2.53858702,1.34060246,0.01511962,0.72518518
-5.56778389,2.85621229,0.00659916,0.31630218,0.26410846,2.52147576,1.32821708,0.01469308,0.72298853
-5.56178089,2.82609066,0.00669025,0.30082699,0.26565137,2.50283012,1.31691003,0.01427595,0.72092157
-5.55577789,2.79718126,0.00677779,0.28570146,0.26707555,2.48275255,1.30678860,0.01387802,0.71896790
-5.54977489,2.76969947,0.00685737,0.27108616,0.26834215,2.46133843,1.29793361,0.01350869,0.71710633
-5.54377189,2.74382259,0.00692479,0.25712460,0.26942429,2.43867764,1.29040077,0.01317681,0.71531399
-5.53776888,2.71969358,0.00697620,0.24394046,0.27030852,2.41485658,1.28422306,0.01289055,0.71356942
-5.53176588,2.69742575,0.00700826,0.23163556,0.27099555,2.38996033,1.27941371,0.01265727,0.71185532
-5.52576288,2.67710777,0.00701832,0.22028876,0.27150034,2.36407475,1.27596957,0.01248349,0.71016088
-5.51975988,2.65880862,0.00700445,0.20995558,0.27185140,2.33728830,1.27387463,0.01237475,0.70848350
-5.51375688,2.64258204,0.00696557,0.20066849,0.27208941,2.30969365,1.27310331,0.01233560,0.70682987
-5.50775388,2.62847026,0.00690150,0.19243795,0.27226516,2.28138893,1.27362360,0.01236951,0.70521638
-5.50175088,2.61650679,0.00681294,0.18525387,0.27243701,2.25247877,1.27539954,0.01247885,0.70366879
-5.49574787,2.60671818,0.00670144,0.17908754,0.27266793,2.22307510,1.27839333,0.01266487,0.70222132
-5.48974487,2.59912480,0.00656941,0.17389394,0.27302228,2.19329787,1.28256663,0.01292764,0.70091524
-5.48374187,2.59374060,0.00641997,0.16961419,0.27356254,2.16327572,1.28788138,0.01326607,0.69979695
-5.47773887,2.59057203,0.00625689,0.16617820,0.27434603,2.13314654,1.29429982,0.01367786,0.69891582
-5.47173587,2.58961623,0.00608445,0.16350740,0.27542196,2.10305814,1.30178398,0.01415955,0.69832173
-5.46573287,2.59085856,0.00590733,0.16151731,0.27682881,2.07316866,1.31029455,0.01470647,0.69806271
-5.45972986,2.59426979,0.00573041,0.16012015,0.27859216,2.04364694,1.31978926,0.01531282,0.69818240
-5.45372686,2.59980295,0.00555868,0.15922725,0.28072321,2.01467251,1.33022084,0.01597171,0.69871785
-5.44772386,2.60739018,0.00539705,0.15875128,0.28321783,1.98643533,1.34153472,0.01667517,0.69969734
-5.44172086,2.61693972,0.00525025,0.15860825,0.28605640,1.95913496,1.35366662,0.01741433,0.70113869
-5.43571786,2.62833333,0.00512264,0.15871938,0.28920429,1.93297933,1.36654008,0.01817946,0.70304777
-5.42971486,2.64142432,0.00501812,0.15901267,0.29261298,1.90818303,1.38006437,0.01896019,0.70541754
-5.42371186,2.65603662,0.00494003,0.15942434,0.29622186,1.88496519,1.39413269,0.01974560,0.70822745
-5.41770885,2.67196493,0.00489103,0.15990006,0.29996047,1.86354716,1.40862120,0.02052453,0.71144345
-5.41170585,2.68897654,0.00487306,0.16039603,0.30375124,1.84415016,1.42338880,0.02128570,0.71501843
-5.40570285,2.70681472,0.00488726,0.16087993,0.30751250,1.82699308,1.43827809,0.02201804,0.71889330
-5.39969985,2.72520412,0.00493395,0.16133176,0.31116172,1.81229079,1.45311746,0.02271093,0.72299852
-5.39369685,2.74385814,0.00501261,0.16174453,0.31461879,1.80025306,1.46772465,0.02335448,0.72725628
-5.38769385,2.76248818,0.00512192,0.16212489,0.31780922,1.79108435,1.48191149,0.02393977,0.73158309
-5.38169085,2.78081475,0.00525974,0.16249353,0.32066723,1.78498452,1.49549008,0.02445916,0.73589292
-5.37568784,2.79858005,0.00542318,0.16288549,0.32313842,1.78215052,1.50827995,0.02490652,0.74010059
-5.36968484,2.81556151,0.00560868,0.16335023,0.32518213,1.78277884,1.52011621,0.02527743,0.74412558
-5.36368184,2.83158575,0.00581211,0.16395135,0.32677328,1.78706854,1.53085808,0.02556937,0.74789583
-5.35767884,2.84654215,0.00602880,0.16476605,0.32790358,1.79522457,1.54039755,0.02578184,0.75135160
-5.35167584,2.86039533,0.00625375,0.16588414,0.32858226,1.80746071,1.54866757,0.02591643,0.75444917
-5.34567284,2.87319558,0.00648168,0.16740652,0.32883601,1.82400182,1.55564922,0.02597688,0.75716413
-5.33966983,2.88508630,0.00670724,0.16944323,0.32870841,1.84508480,1.56137746,0.02596895,0.75949419
-5.33366683,2.89630795,0.00692507,0.17211082,0.32825865,1.87095756,1.56594479,0.02590038,0.76146128
-5.32766383,2.90719757,0.00713000,0.17552922,0.32755970,1.90187573,1.56950246,0.02578069,0.76311278
-5.32166083,2.91818351,0.00731717,0.17981796,0.32669599,1.93809670,1.57225898,0.02562094,0.76452191
-5.31565783,2.92977516,0.00748217,0.18509202,0.32576061,1.97987065,1.57447562,0.02543346,0.76578693
-5.30965483,2.94254770,0.00762112,0.19145712,0.32485223,2.02742882,1.57645900,0.02523152,0.76702939
-5.30365183,2.95712219,0.00773083,0.19900484,0.32407176,2.08096900,1.57855083,0.02502896,0.76839130
-5.29764882,2.97414165,0.00780885,0.20780763,0.32351891,2.14063896,1.58111517,0.02483981,0.77003130
-5.29164582,2.99424399,0.00785353,0.21791384,0.32328886,2.20651819,1.58452378,0.02467791,0.77211995
-5.28564282,3.01803306,0.00786407,0.22934318,0.32346899,2.27859920,1.58914009,0.02455651,0.77483435
-5.27963982,3.04604909,0.00784052,0.24208267,0.32413595,2.35676917,1.59530263,0.02448789,0.77835224
-5.27363682,3.07873999,0.00778377,0.25608339,0.32535312,2.44079320,1.60330878,0.02448303,0.78284581
-5.26763382,3.11643508,0.00769555,0.27125833,0.32716857,2.53030033,1.61339967,0.02455127,0.78847556
-5.26163082,3.15932261,0.00757830,0.28748134,0.32961352,2.62477354,1.62574705,0.02470008,0.79538434
-5.25562781,3.20743247,0.00743517,0.30458756,0.33270157,2.72354460,1.64044289,0.02493485,0.80369191
-5.24962481,3.26062504,0.00726986,0.32237527,0.33642833,2.82579461,1.65749239,0.02525874,0.81349023
-5.24362181,3.31858695,0.00708659,0.34060929,0.34077194,2.93056087,1.67681073,0.02567261,0.82483960
-5.23761881,3.38083423,0.00688992,0.35902574,0.34569396,3.03674998,1.69822385,0.02617498,0.83776588
-5.23161581,3.44672261,0.00668469,0.37733834,0.35114091,3.14315726,1.72147320,0.02676216,0.85225881
-5.22561281,3.51546461,0.00647589,0.39524569,0.35704616,3.24849175,1.74622428,0.02742827,0.86827150
-5.21960980,3.58615265,0.00626853,0.41243956,0.36333215,3.35140586,1.77207843,0.02816549,0.88572089
-5.21360680,3.65778679,0.00606758,0.42861375,0.36991281,3.45052850,1.79858728,0.02896425,0.90448937
-5.20760380,3.72930576,0.00587780,0.44347319,0.37669597,3.54450019,1.82526897,0.02981348,0.92442716
-5.20160080,3.79961961,0.00570375,0.45674287,0.38358568,3.63200845,1.85162529,0.03070093,0.94535536
-5.19559780,3.86764217,0.00554961,0.46817627,0.39048440,3.71182184,1.87715876,0.03161346,0.96706949
-5.18959480,3.93232181,0.00541915,0.47756282,0.39729478,3.78282099,1.90138868,0.03253736,0.98934336
-5.18359180,3.99266876,0.00531568,0.48473422,0.40392114,3.84402528,1.92386546,0.03345865,1.01193291
-5.17758879,4.04777793,0.00524193,0.48956914,0.41027048,3.89461374,1.94418233,0.03436341,1.03458012
-5.17158579,4.09684617,0.00520004,0.49199628,0.41625314,3.93393956,1.96198411,0.03523803,1.05701660
-5.16558279,4.13918354,0.00519148,0.49199559,0.42178305,3.96153773,1.97697262,0.03606950,1.07896692
-5.15957979,4.17421834,0.00521701,0.48959758,0.42677771,3.97712560,1.98890877,0.03684555,1.10015170
-5.15357679,4.20149635,0.00527666,0.48488094,0.43115790,3.98059701,1.99761138,0.03755494,1.12029034
-5.14757379,4.22067491,0.00536966,0.47796843,0.43484740,3.97201058,2.00295327,0.03818749,1.13910350
-5.14157079,4.23151274,0.00549446,0.46902147,0.43777266,3.95157327,2.00485500,0.03873425,1.15631550
-5.13556778,4.23385694,0.00564869,0.45823356,0.43986266,3.91962060,2.00327710,0.03918754,1.17165664
-5.12956478,4.22762830,0.00582919,0.44582299,0.44104902,3.87659481,1.99821139,0.03954098,1.18486563
-5.12356178,4.21280647,0.00603206,0.43202514,0.44126648,3.82302254,1.98967231,0.03978949,1.19569222
-5.11755878,4.18941629,0.00625266,0.41708474,0.44045376,3.75949332,1.97768887,0.03992922,1.20390012
-5.11155578,4.15751629,0.00648577,0.40124846,0.43855484,3.68664000,1.96229794,0.03995760,1.20927024
-5.10555278,4.11719047,0.00672560,0.38475814,0.43552062,3.60512214,1.94353938,0.03987317,1.21160435
-5.09954977,4.06854376,0.00696599,0.36784486,0.43131091,3.51561288,1.92145328,0.03967557,1.21072899
-5.09354677,4.01170148,0.00720052,0.35072406,0.42589672,3.41878970,1.89607961,0.03936547,1.20649967
-5.08754377,3.94681283,0.00742269,0.33359193,0.41926247,3.31532882,1.86746012,0.03894449,1.19880518
-5.08154077,3.87405772,0.00762609,0.31662286,0.41140839,3.20590320,1.83564237,0.03841512,1.18757185
-5.07553777,3.79365663,0.00780461,0.29996828,0.40235250,3.09118323,1.80068553,0.03778072,1.17276752
-5.06953477,3.70588222,0.00795258,0.28375639,0.39213238,2.97183966,1.76266743,0.03704541,1.15440515
-5.06353177,3.61107189,0.00806500,0.26809302,0.38080637,2.84854762,1.72169230,0.03621410,1.13254568
-5.05752876,3.50964004,0.00813764,0.25306319,0.36845419,2.72199110,1.67789862,0.03529245,1.10730008
-5.05152576,3.40208897,0.00816724,0.23873320,0.35517680,2.59286679,1.63146638,0.03428683,1.07883028
-5.04552276,3.28901729,0.00815159,0.22515323,0.34109558,2.46188674,1.58262325,0.03320436,1.04734901
-5.03951976,3.17112510,0.00808958,0.21235990,0.32635071,2.32977922,1.53164898,0.03205284,1.01311822
-5.03351676,3.04921506,0.00798128,0.20037894,0.31109879,2.19728731,1.47887781,0.03084080,0.97644631
-5.02751376,2.92418906,0.00782792,0.18922762,0.29550984,2.06516523,1.42469841,0.02957743,0.93768386
-5.02151076,2.79704025,0.00763180,0.17891680,0.27976367,1.93417231,1.36955128,0.02827255,0.89721823
-5.01550775,2.66884042,0.00739627,0.16945264,0.26404592,1.80506494,1.31392358,0.02693656,0.85546691
-5.00950475,2.54072319,0.00712560,0.16083781,0.24854366,1.67858684,1.25834141,0.02558035,0.81286993
-5.00350175,2.41386347,0.00682479,0.15307220,0.23344100,1.55545823,1.20335994,0.02421522,0.76988144
-4.99749875,2.28945403,0.00649946,0.14615325,0.21891458,1.43636438,1.14955168,0.02285270,0.72696083
-4.99149575,2.16867993,0.00615562,0.14007580,0.20512937,1.32194427,1.09749329,0.02150447,0.68456353
-4.98549275,2.05269200,0.00579954,0.13483172,0.19223470,1.21277987,1.04775155,0.02018214,0.64313184
-4.97948974,1.94258033,0.00543751,0.13040921,0.18036078,1.10938655,1.00086906,0.01889707,0.60308609
-4.97348674,1.83934873,0.00507570,0.12679208,0.16961578,1.01220511,0.95735016,0.01766023,0.56481633
-4.96748374,1.74389138,0.00472001,0.12395891,0.16008353,0.92159572,0.91764776,0.01648194,0.52867496
-4.96148074,1.65697226,0.00437590,0.12188231,0.15182192,0.83783391,0.88215147,0.01537171,0.49497026
-4.95547774,1.57920841,0.00404832,0.12052836,0.14486206,0.76110879,0.85117764,0.01433808,0.46396132
-4.94947474,1.51105730,0.00374159,0.11985620,0.13920814,0.69152335,0.82496155,0.01338842,0.43585424
-4.94347174,1.45280897,0.00345937,0.11981789,0.13483801,0.62909678,0.80365203,0.01252885,0.41079983
-4.93746873,1.40458292,0.00320464,0.12035859,0.13170452,0.57376843,0.78730886,0.01176407,0.38889279
-4.93146573,1.36632978,0.00297968,0.12141696,0.12973741,0.52540338,0.77590261,0.01109737,0.37017233
-4.92546273,1.33783766,0.00278609,0.12292592,0.12884583,0.48379903,0.76931729,0.01053052,0.35462420
-4.91945973,1.31874255,0.00262486,0.12481358,0.12892125,0.44869251,0.76735526,0.01006383,0.34218392
-4.91345673,1.30854247,0.00249639,0.12700447,0.12984085,0.41976868,0.76974433,0.00969614,0.33274115
-4.90745373,1.30661457,0.00240056,0.12942084,0.13147113,0.39666821,0.77614672,0.00942494,0.32614487
-4.90145073,1.31223446,0.00233683,0.13198416,0.13367166,0.37899572,0.78616924,0.00924642,0.32220927
-4.89544772,1.32459707,0.00230426,0.13461666,0.13629893,0.36632761,0.79937461,0.00915562,0.32072011
-4.88944472,1.34283821,0.00230158,0.13724279,0.13921008,0.35821959,0.81529316,0.00914656,0.32144120
-4.88344172,1.36605610,0.00232731,0.13979073,0.14226652,0.35421378,0.83343469,0.00921240,0.32412093
-4.87743872,1.39333231,0.00237970,0.14219375,0.14533719,0.35384523,0.85330000,0.00934560,0.32849866
-4.87143572,1.42375150,0.00245686,0.14439146,0.14830159,0.35664813,0.87439187,0.00953806,0.33431070
-4.86543272,1.45641959,0.00255676,0.14633082,0.15105225,0.36216151,0.89622511,0.00978134,0.34129587
-4.85942971,1.49048019,0.00267723,0.14796708,0.15349684,0.36993469,0.91833564,0.01006677,0.34920057
-4.85342671,1.52512899,0.00281600,0.14926442,0.15555973,0.37953242,0.94028849,0.01038561,0.35778324
-4.84742371,1.55962636,0.00297069,0.15019645,0.15718304,0.39053988,0.96168468,0.01072924,0.36681832
-4.84142071,1.59330814,0.00313884,0.15074648,0.15832719,0.40256765,0.98216712,0.01108926,0.37609972
-4.83541771,1.62559489,0.00331788,0.15090768,0.15897101,0.41525649,1.00142558,0.01145762,0.38544377
-4.82941471,1.65599992,0.00350519,0.15068299,0.15911142,0.42828224,1.01920109,0.01182679,0.39469192
-4.82341171,1.68413634,0.00369807,0.15008496,0.15876271,0.44136057,1.03528966,0.01218984,0.40371310
-4.81740870,1.70972335,0.00389380,0.14913547,0.15795560,0.45425165,1.04954572,0.01254056,0.41240583
-4.81140570,1.73259197,0.00408966,0.14786530,0.15673599,0.46676457,1.06188533,0.01287357,0.42070022
-4.80540270,1.75269033,0.00428297,0.14631369,0.15516362,0.47876146,1.07228915,0.01318445,0.42855975
-4.79939970,1.77008828,0.00447115,0.14452776,0.15331055,0.49016100,1.08080523,0.01346977,0.43598289
-4.79339670,1.78498124,0.00465178,0.14256188,0.15125965,0.50094124,1.08755148,0.01372719,0.44300439
-4.78739370,1.79769283,0.00482265,0.14047697,0.14910300,0.51114147,1.09271753,0.01395555,0.44969619
-4.78139070,1.80867573,0.00498185,0.13833972,0.14694030,0.52086286,1.09656583,0.01415486,0.45616779
-4.77538769,1.81851024,0.00512780,0.13622163,0.14487730,0.53026779,1.09943146,0.01432633,0.46256585
-4.76938469,1.82789976,0.00525932,0.13419800,0.14302416,0.53957755,1.10172033,0.01447235,0.46907283
-4.76338169,1.83766255,0.00537568,0.13234671,0.14149380,0.54906835,1.10390535,0.01459643,0.47590452
-4.75737869,1.84871920,0.00547661,0.13074687,0.14040018,0.55906554,1.10652012,0.01470310,0.48330629
-4.75137569,1.86207527,0.00556234,0.12947722,0.13985648,0.56993594,1.11014989,0.01479778,0.49154783
-4.74537269,1.87879887,0.00563354,0.12861440,0.13997318,0.58207853,1.11541950,0.01488658,0.50091649
-4.73936968,1.89999326,0.00569134,0.12823102,0.14085604,0.59591337,1.12297834,0.01497611,0.51170914
-4.73336668,1.92676469,0.00573728,0.12839357,0.14260393,0.61186933,1.13348239,0.01507320,0.52422274
-4.72736368,1.96018627,0.00577322,0.12916024,0.14530658,0.63037063,1.14757372,0.01518465,0.53874373
-4.72136068,2.00125882,0.00580127,0.13057869,0.14904231,0.65182283,1.16585796,0.01531690,0.55553675
-4.71535768,2.05087013,0.00582374,0.13268385,0.15387574,0.67659864,1.18888047,0.01547574,0.57483298
-4.70935468,2.10975419,0.00584302,0.13549587,0.15985555,0.70502409,1.21710219,0.01566603,0.59681864
-4.70335168,2.17845237,0.00586151,0.13901827,0.16701253,0.73736564,1.25087615,0.01589142,0.62162419
-4.69734867,2.25727838,0.00588155,0.14323648,0.17535776,0.77381876,1.29042589,0.01615412,0.64931489
-4.69134567,2.34628920,0.00590539,0.14811677,0.18488127,0.81449835,1.33582686,0.01645473,0.67988321
-4.68534267,2.44526358,0.00593514,0.15360577,0.19555115,0.85943177,1.38699204,0.01679213,0.71324361
-4.67933967,2.55369002,0.00597277,0.15963059,0.20731312,0.90855445,1.44366275,0.01716343,0.74923021
-4.67333667,2.67076538,0.00602016,0.16609958,0.22009088,0.96170856,1.50540550,0.01756403,0.78759767
-4.66733367,2.79540497,0.00607912,0.17290389,0.23378696,1.01864487,1.57161552,0.01798777,0.82802535
-4.66133067,2.92626450,0.00615151,0.17991958,0.24828433,1.07902754,1.64152733,0.01842712,0.87012495
-4.65532766,3.06177351,0.00623931,0.18701053,0.26344865,1.14244192,1.71423220,0.01887348,0.91345130
-4.64932466,3.20017951,0.00634479,0.19403182,0.27913106,1.20840492,1.78870225,0.01931754,0.95751608
-4.64332166,3.33960131,0.00647057,0.20083361,0.29517160,1.27637747,1.86382050,0.01974972,1.00180387
-4.63731866,3.47808948,0.00661980,0.20726534,0.31140294,1.34577871,1.93841570,0.02016055,1.04578988
-4.63131566,3.61369161,0.00679627,0.21318010,0.32765444,1.41600107,2.01130077,0.02054119,1.08895865
-4.62531266,3.74451947,0.00700446,0.21843898,0.34375635,1.48642577,2.08131315,0.02088380,1.13082271
-4.61930965,3.86881501,0.00724961,0.22291521,0.35954394,1.55643798,2.14735545,0.02118203,1.17094039
-4.61330665,3.98501240,0.00753774,0.22649798,0.37486154,1.62544106,2.20843455,0.02143127,1.20893182
-4.60730365,4.09179281,0.00787558,0.22909566,0.38956612,1.69286926,2.26369734,0.02162901,1.24449235
-4.60130065,4.18812958,0.00827046,0.23063843,0.40353047,1.75819844,2.31246154,0.02177495,1.27740260
-4.59529765,4.27332138,0.00873017,0.23108010,0.41664577,1.82095444,2.35423996,0.02187111,1.30753462
-4.58929465,4.34701159,0.00926269,0.23039914,0.42882341,1.88071880,2.38875720,0.02192176,1.33485375
-4.58329165,4.40919298,0.00987594,0.22859875,0.43999608,1.93713178,2.41595768,0.02193332,1.35941603
-4.57728864,4.46019727,0.01057740,0.22570620,0.45011803,1.98989271,2.43600472,0.02191401,1.38136118
-4.57128564,4.50066986,0.01137378,0.22177129,0.45916452,2.03875784,2.44927057,0.02187358,1.40090162
-4.56528264,4.53153105,0.01227059,0.21686416,0.46713052,2.08353594,2.45631769,0.02182281,1.41830777
-4.55927964,4.55392529,0.01327176,0.21107241,0.47402865,2.12408214,2.45787214,0.02177303,1.43389061
-4.55327664,4.56916105,0.01437926,0.20449790,0.47988658,2.16029044,2.45479026,0.02173556,1.44798218
-4.54727364,4.57864409,0.01559273,0.19725315,0.48474391,2.19208534,2.44802011,0.02172119,1.46091514
-4.54127064,4.58380724,0.01690921,0.18945759,0.48864872,2.21941342,2.43855939,0.02173960,1.47300237
-4.53526763,4.58604028,0.01832292,0.18123394,0.49165397,2.24223508,2.42741187,0.02179887,1.48451761
-4.52926463,4.58662305,0.01982513,0.17270458,0.49381396,2.26051723,2.41554423,0.02190505,1.49567831
-4.52326163,4.58666513,0.02140413,0.16398836,0.49518087,2.27422732,2.40384537,0.02206182,1.50663139
-4.51725863,4.58705491,0.02304535,0.15519770,0.49580176,2.28332900,2.39309000,0.02227023,1.51744283
-4.51125563,4.58842045,0.02473155,0.14643619,0.49571598,2.28777979,2.38390819,0.02252858,1.52809145
-4.50525263,4.59110394,0.02644312,0.13779672,0.49495327,2.28753086,2.37676223,0.02283241,1.53846740
-4.49924962,4.59515080,0.02815855,0.12936017,0.49353249,2.28252890,2.37193185,0.02317459,1.54837529
-4.49324662,4.60031386,0.02985492,0.12119458,0.49146113,2.27271999,2.36950837,0.02354562,1.55754192
