energy_ev,total_up,C_s_up,C_p_up,Mo_p_up,Mo_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.51375688,7.93810875,0.02994255,1.82548725,4.01947400,3.44298975,0.02708925,2.52873743,1.06785041,0.24281910
-5.50775388,7.81711312,0.02917868,1.82529806,3.95331010,3.41538179,0.02747388,2.45107190,1.03004003,0.23641295
-5.50175088,7.68463936,0.02844023,1.81862483,3.87896338,3.37641735,0.02805868,2.37486708,0.99136467,0.23148308
-5.49574787,7.54278721,0.02774416,1.80579955,3.79757599,3.32693765,0.02883055,2.30099282,0.95232547,0.22805996
-5.48974487,7.39412770,0.02710690,1.78729427,3.71054323,3.26804066,0.02977380,2.23044016,0.91348259,0.22617350
-5.48374187,7.24163047,0.02654384,1.76370465,3.61947694,3.20104621,0.03087048,2.16429841,0.87544447,0.22585161
-5.47773887,7.08857700,0.02606884,1.73572999,3.52616085,3.12745502,0.03210062,2.10372747,0.83885522,0.22711859
-5.47173587,6.93846355,0.02569377,1.70415062,3.43250007,3.04890347,0.03344259,2.04992655,0.80438062,0.22999320
-5.46573287,6.79489751,0.02542814,1.66980356,3.34046705,2.96711571,0.03487335,2.00410048,0.77269314,0.23448671
-5.45972986,6.66149147,0.02527876,1.63355758,3.25204630,2.88385491,0.03636881,1.96742485,0.74445656,0.24060082
-5.45372686,6.54175880,0.02524954,1.59628841,3.16918046,2.80087544,0.03790414,1.94101128,0.72031052,0.24832582
-5.44772386,6.43901474,0.02534131,1.55885538,3.09371974,2.71987766,0.03945420,1.92587401,0.70085554,0.25763886
-5.44172086,6.35628619,0.02555181,1.52208009,3.02737697,2.64246665,0.04099387,1.92289876,0.68663865,0.26850251
-5.43571786,6.29623317,0.02587570,1.48672802,2.97168972,2.57011631,0.04249854,1.93281487,0.67814023,0.28086373
-5.42971486,6.26108388,0.02630477,1.45349351,2.92799068,2.50413950,0.04394446,1.95617143,0.67576200,0.29465319
-5.42371186,6.25258508,0.02682808,1.42298858,2.89738716,2.44566499,0.04530925,1.99331795,0.67981661,0.30978509
-5.41770885,6.27196832,0.02743236,1.39573559,2.88074969,2.39562141,0.04657232,2.04439010,0.69051884,0.32615736
-5.41170585,6.31993221,0.02810229,1.37216380,2.87870956,2.35472815,0.04771526,2.10930054,0.70797859,0.34365245
-5.40570285,6.39664008,0.02882098,1.35260939,2.89166451,2.32349280,0.04872227,2.18773528,0.73219587,0.36213850
-5.39969985,6.50173185,0.02957041,1.33731866,2.91979136,2.30221464,0.04958047,2.27915523,0.76305770,0.38147089
-5.39369685,6.63434870,0.03033190,1.32645366,2.96306423,2.29099326,0.05028016,2.38280291,0.80033726,0.40149432
-5.38769385,6.79316828,0.03108659,1.32009970,3.02127655,2.28974145,0.05081503,2.49771415,0.84369518,0.42204506
-5.38169085,6.97644872,0.03181593,1.31827396,3.09406516,2.29820126,0.05118219,2.62273423,0.89268311,0.44295353
-5.37568784,7.18207888,0.03250212,1.32093443,3.18093475,2.31596232,0.05138222,2.75653808,0.94674972,0.46404708
-5.36968484,7.40763284,0.03312856,1.32798867,3.28128100,2.34248134,0.05141896,2.89765402,1.00524895,0.48515275
-5.36368184,7.65042646,0.03368017,1.33930165,3.39441100,2.37710202,0.05129932,3.04449048,1.06745064,0.50610013
-5.35767884,7.90757422,0.03414375,1.35470242,3.51955990,2.41907457,0.05103292,3.19536481,1.13255333,0.52672410
-5.35167584,8.17604487,0.03450822,1.37398916,3.65590311,2.46757435,0.05063163,3.34853380,1.19969910,0.54686734
-5.34567284,8.45271449,0.03476482,1.39693269,3.80256373,2.52171923,0.05010906,3.50222492,1.26799021,0.56638264
-5.33966983,8.73441632,0.03490717,1.42327837,3.95861536,2.58058550,0.04948004,3.65466774,1.33650716,0.58513487
-5.33366683,9.01798680,0.03493137,1.45274667,4.12308096,2.64322231,0.04875994,3.80412470,1.40432771,0.60300260
-5.32766383,9.30030762,0.03483594,1.48503275,4.29492850,2.70866470,0.04796418,3.94892065,1.47054649,0.61987935
-5.32166083,9.57834387,0.03462173,1.51980549,4.47306477,2.77594560,0.04710761,4.08747050,1.53429442,0.63567441
-5.31565783,9.84917876,0.03429177,1.55670645,4.65632870,2.84410680,0.04620400,4.21830455,1.59475764,0.65031333
-5.30965483,10.11004505,0.03385108,1.59534928,4.84348562,2.91220947,0.04526569,4.34009091,1.65119499,0.66373806
-5.30365183,10.35835396,0.03330642,1.63532005,5.03322398,2.97934431,0.04430320,4.45165471,1.70295376,0.67590680
-5.29764882,10.59172170,0.03266606,1.67617884,5.22415574,3.04464147,0.04332508,4.55199398,1.74948296,0.68679366
-5.29164582,10.80799408,0.03193949,1.71746290,5.41482148,3.10728054,0.04233781,4.64029177,1.79034367,0.69638812
-5.28564282,11.00526921,0.03113711,1.75869148,5.60370095,3.16650027,0.04134589,4.71592465,1.82521616,0.70469443
-5.27963982,11.18191823,0.03027003,1.79937235,5.78922918,3.22160819,0.04035194,4.77846748,1.85390341,0.71173095
-5.27363682,11.33660368,0.02934977,1.83900985,5.96981825,3.27198958,0.03935703,4.82769446,1.87633104,0.71752955
-5.26763382,11.46829502,0.02838801,1.87711405,6.14388379,3.31711564,0.03836100,4.86357671,1.89254354,0.72213503
-5.26163082,11.57628057,0.02739645,1.91321081,6.30987556,3.35655039,0.03736286,4.88627637,1.90269705,0.72560454
-5.25562781,11.66017510,0.02638654,1.94685211,6.46631060,3.38995584,0.03636128,4.89613749,1.90704902,0.72800718
-5.24962481,11.71992227,0.02536941,1.97762608,6.61180754,3.41709519,0.03535497,4.89367395,1.90594515,0.72942350
-5.24362181,11.75579124,0.02435570,2.00516640,6.74512038,3.43783358,0.03434315,4.87955458,1.89980412,0.72994506
-5.23761881,11.76836693,0.02335545,2.02916040,6.86517018,3.45213640,0.03332591,4.85458587,1.88910088,0.72967394
-5.23161581,11.75853371,0.02237809,2.04935557,6.97107316,3.46006497,0.03230453,4.81969262,1.87434896,0.72872211
-5.22561281,11.72745256,0.02143232,2.06556420,7.06216390,3.46176988,0.03128169,4.77589679,1.85608273,0.72721068
-5.21960980,11.67653229,0.02052609,2.07766595,7.13801274,3.45748216,0.03026166,4.72429522,1.83484010,0.72526900
-5.21360680,11.60739553,0.01966661,2.08560838,7.19843679,3.44750275,0.02925029,4.66603652,1.81114640,0.72303346
-5.20760380,11.52184082,0.01886032,2.08940562,7.24350426,3.43219103,0.02825505,4.60229788,1.78549999,0.72064625
-5.20160080,11.42180221,0.01811289,2.08913525,7.27353244,3.41195273,0.02728490,4.53426224,1.75836005,0.71825377
-5.19559780,11.30930808,0.01742926,2.08493394,7.28907961,3.38722827,0.02635010,4.46309660,1.73013693,0.71600501
-5.18959480,11.18644101,0.01681368,2.07699203,7.29093184,3.35848190,0.02546206,4.38993197,1.70118533,0.71404981
-5.18359180,11.05530022,0.01626970,2.06554756,7.28008546,3.32619240,0.02463305,4.31584564,1.67180036,0.71253708
-5.17758879,10.91796836,0.01580030,2.05088014,7.25772627,3.29084565,0.02387596,4.24184628,1.64221655,0.71161309
-5.17158579,10.77648357,0.01540790,2.03330489,7.22520639,3.25292942,0.02320405,4.16886219,1.61260964,0.71141979
-5.16558279,10.63281778,0.01509442,2.01316678,7.18401967,3.21293033,0.02263072,4.09773316,1.58310089,0.71209343
-5.15957979,10.48886140,0.01486142,1.99083546,7.13577628,3.17133291,0.02216925,4.02920587,1.55376364,0.71376316
-5.15357679,10.34641423,0.01471007,1.96670064,7.08217693,3.12862032,0.02183261,3.96393282,1.52463168,0.71655002
-5.14757379,10.20718178,0.01464128,1.94116792,7.02498700,3.08527622,0.02163325,3.90247455,1.49570896,0.72056592
-5.14157079,10.07277577,0.01465573,1.91465502,6.96601045,3.04178714,0.02158293,3.84530464,1.46698014,0.72591277
-5.13556778,9.94471724,0.01475386,1.88758801,6.90706353,2.99864450,0.02169250,3.79281687,1.43842153,0.73268169
-5.12956478,9.82444050,0.01493589,1.86039749,6.84994795,2.95634566,0.02197172,3.74533375,1.41001180,0.74095202
-5.12356178,9.71329611,0.01520176,1.83351437,6.79642327,2.91539331,0.02242902,3.70311569,1.38174215,0.75079020
-5.11755878,9.61255111,0.01555109,1.80736512,6.74817853,2.87629253,0.02307126,3.66636987,1.35362531,0.76224836
-5.11155578,9.52338522,0.01598302,1.78236629,6.70680301,2.83954536,0.02390342,3.63525801,1.32570319,0.77536255
-5.10555278,9.44688194,0.01649613,1.75891841,6.67375659,2.80564271,0.02492829,3.60990247,1.29805286,0.79015049
-5.09954977,9.38401439,0.01708820,1.73739919,6.65034028,2.77505372,0.02614610,3.59039005,1.27079052,0.80660898
-5.09354677,9.33562600,0.01775607,1.71815642,6.63766790,2.74821317,0.02755414,3.57677330,1.24407359,0.82471098
-5.08754377,9.30240710,0.01849545,1.70150069,6.63664001,2.72550736,0.02914640,3.56906929,1.21810067,0.84440245
-5.08154077,9.28486899,0.01930071,1.68769843,6.64792164,2.70725969,0.03091319,3.56725605,1.19310963,0.86559920
-5.07553777,9.28331748,0.02016473,1.67696577,6.67192520,2.69371667,0.03284084,3.57126717,1.16937387,0.88818394
-5.06953477,9.29782842,0.02107877,1.66946350,6.70879998,2.68503557,0.03491149,3.58098531,1.14719701,0.91200389
-5.06353177,9.32822751,0.02203245,1.66529369,6.75842961,2.68127480,0.03710294,3.59623537,1.12690624,0.93686923
-5.05752876,9.37407708,0.02301368,1.66449829,6.82043823,2.68238781,0.03938869,3.61677820,1.10884461,0.96255257
-5.05152576,9.43467169,0.02400880,1.66705989,6.89420586,2.68822143,0.04173810,3.64230596,1.09336269,0.98878995
-5.04552276,9.50904404,0.02500273,1.67290476,6.97889269,2.69851887,0.04411680,3.67243959,1.08080964,1.01528333
-5.03951976,9.59598217,0.02597919,1.68190807,7.07347166,2.71292773,0.04648715,3.70672933,1.07152423,1.04170483
-5.03351676,9.69405751,0.02692110,1.69390104,7.17676769,2.73101251,0.04880907,3.74465849,1.06582580,1.06770277
-5.02751376,9.80166311,0.02781090,1.70867952,7.28750166,2.75227134,0.05104084,3.78565054,1.06400556,1.09290921
-5.02151076,9.91705988,0.02863105,1.72601360,7.40433647,2.77615571,0.05314025,3.82907949,1.06631821,1.11694903
-5.01550775,10.03842846,0.02936456,1.74565740,7.52592266,2.80209224,0.05506565,3.87428279,1.07297411,1.13945000
-5.00950475,10.16392334,0.02999543,1.76735853,7.65094030,2.82950502,0.05677724,3.92057624,1.08413196,1.16005351
-5.00350175,10.29172582,0.03050921,1.79086632,7.77813477,2.85783705,0.05823828,3.96726974,1.09989223,1.17842540
-4.99749875,10.42009229,0.03089343,1.81593845,7.90634366,2.88656956,0.05941626,4.01368298,1.12029116,1.19426634
-4.99149575,10.54739450,0.03113803,1.84234522,8.03451324,2.91523769,0.06028400,4.05915989,1.14529568,1.20732129
-4.98549275,10.67214916,0.03123569,1.86987134,8.16170329,2.94344165,0.06082055,4.10308091,1.17479903,1.21738727
-4.97948974,10.79303502,0.03118206,1.89831501,8.28707999,2.97085271,0.06101196,4.14487229,1.20861748,1.22431939
-4.97348674,10.90889636,0.03097591,1.92748448,8.40989786,2.99721358,0.06085174,4.18401182,1.24648813,1.22803434
-4.96748374,11.01873320,0.03061909,1.95719230,8.52947200,3.02233332,0.06034107,4.22003070,1.28806800,1.22851154
-4.96148074,11.12167941,0.03011652,1.98724790,8.64514339,3.04607742,0.05948876,4.25251173,1.33293458,1.22579165
-4.95547774,11.21697094,0.02947590,2.01744921,8.75624002,3.06835372,0.05831093,4.28108413,1.38058814,1.21997264
-4.94947474,11.30390719,0.02870747,2.04757397,8.86203746,3.08909561,0.05683039,4.30541568,1.43045575,1.21120361
-4.94347174,11.38180926,0.02782362,2.07737181,8.96172238,3.10824366,0.05507581,4.32520306,1.48189740,1.19967684
-4.93746873,11.44997887,0.02683842,2.10655774,9.05436244,3.12572748,0.05308074,4.34016149,1.53421403,1.18561841
-4.93146573,11.50766184,0.02576720,2.13480799,9.13888565,3.14144901,0.05088242,4.35001472,1.58665768,1.16927810
-4.92546273,11.55401974,0.02462603,2.16175862,9.21407150,3.15526890,0.04852055,4.35448632,1.63844350,1.15091894
-4.91945973,11.58811237,0.02343125,2.18700748,9.27855545,3.16699690,0.04603601,4.35329343,1.68876349,1.13080721
-4.91345673,11.60889327,0.02219901,2.21011955,9.33084732,3.17638719,0.04346962,4.34614341,1.73680158,1.10920319
-4.90745373,11.61521920,0.02094487,2.23063569,9.36936328,3.18313910,0.04086097,4.33273399,1.78174985,1.08635325
-4.90145073,11.60587343,0.01968344,2.24808440,9.39246979,3.18690325,0.03824735,4.31275706,1.82282513,1.06248344
-4.89544772,11.57960182,0.01842812,2.26199605,9.39853759,3.18729267,0.03566289,4.28590597,1.85928569,1.03779499
-4.88944472,11.53515948,0.01719089,2.27191886,9.38600245,3.18389840,0.03313784,4.25188592,1.89044737,1.01246166
-4.88344172,11.47136524,0.01598214,2.27743574,9.35342958,3.17630822,0.03069808,4.21042686,1.91569862,0.98662893
-4.87743872,11.38716055,0.01481067,2.27818098,9.29957776,3.16412757,0.02836478,4.16129809,1.93451391,0.96041486
-4.87143572,11.28166905,0.01368364,2.27385596,9.22345981,3.14700110,0.02615436,4.10432367,1.94646516,0.93391253
-4.86543272,11.15425320,0.01260665,2.26424283,9.12439592,3.12463350,0.02407849,4.03939778,1.95123065,0.90719355
-4.85942971,11.00456463,0.01158385,2.24921548,9.00205699,3.09680829,0.02214440,3.96649900,1.94860130,0.88031248
-4.85342671,10.83258518,0.01061806,2.22874717,8.85649575,3.06340349,0.02035521,3.88570295,1.93848413,0.85331172
-4.84742371,10.63865645,0.00971097,2.20291442,8.68816419,3.02440313,0.01871042,3.79719238,1.92090279,0.82622661
-4.84142071,10.42349638,0.00886330,2.17189695,8.49791655,2.97990412,0.01720646,3.70126451,1.89599531,0.79909034
-4.83541771,10.18820219,0.00807498,2.13597376,8.28699813,2.93011811,0.01583726,3.59833505,1.86400921,0.77193860
-4.82941471,9.93423988,0.00734533,2.09551556,8.05702057,2.87536846,0.01459485,3.48893898,1.82529421,0.74481352
-4.82341171,9.66342118,0.00667324,2.05097418,7.80992532,2.81608257,0.01346998,3.37372803,1.78029297,0.71776702
-4.81740870,9.37786956,0.00605732,2.00286924,7.54793706,2.75278024,0.01245261,3.25346512,1.72953002,0.69086337
-4.81140570,9.07997718,0.00549600,1.95177319,7.27350962,2.68605890,0.01153240,3.12901595,1.67359954,0.66418091
-4.80540270,8.77235522,0.00498772,1.89829514,6.98926682,2.61657653,0.01069917,3.00133826,1.61315219,0.63781302
-4.79939970,8.45778004,0.00453094,1.84306448,6.69794074,2.54503340,0.00994325,2.87146905,1.54888155,0.61186840
-4.79339670,8.13913739,0.00412425,1.78671492,6.40230998,2.47215359,0.00925569,2.74051022,1.48151038,0.58647067
-4.78739370,7.81936710,0.00376643,1.72986954,6.10514001,2.39866713,0.00862851,2.60961310,1.41177724,0.56175737
-4.78139070,7.50140995,0.00345647,1.67312747,5.80912757,2.32529356,0.00805480,2.47996221,1.34042355,0.53787858
-4.77538769,7.18815836,0.00319356,1.61705253,5.51685058,2.25272760,0.00752880,2.35275864,1.26818156,0.51499504
-4.76938469,6.88241186,0.00297715,1.56216396,5.23072462,2.18162714,0.00704584,2.22920319,1.19576328,0.49327596
-4.76338169,6.58683801,0.00280688,1.50892954,4.95296675,2.11260391,0.00660235,2.11047987,1.12385053,0.47289660
-4.75737869,6.30393907,0.00268258,1.45776078,4.68556683,2.04621668,0.00619576,1.99773954,1.05308632,0.45403554
-4.75137569,6.03602414,0.00260427,1.40901020,4.43026637,1.98296693,0.00582436,1.89208423,0.98406748,0.43687177
-4.74537269,5.78518647,0.00257205,1.36297035,4.18854446,1.92329650,0.00548717,1.79455205,0.91733863,0.42158166
-4.73936968,5.55328537,0.00258611,1.31987429,3.96161038,1.86758703,0.00518381,1.70610298,0.85338746,0.40833569
-4.73336668,5.34193200,0.00264665,1.27989718,3.75040190,1.81616056,0.00491433,1.62760558,0.79264127,0.39729518
-4.72736368,5.15247833,0.00275382,1.24315866,3.55558873,1.76928080,0.00467908,1.55982471,0.73546460,0.38860885
-4.72136068,4.98600882,0.00290767,1.20972571,3.37758019,1.72715488,0.00447855,1.50341056,0.68215809,0.38240942
-4.71535768,4.84333421,0.00310809,1.17961579,3.21653624,1.68993500,0.00431324,1.45888883,0.63295814,0.37881030
-4.70935468,4.72498718,0.00335471,1.15280003,3.07238139,1.65771984,0.00418357,1.42665251,0.58803759,0.37790231
-4.70335168,4.63121980,0.00364687,1.12920638,2.94482070,1.63055561,0.00408978,1.40695518,0.54750711,0.37975068
-4.69734867,4.56200291,0.00398356,1.10872278,2.83335751,1.60843666,0.00403181,1.39990599,0.51141723,0.38439229
-4.69134567,4.51702750,0.00436335,1.09120019,2.73731253,1.59130585,0.00400930,1.40546661,0.47976106,0.39183338
-4.68534267,4.49570863,0.00478435,1.07645572,2.65584402,1.57905465,0.00402152,1.42345004,0.45247740,0.40204761
-4.67933967,4.49719217,0.00524417,1.06427587,2.58796899,1.57152335,0.00406737,1.45352154,0.42945441,0.41497476
-4.67333667,4.52036486,0.00573991,1.05441997,2.53258511,1.56850162,0.00414537,1.49520175,0.41053370,0.43052004
-4.66733367,4.56386799,0.00626813,1.04662397,2.48849356,1.56972952,0.00425371,1.54787195,0.39551468,0.44855394
-4.66133067,4.62611504,0.00682485,1.04060452,2.45442237,1.57489936,0.00439031,1.61078166,0.38415941,0.46891298
-4.65532766,4.70531341,0.00740557,1.03606354,2.42905040,1.58365847,0.00455286,1.68305837,0.37619766,0.49140098
-4.64932466,4.79949008,0.00800533,1.03269301,2.41103156,1.59561302,0.00473894,1.76371954,0.37133233,0.51579115
-4.64332166,4.90652125,0.00861873,1.03018019,2.39901908,1.61033293,0.00494616,1.85168670,0.36924510,0.54182884
