energy_ev,total_up,C_s_up,C_p_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.89794897,6.18957034,0.02094975,1.33946769,4.91101646,3.13804354,0.03242647,1.11221160,0.37732527,0.09335666
-5.89194597,6.17292808,0.02160127,1.30707242,4.97326650,3.06353102,0.03423289,1.15685837,0.40684322,0.09664965
-5.88594297,6.17304035,0.02221700,1.27722519,5.04568145,2.99774711,0.03611498,1.20556304,0.43828614,0.10027463
-5.87993997,6.18863561,0.02279244,1.25002000,5.12736428,2.94054126,0.03805629,1.25756567,0.47123320,0.10416885
-5.87393697,6.21812286,0.02332260,1.22548966,5.21720878,2.89159797,0.04003768,1.31203874,0.50522178,0.10826524
-5.86793397,6.25960077,0.02380193,1.20360113,5.31389757,2.85043901,0.04203747,1.36809586,0.53975459,0.11249299
-5.86193097,6.31088313,0.02422439,1.18425349,5.41591335,2.81643231,0.04403173,1.42480474,0.57430895,0.11677847
-5.85592796,6.36954149,0.02458350,1.16727892,5.52156439,2.78880807,0.04599477,1.48120451,0.60834807,0.12104640
-5.84992496,6.43296476,0.02487250,1.15244688,5.62902455,2.76668206,0.04789974,1.53632713,0.64133404,0.12522141
-5.84392196,6.49843427,0.02508458,1.13947158,5.73638682,2.74908548,0.04971945,1.58922208,0.67274210,0.12922981
-5.83791896,6.56321151,0.02521310,1.12802245,5.84172800,2.73500043,0.05142727,1.63898343,0.70207552,0.13300152
-5.83191596,6.62463466,0.02525195,1.11773715,5.94318138,2.72339966,0.05299814,1.68477813,0.72888056,0.13647219
-5.82591296,6.68021902,0.02519577,1.10823662,6.03901309,2.71328848,0.05440960,1.72587382,0.75276067,0.13958517
-5.81990995,6.72775592,0.02504038,1.09914134,6.12769739,2.70374704,0.05564278,1.76166484,0.77338925,0.14229346
-5.81390695,6.76540432,0.02478295,1.09008779,6.20798573,2.69397033,0.05668344,1.79169468,0.79052020,0.14456131
-5.80790395,6.79176946,0.02442236,1.08074441,6.27896479,2.68330383,0.05752273,1.81567351,0.80399572,0.14636551
-5.80190095,6.80596339,0.02395932,1.07082589,6.34009872,2.67127251,0.05815788,1.83348954,0.81375080,0.14769616
-5.79589795,6.80764315,0.02339652,1.06010508,6.39125231,2.65760139,0.05859269,1.84521326,0.81981410,0.14855697
-5.78989495,6.79702350,0.02273869,1.04842179,6.43269221,2.64222608,0.05883765,1.85109395,0.82230500,0.14896487
-5.78389195,6.77486269,0.02199256,1.03568792,6.46506539,2.62529258,0.05890996,1.85154848,0.82142707,0.14894919
-5.77788894,6.74242117,0.02116672,1.02188858,6.48935498,2.60714596,0.05883309,1.84714268,0.81745794,0.14855014
-5.77188594,6.70139504,0.02027145,1.00707928,6.50681555,2.58830837,0.05863620,1.83856606,0.81073641,0.14781687
-5.76588294,6.65382742,0.01931846,0.99137924,6.51889104,2.56944735,0.05835326,1.82660117,0.80164714,0.14680518
-5.75987994,6.60200230,0.01832055,0.97496128,6.52712009,2.55133626,0.05802187,1.81208914,0.79060387,0.14557490
-5.75387694,6.54832687,0.01729131,0.95803902,6.53303412,2.53480875,0.05768204,1.79589312,0.77803203,0.14418720
-5.74787394,6.49520850,0.01624471,0.94085205,6.53805455,2.52070999,0.05737471,1.77886175,0.76435166,0.14270188
-5.74187094,6.44493360,0.01519481,0.92365007,6.54339538,2.50984733,0.05714029,1.76179442,0.74996145,0.14117493
-5.73586793,6.39955486,0.01415534,0.90667693,6.54997734,2.50294315,0.05701715,1.74541026,0.73522491,0.13965635
-5.72986493,6.36079334,0.01313950,0.89015550,6.55835920,2.50059269,0.05704017,1.73032257,0.72045918,0.13818843
-5.72386193,6.32996077,0.01215963,0.87427425,6.56869072,2.50322919,0.05723947,1.71701982,0.70592713,0.13680455
-5.71785893,6.30790621,0.01122703,0.85917626,6.58069054,2.51109839,0.05763928,1.70585432,0.69183307,0.13552867
-5.71185593,6.29498995,0.01035189,0.84495132,6.59365083,2.52424371,0.05825698,1.69703883,0.67832214,0.13437530
-5.70585293,6.29108565,0.00954315,0.83163136,6.60646872,2.54250320,0.05910258,1.69065132,0.66548337,0.13335023
-5.69984992,6.29561035,0.00880851,0.81918955,6.61770329,2.56551807,0.06017826,1.68664712,0.65335602,0.13245165
-5.69384692,6.30758014,0.00815450,0.80754284,6.62565483,2.59275270,0.06147843,1.68487775,0.64193869,0.13167192
-5.68784392,6.32568811,0.00758654,0.79655781,6.62846238,2.62352463,0.06298998,1.68511512,0.63120065,0.13099955
-5.68184092,6.34839968,0.00710904,0.78605944,6.62421405,2.65704314,0.06469279,1.68707938,0.62109443,0.13042147
-5.67583792,6.37405988,0.00672554,0.77584203,6.61106414,2.69245412,0.06656060,1.69046879,0.61156905,0.12992537
-5.66983492,6.40100620,0.00643884,0.76568182,6.58735071,2.72888885,0.06856201,1.69498980,0.60258287,0.12950198
-5.66383192,6.42768086,0.00625108,0.75535045,6.55170732,2.76551403,0.07066166,1.70038531,0.59411522,0.12914713
-5.65782891,6.45273612,0.00616389,0.74462850,6.50316301,2.80158032,0.07282158,1.70645976,0.58617632,0.12886353
-5.65182591,6.47512716,0.00617836,0.73331852,6.44122542,2.83646697,0.07500247,1.71309932,0.57881452,0.12866200
-5.64582291,6.49418764,0.00629516,0.72125674,6.36594300,2.86972017,0.07716512,1.72028620,0.57212076,0.12856234
-5.63981991,6.50968417,0.00651442,0.70832306,6.27794327,2.90108306,0.07927160,1.72810635,0.56622975,0.12859354
-5.63381691,6.52184728,0.00683571,0.69444887,6.17844563,2.93051616,0.08128645,1.73674999,0.56131786,0.12879349
-5.62781391,6.53137761,0.00725794,0.67962228,6.06924846,2.95820709,0.08317762,1.74650537,0.55759791,0.12920805
-5.62181091,6.53942763,0.00777919,0.66389096,5.95269142,2.98456925,0.08491726,1.75774577,0.55531103,0.12988977
-5.61580790,6.54756021,0.00839660,0.64736215,5.83159531,3.01022972,0.08648222,1.77091103,0.55471616,0.13089603
-5.60980490,6.55768672,0.00910618,0.63020040,5.70918239,3.03600689,0.08785436,1.78648429,0.55607775,0.13228694
-5.60380190,6.57198816,0.00990266,0.61262299,5.58898118,3.06287921,0.08902063,1.80496567,0.55965229,0.13412300
-5.59779890,6.59282351,0.01077938,0.59489340,5.47471994,3.09194651,0.08997289,1.82684408,0.56567455,0.13646261
-5.59179590,6.62263008,0.01172820,0.57731334,5.37021340,3.12438576,0.09070760,1.85256890,0.57434410,0.13935963
-5.58579290,6.66382049,0.01273945,0.56021357,5.27924720,3.16140326,0.09122528,1.88252305,0.58581306,0.14286099
-5.57978989,6.71868125,0.01380200,0.54394403,5.20546419,3.20418541,0.09152995,1.91699876,0.60017558,0.14700456
-5.57378689,6.78927699,0.01490330,0.52886357,5.15225649,3.25385006,0.09162845,1.95617729,0.61745967,0.15181724
-5.56778389,6.87736444,0.01602963,0.51532978,5.12266635,3.31140032,0.09152980,2.00011369,0.63762185,0.15731340
-5.56178089,6.98431904,0.01716633,0.50368903,5.11929858,3.37768251,0.09124447,2.04872703,0.66054495,0.16349372
-5.55577789,7.11107652,0.01829811,0.49426715,5.14424632,3.45334963,0.09078390,2.10179671,0.68603899,0.17034445
-5.54977489,7.25809101,0.01940949,0.48736082,5.19903146,3.53883146,0.09015996,2.15896470,0.71384546,0.17783698
-5.54377189,7.42531017,0.02048521,0.48322987,5.28456061,3.63431193,0.08938458,2.21974359,0.74364443,0.18592790
-5.53776888,7.61216730,0.02151069,0.48209055,5.40109669,3.73971433,0.08846957,2.28352974,0.77506448,0.19455942
-5.53176588,7.81758974,0.02247256,0.48410983,5.54824617,3.85469441,0.08742645,2.34962102,0.80769475,0.20366010
-5.52576288,8.04002223,0.02335905,0.48940083,5.72496172,3.97864133,0.08626651,2.41723798,0.84109877,0.21314595
-5.51975988,8.27746372,0.02416050,0.49801934,5.92955953,4.11068613,0.08500089,2.48554766,0.87482922,0.22292178
-5.51375688,8.52751585,0.02486967,0.50996146,6.15975100,4.24971735,0.08364077,2.55368882,0.90844315,0.23288287
-5.50775388,8.78744123,0.02548202,0.52516248,6.41268806,4.39440329,0.08219765,2.62079773,0.94151693,0.24291686
-5.50175088,9.05422974,0.02599595,0.54349693,6.68502138,4.54322021,0.08068355,2.68603343,0.97366024,0.25290581
-5.49574787,9.32467106,0.02641284,0.56477999,6.97297089,4.69448601,0.07911127,2.74860179,1.00452863,0.26272861
-5.48974487,9.59543188,0.02673702,0.58877019,7.27240757,4.84639857,0.07749464,2.80777751,1.03383405,0.27226338
-5.48374187,9.86313627,0.02697562,0.61517363,7.57894556,4.99707810,0.07584864,2.86292365,1.06135309,0.28139022
-5.47773887,10.12444773,0.02713830,0.64364955,7.88804296,5.14461264,0.07418950,2.91350824,1.08693259,0.28999395
-5.47173587,10.37615148,0.02723689,0.67381745,8.19510988,5.28710586,0.07253470,2.95911771,1.11049243,0.29796700
-5.46573287,10.61523548,0.02728495,0.70526562,8.49562108,5.42272607,0.07090287,2.99946696,1.13202559,0.30521226
-5.45972986,10.83896846,0.02729724,0.73756091,8.78523091,5.54975534,0.06931364,3.03440605,1.15159552,0.31164591
-5.45372686,11.04497313,0.02728915,0.77025973,9.05988696,5.66663723,0.06778739,3.06392348,1.16933101,0.31720009
-5.44772386,11.23129246,0.02727618,0.80291983,9.31593925,5.77202179,0.06634491,3.08814601,1.18541892,0.32182530
-5.44172086,11.39644672,0.02727330,0.83511263,9.55024070,5.86480617,0.06500703,3.10733517,1.20009499,0.32549240
-5.43571786,11.53947905,0.02729449,0.86643554,9.76023527,5.94416915,0.06379421,3.12188046,1.21363335,0.32819414
-5.42971486,11.65998694,0.02735219,0.89652398,9.94402949,6.00959794,0.06272610,3.13228921,1.22633495,0.32994608
-5.42371186,11.75813754,0.02745693,0.92506234,10.10044415,6.06090576,0.06182107,3.13917335,1.23851547,0.33078681
-5.41770885,11.83466488,0.02761700,0.95179353,10.22904275,6.09823876,0.06109572,3.14323298,1.25049312,0.33077734
-5.41170585,11.89084739,0.02783818,0.97652646,10.33013468,6.12207146,0.06056449,3.14523714,1.26257672,0.32999973
-5.40570285,11.92846521,0.02812361,0.99914111,10.40475176,6.13318995,0.06023920,3.14600184,1.27505432,0.32855484
-5.39969985,11.94973728,0.02847379,1.01959071,10.45459792,6.13266285,0.06012867,3.14636578,1.28818285,0.32655928
-5.39369685,11.95723930,0.02888655,1.03790081,10.48197317,6.12180069,0.06023837,3.14716435,1.30217889,0.32414165
-5.38769385,11.95380481,0.02935726,1.05416525,10.48967421,6.10210463,0.06057016,3.14920237,1.31721080,0.32143816
-5.38169085,11.94241235,0.02987898,1.06853885,10.48087520,6.07520646,0.06112203,3.15322647,1.33339249,0.31858789
-5.37568784,11.92606315,0.03044278,1.08122733,10.45899337,6.04280204,0.06188794,3.15989792,1.35077867,0.31572766
-5.36968484,11.90765389,0.03103803,1.09247469,10.42754493,6.00658110,0.06285778,3.16976701,1.36936198,0.31298708
-5.36368184,11.88985056,0.03165279,1.10254872,10.38999750,5.96815637,0.06401736,3.18324984,1.38907174,0.31048364
-5.35767884,11.87496880,0.03227418,1.11172519,10.34962548,5.92899555,0.06534854,3.20060880,1.40977449,0.30831836
-5.35167584,11.86486696,0.03288882,1.12027178,10.30937474,5.89035920,0.06682942,3.22193748,1.43127627,0.30657201
-5.34567284,11.86085718,0.03348319,1.12843231,10.27174275,5.85324789,0.06843468,3.24715113,1.45332655,0.30530230
-5.33966983,11.86363938,0.03404407,1.13641226,10.23867946,5.81836127,0.07013603,3.27598315,1.47562372,0.30454192
-5.33366683,11.87326202,0.03455895,1.14436642,10.21151332,5.78607125,0.07190270,3.30798822,1.49782202,0.30429778
-5.32766383,11.88911211,0.03501634,1.15238924,10.19090563,5.75641087,0.07370213,3.34255211,1.51953985,0.30455136
-5.32166083,11.90993563,0.03540621,1.16050845,10.17683488,5.72907947,0.07550065,3.37890817,1.54036906,0.30526013
-5.31565783,11.93388784,0.03572023,1.16868250,10.16861153,5.70346407,0.07726430,3.41615992,1.55988519,0.30636006
-5.30965483,11.95861142,0.03595206,1.17680161,10.16492190,5.67867591,0.07895963,3.45330904,1.57765827,0.30776902
-5.30365183,11.98133882,0.03609763,1.18469283,10.16389875,5.65360017,0.08055457,3.48928763,1.59326388,0.30939094
-5.29764882,11.99901405,0.03615525,1.19212838,10.16321458,5.62695651,0.08201927,3.52299354,1.60629417,0.31112047
-5.29164582,12.00842780,0.03612574,1.19883718,10.16019304,5.59736700,0.08332688,3.55332718,1.61636852,0.31284788
-5.28564282,12.00635935,0.03601253,1.20451862,10.15193266,5.56342807,0.08445424,3.57922839,1.62314340,0.31446411
-5.27963982,11.98971825,0.03582152,1.20885800,10.13543717,5.52378269,0.08538249,3.59971167,1.62632123,0.31586553
-5.27363682,11.95567893,0.03556106,1.21154265,10.10774606,5.47718905,0.08609756,3.61389832,1.62565794,0.31695828
-5.26763382,11.90180167,0.03524171,1.21227792,10.06605971,5.42258247,0.08659042,3.62104424,1.62096887,0.31766200
-5.26163082,11.82613451,0.03487594,1.21080211,10.00785359,5.35912734,0.08685722,3.62056217,1.61213312,0.31791279
-5.25562781,11.72729158,0.03447778,1.20689966,9.93097690,5.28625696,0.08689928,3.61203759,1.59909594,0.31766525
-5.24962481,11.60450473,0.03406233,1.20041173,9.83373196,5.20369959,0.08672278,3.59523785,1.58186951,0.31689354
-5.24362181,11.45764697,0.03364530,1.19124400,9.71493189,5.11148990,0.08633842,3.57011437,1.56053184,0.31559156
-5.23761881,11.28722760,0.03324239,1.17937097,9.57393489,5.00996592,0.08576086,3.53679799,1.53522422,0.31377210
-5.23161581,11.09436052,0.03286869,1.16483704,9.41065513,4.89975227,0.08500805,3.49558818,1.50614730,0.31146523
-5.22561281,10.88070845,0.03253809,1.14775411,9.22555097,4.78173112,0.08410047,3.44693670,1.47355591,0.30871593
-5.21960980,10.64840698,0.03226268,1.12829619,9.01959240,4.65700314,0.08306032,3.39142685,1.43775322,0.30558116
-5.21360680,10.39997300,0.03205217,1.10669137,8.79421050,4.52684074,0.08191072,3.32974933,1.39908410,0.30212658
-5.20760380,10.13820295,0.03191344,1.08321160,8.55123220,4.39263649,0.08067489,3.26267610,1.35792823,0.29842300
-5.20160080,9.86606609,0.03185016,1.05816113,8.29280433,4.25584941,0.07937541,3.19103324,1.31469297,0.29454283
-5.19559780,9.58659819,0.03186251,1.03186409,8.02131091,4.11795199,0.07803356,3.11567431,1.26980633,0.29055672
-5.18959480,9.30280051,0.03194705,1.00465201,7.73928788,3.98038023,0.07666875,3.03745496,1.22370996,0.28653043
-5.18359180,9.01754835,0.03209681,0.97685190,7.44933917,3.84448898,0.07529812,2.95720994,1.17685242,0.28252222
-5.17758879,8.73351258,0.03230139,0.94877551,7.15405771,3.71151415,0.07393619,2.87573316,1.12968264,0.27858073
-5.17158579,8.45309678,0.03254737,0.92071015,6.85595432,3.58254294,0.07259475,2.79376135,1.08264363,0.27474352
-5.16558279,8.17839154,0.03281873,0.89291157,6.55739713,3.45849294,0.07128275,2.71196164,1.03616647,0.27103626
-5.15957979,7.91114640,0.03309753,0.86559906,6.26056302,3.34010000,0.07000644,2.63092319,0.99066444,0.26747256
-5.15357679,7.65275939,0.03336453,0.83895278,5.96740237,3.22791487,0.06876946,2.55115280,0.94652746,0.26405454
-5.14757379,7.40428288,0.03360005,0.81311347,5.67961721,3.12230784,0.06757317,2.47307436,0.90411671,0.26077391
-5.14157079,7.16644410,0.03378469,0.78818418,5.39865249,3.02348049,0.06641687,2.39703165,0.86375963,0.25761365
-5.13556778,6.93967810,0.03390022,0.76423389,5.12569946,2.93148336,0.06529820,2.32329426,0.82574527,0.25455011
-5.12956478,6.72417061,0.03393031,0.74130261,4.86170973,2.84623840,0.06421345,2.25206585,0.79032020,0.25155544
-5.12356178,6.51990797,0.03386122,0.71940756,4.60741807,2.76756465,0.06315793,2.18349453,0.75768514,0.24860026
-5.11755878,6.32673157,0.03368241,0.69855002,4.36337184,2.69520608,0.06212630,2.11768454,0.72799241,0.24565645
-5.11155578,6.14439395,0.03338700,0.67872240,4.12996483,2.62886017,0.06111289,2.05470888,0.70134446,0.24269987
-5.10555278,5.97261430,0.03297211,0.65991513,3.90747332,2.56820624,0.06011193,1.99462231,0.67779368,0.23971309
-5.09954977,5.81113122,0.03243899,0.64212295,3.69609212,2.51293247,0.05911785,1.93747431,0.65734345,0.23668777
-5.09354677,5.65975086,0.03179306,0.62535036,3.49596880,2.46276088,0.05812543,1.88332156,0.63995081,0.23362684
-5.08754377,5.51838916,0.03104372,0.60961589,3.30723464,2.41746943,0.05713001,1.83223971,0.62553050,0.23054622
-5.08154077,5.38710705,0.03020411,0.59495512,3.13003081,2.37691102,0.05612763,1.78433392,0.61396055,0.22747622
-5.07553777,5.26613794,0.02929063,0.58142231,2.96452919,2.34102878,0.05511514,1.73974815,0.60508923,0.22446235
-5.06953477,5.15590711,0.02832246,0.56909062,2.81094727,2.30986750,0.05409034,1.69867283,0.59874316,0.22156568
-5.06353177,5.05704281,0.02732096,0.55805104,2.66955701,2.28358112,0.05305206,1.66135073,0.59473630,0.21886269
-5.05752876,4.97037917,0.02630898,0.54841017,2.54068783,2.26243620,0.05200027,1.62808086,0.59287964,0.21644454
-5.05152576,4.89695113,0.02531020,0.54028687,2.42472428,2.24681136,0.05093616,1.59922020,0.59299094,0.21441591
-5.04552276,4.83798160,0.02434849,0.53380826,2.32209882,2.23719285,0.04986222,1.57518316,0.59490440,0.21289324
-5.03951976,4.79486146,0.02344719,0.52910503,2.23328069,2.23416639,0.04878231,1.55643855,0.59847958,0.21200257
-5.03351676,4.76912262,0.02262856,0.52630654,2.15876139,2.23840542,0.04770169,1.54350395,0.60360929,0.21187690
-5.02751376,4.76240482,0.02191320,0.52553572,2.09903778,2.25065597,0.04662706,1.53693749,0.61022601,0.21265315
-5.02151076,4.77641662,0.02131960,0.52690417,2.05459341,2.27171851,0.04556652,1.53732695,0.61830647,0.21446876
-5.01550775,4.81289125,0.02086374,0.53050743,2.02587877,2.30242701,0.04452949,1.54527618,0.62787418,0.21745804
-5.00950475,4.87353795,0.02055878,0.53642083,2.01329109,2.34362560,0.04352662,1.56138915,0.63899964,0.22174827
-5.00350175,4.95998980,0.02041488,0.54469573,2.01715421,2.39614319,0.04256961,1.58625175,0.65179828,0.22745561
-4.99749875,5.07374869,0.02043905,0.55535640,2.03769879,2.46076664,0.04167096,1.62041174,0.66642598,0.23468106
-4.99149575,5.21612885,0.02063513,0.56839753,2.07504353,2.53821285,0.04084369,1.66435733,0.68307248,0.24350645
-4.98549275,5.38819995,0.02100384,0.58378230,2.12917747,2.62910056,0.04010102,1.71849509,0.70195275,0.25399055
-4.97948974,5.59073130,0.02154292,0.60144104,2.19994388,2.73392221,0.03945593,1.78312770,0.72329675,0.26616559
-4.97348674,5.82413863,0.02224731,0.62127045,2.28702596,2.85301689,0.03892084,1.85843255,0.74733796,0.28003411
-4.96748374,6.08843511,0.02310942,0.64313327,2.38993484,2.98654484,0.03850707,1.94444175,0.77430107,0.29556650
-4.96148074,6.38318821,0.02411942,0.66685840,2.50800005,3.13446436,0.03822451,2.04102470,0.80438933,0.31269916
-4.95547774,6.70748421,0.02526562,0.69224145,2.64036305,3.29651188,0.03808116,2.14787381,0.83777216,0.33133347
-4.94947474,7.05990179,0.02653486,0.71904568,2.78597397,3.47218586,0.03808281,2.26449411,0.87457327,0.35133571
-4.94347174,7.43849625,0.02791285,0.74700337,2.94359209,3.66073534,0.03823264,2.39019764,0.91486003,0.37253797
-4.93746873,7.84079560,0.02938463,0.77581758,3.11179028,3.86115359,0.03853107,2.52410277,0.95863420,0.39474003
-4.93146573,8.26380937,0.03093495,0.80516450,3.28896355,4.07217756,0.03897552,2.66513911,1.00582458,0.41771229
-4.92546273,8.70405088,0.03254861,0.83469625,3.47334204,4.29229344,0.03956038,2.81205783,1.05628170,0.44119976
-4.91945973,9.15757315,0.03421083,0.86404443,3.66300833,4.51974867,0.04027699,2.96344759,1.10977485,0.46492680
-4.91345673,9.62001820,0.03590750,0.89282420,3.85591902,4.75257049,0.04111378,3.11775563,1.16599148,0.48860286
-4.90745373,10.08667919,0.03762542,0.92063926,4.04993036,4.98859089,0.04205642,3.27331357,1.22453899,0.51192868
-4.90145073,10.55257435,0.03935246,0.94708747,4.24282756,5.22547786,0.04308819,3.42836729,1.28494898,0.53460306
-4.89544772,11.01253110,0.04107762,0.97176725,4.43235729,5.46077225,0.04419024,3.58111006,1.34668371,0.55632982
-4.88944472,11.46127856,0.04279109,0.99428465,4.61626279,5.69192969,0.04534211,3.72971794,1.40914472,0.57682479
-4.88344172,11.89354621,0.04448414,1.01426096,4.79232075,5.91636667,0.04652215,3.87238651,1.47168335,0.59582256
-4.87743872,12.30416611,0.04614905,1.03134072,4.95837935,6.13150959,0.04770805,4.00736774,1.53361284,0.61308276
-4.87143572,12.68817608,0.04777889,1.04519987,5.11239642,6.33484565,0.04887738,4.13300603,1.59422181,0.62839570
-4.86543272,13.04092081,0.04936738,1.05555389,5.25247691,6.52397415,0.05000814,4.24777229,1.65278868,0.64158714
-4.85942971,13.35814827,0.05090855,1.06216542,5.37690875,6.69665677,0.05107923,4.35029513,1.70859682,0.65252195
-4.85342671,13.63609830,0.05239659,1.06485131,5.48419619,6.85086534,0.05207101,4.43938830,1.76094982,0.66110669
-4.84742371,13.87158111,0.05382557,1.06348862,5.57308977,6.98482555,0.05296570,4.51407364,1.80918679,0.66729099
-4.84142071,14.06204310,0.05518920,1.05801929,5.64261215,7.09705543,0.05374780,4.57359884,1.85269705,0.67106756
-4.83541771,14.20561810,0.05648075,1.04845331,5.69207912,7.18639709,0.05440440,4.61744992,1.89093397,0.67247108
-4.82941471,14.30116266,0.05769282,1.03487013,5.72111515,7.25204094,0.05492540,4.64535779,1.92342763,0.67157592
-4.82341171,14.34827425,0.05881738,1.01741809,5.72966311,7.29354154,0.05530371,4.65729930,1.94979585,0.66849275
-4.81740870,14.34729211,0.05984577,0.99631203,5.71798790,7.31082446,0.05553530,4.65349257,1.96975346,0.66336434
-4.81140570,14.29928088,0.06076876,0.97182887,5.68667366,7.30418428,0.05561916,4.63438724,1.98311947,0.65636065
-4.80540270,14.20599787,0.06157676,0.94430144,5.63661484,7.27427363,0.05555721,4.60064992,1.98982202,0.64767340
-4.79939970,14.06984532,0.06226006,0.91411069,5.56900111,7.22208399,0.05535410,4.55314561,1.98990091,0.63751037
-4.79339670,13.89380950,0.06280909,0.88167652,5.48529661,7.14891886,0.05501697,4.49291572,1.98350789,0.62608967
-4.78739370,13.68138882,0.06321478,0.84744768,5.38721388,7.05636062,0.05455513,4.42115362,1.97090434,0.61363414
-4.78139070,13.43651376,0.06346896,0.81189097,5.27668318,6.94623207,0.05397969,4.33917839,1.95245681,0.60036607
-4.77538769,13.16346099,0.06356467,0.77548031,5.15581786,6.82055431,0.05330318,4.24840772,1.92863029,0.58650251
-4.76938469,12.86676482,0.06349661,0.73868583,5.02687655,6.68150235,0.05253920,4.15033068,1.89997944,0.57225111
-4.76338169,12.55112835,0.06326144,0.70196369,4.89222298,6.53135993,0.05170202,4.04648110,1.86713806,0.55780680
-4.75737869,12.22133700,0.06285811,0.66574672,4.75428433,6.37247494,0.05080620,3.93841211,1.83080693,0.54334918
-4.75137569,11.88217643,0.06228807,0.63043623,4.61550883,6.20721683,0.04986634,3.82767233,1.79174038,0.52904080
-4.74537269,11.53835672,0.06155549,0.59639534,4.47832354,6.03793685,0.04889676,3.71578408,1.75073182,0.51502612
-4.73936968,11.19444400,0.06066729,0.56394375,4.34509298,5.86693220,0.04791135,3.60422379,1.70859849,0.50143132
-4.73336668,10.85480046,0.05963317,0.53335425,4.21807928,5.69641442,0.04692336,3.49440472,1.66616582,0.48836461
-4.72736368,10.52353305,0.05846551,0.50485077,4.09940470,5.52848246,0.04594534,3.38766191,1.62425164,0.47591715
-4.72136068,10.20445085,0.05717914,0.47860800,3.99101685,5.36510047,0.04498909,3.28523928,1.58365050,0.46416431
-4.71535768,9.90103070,0.05579110,0.45475233,3.89465740,5.20807997,0.04406563,3.18827870,1.54511863,0.45316714
-4.70935468,9.61639049,0.05432025,0.43336402,3.81183453,5.05906630,0.04318523,3.09781088,1.50935957,0.44297401
-4.70335168,9.35326913,0.05278688,0.41448025,3.74379987,4.91952856,0.04235743,3.01474770,1.47701102,0.43362214
-4.69734867,9.11401249,0.05121220,0.39809891,3.69153003,4.79075274,0.04159105,2.93987607,1.44863313,0.42513902
-4.69134567,8.90056430,0.04961786,0.38418272,3.65571332,4.67383728,0.04089420,2.87385294,1.42469851,0.41754355
-4.68534267,8.71446138,0.04802545,0.37266368,3.63674192,4.56969059,0.04027429,2.81720161,1.40558428,0.41084691
-4.67933967,8.55683253,0.04645595,0.36344739,3.63470967,4.47903020,0.03973792,2.77030921,1.39156634,0.40505311
-4.67333667,8.42840097,0.04492929,0.35641721,3.64941588,4.40238308,0.03929085,2.73342558,1.38281610,0.40015915
-4.66733367,8.32949009,0.04346384,0.35143819,3.68037512,4.34008718,0.03893782,2.70666358,1.37939974,0.39615502
-4.66133067,8.26003294,0.04207610,0.34836055,3.72683300,4.29229411,0.03868242,2.69000126,1.38128011,0.39302338
-4.65532766,8.21958575,0.04078033,0.34702275,3.78778795,4.25897329,0.03852692,2.68328584,1.38832117,0.39073925
-4.64932466,8.20734631,0.03958831,0.34725425,3.86201857,4.23991791,0.03847205,2.68624014,1.40029496,0.38926971
-4.64332166,8.22217772,0.03850919,0.34887784,3.94811626,4.23475309,0.03851686,2.69847130,1.41689080,0.38857367
