energy_ev,total_up,Mo_p_up,Mo_d_up,Sb_p_up,Sb_d_up,Te_p_up,Te_d_up
-5.27963982,0.89213860,0.38995142,0.53285265,0.49088908,0.00292043,0.09742011,0.00000000
-5.27363682,0.88126631,0.38217835,0.52724106,0.48316587,0.00310750,0.09463996,0.00000000
-5.26763382,0.87352576,0.37584200,0.52343117,0.47701120,0.00331553,0.09220836,0.00000000
-5.26163082,0.86913581,0.37110231,0.52154788,0.47253755,0.00354533,0.09012042,0.00000000
-5.25562781,0.86824765,0.36808885,0.52167769,0.46981840,0.00379769,0.08835988,0.00000000
-5.24962481,0.87095040,0.36690121,0.52387187,0.46889160,0.00407337,0.08690104,0.00000000
-5.24362181,0.87727697,0.36760959,0.52814983,0.46976316,0.00437306,0.08571099,0.00000000
-5.23761881,0.88720979,0.37025525,0.53450238,0.47241095,0.00469740,0.08475193,0.00000000
-5.23161581,0.90068538,0.37485076,0.54289427,0.47678803,0.00504692,0.08398341,0.00000000
-5.22561281,0.91759756,0.38137977,0.55326590,0.48282531,0.00542193,0.08336450,0.00000000
-5.21960980,0.93779874,0.38979641,0.56553395,0.49043326,0.00582251,0.08285562,0.00000000
-5.21360680,0.96109944,0.40002416,0.57959076,0.49950275,0.00624835,0.08242004,0.00000000
-5.20760380,0.98726594,0.41195450,0.59530287,0.50990487,0.00669870,0.08202501,0.00000000
-5.20160080,1.01601668,0.42544539,0.61250857,0.52149014,0.00717221,0.08164249,0.00000000
-5.19559780,1.04701788,0.44031996,0.63101509,0.53408702,0.00766684,0.08124940,0.00000000
-5.18959480,1.07987909,0.45636567,0.65059583,0.54750047,0.00817976,0.08082762,0.00000000
-5.18359180,1.11414962,0.47333423,0.67098795,0.56151060,0.00870728,0.08036362,0.00000000
-5.17758879,1.14931661,0.49094274,0.69189113,0.57587201,0.00924479,0.07984788,0.00000000
-5.17158579,1.18480563,0.50887620,0.71296778,0.59031417,0.00978675,0.07927417,0.00000000
-5.16558279,1.21998458,0.52679164,0.73384517,0.60454315,0.01032673,0.07863884,0.00000000
-5.15957979,1.25417121,0.54432411,0.75411990,0.61824506,0.01085748,0.07794010,0.00000000
-5.15357679,1.28664477,0.56109440,0.77336476,0.63109112,0.01137104,0.07717747,0.00000000
-5.14757379,1.31666169,0.57671848,0.79113801,0.64274464,0.01185897,0.07635148,0.00000000
-5.14157079,1.34347497,0.59081847,0.80699500,0.65286960,0.01231252,0.07546351,0.00000000
-5.13556778,1.36635676,0.60303465,0.82050161,0.66114055,0.01272293,0.07451604,0.00000000
-5.12956478,1.38462322,0.61303835,0.83124918,0.66725362,0.01308168,0.07351311,0.00000000
-5.12356178,1.39766061,0.62054491,0.83887019,0.67093787,0.01338084,0.07246109,0.00000000
-5.11755878,1.40495141,0.62532638,0.84305393,0.67196665,0.01361335,0.07136963,0.00000000
-5.11155578,1.40609911,0.62722332,0.84356148,0.67016823,0.01377331,0.07025286,0.00000000
-5.10555278,1.40085044,0.62615514,0.84023916,0.66543513,0.01385629,0.06913067,0.00000000
-5.09954977,1.38911379,0.62212859,0.83302970,0.65773164,0.01385951,0.06802998,0.00000000
-5.09354677,1.37097284,0.61524391,0.82198063,0.64709897,0.01378207,0.06698610,0.00000000
-5.08754377,1.34669455,0.60569844,0.80724929,0.63365781,0.01362504,0.06604379,0.00000000
-5.08154077,1.31673111,0.59378752,0.78910420,0.61760794,0.01339151,0.06525831,0.00000000
-5.07553777,1.28171553,0.57990266,0.76792271,0.59922489,0.01308663,0.06469609,0.00000000
-5.06953477,1.24245111,0.56452710,0.74418492,0.57885384,0.01271748,0.06443517,0.00000000
-5.06353177,1.19989511,0.54822890,0.71846420,0.55690071,0.01229292,0.06456526,0.00000000
-5.05752876,1.15513745,0.53165201,0.69141458,0.53382117,0.01182347,0.06518743,0.00000000
-5.05152576,1.10937508,0.51550547,0.66375574,0.51010775,0.01132096,0.06641351,0.00000000
-5.04552276,1.06388341,0.50055136,0.63625595,0.48627567,0.01079833,0.06836497,0.00000000
-5.03951976,1.01998556,0.48759171,0.60971375,0.46284805,0.01026929,0.07117153,0.00000000
-5.03351676,0.97902075,0.47745472,0.58493912,0.44034098,0.00974799,0.07496939,0.00000000
-5.02751376,0.94231284,0.47098078,0.56273447,0.41924913,0.00924874,0.07989915,0.00000000
-5.02151076,0.91113995,0.46900825,0.54387626,0.40003220,0.00878564,0.08610339,0.00000000
-5.01550775,0.88670595,0.47235934,0.52909765,0.38310299,0.00837233,0.09372404,0.00000000
-5.00950475,0.87011448,0.48182613,0.51907240,0.36881711,0.00802166,0.10289948,0.00000000
-5.00350175,0.86234598,0.49815670,0.51440056,0.35746477,0.00774549,0.11376149,0.00000000
-4.99749875,0.86423791,0.52204139,0.51559589,0.34926481,0.00755443,0.12643205,0.00000000
-4.99149575,0.87646841,0.55409914,0.52307523,0.34436101,0.00745766,0.14102003,0.00000000
-4.98549275,0.89954352,0.59486389,0.53714985,0.34282062,0.00746274,0.15761789,0.00000000
-4.97948974,0.93378762,0.64477113,0.55801887,0.34463515,0.00757550,0.17629839,0.00000000
-4.97348674,0.97933742,0.70414453,0.58576457,0.34972316,0.00779992,0.19711140,0.00000000
-4.96748374,1.03613911,0.77318303,0.62034984,0.35793491,0.00813805,0.22008087,0.00000000
-4.96148074,1.10394873,0.85194862,0.66161760,0.36905868,0.00858996,0.24520212,0.00000000
-4.95547774,1.18233578,0.94035513,0.70929240,0.38282847,0.00915372,0.27243943,0.00000000
-4.94947474,1.27068996,1.03815874,0.76298416,0.39893280,0.00982542,0.30172409,0.00000000
-4.94347174,1.36823115,1.14495049,0.82219417,0.41702443,0.01059924,0.33295300,0.00000000
-4.93746873,1.47402268,1.26015181,0.88632351,0.43673071,0.01146752,0.36598790,0.00000000
-4.93146573,1.58698778,1.38301326,0.95468381,0.45766416,0.01242090,0.40065527,0.00000000
-4.92546273,1.70592932,1.51261746,1.02651031,0.47943322,0.01344852,0.43674707,0.00000000
-4.91945973,1.82955249,1.64788636,1.10097733,0.50165280,0.01453824,0.47402221,0.00000000
-4.91345673,1.95649030,1.78759335,1.17721565,0.52395424,0.01567691,0.51220897,0.00000000
-4.90745373,2.08533137,1.93038027,1.25433166,0.54599470,0.01685066,0.55100815,0.00000000
-4.90145073,2.21464926,2.07477919,1.33142774,0.56746540,0.01804527,0.59009711,0.00000000
-4.89544772,2.34303286,2.21923857,1.40762319,0.58809879,0.01924652,0.62913449,0.00000000
-4.88944472,2.46911651,2.36215319,1.48207516,0.60767406,0.02044051,0.66776556,0.00000000
-4.88344172,2.59160905,2.50189688,1.55399856,0.62602116,0.02161408,0.70562809,0.00000000
-4.87743872,2.70932056,2.63685715,1.62268435,0.64302288,0.02275509,0.74235853,0.00000000
-4.87143572,2.82118560,2.76547013,1.68751507,0.65861506,0.02385275,0.77759840,0.00000000
-4.86543272,2.92628203,2.88625481,1.74797710,0.67278477,0.02489781,0.81100056,0.00000000
-4.85942971,3.02384430,2.99784500,1.80366887,0.68556660,0.02588272,0.84223535,0.00000000
-4.85342671,3.11327077,3.09901778,1.85430445,0.69703699,0.02680174,0.87099627,0.00000000
-4.84742371,3.19412435,3.18871733,1.89971243,0.70730704,0.02765092,0.89700511,0.00000000
-4.84142071,3.26612674,3.26607316,1.93982993,0.71651378,0.02842798,0.92001635,0.00000000
-4.83541771,3.32914635,3.33041219,1.97469208,0.72481051,0.02913215,0.93982070,0.00000000
-4.82941471,3.38318067,3.38126429,2.00441749,0.73235643,0.02976393,0.95624781,0.00000000
-4.82341171,3.42833417,3.41836138,2.02919045,0.73930616,0.03032473,0.96916801,0.00000000
-4.81740870,3.46479300,3.44163051,2.04924104,0.74579959,0.03081660,0.97849313,0.00000000
-4.81140570,3.49279810,3.45118152,2.06482404,0.75195256,0.03124178,0.98417642,0.00000000
-4.80540270,3.51261830,3.44729028,2.07619816,0.75784887,0.03160240,0.98621177,0.00000000
-4.79939970,3.52452527,3.43037873,2.08360667,0.76353404,0.03190015,0.98463216,0.00000000
-4.79339670,3.52877166,3.40099282,2.08726069,0.76901117,0.03213598,0.97950756,0.00000000
-4.78739370,3.52557400,3.35977973,2.08732610,0.77423914,0.03230993,0.97094241,0.00000000
-4.78139070,3.51510126,3.30746554,2.08391483,0.77913329,0.03242101,0.95907278,0.00000000
-4.77538769,3.49746977,3.24483439,2.07708113,0.78356852,0.03246720,0.94406333,0.00000000
-4.76938469,3.47274469,3.17270998,2.06682279,0.78738475,0.03244549,0.92610413,0.00000000
-4.76338169,3.44094778,3.09193997,2.05308732,0.79039430,0.03235211,0.90540745,0.00000000
-4.75737869,3.40207074,3.00338361,2.03578241,0.79239094,0.03218277,0.88220456,0.00000000
-4.75137569,3.35609302,2.90790269,2.01479008,0.79316009,0.03193294,0.85674257,0.00000000
-4.74537269,3.30300283,2.80635539,1.98998335,0.79248948,0.03159828,0.82928121,0.00000000
-4.73936968,3.24281958,2.69959285,1.96124433,0.79017985,0.03117500,0.80008975,0.00000000
-4.73336668,3.17561623,2.58845768,1.92848253,0.78605501,0.03066024,0.76944378,0.00000000
-4.72736368,3.10153992,2.47378379,1.89165217,0.77997073,0.03005240,0.73762212,0.00000000
-4.72136068,3.02082928,2.35639682,1.85076744,0.77182211,0.02935149,0.70490359,0.00000000
-4.71535768,2.93382754,2.23711458,1.80591477,0.76154895,0.02855932,0.67156379,0.00000000
-4.70935468,2.84099031,2.11674686,1.75726150,0.74913904,0.02767970,0.63787196,0.00000000
-4.70335168,2.74288781,1.99609426,1.70506053,0.73462918,0.02671843,0.60408779,0.00000000
-4.69734867,2.64020142,1.87594572,1.64965103,0.71810415,0.02568332,0.57045845,0.00000000
-4.69134567,2.53371506,1.75707487,1.59145509,0.69969367,0.02458405,0.53721578,0.00000000
-4.68534267,2.42430195,1.64023508,1.53097118,0.67956774,0.02343199,0.50457382,0.00000000
-4.67933967,2.31290795,1.52615365,1.46876466,0.65793075,0.02223991,0.47272670,0.00000000
-4.67333667,2.20053245,1.41552545,1.40545642,0.63501473,0.02102168,0.44184702,0.00000000
-4.66733367,2.08820821,1.30900642,1.34171018,0.61107228,0.01979192,0.41208482,0.00000000
-4.66133067,1.97698123,1.20720736,1.27821958,0.58636941,0.01856567,0.38356714,0.00000000
-4.65532766,1.86789171,1.11068851,1.21569538,0.56117893,0.01735803,0.35639818,0.00000000
-4.64932466,1.76195697,1.01995515,1.15485366,0.53577441,0.01618382,0.33066012,0.00000000
-4.64332166,1.66015694,0.93545443,1.09640520,0.51042514,0.01505732,0.30641442,0.00000000
-4.63731866,1.56342230,0.85757368,1.04104625,0.48539194,0.01399198,0.28370371,0.00000000
-4.63131566,1.47262546,0.78663992,0.98945067,0.46092407,0.01300025,0.26255390,0.00000000
-4.62531266,1.38857381,0.72292057,0.94226327,0.43725701,0.01209342,0.24297663,0.00000000
-4.61930965,1.31200490,0.66662502,0.90009381,0.41461093,0.01128148,0.22497175,0.00000000
-4.61330665,1.24358281,0.61790667,0.86351140,0.39318972,0.01057306,0.20852968,0.00000000
-4.60730365,1.18389479,0.57686510,0.83303870,0.37318032,0.00997539,0.19363365,0.00000000
-4.60130065,1.13344767,0.54354788,0.80914547,0.35475207,0.00949423,0.18026153,0.00000000
-4.59529765,1.09266322,0.51795176,0.79224107,0.33805594,0.00913389,0.16838721,0.00000000
-4.58929465,1.06187208,0.50002296,0.78266572,0.32322345,0.00889721,0.15798155,0.00000000
-4.58329165,1.04130603,0.48965629,0.78068050,0.31036519,0.00878549,0.14901272,0.00000000
-4.57728864,1.03108866,0.48669328,0.78645616,0.29956889,0.00879852,0.14144611,0.00000000
-4.57128564,1.03122470,0.49091935,0.80006111,0.29089718,0.00893452,0.13524376,0.00000000
-4.56528264,1.04158878,0.50206023,0.82144939,0.28438508,0.00919008,0.13036344,0.00000000
-4.55927964,1.06191431,0.51977830,0.85044903,0.28003749,0.00956014,0.12675748,0.00000000
-4.55327664,1.09178358,0.54366910,0.88675200,0.27782683,0.01003793,0.12437160,0.00000000
-4.54727364,1.13062029,0.57325880,0.92990646,0.27769119,0.01061497,0.12314370,0.00000000
-4.54127064,1.17768544,0.60800324,0.97931247,0.27953319,0.01128108,0.12300297,0.00000000
-4.53526763,1.23207797,0.64728902,1.03422182,0.28321992,0.01202438,0.12386931,0.00000000
-4.52926463,1.29274076,0.69043734,1.09374289,0.28858400,0.01283142,0.12565331,0.00000000
-4.52326163,1.35847289,0.73671090,1.15685091,0.29542608,0.01368732,0.12825680,0.00000000
-4.51725863,1.42794832,0.78532408,1.22240400,0.30351881,0.01457595,0.13157404,0.00000000
-4.51125563,1.49974115,0.83545654,1.28916477,0.31261221,0.01548020,0.13549359,0.00000000
-4.50525263,1.57235686,0.88626994,1.35582725,0.32244052,0.01638230,0.13990087,0.00000000
-4.49924962,1.64426886,0.93692751,1.42104827,0.33273008,0.01726422,0.14468114,0.00000000
-4.49324662,1.71395906,0.98661565,1.48348246,0.34320825,0.01810804,0.14972314,0.00000000
-4.48724362,1.77996099,1.03456697,1.54181938,0.35361276,0.01889643,0.15492273,0.00000000
-4.48124062,1.84090368,1.08008348,1.59482152,0.36370132,0.01961310,0.16018690,0.00000000
-4.47523762,1.89555444,1.12255918,1.64136134,0.37326078,0.02024325,0.16543740,0.00000000
-4.46923462,1.94285843,1.16150056,1.68045601,0.38211561,0.02077403,0.17061415,0.00000000
-4.46323162,1.98197331,1.19654411,1.71129798,0.39013514,0.02119487,0.17567807,0.00000000
-4.45722861,2.01229706,1.22746968,1.73328027,0.39723909,0.02149786,0.18061302,0.00000000
-4.45122561,2.03348757,1.25420887,1.74601511,0.40340117,0.02167799,0.18542689,0.00000000
-4.44522261,2.04547302,1.27684766,1.74934510,0.40865040,0.02173332,0.19015149,0.00000000
-4.43921961,2.04845223,1.29562304,1.74334652,0.41306994,0.02166500,0.19484130,0.00000000
-4.43321661,2.04288497,1.31091332,1.72832444,0.41679357,0.02147733,0.19957101,0.00000000
-4.42721361,2.02947244,1.32322248,1.70480019,0.41999964,0.02117755,0.20443178,0.00000000
-4.42121061,2.00912891,1.33315907,1.67349154,0.42290288,0.02077565,0.20952657,0.00000000
-4.41520760,1.98294554,1.34141035,1.63528675,0.42574434,0.02028407,0.21496446,0.00000000
-4.40920460,1.95214824,1.34871296,1.59121379,0.42877983,0.01971731,0.22085434,0.00000000
-4.40320160,1.91805130,1.35582121,1.54240589,0.43226742,0.01909154,0.22729818,0.00000000
-4.39719860,1.88200898,1.36347458,1.49006530,0.43645449,0.01842405,0.23438425,0.00000000
-4.39119560,1.84536713,1.37236588,1.43542661,0.44156507,0.01773287,0.24218060,0.00000000
-4.38519260,1.80941703,1.38311157,1.37972119,0.44778786,0.01703617,0.25072912,0.00000000
-4.37918959,1.77535316,1.39622557,1.32414414,0.45526570,0.01635190,0.26004059,0.00000000
-4.37318659,1.74423686,1.41209793,1.26982482,0.46408684,0.01569726,0.27009089,0.00000000
-4.36718359,1.71696697,1.43097923,1.21780197,0.47427853,0.01508834,0.28081874,0.00000000
-4.36118059,1.69425841,1.45297140,1.16900381,0.48580319,0.01453978,0.29212506,0.00000000
-4.35517759,1.67662937,1.47802543,1.12423366,0.49855741,0.01406447,0.30387409,0.00000000
-4.34917459,1.66439693,1.50594587,1.08416091,0.51237377,0.01367329,0.31589624,0.00000000
-4.34317159,1.65768095,1.53640181,1.04931713,0.52702545,0.01337501,0.32799264,0.00000000
-4.33716858,1.65641545,1.56894376,1.02009684,0.54223341,0.01317615,0.33994118,0.00000000
-4.33116558,1.66036638,1.60302536,0.99676232,0.55767582,0.01308091,0.35150383,0.00000000
-4.32516258,1.66915455,1.63802883,0.97945157,0.57299927,0.01309126,0.36243484,0.00000000
-4.31915958,1.68228229,1.67329277,0.96818870,0.58783135,0.01320692,0.37248961,0.00000000
-4.31315658,1.69916232,1.70814091,0.96289585,0.60179391,0.01342548,0.38143365,0.00000000
-4.30715358,1.71914734,1.74191040,0.96340587,0.61451657,0.01374257,0.38905133,0.00000000
