energy_ev,total_up,total_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down,Sn_p_up,Sn_p_down,Sn_d_up,Sn_d_down
-3.81490745,2.70535482,-2.70000543,1.25227680,-1.25764757,1.41916864,-1.37796193,0.02092223,-0.02225962,1.70632266,-1.70412994,0.26577063,-0.27874238,0.00047310,-0.00054007
-3.80890445,2.67618113,-2.71324273,1.23851864,-1.26588245,1.40719796,-1.39165374,0.02062518,-0.02185514,1.69145931,-1.71756128,0.25985403,-0.27695745,0.00045895,-0.00052504
-3.80290145,2.63897951,-2.71673581,1.22050280,-1.26951418,1.39043976,-1.39959934,0.02034801,-0.02143558,1.67130231,-1.72457485,0.25308311,-0.27426107,0.00044515,-0.00050943
-3.79689845,2.59445171,-2.71048758,1.19846496,-1.26843912,1.36931582,-1.40179245,0.02009555,-0.02100653,1.64629408,-1.72513369,0.24551266,-0.27065889,0.00043187,-0.00049339
-3.79089545,2.54337436,-2.69468488,1.17268544,-1.26263481,1.34429154,-1.39833888,0.01987211,-0.02057393,1.61692625,-1.71932880,0.23720713,-0.26616676,0.00041928,-0.00047710
-3.78489245,2.48657152,-2.66968663,1.14347984,-1.25215751,1.31585874,-1.38944833,0.01968136,-0.02014405,1.58372083,-1.70737071,0.22823972,-0.26081062,0.00040752,-0.00046077
-3.77888944,2.42488772,-2.63600682,1.11118953,-1.23713738,1.28451878,-1.37542311,0.01952616,-0.01972341,1.54721184,-1.68957743,0.21869134,-0.25462624,0.00039670,-0.00044458
-3.77288644,2.35916250,-2.59429326,1.07617257,-1.21777164,1.25076703,-1.35664436,0.01940835,-0.01931863,1.50792822,-1.66635943,0.20864941,-0.24765879,0.00038692,-0.00042875
-3.76688344,2.29020765,-2.54530290,1.03879529,-1.19431621,1.21507898,-1.33355642,0.01932869,-0.01893634,1.46637880,-1.63820219,0.19820651,-0.23996231,0.00037825,-0.00041346
-3.76088044,2.21878783,-2.48987488,0.99942486,-1.16707607,1.17789886,-1.30664998,0.01928668,-0.01858296,1.42303970,-1.60564726,0.18745896,-0.23159903,0.00037069,-0.00039892
-3.75487744,2.14560528,-2.42890240,0.95842303,-1.13639493,1.13963080,-1.27644479,0.01928051,-0.01826456,1.37834476,-1.56927253,0.17650528,-0.22263857,0.00036425,-0.00038530
-3.74887444,2.07128904,-2.36330456,0.91614102,-1.10264468,1.10063284,-1.24347266,0.01930705,-0.01798658,1.33267912,-1.52967270,0.16544466,-0.21315703,0.00035887,-0.00037276
-3.74287144,1.99638873,-2.29399943,0.87291588,-1.06621506,1.06121397,-1.20826140,0.01936182,-0.01775367,1.28637603,-1.48744075,0.15437532,-0.20323600,0.00035447,-0.00036142
-3.73686843,1.92137294,-2.22187920,0.82906779,-1.02750398,1.02163373,-1.17132036,0.01943913,-0.01756946,1.23971670,-1.44315100,0.14339298,-0.19296143,0.00035094,-0.00035140
-3.73086543,1.84663176,-2.14778838,0.78489866,-0.98690880,0.98210457,-1.13312798,0.01953221,-0.01743635,1.19293301,-1.39734459,0.13258940,-0.18242242,0.00034813,-0.00034276
-3.72486243,1.77248308,-2.07250580,0.74069144,-0.94481882,0.94279615,-1.09412186,0.01963341,-0.01735537,1.14621255,-1.35051764,0.12205094,-0.17170997,0.00034586,-0.00033553
-3.71885943,1.69918184,-1.99673074,0.69671016,-0.90160922,0.90384146,-1.05469141,0.01973447,-0.01732600,1.09970554,-1.30311262,0.11185739,-0.16091559,0.00034395,-0.00032970
-3.71285643,1.62693161,-1.92107362,0.65320049,-0.85763630,0.86534410,-1.01517336,0.01982682,-0.01734612,1.05353306,-1.25551280,0.10208088,-0.15013000,0.00034219,-0.00032521
-3.70685343,1.55589752,-1.84605127,0.61039042,-0.81323430,0.82738619,-0.97584993,0.01990196,-0.01741200,1.00779591,-1.20804002,0.09278507,-0.13944168,0.00034037,-0.00032198
-3.70085043,1.48621970,-1.77208657,0.56849112,-0.76871339,0.79003639,-0.93694957,0.01995177,-0.01751833,0.96258358,-1.16095540,0.08402455,-0.12893560,0.00033831,-0.00031989
-3.69484742,1.41802637,-1.69951216,0.52769769,-0.72435889,0.75335757,-0.89864999,0.01996891,-0.01765834,0.91798274,-1.11446283,0.07584453,-0.11869191,0.00033579,-0.00031876
-3.68884442,1.35144587,-1.62857776,0.48818969,-0.68043132,0.71741362,-0.86108311,0.01994717,-0.01782401,0.87408471,-1.06871467,0.06828067,-0.10878484,0.00033266,-0.00031841
-3.68284142,1.28661681,-1.55946042,0.45013144,-0.63716729,0.68227510,-0.82434149,0.01988174,-0.01800631,0.83099155,-1.02381935,0.06135929,-0.09928167,0.00032876,-0.00031863
-3.67683842,1.22369596,-1.49227697,0.41367213,-0.59478071,0.64802335,-0.78848582,0.01976950,-0.01819553,0.78882054,-0.97985008,0.05509765,-0.09024198,0.00032398,-0.00031919
-3.67083542,1.16286335,-1.42709793,0.37894564,-0.55346435,0.61475307,-0.75355293,0.01960918,-0.01838166,0.74770669,-0.93685442,0.04950456,-0.08171699,0.00031824,-0.00031985
-3.66483242,1.10432450,-1.36396203,0.34607019,-0.51339144,0.58257310,-0.71956399,0.01940147,-0.01855478,0.70780340,-0.89486380,0.04458102,-0.07374929,0.00031150,-0.00032039
-3.65882941,1.04830970,-1.30289062,0.31514795,-0.47471717,0.55160556,-0.68653223,0.01914903,-0.01870545,0.66928123,-0.85390279,0.04032101,-0.06637263,0.00030376,-0.00032056
-3.65282641,0.99507044,-1.24390116,0.28626464,-0.43758002,0.52198342,-0.65447009,0.01885641,-0.01882517,0.63232495,-0.81399748,0.03671243,-0.05961212,0.00029505,-0.00032016
-3.64682341,0.94487347,-1.18701914,0.25948925,-0.40210281,0.49384681,-0.62339522,0.01852987,-0.01890668,0.59712917,-0.77518259,0.03373794,-0.05348449,0.00028546,-0.00031902
-3.64082041,0.89799268,-1.13228802,0.23487397,-0.36839355,0.46733813,-0.59333523,0.01817715,-0.01894436,0.56389282,-0.73750714,0.03137592,-0.04799864,0.00027510,-0.00031697
-3.63481741,0.85469966,-1.07977651,0.21245441,-0.33654597,0.44259661,-0.56433099,0.01780714,-0.01893447,0.53281291,-0.70103835,0.02960136,-0.04315630,0.00026411,-0.00031390
-3.62881441,0.81525333,-1.02958322,0.19225012,-0.30663993,0.41975239,-0.53643835,0.01742949,-0.01887529,0.50407793,-0.66586374,0.02838663,-0.03895282,0.00025266,-0.00030974
-3.62281141,0.77988950,-0.98183836,0.17426550,-0.27874167,0.39892066,-0.50972832,0.01705427,-0.01876726,0.47786134,-0.63209138,0.02770237,-0.03537802,0.00024095,-0.00030445
-3.61680840,0.74881084,-0.93670256,0.15849105,-0.25290403,0.38019621,-0.48428580,0.01669148,-0.01861293,0.45431555,-0.59984851,0.02751808,-0.03241710,0.00022917,-0.00029805
-3.61080540,0.72217810,-0.89436315,0.14490497,-0.22916675,0.36364861,-0.46020694,0.01635074,-0.01841689,0.43356663,-0.56927859,0.02780282,-0.03005152,0.00021755,-0.00029060
-3.60480240,0.70010286,-0.85502798,0.13347496,-0.20755681,0.34931849,-0.43759545,0.01604085,-0.01818552,0.41571020,-0.54053697,0.02852575,-0.02825985,0.00020629,-0.00028218
-3.59879940,0.68264246,-0.81891752,0.12416023,-0.18808905,0.33721490,-0.41655800,0.01576952,-0.01792676,0.40080853,-0.51378579,0.02965657,-0.02701856,0.00019560,-0.00027294
-3.59279640,0.66979720,-0.78625546,0.11691354,-0.17076688,0.32731415,-0.39719912,0.01554309,-0.01764971,0.38888907,-0.48918800,0.03116598,-0.02630270,0.00018569,-0.00026304
-3.58679340,0.66150999,-0.75725874,0.11168317,-0.15558331,0.31955995,-0.37961586,0.01536641,-0.01736426,0.37994438,-0.46690131,0.03302595,-0.02608657,0.00017675,-0.00025269
-3.58079040,0.65766832,-0.73212727,0.10841472,-0.14252205,0.31386494,-0.36389250,0.01524267,-0.01708069,0.37393338,-0.44707207,0.03521004,-0.02634414,0.00016894,-0.00024208
-3.57478739,0.65810846,-0.71103426,0.10705255,-0.13155893,0.31011355,-0.35009574,0.01517346,-0.01680917,0.37078375,-0.42982959,0.03769352,-0.02704955,0.00016242,-0.00023146
-3.56878439,0.66262134,-0.69411748,0.10754077,-0.12266322,0.30816586,-0.33827048,0.01515880,-0.01655944,0.37039527,-0.41528116,0.04045350,-0.02817734,0.00015731,-0.00022105
-3.56278139,0.67095972,-0.68147195,0.10982373,-0.11579909,0.30786233,-0.32843657,0.01519724,-0.01634037,0.37264369,-0.40350791,0.04346887,-0.02970274,0.00015372,-0.00021110
-3.55677839,0.68284616,-0.67314449,0.11384585,-0.11092691,0.30902908,-0.32058653,0.01528612,-0.01615968,0.37738505,-0.39456177,0.04672020,-0.03160180,0.00015174,-0.00020182
-3.55077539,0.69798097,-0.66913022,0.11955077,-0.10800436,0.31148337,-0.31468456,0.01542171,-0.01602367,0.38445978,-0.38846354,0.05018944,-0.03385143,0.00015141,-0.00019343
-3.54477239,0.71604985,-0.66937109,0.12687997,-0.10698722,0.31503909,-0.31066666,0.01559950,-0.01593708,0.39369656,-0.38520206,0.05385955,-0.03642945,0.00015276,-0.00018614
-3.53876938,0.73673043,-0.67375650,0.13577061,-0.10782981,0.31951173,-0.30844191,0.01581443,-0.01590294,0.40491552,-0.38473445,0.05771397,-0.03931447,0.00015581,-0.00018012
-3.53276638,0.75969749,-0.68212551,0.14615300,-0.11048488,0.32472288,-0.30789482,0.01606109,-0.01592264,0.41793063,-0.38698722,0.06173593,-0.04248581,0.00016054,-0.00017552
-3.52676338,0.78462651,-0.69427064,0.15794762,-0.11490307,0.33050379,-0.30888856,0.01633402,-0.01599589,0.43255110,-0.39185807,0.06590769,-0.04592318,0.00016689,-0.00017247
-3.52076038,0.81119537,-0.70994262,0.17106197,-0.12103171,0.33669800,-0.31126881,0.01662777,-0.01612093,0.44858194,-0.39921825,0.07020969,-0.04960650,0.00017479,-0.00017106
-3.51475738,0.83908444,-0.72885576,0.18538743,-0.12881317,0.34316300,-0.31486805,0.01693713,-0.01629462,0.46582358,-0.40891497,0.07461964,-0.05351539,0.00018416,-0.00017136
-3.50875438,0.86797517,-0.75069353,0.20079638,-0.13818269,0.34977085,-0.31951001,0.01725714,-0.01651270,0.48407082,-0.42077405,0.07911166,-0.05762881,0.00019487,-0.00017339
-3.50275138,0.89754755,-0.77511382,0.21713982,-0.14906583,0.35640790,-0.32501406,0.01758320,-0.01676999,0.50311136,-0.43460218,0.08365545,-0.06192445,0.00020677,-0.00017716
-3.49674837,0.92747707,-0.80175373,0.23424576,-0.16137562,0.36297386,-0.33119925,0.01791107,-0.01706060,0.52272426,-0.45018904,0.08821566,-0.06637816,0.00021969,-0.00018264
-3.49074537,0.95743170,-0.83023350,0.25191853,-0.17500974,0.36938027,-0.33788796,0.01823684,-0.01737818,0.54267861,-0.46730885,0.09275142,-0.07096330,0.00023346,-0.00018975
-3.48474237,0.98706946,-0.86015973,0.26993932,-0.18984771,0.37554873,-0.34490882,0.01855691,-0.01771612,0.56273282,-0.48572173,0.09721616,-0.07565012,0.00024784,-0.00019840
-3.47873937,1.01603731,-0.89112765,0.28806792,-0.20574847,0.38140907,-0.35209912,0.01886794,-0.01806768,0.58263482,-0.50517461,0.10155772,-0.08040514,0.00026262,-0.00020847
-3.47273637,1.04397161,-0.92272288,0.30604590,-0.22254851,0.38689771,-0.35930640,0.01916685,-0.01842621,0.60212343,-0.52540206,0.10571891,-0.08519066,0.00027755,-0.00021980
-3.46673337,1.07050074,-0.95452283,0.32360104,-0.24006086,0.39195643,-0.36638956,0.01945075,-0.01878521,0.62093106,-0.54612715,0.10963833,-0.08996438,0.00029238,-0.00023220
-3.46073037,1.09524984,-0.98609816,0.34045305,-0.25807499,0.39653159,-0.37321936,0.01971696,-0.01913847,0.63878779,-0.56706260,0.11325166,-0.09467922,0.00030686,-0.00024546
-3.45472736,1.11784780,-1.01701466,0.35632027,-0.27635790,0.40057395,-0.37967858,0.01996304,-0.01948012,0.65542669,-0.58791245,0.11649320,-0.09928340,0.00032073,-0.00025936
-3.44872436,1.13793608,-1.04683602,0.37092725,-0.29465652,0.40403915,-0.38566201,0.02018678,-0.01980472,0.67059031,-0.60837452,0.11929780,-0.10372075,0.00033375,-0.00027364
-3.44272136,1.15517904,-1.07512774,0.38401266,-0.31270135,0.40688853,-0.39107632,0.02038630,-0.02010726,0.68403782,-0.62814376,0.12160288,-0.10793141,0.00034569,-0.00028804
-3.43671836,1.16927504,-1.10146251,0.39533742,-0.33021139,0.40909052,-0.39584001,0.02056009,-0.02038327,0.69555256,-0.64691660,0.12335071,-0.11185276,0.00035634,-0.00030230
-3.43071536,1.17996769,-1.12542702,0.40469234,-0.34690025,0.41062204,-0.39988361,0.02070705,-0.02062885,0.70494944,-0.66439642,0.12449054,-0.11542072,0.00036552,-0.00031614
-3.42471236,1.18705626,-1.14663032,0.41190520,-0.36248321,0.41146997,-0.40315010,0.02082661,-0.02084073,0.71208160,-0.68029985,0.12498077,-0.11857133,0.00037308,-0.00032931
-3.41870935,1.19040461,-1.16471324,0.41684658,-0.37668490,0.41163238,-0.40559550,0.02091870,-0.02101632,0.71684604,-0.69436378,0.12479078,-0.12124249,0.00037892,-0.00034154
-3.41270635,1.18994780,-1.17935863,0.41943432,-0.38924745,0.41111920,-0.40718981,0.02098381,-0.02115380,0.71918747,-0.70635288,0.12390248,-0.12337595,0.00038295,-0.00035260
-3.40670335,1.18569578,-1.19030186,0.41963625,-0.39993849,0.40995237,-0.40791791,0.02102295,-0.02125218,0.71910039,-0.71606694,0.12231147,-0.12491931,0.00038515,-0.00036229
-3.40070035,1.17773374,-1.19734074,0.41747107,-0.40855881,0.40816515,-0.40778051,0.02103757,-0.02131134,0.71662881,-0.72334789,0.12002764,-0.12582799,0.00038554,-0.00037042
-3.39469735,1.16621903,-1.20034427,0.41300724,-0.41494913,0.40580071,-0.40679482,0.02102947,-0.02133205,0.71186383,-0.72808580,0.11707534,-0.12606708,0.00038415,-0.00037687
-3.38869435,1.15137453,-1.19925948,0.40636008,-0.41899570,0.40290991,-0.40499486,0.02100069,-0.02131602,0.70493894,-0.73022347,0.11349287,-0.12561299,0.00038107,-0.00038153
-3.38269135,1.13347903,-1.19411567,0.39768702,-0.42063435,0.39954840,-0.40243118,0.02095330,-0.02126581,0.69602343,-0.72975920,0.10933162,-0.12445470,0.00037642,-0.00038434
-3.37668834,1.11285491,-1.18502553,0.38718143,-0.41985277,0.39577335,-0.39916987,0.02088922,-0.02118480,0.68531420,-0.72674743,0.10465457,-0.12259463,0.00037035,-0.00038530
-3.37068534,1.08985412,-1.17218277,0.37506522,-0.41669086,0.39163980,-0.39529077,0.02081005,-0.02107705,0.67302643,-0.72129703,0.09953452,-0.12004910,0.00036302,-0.00038444
-3.36468234,1.06484314,-1.15585618,0.36158073,-0.41123914,0.38719716,-0.39088492,0.02071690,-0.02094712,0.65938382,-0.71356713,0.09405195,-0.11684820,0.00035459,-0.00038183
-3.35867934,1.03818800,-1.13638022,0.34698221,-0.40363513,0.38248603,-0.38605111,0.02061018,-0.02079990,0.64460885,-0.70376072,0.08829265,-0.11303518,0.00034525,-0.00037758
-3.35267634,1.01024027,-1.11414245,0.33152730,-0.39405811,0.37753556,-0.38089189,0.02048954,-0.02064033,0.62891374,-0.69211622,0.08234541,-0.10866544,0.00033518,-0.00037184
-3.34667334,0.98132493,-1.08956852,0.31546911,-0.38272227,0.37236178,-0.37550904,0.02035378,-0.02047315,0.61249263,-0.67889739,0.07629958,-0.10380497,0.00032455,-0.00036478
-3.34067034,0.95173077,-1.06310530,0.29904902,-0.36986879,0.36696694,-0.36999887,0.02020085,-0.02030264,0.59551549,-0.66438215,0.07024293,-0.09852850,0.00031352,-0.00035658
-3.33466733,0.92170409,-1.03520332,0.28249058,-0.35575711,0.36134003,-0.36444754,0.02002789,-0.02013237,0.57812400,-0.64885093,0.06425970,-0.09291736,0.00030224,-0.00034744
-3.32866433,0.89144580,-1.00629937,0.26599482,-0.34065591,0.35545859,-0.35892679,0.01983140,-0.01996491,0.56042964,-0.63257521,0.05842898,-0.08705722,0.00029083,-0.00033755
-3.32266133,0.86111212,-0.97680028,0.24973696,-0.32483422,0.34929163,-0.35349035,0.01960738,-0.01980171,0.54251409,-0.61580683,0.05282349,-0.08103573,0.00027941,-0.00032713
-3.31665833,0.83081876,-0.94706890,0.23386462,-0.30855308,0.34280365,-0.34817134,0.01935161,-0.01964292,0.52443163,-0.59876878,0.04750889,-0.07494023,0.00026807,-0.00031633
-3.31065533,0.80064810,-0.91741310,0.21849743,-0.29205805,0.33595951,-0.34298083,0.01905989,-0.01948733,0.50621352,-0.58164796,0.04254335,-0.06885569,0.00025689,-0.00030534
-3.30465233,0.77065884,-0.88807829,0.20372806,-0.27557303,0.32872977,-0.33790779,0.01872836,-0.01933241,0.48787379,-0.56459022,0.03797775,-0.06286287,0.00024593,-0.00029430
-3.29864932,0.74089737,-0.85924411,0.18962421,-0.25929546,0.32109640,-0.33292045,0.01835380,-0.01917442,0.46941607,-0.54769804,0.03385614,-0.05703680,0.00023525,-0.00028333
-3.29264632,0.71141007,-0.83102510,0.17623161,-0.24339314,0.31305826,-0.32796916,0.01793389,-0.01900851,0.45084093,-0.53103084,0.03021660,-0.05144573,0.00022491,-0.00027254
-3.28664332,0.68225561,-0.80347562,0.16357755,-0.22800260,0.30463625,-0.32299049,0.01746752,-0.01882907,0.43215320,-0.51460788,0.02709237,-0.04615041,0.00021495,-0.00026198
-3.28064032,0.65351653,-0.77659824,0.15167483,-0.21322910,0.29587758,-0.31791250,0.01695495,-0.01862995,0.41336879,-0.49841348,0.02451312,-0.04120391,0.00020543,-0.00025173
-3.27463732,0.62530918,-0.75035544,0.14052572,-0.19914799,0.28685906,-0.31266089,0.01639797,-0.01840486,0.39452055,-0.48240410,0.02250638,-0.03665181,0.00019642,-0.00024182
-3.26863432,0.59779150,-0.72468343,0.13012581,-0.18580730,0.27768905,-0.30716567,0.01579996,-0.01814772,0.37566277,-0.46651698,0.02109894,-0.03253276,0.00018799,-0.00023226
-3.26263132,0.57116814,-0.69950756,0.12046747,-0.17323135,0.26850804,-0.30136799,0.01516595,-0.01785306,0.35687418,-0.45067949,0.02031811,-0.02887942,0.00018023,-0.00022308
-3.25662831,0.54569245,-0.67475815,0.11154286,-0.16142495,0.25948755,-0.29522681,0.01450245,-0.01751633,0.33825911,-0.43481891,0.02019286,-0.02571968,0.00017325,-0.00021429
-3.25062531,0.52166532,-0.65038590,0.10334621,-0.15037804,0.25082764,-0.28872497,0.01381736,-0.01713429,0.31994704,-0.41887171,0.02075464,-0.02307801,0.00016717,-0.00020590
-3.24462231,0.49943086,-0.62637583,0.09587555,-0.14007041,0.24275275,-0.28187433,0.01311975,-0.01670520,0.30209029,-0.40279210,0.02203788,-0.02097696,0.00016211,-0.00019794
-3.23861931,0.47936898,-0.60275927,0.08913362,-0.13047625,0.23550625,-0.27471972,0.01241957,-0.01622905,0.28486027,-0.38655917,0.02408005,-0.01943870,0.00015822,-0.00019045
-3.23261631,0.46188531,-0.57962279,0.08312817,-0.12156833,0.22934374,-0.26734141,0.01172735,-0.01570766,0.26844243,-0.37018230,0.02692131,-0.01848640,0.00015565,-0.00018347
-3.22661331,0.44739874,-0.55711407,0.07787165,-0.11332155,0.22452529,-0.25985603,0.01105387,-0.01514474,0.25303015,-0.35370461,0.03060366,-0.01814556,0.00015455,-0.00017709
-3.22061031,0.43632724,-0.53544405,0.07338034,-0.10571582,0.22130703,-0.25241568,0.01040976,-0.01454575,0.23881797,-0.33720438,0.03516963,-0.01844499,0.00015507,-0.00017139
-3.21460730,0.42907233,-0.51488547,0.06967307,-0.09873814,0.21993211,-0.24520548,0.00980522,-0.01391785,0.22599448,-0.32079428,0.04066051,-0.01941751,0.00015736,-0.00016649
-3.20860430,0.42600290,-0.49576776,0.06676962,-0.09238386,0.22062165,-0.23843934,0.00924964,-0.01326959,0.21473518,-0.30461868,0.04711418,-0.02110032,0.00016154,-0.00016251
-3.20260130,0.42743903,-0.47846857,0.06468890,-0.08665716,0.22356569,-0.23235432,0.00875131,-0.01261069,0.20519559,-0.28884911,0.05456256,-0.02353484,0.00016770,-0.00015960
-3.19659830,0.43363632,-0.46340233,0.06344703,-0.08157077,0.22891458,-0.22720359,0.00831713,-0.01195169,0.19750498,-0.27367834,0.06302889,-0.02676613,0.00017592,-0.00015791
-3.19059530,0.44477136,-0.45100622,0.06305546,-0.07714501,0.23677121,-0.22324835,0.00795245,-0.01130357,0.19176083,-0.25931316,0.07252478,-0.03084184,0.00018623,-0.00015761
-3.18459230,0.46092895,-0.44172426,0.06351911,-0.07340634,0.24718415,-0.22074893,0.00766084,-0.01067738,0.18802429,-0.24596649,0.08304735,-0.03581061,0.00019863,-0.00015886
-3.17858929,0.48209153,-0.43599002,0.06483477,-0.07038543,0.26014221,-0.21995533,0.00744402,-0.01008386,0.18631682,-0.23384902,0.09457645,-0.04172008,0.00021305,-0.00016181
-3.17258629,0.50813137,-0.43420865,0.06698963,-0.06811494,0.27557051,-0.22109761,0.00730181,-0.00953305,0.18661796,-0.22316087,0.10707223,-0.04861444,0.00022939,-0.00016659
-3.16658329,0.53880582,-0.43673889,0.06996023,-0.06662711,0.29332844,-0.22437632,0.00723213,-0.00903400,0.18886444,-0.21408351,0.12047313,-0.05653162,0.00024748,-0.00017333
-3.16058029,0.57375609,-0.44387574,0.07371164,-0.06595128,0.31320952,-0.22995348,0.00723107,-0.00859440,0.19295055,-0.20677233,0.13469453,-0.06550026,0.00026712,-0.00018209
-3.15457729,0.61250968,-0.45583429,0.07819704,-0.06611149,0.33494350,-0.23794418,0.00729300,-0.00822039,0.19872985,-0.20135012,0.14962805,-0.07553652,0.00028803,-0.00019294
-3.14857429,0.65448668,-0.47273554,0.08335769,-0.06712415,0.35820057,-0.24840940,0.00741079,-0.00791634,0.20601802,-0.19790156,0.16514183,-0.08664093,0.00030988,-0.00020586
-3.14257129,0.69900985,-0.49459448,0.08912325,-0.06899600,0.38259787,-0.26135011,0.00757596,-0.00768475,0.21459693,-0.19646903,0.18108160,-0.09879536,0.00033233,-0.00022082
-3.13656828,0.74531847,-0.52131120,0.09541256,-0.07172230,0.40770801,-0.27670299,0.00777899,-0.00752612,0.22421972,-0.19704981,0.19727282,-0.11196028,0.00035496,-0.00023770
-3.13056528,0.79258552,-0.55266526,0.10213475,-0.07528542,0.43306962,-0.29433808,0.00800957,-0.00743902,0.23461673,-0.19959461,0.21352369,-0.12607260,0.00037735,-0.00025635
-3.12456228,0.83993792,-0.58831377,0.10919067,-0.07965379,0.45819950,-0.31405846,0.00825692,-0.00742010,0.24550229,-0.20400768,0.22962910,-0.14104407,0.00039905,-0.00027656
-3.11855928,0.88647908,-0.62779337,0.11647475,-0.08478132,0.48260604,-0.33560214,0.00851011,-0.00746424,0.25658186,-0.21014825,0.24537536,-0.15676046,0.00041961,-0.00029805
-3.11255628,0.93131318,-0.67052635,0.12387703,-0.09060726,0.50580360,-0.35864621,0.00875838,-0.00756468,0.26755972,-0.21783345,0.26054551,-0.17308178,0.00043860,-0.00032049
-3.10655328,0.97357031,-0.71583082,0.13128550,-0.09705655,0.52732712,-0.38281324,0.00899147,-0.00771328,0.27814661,-0.22684246,0.27492515,-0.18984331,0.00045558,-0.00034353
-3.10055028,1.01243149,-0.76293479,0.13858857,-0.10404063,0.54674653,-0.40767990,0.00919990,-0.00790079,0.28806730,-0.23692191,0.28830844,-0.20685785,0.00047018,-0.00036675
-3.09454727,1.04715269,-0.81099405,0.14567763,-0.11145880,0.56368042,-0.43278754,0.00937528,-0.00811707,0.29706787,-0.24779227,0.30050406,-0.22391892,0.00048205,-0.00038970
-3.08854427,1.07708696,-0.85911309,0.15244970,-0.11919995,0.57780828,-0.45765448,0.00951051,-0.00835152,0.30492225,-0.25915513,0.31134091,-0.24080496,0.00049091,-0.00041195
-3.08254127,1.10170357,-0.90636886,0.15880997,-0.12714476,0.58888080,-0.48178966,0.00960003,-0.00859329,0.31143815,-0.27070111,0.32067328,-0.25728451,0.00049654,-0.00043303
-3.07653827,1.12060359,-0.95183619,0.16467418,-0.13516833,0.59672787,-0.50470719,0.00963994,-0.00883172,0.31646180,-0.28211824,0.32838525,-0.27312198,0.00049882,-0.00045247
-3.07053527,1.13353107,-0.99461443,0.16997088,-0.14314302,0.60126378,-0.52594121,0.00962812,-0.00905662,0.31988169,-0.29310048,0.33439410,-0.28808405,0.00049766,-0.00046987
-3.06453227,1.14037948,-1.03385400,0.17464327,-0.15094166,0.60248937,-0.54506063,0.00956425,-0.00925858,0.32163098,-0.30335617,0.33865265,-0.30194635,0.00049310,-0.00048481
-3.05852926,1.14119294,-1.06878208,0.17865075,-0.15844075,0.60049111,-0.56168305,0.00944981,-0.00942928,0.32168854,-0.31261611,0.34115032,-0.31450014,0.00048524,-0.00049695
-3.05252626,1.13616239,-1.09872631,0.18197002,-0.16552389,0.59543699,-0.57548726,0.00928801,-0.00956173,0.32007865,-0.32064108,0.34191295,-0.32555868,0.00047424,-0.00050601
-3.04652326,1.12561670,-1.12313553,0.18459565,-0.17208497,0.58756952,-0.58622387,0.00908368,-0.00965049,0.31686938,-0.32722839,0.34100133,-0.33496314,0.00046036,-0.00051177
-3.04052026,1.11000916,-1.14159673,0.18654015,-0.17803126,0.57719597,-0.59372350,0.00884304,-0.00969180,0.31216962,-0.33221746,0.33850848,-0.34258767,0.00044389,-0.00051408
-3.03451726,1.08989998,-1.15384744,0.18783344,-0.18328622,0.56467644,-0.59790216,0.00857354,-0.00968373,0.30612505,-0.33549396,0.33455594,-0.34834337,0.00042521,-0.00051290
-3.02851426,1.06593539,-1.15978294,0.18852184,-0.18779177,0.55041017,-0.59876355,0.00828359,-0.00962616,0.29891297,-0.33699264,0.32928903,-0.35218106,0.00040471,-0.00050824
-3.02251126,1.03882432,-1.15945811,0.18866640,-0.19151016,0.53482073,-0.59639820,0.00798227,-0.00952080,0.29073644,-0.33669852,0.32287146,-0.35409270,0.00038281,-0.00050020
-3.01650825,1.00931367,-1.15308357,0.18834077,-0.19442513,0.51834063,-0.59097929,0.00767904,-0.00937111,0.28181767,-0.33464653,0.31547947,-0.35411128,0.00035995,-0.00048899
-3.01050525,0.97816290,-1.14101646,0.18762859,-0.19654242,0.50139618,-0.58275557,0.00738346,-0.00918214,0.27239103,-0.33091956,0.30729569,-0.35230928,0.00033655,-0.00047484
-3.00450225,0.94611922,-1.12374610,0.18662049,-0.19788947,0.48439297,-0.57204141,0.00710485,-0.00896034,0.26269590,-0.32564505,0.29850307,-0.34879576,0.00031306,-0.00045809
-2.99849925,0.91389410,-1.10187517,0.18541078,-0.19851446,0.46770273,-0.55920455,0.00685204,-0.00871335,0.25296948,-0.31899009,0.28927911,-0.34371213,0.00028986,-0.00043910
-2.99249625,0.88214195,-1.07609717,0.18409395,-0.19848449,0.45165203,-0.54465211,0.00663308,-0.00844972,0.24343986,-0.31115541,0.27979051,-0.33722679,0.00026732,-0.00041828
-2.98649325,0.85144178,-1.04717114,0.18276109,-0.19788307,0.43651306,-0.52881530,0.00645501,-0.00817857,0.23431949,-0.30236839,0.27018860,-0.32952902,0.00024577,-0.00039608
-2.98049025,0.82228230,-1.01589459,0.18149639,-0.19680703,0.42249701,-0.51213371,0.00632364,-0.00790933,0.22579922,-0.29287522,0.26060561,-0.32082219,0.00022548,-0.00037293
-2.97448724,0.79505088,-0.98307583,0.18037380,-0.19536278,0.40975004,-0.49503959,0.00624334,-0.00765138,0.21804318,-0.28293273,0.25115190,-0.31131666,0.00020667,-0.00034929
