energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,Li_s_up,Se_s_up,Se_p_up
-5.86193097,1.11365631,0.00319344,0.08750704,0.16062958,0.50829911,0.16805057,0.01237629,0.44909037
-5.85592796,1.14869520,0.00319359,0.09516843,0.16944647,0.52386188,0.17622139,0.01194178,0.45907153
-5.84992496,1.18544873,0.00318835,0.10315416,0.17876362,0.54008868,0.18435607,0.01151733,0.46969433
-5.84392196,1.22363156,0.00317852,0.11140666,0.18854105,0.55685849,0.19231392,0.01110472,0.48087065
-5.83791896,1.26296370,0.00316489,0.11986833,0.19874575,0.57405029,0.19995581,0.01070620,0.49251554
-5.83191596,1.30317325,0.00314826,0.12848321,0.20935298,0.59154376,0.20714784,0.01032427,0.50454747
-5.82591296,1.34399928,0.00312936,0.13719857,0.22034763,0.60921996,0.21376513,0.00996152,0.51688852
-5.81990995,1.38519478,0.00310887,0.14596635,0.23172542,0.62696223,0.21969579,0.00962043,0.52946478
-5.81390695,1.42652923,0.00308737,0.15474437,0.24349387,0.64465688,0.22484462,0.00930319,0.54220665
-5.80790395,1.46779061,0.00306533,0.16349713,0.25567281,0.66219382,0.22913655,0.00901161,0.55504908
-5.80190095,1.50878643,0.00304312,0.17219626,0.26829436,0.67946684,0.23251958,0.00874692,0.56793172
-5.79589795,1.54934355,0.00302102,0.18082041,0.28140224,0.69637353,0.23496697,0.00850976,0.58079872
-5.78989495,1.58930671,0.00299921,0.18935472,0.29505040,0.71281474,0.23647864,0.00830011,0.59359840
-5.78389195,1.62853568,0.00297781,0.19778974,0.30930078,0.72869365,0.23708157,0.00811727,0.60628249
-5.77788894,1.66690118,0.00295692,0.20611999,0.32422049,0.74391443,0.23682923,0.00795988,0.61880517
-5.77188594,1.70427981,0.00293661,0.21434203,0.33987822,0.75838067,0.23579997,0.00782594,0.63112191
-5.76588294,1.74054850,0.00291700,0.22245247,0.35634014,0.77199381,0.23409448,0.00771294,0.64318822
-5.75987994,1.77557891,0.00289828,0.23044570,0.37366548,0.78465163,0.23183238,0.00761789,0.65495839
-5.75387694,1.80923244,0.00288077,0.23831177,0.39190185,0.79624729,0.22914810,0.00753746,0.66638457
-5.74787394,1.84135637,0.00286497,0.24603439,0.41108073,0.80666884,0.22618636,0.00746811,0.67741611
-5.74187094,1.87178187,0.00285163,0.25358931,0.43121320,0.81579976,0.22309727,0.00740621,0.68799951
-5.73586793,1.90032408,0.00284179,0.26094321,0.45228628,0.82352045,0.22003155,0.00734817,0.69807903
-5.72986493,1.92678490,0.00283686,0.26805308,0.47426003,0.82971079,0.21713588,0.00729060,0.70759801
-5.72386193,1.95095837,0.00283865,0.27486639,0.49706559,0.83425395,0.21454874,0.00723043,0.71650100
-5.71785893,1.97263874,0.00284947,0.28132183,0.52060443,0.83704112,0.21239695,0.00716504,0.72473652
-5.71185593,1.99163087,0.00287216,0.28735091,0.54474876,0.83797718,0.21079293,0.00709238,0.73226054
-5.70585293,2.00776251,0.00291013,0.29287999,0.56934322,0.83698691,0.20983291,0.00701104,0.73904026
-5.69984992,2.02089780,0.00296737,0.29783309,0.59420783,0.83402150,0.20959611,0.00692038,0.74505823
-5.69384692,2.03095113,0.00304851,0.30213496,0.61914203,0.82906489,0.21014476,0.00682054,0.75031632
-5.68784392,2.03790053,0.00315875,0.30571449,0.64392973,0.82213960,0.21152504,0.00671247,0.75483937
-5.68184092,2.04179971,0.00330387,0.30850819,0.66834514,0.81331163,0.21376871,0.00659797,0.75867825
-5.67583792,2.04278772,0.00349011,0.31046359,0.69215905,0.80269396,0.21689526,0.00647960,0.76191202
-5.66983492,2.04109565,0.00372412,0.31154235,0.71514546,0.79044858,0.22091443,0.00636069,0.76464897
-5.66383192,2.03704954,0.00401279,0.31172288,0.73708798,0.77678649,0.22582882,0.00624522,0.76702640
-5.65782891,2.03106922,0.00436309,0.31100240,0.75778603,0.76196585,0.23163640,0.00613775,0.76920904
-5.65182591,2.02366275,0.00478187,0.30939823,0.77706030,0.74628807,0.23833268,0.00604324,0.77138602
-5.64582291,2.01541653,0.00527564,0.30694834,0.79475734,0.73009191,0.24591247,0.00596697,0.77376655
-5.63981991,2.00698130,0.00585027,0.30371095,0.81075307,0.71374595,0.25437086,0.00591436,0.77657432
-5.63381691,1.99905459,0.00651079,0.29976337,0.82495510,0.69763949,0.26370359,0.00589082,0.78004092
-5.62781391,1.99236021,0.00726105,0.29520000,0.83730371,0.68217241,0.27390660,0.00590159,0.78439849
-5.62181091,1.98762566,0.00810348,0.29012967,0.84777156,0.66774428,0.28497484,0.00595160,0.78987186
-5.61580790,1.98555850,0.00903881,0.28467232,0.85636220,0.65474327,0.29690044,0.00604530,0.79667063
-5.60980490,1.98682257,0.01006591,0.27895536,0.86310741,0.64353517,0.30967033,0.00618659,0.80498142
-5.60380190,1.99201515,0.01118152,0.27310961,0.86806370,0.63445311,0.32326350,0.00637864,0.81496072
-5.59779890,2.00164613,0.01238021,0.26726532,0.87130813,0.62778825,0.33764814,0.00662386,0.82672849
-5.59179590,2.01611980,0.01365427,0.26154817,0.87293366,0.62378186,0.35277881,0.00692380,0.84036307
-5.58579290,2.03572038,0.01499378,0.25607554,0.87304443,0.62261894,0.36859389,0.00727912,0.85589721
-5.57978989,2.06060139,0.01638665,0.25095322,0.87175106,0.62442373,0.38501359,0.00768957,0.87331576
-5.57378689,2.09077956,0.01781888,0.24627264,0.86916640,0.62925699,0.40193854,0.00815396,0.89255477
-5.56778389,2.12613321,0.01927476,0.24210866,0.86540176,0.63711525,0.41924925,0.00867024,0.91350222
-5.56178089,2.16640496,0.02073727,0.23851808,0.86056386,0.64793182,0.43680640,0.00923546,0.93600010
-5.55577789,2.21120864,0.02218842,0.23553884,0.85475261,0.66157953,0.45445210,0.00984586,0.95984785
-5.54977489,2.26003974,0.02360975,0.23318992,0.84805967,0.67787480,0.47201204,0.01049693,0.98480682
-5.54377189,2.31228885,0.02498278,0.23147182,0.84056784,0.69658309,0.48929842,0.01118346,1.01060565
-5.53776888,2.36725755,0.02628947,0.23036766,0.83235119,0.71742522,0.50611359,0.01189960,1.03694608
-5.53176588,2.42417570,0.02751276,0.22984480,0.82347570,0.74008445,0.52225432,0.01263896,1.06350923
-5.52576288,2.48221982,0.02863696,0.22985675,0.81400049,0.76421398,0.53751627,0.01339470,1.08996180
-5.51975988,2.54053162,0.02964813,0.23034552,0.80397923,0.78944480,0.55169880,0.01415956,1.11596223
-5.51375688,2.59823636,0.03053443,0.23124400,0.79346171,0.81539358,0.56460968,0.01492603,1.14116648
-5.50775388,2.65446053,0.03128635,0.23247858,0.78249542,0.84167051,0.57606960,0.01568637,1.16523351
-5.50175088,2.70834867,0.03189684,0.23397163,0.77112694,0.86788711,0.58591642,0.01643278,1.18783026
-5.49574787,2.75907926,0.03236141,0.23564406,0.75940318,0.89366387,0.59400888,0.01715750,1.20863633
-5.48974487,2.80587955,0.03267807,0.23741768,0.74737234,0.91863767,0.60022980,0.01785293,1.22734830
-5.48374187,2.84803963,0.03284724,0.23921740,0.73508459,0.94246913,0.60448864,0.01851180,1.24368392
-5.47773887,2.88492571,0.03287156,0.24097325,0.72259258,0.96484970,0.60672344,0.01912732,1.25738619
-5.47173587,2.91599284,0.03275571,0.24262222,0.70995179,0.98550863,0.60690207,0.01969338,1.26822756
-5.46573287,2.94079711,0.03250607,0.24410986,0.69722079,1.00421964,0.60502287,0.02020471,1.27601421
-5.45972986,2.95900735,0.03213051,0.24539162,0.68446149,1.02080718,0.60111468,0.02065709,1.28059061
-5.45372686,2.97041614,0.03163804,0.24643401,0.67173955,1.03515224,0.59523622,0.02104753,1.28184414
-5.44772386,2.97494993,0.03103859,0.24721554,0.65912485,1.04719733,0.58747501,0.02137444,1.27970985
-5.44172086,2.97267783,0.03034269,0.24772738,0.64669216,1.05695053,0.57794571,0.02163778,1.27417508
-5.43571786,2.96381849,0.02956132,0.24797383,0.63452199,1.06448822,0.56678803,0.02183922,1.26528375
-5.42971486,2.94874460,0.02870564,0.24797253,0.62270155,1.06995627,0.55416414,0.02198213,1.25314003
-5.42371186,2.92798431,0.02778691,0.24775443,0.61132572,1.07356943,0.54025577,0.02207171,1.23791113
-5.41770885,2.90221900,0.02681634,0.24736351,0.60049804,1.07560866,0.52526088,0.02211485,1.21982879
-5.41170585,2.87227693,0.02580501,0.24685624,0.59033148,1.07641631,0.50939007,0.02212011,1.19918937
-5.40570285,2.83912247,0.02476379,0.24630080,0.58094893,1.07638907,0.49286280,0.02209748,1.17635214
-5.39969985,2.80384072,0.02370333,0.24577602,0.57248332,1.07596872,0.47590345,0.02205819,1.15173575
-5.39369685,2.76761769,0.02263400,0.24537012,0.56507716,1.07563099,0.45873728,0.02201435,1.12581271
-5.38769385,2.73171635,0.02156584,0.24517918,0.55888149,1.07587269,0.44158657,0.02197867,1.09910202
-5.38169085,2.69744921,0.02050857,0.24530538,0.55405423,1.07719760,0.42466685,0.02196399,1.07216004
-5.37568784,2.66614807,0.01947148,0.24585507,0.55075774,1.08010161,0.40818344,0.02198285,1.04556978
-5.36968484,2.63913216,0.01846342,0.24693663,0.54915582,1.08505772,0.39232838,0.02204710,1.01992899
-5.36368184,2.61767553,0.01749269,0.24865815,0.54941003,1.09250144,0.37727782,0.02216742,0.99583737
-5.35767884,2.60297488,0.01656702,0.25112498,0.55167548,1.10281723,0.36318994,0.02235295,0.97388328
-5.35167584,2.59611898,0.01569342,0.25443712,0.55609620,1.11632657,0.35020345,0.02261089,0.95463038
-5.34567284,2.59806060,0.01487819,0.25868653,0.56280017,1.13327805,0.33843664,0.02294619,0.93860451
-5.33966983,2.60959179,0.01412675,0.26395440,0.57189422,1.15383993,0.32798696,0.02336137,0.92628130
-5.33366683,2.63132322,0.01344364,0.27030825,0.58345890,1.17809543,0.31893108,0.02385631,0.91807463
-5.32766383,2.66366801,0.01283244,0.27779925,0.59754344,1.20604067,0.31132530,0.02442823,0.91432631
-5.32166083,2.70683020,0.01229574,0.28645939,0.61416109,1.23758552,0.30520623,0.02507171,0.91529718
-5.31565783,2.76079799,0.01183512,0.29629898,0.63328481,1.27255680,0.30059168,0.02577881,0.92115965
-5.30965483,2.82534145,0.01145115,0.30730424,0.65484361,1.31070383,0.29748149,0.02653926,0.93199191
-5.30365183,2.90001449,0.01114340,0.31943532,0.67871957,1.35170564,0.29585830,0.02734077,0.94777377
-5.29764882,2.98416064,0.01091049,0.33262471,0.70474575,1.39517961,0.29568824,0.02816933,0.96838424
-5.29164582,3.07692221,0.01075011,0.34677617,0.73270506,1.44069082,0.29692128,0.02900964,0.99360079
-5.28564282,3.17725241,0.01065908,0.36176442,0.76233025,1.48776167,0.29949138,0.02984547,1.02310051
-5.27963982,3.28393005,0.01063343,0.37743548,0.79330506,1.53588148,0.30331650,0.03066014,1.05646295
-5.27363682,3.39557646,0.01066848,0.39360792,0.82526662,1.58451534,0.30829830,0.03143694,1.09317491
-5.26763382,3.51067449,0.01075888,0.41007504,0.85780922,1.63311235,0.31432189,0.03215952,1.13263711
-5.26163082,3.62758946,0.01089868,0.42660792,0.89048933,1.68111276,0.32125556,0.03281231,1.17417281
-5.25562781,3.74459196,0.01108147,0.44295945,0.92283204,1.72795419,0.32895075,0.03338087,1.21703838
-5.24962481,3.85988255,0.01130036,0.45886920,0.95433864,1.77307689,0.33724227,0.03385217,1.26043574
-5.24362181,3.97161840,0.01154816,0.47406905,0.98449548,1.81592838,0.34594910,0.03421486,1.30352671
-5.23761881,4.07794185,0.01181739,0.48828949,1.01278375,1.85596751,0.35487572,0.03445951,1.34544895
-5.23161581,4.17701069,0.01210042,0.50126625,1.03869008,1.89266850,0.36381415,0.03457870,1.38533331
-5.22561281,4.26703017,0.01238953,0.51274717,1.06171770,1.92552510,0.37254677,0.03456714,1.42232236
-5.21960980,4.34628613,0.01267705,0.52249911,1.08139780,1.95405525,0.38084981,0.03442176,1.45558942
-5.21360680,4.41317890,0.01295545,0.53031435,1.09730093,1.97780648,0.38849764,0.03414163,1.48435783
-5.20760380,4.46625719,0.01321745,0.53601663,1.10904780,1.99636209,0.39526757,0.03372798,1.50791981
-5.20160080,4.50425104,0.01345621,0.53946621,1.11631940,2.00934830,0.40094518,0.03318409,1.52565420
-5.19559780,4.52610297,0.01366538,0.54056392,1.11886587,2.01644214,0.40532985,0.03251519,1.53704264
-5.18959480,4.53099602,0.01383931,0.53925408,1.11651397,2.01737988,0.40824036,0.03172828,1.54168337
-5.18359180,4.51837782,0.01397312,0.53552593,1.10917260,2.01196581,0.40952025,0.03083200,1.53930233
-5.17758879,4.48797927,0.01406287,0.52941375,1.09683635,2.00008067,0.40904273,0.02983642,1.52976083
-5.17158579,4.43982715,0.01410563,0.52099551,1.07958683,1.98168951,0.40671491,0.02875279,1.51305966
-5.16558279,4.37424965,0.01409962,0.51039017,1.05759156,1.95684826,0.40248107,0.02759340,1.48933930
-5.15957979,4.29187430,0.01404420,0.49775378,1.03110059,1.92570861,0.39632483,0.02637122,1.45887616
-5.15357679,4.19361798,0.01394000,0.48327443,1.00044085,1.88852065,0.38827021,0.02509978,1.42207503
-5.14757379,4.08066915,0.01378883,0.46716645,0.96600830,1.84563295,0.37838123,0.02379282,1.37945783
-5.14157079,3.95446248,0.01359374,0.44966397,0.92825837,1.79748972,0.36676038,0.02246409,1.33164934
-5.13556778,3.81664672,0.01335891,0.43101415,0.88769472,1.74462511,0.35354577,0.02112713,1.27936014
-5.12956478,3.66904678,0.01308957,0.41147041,0.84485701,1.68765445,0.33890720,0.01979499,1.22336767
-5.12356178,3.51362129,0.01279186,0.39128582,0.80030786,1.62726280,0.32304127,0.01848005,1.16449590
-5.11755878,3.35241706,0.01247273,0.37070700,0.75461961,1.56419113,0.30616576,0.01719382,1.10359462
-5.11155578,3.18752219,0.01213969,0.34996864,0.70836127,1.49922047,0.28851357,0.01594678,1.04151885
-5.10555278,3.02101933,0.01180070,0.32928890,0.66208611,1.43315492,0.27032635,0.01474823,0.97910927
-5.09954977,2.85494085,0.01146393,0.30886573,0.61632033,1.36680382,0.25184822,0.01360620,0.91717423
-5.09354677,2.69122741,0.01113760,0.28887416,0.57155306,1.30096410,0.23331973,0.01252737,0.85647397
-5.08754377,2.53169122,0.01082973,0.26946471,0.52822808,1.23640333,0.21497232,0.01151702,0.79770735
-5.08154077,2.37798513,0.01054805,0.25076270,0.48673743,1.17384418,0.19702344,0.01057905,0.74150157
-5.07553777,2.23157847,0.01029976,0.23286854,0.44741689,1.11395083,0.17967250,0.00971602,0.68840489
-5.06953477,2.09373981,0.01009146,0.21585876,0.41054365,1.05731784,0.16309770,0.00892918,0.63888239
-5.06353177,1.96552719,0.00992898,0.19978780,0.37633575,1.00446171,0.14745381,0.00821859,0.59331470
-5.05752876,1.84778527,0.00981733,0.18469028,0.34495347,0.95581539,0.13287089,0.00758326,0.55199948
-5.05152576,1.74114919,0.00976060,0.17058357,0.31650236,0.91172568,0.11945390,0.00702125,0.51515518
-5.04552276,1.64605423,0.00976197,0.15747074,0.29103753,0.87245344,0.10728306,0.00652987,0.48292683
-5.03951976,1.56275034,0.00982362,0.14534338,0.26856919,0.83817625,0.09641502,0.00610582,0.45539330
-5.03351676,1.49132056,0.00994679,0.13418455,0.24906887,0.80899329,0.08688443,0.00574538,0.43257559
-5.02751376,1.43170186,0.01013173,0.12397137,0.23247619,0.78493183,0.07870603,0.00544461,0.41444566
-5.02151076,1.38370757,0.01037773,0.11467753,0.21870570,0.76595489,0.07187699,0.00519948,0.40093528
-5.01550775,1.34704991,0.01068313,0.10627533,0.20765373,0.75196960,0.06637934,0.00500604,0.39194466
-5.00950475,1.32136180,0.01104534,0.09873744,0.19920477,0.74283567,0.06218243,0.00486061,0.38735029
-5.00350175,1.30621694,0.01146087,0.09203826,0.19323726,0.73837363,0.05924533,0.00475982,0.38701190
-4.99749875,1.30114752,0.01192530,0.08615484,0.18962866,0.73837241,0.05751893,0.00470078,0.39077829
-4.99149575,1.30565906,0.01243335,0.08106748,0.18825965,0.74259597,0.05694793,0.00468115,0.39849179
-4.98549275,1.31924211,0.01297890,0.07675997,0.18901725,0.75078891,0.05747241,0.00469914,0.40999161
-4.97948974,1.34138077,0.01355500,0.07321945,0.19179706,0.76268094,0.05902917,0.00475356,0.42511572
-4.97348674,1.37155807,0.01415399,0.07043604,0.19650451,0.77799018,0.06155269,0.00484384,0.44370173
-4.96748374,1.40925867,0.01476753,0.06840225,0.20305503,0.79642558,0.06497582,0.00496991,0.46558663
-4.96148074,1.45396913,0.01538675,0.06711210,0.21137355,0.81768845,0.06923017,0.00513221,0.49060572
-4.95547774,1.50517632,0.01600242,0.06656017,0.22139306,0.84147354,0.07424627,0.00533158,0.51859087
-4.94947474,1.56236457,0.01660507,0.06674049,0.23305263,0.86746968,0.07995348,0.00556912,0.54936832
-4.94347174,1.62501200,0.01718527,0.06764542,0.24629487,0.89536049,0.08627977,0.00584610,0.58275624
-4.93746873,1.69258664,0.01773386,0.06926442,0.26106306,0.92482519,0.09315142,0.00616381,0.61856219
-4.93146573,1.76454287,0.01824222,0.07158293,0.27729799,0.95553982,0.10049256,0.00652341,0.65658076
-4.92546273,1.84031840,0.01870254,0.07458127,0.29493483,0.98717891,0.10822477,0.00692578,0.69659146
-4.91945973,1.91933240,0.01910812,0.07823366,0.31389996,1.01941786,0.11626670,0.00737139,0.73835707
-4.91345673,2.00098483,0.01945363,0.08250737,0.33410817,1.05193586,0.12453379,0.00786014,0.78162250
-4.90745373,2.08465721,0.01973531,0.08736213,0.35546013,1.08441946,0.13293806,0.00839125,0.82611435
-4.90145073,2.16971497,0.01995122,0.09274969,0.37784036,1.11656675,0.14138814,0.00896315,0.87154117
-4.89544772,2.25551135,0.02010127,0.09861370,0.40111587,1.14809193,0.14978948,0.00957340,0.91759447
-4.88944472,2.34139285,0.02018734,0.10488985,0.42513546,1.17873023,0.15804483,0.01021862,0.96395060
-4.88344172,2.42670614,0.02021321,0.11150629,0.44972979,1.20824304,0.16605495,0.01089452,1.01027340
-4.87743872,2.51080620,0.02018440,0.11838436,0.47471231,1.23642297,0.17371963,0.01159581,1.05621760
-4.87143572,2.59306560,0.02010802,0.12543964,0.49988093,1.26309881,0.18093896,0.01231635,1.10143298
-4.86543272,2.67288456,0.01999239,0.13258321,0.52502058,1.28814020,0.18761488,0.01304913,1.14556913
-4.85942971,2.74970152,0.01984676,0.13972312,0.54990636,1.31146167,0.19365297,0.01378646,1.18828065
-4.85342671,2.82300385,0.01968080,0.14676610,0.57430746,1.33302611,0.19896432,0.01452004,1.22923273
-4.84742371,2.89233828,0.01950421,0.15361929,0.59799142,1.35284742,0.20346761,0.01524116,1.26810684
-4.84142071,2.95732069,0.01932620,0.16019205,0.62072881,1.37099208,0.20709115,0.01594087,1.30460632
-4.83541771,3.01764478,0.01915508,0.16639780,0.64229795,1.38757971,0.20977487,0.01661021,1.33846178
-4.82941471,3.07308916,0.01899781,0.17215564,0.66248969,1.40278227,0.21147214,0.01724037,1.36943587
-4.82341171,3.12352258,0.01885965,0.17739189,0.68111182,1.41682202,0.21215135,0.01782291,1.39732753
-4.81740870,3.16890694,0.01874389,0.18204147,0.69799315,1.42996795,0.21179713,0.01835002,1.42197534
-4.81140570,3.20929781,0.01865168,0.18604889,0.71298706,1.44253085,0.21041117,0.01881463,1.44325996
-4.80540270,3.24484234,0.01858194,0.18936911,0.72597424,1.45485684,0.20801255,0.01921067,1.46110564
-4.79939970,3.27577462,0.01853141,0.19196805,0.73686489,1.46731955,0.20463763,0.01953315,1.47548068
-4.79339670,3.30240850,0.01849482,0.19382288,0.74559995,1.48031103,0.20033934,0.01977835,1.48639710
-4.78739370,3.32512823,0.01846513,0.19492197,0.75215179,1.49423147,0.19518603,0.01994389,1.49390944
-4.78139070,3.34437706,0.01843387,0.19526477,0.75652403,1.50947811,0.18925991,0.02002880,1.49811293
-4.77538769,3.36064448,0.01839159,0.19486140,0.75875087,1.52643344,0.18265504,0.02003358,1.49914119
-4.76938469,3.37445241,0.01832832,0.19373219,0.75889594,1.54545310,0.17547510,0.01996021,1.49716367
-4.76338169,3.38634087,0.01823407,0.19190710,0.75705070,1.56685385,0.16783087,0.01981211,1.49238286
-4.75737869,3.39685372,0.01809931,0.18942511,0.75333269,1.59090184,0.15983774,0.01959415,1.48503162
-4.75137569,3.40652484,0.01791548,0.18633355,0.74788356,1.61780166,0.15161312,0.01931253,1.47537041
-4.74537269,3.41586518,0.01767540,0.18268750,0.74086706,1.64768656,0.14327403,0.01897472,1.46368480
-4.73936968,3.42535107,0.01737365,0.17854913,0.73246704,1.68061004,0.13493484,0.01858936,1.45028288
-4.73336668,3.43541378,0.01700682,0.17398700,0.72288538,1.71653925,0.12670527,0.01816612,1.43549271
-4.72736368,3.44643078,0.01657374,0.16907540,0.71233994,1.75535035,0.11868871,0.01771558,1.41965960
-4.72136068,3.45871835,0.01607557,0.16389358,0.70106239,1.79682617,0.11098080,0.01724902,1.40314301
-4.71535768,3.47252574,0.01551578,0.15852486,0.68929592,1.84065616,0.10366837,0.01677832,1.38631296
-4.70935468,3.48803068,0.01490006,0.15305567,0.67729260,1.88643876,0.09682871,0.01631569,1.36954568
-4.70335168,3.50533602,0.01423617,0.14757442,0.66531052,1.93368626,0.09052899,0.01587352,1.35321848
-4.69734867,3.52446743,0.01353371,0.14217015,0.65361041,1.98183192,0.08482605,0.01546412,1.33770364
-4.69134567,3.54537201,0.01280380,0.13693109,0.64245181,2.03023939,0.07976624,0.01509951,1.32336141
-4.68534267,3.56791765,0.01205879,0.13194301,0.63208878,2.07821403,0.07538540,0.01479113,1.31053210
-4.67933967,3.59189324,0.01131194,0.12728748,0.62276507,2.12501606,0.07170899,0.01454962,1.29952753
-4.67333667,3.61700954,0.01057703,0.12304000,0.61470899,2.16987504,0.06875213,0.01438457,1.29062206
-4.66733367,3.64290110,0.00986812,0.11926821,0.60812797,2.21200548,0.06651977,0.01430420,1.28404348
-4.66133067,3.66912914,0.00919919,0.11603000,0.60320301,2.25062313,0.06500677,0.01431519,1.27996431
-4.65532766,3.69518571,0.00858396,0.11337193,0.60008333,2.28496147,0.06419805,0.01442239,1.27849384
-4.64932466,3.72049943,0.00803560,0.11132771,0.59888137,2.31428823,0.06406868,0.01462869,1.27967153
-4.64332166,3.74444279,0.00756661,0.10991708,0.59966835,2.33792121,0.06458411,0.01493478,1.28346198
-4.63731866,3.76634151,0.00718868,0.10914500,0.60247080,2.35524334,0.06570045,0.01533908,1.28975216
-4.63131566,3.78548577,0.00691254,0.10900123,0.60726817,2.36571640,0.06736480,0.01583771,1.29835105
-4.62531266,3.80114356,0.00674794,0.10946046,0.61399167,2.36889314,0.06951586,0.01642439,1.30899191
-4.61930965,3.81257584,0.00670352,0.11048277,0.62252464,2.36442758,0.07208467,0.01709063,1.32133736
-4.61330665,3.81905340,0.00678678,0.11201474,0.63270434,2.35208309,0.07499555,0.01782576,1.33498712
-4.60730365,3.81987498,0.00700402,0.11399079,0.64432527,2.33173822,0.07816729,0.01861718,1.34948831
-4.60130065,3.81438604,0.00736021,0.11633510,0.65714392,2.30339000,0.08151461,0.01945061,1.36434784
-4.59529765,3.80199769,0.00785894,0.11896370,0.67088465,2.26715472,0.08494973,0.02031040,1.37904650
-4.58929465,3.78220483,0.00850223,0.12178692,0.68524678,2.22326607,0.08838415,0.02117991,1.39305423
-4.58329165,3.75460289,0.00929044,0.12471188,0.69991220,2.17207074,0.09173056,0.02204188,1.40584574
-4.57728864,3.71890225,0.01022206,0.12764507,0.71455358,2.11402151,0.09490476,0.02287888,1.41691604
-4.57128564,3.67493965,0.01129357,0.13049487,0.72884251,2.04966801,0.09782758,0.02367374,1.42579500
-4.56528264,3.62268599,0.01249922,0.13317390,0.74245748,1.97964542,0.10042665,0.02440991,1.43206041
-4.55927964,3.56224987,0.01383087,0.13560111,0.75509117,1.90466123,0.10263810,0.02507195,1.43534904
-4.55327664,3.49387683,0.01527788,0.13770357,0.76645699,1.82548058,0.10440784,0.02564581,1.43536519
-4.54727364,3.41794398,0.01682697,0.13941791,0.77629454,1.74291045,0.10569275,0.02611919,1.43188642
-4.54127064,3.33495031,0.01846223,0.14069136,0.78437384,1.65778314,0.10646130,0.02648177,1.42476656
-4.53526763,3.24550310,0.02016512,0.14148233,0.79049835,1.57093955,0.10669399,0.02672542,1.41393565
-4.52926463,3.15030086,0.02191460,0.14176064,0.79450673,1.48321267,0.10638328,0.02684432,1.39939740
-4.52326163,3.05011383,0.02368739,0.14150742,0.79627346,1.39541172,0.10553319,0.02683501,1.38122417
-4.51725863,2.94576273,0.02545822,0.14071458,0.79570849,1.30830748,0.10415858,0.02669638,1.35955002
-4.51125563,2.83809685,0.02720032,0.13938410,0.79275598,1.22261911,0.10228410,0.02642961,1.33456241
-4.50525263,2.72797245,0.02888591,0.13752710,0.78739256,1.13900284,0.09994292,0.02603806,1.30649285
-4.49924962,2.61623229,0.03048678,0.13516273,0.77962509,1.05804273,0.09717529,0.02552708,1.27560721
-4.49324662,2.50368730,0.03197501,0.13231704,0.76948830,0.98024385,0.09402697,0.02490378,1.24219620
