energy_ev,total_up,Ag_p_up,Ag_d_up,Ge_p_up,Ge_d_up,S_s_up,S_p_up
-5.71785893,13.28012286,1.58549839,9.98326935,1.64866553,0.00000000,0.11015102,0.56212647
-5.71185593,13.43197046,1.61170765,10.11026016,1.67279165,0.00000000,0.10884106,0.55835348
-5.70585293,13.58070309,1.63674520,10.23584411,1.69524889,0.00000000,0.10744469,0.55502243
-5.69984992,13.72563751,1.66040803,10.35957528,1.71588043,0.00000000,0.10597477,0.55216098
-5.69384692,13.86575957,1.68246484,10.48074284,1.73450624,0.00000000,0.10444199,0.54977094
-5.68784392,13.99975403,1.70266148,10.59839066,1.75092746,0.00000000,0.10285503,0.54783013
-5.68184092,14.12604925,1.72072801,10.71134824,1.76493244,0.00000000,0.10122076,0.54629496
-5.67583792,14.24287459,1.73638713,10.81827189,1.77630421,0.00000000,0.09954455,0.54510367
-5.66983492,14.34832811,1.74936367,10.91769426,1.78482893,0.00000000,0.09783060,0.54418008
-5.66383192,14.44045141,1.75939463,11.00808010,1.79030494,0.00000000,0.09608234,0.54343753
-5.65782891,14.51730851,1.76623931,11.08788601,1.79255198,0.00000000,0.09430277,0.54278301
-5.65182591,14.57706541,1.76968921,11.15562167,1.79142000,0.00000000,0.09249488,0.54212118
-5.64582291,14.61806704,1.76957700,11.20991010,1.78679726,0.00000000,0.09066193,0.54135819
-5.63981991,14.63890876,1.76578442,11.24954486,1.77861722,0.00000000,0.08880778,0.54040517
-5.63381691,14.63849962,1.75824855,11.27354179,1.76686392,0.00000000,0.08693711,0.53918135
-5.62781391,14.61611523,1.74696633,11.28118382,1.75157559,0.00000000,0.08505566,0.53761669
-5.62181091,14.57143861,1.73199707,11.27205718,1.73284640,0.00000000,0.08317035,0.53565395
-5.61580790,14.50458779,1.71346295,11.24607793,1.71082619,0.00000000,0.08128941,0.53325033
-5.60980490,14.41612956,1.69154737,11.20350827,1.68571839,0.00000000,0.07942246,0.53037847
-5.60380190,14.30707939,1.66649149,11.14496212,1.65777607,0.00000000,0.07758056,0.52702706
-5.59779890,14.17888776,1.63858893,11.07140004,1.62729653,0.00000000,0.07577622,0.52320094
-5.59179590,14.03341377,1.60817899,10.98411390,1.59461458,0.00000000,0.07402341,0.51892070
-5.58579290,13.87288717,1.57563873,10.88470191,1.56009484,0.00000000,0.07233754,0.51422197
-5.57978989,13.69986016,1.54137410,10.77503470,1.52412345,0.00000000,0.07073539,0.50915438
-5.57378689,13.51715053,1.50581060,10.65721384,1.48709938,0.00000000,0.06923504,0.50378009
-5.56778389,13.32777786,1.46938379,10.53352362,1.44942587,0.00000000,0.06785572,0.49817223
-5.56178089,13.13489463,1.43252983,10.40637769,1.41150198,0.00000000,0.06661765,0.49241299
-5.55577789,12.94171381,1.39567658,10.27826182,1.37371477,0.00000000,0.06554182,0.48659163
-5.54977489,12.75143499,1.35923521,10.15167430,1.33643204,0.00000000,0.06464965,0.48080232
-5.54377189,12.56717060,1.32359272,10.02906541,1.29999598,0.00000000,0.06396266,0.47514192
-5.53776888,12.39187409,1.28910546,9.91277757,1.26471758,0.00000000,0.06350205,0.46970772
-5.53176588,12.22827168,1.25609359,9.80498761,1.23087212,0.00000000,0.06328817,0.46459520
-5.52576288,12.07879927,1.22483681,9.70765279,1.19869541,0.00000000,0.06334002,0.45989579
-5.51975988,11.94554625,1.19557104,9.62246192,1.16838112,0.00000000,0.06367463,0.45569482
-5.51375688,11.83020746,1.16848630,9.55079319,1.14007893,0.00000000,0.06430648,0.45206950
-5.50775388,11.73404492,1.14372553,9.49367988,1.11389351,0.00000000,0.06524690,0.44908717
-5.50175088,11.65786039,1.12138449,9.45178524,1.08988443,0.00000000,0.06650346,0.44680369
-5.49574787,11.60197983,1.10151250,9.42538766,1.06806680,0.00000000,0.06807951,0.44526214
-5.48974487,11.56625069,1.08411402,9.41437659,1.04841274,0.00000000,0.06997366,0.44449172
-5.48374187,11.55005227,1.06915106,9.41826009,1.03085356,0.00000000,0.07217950,0.44450703
-5.47773887,11.55231942,1.05654615,9.43618377,1.01528280,0.00000000,0.07468534,0.44530756
-5.47173587,11.57157914,1.04618608,9.46696111,1.00155983,0.00000000,0.07747418,0.44687762
-5.46573287,11.60599941,1.03792594,9.50911426,0.98951426,0.00000000,0.08052374,0.44918644
-5.45972986,11.65344877,1.03159377,9.56092439,0.97895090,0.00000000,0.08380674,0.45218873
-5.45372686,11.71156519,1.02699542,9.62048986,0.96965517,0.00000000,0.08729133,0.45582543
-5.44772386,11.77783178,1.02391957,9.68579045,0.96139907,0.00000000,0.09094164,0.46002481
-5.44172086,11.84965712,1.02214291,9.75475533,0.95394722,0.00000000,0.09471852,0.46470383
-5.43571786,11.92445718,1.02143523,9.82533241,0.94706314,0.00000000,0.09858044,0.46976973
-5.42971486,11.99973612,1.02156426,9.89555646,0.94051536,0.00000000,0.10248442,0.47512180
-5.42371186,12.07316304,1.02230033,9.96361361,0.93408322,0.00000000,0.10638717,0.48065340
-5.41770885,12.14264191,1.02342048,10.02789963,0.92756228,0.00000000,0.11024619,0.48625407
-5.41170585,12.20637228,1.02471219,10.08707014,0.92076897,0.00000000,0.11402099,0.49181176
-5.40570285,12.26289876,1.02597649,10.14008077,0.91354452,0.00000000,0.11767422,0.49721515
-5.39969985,12.31114767,1.02703043,10.18621621,0.90575791,0.00000000,0.12117285,0.50235597
-5.39369685,12.35044997,1.02770907,10.22510707,0.89730781,0.00000000,0.12448921,0.50713131
-5.38769385,12.38055021,1.02786681,10.25673465,0.88812352,0.00000000,0.12760200,0.51144588
-5.38169085,12.40160151,1.02737820,10.28142358,0.87816487,0.00000000,0.13049704,0.51521413
-5.37568784,12.41414769,1.02613840,10.29982329,0.86742113,0.00000000,0.13316803,0.51836221
-5.36968484,12.41909357,1.02406320,10.31287934,0.85590911,0.00000000,0.13561691,0.52082974
-5.36368184,12.41766514,1.02108883,10.32179627,0.84367045,0.00000000,0.13785415,0.52257126
-5.35767884,12.41136162,1.01717161,10.32799341,0.83076849,0.00000000,0.13989867,0.52355737
-5.35167584,12.40190122,1.01228744,10.33305584,0.81728456,0.00000000,0.14177759,0.52377552
-5.34567284,12.39116286,1.00643135,10.33868198,0.80331413,0.00000000,0.14352559,0.52323035
-5.33966983,12.38112577,0.99961692,10.34662997,0.78896292,0.00000000,0.14518409,0.52194362
-5.33366683,12.37380881,0.99187576,10.35866425,0.77434304,0.00000000,0.14680006,0.51995364
-5.32766383,12.37121122,0.98325692,10.37650396,0.75956932,0.00000000,0.14842459,0.51731427
-5.32166083,12.37525628,0.97382625,10.40177449,0.74475597,0.00000000,0.15011120,0.51409345
-5.31565783,12.38773914,0.96366554,10.43596325,0.73001363,0.00000000,0.15191398,0.51037133
-5.30965483,12.41027986,0.95287156,10.48038062,0.71544679,0.00000000,0.15388554,0.50623803
-5.30365183,12.44428256,0.94155477,10.53612675,0.70115168,0.00000000,0.15607482,0.50179114
-5.29764882,12.49090138,0.92983776,10.60406494,0.68721460,0.00000000,0.15852498,0.49713299
-5.29164582,12.55101392,0.91785334,10.68480185,0.67371069,0.00000000,0.16127125,0.49236785
-5.28564282,12.62520253,0.90574231,10.77867503,0.66070305,0.00000000,0.16433898,0.48759916
-5.27963982,12.71374372,0.89365092,10.88574778,0.64824231,0.00000000,0.16774190,0.48292683
-5.27363682,12.81660599,0.88172806,11.00581140,0.63636652,0.00000000,0.17148077,0.47844483
-5.26763382,12.93345589,0.87012229,11.13839463,0.62510133,0.00000000,0.17554234,0.47423908
-5.26163082,13.06367209,0.85897870,11.28277991,0.61446047,0.00000000,0.17989888,0.47038570
-5.25562781,13.20636687,0.84843581,11.43802580,0.60444645,0.00000000,0.18450827,0.46694971
-5.24962481,13.36041433,0.83862257,11.60299476,0.59505149,0.00000000,0.18931454,0.46398424
-5.24362181,13.52448409,0.82965549,11.77638522,0.58625865,0.00000000,0.19424917,0.46153015
-5.23761881,13.69707920,0.82163606,11.95676661,0.57804298,0.00000000,0.19923281,0.45961610
-5.23161581,13.87657668,0.81464846,12.14261599,0.57037289,0.00000000,0.20417761,0.45825898
-5.22561281,14.06126890,0.80875772,12.33235472,0.56321150,0.00000000,0.20898991,0.45746462
-5.21960980,14.24940416,0.80400812,12.52438363,0.55651796,0.00000000,0.21357336,0.45722879
-5.21360680,14.43922470,0.80042220,12.71711535,0.55024877,0.00000000,0.21783219,0.45753821
-5.20760380,14.62900072,0.79800001,12.90900250,0.54435897,0.00000000,0.22167455,0.45837168
-5.20160080,14.81705904,0.79671891,13.09856079,0.53880322,0.00000000,0.22501579,0.45970104
-5.19559780,15.00180593,0.79653363,13.28438665,0.53353668,0.00000000,0.22778153,0.46149217
-5.18959480,15.18174337,0.79737692,13.46516900,0.52851573,0.00000000,0.22991031,0.46370565
-5.18359180,15.35547937,0.79916045,13.63969564,0.52369851,0.00000000,0.23135580,0.46629740
-5.17758879,15.52173258,0.80177620,13.80685505,0.51904524,0.00000000,0.23208839,0.46921900
-5.17158579,15.67933277,0.80509832,13.96563449,0.51451837,0.00000000,0.23209613,0.47241804
-5.16558279,15.82721819,0.80898541,14.11511605,0.51008269,0.00000000,0.23138501,0.47583825
-5.15957979,15.96443191,0.81328323,14.25447209,0.50570523,0.00000000,0.22997849,0.47941966
-5.15357679,16.09011864,0.81782801,14.38296163,0.50135517,0.00000000,0.22791642,0.48309889
-5.14757379,16.20352382,0.82245005,14.49992938,0.49700381,0.00000000,0.22525341,0.48680953
-5.14157079,16.30399634,0.82697793,14.60480832,0.49262449,0.00000000,0.22205668,0.49048271
-5.13556778,16.39099606,0.83124288,14.69712707,0.48819269,0.00000000,0.21840359,0.49404804
-5.12956478,16.46410644,0.83508356,14.77652210,0.48368619,0.00000000,0.21437891,0.49743471
-5.12356178,16.52305245,0.83835087,14.84275493,0.47908538,0.00000000,0.21007202,0.50057304
-5.11755878,16.56772298,0.84091274,14.89573351,0.47437370,0.00000000,0.20557423,0.50339616
-5.11155578,16.59819667,0.84265871,14.93553664,0.46953821,0.00000000,0.20097610,0.50584200
-5.10555278,16.61476936,0.84350401,14.96243997,0.46457013,0.00000000,0.19636520,0.50785536
-5.09954977,16.61798113,0.84339313,14.97694145,0.45946559,0.00000000,0.19182410,0.50939001
-5.09354677,16.60864078,0.84230241,14.97978440,0.45422615,0.00000000,0.18742876,0.51041070
-5.08754377,16.58784515,0.84024176,14.97197585,0.44885943,0.00000000,0.18324734,0.51089491
-5.08154077,16.55699134,0.83725517,14.95479833,0.44337946,0.00000000,0.17933940,0.51083429
-5.07553777,16.51777973,0.83342006,14.92981323,0.43780693,0.00000000,0.17575548,0.51023563
-5.06953477,16.47220632,0.82884531,14.89885448,0.43216915,0.00000000,0.17253695,0.50912128
-5.06353177,16.42254355,0.82366813,14.86401164,0.42649979,0.00000000,0.16971618,0.50752895
-5.05752876,16.37130902,0.81804980,14.82760209,0.42083829,0.00000000,0.16731692,0.50551092
-5.05152576,16.32122273,0.81217039,14.79213259,0.41522907,0.00000000,0.16535471,0.50313259
-5.04552276,16.27515344,0.80622275,14.76025105,0.40972039,0.00000000,0.16383753,0.50047048
-5.03951976,16.23605590,0.80040599,14.73468977,0.40436303,0.00000000,0.16276637,0.49760973
-5.03351676,16.20690085,0.79491865,14.71820196,0.39920873,0.00000000,0.16213584,0.49464124
-5.02751376,16.19060019,0.78995200,14.71349363,0.39430859,0.00000000,0.16193476,0.49165852
-5.02151076,16.18992999,0.78568360,14.72315322,0.38971132,0.00000000,0.16214676,0.48875449
-5.01550775,16.20745406,0.78227156,14.74958136,0.38546150,0.00000000,0.16275081,0.48601826
-5.00950475,16.24545094,0.77984959,14.79492332,0.38159797,0.00000000,0.16372183,0.48353219
-5.00350175,16.30584690,0.77852314,14.86100641,0.37815229,0.00000000,0.16503118,0.48136920
-4.99749875,16.39015733,0.77836676,14.94928469,0.37514748,0.00000000,0.16664738,0.47959061
-4.99149575,16.49943887,0.77942272,15.06079285,0.37259693,0.00000000,0.16853671,0.47824447
-4.98549275,16.63425375,0.78170102,15.19611101,0.37050372,0.00000000,0.17066401,0.47736454
-4.97948974,16.79464796,0.78518058,15.35534167,0.36886016,0.00000000,0.17299345,0.47696981
-4.97348674,16.98014390,0.78981173,15.53809988,0.36764784,0.00000000,0.17548949,0.47706483
-4.96748374,17.18974818,0.79551962,15.74351704,0.36683788,0.00000000,0.17811773,0.47764042
-4.96148074,17.42197428,0.80220854,15.97025864,0.36639166,0.00000000,0.18084592,0.47867512
-4.95547774,17.67487973,0.80976684,16.21655540,0.36626179,0.00000000,0.18364490,0.48013690
-4.94947474,17.94611663,0.81807215,16.48024727,0.36639347,0.00000000,0.18648950,0.48198539
-4.94347174,18.23299405,0.82699672,16.75883898,0.36672597,0.00000000,0.18935930,0.48417417
-4.93746873,18.53255043,0.83641268,17.04956545,0.36719441,0.00000000,0.19223932,0.48665325
-4.93146573,18.84163347,0.84619670,17.34946515,0.36773161,0.00000000,0.19512049,0.48937152
-4.92546273,19.15698488,0.85623428,17.65545877,0.36826995,0.00000000,0.19799988,0.49227898
-4.91945973,19.47532690,0.86642302,17.96443059,0.36874328,0.00000000,0.20088078,0.49532879
-4.91345673,19.79344734,0.87667509,18.27330940,0.36908864,0.00000000,0.20377243,0.49847889
-4.90745373,20.10827993,0.88691862,18.57914593,0.36924790,0.00000000,0.20668955,0.50169330
-4.90145073,20.41697661,0.89709805,18.87918365,0.36916911,0.00000000,0.20965166,0.50494286
-4.89544772,20.71696889,0.90717343,19.17091990,0.36880759,0.00000000,0.21268211,0.50820550
-4.88944472,21.00601551,0.91711873,19.45215484,0.36812673,0.00000000,0.21580696,0.51146605
-4.88344172,21.28223458,0.92691931,19.72102595,0.36709845,0.00000000,0.21905378,0.51471558
-4.87743872,21.54411864,0.93656873,19.97602674,0.36570327,0.00000000,0.22245030,0.51795035
-4.87143572,21.79053232,0.94606498,20.21600886,0.36393018,0.00000000,0.22602302,0.52117040
-4.86543272,22.02069295,0.95540649,20.44016778,0.36177613,0.00000000,0.22979599,0.52437793
-4.85942971,22.23413554,0.96458820,20.64801320,0.35924529,0.00000000,0.23378953,0.52757563
-4.85342671,22.43066453,0.97359771,20.83932609,0.35634813,0.00000000,0.23801928,0.53076488
-4.84742371,22.61029518,0.98241200,21.01410517,0.35310040,0.00000000,0.24249537,0.53394420
-4.84142071,22.77318878,0.99099488,21.17250632,0.34952204,0.00000000,0.24722196,0.53710784
-4.83541771,22.91958559,0.99929524,21.31477887,0.34563605,0.00000000,0.25219704,0.54024480
-4.82941471,23.04974011,1.00724641,21.44120284,0.34146754,0.00000000,0.25741261,0.54333817
-4.82341171,23.16386303,1.01476662,21.55203143,0.33704280,0.00000000,0.26285523,0.54636508
-4.81740870,23.26207362,1.02176065,21.64744250,0.33238862,0.00000000,0.26850690,0.54929703
-4.81140570,23.34436599,1.02812256,21.72750220,0.32753182,0.00000000,0.27434627,0.55210089
-4.80540270,23.41059135,1.03373952,21.79214331,0.32249893,0.00000000,0.28035008,0.55474026
-4.79939970,23.46045758,1.03849635,21.84115942,0.31731611,0.00000000,0.28649481,0.55717733
-4.79339670,23.49354588,1.04228089,21.87421550,0.31200931,0.00000000,0.29275843,0.55937500
-4.78739370,23.50934345,1.04498951,21.89087354,0.30660454,0.00000000,0.29912208,0.56129924
-4.78139070,23.50728937,1.04653279,21.89063155,0.30112819,0.00000000,0.30557171,0.56292149
-4.77538769,23.48683043,1.04684090,21.87297258,0.29560753,0.00000000,0.31209934,0.56422091
-4.76938469,23.44748236,1.04586838,21.83742008,0.29007105,0.00000000,0.31870404,0.56518641
-4.76338169,23.38889181,1.04359792,21.78359512,0.28454885,0.00000000,0.32539234,0.56581828
-4.75737869,23.31089406,1.04004313,21.71127111,0.27907275,0.00000000,0.33217817,0.56612918
-4.75137569,23.21356162,1.03524984,21.62042134,0.27367638,0.00000000,0.33908207,0.56614460
-4.74537269,23.09723982,1.02929587,21.51125568,0.26839488,0.00000000,0.34612978,0.56590252
-4.73936968,22.96256584,1.02228930,21.38424306,0.26326446,0.00000000,0.35335024,0.56545230
-4.73336668,22.81046916,1.01436513,21.24011769,0.25832169,0.00000000,0.36077293,0.56485294
-4.72736368,22.64215266,1.00568059,21.07986785,0.25360252,0.00000000,0.36842482,0.56417058
-4.72136068,22.45905477,0.99640911,20.90470764,0.24914113,0.00000000,0.37632692,0.56347546
-4.71535768,22.26279456,0.98673342,20.71603293,0.24496867,0.00000000,0.38449072,0.56283847
-4.70935468,22.05510297,0.97683794,20.51536424,0.24111182,0.00000000,0.39291469,0.56232741
-4.70335168,21.83774409,0.96690090,20.30427989,0.23759142,0.00000000,0.40158103,0.56200329
-4.69734867,21.61243146,0.95708661,20.08434363,0.23442120,0.00000000,0.41045292,0.56191661
-4.69134567,21.38074447,0.94753817,19.85703133,0.23160658,0.00000000,0.41947249,0.56210418
-4.68534267,21.14405017,0.93837114,19.62366133,0.22914382,0.00000000,0.42855968,0.56258628
-4.67933967,20.90343531,0.92966835,19.38533280,0.22701937,0.00000000,0.43761211,0.56336463
-4.67333667,20.65965308,0.92147623,19.14287605,0.22520975,0.00000000,0.44650613,0.56442116
-4.66733367,20.41308785,0.91380293,18.89681788,0.22368172,0.00000000,0.45509902,0.56571759
-4.66133067,20.16374024,0.90661819,18.64736420,0.22239289,0.00000000,0.46323226,0.56719609
-4.65532766,19.91123379,0.89985517,18.39440093,0.22129291,0.00000000,0.47073596,0.56878075
-4.64932466,19.65484296,0.89341411,18.13751345,0.22032490,0.00000000,0.47743409,0.57038000
-4.64332166,19.39354136,0.88716779,17.87602347,0.21942735,0.00000000,0.48315041,0.57188973
-4.63731866,19.12606764,0.88096838,17.60904144,0.21853632,0.00000000,0.48771482,0.57319719
-4.63131566,18.85100594,0.87465566,17.33553187,0.21758780,0.00000000,0.49096983,0.57418520
-4.62531266,18.56687683,0.86806600,17.05438814,0.21652029,0.00000000,0.49277684,0.57473679
-4.61930965,18.27223434,0.86104190,16.76451316,0.21527729,0.00000000,0.49302201,0.57473984
-4.61330665,17.96576446,0.85344153,16.46490190,0.21380978,0.00000000,0.49162127,0.57409171
-4.60730365,17.64638052,0.84514792,16.15472204,0.21207841,0.00000000,0.48852445,0.57270349
-4.60130065,17.31331097,0.83607728,15.83338883,0.21005551,0.00000000,0.48371813,0.57050384
-4.59529765,16.96617591,0.82618615,15.50063108,0.20772657,0.00000000,0.47722721,0.56744221
-4.58929465,16.60504868,0.81547691,15.15654518,0.20509133,0.00000000,0.46911507,0.56349126
-4.58329165,16.23050019,0.80400135,14.80163504,0.20216434,0.00000000,0.45948237,0.55864854
-4.57728864,15.84362390,0.79186223,14.43683622,0.19897489,0.00000000,0.44846441,0.55293720
-4.57128564,15.44604043,0.77921244,14.06352323,0.19556648,0.00000000,0.43622747,0.54640585
-4.56528264,15.03988159,0.76625192,13.68349968,0.19199562,0.00000000,0.42296391,0.53912743
-4.55927964,14.62775418,0.75322227,13.29897149,0.18833017,0.00000000,0.40888662,0.53119732
-4.55327664,14.21268493,0.74039931,12.91250419,0.18464717,0.00000000,0.39422276,0.52273055
-4.54727364,13.79804835,0.72808371,12.52696559,0.18103027,0.00000000,0.37920733,0.51385842
-4.54127064,13.38748013,0.71659017,12.14545578,0.17756691,0.00000000,0.36407648,0.50472445
-4.53526763,12.98477880,0.70623549,11.77122696,0.17434517,0.00000000,0.34906113,0.49547988
-4.52926463,12.59379939,0.69732596,11.40759557,0.17145067,0.00000000,0.33438093,0.48627896
-4.52326163,12.21834234,0.69014476,11.05784989,0.16896332,0.00000000,0.32023871,0.47727394
-4.51725863,11.86204194,0.68493966,10.72515621,0.16695435,0.00000000,0.30681577,0.46861024
-4.51125563,11.52825788,0.68191177,10.41246680,0.16548347,0.00000000,0.29426789,0.46042164
-4.50525263,11.21997383,0.68120572,10.12243296,0.16459643,0.00000000,0.28272228,0.45282589
-4.49924962,10.93970684,0.68290173,9.85732620,0.16432298,0.00000000,0.27227545,0.44592080
-4.49324662,10.68943055,0.68700993,9.61897036,0.16467535,0.00000000,0.26299207,0.43978091
-4.48724362,10.47051536,0.69346727,9.40868738,0.16564730,0.00000000,0.25490462,0.43445497
-4.48124062,10.28368755,0.70213713,9.22725843,0.16721384,0.00000000,0.24801407,0.42996423
-4.47523762,10.12900909,0.71281168,9.07490218,0.16933148,0.00000000,0.24229128,0.42630165
-4.46923462,10.00587881,0.72521696,8.95127084,0.17193921,0.00000000,0.23767910,0.42343216
-4.46323162,9.91305503,0.73902056,8.85546434,0.17496007,0.00000000,0.23409523,0.42129383
-4.45722861,9.84869883,0.75384140,8.78606184,0.17830328,0.00000000,0.23143546,0.41980009
-4.45122561,9.81043610,0.76926155,8.74116965,0.18186689,0.00000000,0.22957753,0.41884282
-4.44522261,9.79543624,0.78483930,8.71848338,0.18554085,0.00000000,0.22838520,0.41829631
-4.43921961,9.80050426,0.80012321,8.71536200,0.18921040,0.00000000,0.22771259,0.41802187
-4.43321661,9.82218273,0.81466645,8.72891084,0.19275966,0.00000000,0.22740866,0.41787301
-4.42721361,9.85685958,0.82804095,8.75607013,0.19607531,0.00000000,0.22732165,0.41770097
-4.42121061,9.90087753,0.83985078,8.79370573,0.19905023,0.00000000,0.22730344,0.41736037
-4.41520760,9.95064107,0.84974429,8.83869840,0.20158689,0.00000000,0.22721369,0.41671479
-4.40920460,10.00271676,0.85742451,8.88802828,0.20360055,0.00000000,0.22692363,0.41564206
-4.40320160,10.05392341,0.86265763,8.93885144,0.20502191,0.00000000,0.22631940,0.41403906
-4.39719860,10.10140881,0.86527907,8.98856587,0.20579935,0.00000000,0.22530497,0.41182576
-4.39119560,10.14271073,0.86519714,9.03486476,0.20590048,0.00000000,0.22380434,0.40894851
-4.38519260,10.17580039,0.86239422,9.07577569,0.20531311,0.00000000,0.22176313,0.40538222
-4.37918959,10.19910756,0.85692543,9.10968485,0.20404544,0.00000000,0.21914957,0.40113153
-4.37318659,10.21152739,0.84891504,9.13534635,0.20212566,0.00000000,0.21595459,0.39623088
-4.36718359,10.21240969,0.83855070,9.15187734,0.19960081,0.00000000,0.21219143,0.39074344
-4.36118059,10.20153242,0.82607601,9.15874005,0.19653506,0.00000000,0.20789438,0.38475901
-4.35517759,10.17906151,0.81178148,9.15571291,0.19300744,0.00000000,0.20311706,0.37839099
-4.34917459,10.14549993,0.79599456,9.14285279,0.18910915,0.00000000,0.19793009,0.37177247
-4.34317159,10.10162907,0.77906892,9.12045110,0.18494050,0.00000000,0.19241833,0.36505181
-4.33716858,10.04844583,0.76137351,9.08898655,0.18060768,0.00000000,0.18667778,0.35838762
-4.33116558,9.98709864,0.74328165,9.04907706,0.17621944,0.00000000,0.18081232,0.35194364
-4.32516258,9.91882571,0.72516070,9.00143359,0.17188384,0.00000000,0.17493025,0.34588345
-4.31915958,9.84489804,0.70736240,8.94681808,0.16770510,0.00000000,0.16914101,0.34036540
-4.31315658,9.76656976,0.69021429,8.88600724,0.16378086,0.00000000,0.16355189,0.33553789
-4.30715358,9.68503724,0.67401236,8.81976347,0.16019968,0.00000000,0.15826510,0.33153510
