energy_ev,total_up,Pb_p_up,Pb_d_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-6.00000000,1.17870963,0.06259532,0.00041959,0.01910465,0.77505156,0.25459135,0.37683952
-5.99399700,1.22182308,0.06466298,0.00042998,0.01997035,0.80338703,0.27121098,0.39166331
-5.98799400,1.26287700,0.06661765,0.00043880,0.02078902,0.83025841,0.28868664,0.40568754
-5.98199100,1.30154373,0.06843560,0.00044597,0.02155013,0.85544231,0.30704904,0.41877148
-5.97598799,1.33755487,0.07009642,0.00045141,0.02224436,0.87875707,0.32632473,0.43079519
-5.96998499,1.37070330,0.07158311,0.00045510,0.02286390,0.90006496,0.34653251,0.44166174
-5.96398199,1.40084400,0.07288218,0.00045702,0.02340261,0.91927335,0.36767963,0.45129896
-5.95797899,1.42789380,0.07398363,0.00045720,0.02385623,0.93633517,0.38975825,0.45966072
-5.95197599,1.45183015,0.07488102,0.00045570,0.02422252,0.95124851,0.41274199,0.46672766
-5.94597299,1.47268907,0.07557139,0.00045263,0.02450131,0.96405552,0.43658322,0.47250736
-5.93996998,1.49056230,0.07605524,0.00044810,0.02469451,0.97484053,0.46121097,0.47703387
-5.93396698,1.50559383,0.07633644,0.00044227,0.02480612,0.98372754,0.48652973,0.48036674
-5.92796398,1.51797569,0.07642211,0.00043533,0.02484205,0.99087694,0.51241940,0.48258931
-5.92196098,1.52794319,0.07632253,0.00042748,0.02480998,0.99648176,0.53873623,0.48380651
-5.91595798,1.53576964,0.07605088,0.00041897,0.02471912,1.00076317,0.56531500,0.48414207
-5.90995498,1.54176040,0.07562308,0.00041005,0.02457992,1.00396551,0.59197224,0.48373523
-5.90395198,1.54624652,0.07505742,0.00040100,0.02440374,1.00635084,0.61851050,0.48273704
-5.89794897,1.54957777,0.07437426,0.00039210,0.02420246,1.00819297,0.64472336,0.48130623
-5.89194597,1.55211536,0.07359555,0.00038365,0.02398810,1.00977130,0.67040109,0.47960493
-5.88594297,1.55422426,0.07274438,0.00037593,0.02377240,1.01136435,0.69533664,0.47779426
-5.87993997,1.55626538,0.07184440,0.00036926,0.02356641,1.01324327,0.71933168,0.47602986
-5.87393697,1.55858766,0.07091927,0.00036391,0.02338010,1.01566553,0.74220239,0.47445769
-5.86793397,1.56152058,0.06999202,0.00036017,0.02322203,1.01886889,0.76378482,0.47321005
-5.86193097,1.56536697,0.06908450,0.00035829,0.02309899,1.02306595,0.78393950,0.47240215
-5.85592796,1.57039684,0.06821677,0.00035851,0.02301580,1.02843952,0.80255512,0.47212922
-5.84992496,1.57684218,0.06740660,0.00036106,0.02297511,1.03513900,0.81955123,0.47246444
-5.84392196,1.58489334,0.06666909,0.00036614,0.02297734,1.04327802,0.83487991,0.47345765
-5.83791896,1.59469700,0.06601636,0.00037389,0.02302065,1.05293345,0.84852625,0.47513504
-5.83191596,1.60635617,0.06545737,0.00038448,0.02310106,1.06414597,0.86050803,0.47749981
-5.82591296,1.61993206,0.06499796,0.00039799,0.02321262,1.07692225,0.87087436,0.48053371
-5.81990995,1.63544809,0.06464095,0.00041453,0.02334767,1.09123856,0.87970371,0.48419964
-5.81390695,1.65289572,0.06438651,0.00043414,0.02349724,1.10704585,0.88710140,0.48844495
-5.80790395,1.67224179,0.06423252,0.00045685,0.02365139,1.12427596,0.89319661,0.49320545
-5.80190095,1.69343719,0.06417515,0.00048266,0.02379968,1.14284866,0.89813927,0.49840992
-5.79589795,1.71642598,0.06420948,0.00051156,0.02393168,1.16267910,0.90209673,0.50398481
-5.78989495,1.74115470,0.06433009,0.00054350,0.02403740,1.18368524,0.90525043,0.50985910
-5.78389195,1.76758091,0.06453168,0.00057844,0.02410777,1.20579472,0.90779247,0.51596877
-5.77788894,1.79568042,0.06480966,0.00061628,0.02413503,1.22895072,0.90992220,0.52226086
-5.77188594,1.82545250,0.06516051,0.00065694,0.02411309,1.25311636,0.91184265,0.52869686
-5.76588294,1.85692268,0.06558211,0.00070030,0.02403778,1.27827721,0.91375684,0.53525511
-5.75987994,1.89014256,0.06607379,0.00074622,0.02390705,1.30444174,0.91586384,0.54193223
-5.75387694,1.92518655,0.06663631,0.00079457,0.02372100,1.33163946,0.91835459,0.54874337
-5.74787394,1.96214554,0.06727153,0.00084517,0.02348187,1.35991682,0.92140743,0.55572132
-5.74187094,2.00111778,0.06798198,0.00089783,0.02319390,1.38933113,0.92518344,0.56291451
-5.73586793,2.04219736,0.06877025,0.00095233,0.02286310,1.41994265,0.92982155,0.57038400
-5.72986493,2.08546106,0.06963830,0.00100843,0.02249693,1.45180548,0.93543380,0.57819963
-5.72386193,2.13095429,0.07058670,0.00106586,0.02210397,1.48495772,0.94210074,0.58643552
-5.71785893,2.17867719,0.07161388,0.00112433,0.02169346,1.51941162,0.94986732,0.59516524
-5.71185593,2.22857171,0.07271548,0.00118352,0.02127490,1.55514428,0.95873958,0.60445679
-5.70585293,2.28051073,0.07388374,0.00124309,0.02085760,1.59208970,0.96868231,0.61436774
-5.69984992,2.33428993,0.07510715,0.00130267,0.02045033,1.63013254,0.97961797,0.62494081
-5.69384692,2.38962312,0.07637029,0.00136186,0.02006089,1.66910428,0.99142707,0.63620002
-5.68784392,2.44614149,0.07765382,0.00142029,0.01969586,1.70878191,1.00395017,0.64814757
-5.68184092,2.50339694,0.07893483,0.00147755,0.01936034,1.74888934,1.01699141,0.66076180
-5.67583792,2.56086930,0.08018738,0.00153323,0.01905784,1.78910152,1.03032360,0.67399596
-5.66983492,2.61797729,0.08138318,0.00158695,0.01879017,1.82905105,1.04369479,0.68777817
-5.66383192,2.67409249,0.08249257,0.00163832,0.01855749,1.86833690,1.05683582,0.70201222
-5.65782891,2.72855565,0.08348548,0.00168700,0.01835837,1.90653471,1.06946881,0.71657939
-5.65182591,2.78069438,0.08433256,0.00173267,0.01818998,1.94320822,1.08131604,0.73134106
-5.64582291,2.82984146,0.08500622,0.00177502,0.01804829,1.97792112,1.09210889,0.74614200
-5.63981991,2.87535268,0.08548169,0.00181382,0.01792831,2.01024878,1.10159648,0.76081420
-5.63381691,2.91662359,0.08573789,0.00184884,0.01782441,2.03978936,1.10955355,0.77518110
-5.62781391,2.95310433,0.08575817,0.00187993,0.01773058,2.06617384,1.11578744,0.78906208
-5.62181091,2.98431232,0.08553086,0.00190694,0.01764076,2.08907460,1.12014385,0.80227704
-5.61580790,3.00984221,0.08504959,0.00192978,0.01754910,2.10821257,1.12251127,0.81465108
-5.60980490,3.02937345,0.08431337,0.00194839,0.01745024,2.12336268,1.12282412,0.82601892
-5.60380190,3.04267520,0.08332651,0.00196272,0.01733952,2.13435778,1.12106453,0.83622932
-5.59779890,3.04960924,0.08209828,0.00197277,0.01721318,2.14109130,1.11726303,0.84514905
-5.59179590,3.05013100,0.08064248,0.00197855,0.01706851,2.14351867,1.11149815,0.85266666
-5.58579290,3.04428927,0.07897688,0.00198007,0.01690393,2.14165795,1.10389532,0.85869570
-5.57978989,3.03222493,0.07712253,0.00197738,0.01671903,2.13558978,1.09462507,0.86317754
-5.57378689,3.01416912,0.07510307,0.00197052,0.01651460,2.12545685,1.08390083,0.86608353
-5.56778389,2.99044093,0.07294411,0.00195956,0.01629260,2.11146310,1.07197636,0.86741653
-5.56178089,2.96144478,0.07067251,0.00194458,0.01605603,2.09387242,1.05914291,0.86721173
-5.55577789,2.92766744,0.06831586,0.00192569,0.01580886,2.07300713,1.04572609,0.86553656
-5.54977489,2.88967438,0.06590196,0.00190301,0.01555586,2.04924564,1.03208232,0.86248976
-5.54377189,2.84810515,0.06345841,0.00187670,0.01530247,2.02301946,1.01859472,0.85819959
-5.53776888,2.80366745,0.06101224,0.00184697,0.01505455,1.99480895,1.00566839,0.85282096
-5.53176588,2.75712943,0.05858970,0.00181403,0.01481825,1.96513781,0.99372469,0.84653178
-5.52576288,2.70930974,0.05621600,0.00177818,0.01459978,1.93456578,0.98319449,0.83952833
-5.51975988,2.66106524,0.05391518,0.00173974,0.01440518,1.90367968,0.97451024,0.83201993
-5.51375688,2.61327599,0.05170991,0.00169907,0.01424016,1.87308247,0.96809679,0.82422299
-5.50775388,2.56682779,0.04962134,0.00165658,0.01410992,1.84338055,0.96436096,0.81635454
-5.50175088,2.52259216,0.04766894,0.00161272,0.01401893,1.81516941,0.96368015,0.80862563
-5.49574787,2.48140462,0.04587029,0.00156796,0.01397084,1.78901804,0.96639009,0.80123458
-5.48974487,2.44404149,0.04424081,0.00152279,0.01396829,1.76545252,0.97277221,0.79436062
-5.48374187,2.41119626,0.04279356,0.00147771,0.01401287,1.74493945,0.98304119,0.78815781
-5.47773887,2.38345647,0.04153888,0.00143319,0.01410498,1.72786979,0.99733302,0.78274982
-5.47173587,2.36128192,0.04048418,0.00138972,0.01424387,1.71454394,1.01569449,0.77822555
-5.46573287,2.34498549,0.03963365,0.00134772,0.01442756,1.70515874,1.03807445,0.77463582
-5.45972986,2.33471743,0.03898798,0.00130758,0.01465287,1.69979710,1.06431769,0.77199131
-5.45372686,2.33045408,0.03854424,0.00126961,0.01491554,1.69842078,1.09416172,0.77026182
-5.44772386,2.33199183,0.03829573,0.00123408,0.01521023,1.70086703,1.12723714,0.76937688
-5.44172086,2.33894674,0.03823202,0.00120115,0.01553069,1.70684923,1.16307158,0.76922775
-5.43571786,2.35076033,0.03833898,0.00117093,0.01586988,1.71596181,1.20109765,0.76967070
-5.42971486,2.36671148,0.03859906,0.00114341,0.01622015,1.72768951,1.24066449,0.77053153
-5.42371186,2.38593431,0.03899154,0.00111851,0.01657341,1.74142058,1.28105292,0.77161113
-5.41770885,2.40744146,0.03949305,0.00109609,0.01692134,1.75646387,1.32149355,0.77269196
-5.41170585,2.43015222,0.04007801,0.00107589,0.01725558,1.77206886,1.36118737,0.77354514
-5.40570285,2.45292436,0.04071931,0.00105762,0.01756796,1.78744832,1.39932793,0.77393804
-5.39969985,2.47458866,0.04138894,0.00104093,0.01785070,1.80180245,1.43512433,0.77364192
-5.39369685,2.49398475,0.04205872,0.00102541,0.01809657,1.81434382,1.46782411,0.77243950
-5.38769385,2.50999711,0.04270100,0.00101064,0.01829914,1.82432207,1.49673502,0.77013217
-5.38169085,2.52158959,0.04328933,0.00099619,0.01845288,1.83104740,1.52124498,0.76654645
-5.37568784,2.52783744,0.04379913,0.00098161,0.01855331,1.83391207,1.54083922,0.76153961
-5.36968484,2.52795541,0.04420823,0.00096649,0.01859710,1.83240900,1.55511420,0.75500410
-5.36368184,2.52132109,0.04449736,0.00095044,0.01858213,1.82614691,1.56378770,0.74687080
-5.35767884,2.50749260,0.04465051,0.00093312,0.01850754,1.81486136,1.56670479,0.73711076
-5.35167584,2.48622004,0.04465520,0.00091424,0.01837374,1.79842151,1.56383974,0.72573557
-5.34567284,2.45745060,0.04450260,0.00089359,0.01818232,1.77683238,1.55529385,0.71279628
-5.33966983,2.42132716,0.04418753,0.00087100,0.01793606,1.75023273,1.54128963,0.69838093
-5.33366683,2.37818075,0.04370839,0.00084641,0.01763880,1.71888874,1.52216167,0.68261092
-5.32766383,2.32851744,0.04306698,0.00081981,0.01729534,1.68318404,1.49834485,0.66563635
-5.32166083,2.27300031,0.04226820,0.00079127,0.01691131,1.64360647,1.47036046,0.64763058
-5.31565783,2.21242744,0.04131972,0.00076094,0.01649305,1.60073242,1.43880094,0.62878438
-5.30965483,2.14770697,0.04023164,0.00072902,0.01604744,1.55520925,1.40431383,0.60929978
-5.30365183,2.07983015,0.03901602,0.00069579,0.01558176,1.50773672,1.36758551,0.58938418
-5.29764882,2.00984357,0.03768653,0.00066154,0.01510354,1.45904795,1.32932522,0.56924476
-5.29164582,1.93882135,0.03625800,0.00062664,0.01462041,1.40989070,1.29024979,0.54908355
-5.28564282,1.86783837,0.03474607,0.00059144,0.01413995,1.36100945,1.25106918,0.52909338
-5.27963982,1.79794501,0.03316679,0.00055632,0.01366955,1.31312877,1.21247317,0.50945475
-5.27363682,1.73014423,0.03153632,0.00052167,0.01321624,1.26693830,1.17511921,0.49033383
-5.26763382,1.66537116,0.02987065,0.00048786,0.01278659,1.22307956,1.13962128,0.47188138
-5.26163082,1.60447565,0.02818536,0.00045521,0.01238658,1.18213476,1.10653994,0.45423281
-5.25562781,1.54820778,0.02649535,0.00042406,0.01202141,1.14461762,1.07637330,0.43750895
-5.24962481,1.49720637,0.02481474,0.00039466,0.01169545,1.11096612,1.04954901,0.42181757
-5.24362181,1.45199049,0.02315667,0.00036724,0.01141207,1.08153718,1.02641718,0.40725535
-5.23761881,1.41295379,0.02153322,0.00034197,0.01117358,1.05660304,1.00724434,0.39391004
-5.23161581,1.38036146,0.01995528,0.00031898,0.01098110,1.03634934,0.99220850,0.38186268
-5.22561281,1.35434975,0.01843247,0.00029833,0.01083455,1.02087475,0.98139558,0.37118941
-5.21960980,1.33492791,0.01697312,0.00028004,0.01073255,1.01019194,0.97479732,0.36196299
-5.21360680,1.32198220,0.01558420,0.00026407,0.01067247,1.00422993,0.97231097,0.35425360
-5.20760380,1.31528214,0.01427131,0.00025035,0.01065043,1.00283772,0.97374100,0.34812883
-5.20160080,1.31448853,0.01303867,0.00023875,0.01066137,1.00578900,0.97880298,0.34365293
-5.19559780,1.31916333,0.01188917,0.00022912,0.01069917,1.01278805,0.98712969,0.34088513
-5.18959480,1.32878096,0.01082434,0.00022128,0.01075682,1.02347652,0.99827967,0.33987714
-5.18359180,1.34274105,0.00984450,0.00021503,0.01082656,1.03744114,1.01174781,0.34066996
-5.17758879,1.36038203,0.00894877,0.00021014,0.01090017,1.05422207,1.02697801,0.34329008
-5.17158579,1.38099556,0.00813518,0.00020640,0.01096918,1.07332176,1.04337739,0.34774519
-5.16558279,1.40384120,0.00740082,0.00020359,0.01102516,1.09421413,1.06033162,0.35401982
-5.15957979,1.42816098,0.00674194,0.00020148,0.01105999,1.11635375,1.07722088,0.36207097
-5.15357679,1.45319358,0.00615411,0.00019988,0.01106612,1.13918489,1.09343573,0.37182400
-5.14757379,1.47818767,0.00563233,0.00019857,0.01103688,1.16215021,1.10839239,0.38316923
-5.14157079,1.50241409,0.00517124,0.00019740,0.01096664,1.18469883,1.12154675,0.39595925
-5.13556778,1.52517669,0.00476523,0.00019621,0.01085107,1.20629376,1.13240671,0.41000742
-5.12956478,1.54582170,0.00440858,0.00019486,0.01068722,1.22641862,1.14054235,0.42508759
-5.12356178,1.56374548,0.00409560,0.00019326,0.01047369,1.24458352,1.14559372,0.44093533
-5.11755878,1.57840080,0.00382074,0.00019132,0.01021058,1.26033037,1.14727607,0.45725076
-5.11155578,1.58930181,0.00357870,0.00018897,0.00989954,1.27323753,1.14538261,0.47370298
-5.10555278,1.59602774,0.00336449,0.00018618,0.00954365,1.28292401,1.13978487,0.48993609
-5.09954977,1.59822585,0.00317353,0.00018292,0.00914734,1.28905349,1.13043102,0.50557676
-5.09354677,1.59561362,0.00300165,0.00017920,0.00871616,1.29133809,1.11734238,0.52024309
-5.08754377,1.58798061,0.00284516,0.00017503,0.00825662,1.28954214,1.10060867,0.53355448
-5.08154077,1.57518999,0.00270084,0.00017042,0.00777597,1.28348597,1.08038222,0.54514226
-5.07553777,1.55718003,0.00256593,0.00016541,0.00728193,1.27304967,1.05687174,0.55466055
-5.06953477,1.53396536,0.00243816,0.00016005,0.00678246,1.25817665,1.03033577,0.56179705
-5.06353177,1.50563801,0.00231569,0.00015438,0.00628555,1.23887695,1.00107622,0.56628325
-5.05752876,1.47236802,0.00219709,0.00014845,0.00579897,1.21522996,0.96943204,0.56790349
-5.05152576,1.43440333,0.00208132,0.00014231,0.00533010,1.18738619,0.93577321,0.56650270
-5.04552276,1.39206862,0.00196771,0.00013602,0.00488574,1.15556797,0.90049487,0.56199223
-5.03951976,1.34576290,0.00185588,0.00012963,0.00447201,1.12006852,0.86401171,0.55435358
-5.03351676,1.29595540,0.00174576,0.00012320,0.00409421,1.08124936,0.82675235,0.54363986
-5.02751376,1.24317973,0.00163756,0.00011677,0.00375678,1.03953579,0.78915358,0.52997492
-5.02151076,1.18802608,0.00153171,0.00011041,0.00346321,0.99541036,0.75165445,0.51355010
-5.01550775,1.13113149,0.00142889,0.00010415,0.00321609,0.94940440,0.71469003,0.49461889
-5.00950475,1.07316846,0.00133003,0.00009806,0.00301705,0.90208784,0.67868473,0.47348968
-5.00350175,1.01483207,0.00123630,0.00009216,0.00286682,0.85405755,0.64404555,0.45051697
-4.99749875,0.95682612,0.00114914,0.00008651,0.00276524,0.80592467,0.61115494,0.42609154
-4.99149575,0.89984884,0.00107033,0.00008115,0.00271132,0.75830142,0.58036394,0.40062992
-4.98549275,0.84457868,0.00100205,0.00007611,0.00270329,0.71178801,0.55198547,0.37456374
-4.97948974,0.79166097,0.00094696,0.00007142,0.00273864,0.66696010,0.52628841,0.34832937
-4.97348674,0.74169589,0.00090834,0.00006712,0.00281418,0.62435746,0.50349264,0.32235824
-4.96748374,0.69522850,0.00089020,0.00006323,0.00292614,0.58447442,0.48376539,0.29706831
-4.96148074,0.65274108,0.00089752,0.00005977,0.00307020,0.54775220,0.46721927,0.27285674
-4.95547774,0.61464825,0.00093644,0.00005677,0.00324161,0.51457376,0.45391221,0.25009407
-4.94947474,0.58129501,0.00101450,0.00005423,0.00343523,0.48526105,0.44384939,0.22911995
-4.94347174,0.55295757,0.00114094,0.00005217,0.00364567,0.46007474,0.43698730,0.21024030
-4.93746873,0.52984692,0.00132703,0.00005060,0.00386736,0.43921625,0.43323981,0.19372583
-4.93146573,0.51211474,0.00158639,0.00004954,0.00409470,0.42283176,0.43248609,0.17981170
-4.92546273,0.49986109,0.00193535,0.00004899,0.00432219,0.41101783,0.43458003,0.16869796
-4.91945973,0.49314342,0.00239336,0.00004897,0.00454452,0.40382802,0.43936080,0.16055067
-4.91345673,0.49198609,0.00298326,0.00004950,0.00475676,0.40128012,0.44666406,0.15550317
-4.90745373,0.49638977,0.00373168,0.00005061,0.00495451,0.40336323,0.45633320,0.15365740
-4.90145073,0.50634015,0.00466925,0.00005233,0.00513397,0.41004436,0.46823011,0.15508483
-4.89544772,0.52181507,0.00583081,0.00005469,0.00529217,0.42127385,0.48224487,0.15982706
-4.88944472,0.54278984,0.00725545,0.00005775,0.00542699,0.43698945,0.49830376,0.16789567
-4.88344172,0.56924021,0.00898644,0.00006156,0.00553732,0.45711854,0.51637522,0.17927158
-4.87743872,0.60114274,0.01107091,0.00006621,0.00562312,0.48157862,0.53647330,0.19390369
-4.87143572,0.63847259,0.01355944,0.00007176,0.00568544,0.51027581,0.55865825,0.21170714
-4.86543272,0.68119866,0.01650522,0.00007831,0.00572641,0.54310169,0.58303426,0.23256117
-4.85942971,0.72927653,0.01996310,0.00008597,0.00574927,0.57992864,0.60974422,0.25630708
-4.85342671,0.78263938,0.02398825,0.00009482,0.00575824,0.62060409,0.63896163,0.28274625
-4.84742371,0.84118755,0.02863457,0.00010498,0.00575841,0.66494407,0.67087989,0.31163881
-4.84142071,0.90477726,0.03395280,0.00011655,0.00575564,0.71272667,0.70569945,0.34270302
-4.83541771,0.97320911,0.03998838,0.00012963,0.00575635,0.76368576,0.74361321,0.37561579
-4.82941471,1.04621711,0.04677913,0.00014430,0.00576729,0.81750566,0.78479066,0.41001441
-4.82341171,1.12345882,0.05435273,0.00016065,0.00579536,0.87381707,0.82936162,0.44549970
-4.81740870,1.20450726,0.06272420,0.00017871,0.00584734,0.93219470,0.87740003,0.48164070
-4.81140570,1.28884510,0.07189339,0.00019850,0.00592964,0.99215696,0.92890861,0.51798073
-4.80540270,1.37586165,0.08184267,0.00022002,0.00604805,1.05316782,0.98380510,0.55404484
-4.79939970,1.46485295,0.09253486,0.00024322,0.00620750,1.11464101,1.04191064,0.58934852
-4.79339670,1.55502526,0.10391166,0.00026800,0.00641187,1.17594648,1.10294107,0.62340719
-4.78739370,1.64550212,0.11589256,0.00029422,0.00666375,1.23641916,1.16650162,0.65574644
-4.78139070,1.73533489,0.12837446,0.00032169,0.00696431,1.29536968,1.23208547,0.68591243
-4.77538769,1.82351693,0.14123203,0.00035018,0.00731320,1.35209688,1.29907666,0.71348233
-4.76938469,1.90900096,0.15431895,0.00037941,0.00770846,1.40590187,1.36675742,0.73807417
-4.76338169,1.99071954,0.16747002,0.00040903,0.00814653,1.45610307,1.43432020,0.75935603
-4.75737869,2.06760809,0.18050408,0.00043869,0.00862228,1.50205218,1.50088427,0.77705405
-4.75137569,2.13863015,0.19322784,0.00046799,0.00912911,1.54315040,1.56551654,0.79095919
-4.74537269,2.20280407,0.20544042,0.00049648,0.00965911,1.57886462,1.62725639,0.80093240
-4.73936968,2.25923058,0.21693845,0.00052375,0.01020327,1.60874323,1.68514365,0.80690819
-4.73336668,2.30712036,0.22752168,0.00054934,0.01075174,1.63243092,1.73824911,0.80889645
-4.72736368,2.34582074,0.23699870,0.00057282,0.01129409,1.64968227,1.78570637,0.80698260
-4.72136068,2.37484070,0.24519278,0.00059381,0.01181968,1.66037345,1.82674403,0.80132604
-4.71535768,2.39387290,0.25194734,0.00061192,0.01231796,1.66451185,1.86071692,0.79215698
-4.70935468,2.40281216,0.25713097,0.00062686,0.01277882,1.66224287,1.88713493,0.77977188
-4.70335168,2.40176898,0.26064182,0.00063837,0.01319294,1.65385377,1.90568829,0.76452745
-4.69734867,2.39107766,0.26241094,0.00064629,0.01355212,1.63977400,1.91626783,0.74683354
-4.69134567,2.37129792,0.26240464,0.00065052,0.01384949,1.62057165,1.91897912,0.72714492
-4.68534267,2.34320966,0.26062565,0.00065106,0.01407984,1.59694600,1.91414958,0.70595224
-4.67933967,2.30780047,0.25711307,0.00064800,0.01423971,1.56971578,1.90232772,0.68377221
-4.67333667,2.26624587,0.25194103,0.00064151,0.01432753,1.53980326,1.88427418,0.66113724
-4.66733367,2.21988242,0.24521628,0.00063186,0.01434370,1.50821437,1.86094447,0.63858465
-4.66133067,2.17017428,0.23707459,0.00061937,0.01429047,1.47601510,1.83346366,0.61664570
-4.65532766,2.11867426,0.22767643,0.00060446,0.01417192,1.44430469,1.80309383,0.59583444
-4.64932466,2.06698013,0.21720178,0.00058756,0.01399375,1.41418633,1.77119508,0.57663691
-4.64332166,2.01668805,0.20584466,0.00056919,0.01376303,1.38673620,1.73918173,0.55950050
-4.63731866,1.96934434,0.19380724,0.00054983,0.01348795,1.36297178,1.70847507,0.54482405
-4.63131566,1.92639760,0.18129415,0.00053002,0.01317751,1.34382056,1.68045466,0.53294867
-4.62531266,1.88915286,0.16850690,0.00051025,0.01284116,1.33009029,1.65640998,0.52414974
-4.61930965,1.85872960,0.15563878,0.00049099,0.01248847,1.32244183,1.63749455,0.51863015
-4.61330665,1.83602535,0.14287044,0.00047268,0.01212880,1.32136584,1.62468432,0.51651511
-4.60730365,1.82168626,0.13036610,0.00045568,0.01177097,1.32716421,1.61874206,0.51784872
-4.60130065,1.81608610,0.11827072,0.00044030,0.01142302,1.33993718,1.62018950,0.52259248
-4.59529765,1.81931443,0.10670800,0.00042676,0.01109196,1.35957679,1.62928819,0.53062587
-4.58929465,1.83117470,0.09577921,0.00041521,0.01078362,1.38576714,1.64603021,0.54174902
-4.58329165,1.85119235,0.08556303,0.00040572,0.01050251,1.41799168,1.67013903,0.55568757
-4.57728864,1.87863279,0.07611597,0.00039826,0.01025185,1.45554746,1.70108076,0.57209963
-4.57128564,1.91252866,0.06747366,0.00039276,0.01003350,1.49756602,1.73808527,0.59058471
-4.56528264,1.95171545,0.05965259,0.00038905,0.00984813,1.54304029,1.78017651,0.61069445
-4.55927964,1.99487400,0.05265231,0.00038693,0.00969530,1.59085665,1.82621084,0.63194484
-4.55327664,2.04057864,0.04645800,0.00038614,0.00957368,1.63983116,1.87492185,0.65382969
-4.54727364,2.08734879,0.04104312,0.00038638,0.00948125,1.68874849,1.92496981,0.67583486
-4.54127064,2.13370235,0.03637217,0.00038736,0.00941555,1.73640242,1.97499385,0.69745293
-4.53526763,2.17820867,0.03240338,0.00038876,0.00937394,1.78163615,2.02366471,0.71819780
-4.52926463,2.21953920,0.02909122,0.00039028,0.00935383,1.82338109,2.06973570,0.73761873
-4.52326163,2.25651372,0.02638866,0.00039163,0.00935292,1.86069249,2.11208997,0.75531334
