energy_ev,total_up,Ga_p_up,Ga_d_up,Te_p_up,Te_d_up,Y_p_up,Y_d_up
-6.00000000,2.41765376,0.08499575,0.00000000,0.40445002,0.00000000,1.94797196,0.87291801
-5.99399700,2.34657928,0.08349673,0.00000000,0.39021440,0.00000000,1.89566700,0.83889959
-5.98799400,2.27508700,0.08168319,0.00000000,0.37807766,0.00000000,1.84079621,0.80495375
-5.98199100,2.20339425,0.07955999,0.00000000,0.36789005,0.00000000,1.78384259,0.77123443
-5.97598799,2.13181007,0.07713993,0.00000000,0.35950901,0.00000000,1.72538562,0.73789765
-5.96998499,2.06073486,0.07444360,0.00000000,0.35280621,0.00000000,1.66608860,0.70510168
-5.96398199,1.99065399,0.07149894,0.00000000,0.34767335,0.00000000,1.60668081,0.67300627
-5.95797899,1.92212594,0.06834044,0.00000000,0.34402656,0.00000000,1.54793539,0.64177107
-5.95197599,1.85576556,0.06500821,0.00000000,0.34180914,0.00000000,1.49064401,0.61155330
-5.94597299,1.79222341,0.06154669,0.00000000,0.34099268,0.00000000,1.43558955,0.58250473
-5.93996998,1.73216221,0.05800330,0.00000000,0.34157647,0.00000000,1.38351795,0.55476823
-5.93396698,1.67623140,0.05442699,0.00000000,0.34358512,0.00000000,1.33511084,0.52847407
-5.92796398,1.62504120,0.05086675,0.00000000,0.34706459,0.00000000,1.29095989,0.50373614
-5.92196098,1.57913706,0.04737018,0.00000000,0.35207657,0.00000000,1.25154442,0.48064839
-5.91595798,1.53897583,0.04398213,0.00000000,0.35869146,0.00000000,1.21721300,0.45928163
-5.90995498,1.50490450,0.04074354,0.00000000,0.36698030,0.00000000,1.18817010,0.43968093
-5.90395198,1.47714248,0.03769042,0.00000000,0.37700576,0.00000000,1.16446813,0.42186373
-5.89794897,1.45576815,0.03485308,0.00000000,0.38881277,0.00000000,1.14600553,0.40581890
-5.89194597,1.44071026,0.03225561,0.00000000,0.40241919,0.00000000,1.13253060,0.39150673
-5.88594297,1.43174470,0.02991557,0.00000000,0.41780699,0.00000000,1.12365126,0.37885998
-5.87993997,1.42849673,0.02784400,0.00000000,0.43491446,0.00000000,1.11885007,0.36778603
-5.87393697,1.43044887,0.02604559,0.00000000,0.45363009,0.00000000,1.11750400,0.35816995
-5.86793397,1.43695436,0.02451908,0.00000000,0.47378840,0.00000000,1.11890812,0.34987867
-5.86193097,1.44725568,0.02325797,0.00000000,0.49516829,0.00000000,1.12230236,0.34276592
-5.85592796,1.46050794,0.02225120,0.00000000,0.51749420,0.00000000,1.12690015,0.33667792
-5.84992496,1.47580615,0.02148413,0.00000000,0.54044023,0.00000000,1.13191804,0.33145957
-5.84392196,1.49221580,0.02093953,0.00000000,0.56363731,0.00000000,1.13660506,0.32696104
-5.83791896,1.50880565,0.02059862,0.00000000,0.58668319,0.00000000,1.14027091,0.32304442
-5.83191596,1.52468150,0.02044222,0.00000000,0.60915513,0.00000000,1.14231181,0.31959021
-5.82591296,1.53901995,0.02045176,0.00000000,0.63062463,0.00000000,1.14223328,0.31650354
-5.81990995,1.55110062,0.02061030,0.00000000,0.65067371,0.00000000,1.13966888,0.31371957
-5.81390695,1.56033568,0.02090347,0.00000000,0.66891191,0.00000000,1.13439450,0.31120817
-5.80790395,1.56629530,0.02132022,0.00000000,0.68499324,0.00000000,1.12633742,0.30897734
-5.80190095,1.56872791,0.02185349,0.00000000,0.69863212,0.00000000,1.11558009,0.30707530
-5.79589795,1.56757410,0.02250063,0.00000000,0.70961752,0.00000000,1.10235825,0.30559109
-5.78989495,1.56297335,0.02326360,0.00000000,0.71782439,0.00000000,1.08705356,0.30465338
-5.78389195,1.55526298,0.02414904,0.00000000,0.72322168,0.00000000,1.07018083,0.30442760
-5.77788894,1.54496883,0.02516795,0.00000000,0.72587650,0.00000000,1.05237022,0.30511113
-5.77188594,1.53278795,0.02633529,0.00000000,0.72595382,0.00000000,1.03434492,0.30692678
-5.76588294,1.51956326,0.02766920,0.00000000,0.72371177,0.00000000,1.01689499,0.31011452
-5.75987994,1.50625119,0.02919014,0.00000000,0.71949254,0.00000000,1.00084807,0.31492170
-5.75387694,1.49388323,0.03091974,0.00000000,0.71370910,0.00000000,0.98703795,0.32159206
-5.74787394,1.48352260,0.03287961,0.00000000,0.70682844,0.00000000,0.97627198,0.33035375
-5.74187094,1.47621799,0.03508996,0.00000000,0.69935201,0.00000000,0.96929840,0.34140696
-5.73586793,1.47295598,0.03756830,0.00000000,0.69179410,0.00000000,0.96677471,0.35491139
