energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-6.00000000,6.80841080,0.02123957,0.56445251,0.39163575,0.00000000,1.46964664,4.66843440,0.03498306,1.63462246
-5.99399700,6.79053090,0.02189010,0.55572048,0.40127143,0.00000000,1.44727402,4.65857751,0.03614578,1.64780030
-5.98799400,6.78457963,0.02263356,0.54831326,0.41157610,0.00000000,1.43007682,4.65368447,0.03744831,1.66562396
-5.98199100,6.78886766,0.02346882,0.54199845,0.42242379,0.00000000,1.41750556,4.65262193,0.03888538,1.68785781
-5.97598799,6.80195087,0.02439579,0.53654853,0.43370767,0.00000000,1.40906376,4.65444218,0.04045456,1.71432707
-5.96998499,6.82271398,0.02541540,0.53175109,0.44534169,0.00000000,1.40432729,4.65844337,0.04215644,1.74492994
-5.96398199,6.85042778,0.02652946,0.52741711,0.45726112,0.00000000,1.40295796,4.66421109,0.04399465,1.77964354
-5.95797899,6.88477750,0.02774049,0.52338731,0.46942167,0.00000000,1.40471049,4.67163958,0.04597562,1.81852291
-5.95197599,6.92586163,0.02905147,0.51953624,0.48179753,0.00000000,1.40943315,4.68093216,0.04810826,1.86169356
-5.94597299,6.97416241,0.03046556,0.51577406,0.49437845,0.00000000,1.41706209,4.69258157,0.05040338,1.90933761
-5.93996998,7.03049073,0.03198577,0.51204622,0.50716588,0.00000000,1.42761013,4.70733226,0.05287293,1.96167459
-5.93396698,7.09590959,0.03361465,0.50833115,0.52016869,0.00000000,1.44115067,4.72612754,0.05552916,2.01893794
-5.92796398,7.17164142,0.03535390,0.50463628,0.53339837,0.00000000,1.45779802,4.75004544,0.05838357,2.08134863
-5.92196098,7.25896521,0.03720406,0.50099271,0.54686435,0.00000000,1.47768518,4.78022735,0.06144585,2.14908736
-5.91595798,7.35910986,0.03916419,0.49744902,0.56056927,0.00000000,1.50094050,4.81780413,0.06472271,2.22226705
-5.90995498,7.47314993,0.04123151,0.49406449,0.57450479,0.00000000,1.52766437,4.86382386,0.06821677,2.30090716
-5.90395198,7.60190971,0.04340123,0.49090224,0.58864784,0.00000000,1.55790739,4.91918557,0.07192543,2.38491130
-5.89794897,7.74588078,0.04566624,0.48802255,0.60295765,0.00000000,1.59165098,4.98458221,0.07583995,2.47404938
-5.89194597,7.90515712,0.04801703,0.48547680,0.61737359,0.00000000,1.62879148,5.06045576,0.07994456,2.56794546
-5.88594297,8.07939074,0.05044155,0.48330215,0.63181390,0.00000000,1.66912848,5.14696635,0.08421590,2.66607183
-5.87993997,8.26776957,0.05292522,0.48151733,0.64617534,0.00000000,1.71235787,5.24397620,0.08862260,2.76774978
-5.87393697,8.46901777,0.05545101,0.48011946,0.66033384,0.00000000,1.75806997,5.35104851,0.09312528,2.87215711
-5.86793397,8.68141774,0.05799957,0.47908226,0.67414601,0.00000000,1.80575275,5.46746013,0.09767673,2.97834199
-5.86193097,8.90285153,0.06054946,0.47835541,0.68745150,0.00000000,1.85479992,5.59222648,0.10222255,3.08524249
-5.85592796,9.13085868,0.06307750,0.47786515,0.70007623,0.00000000,1.90452347,5.72413631,0.10670203,3.19171090
-5.84992496,9.36270675,0.06555916,0.47751610,0.71183616,0.00000000,1.95417009,5.86179327,0.11104944,3.29654164
-5.84392196,9.59547003,0.06796904,0.47719401,0.72254177,0.00000000,2.00294059,6.00366154,0.11519556,3.39850135
-5.83791896,9.82611206,0.07028136,0.47676948,0.73200289,0.00000000,2.05001156,6.14811218,0.11906944,3.49635990
-5.83191596,10.05156742,0.07247062,0.47610231,0.74003378,0.00000000,2.09455812,6.29346742,0.12260042,3.58892067
-5.82591296,10.26881877,0.07451208,0.47504639,0.74645846,0.00000000,2.13577682,6.43804032,0.12572021,3.67504897
-5.81990995,10.47496535,0.07638246,0.47345489,0.75111583,0.00000000,2.17290771,6.58016785,0.12836497,3.75369719
-5.81390695,10.66728040,0.07806038,0.47118550,0.75386471,0.00000000,2.20525458,6.71823597,0.13047739,3.82392579
-5.80790395,10.84325543,0.07952699,0.46810553,0.75458840,0.00000000,2.23220259,6.85069631,0.13200861,3.88491947
-5.80190095,11.00063062,0.08076630,0.46409665,0.75319874,0.00000000,2.25323257,6.97607434,0.13291980,3.93599787
-5.79589795,11.13741130,0.08176556,0.45905916,0.74963946,0.00000000,2.26793156,7.09297015,0.13318357,3.97662107
-5.78989495,11.25187179,0.08251549,0.45291541,0.74388875,0.00000000,2.27599936,7.20005320,0.13278490,4.00638972
-5.78389195,11.34254854,0.08301039,0.44561259,0.73596091,0.00000000,2.27725087,7.29605305,0.13172165,4.02504074
-5.77788894,11.40822508,0.08324812,0.43712439,0.72590714,0.00000000,2.27161467,7.37974849,0.13000467,4.03243912
-5.77188594,11.44791212,0.08323002,0.42745180,0.71381534,0.00000000,2.25912793,7.44995742,0.12765742,4.02856686
-5.76588294,11.46082590,0.08296067,0.41662293,0.69980903,0.00000000,2.23992850,7.50552996,0.12471514,4.01351030
-5.75987994,11.44636823,0.08244764,0.40469186,0.68404551,0.00000000,2.21424459,7.54534688,0.12122368,3.98744680
-5.75387694,11.40411088,0.08170116,0.39173666,0.66671321,0.00000000,2.18238310,7.56832496,0.11723799,3.95063196
-5.74787394,11.33378696,0.08073376,0.37785670,0.64802859,0.00000000,2.14471707,7.57343039,0.11282033,3.90338835
-5.74187094,11.23529063,0.07955992,0.36316936,0.62823251,0.00000000,2.10167341,7.55970055,0.10803834,3.84609644
-5.73586793,11.10868585,0.07819580,0.34780637,0.60758634,0.00000000,2.05372116,7.52627363,0.10296306,3.77918819
-5.72986493,10.95422388,0.07665888,0.33190991,0.58636792,0.00000000,2.00136117,7.47242503,0.09766689,3.70314362
-5.72386193,10.77236828,0.07496785,0.31562870,0.56486745,0.00000000,1.94511739,7.39760848,0.09222175,3.61849007
-5.71785893,10.56382515,0.07314238,0.29911416,0.54338350,0.00000000,1.88552996,7.30149959,0.08669731,3.52580393
-5.71185593,10.32957591,0.07120308,0.28251689,0.52221899,0.00000000,1.82315016,7.18403887,0.08115955,3.42571401
-5.70585293,10.07090919,0.06917143,0.26598348,0.50167744,0.00000000,1.75853703,7.04547112,0.07566951,3.31890587
-5.69984992,9.78944835,0.06706979,0.24965380,0.48205925,0.00000000,1.69225515,6.88637817,0.07028235,3.20612605
-5.69384692,9.48717111,0.06492137,0.23365880,0.46365818,0.00000000,1.62487345,6.70770228,0.06504677,3.08818530
-5.68784392,9.16641822,0.06275024,0.21811881,0.44675782,0.00000000,1.55696412,6.51075755,0.06000465,2.96595981
-5.68184092,8.82988860,0.06058122,0.20314236,0.43162817,0.00000000,1.48910149,6.29722794,0.05519099,2.84038965
-5.67583792,8.48061928,0.05843979,0.18882544,0.41852224,0.00000000,1.42186007,6.06915066,0.05063408,2.71247394
-5.66983492,8.12194930,0.05635184,0.17525119,0.40767265,0.00000000,1.35581157,5.82888484,0.04635585,2.58326220
-5.66383192,7.75746798,0.05434334,0.16248989,0.39928826,0.00000000,1.29152049,5.57906622,0.04237236,2.45384203
-5.65782891,7.39094873,0.05243994,0.15059928,0.39355091,0.00000000,1.22953822,5.32254934,0.03869442,2.32532319
-5.65182591,7.02627062,0.05066644,0.13962496,0.39061222,0.00000000,1.17039565,5.06233937,0.03532820,2.19881861
-5.64582291,6.66733097,0.04904619,0.12960104,0.39059075,0.00000000,1.11459458,4.80151645,0.03227593,2.07542315
-5.63981991,6.31795231,0.04760045,0.12055079,0.39356940,0.00000000,1.06259811,4.54315575,0.02953647,1.95619085
-5.63381691,5.98178792,0.04634767,0.11248732,0.39959331,0.00000000,1.01482068,4.29024655,0.02710597,1.84211186
-5.62781391,5.66222997,0.04530286,0.10541431,0.40866831,0.00000000,0.97161812,4.04561390,0.02497833,1.73409004
-5.62181091,5.36232434,0.04447692,0.09932667,0.42076006,0.00000000,0.93327842,3.81184589,0.02314565,1.63292233
-5.61580790,5.08469553,0.04387612,0.09421125,0.43579386,0.00000000,0.90001379,3.59122961,0.02159863,1.53928079
-5.60980490,4.83148489,0.04350167,0.09004740,0.45365530,0.00000000,0.87195439,3.38569804,0.02032680,1.45369823
-5.60380190,4.60430439,0.04334940,0.08680768,0.47419160,0.00000000,0.84914449,3.19678960,0.01931874,1.37655792
-5.59779890,4.40420750,0.04340971,0.08445842,0.49721373,0.00000000,0.83154103,3.02562166,0.01856225,1.30808796
-5.59179590,4.23167771,0.04366759,0.08296039,0.52249914,0.00000000,0.81901512,2.87287824,0.01804444,1.24836034
-5.58579290,4.08663483,0.04410288,0.08226940,0.54979509,0.00000000,0.81135639,2.73881177,0.01775178,1.19729468
-5.57978989,3.96845788,0.04469077,0.08233697,0.57882240,0.00000000,0.80828007,2.62325826,0.01767017,1.15466655
-5.57378689,3.87602336,0.04540233,0.08311106,0.60927960,0.00000000,0.80943677,2.52566429,0.01778496,1.12011969
-5.56778389,3.80775662,0.04620534,0.08453680,0.64084729,0.00000000,0.81442459,2.44512441,0.01808099,1.09318178
-5.56178089,3.76169417,0.04706516,0.08655729,0.67319268,0.00000000,0.82280304,2.38042694,0.01854269,1.07328304
-5.55577789,3.73555434,0.04794565,0.08911449,0.70597429,0.00000000,0.83410847,2.33010597,0.01915417,1.05977684
-5.54977489,3.72681356,0.04881023,0.09215011,0.73884675,0.00000000,0.84787039,2.29249753,0.01989931,1.05196179
-5.54377189,3.73278584,0.04962288,0.09560663,0.77146572,0.00000000,0.86362815,2.26579786,0.02076201,1.04910436
-5.53776888,3.75070296,0.05034912,0.09942839,0.80349297,0.00000000,0.88094746,2.24812176,0.02172635,1.05046148
-5.53176588,3.77779308,0.05095695,0.10356265,0.83460168,0.00000000,0.89943611,2.23755933,0.02277688,1.05530248
-5.52576288,3.81135590,0.05141766,0.10796077,0.86448193,0.00000000,0.91875849,2.23222961,0.02389896,1.06292969
-5.51975988,3.84883245,0.05170653,0.11257939,0.89284642,0.00000000,0.93864827,2.23032972,0.02507905,1.07269731
-5.51375688,3.88786814,0.05180340,0.11738158,0.91943642,0.00000000,0.95891889,2.23017868,0.02630509,1.08402796
-5.50775388,3.92636755,0.05169306,0.12233788,0.94402772,0.00000000,0.97947131,2.23025492,0.02756685,1.09642663
-5.50175088,3.96253994,0.05136549,0.12742727,0.96643651,0.00000000,1.00029873,2.22922695,0.02885631,1.10949160
-5.49574787,3.99493437,0.05081593,0.13263788,0.98652496,0.00000000,1.02148784,2.22597690,0.03016791,1.12292198
-5.48974487,4.02246370,0.05004482,0.13796750,1.00420602,0.00000000,1.04321646,2.21961654,0.03149882,1.13652170
-5.48374187,4.04441664,0.04905755,0.14342360,1.01944734,0.00000000,1.06574724,2.20949584,0.03284908,1.15019970
-5.47773887,4.06045758,0.04786409,0.14902309,1.03227368,0.00000000,1.08941742,2.19520406,0.03422165,1.16396616
-5.47173587,4.07061376,0.04647856,0.15479146,1.04276757,0.00000000,1.11462469,2.17656358,0.03562228,1.17792478
-5.46573287,4.07525006,0.04491867,0.16076148,1.05106781,0.00000000,1.14180929,2.15361686,0.03705928,1.19226114
-5.45972986,4.07503176,0.04320506,0.16697127,1.05736568,0.00000000,1.17143272,2.12660707,0.03854310,1.20722735
-5.45372686,4.07087621,0.04136068,0.17346189,1.06189848,0.00000000,1.20395363,2.09595299,0.04008576,1.22312339
-5.44772386,4.06389480,0.03941009,0.18027448,1.06494071,0.00000000,1.23980156,2.06221904,0.04170014,1.24027561
-5.44172086,4.05532702,0.03737880,0.18744688,1.06679273,0.00000000,1.27934946,2.02608158,0.04339911,1.25901318
-5.43571786,4.04646913,0.03529260,0.19501014,1.06776759,0.00000000,1.32288607,1.98829257,0.04519455,1.27964327
-5.42971486,4.03860002,0.03317696,0.20298480,1.06817622,0.00000000,1.37058939,1.94964194,0.04709638,1.30242605
-5.42371186,4.03290769,0.03105652,0.21137726,1.06831193,0.00000000,1.42250251,1.91092019,0.04911147,1.32755060
-5.41770885,4.03041938,0.02895455,0.22017653,1.06843481,0.00000000,1.47851314,1.87288273,0.05124263,1.35511299
-5.41170585,4.03193917,0.02689267,0.22935134,1.06875700,0.00000000,1.53833818,1.83621739,0.05348775,1.38509761
-5.40570285,4.03799600,0.02489048,0.23884805,1.06942965,0.00000000,1.60151448,1.80151668,0.05583898,1.41736308
-5.39969985,4.04880541,0.02296543,0.24858940,1.07053249,0.00000000,1.66739674,1.76925611,0.05828220,1.45163354
-5.39369685,4.06424738,0.02113269,0.25847434,1.07206666,0.00000000,1.73516340,1.73977947,0.06079671,1.48749627
-5.38769385,4.08386199,0.01940522,0.26837901,1.07395144,0.00000000,1.80383074,1.71329217,0.06335519,1.52440611
-5.38169085,4.10686412,0.01779384,0.27815886,1.07602528,0.00000000,1.87227528,1.68986290,0.06592402,1.56169695
-5.37568784,4.13217704,0.01630743,0.28765205,1.07805122,0.00000000,1.93926410,1.66943366,0.06846387,1.59860003
-5.36968484,4.15848397,0.01495323,0.29668393,1.07972668,0.00000000,2.00349209,1.65183798,0.07093062,1.63426879
-5.36368184,4.18429579,0.01373712,0.30507242,1.08069714,0.00000000,2.06362500,1.63682638,0.07327657,1.66780907
-5.35767884,4.20803186,0.01266402,0.31263425,1.08057325,0.00000000,2.11834666,1.62409796,0.07545190,1.69831382
-5.35167584,4.22811047,0.01173828,0.31919165,1.07895041,0.00000000,2.16640835,1.61333670,0.07740629,1.72490061
-5.34567284,4.24304439,0.01096408,0.32457923,1.07543002,0.00000000,2.20667829,1.60425042,0.07909069,1.74675026
-5.33966983,4.25153699,0.01034580,0.32865080,1.06964105,0.00000000,2.23818904,1.59661056,0.08045908,1.76314496
-5.33366683,4.25257393,0.00988837,0.33128570,1.06126119,0.00000000,2.26018048,1.59029053,0.08147029,1.77350387
-5.32766383,4.24550549,0.00959756,0.33239440,1.05003609,0.00000000,2.27213643,1.58530045,0.08208953,1.77741449
-5.32166083,4.23011513,0.00948016,0.33192310,1.03579595,0.00000000,2.27381302,1.58181621,0.08228993,1.77465821
-5.31565783,4.20667030,0.00954413,0.32985705,1.01846850,0.00000000,2.26525724,1.58020088,0.08205361,1.76522863
-5.30965483,4.17595217,0.00979857,0.32622242,0.99808770,0.00000000,2.24681478,1.58101688,0.08137259,1.74934172
-5.30365183,4.13926210,0.01025361,0.32108664,0.97479770,0.00000000,2.21912643,1.58502762,0.08024924,1.72743701
-5.29764882,4.09840367,0.01092019,0.31455723,0.94885196,0.00000000,2.18311308,1.59318778,0.07869643,1.70016980
-5.29164582,4.05564003,0.01180965,0.30677899,0.92060742,0.00000000,2.13994973,1.60662187,0.07673720,1.66839429
-5.28564282,4.01362773,0.01293329,0.29792991,0.89051419,0.00000000,2.09102955,1.62659129,0.07440419,1.63313850
-5.27963982,3.97532915,0.01430175,0.28821575,0.85910111,0.00000000,2.03791933,1.65445059,0.07173864,1.59557179
-5.27363682,3.94390661,0.01592428,0.27786369,0.82695798,0.00000000,1.98230822,1.69159422,0.06878919,1.55696636
-5.26763382,3.92260237,0.01780806,0.26711529,0.79471530,0.00000000,1.92595174,1.73939547,0.06561042,1.51865435
-5.26163082,3.91460910,0.01995730,0.25621897,0.76302233,0.00000000,1.87061349,1.79914001,0.06226128,1.48198219
-5.25562781,3.92293626,0.02237251,0.24542245,0.73252456,0.00000000,1.81800677,1.87195648,0.05880342,1.44826422
-5.24962481,3.95027794,0.02504965,0.23496544,0.70384153,0.00000000,1.76973859,1.95874714,0.05529956,1.41873738
-5.24362181,3.99888779,0.02797946,0.22507274,0.67754586,0.00000000,1.72725818,2.06012174,0.05181187,1.39451883
-5.23761881,4.07046668,0.03114684,0.21594818,0.65414441,0.00000000,1.69181209,2.17633777,0.04840059,1.37656816
-5.23161581,4.16606801,0.03453043,0.20776951,0.63406219,0.00000000,1.66440744,2.30725015,0.04512272,1.36565576
-5.22561281,4.28602542,0.03810232,0.20068444,0.61762966,0.00000000,1.64578473,2.45227341,0.04203101,1.36233841
-5.21960980,4.42990626,0.04182803,0.19480790,0.60507383,0.00000000,1.63640105,2.61035867,0.03917312,1.36694301
-5.21360680,4.59649375,0.04566673,0.19022058,0.59651329,0.00000000,1.63642409,2.77998757,0.03659107,1.37955909
-5.20760380,4.78379903,0.04957172,0.18696878,0.59195738,0.00000000,1.64573697,2.95918445,0.03432096,1.40004008
-5.20160080,4.98910360,0.05349114,0.18506543,0.59130933,0.00000000,1.66395340,3.14554734,0.03239277,1.42801317
-5.19559780,5.20903072,0.05736902,0.18449221,0.59437309,0.00000000,1.69044215,3.33629746,0.03083053,1.46289732
-5.18959480,5.43964365,0.06114645,0.18520263,0.60086350,0.00000000,1.72435967,3.52834615,0.02965248,1.50392823
-5.18359180,5.67656681,0.06476303,0.18712575,0.61041933,0.00000000,1.76468909,3.71837708,0.02887137,1.55018932
-5.17758879,5.91512523,0.06815848,0.19017053,0.62261839,0.00000000,1.81028383,3.90294098,0.02849489,1.60064707
-5.17158579,6.15049644,0.07127425,0.19423036,0.63699429,0.00000000,1.85991369,4.07855916,0.02852599,1.65418927
-5.16558279,6.37786855,0.07405528,0.19918771,0.65305392,0.00000000,1.91231140,4.24183178,0.02896323,1.70966428
-5.15957979,6.59259760,0.07645163,0.20491859,0.67029496,0.00000000,1.96621744,4.38954622,0.02980109,1.76591972
-5.15357679,6.79035756,0.07842006,0.21129662,0.68822274,0.00000000,2.02042126,4.51878101,0.03103010,1.82183882
-5.14757379,6.96727633,0.07992539,0.21819655,0.70636572,0.00000000,2.07379723,4.62700051,0.03263701,1.87637300
-5.14157079,7.12005209,0.08094167,0.22549719,0.72428900,0.00000000,2.12533375,4.71213642,0.03460471,1.92856927
-5.13556778,7.24604500,0.08145300,0.23308345,0.74160539,0.00000000,2.17415465,4.77265225,0.03691219,1.97759164
-5.12956478,7.34334078,0.08145408,0.24084768,0.75798357,0.00000000,2.21953233,4.80758809,0.03953439,2.02273573
-5.12356178,7.41078405,0.08095038,0.24869022,0.77315327,0.00000000,2.26089230,4.81658383,0.04244199,2.06343639
-5.11755878,7.44798074,0.07995798,0.25651923,0.78690722,0.00000000,2.29780978,4.79987997,0.04560128,2.09926849
-5.11155578,7.45527072,0.07850298,0.26424984,0.79910013,0.00000000,2.32999895,4.75829659,0.04897405,2.12994134
-5.10555278,7.43367328,0.07662071,0.27180301,0.80964475,0.00000000,2.35729614,4.69319172,0.05251761,2.15528765
-5.09954977,7.38480911,0.07435454,0.27910392,0.81850564,0.00000000,2.37963847,4.60640176,0.05618493,2.17524811
-5.09354677,7.31080410,0.07175449,0.28608043,0.82569093,0.00000000,2.39703969,4.50016710,0.05992500,2.18985300
-5.08754377,7.21418049,0.06887571,0.29266154,0.83124275,0.00000000,2.40956500,4.37704695,0.06368339,2.19920226
-5.08154077,7.09774165,0.06577678,0.29877622,0.83522708,0.00000000,2.41730675,4.23982753,0.06740305,2.20344557
-5.07553777,6.96445669,0.06251806,0.30435260,0.83772350,0.00000000,2.42036280,4.09142825,0.07102533,2.20276384
-5.06953477,6.81735067,0.05915997,0.30931782,0.83881564,0.00000000,2.41881873,3.93480993,0.07449126,2.19735323
-5.06353177,6.65940549,0.05576143,0.31359848,0.83858280,0.00000000,2.41273542,3.77288902,0.07774297,2.18741295
-5.05752876,6.49347575,0.05237849,0.31712181,0.83709329,0.00000000,2.40214231,3.60846112,0.08072528,2.17313723
-5.05152576,6.32222228,0.04906304,0.31981739,0.83439970,0.00000000,2.38703701,3.44413644,0.08338737,2.15471202
-5.04552276,6.14806516,0.04586189,0.32161957,0.83053646,0.00000000,2.36739072,3.28228869,0.08568449,2.13231614
-5.03951976,5.97315639,0.04281599,0.32247024,0.82551961,0.00000000,2.34315914,3.12501848,0.08757962,2.10612678
-5.03351676,5.79937135,0.03996005,0.32232184,0.81934861,0.00000000,2.31429774,2.97413116,0.08904490,2.07632832
-5.02751376,5.62831696,0.03732228,0.32114053,0.81201005,0.00000000,2.28078004,2.83112829,0.09006302,2.04312382
-5.02151076,5.46135368,0.03492449,0.31890913,0.80348276,0.00000000,2.24261756,2.69721139,0.09062821,2.00674779
-5.01550775,5.29962777,0.03278242,0.31562970,0.79374386,0.00000000,2.19987977,2.57329607,0.09074694,1.96747923
-5.00950475,5.14411004,0.03090617,0.31132559,0.78277527,0.00000000,2.15271242,2.46003427,0.09043826,1.92565365
-5.00350175,4.99563723,0.02930094,0.30604277,0.77057003,0.00000000,2.10135287,2.35784235,0.08973375,1.88167289
-4.99749875,4.85495239,0.02796779,0.29985023,0.75713807,0.00000000,2.04614124,2.26693251,0.08867703,1.83601196
-4.99149575,4.72274115,0.02690447,0.29283947,0.74251087,0.00000000,1.98752632,2.18734551,0.08732292,1.78922195
-4.98549275,4.59966132,0.02610640,0.28512309,0.72674461,0.00000000,1.92606584,2.11898273,0.08573618,1.74192873
-4.97948974,4.48636408,0.02556749,0.27683229,0.70992181,0.00000000,1.86242070,2.06163584,0.08398998,1.69482709
-4.97348674,4.38350563,0.02528105,0.26811360,0.69215106,0.00000000,1.79734352,2.01501315,0.08216402,1.64867052
-4.96748374,4.29174926,0.02524051,0.25912491,0.67356508,0.00000000,1.73166183,1.97876166,0.08034251,1.60425685
-4.96148074,4.21175802,0.02544010,0.25003080,0.65431717,0.00000000,1.66625689,1.95248453,0.07861194,1.56241040
-4.95547774,4.14417914,0.02587534,0.24099763,0.63457635,0.00000000,1.60203892,1.93575384,0.07705874,1.52396127
-4.94947474,4.08962160,0.02654338,0.23218835,0.61452148,0.00000000,1.53992021,1.92811897,0.07576704,1.48972263
-4.94347174,4.04862860,0.02744316,0.22375747,0.59433478,0.00000000,1.48078705,1.92911100,0.07481629,1.46046688
-4.93746873,4.02164675,0.02857538,0.21584622,0.57419519,0.00000000,1.42547198,1.93824366,0.07427914,1.43690164
-4.93146573,4.00899400,0.02994227,0.20857816,0.55427196,0.00000000,1.37472740,1.95501169,0.07421938,1.41964635
-4.92546273,4.01082800,0.03154719,0.20205549,0.53471883,0.00000000,1.32920158,1.97888722,0.07469003,1.40921040
-4.91945973,4.02711675,0.03339406,0.19635599,0.51566915,0.00000000,1.28941811,2.00931482,0.07573181,1.40597337
-4.91345673,4.05761283,0.03548664,0.19153095,0.49723214,0.00000000,1.25575931,2.04570617,0.07737168,1.41016820
-4.90745373,4.10183249,0.03782768,0.18760393,0.47949054,0.00000000,1.22845420,2.08743457,0.07962183,1.42186765
-4.90145073,4.15904068,0.04041804,0.18457047,0.46249955,0.00000000,1.20757128,2.13383028,0.08247885,1.44097458
-4.89544772,4.22824269,0.04325573,0.18239873,0.44628722,0.00000000,1.19301634,2.18417679,0.08592340,1.46721636
-4.88944472,4.30818296,0.04633501,0.18103101,0.43085603,0.00000000,1.18453502,2.23770875,0.08992006,1.50014371
-4.88344172,4.39735145,0.04964551,0.18038610,0.41618558,0.00000000,1.18172014,2.29361173,0.09441768,1.53913404
-4.87743872,4.49399775,0.05317151,0.18036222,0.40223619,0.00000000,1.18402337,2.35102416,0.09935006,1.58339951
-4.87143572,4.59615287,0.05689142,0.18084067,0.38895301,0.00000000,1.19077077,2.40904163,0.10463709,1.63199966
-4.86543272,4.70165856,0.06077737,0.18168987,0.37627054,0.00000000,1.20118176,2.46672380,0.11018615,1.68385864
-4.85942971,4.80820364,0.06479517,0.18276967,0.36411718,0.00000000,1.21439091,2.52310374,0.11589408,1.73778667
-4.85342671,4.91336692,0.06890448,0.18393587,0.35241963,0.00000000,1.22947199,2.57719984,0.12164930,1.79250548
-4.84742371,5.01466562,0.07305927,0.18504472,0.34110688,0.00000000,1.24546338,2.62802998,0.12733446,1.84667718
-4.84142071,5.10960825,0.07720859,0.18595731,0.33011356,0.00000000,1.26139452,2.67462770,0.13282913,1.89893594
-4.83541771,5.19575064,0.08129754,0.18654369,0.31938270,0.00000000,1.27631226,2.71605986,0.13801292,1.94792158
-4.82941471,5.27075336,0.08526858,0.18668655,0.30886761,0.00000000,1.28930671,2.75144531,0.14276850,1.99231430
-4.82341171,5.33243895,0.08906288,0.18628452,0.29853293,0.00000000,1.29953560,2.77997381,0.14698483,2.03086933
-4.81740870,5.37884684,0.09262191,0.18525477,0.28835497,0.00000000,1.30624664,2.80092463,0.15056013,2.06245048
-4.81140570,5.40828406,0.09588904,0.18353504,0.27832125,0.00000000,1.30879706,2.81368377,0.15340485,2.08606136
-4.80540270,5.41936992,0.09881110,0.18108497,0.26842937,0.00000000,1.30666988,2.81775939,0.15544419,2.10087324
-4.79939970,5.41107275,0.10133991,0.17788665,0.25868541,0.00000000,1.29948632,2.81279442,0.15662027,2.10624827
-4.79339670,5.38273728,0.10343363,0.17394454,0.24910198,0.00000000,1.28701391,2.79857600,0.15689392,2.10175738
