energy_ev,total_up,S_s_up,S_p_up,Sn_p_up,Sn_d_up,Zr_p_up,Zr_d_up
-6.00000000,0.85418551,0.00495478,0.53447297,0.01178526,0.00005179,0.37949425,0.28013124
-5.99399700,0.80267803,0.00537908,0.50082753,0.01187850,0.00004757,0.37541314,0.25871553
-5.98799400,0.75859893,0.00584170,0.47273920,0.01206761,0.00004356,0.37503768,0.24037795
-5.98199100,0.72207514,0.00633811,0.45024506,0.01234672,0.00003979,0.37825554,0.22518034
-5.97598799,0.69310977,0.00686253,0.43330018,0.01270768,0.00003628,0.38488320,0.21314683
-5.96998499,0.67159038,0.00740804,0.42178581,0.01314021,0.00003306,0.39467151,0.20426830
-5.96398199,0.65729974,0.00796661,0.41551876,0.01363198,0.00003013,0.40731311,0.19850697
-5.95797899,0.64992880,0.00852930,0.41426150,0.01416897,0.00002750,0.42245141,0.19580088
-5.95197599,0.64909098,0.00908646,0.41773244,0.01473575,0.00002517,0.43969096,0.19606798
-5.94597299,0.65433732,0.00962791,0.42561614,0.01531593,0.00002314,0.45860889,0.19920961
-5.93996998,0.66517178,0.01014329,0.43757281,0.01589262,0.00002139,0.47876699,0.20511328
-5.93396698,0.68106602,0.01062235,0.45324701,0.01644893,0.00001992,0.49972412,0.21365451
-5.92796398,0.70147319,0.01105524,0.47227508,0.01696853,0.00001869,0.52104836,0.22469784
-5.92196098,0.72584036,0.01143289,0.49429126,0.01743617,0.00001771,0.54232876,0.23809691
-5.91595798,0.75361902,0.01174730,0.51893236,0.01783817,0.00001693,0.56318604,0.25369375
-5.90995498,0.78427374,0.01199186,0.54584100,0.01816293,0.00001635,0.58328203,0.27131744
-5.90395198,0.81728877,0.01216159,0.57466751,0.01840128,0.00001595,0.60232746,0.29078231
-5.89794897,0.85217274,0.01225334,0.60507078,0.01854689,0.00001570,0.62008803,0.31188596
-5.89194597,0.88846157,0.01226597,0.63671817,0.01859643,0.00001559,0.63638853,0.33440736
-5.88594297,0.92572011,0.01220044,0.66928503,0.01854975,0.00001560,0.65111496,0.35810541
-5.87993997,0.96354266,0.01205979,0.70245398,0.01840992,0.00001571,0.66421476,0.38271811
-5.87393697,1.00155308,0.01184911,0.73591452,0.01818313,0.00001592,0.67569538,0.40796281
-5.86793397,1.03940465,0.01157543,0.76936306,0.01787854,0.00001620,0.68562114,0.43353754
-5.86193097,1.07678026,0.01124748,0.80250397,0.01750798,0.00001657,0.69410891,0.45912381
-5.85592796,1.11339315,0.01087553,0.83505143,0.01708564,0.00001699,0.70132269,0.48439069
-5.84992496,1.14898846,0.01047104,0.86673254,0.01662759,0.00001748,0.70746751,0.50900042
-5.84392196,1.18334546,0.01004635,0.89729140,0.01615134,0.00001803,0.71278272,0.53261516
-5.83791896,1.21628061,0.00961437,0.92649397,0.01567534,0.00001864,0.71753511,0.55490478
-5.83191596,1.24765088,0.00918818,0.95413357,0.01521837,0.00001931,0.72201179,0.57555540
-5.82591296,1.27735725,0.00878072,0.98003646,0.01479908,0.00002003,0.72651306,0.59427811
-5.81990995,1.30534759,0.00840442,1.00406705,0.01443539,0.00002083,0.73134527,0.61081758
-5.81390695,1.33161862,0.00807094,1.02613221,0.01414403,0.00002169,0.73681370,0.62495995
-5.80790395,1.35621625,0.00779080,1.04618430,0.01394005,0.00002262,0.74321530,0.63653965
-5.80190095,1.37923380,0.00757322,1.06422222,0.01383638,0.00002364,0.75083139,0.64544457
-5.79589795,1.40080788,0.00742585,1.08029037,0.01384350,0.00002475,0.75992018,0.65161933
-5.78989495,1.42111143,0.00735464,1.09447516,0.01396910,0.00002595,0.77070917,0.65506644
-5.78389195,1.44034425,0.00736370,1.10689910,0.01421786,0.00002726,0.78338737,0.65584502
-5.77788894,1.45872085,0.00745525,1.11771258,0.01459130,0.00002867,0.79809771,0.65406733
-5.77188594,1.47645638,0.00762955,1.12708373,0.01508764,0.00003020,0.81492947,0.64989309
-5.76588294,1.49375110,0.00788494,1.13518673,0.01570186,0.00003185,0.83391140,0.64352196
-5.75987994,1.51077420,0.00821787,1.14218939,0.01642574,0.00003361,0.85500557,0.63518451
-5.75387694,1.52764806,0.00862299,1.14824064,0.01724800,0.00003549,0.87810248,0.62513222
-5.74787394,1.54443386,0.00909329,1.15345873,0.01815454,0.00003748,0.90301782,0.61362701
-5.74187094,1.56111950,0.00962024,1.15792098,0.01912876,0.00003957,0.92949120,0.60093091
