energy_ev,total_up,B_p_up,B_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-6.00000000,0.04387692,0.00000000,0.00000000,0.00000005,0.00012767,0.07177499,0.01507257
-5.99399700,0.03693856,0.00000000,0.00000000,0.00000003,0.00010744,0.06042645,0.01268924
-5.98799400,0.03087516,0.00000000,0.00000000,0.00000002,0.00008977,0.05050851,0.01060641
-5.98199100,0.02562247,0.00000000,0.00000000,0.00000001,0.00007447,0.04191628,0.00880204
-5.97598799,0.02111119,0.00000000,0.00000000,0.00000001,0.00006134,0.03453662,0.00725234
-5.96998499,0.01726961,0.00000000,0.00000000,0.00000001,0.00005016,0.02825231,0.00593267
-5.96398199,0.01402585,0.00000000,0.00000000,0.00000000,0.00004073,0.02294583,0.00481836
-5.95797899,0.01130970,0.00000000,0.00000000,0.00000000,0.00003283,0.01850242,0.00388528
-5.95197599,0.00905414,0.00000000,0.00000000,0.00000000,0.00002627,0.01481246,0.00311043
-5.94597299,0.00719643,0.00000000,0.00000000,0.00000000,0.00002088,0.01177332,0.00247225
-5.93996998,0.00567885,0.00000000,0.00000000,0.00000000,0.00001647,0.00929059,0.00195091
-5.93396698,0.00444914,0.00000000,0.00000000,0.00000000,0.00001290,0.00727881,0.00152846
-5.92796398,0.00346070,0.00000000,0.00000000,0.00000000,0.00001003,0.00566173,0.00118889
-5.92196098,0.00267254,0.00000000,0.00000000,0.00000000,0.00000775,0.00437230,0.00091813
-5.91595798,0.00204906,0.00000000,0.00000000,0.00000000,0.00000594,0.00335229,0.00070394
-5.90995498,0.00155976,0.00000000,0.00000000,0.00000000,0.00000452,0.00255179,0.00053585
-5.90395198,0.00117878,0.00000000,0.00000000,0.00000000,0.00000341,0.00192850,0.00040496
-5.89794897,0.00088446,0.00000000,0.00000000,0.00000000,0.00000256,0.00144699,0.00030385
-5.89194597,0.00065886,0.00000000,0.00000000,0.00000000,0.00000191,0.00107791,0.00022635
-5.88594297,0.00048728,0.00000000,0.00000000,0.00000000,0.00000141,0.00079720,0.00016740
