energy_ev,total_up,Cu_p_up,Cu_d_up,In_p_up,In_d_up,Se_s_up,Se_p_up
-5.86793397,0.48047664,0.09692476,0.08465111,0.00459585,0.00032223,0.01122264,0.40634462
-5.86193097,0.47931982,0.09570859,0.08645465,0.00463756,0.00031663,0.01131793,0.40335009
-5.85592796,0.47807966,0.09473568,0.08850303,0.00474723,0.00031117,0.01145106,0.39958295
-5.84992496,0.47691868,0.09403929,0.09081305,0.00493618,0.00030612,0.01162471,0.39516027
-5.84392196,0.47602543,0.09365575,0.09340055,0.00521834,0.00030180,0.01184108,0.39022020
-5.83791896,0.47561014,0.09362402,0.09627992,0.00561062,0.00029860,0.01210171,0.38491661
-5.83191596,0.47590045,0.09398536,0.09946375,0.00613308,0.00029697,0.01240738,0.37941358
-5.82591296,0.47713744,0.09478319,0.10296281,0.00680926,0.00029742,0.01275810,0.37388010
-5.81990995,0.47957212,0.09606293,0.10678616,0.00766632,0.00030053,0.01315297,0.36848507
-5.81390695,0.48346250,0.09787209,0.11094154,0.00873518,0.00030692,0.01359029,0.36339300
-5.80790395,0.48907113,0.10026025,0.11543587,0.01005053,0.00031728,0.01406757,0.35876049
-5.80190095,0.49666304,0.10327913,0.12027594,0.01165066,0.00033234,0.01458160,0.35473347
-5.79589795,0.50650397,0.10698251,0.12546909,0.01357723,0.00035288,0.01512860,0.35144546
-5.78989495,0.51885844,0.11142596,0.13102381,0.01587467,0.00037970,0.01570434,0.34901651
-5.78389195,0.53398748,0.11666630,0.13695027,0.01858947,0.00041363,0.01630435,0.34755292
-5.77788894,0.55214556,0.12276066,0.14326048,0.02176916,0.00045549,0.01692399,0.34714740
-5.77188594,0.57357641,0.12976519,0.14996820,0.02546101,0.00050607,0.01755869,0.34787949
-5.76588294,0.59850738,0.13773310,0.15708838,0.02971050,0.00056613,0.01820403,0.34981608
-5.75987994,0.62714222,0.14671233,0.16463609,0.03455945,0.00063635,0.01885586,0.35301167
-5.75387694,0.65965211,0.15674264,0.17262502,0.04004400,0.00071731,0.01951034,0.35750820
-5.74787394,0.69616505,0.16785224,0.18106544,0.04619239,0.00080943,0.02016397,0.36333437
-5.74187094,0.73675384,0.18005415,0.18996182,0.05302265,0.00091297,0.02081357,0.37050427
-5.73586793,0.78142316,0.19334226,0.19931011,0.06054026,0.00102798,0.02145618,0.37901529
-5.72986493,0.83009633,0.20768755,0.20909485,0.06873595,0.00115425,0.02208893,0.38884553
-5.72386193,0.88260253,0.22303447,0.21928642,0.07758375,0.00129131,0.02270893,0.39995068
-5.71785893,0.93866535,0.23929787,0.22983836,0.08703931,0.00143840,0.02331307,0.41226072
-5.71185593,0.99789379,0.25636073,0.24068536,0.09703883,0.00159443,0.02389786,0.42567673
-5.70585293,1.05977649,0.27407290,0.25174171,0.10749851,0.00175800,0.02445927,0.44006804
-5.69984992,1.12368020,0.29225122,0.26290081,0.11831481,0.00192740,0.02499261,0.45527026
-5.69384692,1.18885329,0.31068099,0.27403558,0.12936545,0.00210063,0.02549242,0.47108424
-5.68784392,1.25443473,0.32911912,0.28500009,0.14051134,0.00227542,0.02595248,0.48727657
-5.68184092,1.31946898,0.34729893,0.29563231,0.15159928,0.00244928,0.02636582,0.50358156
-5.67583792,1.38292662,0.36493649,0.30575814,0.16246561,0.00261959,0.02672483,0.51970506
-5.66983492,1.44373044,0.38173842,0.31519638,0.17294056,0.00278363,0.02702147,0.53533000
-5.66383192,1.50078622,0.39741094,0.32376477,0.18285318,0.00293868,0.02724746,0.55012365
-5.65782891,1.55301719,0.41166979,0.33128657,0.19203687,0.00308209,0.02739464,0.56374636
-5.65182591,1.59940075,0.42425060,0.33759764,0.20033495,0.00321140,0.02745530,0.57586148
-5.64582291,1.63900596,0.43491931,0.34255356,0.20760642,0.00332442,0.02742253,0.58614615
-5.63981991,1.67103008,0.44348217,0.34603641,0.21373139,0.00341930,0.02729057,0.59430234
-5.63381691,1.69483233,0.44979470,0.34796103,0.21861599,0.00349463,0.02705522,0.60006768
-5.62781391,1.70996318,0.45376926,0.34828015,0.22219659,0.00354948,0.02671411,0.60322566
-5.62181091,1.71618772,0.45538080,0.34698843,0.22444301,0.00358347,0.02626696,0.60361452
-5.61580790,1.71350153,0.45467036,0.34412479,0.22536056,0.00359679,0.02571575,0.60113444
-5.60980490,1.70213835,0.45174614,0.33977321,0.22499084,0.00359023,0.02506482,0.59575272
-5.60380190,1.68256867,0.44678193,0.33406166,0.22341116,0.00356512,0.02432085,0.58750643
-5.59779890,1.65548925,0.44001305,0.32715924,0.22073254,0.00352335,0.02349281,0.57650273
-5.59179590,1.62180370,0.43172962,0.31927165,0.21709644,0.00346727,0.02259167,0.56291637
-5.58579290,1.58259476,0.42226766,0.31063508,0.21267022,0.00339965,0.02163021,0.54698491
-5.57978989,1.53908952,0.41199820,0.30150880,0.20764157,0.00332356,0.02062263,0.52900155
-5.57378689,1.49261877,0.40131481,0.29216673,0.20221212,0.00324229,0.01958416,0.50930598
-5.56778389,1.44457226,0.39062013,0.28288831,0.19659043,0.00315919,0.01853059,0.48827378
-5.56178089,1.39635167,0.38031185,0.27394911,0.19098467,0.00307763,0.01747785,0.46630471
-5.55577789,1.34932329,0.37076881,0.26561145,0.18559537,0.00300079,0.01644151,0.44381041
-5.54977489,1.30477212,0.36233756,0.25811553,0.18060835,0.00293163,0.01543639,0.42120220
-5.54377189,1.26385946,0.35532020,0.25167132,0.17618822,0.00287274,0.01447615,0.39887922
-5.53776888,1.22758549,0.34996367,0.24645154,0.17247276,0.00282624,0.01357295,0.37721758
-5.53176588,1.19675818,0.34645120,0.24258602,0.16956820,0.00279374,0.01273717,0.35656085
-5.52576288,1.17196976,0.34489595,0.24015763,0.16754582,0.00277629,0.01197722,0.33721210
-5.51975988,1.15358144,0.34533727,0.23919992,0.16643975,0.00277430,0.01129941,0.31942780
-5.51375688,1.14171673,0.34773966,0.23969645,0.16624620,0.00278757,0.01070792,0.30341365
-5.50775388,1.13626350,0.35199436,0.24158200,0.16692412,0.00281531,0.01020476,0.28932231
-5.50175088,1.13688433,0.35792360,0.24474532,0.16839717,0.00285614,0.00978993,0.27725297
-5.49574787,1.14303464,0.36528724,0.24903351,0.17055695,0.00290817,0.00946152,0.26725256
-5.48974487,1.15398758,0.37379160,0.25425774,0.17326741,0.00296906,0.00921588,0.25931849
-5.48374187,1.16886451,0.38310001,0.26020003,0.17637015,0.00303613,0.00904788,0.25340240
-5.47773887,1.18666978,0.39284476,0.26662090,0.17969047,0.00310643,0.00895112,0.24941493
-5.47173587,1.20632825,0.40263991,0.27326749,0.18304392,0.00317686,0.00891819,0.24723100
-5.46573287,1.22672404,0.41209454,0.27988193,0.18624306,0.00324430,0.00894092,0.24669535
-5.45972986,1.24673907,0.42082577,0.28620955,0.18910419,0.00330567,0.00901062,0.24762824
-5.45372686,1.26528980,0.42847130,0.29200671,0.19145380,0.00335808,0.00911831,0.24983092
-5.44772386,1.28136097,0.43470073,0.29704788,0.19313445,0.00339890,0.00925493,0.25309082
-5.44172086,1.29403516,0.43922551,0.30113187,0.19400994,0.00342587,0.00941148,0.25718634
-5.43571786,1.30251734,0.44180700,0.30408688,0.19396952,0.00343711,0.00957926,0.26189125
-5.42971486,1.30615363,0.44226252,0.30577434,0.19293100,0.00343124,0.00974991,0.26697855
-5.42371186,1.30444412,0.44046911,0.30609140,0.19084275,0.00340735,0.00991559,0.27222401
-5.41770885,1.29704951,0.43636511,0.30497209,0.18768448,0.00336505,0.01006900,0.27740931
-5.41170585,1.28379174,0.42994942,0.30238720,0.18346679,0.00330444,0.01020351,0.28232496
-5.40570285,1.26464922,0.42127882,0.29834298,0.17822965,0.00322612,0.01031318,0.28677296
-5.39969985,1.23974712,0.41046328,0.29287870,0.17203990,0.00313109,0.01039279,0.29056938
-5.39369685,1.20934352,0.39765983,0.28606343,0.16498781,0.00302075,0.01043792,0.29354678
-5.38769385,1.17381248,0.38306521,0.27799209,0.15718302,0.00289682,0.01044493,0.29555660
-5.38169085,1.13362475,0.36690763,0.26878102,0.14875010,0.00276125,0.01041102,0.29647142
-5.37568784,1.08932735,0.34943815,0.25856335,0.13982369,0.00261619,0.01033419,0.29618698
-5.36968484,1.04152265,0.33092196,0.24748424,0.13054377,0.00246386,0.01021331,0.29462414
-5.36368184,0.99084797,0.31162996,0.23569628,0.12105099,0.00230651,0.01004810,0.29173027
-5.35767884,0.93795636,0.29183091,0.22335519,0.11148237,0.00214638,0.00983910,0.28748043
-5.35167584,0.88349906,0.27178442,0.21061583,0.10196755,0.00198558,0.00958765,0.28187783
-5.34567284,0.82811010,0.25173497,0.19762883,0.09262550,0.00182608,0.00929590,0.27495370
-5.33966983,0.77239329,0.23190700,0.18453763,0.08356207,0.00166967,0.00896671,0.26676656
-5.33366683,0.71691170,0.21250129,0.17147613,0.07486811,0.00151791,0.00860358,0.25740057
-5.32766383,0.66217965,0.19369249,0.15856694,0.06661845,0.00137213,0.00821063,0.24696331
-5.32166083,0.60865706,0.17562767,0.14592006,0.05887138,0.00123341,0.00779242,0.23558274
-5.31565783,0.55674599,0.15842609,0.13363215,0.05166892,0.00110261,0.00735390,0.22340369
-5.30965483,0.50678911,0.14217970,0.12178614,0.04503755,0.00098033,0.00690026,0.21058372
-5.30365183,0.45906986,0.12695451,0.11045128,0.03898933,0.00086696,0.00643681,0.19728875
-5.29764882,0.41381401,0.11279241,0.09968347,0.03352349,0.00076269,0.00596887,0.18368851
-5.29164582,0.37119227,0.09971358,0.08952580,0.02862811,0.00066752,0.00550160,0.16995195
-5.28564282,0.33132381,0.08771907,0.08000936,0.02428201,0.00058133,0.00503995,0.15624291
-5.27963982,0.29428044,0.07679355,0.07115415,0.02045665,0.00050386,0.00458847,0.14271612
-5.27363682,0.26009112,0.06690809,0.06297010,0.01711798,0.00043475,0.00415130,0.12951375
-5.26763382,0.22874690,0.05802294,0.05545818,0.01422820,0.00037356,0.00373206,0.11676246
-5.26163082,0.20020588,0.05009001,0.04861154,0.01174733,0.00031984,0.00333377,0.10457132
-5.25562781,0.17439828,0.04305533,0.04241666,0.00963459,0.00027308,0.00295890,0.09303032
-5.24962481,0.15123139,0.03686117,0.03685455,0.00784958,0.00023277,0.00260926,0.08220973
-5.24362181,0.13059442,0.03144796,0.03190188,0.00635321,0.00019842,0.00228610,0.07216004
-5.23761881,0.11236318,0.02675588,0.02753207,0.00510846,0.00016955,0.00199008,0.06291269
-5.23161581,0.09640442,0.02272628,0.02371637,0.00408089,0.00014572,0.00172135,0.05448126
-5.22561281,0.08257990,0.01930282,0.02042487,0.00323895,0.00012654,0.00147955,0.04686312
-5.21960980,0.07075013,0.01643232,0.01762738,0.00255422,0.00011166,0.00126396,0.04004145
-5.21360680,0.06077758,0.01406551,0.01529425,0.00200142,0.00010078,0.00107349,0.03398743
-5.20760380,0.05252958,0.01215743,0.01339709,0.00155834,0.00009366,0.00090678,0.02866256
-5.20160080,0.04588063,0.01066781,0.01190937,0.00120575,0.00009010,0.00076230,0.02402096
-5.19559780,0.04071424,0.00956115,0.01080682,0.00092713,0.00008996,0.00063835,0.02001160
-5.18959480,0.03692428,0.00880674,0.01006781,0.00070851,0.00009316,0.00053318,0.01658035
-5.18359180,0.03441573,0.00837856,0.00967349,0.00053813,0.00009964,0.00044503,0.01367177
-5.17758879,0.03310503,0.00825498,0.00960783,0.00040625,0.00010941,0.00037216,0.01123072
-5.17158579,0.03291986,0.00841846,0.00985757,0.00030485,0.00012249,0.00031288,0.00920363
-5.16558279,0.03379852,0.00885512,0.01041194,0.00022741,0.00013893,0.00026562,0.00753950
-5.15957979,0.03568888,0.00955428,0.01126238,0.00016865,0.00015879,0.00022889,0.00619070
-5.15357679,0.03854707,0.01050793,0.01240208,0.00012435,0.00018217,0.00020135,0.00511340
-5.14757379,0.04233582,0.01171018,0.01382547,0.00009116,0.00020913,0.00018177,0.00426786
-5.14157079,0.04702266,0.01315671,0.01552766,0.00006646,0.00023975,0.00016907,0.00361856
-5.13556778,0.05257802,0.01484421,0.01750381,0.00004819,0.00027409,0.00016228,0.00313409
-5.12956478,0.05897326,0.01676985,0.01974854,0.00003476,0.00031217,0.00016055,0.00278699
-5.12356178,0.06617879,0.01893082,0.02225530,0.00002496,0.00035399,0.00016313,0.00255346
-5.11755878,0.07416232,0.02132385,0.02501582,0.00001787,0.00039951,0.00016937,0.00241308
-5.11155578,0.08288734,0.02394490,0.02801958,0.00001278,0.00044866,0.00017871,0.00234843
-5.10555278,0.09231178,0.02678887,0.03125342,0.00000918,0.00050128,0.00019065,0.00234472
-5.09954977,0.10238711,0.02984936,0.03470120,0.00000668,0.00055720,0.00020476,0.00238948
-5.09354677,0.11305773,0.03311862,0.03834360,0.00000503,0.00061619,0.00022065,0.00247220
-5.08754377,0.12426073,0.03658749,0.04215809,0.00000404,0.00067797,0.00023798,0.00258406
-5.08154077,0.13592609,0.04024547,0.04611895,0.00000359,0.00074219,0.00025646,0.00271766
-5.07553777,0.14797721,0.04408084,0.05019752,0.00000363,0.00080849,0.00027581,0.00286677
-5.06953477,0.16033179,0.04808083,0.05436252,0.00000416,0.00087646,0.00029578,0.00302618
-5.06353177,0.17290301,0.05223180,0.05858052,0.00000524,0.00094566,0.00031617,0.00319156
-5.05752876,0.18560091,0.05651949,0.06281652,0.00000698,0.00101565,0.00033676,0.00335927
-5.05152576,0.19833396,0.06092914,0.06703453,0.00000956,0.00108594,0.00035741,0.00352631
-5.04552276,0.21101065,0.06544567,0.07119835,0.00001322,0.00115608,0.00037795,0.00369025
-5.03951976,0.22354109,0.07005370,0.07527222,0.00001831,0.00122559,0.00039827,0.00384913
-5.03351676,0.23583841,0.07473754,0.07922151,0.00002529,0.00129404,0.00041826,0.00400144
-5.02751376,0.24782011,0.07948105,0.08301344,0.00003474,0.00136097,0.00043786,0.00414604
-5.02151076,0.25940894,0.08426737,0.08661759,0.00004744,0.00142599,0.00045700,0.00428216
-5.01550775,0.27053366,0.08907860,0.09000643,0.00006433,0.00148872,0.00047565,0.00440932
-5.00950475,0.28112931,0.09389531,0.09315565,0.00008663,0.00154879,0.00049379,0.00452731
-5.00350175,0.29113719,0.09869606,0.09604439,0.00011584,0.00160587,0.00051143,0.00463615
-4.99749875,0.30050455,0.10345684,0.09865537,0.00015380,0.00165964,0.00052855,0.00473605
-4.99149575,0.30918394,0.10815055,0.10097482,0.00020273,0.00170981,0.00054519,0.00482734
-4.98549275,0.31713241,0.11274650,0.10299234,0.00026531,0.00175609,0.00056134,0.00491047
-4.97948974,0.32431063,0.11721013,0.10470067,0.00034472,0.00179820,0.00057704,0.00498595
-4.97348674,0.33068201,0.12150276,0.10609539,0.00044469,0.00183584,0.00059227,0.00505434
-4.96748374,0.33621192,0.12558172,0.10717455,0.00056953,0.00186873,0.00060703,0.00511620
-4.96148074,0.34086718,0.12940057,0.10793838,0.00072421,0.00189657,0.00062132,0.00517211
-4.95547774,0.34461585,0.13290977,0.10838893,0.00091428,0.00191905,0.00063510,0.00522262
-4.94947474,0.34742739,0.13605752,0.10852986,0.00114598,0.00193587,0.00064834,0.00526831
-4.94347174,0.34927326,0.13879099,0.10836629,0.00142612,0.00194669,0.00066097,0.00530972
-4.93746873,0.35012796,0.14105768,0.10790467,0.00176204,0.00195124,0.00067295,0.00534745
-4.93146573,0.34997036,0.14280714,0.10715286,0.00216153,0.00194921,0.00068420,0.00538212
-4.92546273,0.34878544,0.14399270,0.10612018,0.00263265,0.00194035,0.00069467,0.00541442
-4.91945973,0.34656607,0.14457333,0.10481764,0.00318360,0.00192447,0.00070429,0.00544511
-4.91345673,0.34331501,0.14451543,0.10325810,0.00382243,0.00190142,0.00071301,0.00547504
-4.90745373,0.33904661,0.14379454,0.10145651,0.00455682,0.00187113,0.00072082,0.00550517
-4.90145073,0.33378840,0.14239673,0.09943009,0.00539378,0.00183363,0.00072768,0.00553653
-4.89544772,0.32758216,0.14031976,0.09719845,0.00633929,0.00178906,0.00073361,0.00557023
-4.88944472,0.32048450,0.13757382,0.09478361,0.00739798,0.00173765,0.00073866,0.00560742
-4.88344172,0.31256681,0.13418184,0.09220992,0.00857282,0.00167976,0.00074287,0.00564925
-4.87743872,0.30391448,0.13017932,0.08950378,0.00986472,0.00161585,0.00074635,0.00569679
-4.87143572,0.29462549,0.12561368,0.08669331,0.01127233,0.00154652,0.00074920,0.00575102
-4.86543272,0.28480833,0.12054317,0.08380781,0.01279177,0.00147243,0.00075156,0.00581269
-4.85942971,0.27457939,0.11503539,0.08087717,0.01441649,0.00139436,0.00075359,0.00588233
-4.85342671,0.26405996,0.10916548,0.07793117,0.01613724,0.00131314,0.00075545,0.00596012
-4.84742371,0.25337298,0.10301399,0.07499874,0.01794216,0.00122966,0.00075733,0.00604588
-4.84142071,0.24263977,0.09666471,0.07210731,0.01981699,0.00114483,0.00075944,0.00613903
-4.83541771,0.23197688,0.09020239,0.06928209,0.02174541,0.00105956,0.00076201,0.00623856
-4.82941471,0.22149332,0.08371053,0.06654560,0.02370959,0.00097475,0.00076528,0.00634306
-4.82341171,0.21128824,0.07726932,0.06391721,0.02569080,0.00089125,0.00076957,0.00645074
-4.81740870,0.20144929,0.07095385,0.06141298,0.02767018,0.00080984,0.00077521,0.00655951
-4.81140570,0.19205165,0.06483259,0.05904559,0.02962959,0.00073125,0.00078263,0.00666704
-4.80540270,0.18315778,0.05896621,0.05682455,0.03155257,0.00065608,0.00079236,0.00677091
-4.79939970,0.17481794,0.05340683,0.05475650,0.03342522,0.00058485,0.00080505,0.00686870
-4.79339670,0.16707127,0.04819755,0.05284572,0.03523718,0.00051796,0.00082154,0.00695814
-4.78739370,0.15994746,0.04337245,0.05109474,0.03698238,0.00045571,0.00084282,0.00703726
-4.78139070,0.15346873,0.03895678,0.04950503,0.03865983,0.00039830,0.00087015,0.00710447
-4.77538769,0.14765200,0.03496755,0.04807767,0.04027403,0.00034580,0.00090505,0.00715874
-4.76938469,0.14251105,0.03141423,0.04681395,0.04183532,0.00029820,0.00094932,0.00719965
-4.76338169,0.13805850,0.02829960,0.04571597,0.04335985,0.00025543,0.00100508,0.00722746
-4.75737869,0.13430741,0.02562077,0.04478694,0.04486928,0.00021731,0.00107482,0.00724314
-4.75137569,0.13127233,0.02337011,0.04403145,0.04639020,0.00018362,0.00116132,0.00724835
-4.74537269,0.12896984,0.02153615,0.04345540,0.04795318,0.00015409,0.00126775,0.00724538
-4.73936968,0.12741830,0.02010447,0.04306580,0.04959158,0.00012843,0.00139753,0.00723711
-4.73336668,0.12663705,0.01905840,0.04287028,0.05134008,0.00010631,0.00155441,0.00722679
-4.72736368,0.12664491,0.01837959,0.04287654,0.05323302,0.00008740,0.00174229,0.00721799
-4.72136068,0.12745817,0.01804842,0.04309147,0.05530261,0.00007136,0.00196523,0.00721439
-4.71535768,0.12908823,0.01804429,0.04352038,0.05757704,0.00005788,0.00222730,0.00721959
-4.70935468,0.13153899,0.01834575,0.04416601,0.06007871,0.00004663,0.00253247,0.00723697
-4.70335168,0.13480421,0.01893054,0.04502772,0.06282247,0.00003733,0.00288445,0.00726952
-4.69734867,0.13886508,0.01977550,0.04610072,0.06581421,0.00002971,0.00328659,0.00731975
-4.69134567,0.14368818,0.02085653,0.04737547,0.06904960,0.00002353,0.00374165,0.00738957
-4.68534267,0.14922396,0.02214841,0.04883733,0.07251332,0.00001858,0.00425168,0.00748030
-4.67933967,0.15540606,0.02362479,0.05046650,0.07617867,0.00001465,0.00481784,0.00759268
-4.67333667,0.16215138,0.02525809,0.05223824,0.08000764,0.00001160,0.00544023,0.00772697
-4.66733367,0.16936119,0.02701967,0.05412349,0.08395150,0.00000928,0.00611780,0.00788311
-4.66133067,0.17692314,0.02887990,0.05608977,0.08795191,0.00000759,0.00684821,0.00806097
-4.65532766,0.18471435,0.03080855,0.05810241,0.09194237,0.00000645,0.00762781,0.00826060
-4.64932466,0.19260521,0.03277518,0.06012610,0.09585019,0.00000578,0.00845156,0.00848258
-4.64332166,0.20046412,0.03474973,0.06212662,0.09959879,0.00000554,0.00931313,0.00872843
-4.63731866,0.20816269,0.03670318,0.06407276,0.10311015,0.00000572,0.01020495,0.00900099
-4.63131566,0.21558139,0.03860833,0.06593832,0.10630749,0.00000631,0.01111839,0.00930482
-4.62531266,0.22261535,0.04044063,0.06770406,0.10911794,0.00000732,0.01204396,0.00964667
-4.61930965,0.22917997,0.04217907,0.06935963,0.11147515,0.00000880,0.01297154,0.01003580
-4.61330665,0.23521624,0.04380698,0.07090519,0.11332167,0.00001078,0.01389077,0.01048436
-4.60730365,0.24069541,0.04531292,0.07235289,0.11461103,0.00001333,0.01479130,0.01100761
-4.60130065,0.24562274,0.04669130,0.07372780,0.11530949,0.00001654,0.01566321,0.01162417
-4.59529765,0.25004022,0.04794302,0.07506861,0.11539724,0.00002050,0.01649736,0.01235602
-4.58929465,0.25402795,0.04907582,0.07642763,0.11486920,0.00002533,0.01728573,0.01322851
-4.58329165,0.25770423,0.05010447,0.07787041,0.11373520,0.00003113,0.01802177,0.01427014
-4.57728864,0.26122404,0.05105072,0.07947474,0.11201970,0.00003806,0.01870063,0.01551224
-4.57128564,0.26477614,0.05194298,0.08132907,0.10976098,0.00004625,0.01931938,0.01698853
-4.56528264,0.26857856,0.05281574,0.08353045,0.10700988,0.00005586,0.01987713,0.01873443
-4.55927964,0.27287283,0.05370871,0.08618190,0.10382815,0.00006703,0.02037508,0.02078636
-4.55327664,0.27791689,0.05466575,0.08938940,0.10028649,0.00007992,0.02081643,0.02318076
-4.54727364,0.28397699,0.05573350,0.09325848,0.09646238,0.00009467,0.02120626,0.02595311
-4.54127064,0.29131877,0.05695992,0.09789055,0.09243780,0.00011142,0.02155128,0.02913681
-4.53526763,0.30019784,0.05839257,0.10337907,0.08829685,0.00013028,0.02185952,0.03276192
-4.52926463,0.31085015,0.06007689,0.10980568,0.08412358,0.00015137,0.02213996,0.03685399
-4.52326163,0.32348248,0.06205442,0.11723640,0.07999976,0.00017473,0.02240209,0.04143278
-4.51725863,0.33826340,0.06436100,0.12571815,0.07600306,0.00020040,0.02265554,0.04651108
-4.51125563,0.35531504,0.06702517,0.13527552,0.07220541,0.00022838,0.02290955,0.05209354
-4.50525263,0.37470596,0.07006663,0.14590812,0.06867161,0.00025860,0.02317263,0.05817571
-4.49924962,0.39644544,0.07349502,0.15758853,0.06545839,0.00029097,0.02345213,0.06474318
-4.49324662,0.42047944,0.07730897,0.17026105,0.06261372,0.00032531,0.02375398,0.07177094
-4.48724362,0.44668843,0.08149541,0.18384116,0.06017648,0.00036141,0.02408235,0.07922296
-4.48124062,0.47488721,0.08602936,0.19821601,0.05817641,0.00039899,0.02443955,0.08705208
-4.47523762,0.50482677,0.09087407,0.21324575,0.05663437,0.00043772,0.02482593,0.09520015
-4.46923462,0.53619831,0.09598154,0.22876588,0.05556276,0.00047722,0.02523982,0.10359844
-4.46323162,0.56863919,0.10129351,0.24459037,0.05496623,0.00051704,0.02567765,0.11216845
-4.45722861,0.60174074,0.10674277,0.26051579,0.05484243,0.00055671,0.02613404,0.12082296
-4.45122561,0.63505778,0.11225485,0.27632600,0.05518293,0.00059573,0.02660201,0.12946731
-4.44522261,0.66811940,0.11774997,0.29179755,0.05597417,0.00063357,0.02707325,0.13800106
-4.43921961,0.70044084,0.12314527,0.30670545,0.05719841,0.00066969,0.02753834,0.14631982
-4.43321661,0.73153608,0.12835712,0.32082916,0.05883471,0.00070355,0.02798706,0.15431722
-4.42721361,0.76093059,0.13330360,0.33395865,0.06085986,0.00073464,0.02840874,0.16188710
-4.42121061,0.78817404,0.13790693,0.34590030,0.06324920,0.00076246,0.02879252,0.16892576
-4.41520760,0.81285251,0.14209577,0.35648235,0.06597748,0.00078657,0.02912771,0.17533419
-4.40920460,0.83459974,0.14580744,0.36555984,0.06901952,0.00080658,0.02940406,0.18102041
-4.40320160,0.85310719,0.14898987,0.37301885,0.07235086,0.00082216,0.02961207,0.18590154
-4.39719860,0.86813257,0.15160322,0.37877977,0.07594833,0.00083306,0.02974330,0.18990587
-4.39119560,0.87950664,0.15362122,0.38279973,0.07979047,0.00083912,0.02979056,0.19297470
-4.38519260,0.88713806,0.15503205,0.38507389,0.08385792,0.00084026,0.02974827,0.19506385
-4.37918959,0.89101624,0.15583890,0.38563578,0.08813372,0.00083649,0.02961259,0.19614501
-4.37318659,0.89121214,0.15606006,0.38455658,0.09260348,0.00082791,0.02938169,0.19620657
-4.36718359,0.88787709,0.15572866,0.38194342,0.09725558,0.00081472,0.02905594,0.19525430
-4.36118059,0.88123967,0.15489198,0.37793696,0.10208118,0.00079718,0.02863804,0.19331141
-4.35517759,0.87160090,0.15361050,0.37270806,0.10707421,0.00077566,0.02813314,0.19041842
-4.34917459,0.85932787,0.15195658,0.36645403,0.11223136,0.00075058,0.02754895,0.18663245
-4.34317159,0.84484607,0.15001294,0.35939442,0.11755186,0.00072241,0.02689574,0.18202626
-4.33716858,0.82863067,0.14787093,0.35176647,0.12303734,0.00069169,0.02618630,0.17668686
-4.33116558,0.81119702,0.14562867,0.34382054,0.12869158,0.00065897,0.02543589,0.17071385
-4.32516258,0.79309068,0.14338907,0.33581553,0.13452017,0.00062484,0.02466207,0.16421742
-4.31915958,0.77487706,0.14125786,0.32801435,0.14053016,0.00058990,0.02388448,0.15731622
-4.31315658,0.75713112,0.13934156,0.32067973,0.14672959,0.00055474,0.02312457,0.15013502
-4.30715358,0.74042701,0.13774546,0.31407016,0.15312701,0.00051994,0.02240526,0.14280235
