energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up
-5.83791896,11.12329373,3.67596497,0.99312981,0.02210898,1.35537358,5.46728327,4.36489183,0.07951012,4.34886532
-5.83191596,11.11472109,3.66841299,1.00990751,0.02192949,1.35340843,5.48553783,4.34832546,0.07947364,4.34770932
-5.82591296,11.09646442,3.67014480,1.02890842,0.02178909,1.34838136,5.48949088,4.32554840,0.07925802,4.34720844
-5.81990995,11.06922785,3.68112848,1.04994489,0.02168623,1.34050577,5.47904028,4.29727899,0.07885996,4.34737754
-5.81390695,11.03373419,3.70096672,1.07274373,0.02161869,1.33005437,5.45436687,4.26430468,0.07828117,4.34810943
-5.80790395,10.99071930,3.72890926,1.09695252,0.02158371,1.31735270,5.41593859,4.22746486,0.07752843,4.34918421
-5.80190095,10.94092216,3.76387745,1.12214828,0.02157807,1.30277001,5.36450278,4.18763065,0.07661360,4.35028107
-5.79589795,10.88506990,3.80449944,1.14784822,0.02159827,1.28670798,5.30106651,4.14568205,0.07555321,4.35099168
-5.78989495,10.82385786,3.84915467,1.17352215,0.02164056,1.26958749,5.22686570,4.10248303,0.07436787,4.35083424
-5.78389195,10.75792544,3.89602565,1.19860614,0.02170109,1.25183415,5.14332431,4.05885546,0.07308150,4.34926774
-5.77788894,10.68782907,3.94315520,1.22251706,0.02177595,1.23386333,5.05200567,4.01555298,0.07172025,4.34570590
-5.77188594,10.61401422,3.98850690,1.24466744,0.02186120,1.21606515,4.95455855,3.97323592,0.07031145,4.33953051
-5.76588294,10.53678882,4.03002680,1.26448042,0.02195294,1.19879057,4.85266070,3.93244873,0.06888235,4.33010435
-5.75987994,10.45630048,4.06570426,1.28140434,0.02204725,1.18233900,4.74796295,3.89360098,0.06745893,4.31678344
-5.75387694,10.37251999,4.09363004,1.29492651,0.02214024,1.16694830,4.64203687,3.85695337,0.06606480,4.29892922
-5.74787394,10.28523333,4.11204995,1.30458601,0.02222800,1.15278761,4.53632842,3.82260951,0.06472012,4.27592066
-5.74187094,10.19404370,4.11941255,1.30998503,0.02230662,1.13995346,4.43212009,3.79051427,0.06344082,4.24716653
-5.73586793,10.09838483,4.11440963,1.31079871,0.02237215,1.12846927,4.33050290,3.76045916,0.06223796,4.21211823
-5.72986493,9.99754560,4.09600859,1.30678298,0.02242062,1.11828839,4.23235937,3.73209453,0.06111738,4.17028298
-5.72386193,9.89070546,4.06347595,1.29778050,0.02244806,1.10930036,4.13835755,3.70494839,0.06007959,4.12123743
-5.71785893,9.77697928,4.01639173,1.28372433,0.02245056,1.10134000,4.04895561,3.67845089,0.05911998,4.06464135
-5.71185593,9.65546918,3.95465462,1.26463946,0.02242428,1.09419890,3.96441582,3.65196324,0.05822922,4.00025109
-5.70585293,9.52532077,3.87847808,1.24064190,0.02236557,1.08763840,3.88482619,3.62480981,0.05739391,3.92793216
-5.69984992,9.38578031,3.78837794,1.21193570,0.02227104,1.08140355,3.81012764,3.59631146,0.05659744,3.84767039
-5.69384692,9.23624945,3.68515220,1.17880769,0.02213768,1.07523698,3.74014441,3.56581851,0.05582092,3.75958090
-5.68784392,9.07633399,3.56985395,1.14162028,0.02196295,1.06889218,3.67461525,3.53274151,0.05504428,3.66391427
-5.68184092,8.90588371,3.44375863,1.10080249,0.02174488,1.06214512,3.61322324,3.49657809,0.05424729,3.56105931
-5.67583792,8.72502057,3.30832672,1.05683951,0.02148218,1.05480400,3.55562242,3.45693463,0.05341063,3.45154186
-5.66983492,8.53415346,3.16516336,1.01026105,0.02117433,1.04671639,3.50145947,3.41354162,0.05251683,3.33601956
-5.66383192,8.33397867,3.01597626,0.96162903,0.02082162,1.03777366,3.45038988,3.36626199,0.05155111,3.21527219
-5.65782891,8.12546588,2.86253323,0.91152476,0.02042522,1.02791256,3.40208798,3.31509237,0.05050202,3.09018812
-5.65182591,7.90983082,2.70662069,0.86053629,0.01998713,1.01711412,3.35625113,3.26015735,0.04936197,2.96174684
-5.64582291,7.68849624,2.55000450,0.80924611,0.01951025,1.00540017,3.31259886,3.20169762,0.04812746,2.83099859
-5.63981991,7.46304399,2.39439389,0.75821970,0.01899824,0.99282787,3.27086800,3.14005289,0.04679918,2.69904159
-5.63381691,7.23516099,2.24140975,0.70799528,0.01845555,0.97948290,3.23080536,3.07564114,0.04538191,2.56699782
-5.62781391,7.00658276,2.09255767,0.65907487,0.01788723,0.96547181,3.19215949,3.00893553,0.04388423,2.43598855
-5.62181091,6.77903788,1.94920624,0.61191716,0.01729888,0.95091430,3.15467312,2.94044085,0.04231805,2.30711033
-5.61580790,6.55419648,1.81257093,0.56693194,0.01669653,0.93593585,3.11807783,2.87067087,0.04069813,2.18141256
-5.60980490,6.33362574,1.68370330,0.52447650,0.01608650,0.92066139,3.08209187,2.80012807,0.03904137,2.05987741
-5.60380190,6.11875439,1.56348542,0.48485366,0.01547523,0.90521026,3.04642215,2.72928686,0.03736616,1.94340277
-5.59779890,5.91084767,1.45262910,0.44831153,0.01486924,0.88969282,3.01077052,2.65858119,0.03569169,1.83278861
-5.59179590,5.71099328,1.35167910,0.41504462,0.01427495,0.87420871,2.97484430,2.58839672,0.03403721,1.72872714
-5.58579290,5.52009804,1.26101988,0.38519624,0.01369856,0.85884682,2.93837028,2.51906784,0.03242142,1.63179662
-5.57978989,5.33889406,1.18088496,0.35886181,0.01314602,0.84368670,2.90111136,2.45087894,0.03086190,1.54245878
-5.57378689,5.16795294,1.11136807,0.33609284,0.01262286,0.82880109,2.86288432,2.38406946,0.02937454,1.46105942
-5.56778389,5.00770566,1.05243555,0.31690117,0.01213418,0.81425926,2.82357743,2.31884156,0.02797320,1.38783176
-5.56178089,4.85846579,1.00393909,0.30126346,0.01168456,0.80013067,2.78316611,2.25536962,0.02666937,1.32290191
-5.55577789,4.72045359,0.96562842,0.28912541,0.01127801,0.78648847,2.74172544,2.19381013,0.02547192,1.26629598
-5.54977489,4.59381871,0.93716344,0.28040566,0.01091795,0.77341253,2.69943808,2.13431114,0.02438703,1.21794809
-5.54377189,4.47865949,0.91812557,0.27499934,0.01060715,0.76099158,2.65659686,2.07702024,0.02341816,1.17770892
-5.53776888,4.37503764,0.90802813,0.27278095,0.01034771,0.74932426,2.61360141,2.02209032,0.02256608,1.14535436
-5.53176588,4.28298710,0.90632584,0.27360677,0.01014105,0.73851889,2.57094880,1.96968267,0.02182902,1.12059378
-5.52576288,4.20251732,0.91242346,0.27731677,0.00998791,0.72869203,2.52921859,1.91996728,0.02120287,1.10307804
-5.51975988,4.13361087,0.92568379,0.28373608,0.00988833,0.71996585,2.48905301,1.87312041,0.02068147,1.09240695
-5.51375688,4.07621667,0.94543544,0.29267618,0.00984169,0.71246443,2.45113342,1.82931975,0.02025685,1.08813630
-5.50775388,4.03023985,0.97098034,0.30393593,0.00984668,0.70630949,2.41615449,1.78873788,0.01991964,1.08978462
-5.50175088,3.99553003,1.00160161,0.31730256,0.00990140,0.70161559,2.38479745,1.75153451,0.01965938,1.09683986
-5.49574787,3.97186951,1.03657164,0.33255282,0.01000336,0.69848534,2.35770417,1.71784849,0.01946496,1.10876605
-5.48974487,3.95896301,1.07516076,0.34945435,0.01014958,0.69700477,2.33545335,1.68779021,0.01932496,1.12501034
-5.48374187,3.95643046,1.11664647,0.36776734,0.01033662,0.69723939,2.31854021,1.66143511,0.01922806,1.14501028
-5.47773887,3.96380373,1.16032299,0.38724662,0.01056073,0.69923096,2.30736062,1.63881891,0.01916342,1.16820167
-5.47173587,3.98052813,1.20551127,0.40764403,0.01081790,0.70299520,2.30220043,1.61993489,0.01912104,1.19402676
-5.46573287,4.00596882,1.25156893,0.42871120,0.01110400,0.70852062,2.30323017,1.60473337,0.01909204,1.22194270
-5.45972986,4.03942196,1.29789985,0.45020257,0.01141485,0.71576842,2.31050535,1.59312359,0.01906899,1.25143024
-5.45372686,4.08012996,1.34396314,0.47187854,0.01174638,0.72467334,2.32397167,1.58497745,0.01904610,1.28200218
-5.44772386,4.12730002,1.38928091,0.49350870,0.01209472,0.73514546,2.34347472,1.58013521,0.01901941,1.31321136
-5.44172086,4.18012460,1.43344460,0.51487492,0.01245624,0.74707277,2.36877326,1.57841233,0.01898690,1.34465797
-5.43571786,4.23780282,1.47611938,0.53577425,0.01282769,0.76032416,2.39955493,1.57960717,0.01894854,1.37599567
-5.42971486,4.29956127,1.51704643,0.55602149,0.01320624,0.77475294,2.43545340,1.58350897,0.01890622,1.40693636
-5.42371186,4.36467324,1.55604291,0.57545123,0.01358950,0.79020039,2.47606593,1.58990558,0.01886375,1.43725337
-5.41770885,4.43247532,1.59299955,0.59391947,0.01397552,0.80649937,2.52097020,1.59859067,0.01882661,1.46678286
-5.41170585,4.50238067,1.62787595,0.61130465,0.01436279,0.82347783,2.56973966,1.60936987,0.01880180,1.49542344
-5.40570285,4.57388848,1.66069377,0.62750811,0.01475023,0.84096209,2.62195673,1.62206595,0.01879756,1.52313398
-5.39969985,4.64658960,1.69152820,0.64245409,0.01513708,0.85877983,2.67722336,1.63652264,0.01882306,1.54992982
-5.39369685,4.72016841,1.72049810,0.65608923,0.01552282,0.87676282,2.73516874,1.65260739,0.01888806,1.57587755
-5.38769385,4.79440145,1.74775537,0.66838170,0.01590717,0.89474946,2.79545412,1.67021304,0.01900255,1.60108868
-5.38169085,4.86915325,1.77347412,0.67932010,0.01628987,0.91258698,2.85777496,1.68925865,0.01917640,1.62571255
-5.37568784,4.94437029,1.79784028,0.68891218,0.01667069,0.93013353,2.92186062,1.70968970,0.01941898,1.64992879
-5.36968484,5.02007371,1.82104212,0.69718346,0.01704931,0.94726019,2.98747218,1.73147793,0.01973879,1.67393975
-5.36368184,5.09635155,1.84326229,0.70417596,0.01742522,0.96385278,3.05439879,1.75462101,0.02014317,1.69796332
-5.35767884,5.17335117,1.86467179,0.70994693,0.01779770,0.97981366,3.12245308,1.77914222,0.02063797,1.72222621
-5.35167584,5.25127231,1.88542597,0.71456777,0.01816580,0.99506350,3.19146618,1.80509027,0.02122731,1.74695818
-5.34567284,5.33036108,1.90566289,0.71812306,0.01852828,1.00954276,3.26128276,1.83253923,0.02191336,1.77238717
-5.33966983,5.41090493,1.92550388,0.72070971,0.01888368,1.02321317,3.33175642,1.86158856,0.02269620,1.79873549
-5.33366683,5.49322861,1.94505600,0.72243613,0.01923033,1.03605884,3.40274574,1.89236318,0.02357373,1.82621699
-5.32766383,5.57769061,1.96441615,0.72342148,0.01956642,1.04808697,3.47411114,1.92501321,0.02454162,1.85503511
-5.32166083,5.66467972,1.98367621,0.72379466,0.01989008,1.05932814,3.54571241,1.95971341,0.02559331,1.88538164
-5.31565783,5.75461125,2.00292864,0.72369330,0.02019950,1.06983592,3.61740712,1.99666182,0.02672016,1.91743589
-5.30965483,5.84792212,2.02227187,0.72326224,0.02049298,1.07968587,3.68904952,2.03607752,0.02791153,1.95136404
-5.30365183,5.94506431,2.04181478,0.72265186,0.02076904,1.08897367,3.76048988,2.07819724,0.02915501,1.98731837
-5.29764882,6.04649629,2.06167977,0.72201579,0.02102654,1.09781252,3.83157397,2.12327062,0.03043670,2.02543607
-5.29164582,6.15267188,2.08200374,0.72150840,0.02126472,1.10632963,3.90214252,2.17155405,0.03174143,2.06583751
-5.28564282,6.26402640,2.10293686,0.72128165,0.02148322,1.11466206,3.97203046,2.22330301,0.03305315,2.10862359
-5.27963982,6.38096027,2.12463875,0.72148180,0.02168218,1.12295174,4.04106577,2.27876304,0.03435529,2.15387236
-5.27363682,6.50382005,2.14727229,0.72224570,0.02186218,1.13134004,4.10906789,2.33815939,0.03563112,2.20163461
-5.26763382,6.63287763,2.17099517,0.72369706,0.02202420,1.13996195,4.17584566,2.40168569,0.03686413,2.25192877
-5.26163082,6.76830803,2.19594974,0.72594270,0.02216960,1.14894006,4.24119496,2.46949191,0.03803843,2.30473516
-5.25562781,6.91016688,2.22225176,0.72906908,0.02229999,1.15837866,4.30489606,2.54167191,0.03913910,2.35998988
-5.24962481,7.05836837,2.24997870,0.73313915,0.02241717,1.16835816,4.36671092,2.61825120,0.04015256,2.41757873
-5.24362181,7.21266488,2.27915862,0.73818980,0.02252296,1.17893010,4.42638074,2.69917527,0.04106681,2.47733151
-5.23761881,7.37262942,2.30976024,0.74423011,0.02261909,1.19011296,4.48362397,2.78429898,0.04187174,2.53901708
-5.23161581,7.53764184,2.34168510,0.75124030,0.02270709,1.20188904,4.53813505,2.87337764,0.04255929,2.60233969
-5.22561281,7.70687994,2.37476253,0.75917174,0.02278815,1.21420252,4.58958412,2.96606012,0.04312360,2.66693683
-5.21960980,7.87931628,2.40874773,0.76794782,0.02286301,1.22695891,4.63761793,3.06188455,0.04356108,2.73237915
-5.21360680,8.05372132,2.44332357,0.77746581,0.02293190,1.24002589,4.68186208,3.16027690,0.04387039,2.79817246
-5.20760380,8.22867340,2.47810579,0.78759951,0.02299448,1.25323562,4.72192475,3.26055290,0.04405242,2.86376216
-5.20160080,8.40257554,2.51265181,0.79820269,0.02304979,1.26638836,4.75740176,3.36192333,0.04411013,2.92854017
-5.19559780,8.57367918,2.54647244,0.80911305,0.02309628,1.27925747,4.78788309,3.46350292,0.04404841,2.99185420
-5.18959480,8.74011416,2.57904611,0.82015661,0.02313184,1.29159539,4.81296060,3.56432279,0.04387382,3.05301926
-5.18359180,8.89992446,2.60983467,0.83115223,0.02315385,1.30314056,4.83223671,3.66334629,0.04359438,3.11133115
-5.17758879,9.05110856,2.63830012,0.84191613,0.02315932,1.31362493,4.84533387,3.75948790,0.04321926,3.16608150
-5.17158579,9.19166341,2.66392123,0.85226625,0.02314493,1.32278170,4.85190439,3.85163485,0.04275849,3.21657395
-5.16558279,9.31963048,2.68620919,0.86202614,0.02310723,1.33035319,4.85164031,3.93867079,0.04222270,3.26214085
-5.15957979,9.43314251,2.70472171,0.87102844,0.02304272,1.33609829,4.84428299,4.01950090,0.04162280,3.30216003
-5.15357679,9.53046940,2.71907466,0.87911777,0.02294805,1.33979937,4.82963201,4.09307766,0.04096970,3.33607089
-5.14757379,9.61006176,2.72895110,0.88615297,0.02282012,1.34126838,4.80755313,4.15842645,0.04027414,3.36338944
-5.14157079,9.67059057,2.73410723,0.89200881,0.02265625,1.34035191,4.77798492,4.21467005,0.03954640,3.38372144
-5.13556778,9.71098177,2.73437539,0.89657709,0.02245430,1.33693508,4.74094405,4.26105123,0.03879619,3.39677355
-5.12956478,9.73044456,2.72966419,0.89976728,0.02221274,1.33094420,4.69652886,4.29695261,0.03803249,3.40236165
-5.12356178,9.72849259,2.71995617,0.90150689,0.02193082,1.32234821,4.64492129,4.32191299,0.03726344,3.40041640
-5.11755878,9.70495745,2.70530343,0.90174141,0.02160858,1.31115889,4.58638708,4.33563963,0.03649633,3.39098561
-5.11155578,9.65999400,2.68582176,0.90043428,0.02124693,1.29743006,4.52127431,4.33801588,0.03573754,3.37423332
-5.10555278,9.59407769,2.66168388,0.89756668,0.02084765,1.28125570,4.45001037,4.32910404,0.03499256,3.35043581
-5.09954977,9.50799393,2.63311236,0.89313739,0.02041345,1.26276750,4.37309746,4.30914320,0.03426605,3.31997446
-5.09354677,9.40282009,2.60037261,0.88716268,0.01994788,1.24213165,4.29110672,4.27854227,0.03356184,3.28332576
-5.08754377,9.27990079,2.56376638,0.87967618,0.01945531,1.21954538,4.20467124,4.23786851,0.03288303,3.24104896
-5.08154077,9.14081730,2.52362596,0.87072883,0.01894086,1.19523317,4.11447792,4.18783192,0.03223205,3.19377148
-5.07553777,8.98735221,2.48030915,0.86038868,0.01841030,1.16944285,4.02125847,4.12926624,0.03161072,3.14217285
-5.06953477,8.82145015,2.43419499,0.84874059,0.01786993,1.14244178,3.92577945,4.06310725,0.03102030,3.08696746
-5.06353177,8.64517601,2.38567998,0.83588558,0.01732640,1.11451295,3.82883165,3.99036916,0.03046158,3.02888686
-5.05752876,8.46067154,2.33517468,0.82193990,0.01678659,1.08595115,3.73121866,3.91212003,0.02993486,2.96866202
-5.05152576,8.27011144,2.28310021,0.80703357,0.01625742,1.05705916,3.63374495,3.82945687,0.02943999,2.90700618
-5.04552276,8.07566009,2.22988446,0.79130844,0.01574563,1.02814385,3.53720331,3.74348144,0.02897638,2.84459874
-5.03951976,7.87942970,2.17595773,0.77491572,0.01525762,0.99951218,3.44236208,3.65527723,0.02854298,2.78207074
-5.03351676,7.68344090,2.12174759,0.75801293,0.01479921,0.97146703,3.34995206,3.56588836,0.02813827,2.71999228
-5.02751376,7.48958637,2.06767290,0.74076045,0.01437549,0.94430272,3.26065360,3.47630079,0.02776023,2.65886225
-5.02151076,7.29959842,2.01413706,0.72331769,0.01399061,0.91830036,3.17508402,3.38742615,0.02740632,2.59910055
-5.01550775,7.11502092,1.96152064,0.70583905,0.01364764,0.89372293,3.09378584,3.30008845,0.02707347,2.54104320
-5.00950475,6.93718623,1.91017378,0.68846992,0.01334845,0.87081021,3.01721608,3.21501370,0.02675811,2.48494008
-5.00350175,6.76719753,1.86040867,0.67134282,0.01309363,0.84977371,2.94573734,3.13282240,0.02645617,2.43095559
-4.99749875,6.60591686,1.81249264,0.65457391,0.01288243,0.83079173,2.87961088,3.05402480,0.02616318,2.37917196
-4.99149575,6.45395922,1.76664235,0.63826019,0.01271280,0.81400477,2.81899227,2.97901886,0.02587436,2.32959511
-4.98549275,6.31169288,1.72301958,0.62247736,0.01258143,0.79951163,2.76393010,2.90809049,0.02558470,2.28216265
-4.97948974,6.17924586,1.68172897,0.60727866,0.01248385,0.78736626,2.71436785,2.84141617,0.02528925,2.23675398
-4.97348674,6.05651869,1.64281805,0.59269467,0.01241463,0.77757582,2.67014949,2.77906748,0.02498318,2.19320177
-4.96748374,5.94320315,1.60627978,0.57873408,0.01236757,0.77010003,2.63102860,2.72101761,0.02466214,2.15130473
-4.96148074,5.83880667,1.57205757,0.56538556,0.01233595,0.76485200,2.59668125,2.66714945,0.02432241,2.11084107
-4.95547774,5.74268197,1.54005262,0.55262042,0.01231278,0.76170079,2.56672224,2.61726546,0.02396121,2.07158226
-4.94947474,5.65406124,1.51013339,0.54039612,0.01229116,0.76047546,2.54072447,2.57109883,0.02357693,2.03330674
-4.94347174,5.57209401,1.48214667,0.52866029,0.01226454,0.76097096,2.51824091,2.52832617,0.02316935,1.99581320
-4.93746873,5.49588789,1.45592969,0.51735520,0.01222700,0.76295529,2.49882840,2.48858135,0.02273990,1.95893292
-4.93146573,5.42455090,1.43132278,0.50642232,0.01217361,0.76617811,2.48207265,2.45147044,0.02229174,1.92254115
-4.92546273,5.35723423,1.40818180,0.49580677,0.01210058,0.77038020,2.46761329,2.41658747,0.02182993,1.88656690
-4.91945973,5.29317407,1.38638971,0.48546156,0.01200556,0.77530360,2.45516820,2.38353080,0.02136146,1.85100120
-4.91345673,5.23173107,1.36586673,0.47535117,0.01188774,0.78070192,2.44455588,2.35191953,0.02089523,1.81590341
-4.90745373,5.17242598,1.34657856,0.46545462,0.01174799,0.78635040,2.43571497,2.32140977,0.02044197,1.78140553
-4.90145073,5.11497013,1.32854216,0.45576762,0.01158886,0.79205524,2.42871970,2.29170994,0.02001407,1.74771427
-4.89544772,5.05928917,1.31182889,0.44630394,0.01141459,0.79766181,2.42379062,2.26259484,0.01962536,1.71511079
-4.88944472,5.00553913,1.29656488,0.43709584,0.01123103,0.80306130,2.42129946,2.23391759,0.01929081,1.68394799
-4.88344172,4.95411353,1.28292844,0.42819363,0.01104545,0.80819548,2.42176778,2.20561897,0.01902617,1.65464532
-4.87743872,4.90564090,1.27114492,0.41966446,0.01086638,0.81305928,2.42585882,2.17773362,0.01884759,1.62768100
-4.87143572,4.86097221,1.26147897,0.41159026,0.01070331,0.81770107,2.43436243,2.15039249,0.01877115,1.60358172
-4.86543272,4.82115798,1.25422467,0.40406520,0.01056647,0.82222053,2.44817312,2.12382125,0.01881239,1.58290989
-4.85942971,4.78741557,1.24969402,0.39719255,0.01046645,0.82676422,2.46826173,2.09833433,0.01898582,1.56624861
-4.85342671,4.76108717,1.24820402,0.39108122,0.01041386,0.83151895,2.49564136,2.07432465,0.01930441,1.55418454
-4.84742371,4.74358972,1.25006311,0.38584210,0.01041906,0.83670323,2.53132856,2.05224912,0.01977913,1.54728911
-4.84142071,4.73635834,1.25555725,0.38158432,0.01049172,0.84255718,2.57630113,2.03261035,0.02041841,1.54609845
-4.83541771,4.74078512,1.26493632,0.37841151,0.01064060,0.84933137,2.63145398,2.01593504,0.02122776,1.55109269
-4.82941471,4.75815577,1.27840116,0.37641825,0.01087318,0.85727497,2.69755493,2.00275002,0.02220938,1.56267529
-4.82341171,4.78958647,1.29609185,0.37568680,0.01119545,0.86662387,2.77520217,1.99355678,0.02336180,1.58115308
-4.81740870,4.83596373,1.31807749,0.37628415,0.01161170,0.87758923,2.86478538,1.98880565,0.02467963,1.60671802
-4.81140570,4.89788998,1.34434799,0.37825947,0.01212437,0.89034696,2.96645243,1.98887079,0.02615348,1.63943138
-4.80540270,4.97563751,1.37480799,0.38164213,0.01273398,0.90502869,3.08008327,1.99402733,0.02776983,1.67921126
-4.79939970,5.06911322,1.40927326,0.38644016,0.01343909,0.92171449,3.20527266,2.00443159,0.02951115,1.72582425
-4.79339670,5.17783601,1.44746977,0.39263932,0.01423642,0.94042773,3.34132285,2.02010571,0.03135610,1.77888183
-4.78739370,5.30092854,1.48903534,0.40020277,0.01512090,0.96113230,3.48724689,2.04092741,0.03327985,1.83784210
-4.78139070,5.43712406,1.53352405,0.40907130,0.01608592,0.98373221,3.64178301,2.06662553,0.03525459,1.90201700
-4.77538769,5.58478853,1.58041325,0.41916417,0.01712361,1.00807347,3.80341961,2.09678187,0.03725004,1.97058515
-4.76938469,5.74195742,1.62911293,0.43038044,0.01822507,1.03394830,3.97043025,2.13083915,0.03923425,2.04261001
-4.76338169,5.90638589,1.67897726,0.44260087,0.01938079,1.06110113,4.14091712,2.16811506,0.04117436,2.11706280
-4.75737869,6.07561013,1.72931797,0.45569016,0.02058099,1.08923625,4.31286133,2.20782162,0.04303753,2.19284941
-4.75137569,6.24701734,1.77941898,0.46949954,0.02181601,1.11802656,4.48417775,2.24908906,0.04479178,2.26884013
-4.74537269,6.41792100,1.82855191,0.48386957,0.02307660,1.14712296,4.65277183,2.29099305,0.04640706,2.34390109
-4.73936968,6.58563792,1.87599195,0.49863305,0.02435434,1.17616392,4.81659595,2.33258395,0.04785604,2.41692573
-4.73336668,6.74756350,1.92103337,0.51361790,0.02564180,1.20478472,4.97370242,2.37291665,0.04911506,2.48686516
-4.72736368,6.90124149,1.96300430,0.52864984,0.02693276,1.23262600,5.12229088,2.41107949,0.05016481,2.55275565
-4.72136068,7.04442508,2.00128012,0.54355487,0.02822230,1.25934115,5.26074774,2.44622096,0.05099099,2.61374216
-4.71535768,7.17512654,2.03529506,0.55816143,0.02950679,1.28460236,5.38767615,2.47757278,0.05158472,2.66909663
-4.70935468,7.29165334,2.06455168,0.57230209,0.03078374,1.30810516,5.50191515,2.50446848,0.05194279,2.71823030
-4.70335168,7.39262953,2.08862791,0.58581488,0.03205159,1.32957136,5.60254773,2.52635664,0.05206772,2.76069952
-4.69734867,7.47700201,2.10718160,0.59854417,0.03330941,1.34875051,5.68889780,2.54280836,0.05196758,2.79620492
-4.69134567,7.54403230,2.11995249,0.61034125,0.03455646,1.36542004,5.76051707,2.55351907,0.05165560,2.82458425
-4.68534267,7.59327523,2.12676187,0.62106456,0.03579177,1.37938431,5.81716319,2.55830475,0.05114961,2.84579953
-4.67933967,7.62454691,2.12751003,0.63057985,0.03701365,1.39047290,5.85877119,2.55709334,0.05047130,2.85991950
-4.67333667,7.63788454,2.12217197,0.63876022,0.03821919,1.39853857,5.88542053,2.54991213,0.04964532,2.86709867
-4.66733367,7.63350166,2.11079178,0.64548632,0.03940385,1.40345512,5.89730033,2.53687230,0.04869836,2.86755437
-4.66133067,7.61174198,2.09347598,0.65064676,0.04056108,1.40511565,5.89467530,2.51815175,0.04765805,2.86154338
-4.65532766,7.57303519,2.07038652,0.65413886,0.04168208,1.40343135,5.87785479,2.49397751,0.04655202,2.84933968
-4.64932466,7.51785795,2.04173365,0.65586981,0.04275565,1.39833113,5.84716703,2.46460898,0.04540686,2.83121469
-4.64332166,7.44670232,2.00776917,0.65575832,0.04376823,1.38976220,5.80294022,2.43032294,0.04424726,2.80742126
