energy_ev,total_up,S_s_up,S_p_up,Sb_p_up,Sb_d_up,Ta_p_up,Ta_d_up
-6.00000000,1.94764027,0.00093363,0.35177013,1.00462060,0.00702688,0.94405225,0.69390830
-5.99399700,1.86422768,0.00088097,0.33897475,0.96060536,0.00673086,0.90454108,0.66348030
-5.98799400,1.77412180,0.00082833,0.32487966,0.91290994,0.00642329,0.86196973,0.63070488
-5.98199100,1.67898268,0.00077625,0.30981021,0.86237703,0.00611024,0.81716404,0.59616692
-5.97598799,1.58052159,0.00072528,0.29409945,0.80987955,0.00579782,0.77097041,0.56046967
-5.96998499,1.48045027,0.00067594,0.27807776,0.75629513,0.00549204,0.72423039,0.52421703
-5.96398199,1.38043257,0.00062875,0.26206293,0.70248179,0.00519862,0.67775654,0.48799668
-5.95797899,1.28204041,0.00058420,0.24635111,0.64925586,0.00492284,0.63231042,0.45236470
-5.95197599,1.18671582,0.00054271,0.23120887,0.59737284,0.00466936,0.58858370,0.41783234
-5.94597299,1.09574012,0.00050466,0.21686679,0.54751199,0.00444218,0.54718290,0.38485539
-5.93996998,1.01021113,0.00047033,0.20351451,0.50026480,0.00424450,0.50861814,0.35382622
-5.93396698,0.93102884,0.00043996,0.19129762,0.45612772,0.00407872,0.47329619,0.32506892
-5.92796398,0.85888934,0.00041369,0.18031622,0.41549896,0.00394639,0.44151774,0.29883727
-5.92196098,0.79428662,0.00039159,0.17062518,0.37867913,0.00384825,0.41347868,0.27531541
-5.91595798,0.73752147,0.00037365,0.16223595,0.34587531,0.00378430,0.38927502,0.25462098
-5.90995498,0.68871630,0.00035982,0.15511981,0.31720792,0.00375383,0.36891098,0.23681031
-5.90395198,0.64783467,0.00034996,0.14921225,0.29271977,0.00375555,0.35230949,0.22188515
-5.89794897,0.61470412,0.00034391,0.14441832,0.27238663,0.00378769,0.33932458,0.20980048
-5.89194597,0.58904078,0.00034147,0.14061862,0.25612842,0.00384811,0.32975474,0.20047289
-5.88594297,0.57047450,0.00034239,0.13767570,0.24382055,0.00393443,0.32335675,0.19378902
-5.87993997,0.55857306,0.00034645,0.13544056,0.23530462,0.00404412,0.31985912,0.18961361
-5.87393697,0.55286432,0.00035339,0.13375901,0.23039801,0.00417463,0.31897463,0.18779678
-5.86793397,0.55285553,0.00036296,0.13247762,0.22890193,0.00432347,0.32041144,0.18818016
-5.86193097,0.55804883,0.00037493,0.13144919,0.23060767,0.00448824,0.32388233,0.19060179
-5.85592796,0.56795280,0.00038905,0.13053732,0.23530081,0.00466672,0.32911184,0.19489942
-5.84992496,0.58208968,0.00040511,0.12962026,0.24276354,0.00485685,0.33584119,0.20091248
-5.84392196,0.59999849,0.00042291,0.12859371,0.25277503,0.00505677,0.34383082,0.20848253
-5.83791896,0.62123435,0.00044223,0.12737266,0.26511021,0.00526472,0.35286095,0.21745245
-5.83191596,0.64536461,0.00046289,0.12589229,0.27953730,0.00547905,0.36273010,0.22766468
-5.82591296,0.67196263,0.00048467,0.12410792,0.29581451,0.00569815,0.37325212,0.23895861
-5.81990995,0.70059995,0.00050735,0.12199412,0.31368629,0.00592036,0.38425213,0.25116773
-5.81390695,0.73083800,0.00053072,0.11954314,0.33287984,0.00614390,0.39556181,0.26411663
-5.80790395,0.76222029,0.00055451,0.11676274,0.35310221,0.00636680,0.40701448,0.27761845
-5.80190095,0.79426602,0.00057844,0.11367365,0.37403843,0.00658686,0.41844071,0.29147299
-5.79589795,0.82646599,0.00060219,0.11030673,0.39535129,0.00680160,0.42966462,0.30546581
-5.78989495,0.85828150,0.00062544,0.10670015,0.41668270,0.00700822,0.44050150,0.31936855
-5.78389195,0.88914664,0.00064780,0.10289655,0.43765711,0.00720363,0.45075693,0.33294069
-5.77788894,0.91847432,0.00066889,0.09894046,0.45788689,0.00738448,0.46022760,0.34593268
-5.77188594,0.94566597,0.00068829,0.09487603,0.47697959,0.00754722,0.46870393,0.35809049
-5.76588294,0.97012445,0.00070559,0.09074517,0.49454680,0.00768820,0.47597439,0.36916142
-5.75987994,0.99126991,0.00072037,0.08658617,0.51021439,0.00780376,0.48183126,0.37890087
-5.75387694,1.00855756,0.00073225,0.08243275,0.52363354,0.00789036,0.48607768,0.38707982
-5.74787394,1.02149655,0.00074088,0.07831363,0.53449201,0.00794474,0.48853537,0.39349266
