energy_ev,total_up,Au_p_up,Au_d_up,Bi_p_up,Bi_d_up,S_s_up,S_p_up
-6.00000000,6.48312000,0.87425820,3.96215273,1.22885765,0.01631088,0.19109482,0.42083902
-5.99399700,6.37320409,0.85195882,3.91178965,1.18614962,0.01610174,0.19797217,0.40968616
-5.98799400,6.27835878,0.83056936,3.87341103,1.14391046,0.01589265,0.20548144,0.40026407
-5.98199100,6.20010894,0.81039356,3.84782770,1.10275699,0.01568755,0.21359074,0.39258168
-5.97598799,6.13963249,0.79171268,3.83560593,1.06326821,0.01548989,0.22225605,0.38661011
-5.96998499,6.09776013,0.77478354,3.83707184,1.02597520,0.01530263,0.23142206,0.38228681
-5.96398199,6.07498361,0.75983708,3.85232089,0.99135333,0.01512821,0.24102342,0.37952049
-5.95797899,6.07147075,0.74707696,3.88123134,0.95981622,0.01496854,0.25098619,0.37819638
-5.95197599,6.08708498,0.73667836,3.92348007,0.93171171,0.01482499,0.26122941,0.37818157
-5.94597299,6.12140765,0.72878643,3.97855974,0.90731922,0.01469845,0.27166688,0.37933038
-5.93996998,6.17376144,0.72351472,4.04579626,0.88684853,0.01458937,0.28220893,0.38148939
-5.93396698,6.24323333,0.72094314,4.12436556,0.87043955,0.01449775,0.29276421,0.38450199
-5.92796398,6.32869642,0.72111587,4.21330944,0.85816288,0.01442326,0.30324144,0.38821253
-5.92196098,6.42883013,0.72403899,4.31155008,0.85002104,0.01436521,0.31355101,0.39246972
-5.91595798,6.54213860,0.72967825,4.41790344,0.84595021,0.01432265,0.32360652,0.39712948
-5.90995498,6.66696797,0.73795706,4.53109174,0.84582245,0.01429438,0.33332615,0.40205721
-5.90395198,6.80152318,0.74875494,4.64975580,0.84944831,0.01427898,0.34263381,0.40712935
-5.89794897,6.94388527,0.76190685,4.77246775,0.85658006,0.01427486,0.35146024,0.41223462
-5.89194597,7.09203037,0.77720338,4.89774478,0.86691558,0.01428028,0.35974387,0.41727468
-5.88594297,7.24385139,0.79439228,5.02406491,0.88010290,0.01429338,0.36743156,0.42216459
-5.87993997,7.39718341,0.81318137,5.14988494,0.89574576,0.01431218,0.37447926,0.42683298
-5.87393697,7.54983327,0.83324299,5.27366125,0.91341011,0.01433469,0.38085248,0.43122205
-5.86793397,7.69961377,0.85421987,5.39387343,0.93263163,0.01435887,0.38652675,0.43528752
-5.86193097,7.84438226,0.87573264,5.50905051,0.95292440,0.01438272,0.39148793,0.43899853
-5.85592796,7.98208283,0.89738847,5.61779948,0.97379042,0.01440429,0.39573247,0.44233747
-5.84992496,8.11079135,0.91879085,5.71883508,0.99473004,0.01442179,0.39926749,0.44529990
-5.84392196,8.22876139,0.93955007,5.81101010,1.01525294,0.01443360,0.40211081,0.44789427
-5.83791896,8.33446962,0.95929400,5.89334478,1.03488945,0.01443832,0.40429077,0.45014169
-5.83191596,8.42665838,0.97767877,5.96505403,1.05320172,0.01443488,0.40584588,0.45207552
-5.82591296,8.50437332,0.99439886,6.02557114,1.06979451,0.01442251,0.40682421,0.45374071
-5.81990995,8.56699414,1.00919614,6.07456664,1.08432506,0.01440086,0.40728246,0.45519294
-5.81390695,8.61425649,1.02186752,6.11196100,1.09651172,0.01436996,0.40728486,0.45649745
-5.80790395,8.64626342,1.03227073,6.13793049,1.10614095,0.01433030,0.40690155,0.45772747
-5.80190095,8.66348540,1.04032800,6.15290518,1.11307237,0.01428278,0.40620678,0.45896234
-5.79589795,8.66674818,1.04602751,6.15755910,1.11724162,0.01422875,0.40527668,0.46028519
