energy_ev,total_up,N_s_up,N_p_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-5.44772386,7.16467249,0.08036564,0.56979542,1.84501690,2.48399200,0.09021803,3.29851546
-5.44172086,7.20891064,0.08026217,0.57845241,1.87058743,2.49524699,0.09099019,3.31726992
-5.43571786,7.22469589,0.07965745,0.58460706,1.88699241,2.49813293,0.09143707,3.32273272
-5.42971486,7.21010088,0.07855837,0.58809691,1.89367931,2.49186049,0.09153065,3.31406356
-5.42371186,7.16386251,0.07698188,0.58880860,1.89030490,2.47585935,0.09125083,3.29072207
-5.41770885,7.08541665,0.07495449,0.58668018,1.87674234,2.44979718,0.09058570,3.25248120
-5.41170585,6.97491088,0.07251153,0.58170208,1.85308143,2.41359081,0.08953173,3.19943066
-5.40570285,6.83319516,0.06969609,0.57391700,1.81962220,2.36740953,0.08809360,3.13197055
-5.39969985,6.66179136,0.06655767,0.56341832,1.77686233,2.31167018,0.08628386,3.05079562
-5.39369685,6.46284316,0.06315075,0.55034747,1.72547897,2.24702466,0.08412237,2.95687113
-5.38769385,6.23904862,0.05953311,0.53489000,1.66630581,2.17434031,0.08163563,2.85140132
-5.38169085,5.99357851,0.05576426,0.51727068,1.60030643,2.09467405,0.07885587,2.73579207
-5.37568784,5.72998344,0.05190371,0.49774771,1.52854509,2.00924134,0.07582010,2.61160910
-5.36968484,5.45209370,0.04800949,0.47660618,1.45215602,1.91938115,0.07256914,2.48053360
-5.36368184,5.16391518,0.04413664,0.45415106,1.37231241,1.82651828,0.06914650,2.34431676
-5.35767884,4.86952522,0.04033607,0.43069985,1.29019616,1.73212429,0.06559737,2.20473484
-5.35167584,4.57297158,0.03665344,0.40657523,1.20696946,1.63767838,0.06196754,2.06354632
-5.34567284,4.27817773,0.03312844,0.38209777,1.12374879,1.54462954,0.05830248,1.92245223
-5.33966983,3.98885689,0.02979425,0.35757905,1.04158229,1.45436092,0.05464639,1.78306087
-5.33366683,3.70843702,0.02667721,0.33331533,0.96143076,1.36815763,0.05104140,1.64685761
-5.32766383,3.43999826,0.02379685,0.30958184,0.88415265,1.28717854,0.04752688,1.51518028
-5.32166083,3.18622376,0.02116597,0.28662804,0.81049318,1.21243299,0.04413880,1.38920062
-5.31565783,2.94936447,0.01879104,0.26467362,0.74107751,1.14476261,0.04090928,1.26991150
-5.30965483,2.73121774,0.01667269,0.24390570,0.67640769,1.08482867,0.03786620,1.15812008
-5.30365183,2.53311938,0.01480633,0.22447682,0.61686324,1.03310502,0.03503300,1.05444634
-5.29764882,2.35594825,0.01318282,0.20650411,0.56270479,0.98987649,0.03242847,0.95932658
-5.29164582,2.20014233,0.01178925,0.19006935,0.51408043,0.95524263,0.03006682,0.87302121
-5.28564282,2.06572485,0.01060971,0.17521988,0.47103419,0.92912629,0.02795767,0.79562628
-5.27963982,1.95233906,0.00962599,0.16197040,0.43351629,0.91128672,0.02610629,0.72708791
-5.27363682,1.85928995,0.00881835,0.15030537,0.40139447,0.90133651,0.02451384,0.66721894
-5.26763382,1.78559130,0.00816618,0.14018208,0.37446616,0.89876176,0.02317769,0.61571727
-5.26163082,1.73001640,0.00764860,0.13153406,0.35247095,0.90294477,0.02209183,0.57218493
-5.25562781,1.69115092,0.00724502,0.12427485,0.33510299,0.91318849,0.02124734,0.53614760
-5.24962481,1.66744625,0.00693558,0.11830197,0.32202315,0.92874194,0.02063283,0.50707388
-5.24362181,1.65727209,0.00670156,0.11350086,0.31287056,0.94882581,0.02023504,0.48439390
-5.23761881,1.65896677,0.00652568,0.10974885,0.30727339,0.97265745,0.02003932,0.46751694
-5.23161581,1.67088435,0.00639234,0.10691890,0.30485881,0.99947456,0.02003026,0.45584772
-5.22561281,1.69143734,0.00628781,0.10488312,0.30526187,1.02855676,0.02019219,0.44880115
-5.21960980,1.71913429,0.00620027,0.10351597,0.30813339,1.05924456,0.02050977,0.44581537
-5.21360680,1.75261151,0.00611993,0.10269701,0.31314678,1.09095505,0.02096851,0.44636302
-5.20760380,1.79065844,0.00603896,0.10231336,0.32000376,1.12319405,0.02155530,0.44996052
-5.20160080,1.83223634,0.00595143,0.10226159,0.32843897,1.15556420,0.02225887,0.45617561
-5.19559780,1.87649016,0.00585321,0.10244922,0.33822349,1.18776904,0.02307021,0.46463282
-5.18959480,1.92275353,0.00574183,0.10279580,0.34916732,1.21961283,0.02398294,0.47501718
-5.18359180,1.97054710,0.00561628,0.10323346,0.36112071,1.25099638,0.02499359,0.48707599
-5.17758879,2.01957055,0.00547682,0.10370715,0.37397445,1.28190903,0.02610178,0.50061886
-5.17158579,2.06968868,0.00532475,0.10417447,0.38765899,1.31241723,0.02731038,0.51551597
-5.16558279,2.12091232,0.00516221,0.10460513,0.40214253,1.34265011,0.02862543,0.53169472
-5.15957979,2.17337464,0.00499188,0.10498016,0.41742797,1.37278276,0.03005603,0.54913477
-5.15357679,2.22730388,0.00481686,0.10529085,0.43354876,1.40301787,0.03161407,0.56786164
-5.14757379,2.28299338,0.00464034,0.10553748,0.45056376,1.43356646,0.03331384,0.58793906
-5.14157079,2.34076993,0.00446551,0.10572791,0.46855112,1.46462848,0.03517145,0.60946011
-5.13556778,2.40096165,0.00429534,0.10587602,0.48760128,1.49637425,0.03720418,0.63253763
-5.12956478,2.46386649,0.00413243,0.10600018,0.50780931,1.52892725,0.03942972,0.65729382
-5.12356178,2.52972259,0.00397895,0.10612161,0.52926680,1.56234930,0.04186524,0.68384971
-5.11755878,2.59868156,0.00383653,0.10626284,0.55205352,1.59662861,0.04452647,0.71231460
-5.11155578,2.67078587,0.00370623,0.10644626,0.57622914,1.63167130,0.04742676,0.74277599
-5.10555278,2.74595130,0.00358857,0.10669273,0.60182546,1.66729686,0.05057605,0.77529035
-5.09954977,2.82395524,0.00348349,0.10702046,0.62883936,1.70323783,0.05398003,0.80987526
-5.09354677,2.90443162,0.00339048,0.10744398,0.65722700,1.73914367,0.05763934,0.84650315
-5.08754377,2.98687276,0.00330862,0.10797340,0.68689949,1.77458891,0.06154894,0.88509721
-5.08154077,3.07063836,0.00323668,0.10861395,0.71772047,1.80908525,0.06569768,0.92552958
-5.07553777,3.15497150,0.00317324,0.10936566,0.74950582,1.84209703,0.07006816,0.96762219
-5.06953477,3.23902113,0.00311680,0.11022341,0.78202563,1.87305978,0.07463679,1.01115029
-5.06353177,3.32187039,0.00306594,0.11117718,0.81500863,1.90140069,0.07937424,1.05584863
-5.05752876,3.40256968,0.00301937,0.11221257,0.84814899,1.92656059,0.08424606,1.10142019
-5.05152576,3.48017316,0.00297611,0.11331141,0.88111538,1.94801612,0.08921373,1.14754709
-5.04552276,3.55377721,0.00293556,0.11445274,0.91356192,1.96530147,0.09423582,1.19390334
-5.03951976,3.62255919,0.00289755,0.11561370,0.94514073,1.97802860,0.09926942,1.24016871
-5.03351676,3.68581477,0.00286248,0.11677067,0.97551556,1.98590508,0.10427173,1.28604327
-5.02751376,3.74299204,0.00283131,0.11790037,1.00437582,1.98874889,0.10920165,1.33126160
-5.02151076,3.79372084,0.00280559,0.11898095,1.03145039,1.98649943,0.11402139,1.37560614
-5.01550775,3.83783584,0.00278748,0.11999301,1.05652055,1.97922440,0.11869798,1.41891878
-5.00950475,3.87539193,0.00277974,0.12092060,1.07943132,1.96712218,0.12320455,1.46110997
-5.00350175,3.90667138,0.00278566,0.12175197,1.10010049,1.95051962,0.12752135,1.50216490
-4.99749875,3.93218174,0.00280904,0.12248021,1.11852492,1.92986535,0.13163651,1.54214600
-4.99149575,3.95264476,0.00285409,0.12310375,1.13478355,1.90571888,0.13554629,1.58119183
-4.98549275,3.96897625,0.00292533,0.12362653,1.14903690,1.87873590,0.13925501,1.61951192
-4.97948974,3.98225777,0.00302752,0.12405811,1.16152291,1.84965034,0.14277456,1.65737798
-4.97348674,3.99370110,0.00316549,0.12441347,1.17254915,1.81925386,0.14612351,1.69511159
-4.96748374,4.00460699,0.00334405,0.12471267,1.18248177,1.78837356,0.14932586,1.73306913
-4.96148074,4.01631985,0.00356782,0.12498035,1.19173150,1.75784868,0.15240952,1.77162449
-4.95547774,4.03018023,0.00384109,0.12524497,1.20073730,1.72850712,0.15540467,1.81115057
-4.94947474,4.04747736,0.00416768,0.12553812,1.20994855,1.70114264,0.15834186,1.85200046
-4.94347174,4.06940345,0.00455075,0.12589351,1.21980628,1.67649347,0.16125031,1.89448933
-4.93746873,4.09701215,0.00499269,0.12634609,1.23072473,1.65522312,0.16415620,1.93887790
-4.93146573,4.13118261,0.00549497,0.12693099,1.24307373,1.63790392,0.16708118,1.98535858
-4.92546273,4.17259101,0.00605800,0.12768254,1.25716297,1.62500397,0.17004120,2.03404478
-4.91945973,4.22169063,0.00668105,0.12863328,1.27322889,1.61687787,0.17304567,2.08496420
-4.91345673,4.27870133,0.00736215,0.12981302,1.29142475,1.61376149,0.17609703,2.13805633
-4.90745373,4.34360889,0.00809805,0.13124799,1.31181436,1.61577099,0.17919073,2.19317428
-4.90145073,4.41617425,0.00888424,0.13296007,1.33436992,1.62290609,0.18231559,2.25009093
-4.89544772,4.49595203,0.00971497,0.13496613,1.35897380,1.63505743,0.18545455,2.30850900
-4.88944472,4.58231757,0.01058331,0.13727748,1.38542441,1.65201777,0.18858579,2.36807452
-4.88344172,4.67450110,0.01148133,0.13989954,1.41344571,1.67349659,0.19168400,2.42839296
-4.87743872,4.77162757,0.01240026,0.14283151,1.44269995,1.69913736,0.19472193,2.48904719
-4.87143572,4.87276003,0.01333073,0.14606637,1.47280291,1.72853703,0.19767193,2.54961637
-4.86543272,4.97694476,0.01426300,0.14959085,1.50334100,1.76126664,0.20050757,2.60969471
-4.85942971,5.08325566,0.01518732,0.15338573,1.53388932,1.79689227,0.20320507,2.66890918
-4.85342671,5.19083593,0.01609420,0.15742615,1.56402967,1.83499532,0.20574459,2.72693522
-4.84742371,5.29893478,0.01697475,0.16168214,1.59336778,1.87519107,0.20811132,2.78350966
-4.84142071,5.40693717,0.01782101,0.16611923,1.62154878,1.91714460,0.21029620,2.83844002
-4.83541771,5.51438489,0.01862622,0.17069917,1.64827005,1.96058303,0.21229630,2.89160981
-4.82941471,5.62098756,0.01938508,0.17538070,1.67329101,2.00530340,0.21411490,2.94297921
-4.82341171,5.72662244,0.02009395,0.18012042,1.69643908,2.05117544,0.21576117,2.99258111
-4.81740870,5.83132281,0.02075098,0.18487359,1.71761164,2.09813894,0.21724946,3.04051251
-4.81140570,5.93525466,0.02135612,0.18959495,1.73677387,2.14619539,0.21859835,3.08692138
-4.80540270,6.03868258,0.02191111,0.19423942,1.75395248,2.19539422,0.21982939,3.13198953
-4.79939970,6.14192603,0.02241936,0.19876276,1.76922583,2.24581404,0.22096562,3.17591220
-4.79339670,6.24530784,0.02288567,0.20312209,1.78271075,2.29753963,0.22202995,3.21887513
-4.78739370,6.34909754,0.02331602,0.20727618,1.79454712,2.35063591,0.22304350,3.26103028
-4.78139070,6.45345238,0.02371715,0.21118574,1.80488082,2.40512019,0.22402394,3.30247143
-4.77538769,6.55835948,0.02409617,0.21481344,1.81384628,2.46093445,0.22498398,3.34321099
-4.76938469,6.66358270,0.02446013,0.21812388,1.82154963,2.51791928,0.22592999,3.38315945
-4.76338169,6.76861787,0.02481560,0.22108344,1.82805361,2.57579135,0.22686101,3.42210892
-4.75737869,6.87266002,0.02516822,0.22366013,1.83336519,2.63412625,0.22776809,3.45972211
-4.75137569,6.97458548,0.02552240,0.22582339,1.83742692,2.69234816,0.22863401,3.49552784
-4.74537269,7.07295165,0.02588097,0.22754400,1.84011262,2.74972770,0.22943360,3.52892413
-4.73936968,7.16601595,0.02624501,0.22879415,1.84122804,2.80538884,0.23013449,3.55918933
-4.73336668,7.25177472,0.02661375,0.22954757,1.84051654,2.85832534,0.23069839,3.58550159
-4.72736368,7.32802164,0.02698462,0.22977999,1.83766979,2.90742639,0.23108292,3.60696630
-4.72136068,7.39242408,0.02735331,0.22946977,1.83234308,2.95151110,0.23124379,3.62265072
-4.71535768,7.44261460,0.02771412,0.22859876,1.82417442,2.98937017,0.23113742,3.63162474
-4.70935468,7.47629369,0.02806024,0.22715332,1.81280668,3.01981331,0.23072375,3.63300584
-4.70335168,7.49133914,0.02838421,0.22512563,1.79791130,3.04171993,0.22996920,3.62600636
-4.69734867,7.48591648,0.02867843,0.22251495,1.77921247,3.05409079,0.22884959,3.60998072
-4.69134567,7.45858478,0.02893566,0.21932895,1.75651033,3.05609778,0.22735283,3.58447001
-4.68534267,7.40839197,0.02914957,0.21558498,1.72970170,3.04712923,0.22548132,3.54924168
-4.67933967,7.33495427,0.02931524,0.21131111,1.69879720,3.02682806,0.22325377,3.50432171
-4.67333667,7.23851487,0.02942959,0.20654693,1.66393368,2.99512083,0.22070647,3.45001751
-4.66733367,7.11997804,0.02949174,0.20134398,1.62538096,2.95223557,0.21789374,3.38692970
-4.66133067,6.98091624,0.02950327,0.19576570,1.58354255,2.89870753,0.21488759,3.31595188
-4.65532766,6.82354896,0.02946832,0.18988699,1.53895006,2.83537211,0.21177657,3.23825789
-4.64932466,6.65069371,0.02939361,0.18379321,1.49225147,2.76334526,0.20866370,3.15527673
-4.64332166,6.46569103,0.02928826,0.17757870,1.44419375,2.68399207,0.20566374,3.06865620
-4.63731866,6.27230683,0.02916351,0.17134490,1.39560072,2.59888515,0.20289964,2.98021652
-4.63131566,6.07461646,0.02903235,0.16519802,1.34734709,2.50975464,0.20049859,2.89189617
-4.62531266,5.87687591,0.02890899,0.15924652,1.30033008,2.41843242,0.19858759,2.80569229
-4.61930965,5.68338612,0.02880834,0.15359832,1.25543982,2.32679304,0.19728887,2.72359836
-4.61330665,5.49835665,0.02874535,0.14835802,1.21353015,2.23669424,0.19671538,2.64754197
-4.60730365,5.32577473,0.02873443,0.14362416,1.17539092,2.14991967,0.19696642,2.57932532
-4.60130065,5.16928534,0.02878884,0.13948663,1.14172318,2.06812632,0.19812373,2.52057116
-4.59529765,5.03208715,0.02892018,0.13602443,1.11311822,1.99279884,0.20024816,2.47267615
-4.58929465,4.91684814,0.02913784,0.13330372,1.09004125,1.92521225,0.20337706,2.43677334
-4.58329165,4.82564346,0.02944875,0.13137635,1.07282018,1.86640443,0.20752247,2.41370499
-4.57728864,4.75991694,0.02985705,0.13027883,1.06163977,1.81715869,0.21267020,2.40400625
-4.57128564,4.72046631,0.03036399,0.13003178,1.05654104,1.77799679,0.21877980,2.40789957
-4.56528264,4.70745107,0.03096796,0.13063984,1.05742559,1.74918156,0.22578542,2.42529951
-4.55927964,4.72042076,0.03166459,0.13209201,1.06406428,1.73072856,0.23359740,2.45582663
-4.55327664,4.75836099,0.03244703,0.13436235,1.07610961,1.72242521,0.24210461,2.49882941
-4.54727364,4.81975343,0.03330625,0.13741099,1.09311076,1.72385611,0.25117731,2.55341230
-4.54127064,4.90264629,0.03423149,0.14118544,1.11453070,1.73443275,0.26067048,2.61846842
-4.53526763,5.00473141,0.03521072,0.14562199,1.13976420,1.75342606,0.27042734,2.69271506
-4.52926463,5.12342436,0.03623117,0.15064732,1.16815618,1.78000015,0.28028313,2.77473055
-4.52326163,5.25594462,0.03727982,0.15618014,1.19901953,1.81324584,0.29006876,2.86299105
-4.51725863,5.39939306,0.03834394,0.16213291,1.23165203,1.85221288,0.29961445,2.95590628
-4.51125563,5.55082493,0.03941155,0.16841356,1.26535184,1.89593979,0.30875311,3.05185348
-4.50525263,5.70731702,0.04047184,0.17492726,1.29943149,1.94348078,0.31732351,3.14920910
-4.49924962,5.86602832,0.04151560,0.18157816,1.33323027,1.99392925,0.32517314,3.24637806
-4.49324662,6.02425397,0.04253548,0.18827124,1.36612499,2.04643787,0.33216080,3.34182077
-4.48724362,6.17947261,0.04352624,0.19491408,1.39753945,2.10023500,0.33815879,3.43407787
-4.48124062,6.32938758,0.04448488,0.20141878,1.42695269,2.15463780,0.34305499,3.52179312
-4.47523762,6.47196232,0.04541078,0.20770379,1.45390623,2.20906213,0.34675447,3.60373449
-4.46923462,6.60545021,0.04630560,0.21369579,1.47801046,2.26302952,0.34918104,3.67881354
-4.46323162,6.72841901,0.04717324,0.21933145,1.49895026,2.31617135,0.35027841,3.74610298
-4.45722861,6.83976976,0.04801963,0.22455914,1.51648983,2.36823052,0.35001118,3.80485206
-4.45122561,6.93874958,0.04885247,0.22934033,1.53047657,2.41906063,0.34836556,3.85449926
-4.44522261,7.02495788,0.04968088,0.23365078,1.54084385,2.46862289,0.34534971,3.89468169
-4.43921961,7.09834507,0.05051498,0.23748126,1.54761225,2.51698069,0.34099386,3.92524031
-4.43321661,7.15920310,0.05136536,0.24083781,1.55088907,2.56429197,0.33534993,3.94622026
-4.42721361,7.20814716,0.05224257,0.24374146,1.55086579,2.61079962,0.32849077,3.95786566
-4.42121061,7.24608837,0.05315648,0.24622726,1.54781303,2.65681987,0.32050892,3.96060840
-4.41520760,7.27419745,0.05411568,0.24834274,1.54207310,2.70272927,0.31151482,3.95505077
-4.40920460,7.29386037,0.05512682,0.25014574,1.53404997,2.74895041,0.30163462,3.94194212
-4.40320160,7.30662697,0.05619402,0.25170161,1.52419685,2.79593707,0.29100748,3.92215026
-4.39719860,7.31415473,0.05731836,0.25308009,1.51300176,2.84415932,0.27978242,3.89662860
-4.39119560,7.31815002,0.05849734,0.25435175,1.50097164,2.89408922,0.26811497,3.86638051
-4.38519260,7.32030950,0.05972465,0.25558437,1.48861572,2.94618772,0.25616354,3.83242269
-4.37918959,7.32226474,0.06098991,0.25683943,1.47642885,3.00089346,0.24408575,3.79574943
-4.37318659,7.32553304,0.06227871,0.25816884,1.46487596,3.05861360,0.23203492,3.75729986
-4.36718359,7.33147679,0.06357281,0.25961221,1.45437836,3.11971731,0.22015669,3.71793018
-4.36118059,7.34127390,0.06485055,0.26119481,1.44530272,3.18453156,0.20858620,3.67839243
-4.35517759,7.35590039,0.06608745,0.26292645,1.43795368,3.25333928,0.19744566,3.63932123
-4.34917459,7.37612599,0.06725703,0.26480127,1.43257029,3.32637926,0.18684260,3.60122935
-4.34317159,7.40252225,0.06833177,0.26679861,1.42932682,3.40384715,0.17686888,3.56451221
-4.33716858,7.43548207,0.06928424,0.26888488,1.42833776,3.48589688,0.16760037,3.52946108
-4.33116558,7.47524856,0.07008822,0.27101645,1.42966682,3.57264143,0.15909732,3.49628386
-4.32516258,7.52195039,0.07071996,0.27314319,1.43333915,3.66415217,0.15140549,3.46513203
-4.31915958,7.57564056,0.07115930,0.27521278,1.43935611,3.76045608,0.14455773,3.43613153
-4.31315658,7.63633486,0.07139072,0.27717525,1.44771136,3.86153024,0.13857610,3.40941548
-4.30715358,7.70404689,0.07140429,0.27898761,1.45840719,3.96729335,0.13347418,3.38515594
