energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down,V_p_up,V_p_down,V_d_up,V_d_down
-5.93996998,3.28811985,-3.05916091,0.05022594,-0.04464002,0.29168652,-0.31025697,1.24129607,-1.17328077,0.57986401,-0.25390072,1.76290950,-1.72608220,0.00000000,-0.00000000,0.96229625,-0.81443328,0.18273731,-0.24463828
-5.93396698,3.23346319,-3.02126651,0.04862045,-0.04487201,0.27847508,-0.29456730,1.20672137,-1.15557715,0.56393262,-0.24385819,1.74744944,-1.72359886,0.00000000,-0.00000000,0.94286569,-0.82992899,0.18315615,-0.23902456
-5.92796398,3.17886131,-2.99008466,0.04711598,-0.04514011,0.26570190,-0.28238388,1.16957184,-1.14410349,0.55013702,-0.23626208,1.73101898,-1.72067493,0.00000000,-0.00000000,0.92132560,-0.84469055,0.18358043,-0.23338050
-5.92196098,3.12470086,-2.96447502,0.04571615,-0.04543452,0.25340240,-0.27350574,1.13034051,-1.13794929,0.53836431,-0.23105416,1.71385206,-1.71677785,0.00000000,-0.00000000,0.89801031,-0.85824320,0.18401961,-0.22770381
-5.91595798,3.07122488,-2.94328531,0.04442089,-0.04575004,0.24160260,-0.26769874,1.08952741,-1.13612924,0.52844816,-0.22817122,1.69610387,-1.71141297,0.00000000,-0.00000000,0.87324955,-0.87012920,0.18447167,-0.22199727
-5.90995498,3.01852176,-2.92540248,0.04322647,-0.04608642,0.23031823,-0.26470540,1.04762283,-1.13761615,0.52017489,-0.22754985,1.67784338,-1.70414578,0.00000000,-0.00000000,0.84735781,-0.87992246,0.18492243,-0.21627074
-5.90395198,2.96652364,-2.90979878,0.04212573,-0.04644850,0.21955463,-0.26425426,1.00509298,-1.14137322,0.51329137,-0.22913019,1.65905124,-1.69462124,0.00000000,-0.00000000,0.82062543,-0.88724214,0.18534570,-0.21054272
-5.89794897,2.91501435,-2.89557144,0.04110836,-0.04684616,0.20930708,-0.26606873,0.96236858,-1.14638483,0.50751460,-0.23285879,1.63962327,-1.68257961,0.00000000,-0.00000000,0.79331190,-0.89176474,0.18570412,-0.20484143
-5.89194597,2.86364695,-2.88197467,0.04016139,-0.04729395,0.19956175,-0.26987502,0.91983677,-1.15168519,0.50254261,-0.23869016,1.61937965,-1.66786813,0.00000000,-0.00000000,0.76564157,-0.89323428,0.18595079,-0.19920520
-5.88594297,2.81197006,-2.86844308,0.03926971,-0.04781056,0.19029713,-0.27540904,0.87783663,-1.15638401,0.49806621,-0.24658741,1.59807929,-1.65044827,0.00000000,-0.00000000,0.73780205,-0.89147021,0.18603149,-0.19368238
-5.87993997,2.75946173,-2.85460591,0.03841673,-0.04841806,0.18148595,-0.28242222,0.83665810,-1.15968889,0.49378138,-0.25652158,1.57543877,-1.63039820,0.00000000,-0.00000000,0.70994508,-0.88637283,0.18588756,-0.18833051
-5.87393697,2.70556924,-2.84029190,0.03758510,-0.04914092,0.17309738,-0.29068602,0.79654435,-1.16092359,0.48940154,-0.26847002,1.55115487,-1.60791051,0.00000000,-0.00000000,0.68218982,-0.87792597,0.18545921,-0.18321496
-5.86793397,2.64975268,-2.82552455,0.03675740,-0.05000493,0.16509948,-0.29999506,0.75769698,-1.15954198,0.48466956,-0.28241382,1.52492956,-1.58328514,0.00000000,-0.00000000,0.65462823,-0.86619693,0.18468906,-0.17840690
-5.86193097,2.59153006,-2.81050846,0.03591690,-0.05103599,0.15746174,-0.31016895,0.72028365,-1.15513727,0.47936865,-0.29833433,1.49649593,-1.55691790,0.00000000,-0.00000000,0.62733195,-0.85133359,0.18352586,-0.17398086
-5.85592796,2.53052156,-2.79560733,0.03504828,-0.05225883,0.15015756,-0.32105279,0.68444750,-1.14744631,0.47333208,-0.31620915,1.46564385,-1.52928493,0.00000000,-0.00000000,0.60036043,-0.83355899,0.18192805,-0.17001182
-5.84992496,2.46649031,-2.78131470,0.03413822,-0.05369569,0.14316663,-0.33251638,0.65031747,-1.13634910,0.46645104,-0.33600765,1.43224379,-1.50092380,0.00000000,-0.00000000,0.57376946,-0.81316338,0.17986713,-0.16657200
-5.84392196,2.39937779,-2.76821882,0.03317602,-0.05536506,0.13647694,-0.34445230,0.61801904,-1.12186337,0.45868042,-0.35768628,1.39626754,-1.47241198,0.00000000,-0.00000000,0.54761969,-0.79049433,0.17733044,-0.16372751
-5.83791896,2.32933165,-2.75696332,0.03215393,-0.05728046,0.13008651,-0.35677301,0.58768449,-1.10413485,0.45004235,-0.38118398,1.35780463,-1.44434346,0.00000000,-0.00000000,0.52198459,-0.76594507,0.17432342,-0.16153492
-5.83191596,2.25672463,-2.74820546,0.03106750,-0.05944939,0.12400453,-0.36940725,0.55946204,-1.08342352,0.44062721,-0.40641793,1.31707372,-1.41730467,0.00000000,-0.00000000,0.49695734,-0.73994174,0.17087113,-0.16003800
-5.82591296,2.18216346,-2.74257396,0.02991573,-0.06187243,0.11825214,-0.38229578,0.53352353,-1.06008644,0.43059224,-0.43327985,1.27442807,-1.39185065,0.00000000,-0.00000000,0.47265620,-0.71292991,0.16701886,-0.15926474
-5.81990995,2.10648752,-2.74062835,0.02870099,-0.06454254,0.11286256,-0.39538696,0.51006992,-1.03455808,0.42015772,-0.46163311,1.23035509,-1.36848246,0.00000000,-0.00000000,0.44922823,-0.68536102,0.16283200,-0.15922476
-5.81390695,2.03075702,-2.74282183,0.02742892,-0.06744465,0.10788077,-0.40863219,0.48933462,-1.00732890,0.40960099,-0.49131090,1.18546991,-1.34762695,0.00000000,-0.00000000,0.42685109,-0.65767921,0.15839496,-0.15990737
-5.80790395,1.95623171,-2.74946939,0.02610811,-0.07055551,0.10336268,-0.42198164,0.47158438,-0.97892302,0.39924847,-0.52211545,1.14050321,-1.32961967,0.00000000,-0.00000000,0.40573287,-0.63030904,0.15380936,-0.16128027
-5.80190095,1.88434097,-2.76072256,0.02474970,-0.07384383,0.09937381,-0.43538036,0.45711773,-0.94987614,0.38946616,-0.55381856,1.09628418,-1.31469179,0.00000000,-0.00000000,0.38611005,-0.60364455,0.14919147,-0.16328910
-5.79589795,1.81664679,-2.77655218,0.02336682,-0.07727069,0.09598775,-0.44876506,0.44626123,-0.92071429,0.38064892,-0.58616338,1.05371920,-1.30296150,0.00000000,-0.00000000,0.36824372,-0.57803993,0.14466907,-0.16585778
-5.78989495,1.75480153,-2.79673973,0.02197409,-0.08079030,0.09328417,-0.46206161,0.43936363,-0.89193452,0.37320897,-0.61886736,1.01376747,-1.29443037,0.00000000,-0.00000000,0.35241428,-0.55380225,0.14037795,-0.16888980
-5.78389195,1.70050206,-2.82087755,0.02058696,-0.08435095,0.09134681,-0.47518352,0.43678843,-0.86398800,0.36756416,-0.65162635,0.97741453,-1.28898463,0.00000000,-0.00000000,0.33891493,-0.53118608,0.13645799,-0.17227041
-5.77788894,1.65544243,-2.84837785,0.01922111,-0.08789621,0.09026127,-0.48803121,0.43890491,-0.83726622,0.36412619,-0.68411960,0.94564478,-1.28640133,0.00000000,-0.00000000,0.32804412,-0.51039044,0.13304930,-0.17586956
-5.77188594,1.62126672,-2.87848984,0.01789186,-0.09136637,0.09011289,-0.50049231,0.44607841,-0.81209058,0.36328946,-0.71601553,0.91941417,-1.28635893,0.00000000,-0.00000000,0.32009742,-0.49155760,0.13028829,-0.17954560
-5.76588294,1.59952375,-2.91032386,0.01661360,-0.09469995,0.09098461,-0.51244276,0.45865983,-0.78870559,0.36542067,-0.74697791,0.89962379,-1.28845176,0.00000000,-0.00000000,0.31535896,-0.47477393,0.12830397,-0.18314960
-5.75987994,1.59162502,-2.94288124,0.01539937,-0.09783533,0.09295508,-0.52374875,0.47697505,-0.76727573,0.37084946,-0.77667230,0.88709542,-1.29220736,0.00000000,-0.00000000,0.31409276,-0.46007235,0.12721461,-0.18653005
-5.75387694,1.59880695,-2.97508820,0.01426039,-0.10071235,0.09609690,-0.53426926,0.50131431,-0.74788565,0.37986046,-0.80477239,0.88254943,-1.29710609,0.00000000,-0.00000000,0.31653420,-0.44743617,0.12712474,-0.18953776
-5.74787394,1.62209814,-3.00583193,0.01320587,-0.10327397,0.10047508,-0.54385914,0.53192202,-0.73054363,0.39268668,-0.83096610,0.88658555,-1.30260152,0.00000000,-0.00000000,0.32288168,-0.43680401,0.12812265,-0.19203086
-5.74187094,1.66229218,-3.03399724,0.01224273,-0.10546770,0.10614579,-0.55237252,0.56898711,-0.71518769,0.40950433,-0.85496110,0.89966679,-1.30814103,0.00000000,-0.00000000,0.33328883,-0.42807539,0.13027842,-0.19387949
-5.73586793,1.71992608,-3.05850183,0.01137556,-0.10724701,0.11315530,-0.55966645,0.61263406,-0.70169383,0.43042924,-0.87648966,0.92210666,-1.31318524,0.00000000,-0.00000000,0.34785716,-0.42111682,0.13364240,-0.19497016
-5.72986493,1.79526434,-3.07832875,0.01060661,-0.10857249,0.12153917,-0.56560451,0.66291489,-0.68988603,0.45551460,-0.89531275,0.95405945,-1.31722560,0.00000000,-0.00000000,0.36662956,-0.41576791,0.13824421,-0.19520949
-5.72386193,1.88828841,-3.09255477,0.00993588,-0.10941276,0.13132169,-0.57006042,0.71980197,-0.67954720,0.48475005,-0.91122321,0.99551373,-1.31979936,0.00000000,-0.00000000,0.38958438,-0.41184741,0.14409219,-0.19452715
-5.71785893,1.99869117,-3.10037365,0.00936131,-0.10974518,0.14251540,-0.57292138,0.78318195,-0.67043075,0.51806198,-0.92404807,1.04628873,-1.32050137,0.00000000,-0.00000000,0.41663065,-0.40915888,0.15117322,-0.19287795
-5.71185593,2.12587612,-3.10111386,0.00887896,-0.10955630,0.15512085,-0.57409113,0.85285073,-0.66227214,0.55531486,-0.93365008,1.10603343,-1.31899247,0.00000000,-0.00000000,0.44760417,-0.40749600,0.15945283,-0.19024299
-5.70585293,2.26896086,-3.09425045,0.00848333,-0.10884196,0.16912638,-0.57349267,0.92850955,-0.65480010,0.59631355,-0.93992849,1.17422830,-1.31500441,0.00000000,-0.00000000,0.48226492,-0.40664735,0.16887566,-0.18662980
-5.69984992,2.42678473,-3.07941138,0.00816761,-0.10760725,0.18450808,-0.57107050,1.00976244,-0.64774723,0.64080638,-0.94281918,1.25018945,-1.30834146,0.00000000,-0.00000000,0.52029572,-0.40640067,0.17936613,-0.18207151
-5.69384692,2.59792013,-3.05637869,0.00792396,-0.10586614,0.20122960,-0.56679251,1.09611487,-0.64085967,0.68848890,-0.94229433,1.33307533,-1.29887913,0.00000000,-0.00000000,0.56130261,-0.40654674,0.19082919,-0.17662515
-5.68784392,2.78068784,-3.02508544,0.00774390,-0.10364091,0.21924217,-0.56065133,1.18697394,-0.63390579,0.73900820,-0.93836169,1.42189574,-1.28656050,0.00000000,-0.00000000,0.60481678,-0.40688291,0.20315137,-0.17036920
-5.68184092,2.97317590,-2.98560926,0.00761848,-0.10096138,0.23848446,-0.55266532,1.28165023,-0.62668391,0.79196780,-0.93106371,1.51552354,-1.27139089,0.00000000,-0.00000000,0.65029859,-0.40721634,0.21620196,-0.16340044
-5.67583792,3.17326258,-2.93816363,0.00753863,-0.09786404,0.25888240,-0.54287901,1.37936136,-0.61902895,0.84693293,-0.92047642,1.61270891,-1.25343156,0.00000000,-0.00000000,0.69714348,-0.40736718,0.22983431,-0.15583042
-5.66983492,3.37864318,-2.88308797,0.00749534,-0.09439096,0.28034909,-0.53136320,1.47923748,-0.61081825,0.90343617,-0.90670831,1.71209647,-1.23279320,0.00000000,-0.00000000,0.74469017,-0.40717167,0.24388741,-0.14778165
-5.66383192,3.58686103,-2.82083741,0.00747988,-0.09058866,0.30278446,-0.51821462,1.58032893,-0.60197657,0.96098355,-0.88989928,1.81224519,-1.20962978,0.00000000,-0.00000000,0.79223093,-0.40648538,0.25818774,-0.13938369
-5.65782891,3.79534257,-2.75197326,0.00748396,-0.08650702,0.32607509,-0.50355520,1.68161608,-0.59248040,1.01906087,-0.87021942,1.91165137,-1.18413346,0.00000000,-0.00000000,0.83902398,-0.40518643,0.27255137,-0.13076939
-5.65182591,4.00143653,-2.67715464,0.00749984,-0.08219798,0.35009392,-0.48753096,1.78202147,-0.58236168,1.07714031,-0.84786800,2.00877429,-1.15653085,0.00000000,-0.00000000,0.88430787,-0.40317895,0.28678649,-0.12207140
-5.64582291,4.20245686,-2.59713169,0.00752046,-0.07771446,0.37469996,-0.47031056,1.88042429,-0.57171100,1.13468727,-0.82307219,2.10206468,-1.12708095,0.00000000,-0.00000000,0.92731749,-0.40039645,0.30069626,-0.11341906
-5.63981991,4.39572903,-2.51274059,0.00753949,-0.07310923,0.39973816,-0.45208353,1.97567719,-0.56068029,1.19116735,-0.79608582,2.18999534,-1.09607469,0.00000000,-0.00000000,0.96730137,-0.39680522,0.31408217,-0.10493583
-5.63381691,4.57863901,-2.42490004,0.00755137,-0.06843386,0.42503938,-0.43305819,2.06662518,-0.54948486,1.24605339,-0.76718790,2.27109362,-1.06383609,0.00000000,-0.00000000,1.00353988,-0.39240751,0.32674768,-0.09673734
-5.62781391,4.74868398,-2.33460901,0.00755135,-0.06373780,0.45042046,-0.41345926,2.15212653,-0.53840483,1.29883254,-0.73668080,2.34397483,-1.03072457,0.00000000,-0.00000000,1.03536361,-0.38724437,0.33850237,-0.08892996
-5.62181091,4.90352375,-2.24294501,0.00753549,-0.05906757,0.47568477,-0.39352525,2.23107518,-0.52778558,1.34901318,-0.70488822,2.40737599,-0.99713802,0.00000000,-0.00000000,1.06217146,-0.38139786,0.34916633,-0.08161005
-5.61580790,5.04103159,-2.15106227,0.00750066,-0.05446604,0.50062290,-0.37350553,2.30242441,-0.51803717,1.39613172,-0.67215259,2.46018868,-0.96351613,0.00000000,-0.00000000,1.08344773,-0.37499258,0.35857475,-0.07486375
-5.60980490,5.15934311,-2.06018899,0.00744454,-0.04997194,0.52501399,-0.35365727,2.36521103,-0.50963227,1.43975911,-0.63883216,2.50149004,-0.93034319,0.00000000,-0.00000000,1.09877759,-0.36819615,0.36658266,-0.06876719
-5.60380190,5.25690170,-1.97162277,0.00736559,-0.04561939,0.54862750,-0.33424210,2.41857975,-0.50310251,1.47950707,-0.60529752,2.53057090,-0.89814995,0.00000000,-0.00000000,1.10786027,-0.36121859,0.37306951,-0.06338715
-5.59779890,5.33249926,-1.88672347,0.00726302,-0.04143768,0.57122562,-0.31552258,2.46180673,-0.49903280,1.51503403,-0.57192765,2.54695978,-0.86751368,0.00000000,-0.00000000,1.11051955,-0.35431035,0.37794360,-0.05878200
-5.59179590,5.38531089,-1.80690283,0.00713677,-0.03745110,0.59256637,-0.29775857,2.49432195,-0.49805340,1.54605061,-0.53910558,2.55044194,-0.83905611,0.00000000,-0.00000000,1.10671098,-0.34775896,0.38114602,-0.05500269
-5.58579290,5.41492231,-1.73361032,0.00698750,-0.03367898,0.61240745,-0.28120336,2.51572941,-0.50082959,1.57232498,-0.50721361,2.54107253,-0.81343881,0.00000000,-0.00000000,1.09652562,-0.34188418,0.38265393,-0.05209394
-5.57978989,5.42134932,-1.66831487,0.00681649,-0.03013575,0.63051078,-0.26609972,2.52582445,-0.50804872,1.59368777,-0.47662821,2.51918327,-0.79135565,0.00000000,-0.00000000,1.08019012,-0.33703177,0.38248316,-0.05009518
-5.57378689,5.40504841,-1.61248246,0.00662565,-0.02683121,0.64664780,-0.25267587,2.52460776,-0.52040468,1.61003687,-0.44771472,2.48538218,-0.77352233,0.00000000,-0.00000000,1.05806318,-0.33356575,0.38068973,-0.04904148
-5.56778389,5.36691848,-1.56754977,0.00641744,-0.02377079,0.66060542,-0.24114131,2.51229509,-0.53857986,1.62134204,-0.42082194,2.44054618,-0.76066310,0.00000000,-0.00000000,1.03062837,-0.33185960,0.37737037,-0.04896409
-5.56178089,5.30829338,-1.53489426,0.00619479,-0.02095593,0.67219249,-0.23168272,2.48932241,-0.56322494,1.62764929,-0.39627671,2.38580686,-0.75349479,0.00000000,-0.00000000,0.99848390,-0.33228626,0.37266184,-0.04989081
-5.55577789,5.23092565,-1.51580149,0.00596106,-0.01838451,0.68124668,-0.22445988,2.45634608,-0.59493676,1.62908528,-0.37437871,2.32252947,-0.75270879,0.00000000,-0.00000000,0.96232944,-0.33520746,0.36673908,-0.05184593
-5.54977489,5.13696189,-1.51143052,0.00571992,-0.01605131,0.68764152,-0.21960171,2.41423762,-0.63423501,1.62586137,-0.35539546,2.25228606,-0.75895140,0.00000000,-0.00000000,0.92295072,-0.34096261,0.35981209,-0.05484986
-5.54377189,5.02891053,-1.52277866,0.00547531,-0.01394846,0.69129344,-0.21720254,2.36407307,-0.68153838,1.61827748,-0.33955778,2.17682343,-0.77280323,0.00000000,-0.00000000,0.88120241,-0.34985756,0.35212177,-0.05891848
-5.53776888,4.90960273,-1.55064677,0.00523129,-0.01206594,0.69216846,-0.21731879,2.30711706,-0.73714108,1.60672542,-0.32705577,2.09802683,-0.79475864,0.00000000,-0.00000000,0.83798982,-0.36215368,0.34393465,-0.06406220
-5.53176588,4.78214738,-1.59560655,0.00499199,-0.01039206,0.69028832,-0.21996605,2.24480160,-0.80119073,1.59169151,-0.31803546,2.01788068,-0.82520582,0.00000000,-0.00000000,0.79425012,-0.37805765,0.33553674,-0.07028474
-5.52576288,4.64988120,-1.65797125,0.00476146,-0.00891386,0.68573558,-0.22511687,2.17870007,-0.87366855,1.57375824,-0.31259616,1.93842713,-0.86440853,0.00000000,-0.00000000,0.75093351,-0.39771228,0.32722670,-0.07758188
-5.51975988,4.51631483,-1.73777119,0.00454366,-0.00761756,0.67865774,-0.23269922,2.11049698,-0.95437314,1.55360443,-0.31078858,1.86172383,-0.91249026,0.00000000,-0.00000000,0.70898490,-0.42118887,0.31930849,-0.08594009
-5.51375688,4.38507568,-1.83473534,0.00434227,-0.00648890,0.66926966,-0.24259595,2.04195393,-1.04290868,1.53200369,-0.31261392,1.78980185,-0.96942150,0.00000000,-0.00000000,0.66932645,-0.44848130,0.31208375,-0.09533519
-5.50775388,4.25984850,-1.94828013,0.00416071,-0.00551351,0.65785443,-0.25464528,1.97487270,-1.13867862,1.50982065,-0.31802366,1.72462461,-1.03501084,0.00000000,-0.00000000,0.63284121,-0.47950221,0.30584411,-0.10573116
-5.50175088,4.14431422,-2.07750630,0.00400201,-0.00467715,0.64476230,-0.26864236,1.91105621,-1.24088561,1.48800460,-0.32692038,1.66804873,-1.10890038,0.00000000,-0.00000000,0.60035816,-0.51408144,0.30086371,-0.11707915
-5.49574787,4.04208762,-2.22120432,0.00386878,-0.00396595,0.63040752,-0.28434210,1.85226823,-1.34853820,1.46758019,-0.33915924,1.62178739,-1.19056569,0.00000000,-0.00000000,0.57263859,-0.55196691,0.29739212,-0.12931677
-5.48974487,3.95665443,-2.37786865,0.00376320,-0.00336663,0.61526309,-0.30146323,1.80019285,-1.46046467,1.44963487,-0.35455036,1.58737672,-1.27932053,0.00000000,-0.00000000,0.55036391,-0.59282782,0.29564776,-0.14236767
-5.48374187,3.89130831,-2.54572062,0.00368696,-0.00286658,0.59985345,-0.31969348,1.75639445,-1.57533382,1.43530294,-0.37286178,1.56614558,-1.37432622,0.00000000,-0.00000000,0.53412481,-0.63626030,0.29581219,-0.15614158
-5.47773887,3.84908807,-2.72273944,0.00364133,-0.00245401,0.58474500,-0.33869592,1.72227936,-1.69168257,1.42574616,-0.39382310,1.55918896,-1.47460542,0.00000000,-0.00000000,0.52441174,-0.68179523,0.29802517,-0.17053467
-5.47173587,3.83271587,-2.90670049,0.00362711,-0.00211797,0.57053476,-0.35811624,1.69905995,-1.80794938,1.42213091,-0.41712949,1.56734516,-1.57905986,0.00000000,-0.00000000,0.52160645,-0.72890795,0.30238084,-0.18543036
-5.46573287,3.84453679,-3.09521960,0.00364471,-0.00184844,0.55783730,-0.37759078,1.68772201,-1.92251280,1.42560226,-0.44244614,1.59117693,-1.68649152,0.00000000,-0.00000000,0.52597472,-0.77702960,0.30892480,-0.20070055
-5.45972986,3.88646073,-3.28580199,0.00369419,-0.00163625,0.54727012,-0.39675501,1.68899636,-2.03373343,1.43725531,-0.46941291,1.63095659,-1.79562637,0.00000000,-0.00000000,0.53766021,-0.82555972,0.31765246,-0.21620719
-5.45372686,3.95990754,-3.47589418,0.00377533,-0.00147312,0.53943799,-0.41525230,1.70333530,-2.13999814,1.45810428,-0.49764919,1.68665523,-1.90514008,0.00000000,-0.00000000,0.55667929,-0.87387952,0.32850844,-0.23180419
-5.44772386,4.06575637,-3.66293727,0.00388766,-0.00135161,0.53491638,-0.43274254,1.73089473,-2.23976456,1.48905023,-0.52675876,1.75793631,-2.01368480,0.00000000,-0.00000000,0.58291731,-0.92136556,0.34138704,-0.24733966
-5.44172086,4.20430084,-3.84441976,0.00403056,-0.00126507,0.53423454,-0.44891030,1.77152240,-2.33160418,1.53084813,-0.55633475,1.84415366,-2.11991620,0.00000000,-0.00000000,0.61612614,-0.96740327,0.35613392,-0.26265838
-5.43571786,4.37521131,-4.01792846,0.00420333,-0.00120757,0.53785860,-0.46347234,1.82475287,-2.41424243,1.58407432,-0.58596449,1.94435434,-2.22251998,0.00000000,-0.00000000,0.65592353,-1.01139990,0.37254874,-0.27760448
-5.42971486,4.57750611,-4.18119602,0.00440524,-0.00117385,0.54617520,-0.47618409,1.88980964,-2.48659393,1.64909544,-0.61523445,2.05728650,-2.32023730,0.00000000,-0.00000000,0.70179443,-1.05279659,0.39038876,-0.29202428
-5.42371186,4.80953326,-4.33214383,0.00463558,-0.00115929,0.55947614,-0.48684482,1.96561447,-2.54779177,1.72604001,-0.64373509,2.18141276,-2.41188842,0.00000000,-0.00000000,0.75309466,-1.09107918,0.40937345,-0.30576915
-5.41770885,5.06896465,-4.46891953,0.00489373,-0.00115979,0.57794449,-0.49530147,2.05080440,-2.59720941,1.81477374,-0.67106583,2.31492923,-2.49639431,0.00000000,-0.00000000,0.80905726,-1.12578760,0.42918982,-0.31869855
-5.41170585,5.35280415,-4.58992842,0.00517916,-0.00117177,0.60164272,-0.50145093,2.14375598,-2.63447480,1.91487991,-0.69683998,2.45579057,-2.57279567,0.00000000,-0.00000000,0.86880175,-1.15652360,0.44949857,-0.33068289
-5.40570285,5.65741124,-4.69385841,0.00549146,-0.00119212,0.63050343,-0.50524071,2.24261678,-2.65947600,2.02564590,-0.72068992,2.60174108,-2.64026940,0.00000000,-0.00000000,0.93134665,-1.18295683,0.46994078,-0.34160647
-5.39969985,5.97854125,-4.77969863,0.00583033,-0.00121811,0.66432301,-0.50666810,2.34534365,-2.67235840,2.14605686,-0.74227235,2.75035185,-2.69814233,0.00000000,-0.00000000,0.99562503,-1.20482925,0.49014515,-0.35137021
-5.39369685,6.31140283,-4.84675154,0.00619558,-0.00124744,0.70275874,-0.50577790,2.44974692,-2.67351398,2.27479757,-0.76127362,2.89906374,-2.74590208,0.00000000,-0.00000000,1.06050344,-1.22195785,0.50973566,-0.35989419
-5.38769385,6.65073294,-4.89463916,0.00658706,-0.00127814,0.74532978,-0.50265879,2.55353978,-2.66356313,2.41026309,-0.77741528,3.04523548,-2.78320523,0.00000000,-0.00000000,1.12480359,-1.23423587,0.52833934,-0.36712001
-5.38169085,6.99088889,-4.92330352,0.00700466,-0.00130858,0.79142214,-0.49743873,2.65439168,-2.64333003,2.55057867,-0.79045953,3.18619638,-2.80988273,0.00000000,-0.00000000,1.18732665,-1.24163262,0.54559417,-0.37301268
-5.37568784,7.32595602,-4.93300188,0.00744816,-0.00133748,0.84029801,-0.49027939,2.74998431,-2.61381280,2.69362926,-0.80021461,3.31930231,-2.82594248,0.00000000,-0.00000000,1.24687957,-1.24419198,0.56115693,-0.37756222
-5.36968484,7.64986942,-4.92429708,0.00791723,-0.00136385,0.89110939,-0.48137006,2.83806874,-2.57614964,2.83709815,-0.80653983,3.44199378,-2.83156923,0.00000000,-0.00000000,1.30230247,-1.24202977,0.57471066,-0.38078466
-5.36368184,7.95654675,-4.89804331,0.00841132,-0.00138703,0.94291578,-0.47092123,2.91652202,-2.53158237,2.97851444,-0.80935017,3.55185441,-2.82712158,0.00000000,-0.00000000,1.35249655,-1.23533017,0.58597171,-0.38272254
-5.35767884,8.24002897,-4.85536773,0.00892955,-0.00140667,0.99470588,-0.45915804,2.98340149,-2.48141880,3.11530829,-0.80862005,3.64666819,-2.81312615,0.00000000,-0.00000000,1.39645137,-1.22434110,0.59469614,-0.38344472
-5.35167584,8.49462482,-4.79764796,0.00947064,-0.00142272,1.04542257,-0.44631386,3.03699509,-2.42699516,3.24487251,-0.80438613,3.72447354,-2.79026873,0.00000000,-0.00000000,1.43327055,-1.20936888,0.60068524,-0.38304544
-5.34567284,8.71505476,-4.72648585,0.01003283,-0.00143540,1.09399060,-0.43262428,3.07586590,-2.36963988,3.36462900,-0.79674892,3.78361235,-2.75938246,0.00000000,-0.00000000,1.46219495,-1.19077218,0.60379010,-0.38164275
