energy_ev,total_up,Cd_p_up,Cd_d_up,Pb_p_up,Pb_d_up,S_s_up,S_p_up
-5.86193097,0.35007038,0.16531652,0.05829746,0.03384602,0.00039820,0.01363904,0.15750514
-5.85592796,0.36638767,0.17354681,0.06344254,0.03240823,0.00038942,0.01531018,0.16974880
-5.84992496,0.38683889,0.18363930,0.06923224,0.03134558,0.00038527,0.01715907,0.18382454
-5.84392196,0.41144361,0.19560390,0.07566084,0.03066318,0.00038582,0.01918775,0.19972378
-5.83791896,0.44017427,0.20943015,0.08271423,0.03036168,0.00039105,0.02139616,0.21741726
-5.83191596,0.47295787,0.22508841,0.09036998,0.03043807,0.00040095,0.02378194,0.23685528
-5.82591296,0.50967781,0.24253096,0.09859730,0.03088638,0.00041545,0.02634021,0.25796792
-5.81990995,0.55017549,0.26169316,0.10735721,0.03169840,0.00043446,0.02906342,0.28066533
-5.81390695,0.59425178,0.28249426,0.11660266,0.03286429,0.00045787,0.03194116,0.30483791
-5.80790395,0.64166786,0.30483800,0.12627864,0.03437306,0.00048558,0.03496005,0.33035642
-5.80190095,0.69214571,0.32861284,0.13632244,0.03621287,0.00051744,0.03810366,0.35707198
-5.79589795,0.74536799,0.35369171,0.14666379,0.03837122,0.00055330,0.04135244,0.38481596
-5.78989495,0.80097750,0.37993144,0.15722507,0.04083488,0.00059301,0.04468377,0.41339982
-5.78389195,0.85857635,0.40717178,0.16792163,0.04358966,0.00063637,0.04807206,0.44261502
-5.77788894,0.91772506,0.43523421,0.17866208,0.04662007,0.00068317,0.05148896,0.47223295
-5.77188594,0.97794193,0.46392065,0.18934872,0.04990875,0.00073315,0.05490363,0.50200521
-5.76588294,1.03870296,0.49301228,0.19987814,0.05343592,0.00078602,0.05828320,0.53166419
-5.75987994,1.09944276,0.52226863,0.21014199,0.05717871,0.00084142,0.06159325,0.56092429
-5.75387694,1.15955687,0.55142729,0.22002792,0.06111051,0.00089894,0.06479856,0.58948375
-5.74787394,1.21840575,0.58020431,0.22942085,0.06520050,0.00095810,0.06786383,0.61702742
-5.74187094,1.27532081,0.60829562,0.23820448,0.06941317,0.00101832,0.07075464,0.64323034
-5.73586793,1.32961271,0.63537964,0.24626307,0.07370815,0.00107900,0.07343843,0.66776244
-5.72986493,1.38058189,0.66112111,0.25348352,0.07804027,0.00113941,0.07588559,0.69029411
-5.72386193,1.42753144,0.68517625,0.25975771,0.08235988,0.00119880,0.07807061,0.71050278
-5.71785893,1.46978198,0.70719927,0.26498495,0.08661351,0.00125633,0.07997315,0.72808024
-5.71185593,1.50668812,0.72684991,0.26907467,0.09074484,0.00131114,0.08157916,0.74274052
-5.70585293,1.53765612,0.74380205,0.27194896,0.09469593,0.00136236,0.08288182,0.75422808
-5.69984992,1.56216199,0.75775290,0.27354521,0.09840882,0.00140909,0.08388238,0.76232594
-5.69384692,1.57976917,0.76843251,0.27381839,0.10182723,0.00145047,0.08459076,0.76686344
-5.68784392,1.59014515,0.77561309,0.27274308,0.10489847,0.00148571,0.08502587,0.76772322
-5.68184092,1.59307595,0.77911782,0.27031505,0.10757541,0.00151408,0.08521574,0.76484697
-5.67583792,1.58847784,0.77882860,0.26655226,0.10981841,0.00153495,0.08519713,0.75823977
-5.66983492,1.57640547,0.77469228,0.26149528,0.11159709,0.00154783,0.08501500,0.74797258
-5.66383192,1.55705576,0.76672521,0.25520701,0.11289187,0.00155237,0.08472145,0.73418273
-5.65782891,1.53076731,0.75501552,0.24777167,0.11369525,0.00154838,0.08437445,0.71707231
-5.65182591,1.49801501,0.73972313,0.23929312,0.11401265,0.00153586,0.08403614,0.69690433
-5.64582291,1.45939991,0.72107740,0.22989258,0.11386273,0.00151498,0.08377100,0.67399693
-5.63981991,1.41563460,0.69937232,0.21970564,0.11327735,0.00148607,0.08364370,0.64871562
-5.63381691,1.36752474,0.67495950,0.20887897,0.11230087,0.00144964,0.08371693,0.62146394
-5.62781391,1.31594725,0.64823926,0.19756658,0.11098909,0.00140637,0.08404910,0.59267290
-5.62181091,1.26182615,0.61965001,0.18592591,0.10940764,0.00135704,0.08469222,0.56278969
-5.61580790,1.20610707,0.58965653,0.17411396,0.10762999,0.00130256,0.08568987,0.53226589
-5.60980490,1.14973137,0.55873760,0.16228344,0.10573521,0.00124393,0.08707544,0.50154600
-5.60380190,1.09361109,0.52737337,0.15057926,0.10380543,0.00118218,0.08887074,0.47105639
-5.59779890,1.03860555,0.49603320,0.13913537,0.10192328,0.00111838,0.09108505,0.44119534
-5.59179590,0.98550075,0.46516424,0.12807212,0.10016930,0.00105359,0.09371460,0.41232444
-5.58579290,0.93499207,0.43518132,0.11749419,0.09861953,0.00098882,0.09674265,0.38476158
-5.57978989,0.88767112,0.40645845,0.10748917,0.09734324,0.00092504,0.10014007,0.35877583
-5.57378689,0.84401686,0.37932215,0.09812675,0.09640110,0.00086314,0.10386646,0.33458421
-5.56778389,0.80439135,0.35404685,0.08945855,0.09584363,0.00080389,0.10787177,0.31235037
-5.56178089,0.76903986,0.33085232,0.08151858,0.09571021,0.00074797,0.11209837,0.29218525
-5.55577789,0.73809525,0.30990322,0.07432417,0.09602842,0.00069593,0.11648348,0.27414932
-5.54977489,0.71158607,0.29131048,0.06787743,0.09681393,0.00064820,0.12096181,0.25825641
-5.54377189,0.68944774,0.27513439,0.06216699,0.09807077,0.00060511,0.12546835,0.24447870
-5.53776888,0.67153624,0.26138911,0.05717004,0.09979198,0.00056685,0.12994123,0.23275274
-5.53176588,0.65764328,0.25004828,0.05285454,0.10196058,0.00053351,0.13432429,0.22298600
-5.52576288,0.64751250,0.24105131,0.04918149,0.10455073,0.00050511,0.13856955,0.21506386
-5.51975988,0.64085551,0.23431016,0.04610712,0.10752906,0.00048156,0.14263918,0.20885657
-5.51375688,0.63736738,0.22971609,0.04358504,0.11085599,0.00046271,0.14650701,0.20422601
-5.50775388,0.63674077,0.22714623,0.04156818,0.11448711,0.00044835,0.15015945,0.20103203
-5.50175088,0.63867815,0.22646956,0.04001051,0.11837437,0.00043825,0.15359580,0.19913811
-5.49574787,0.64290184,0.22755224,0.03886850,0.12246714,0.00043212,0.15682785,0.19841622
-5.48974487,0.64916157,0.23026201,0.03810228,0.12671314,0.00042966,0.15987887,0.19875086
-5.48374187,0.65723935,0.23447163,0.03767649,0.13105915,0.00043056,0.16278193,0.20004198
-5.47773887,0.66695189,0.24006130,0.03756088,0.13545153,0.00043449,0.16557776,0.20220703
-5.47173587,0.67815053,0.24692012,0.03773056,0.13983662,0.00044114,0.16831209,0.20518196
-5.46573287,0.69071909,0.25494655,0.03816600,0.14416111,0.00045017,0.17103271,0.20892118
-5.45972986,0.70456986,0.26404812,0.03885278,0.14837226,0.00046128,0.17378642,0.21339668
-5.45372686,0.71963826,0.27414037,0.03978117,0.15241831,0.00047412,0.17661591,0.21859624
-5.44772386,0.73587650,0.28514530,0.04094541,0.15624889,0.00048841,0.17955682,0.22452095
-5.44172086,0.75324674,0.29698937,0.04234298,0.15981557,0.00050382,0.18263513,0.23118201
-5.43571786,0.77171414,0.30960129,0.04397367,0.16307268,0.00052004,0.18586498,0.23859714
-5.42971486,0.79124020,0.32290971,0.04583857,0.16597824,0.00053679,0.18924707,0.24678648
-5.42371186,0.81177666,0.33684089,0.04793909,0.16849515,0.00055375,0.19276769,0.25576843
-5.41770885,0.83326034,0.35131662,0.05027592,0.17059240,0.00057065,0.19639851,0.26555537
-5.41170585,0.85560895,0.36625228,0.05284804,0.17224655,0.00058720,0.20009700,0.27614947
-5.40570285,0.87871809,0.38155525,0.05565181,0.17344303,0.00060314,0.20380764,0.28753886
-5.39969985,0.90245953,0.39712376,0.05868014,0.17417749,0.00061820,0.20746371,0.29969423
-5.39369685,0.92668055,0.41284606,0.06192182,0.17445684,0.00063215,0.21098970,0.31256602
-5.38769385,0.95120455,0.42860017,0.06536095,0.17430011,0.00064476,0.21430402,0.32608236
-5.38169085,0.97583268,0.44425397,0.06897660,0.17373879,0.00065585,0.21732216,0.34014796
-5.37568784,1.00034631,0.45966593,0.07274266,0.17281687,0.00066523,0.21995990,0.35464383
-5.36968484,1.02451038,0.47468623,0.07662782,0.17159016,0.00067275,0.22213649,0.36942810
-5.36368184,1.04807735,0.48915842,0.08059584,0.17012526,0.00067830,0.22377776,0.38433789
-5.35767884,1.07079166,0.50292162,0.08460597,0.16849790,0.00068178,0.22481886,0.39919212
-5.35167584,1.09239457,0.51581303,0.08861363,0.16679083,0.00068312,0.22520660,0.41379535
-5.34567284,1.11262929,0.52767104,0.09257116,0.16509129,0.00068229,0.22490135,0.42794240
-5.33966983,1.13124624,0.53833853,0.09642887,0.16348820,0.00067926,0.22387826,0.44142368
-5.33366683,1.14800835,0.54766655,0.10013609,0.16206917,0.00067405,0.22212807,0.45403101
-5.32766383,1.16269632,0.55551814,0.10364241,0.16091750,0.00066671,0.21965711,0.46556373
-5.32166083,1.17511368,0.56177216,0.10689891,0.16010923,0.00065727,0.21648695,0.47583483
-5.31565783,1.18509163,0.56632705,0.10985946,0.15971051,0.00064584,0.21265338,0.48467688
-5.30965483,1.19249335,0.56910434,0.11248192,0.15977530,0.00063250,0.20820504,0.49194747
-5.30365183,1.19721781,0.57005170,0.11472930,0.16034357,0.00061736,0.20320164,0.49753397
-5.29764882,1.19920288,0.56914541,0.11657082,0.16144005,0.00060057,0.19771195,0.50135727
-5.29164582,1.19842742,0.56639212,0.11798272,0.16307356,0.00058227,0.19181162,0.50337451
-5.28564282,1.19491248,0.56182964,0.11894891,0.16523693,0.00056261,0.18558087,0.50358041
-5.27963982,1.18872123,0.55552682,0.11946141,0.16790754,0.00054177,0.17910227,0.50200730
-5.27363682,1.17995756,0.54758235,0.11952048,0.17104832,0.00051994,0.17245852,0.49872380
-5.26763382,1.16876342,0.53812252,0.11913447,0.17460921,0.00049730,0.16573039,0.49383200
-5.26163082,1.15531471,0.52729787,0.11831947,0.17852890,0.00047404,0.15899490,0.48746355
-5.25562781,1.13981585,0.51527897,0.11709862,0.18273689,0.00045036,0.15232366,0.47977444
-5.24962481,1.12249326,0.50225142,0.11550125,0.18715549,0.00042646,0.14578151,0.47093909
-5.24362181,1.10358774,0.48841018,0.11356174,0.19170196,0.00040254,0.13942538,0.46114367
-5.23761881,1.08334629,0.47395357,0.11131835,0.19629047,0.00037878,0.13330351,0.45057911
-5.23161581,1.06201351,0.45907720,0.10881184,0.20083391,0.00035536,0.12745490,0.43943418
-5.22561281,1.03982316,0.44396797,0.10608409,0.20524548,0.00033245,0.12190900,0.42788880
-5.21960980,1.01699012,0.42879867,0.10317677,0.20944007,0.00031018,0.11668577,0.41610797
-5.21360680,0.99370330,0.41372310,0.10013007,0.21333534,0.00028871,0.11179596,0.40423665
-5.20760380,0.97011995,0.39887230,0.09698154,0.21685272,0.00026812,0.10724160,0.39239574
-5.20160080,0.94636150,0.38435177,0.09376523,0.21991810,0.00024852,0.10301676,0.38067940
-5.19559780,0.92251147,0.37023996,0.09051090,0.22246262,0.00022997,0.09910856,0.36915372
-5.18959480,0.89861536,0.35658804,0.08724364,0.22442321,0.00021251,0.09549825,0.35785694
-5.18359180,0.87468274,0.34342095,0.08398363,0.22574334,0.00019616,0.09216256,0.34680091
-5.17758879,0.85069136,0.33073961,0.08074627,0.22637372,0.00018093,0.08907503,0.33597398
-5.17158579,0.82659306,0.31852413,0.07754245,0.22627310,0.00016678,0.08620743,0.32534485
-5.16558279,0.80232118,0.30673791,0.07437913,0.22540924,0.00015369,0.08353122,0.31486725
-5.15957979,0.77779905,0.29533222,0.07125998,0.22375981,0.00014161,0.08101889,0.30448520
-5.15357679,0.75294900,0.28425114,0.06818623,0.22131346,0.00013047,0.07864515,0.29413846
-5.14757379,0.72770132,0.27343649,0.06515752,0.21807075,0.00012021,0.07638802,0.28376784
-5.14157079,0.70200280,0.26283242,0.06217277,0.21404498,0.00011075,0.07422960,0.27332020
-5.13556778,0.67582408,0.25238959,0.05923098,0.20926287,0.00010203,0.07215667,0.26275268
-5.12956478,0.64916553,0.24206851,0.05633195,0.20376486,0.00009397,0.07016089,0.25203616
-5.12356178,0.62206131,0.23184204,0.05347683,0.19760514,0.00008650,0.06823878,0.24115763
-5.11755878,0.59458131,0.22169691,0.05066852,0.19085112,0.00007955,0.06639134,0.23012140
-5.11155578,0.56683081,0.21163411,0.04791189,0.18358259,0.00007308,0.06462343,0.21894927
-5.10555278,0.53894813,0.20166845,0.04521373,0.17589027,0.00006702,0.06294287,0.20767956
-5.09954977,0.51110020,0.19182706,0.04258267,0.16787393,0.00006135,0.06135940,0.19636518
-5.09354677,0.48347640,0.18214725,0.04002879,0.15964014,0.00005602,0.05988346,0.18507094
-5.08754377,0.45628117,0.17267370,0.03756318,0.15129963,0.00005101,0.05852501,0.17387023
-5.08154077,0.42972568,0.16345536,0.03519742,0.14296439,0.00004629,0.05729224,0.16284137
-5.07553777,0.40401911,0.15454214,0.03294295,0.13474470,0.00004186,0.05619055,0.15206380
-5.06953477,0.37936003,0.14598169,0.03081048,0.12674608,0.00003770,0.05522155,0.14161441
-5.06353177,0.35592840,0.13781646,0.02880941,0.11906640,0.00003380,0.05438237,0.13156414
-5.05752876,0.33387840,0.13008118,0.02694733,0.11179321,0.00003017,0.05366521,0.12197511
-5.05152576,0.31333275,0.12280087,0.02522957,0.10500142,0.00002679,0.05305725,0.11289828
-5.04552276,0.29437836,0.11598957,0.02365892,0.09875144,0.00002366,0.05254076,0.10437185
-5.03951976,0.27706386,0.10964974,0.02223545,0.09308778,0.00002079,0.05209362,0.09642041
-5.03351676,0.26139875,0.10377230,0.02095645,0.08803822,0.00001816,0.05169002,0.08905478
-5.02751376,0.24735424,0.09833738,0.01981653,0.08361359,0.00001577,0.05130149,0.08227248
-5.02151076,0.23486573,0.09331562,0.01880781,0.07980809,0.00001361,0.05089799,0.07605887
-5.01550775,0.22383650,0.08866982,0.01792023,0.07660013,0.00001167,0.05044916,0.07038870
-5.00950475,0.21414262,0.08435710,0.01714192,0.07395368,0.00000995,0.04992564,0.06522803
-5.00350175,0.20563857,0.08033102,0.01645967,0.07182008,0.00000842,0.04930031,0.06053638
-4.99749875,0.19816344,0.07654392,0.01585936,0.07014013,0.00000708,0.04854941,0.05626893
-4.99149575,0.19154726,0.07294904,0.01532650,0.06884650,0.00000592,0.04765355,0.05237869
-4.98549275,0.18561730,0.06950258,0.01484665,0.06786627,0.00000492,0.04659850,0.04881859
-4.97948974,0.18020407,0.06616531,0.01440593,0.06712353,0.00000406,0.04537571,0.04554323
-4.97348674,0.17514668,0.06290394,0.01399133,0.06654202,0.00000332,0.04398260,0.04251043
-4.96748374,0.17029762,0.05969208,0.01359114,0.06604759,0.00000271,0.04242255,0.03968242
-4.96148074,0.16552669,0.05651076,0.01319516,0.06557057,0.00000219,0.04070472,0.03702671
-4.95547774,0.16072400,0.05334858,0.01279493,0.06504775,0.00000177,0.03884353,0.03451656
-4.94947474,0.15580214,0.05020152,0.01238382,0.06442422,0.00000142,0.03685801,0.03213124
-4.94347174,0.15069743,0.04707243,0.01195715,0.06365474,0.00000115,0.03477105,0.02985597
-4.93746873,0.14537036,0.04397028,0.01151213,0.06270478,0.00000093,0.03260847,0.02768162
-4.93146573,0.13980529,0.04090923,0.01104783,0.06155117,0.00000076,0.03039807,0.02560432
-4.92546273,0.13400952,0.03790769,0.01056507,0.06018236,0.00000065,0.02816877,0.02362493
-4.91945973,0.12801181,0.03498720,0.01006627,0.05859830,0.00000057,0.02594965,0.02174844
-4.91345673,0.12186052,0.03217149,0.00955527,0.05680996,0.00000054,0.02376925,0.01998345
-4.90745373,0.11562151,0.02948552,0.00903717,0.05483857,0.00000054,0.02165489,0.01834164
-4.90145073,0.10937584,0.02695474,0.00851810,0.05271452,0.00000058,0.01963221,0.01683735
-4.89544772,0.10321744,0.02460440,0.00800506,0.05047615,0.00000067,0.01772479,0.01548725
-4.88944472,0.09725082,0.02245912,0.00750572,0.04816822,0.00000081,0.01595402,0.01431018
-4.88344172,0.09158889,0.02054254,0.00702823,0.04584041,0.00000100,0.01433911,0.01332700
-4.87743872,0.08635096,0.01887717,0.00658108,0.04354569,0.00000125,0.01289722,0.01256070
-4.87143572,0.08166085,0.01748437,0.00617299,0.04133865,0.00000157,0.01164370,0.01203644
-4.86543272,0.07764529,0.01638436,0.00581273,0.03927391,0.00000198,0.01059248,0.01178177
-4.85942971,0.07443244,0.01559644,0.00550904,0.03740459,0.00000249,0.00975646,0.01182675
-4.85342671,0.07215049,0.01513902,0.00527057,0.03578087,0.00000312,0.00914799,0.01220420
-4.84742371,0.07092643,0.01502986,0.00510576,0.03444863,0.00000389,0.00877924,0.01294971
-4.84142071,0.07088472,0.01528611,0.00502278,0.03344830,0.00000481,0.00866264,0.01410169
-4.83541771,0.07214603,0.01592434,0.00502942,0.03281381,0.00000591,0.00881120,0.01570118
-4.82941471,0.07482569,0.01696044,0.00513303,0.03257170,0.00000721,0.00923866,0.01779150
-4.82341171,0.07903205,0.01840941,0.00534042,0.03274043,0.00000874,0.00995967,0.02041765
-4.81740870,0.08486455,0.02028499,0.00565772,0.03332981,0.00001052,0.01098964,0.02362550
-4.81140570,0.09241150,0.02259921,0.00609022,0.03434059,0.00001256,0.01234462,0.02746068
-4.80540270,0.10174761,0.02536174,0.00664226,0.03576431,0.00001491,0.01404087,0.03196723
-4.79939970,0.11293117,0.02857914,0.00731700,0.03758325,0.00001756,0.01609439,0.03718601
-4.79339670,0.12600111,0.03225408,0.00811625,0.03977057,0.00002054,0.01852025,0.04315289
-4.78739370,0.14097384,0.03638443,0.00904024,0.04229070,0.00002386,0.02133184,0.04989677
-4.78139070,0.15784018,0.04096235,0.01008744,0.04509989,0.00002752,0.02453996,0.05743751
-4.77538769,0.17656228,0.04597344,0.01125433,0.04814697,0.00003152,0.02815195,0.06578384
-4.76938469,0.19707094,0.05139588,0.01253523,0.05137428,0.00003584,0.03217070,0.07493133
-4.76338169,0.21926334,0.05719978,0.01392218,0.05471889,0.00004047,0.03659375,0.08486055
-4.75737869,0.24300140,0.06334666,0.01540482,0.05811385,0.00004537,0.04141242,0.09553545
-4.75137569,0.26811096,0.06978912,0.01697033,0.06148973,0.00005052,0.04661104,0.10690219
-4.74537269,0.29438190,0.07647081,0.01860352,0.06477619,0.00005586,0.05216637,0.11888835
-4.73936968,0.32156935,0.08332666,0.02028691,0.06790365,0.00006133,0.05804716,0.13140279
-4.73336668,0.34939603,0.09028341,0.02200091,0.07080503,0.00006688,0.06421396,0.14433604
-4.72736368,0.37755581,0.09726053,0.02372417,0.07341737,0.00007242,0.07061917,0.15756140
-4.72136068,0.40571840,0.10417138,0.02543386,0.07568348,0.00007789,0.07720737,0.17093671
-4.71535768,0.43353523,0.11092473,0.02710624,0.07755335,0.00008320,0.08391585,0.18430674
-4.70935468,0.46064618,0.11742653,0.02871705,0.07898543,0.00008828,0.09067550,0.19750625
-4.70335168,0.48668725,0.12358195,0.03024220,0.07994766,0.00009303,0.09741183,0.21036356
-4.69734867,0.51129868,0.12929758,0.03165830,0.08041815,0.00009740,0.10404630,0.22270455
-4.69134567,0.53413347,0.13448371,0.03294333,0.08038565,0.00010130,0.11049777,0.23435699
-4.68534267,0.55486597,0.13905672,0.03407726,0.07984962,0.00010467,0.11668412,0.24515501
-4.67933967,0.57320016,0.14294138,0.03504259,0.07882002,0.00010747,0.12252393,0.25494363
-4.67333667,0.58887747,0.14607301,0.03582496,0.07731676,0.00010966,0.12793822,0.26358309
-4.66733367,0.60168379,0.14839948,0.03641357,0.07536888,0.00011122,0.13285219,0.27095292
-4.66133067,0.61145552,0.14988284,0.03680158,0.07301345,0.00011213,0.13719684,0.27695554
-4.65532766,0.61808433,0.15050075,0.03698638,0.07029438,0.00011243,0.14091052,0.28151935
-4.64932466,0.62152065,0.15024732,0.03696976,0.06726090,0.00011212,0.14394036,0.28460110
-4.64332166,0.62177567,0.14913366,0.03675795,0.06396618,0.00011127,0.14624340,0.28618756
-4.63731866,0.61892187,0.14718789,0.03636158,0.06046573,0.00010993,0.14778767,0.28629640
-4.63131566,0.61309205,0.14445469,0.03579546,0.05681596,0.00010819,0.14855286,0.28497629
-4.62531266,0.60447701,0.14099441,0.03507836,0.05307276,0.00010613,0.14853083,0.28230617
-4.61930965,0.59332178,0.13688179,0.03423255,0.04929026,0.00010388,0.14772586,0.27839381
-4.61330665,0.57992080,0.13220423,0.03328342,0.04551966,0.00010154,0.14615460,0.27337370
-4.60730365,0.56461195,0.12705987,0.03225892,0.04180840,0.00009926,0.14384580,0.26740420
-4.60130065,0.54776974,0.12155529,0.03118898,0.03819936,0.00009715,0.14083971,0.26066431
-4.59529765,0.52979779,0.11580317,0.03010493,0.03473041,0.00009537,0.13718740,0.25334986
-4.58929465,0.51112079,0.10991980,0.02903887,0.03143408,0.00009405,0.13294969,0.24566937
-4.58329165,0.49217607,0.10402259,0.02802298,0.02833744,0.00009334,0.12819602,0.23783970
-4.57728864,0.47340505,0.09822766,0.02708898,0.02546214,0.00009337,0.12300311,0.23008144
-4.57128564,0.45524450,0.09264753,0.02626740,0.02282464,0.00009426,0.11745348,0.22261426
-4.56528264,0.43811807,0.08738901,0.02558706,0.02043646,0.00009615,0.11163392,0.21565229
-4.55927964,0.42242797,0.08255132,0.02507445,0.01830465,0.00009914,0.10563386,0.20939946
-4.55327664,0.40854701,0.07822439,0.02475321,0.01643218,0.00010332,0.09954375,0.20404516
-4.54727364,0.39681123,0.07448751,0.02464361,0.01481844,0.00010877,0.09345340,0.19976003
-4.54127064,0.38751307,0.07140824,0.02476210,0.01345976,0.00011555,0.08745045,0.19669213
-4.53526763,0.38089541,0.06904152,0.02512090,0.01234985,0.00012369,0.08161891,0.19496347
-4.52926463,0.37714639,0.06742916,0.02572769,0.01148029,0.00013319,0.07603772,0.19466713
-4.52326163,0.37639540,0.06659952,0.02658530,0.01084092,0.00014404,0.07077962,0.19586482
-4.51725863,0.37871004,0.06656741,0.02769156,0.01042022,0.00015619,0.06591000,0.19858520
-4.51125563,0.38409451,0.06733433,0.02903920,0.01020564,0.00016956,0.06148610,0.20282286
-4.50525263,0.39248921,0.06888877,0.03061583,0.01018387,0.00018405,0.05755623,0.20853810
-4.49924962,0.40377182,0.07120690,0.03240414,0.01034108,0.00019951,0.05415928,0.21565753
-4.49324662,0.41775988,0.07425327,0.03438204,0.01066316,0.00021580,0.05132440,0.22407557
-4.48724362,0.43421483,0.07798186,0.03652315,0.01113587,0.00023271,0.04907082,0.23365676
-4.48124062,0.45284744,0.08233725,0.03879719,0.01174506,0.00025004,0.04740780,0.24423902
-4.47523762,0.47332479,0.08725596,0.04117070,0.01247679,0.00026757,0.04633487,0.25563758
-4.46923462,0.49527834,0.09266800,0.04360774,0.01331756,0.00028505,0.04584203,0.26764980
-4.46323162,0.51831328,0.09849859,0.04607074,0.01425449,0.00030224,0.04591020,0.28006054
-4.45722861,0.54201872,0.10467003,0.04852145,0.01527552,0.00031890,0.04651177,0.29264810
-4.45122561,0.56597851,0.11110367,0.05092196,0.01636963,0.00033480,0.04761120,0.30519045
-4.44522261,0.58978259,0.11772204,0.05323571,0.01752714,0.00034972,0.04916580,0.31747168
-4.43921961,0.61303830,0.12445099,0.05542857,0.01873991,0.00036347,0.05112658,0.32928848
-4.43321661,0.63538150,0.13122193,0.05746985,0.02000168,0.00037588,0.05343922,0.34045631
-4.42721361,0.65648710,0.13797390,0.05933325,0.02130832,0.00038685,0.05604507,0.35081522
-4.42121061,0.67607870,0.14465564,0.06099774,0.02265808,0.00039628,0.05888238,0.36023501
-4.41520760,0.69393691,0.15122746,0.06244826,0.02405188,0.00040415,0.06188745,0.36861952
-4.40920460,0.70990618,0.15766279,0.06367628,0.02549349,0.00041049,0.06499597,0.37590996
-4.40320160,0.72389974,0.16394944,0.06468019,0.02698968,0.00041536,0.06814438,0.38208707
-4.39719860,0.73590253,0.17009048,0.06546545,0.02855034,0.00041889,0.07127120,0.38717195
-4.39119560,0.74597179,0.17610451,0.06604445,0.03018843,0.00042127,0.07431842,0.39122553
-4.38519260,0.75423538,0.18202553,0.06643626,0.03191992,0.00042271,0.07723278,0.39434668
-4.37918959,0.76088765,0.18790208,0.06666606,0.03376357,0.00042349,0.07996700,0.39666881
-4.37318659,0.76618293,0.19379587,0.06676430,0.03574058,0.00042391,0.08248081,0.39835523
-4.36718359,0.77042677,0.19977970,0.06676577,0.03787419,0.00042429,0.08474188,0.39959323
-4.36118059,0.77396516,0.20593484,0.06670838,0.04018901,0.00042498,0.08672643,0.40058704
-4.35517759,0.77717197,0.21234786,0.06663185,0.04271040,0.00042633,0.08841961,0.40155005
-4.34917459,0.78043495,0.21910696,0.06657628,0.04546361,0.00042867,0.08981561,0.40269635
-4.34317159,0.78414094,0.22629800,0.06658063,0.04847284,0.00043234,0.09091742,0.40423200
-4.33716858,0.78866048,0.23400031,0.06668128,0.05176029,0.00043764,0.09173633,0.40634633
-4.33116558,0.79433268,0.24228239,0.06691053,0.05534504,0.00044481,0.09229113,0.40920368
-4.32516258,0.80145075,0.25119788,0.06729535,0.05924201,0.00045406,0.09260699,0.41293580
-4.31915958,0.81024880,0.26078165,0.06785617,0.06346083,0.00046556,0.09271420,0.41763536
-4.31315658,0.82089060,0.27104656,0.06860594,0.06800485,0.00047937,0.09264672,0.42335088
-4.30715358,0.83346062,0.28198077,0.06954948,0.07287018,0.00049552,0.09244061,0.43008324
