energy_ev,total_up,Hg_p_up,Hg_d_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-6.00000000,0.89489437,0.13195928,0.33942370,0.32795079,0.00000000,0.01111282,0.05434204,0.02397459,0.25027468
-5.99399700,0.88891646,0.12840693,0.33612015,0.31575741,0.00000000,0.01026994,0.05273947,0.02635975,0.25044774
-5.98799400,0.88826561,0.12572483,0.33469805,0.30496061,0.00000000,0.00944568,0.05146487,0.02902016,0.25221234
-5.98199100,0.89327342,0.12396572,0.33528202,0.29579783,0.00000000,0.00864991,0.05054695,0.03194945,0.25565265
-5.97598799,0.90410368,0.12316348,0.33793401,0.28844748,0.00000000,0.00789091,0.05000609,0.03513435,0.26080392
-5.96998499,0.92073883,0.12333051,0.34264864,0.28302372,0.00000000,0.00717536,0.04985323,0.03855420,0.26764852
-5.96398199,0.94297287,0.12445588,0.34935113,0.27957364,0.00000000,0.00650823,0.05008919,0.04218068,0.27611380
-5.95797899,0.97041117,0.12650440,0.35789773,0.27807678,0.00000000,0.00589283,0.05070423,0.04597777,0.28607195
-5.95197599,1.00247716,0.12941646,0.36807881,0.27844687,0.00000000,0.00533093,0.05167809,0.04990204,0.29734187
-5.94597299,1.03842585,0.13310881,0.37962432,0.28053589,0.00000000,0.00482284,0.05298029,0.05390323,0.30969297
-5.93996998,1.07736359,0.13747620,0.39221169,0.28414002,0.00000000,0.00436766,0.05457078,0.05792509,0.32285091
-5.93396698,1.11827355,0.14239375,0.40547559,0.28900744,0.00000000,0.00396347,0.05640101,0.06190661,0.33650507
-5.92796398,1.16004602,0.14772005,0.41901940,0.29484757,0.00000000,0.00360753,0.05841515,0.06578345,0.35031733
-5.92196098,1.20151242,0.15330091,0.43242794,0.30134139,0.00000000,0.00329657,0.06055162,0.06948963,0.36393222
-5.91595798,1.24148188,0.15897355,0.44528093,0.30815260,0.00000000,0.00302701,0.06274484,0.07295943,0.37698770
-5.90995498,1.27877908,0.16457112,0.45716674,0.31493910,0.00000000,0.00279518,0.06492708,0.07612935,0.38912648
-5.90395198,1.31228195,0.16992747,0.46769592,0.32136446,0.00000000,0.00259753,0.06703039,0.07894016,0.40000729
-5.89794897,1.34095795,0.17488195,0.47651402,0.32710894,0.00000000,0.00243083,0.06898859,0.08133893,0.40931583
-5.89194597,1.36389750,0.17928407,0.48331322,0.33187985,0.00000000,0.00229230,0.07073918,0.08328091,0.41677483
-5.88594297,1.38034349,0.18299790,0.48784239,0.33542062,0.00000000,0.00217977,0.07222514,0.08473122,0.42215303
-5.87993997,1.38971564,0.18590606,0.48991517,0.33751861,0.00000000,0.00209176,0.07339658,0.08566629,0.42527259
-5.87393697,1.39162899,0.18791309,0.48941587,0.33801120,0.00000000,0.00202753,0.07421218,0.08607499,0.42601475
-5.86793397,1.38590581,0.18894824,0.48630286,0.33679006,0.00000000,0.00198713,0.07464030,0.08595932,0.42432351
-5.86193097,1.37258058,0.18896731,0.48060958,0.33380353,0.00000000,0.00197138,0.07465985,0.08533470,0.42020723
-5.85592796,1.35189789,0.18795380,0.47244291,0.32905704,0.00000000,0.00198186,0.07426074,0.08422991,0.41373804
