energy_ev,total_up,total_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Ga_p_up,Ga_p_down,Ga_d_up,Ga_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.93396698,1.56015163,-1.56015162,1.03518460,-1.03518459,0.17311951,-0.17311951,0.01917103,-0.01917103,0.00000000,-0.00000000,0.01026196,-0.01026196,1.02658868,-1.02658867
-5.92796398,1.58020885,-1.58020885,1.05109711,-1.05109710,0.18069772,-0.18069772,0.01934714,-0.01934714,0.00000000,-0.00000000,0.01029642,-0.01029642,1.04208719,-1.04208718
-5.92196098,1.59698889,-1.59698888,1.06485691,-1.06485691,0.18822853,-0.18822853,0.01945710,-0.01945710,0.00000000,-0.00000000,0.01030738,-0.01030738,1.05556246,-1.05556245
-5.91595798,1.61064079,-1.61064079,1.07645978,-1.07645977,0.19569193,-0.19569193,0.01950528,-0.01950528,0.00000000,-0.00000000,0.01029925,-0.01029925,1.06706726,-1.06706725
-5.90995498,1.62133090,-1.62133090,1.08590012,-1.08590011,0.20306787,-0.20306786,0.01949727,-0.01949727,0.00000000,-0.00000000,0.01027703,-0.01027703,1.07666108,-1.07666107
-5.90395198,1.62923685,-1.62923684,1.09316806,-1.09316806,0.21033710,-0.21033710,0.01943979,-0.01943979,0.00000000,-0.00000000,0.01024627,-0.01024627,1.08440706,-1.08440705
-5.89794897,1.63454329,-1.63454328,1.09824794,-1.09824793,0.21748239,-0.21748239,0.01934054,-0.01934054,0.00000000,-0.00000000,0.01021296,-0.01021296,1.09037005,-1.09037005
-5.89194597,1.63743949,-1.63743948,1.10111828,-1.10111827,0.22448981,-0.22448981,0.01920809,-0.01920809,0.00000000,-0.00000000,0.01018348,-0.01018348,1.09461604,-1.09461603
-5.88594297,1.63811882,-1.63811881,1.10175351,-1.10175351,0.23135027,-0.23135027,0.01905177,-0.01905177,0.00000000,-0.00000000,0.01016443,-0.01016443,1.09721280,-1.09721279
-5.87993997,1.63678005,-1.63678005,1.10012711,-1.10012711,0.23806104,-0.23806104,0.01888152,-0.01888152,0.00000000,-0.00000000,0.01016261,-0.01016261,1.09823186,-1.09823186
-5.87393697,1.63363008,-1.63363008,1.09621609,-1.09621609,0.24462720,-0.24462720,0.01870776,-0.01870776,0.00000000,-0.00000000,0.01018485,-0.01018485,1.09775135,-1.09775135
-5.86793397,1.62888759,-1.62888759,1.09000645,-1.09000644,0.25106284,-0.25106284,0.01854124,-0.01854124,0.00000000,-0.00000000,0.01023791,-0.01023791,1.09585951,-1.09585950
-5.86193097,1.62278696,-1.62278696,1.08149910,-1.08149910,0.25739188,-0.25739189,0.01839289,-0.01839289,0.00000000,-0.00000000,0.01032834,-0.01032834,1.09265831,-1.09265831
-5.85592796,1.61558179,-1.61558180,1.07071592,-1.07071592,0.26364838,-0.26364838,0.01827369,-0.01827369,0.00000000,-0.00000000,0.01046233,-0.01046233,1.08826686,-1.08826686
-5.84992496,1.60754735,-1.60754736,1.05770515,-1.05770515,0.26987620,-0.26987620,0.01819445,-0.01819445,0.00000000,-0.00000000,0.01064558,-0.01064558,1.08282396,-1.08282396
-5.84392196,1.59898112,-1.59898113,1.04254597,-1.04254597,0.27612803,-0.27612803,0.01816568,-0.01816568,0.00000000,-0.00000000,0.01088307,-0.01088307,1.07648942,-1.07648942
-5.83791896,1.59020114,-1.59020115,1.02535146,-1.02535147,0.28246357,-0.28246357,0.01819733,-0.01819733,0.00000000,-0.00000000,0.01117897,-0.01117897,1.06944377,-1.06944378
-5.83191596,1.58154160,-1.58154161,1.00626996,-1.00626996,0.28894708,-0.28894709,0.01829861,-0.01829861,0.00000000,-0.00000000,0.01153638,-0.01153638,1.06188621,-1.06188621
-5.82591296,1.57334572,-1.57334574,0.98548421,-0.98548422,0.29564420,-0.29564420,0.01847772,-0.01847772,0.00000000,-0.00000000,0.01195718,-0.01195718,1.05403045,-1.05403045
-5.81990995,1.56595586,-1.56595587,0.96320865,-0.96320866,0.30261822,-0.30261823,0.01874162,-0.01874162,0.00000000,-0.00000000,0.01244185,-0.01244185,1.04609882,-1.04609882
-5.81390695,1.55970132,-1.55970134,0.93968453,-0.93968453,0.30992612,-0.30992612,0.01909576,-0.01909577,0.00000000,-0.00000000,0.01298936,-0.01298936,1.03831463,-1.03831464
-5.80790395,1.55488454,-1.55488456,0.91517335,-0.91517335,0.31761427,-0.31761428,0.01954383,-0.01954383,0.00000000,-0.00000000,0.01359696,-0.01359696,1.03089332,-1.03089333
-5.80190095,1.55176626,-1.55176628,0.88994890,-0.88994891,0.32571444,-0.32571444,0.02008751,-0.02008751,0.00000000,-0.00000000,0.01426019,-0.01426019,1.02403284,-1.02403285
-5.79589795,1.55055083,-1.55055085,0.86428839,-0.86428840,0.33424003,-0.33424004,0.02072624,-0.02072624,0.00000000,-0.00000000,0.01497276,-0.01497277,1.01790396,-1.01790397
-5.78989495,1.55137272,-1.55137274,0.83846314,-0.83846314,0.34318309,-0.34318310,0.02145709,-0.02145709,0.00000000,-0.00000000,0.01572664,-0.01572664,1.01264112,-1.01264113
-5.78389195,1.55428511,-1.55428514,0.81272955,-0.81272956,0.35251216,-0.35251217,0.02227458,-0.02227459,0.00000000,-0.00000000,0.01651210,-0.01651210,1.00833461,-1.00833462
-5.77788894,1.55925180,-1.55925183,0.78732085,-0.78732086,0.36217126,-0.36217127,0.02317070,-0.02317070,0.00000000,-0.00000000,0.01731787,-0.01731787,1.00502459,-1.00502461
-5.77188594,1.56614308,-1.56614310,0.76244012,-0.76244012,0.37208016,-0.37208016,0.02413486,-0.02413486,0.00000000,-0.00000000,0.01813140,-0.01813140,1.00269770,-1.00269771
-5.76588294,1.57473637,-1.57473640,0.73825506,-0.73825506,0.38213599,-0.38213600,0.02515407,-0.02515407,0.00000000,-0.00000000,0.01893912,-0.01893912,1.00128638,-1.00128639
-5.75987994,1.58472191,-1.58472194,0.71489486,-0.71489487,0.39221632,-0.39221632,0.02621317,-0.02621317,0.00000000,-0.00000000,0.01972679,-0.01972679,1.00067145,-1.00067147
-5.75387694,1.59571348,-1.59571351,0.69244928,-0.69244929,0.40218336,-0.40218337,0.02729512,-0.02729512,0.00000000,-0.00000000,0.02047995,-0.02047995,1.00068778,-1.00068779
-5.74787394,1.60726405,-1.60726407,0.67096999,-0.67097000,0.41188950,-0.41188951,0.02838146,-0.02838146,0.00000000,-0.00000000,0.02118431,-0.02118431,1.00113285,-1.00113286
-5.74187094,1.61888563,-1.61888565,0.65047408,-0.65047409,0.42118362,-0.42118363,0.02945281,-0.02945281,0.00000000,-0.00000000,0.02182626,-0.02182626,1.00177801,-1.00177802
-5.73586793,1.63007250,-1.63007252,0.63094947,-0.63094948,0.42991802,-0.42991803,0.03048946,-0.03048946,0.00000000,-0.00000000,0.02239329,-0.02239329,1.00238174,-1.00238175
-5.72986493,1.64032666,-1.64032669,0.61236182,-0.61236183,0.43795566,-0.43795566,0.03147207,-0.03147207,0.00000000,-0.00000000,0.02287445,-0.02287445,1.00270416,-1.00270417
-5.72386193,1.64918428,-1.64918430,0.59466250,-0.59466250,0.44517717,-0.44517718,0.03238231,-0.03238231,0.00000000,-0.00000000,0.02326079,-0.02326079,1.00252218,-1.00252219
-5.71785893,1.65624162,-1.65624164,0.57779711,-0.57779712,0.45148744,-0.45148744,0.03320360,-0.03320360,0.00000000,-0.00000000,0.02354563,-0.02354563,1.00164421,-1.00164422
-5.71185593,1.66117915,-1.66117917,0.56171401,-0.56171401,0.45682123,-0.45682123,0.03392176,-0.03392176,0.00000000,-0.00000000,0.02372489,-0.02372489,0.99992379,-0.99992380
-5.70585293,1.66378254,-1.66378255,0.54637226,-0.54637227,0.46114766,-0.46114767,0.03452567,-0.03452567,0.00000000,-0.00000000,0.02379723,-0.02379723,0.99727114,-0.99727114
-5.69984992,1.66395912,-1.66395913,0.53174867,-0.53174867,0.46447319,-0.46447319,0.03500784,-0.03500784,0.00000000,-0.00000000,0.02376413,-0.02376413,0.99366209,-0.99366210
-5.69384692,1.66174922,-1.66174923,0.51784330,-0.51784330,0.46684289,-0.46684289,0.03536477,-0.03536477,0.00000000,-0.00000000,0.02362989,-0.02362989,0.98914386,-0.98914387
-5.68784392,1.65733133,-1.65733134,0.50468337,-0.50468337,0.46834008,-0.46834008,0.03559737,-0.03559737,0.00000000,-0.00000000,0.02340146,-0.02340146,0.98383718,-0.98383718
-5.68184092,1.65102103,-1.65102104,0.49232519,-0.49232519,0.46908410,-0.46908411,0.03571101,-0.03571101,0.00000000,-0.00000000,0.02308824,-0.02308824,0.97793476,-0.97793476
-5.67583792,1.64326338,-1.64326339,0.48085413,-0.48085413,0.46922649,-0.46922650,0.03571559,-0.03571559,0.00000000,-0.00000000,0.02270175,-0.02270175,0.97169610,-0.97169610
-5.66983492,1.63461923,-1.63461924,0.47038260,-0.47038260,0.46894563,-0.46894563,0.03562529,-0.03562529,0.00000000,-0.00000000,0.02225524,-0.02225524,0.96543881,-0.96543881
-5.66383192,1.62574602,-1.62574602,0.46104623,-0.46104623,0.46844017,-0.46844017,0.03545826,-0.03545826,0.00000000,-0.00000000,0.02176326,-0.02176326,0.95952696,-0.95952696
-5.65782891,1.61737374,-1.61737374,0.45299847,-0.45299847,0.46792152,-0.46792152,0.03523603,-0.03523603,0.00000000,-0.00000000,0.02124117,-0.02124117,0.95435694,-0.95435694
-5.65182591,1.61027738,-1.61027738,0.44640385,-0.44640385,0.46760575,-0.46760575,0.03498291,-0.03498291,0.00000000,-0.00000000,0.02070464,-0.02070464,0.95034162,-0.95034162
-5.64582291,1.60524683,-1.60524683,0.44143037,-0.44143037,0.46770528,-0.46770529,0.03472512,-0.03472512,0.00000000,-0.00000000,0.02016917,-0.02016917,0.94789337,-0.94789337
-5.63981991,1.60305564,-1.60305564,0.43824130,-0.43824129,0.46842068,-0.46842068,0.03448990,-0.03448990,0.00000000,-0.00000000,0.01964963,-0.01964963,0.94740690,-0.94740690
-5.63381691,1.60443001,-1.60443001,0.43698683,-0.43698683,0.46993296,-0.46993296,0.03430455,-0.03430455,0.00000000,-0.00000000,0.01915979,-0.01915979,0.94924261,-0.94924261
-5.62781391,1.61001910,-1.61001910,0.43779603,-0.43779603,0.47239669,-0.47239669,0.03419543,-0.03419543,0.00000000,-0.00000000,0.01871200,-0.01871200,0.95371113,-0.95371113
-5.62181091,1.62036810,-1.62036810,0.44076935,-0.44076935,0.47593408,-0.47593408,0.03418694,-0.03418694,0.00000000,-0.00000000,0.01831684,-0.01831684,0.96105976,-0.96105976
-5.61580790,1.63589493,-1.63589493,0.44597211,-0.44597211,0.48063041,-0.48063041,0.03430060,-0.03430060,0.00000000,-0.00000000,0.01798290,-0.01798290,0.97146133,-0.97146133
-5.60980490,1.65687153,-1.65687153,0.45342918,-0.45342918,0.48653080,-0.48653080,0.03455421,-0.03455421,0.00000000,-0.00000000,0.01771661,-0.01771661,0.98500588,-0.98500588
-5.60380190,1.68341041,-1.68341042,0.46312117,-0.46312117,0.49363844,-0.49363844,0.03496105,-0.03496105,0.00000000,-0.00000000,0.01752210,-0.01752210,1.00169549,-1.00169549
-5.59779890,1.71545702,-1.71545702,0.47498220,-0.47498220,0.50191435,-0.50191435,0.03552937,-0.03552937,0.00000000,-0.00000000,0.01740123,-0.01740123,1.02144242,-1.02144242
-5.59179590,1.75278803,-1.75278804,0.48889937,-0.48889937,0.51127863,-0.51127863,0.03626190,-0.03626190,0.00000000,-0.00000000,0.01735362,-0.01735362,1.04407057,-1.04407058
-5.58579290,1.79501579,-1.79501580,0.50471406,-0.50471406,0.52161306,-0.52161306,0.03715572,-0.03715572,0.00000000,-0.00000000,0.01737671,-0.01737671,1.06932022,-1.06932023
-5.57978989,1.84159862,-1.84159864,0.52222489,-0.52222490,0.53276499,-0.53276500,0.03820216,-0.03820216,0.00000000,-0.00000000,0.01746594,-0.01746594,1.09685581,-1.09685581
-5.57378689,1.89185663,-1.89185664,0.54119239,-0.54119239,0.54455239,-0.54455240,0.03938707,-0.03938707,0.00000000,-0.00000000,0.01761495,-0.01761495,1.12627648,-1.12627648
-5.56778389,1.94499247,-1.94499248,0.56134507,-0.56134507,0.55676979,-0.55676979,0.04069118,-0.04069118,0.00000000,-0.00000000,0.01781577,-0.01781577,1.15712896,-1.15712897
-5.56178089,2.00011636,-2.00011637,0.58238690,-0.58238690,0.56919500,-0.56919500,0.04209069,-0.04209069,0.00000000,-0.00000000,0.01805915,-0.01805915,1.18892236,-1.18892237
-5.55577789,2.05627436,-2.05627438,0.60400573,-0.60400573,0.58159635,-0.58159636,0.04355803,-0.04355803,0.00000000,-0.00000000,0.01833476,-0.01833476,1.22114424,-1.22114424
-5.54977489,2.11247896,-2.11247898,0.62588242,-0.62588242,0.59374022,-0.59374022,0.04506276,-0.04506276,0.00000000,-0.00000000,0.01863155,-0.01863155,1.25327743,-1.25327743
-5.54377189,2.16774081,-2.16774082,0.64770042,-0.64770042,0.60539853,-0.60539853,0.04657256,-0.04657256,0.00000000,-0.00000000,0.01893802,-0.01893802,1.28481697,-1.28481697
-5.53776888,2.22110039,-2.22110041,0.66915528,-0.66915529,0.61635615,-0.61635616,0.04805428,-0.04805429,0.00000000,-0.00000000,0.01924255,-0.01924255,1.31528645,-1.31528646
-5.53176588,2.27165845,-2.27165846,0.68996379,-0.68996380,0.62641771,-0.62641771,0.04947509,-0.04947509,0.00000000,-0.00000000,0.01953369,-0.01953369,1.34425316,-1.34425316
-5.52576288,2.31860385,-2.31860387,0.70987236,-0.70987236,0.63541372,-0.63541373,0.05080348,-0.05080348,0.00000000,-0.00000000,0.01980045,-0.01980045,1.37134136,-1.37134137
-5.51975988,2.36123793,-2.36123794,0.72866418,-0.72866418,0.64320575,-0.64320575,0.05201032,-0.05201032,0.00000000,-0.00000000,0.02003260,-0.02003260,1.39624320,-1.39624320
-5.51375688,2.39899398,-2.39899398,0.74616496,-0.74616497,0.64969036,-0.64969036,0.05306977,-0.05306977,0.00000000,-0.00000000,0.02022087,-0.02022087,1.41872661,-1.41872661
-5.50775388,2.43145138,-2.43145138,0.76224684,-0.76224684,0.65480172,-0.65480172,0.05396004,-0.05396004,0.00000000,-0.00000000,0.02035722,-0.02035722,1.43864002,-1.43864002
-5.50175088,2.45834341,-2.45834341,0.77683024,-0.77683024,0.65851267,-0.65851267,0.05466403,-0.05466403,0.00000000,-0.00000000,0.02043502,-0.02043502,1.45591338,-1.45591338
-5.49574787,2.47955854,-2.47955854,0.78988363,-0.78988363,0.66083419,-0.66083419,0.05516976,-0.05516976,0.00000000,-0.00000000,0.02044915,-0.02044915,1.47055552,-1.47055552
-5.48974487,2.49513501,-2.49513500,0.80142107,-0.80142107,0.66181327,-0.66181327,0.05547058,-0.05547058,0.00000000,-0.00000000,0.02039609,-0.02039609,1.48264789,-1.48264789
-5.48374187,2.50524892,-2.50524892,0.81149764,-0.81149764,0.66152919,-0.66152919,0.05556520,-0.05556520,0.00000000,-0.00000000,0.02027401,-0.02027401,1.49233488,-1.49233488
-5.47773887,2.51019649,-2.51019648,0.82020292,-0.82020291,0.66008842,-0.66008842,0.05545750,-0.05545750,0.00000000,-0.00000000,0.02008270,-0.02008270,1.49981112,-1.49981111
-5.47173587,2.51037106,-2.51037105,0.82765275,-0.82765275,0.65761819,-0.65761819,0.05515615,-0.05515615,0.00000000,-0.00000000,0.01982352,-0.01982352,1.50530633,-1.50530632
-5.46573287,2.50623623,-2.50623622,0.83397984,-0.83397983,0.65425923,-0.65425923,0.05467410,-0.05467410,0.00000000,-0.00000000,0.01949928,-0.01949928,1.50906849,-1.50906848
-5.45972986,2.49829627,-2.49829625,0.83932338,-0.83932338,0.65015786,-0.65015786,0.05402782,-0.05402782,0.00000000,-0.00000000,0.01911408,-0.01911408,1.51134611,-1.51134610
-5.45372686,2.48706535,-2.48706533,0.84381851,-0.84381851,0.64545780,-0.64545780,0.05323654,-0.05323654,0.00000000,-0.00000000,0.01867311,-0.01867311,1.51237054,-1.51237053
-5.44772386,2.47303727,-2.47303725,0.84758591,-0.84758591,0.64029230,-0.64029230,0.05232139,-0.05232139,0.00000000,-0.00000000,0.01818240,-0.01818240,1.51233921,-1.51233920
-5.44172086,2.45665708,-2.45665705,0.85072230,-0.85072229,0.63477675,-0.63477675,0.05130442,-0.05130442,0.00000000,-0.00000000,0.01764860,-0.01764860,1.51140077,-1.51140076
-5.43571786,2.43829626,-2.43829624,0.85329222,-0.85329222,0.62900240,-0.62900240,0.05020778,-0.05020777,0.00000000,-0.00000000,0.01707874,-0.01707874,1.50964303,-1.50964302
-5.42971486,2.41823272,-2.41823270,0.85532170,-0.85532170,0.62303140,-0.62303139,0.04905279,-0.04905279,0.00000000,-0.00000000,0.01647993,-0.01647993,1.50708425,-1.50708424
-5.42371186,2.39663666,-2.39663664,0.85679407,-0.85679406,0.61689347,-0.61689347,0.04785922,-0.04785922,0.00000000,-0.00000000,0.01585918,-0.01585918,1.50366849,-1.50366848
-5.41770885,2.37356312,-2.37356309,0.85764832,-0.85764831,0.61058453,-0.61058452,0.04664461,-0.04664461,0.00000000,-0.00000000,0.01522317,-0.01522317,1.49926536,-1.49926535
-5.41170585,2.34895159,-2.34895157,0.85778011,-0.85778011,0.60406716,-0.60406715,0.04542375,-0.04542375,0.00000000,-0.00000000,0.01457811,-0.01457811,1.49367417,-1.49367416
-5.40570285,2.32263278,-2.32263276,0.85704539,-0.85704539,0.59727315,-0.59727314,0.04420832,-0.04420832,0.00000000,-0.00000000,0.01392955,-0.01392955,1.48663249,-1.48663247
-5.39969985,2.29434202,-2.29434200,0.85526659,-0.85526659,0.59010781,-0.59010781,0.04300669,-0.04300669,0.00000000,-0.00000000,0.01328236,-0.01328236,1.47782867,-1.47782866
-5.39369685,2.26373873,-2.26373870,0.85224101,-0.85224100,0.58245599,-0.58245599,0.04182392,-0.04182392,0.00000000,-0.00000000,0.01264062,-0.01264062,1.46691782,-1.46691781
-5.38769385,2.23043082,-2.23043080,0.84775108,-0.84775108,0.57418936,-0.57418936,0.04066186,-0.04066186,0.00000000,-0.00000000,0.01200768,-0.01200768,1.45354035,-1.45354034
-5.38169085,2.19400272,-2.19400270,0.84157600,-0.84157600,0.56517468,-0.56517468,0.03951947,-0.03951947,0.00000000,-0.00000000,0.01138616,-0.01138616,1.43734226,-1.43734225
-5.37568784,2.15404547,-2.15404545,0.83350403,-0.83350402,0.55528255,-0.55528255,0.03839323,-0.03839323,0.00000000,-0.00000000,0.01077801,-0.01077801,1.41799608,-1.41799607
-5.36968484,2.11018730,-2.11018728,0.82334498,-0.82334497,0.54439622,-0.54439622,0.03727764,-0.03727764,0.00000000,-0.00000000,0.01018464,-0.01018464,1.39522141,-1.39522141
-5.36368184,2.06212311,-2.06212309,0.81094221,-0.81094220,0.53241997,-0.53241997,0.03616582,-0.03616582,0.00000000,-0.00000000,0.00960699,-0.00960699,1.36880404,-1.36880403
-5.35767884,2.00964118,-2.00964116,0.79618342,-0.79618341,0.51928659,-0.51928658,0.03505014,-0.03505014,0.00000000,-0.00000000,0.00904568,-0.00904568,1.33861257,-1.33861256
-5.35167584,1.95264583,-1.95264582,0.77900983,-0.77900982,0.50496368,-0.50496368,0.03392284,-0.03392284,0.00000000,-0.00000000,0.00850110,-0.00850110,1.30461189,-1.30461188
-5.34567284,1.89117490,-1.89117489,0.75942318,-0.75942318,0.48945836,-0.48945836,0.03277667,-0.03277667,0.00000000,-0.00000000,0.00797356,-0.00797356,1.26687260,-1.26687259
-5.33966983,1.82541108,-1.82541107,0.73749028,-0.73749028,0.47282015,-0.47282015,0.03160538,-0.03160538,0.00000000,-0.00000000,0.00746333,-0.00746333,1.22557608,-1.22557607
-5.33366683,1.75568675,-1.75568673,0.71334477,-0.71334477,0.45514203,-0.45514202,0.03040426,-0.03040426,0.00000000,-0.00000000,0.00697081,-0.00697081,1.18101500,-1.18101499
-5.32766383,1.68248199,-1.68248197,0.68718621,-0.68718620,0.43655946,-0.43655945,0.02917043,-0.02917043,0.00000000,-0.00000000,0.00649647,-0.00649647,1.13358909,-1.13358908
-5.32166083,1.60641615,-1.60641613,0.65927632,-0.65927631,0.41724765,-0.41724765,0.02790315,-0.02790315,0.00000000,-0.00000000,0.00604101,-0.00604101,1.08379665,-1.08379665
-5.31565783,1.52823328,-1.52823327,0.62993279,-0.62993278,0.39741708,-0.39741707,0.02660395,-0.02660395,0.00000000,-0.00000000,0.00560527,-0.00560527,1.03222204,-1.03222203
-5.30965483,1.44878245,-1.44878244,0.59952085,-0.59952085,0.37730757,-0.37730756,0.02527658,-0.02527658,0.00000000,-0.00000000,0.00519028,-0.00519028,0.97951984,-0.97951984
-5.30365183,1.36899373,-1.36899371,0.56844303,-0.56844302,0.35718129,-0.35718129,0.02392696,-0.02392696,0.00000000,-0.00000000,0.00479720,-0.00479720,0.92639660,-0.92639659
-5.29764882,1.28985128,-1.28985127,0.53712761,-0.53712760,0.33731495,-0.33731495,0.02256295,-0.02256295,0.00000000,-0.00000000,0.00442731,-0.00442731,0.87359065,-0.87359064
-5.29164582,1.21236469,-1.21236468,0.50601633,-0.50601632,0.31799163,-0.31799163,0.02119404,-0.02119404,0.00000000,-0.00000000,0.00408193,-0.00408193,0.82185134,-0.82185133
-5.28564282,1.13753986,-1.13753985,0.47555183,-0.47555183,0.29949255,-0.29949254,0.01983097,-0.01983097,0.00000000,-0.00000000,0.00376235,-0.00376235,0.77191825,-0.77191824
-5.27963982,1.06635087,-1.06635086,0.44616545,-0.44616545,0.28208924,-0.28208924,0.01848536,-0.01848536,0.00000000,-0.00000000,0.00346979,-0.00346979,0.72450137,-0.72450137
-5.27363682,0.99971374,-0.99971373,0.41826576,-0.41826575,0.26603641,-0.26603641,0.01716925,-0.01716925,0.00000000,-0.00000000,0.00320535,-0.00320535,0.68026305,-0.68026304
-5.26763382,0.93846344,-0.93846343,0.39222838,-0.39222837,0.25156573,-0.25156573,0.01589464,-0.01589464,0.00000000,-0.00000000,0.00296991,-0.00296991,0.63980228,-0.63980228
-5.26163082,0.88333462,-0.88333461,0.36838740,-0.36838740,0.23888086,-0.23888086,0.01467315,-0.01467315,0.00000000,-0.00000000,0.00276415,-0.00276415,0.60364198,-0.60364197
-5.25562781,0.83494701,-0.83494700,0.34702867,-0.34702866,0.22815383,-0.22815383,0.01351555,-0.01351555,0.00000000,-0.00000000,0.00258845,-0.00258845,0.57221945,-0.57221945
-5.24962481,0.79379561,-0.79379560,0.32838509,-0.32838508,0.21952289,-0.21952289,0.01243156,-0.01243155,0.00000000,-0.00000000,0.00244294,-0.00244294,0.54588046,-0.54588046
-5.24362181,0.76024601,-0.76024601,0.31263411,-0.31263411,0.21309187,-0.21309187,0.01142949,-0.01142949,0.00000000,-0.00000000,0.00232745,-0.00232745,0.52487680,-0.52487679
-5.23761881,0.73453471,-0.73453471,0.29989728,-0.29989728,0.20893096,-0.20893096,0.01051614,-0.01051614,0.00000000,-0.00000000,0.00224155,-0.00224155,0.50936736,-0.50936736
-5.23161581,0.71677410,-0.71677409,0.29024178,-0.29024178,0.20707897,-0.20707897,0.00969669,-0.00969669,0.00000000,-0.00000000,0.00218457,-0.00218457,0.49942245,-0.49942245
-5.22561281,0.70696169,-0.70696169,0.28368382,-0.28368382,0.20754669,-0.20754669,0.00897462,-0.00897462,0.00000000,-0.00000000,0.00215564,-0.00215564,0.49503099,-0.49503099
-5.21960980,0.70499303,-0.70499303,0.28019356,-0.28019356,0.21032134,-0.21032135,0.00835181,-0.00835181,0.00000000,-0.00000000,0.00215374,-0.00215374,0.49611013,-0.49611013
-5.21360680,0.71067737,-0.71067737,0.27970129,-0.27970129,0.21537184,-0.21537184,0.00782860,-0.00782860,0.00000000,-0.00000000,0.00217779,-0.00217779,0.50251679,-0.50251679
-5.20760380,0.72375537,-0.72375537,0.28210449,-0.28210449,0.22265448,-0.22265448,0.00740397,-0.00740397,0.00000000,-0.00000000,0.00222667,-0.00222667,0.51406043,-0.51406043
-5.20160080,0.74391784,-0.74391785,0.28727542,-0.28727542,0.23211888,-0.23211888,0.00707569,-0.00707569,0.00000000,-0.00000000,0.00229933,-0.00229933,0.53051650,-0.53051650
-5.19559780,0.77082463,-0.77082463,0.29506887,-0.29506887,0.24371387,-0.24371387,0.00684055,-0.00684054,0.00000000,-0.00000000,0.00239482,-0.00239482,0.55163984,-0.55163984
-5.18959480,0.80412260,-0.80412260,0.30532967,-0.30532967,0.25739287,-0.25739287,0.00669454,-0.00669454,0.00000000,-0.00000000,0.00251239,-0.00251240,0.57717740,-0.57717740
-5.18359180,0.84346199,-0.84346199,0.31789957,-0.31789958,0.27311861,-0.27311861,0.00663312,-0.00663312,0.00000000,-0.00000000,0.00265154,-0.00265154,0.60687970,-0.60687970
-5.17758879,0.88851016,-0.88851017,0.33262331,-0.33262332,0.29086685,-0.29086686,0.00665139,-0.00665138,0.00000000,-0.00000000,0.00281201,-0.00281201,0.64051044,-0.64051044
-5.17158579,0.93896219,-0.93896219,0.34935342,-0.34935342,0.31062885,-0.31062885,0.00674423,-0.00674423,0.00000000,-0.00000000,0.00299387,-0.00299387,0.67785378,-0.67785379
-5.16558279,0.99454771,-0.99454772,0.36795375,-0.36795375,0.33241238,-0.33241239,0.00690650,-0.00690650,0.00000000,-0.00000000,0.00319747,-0.00319747,0.71871905,-0.71871905
