energy_ev,total_up,Ga_p_up,Ga_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-6.00000000,0.05542662,0.00171019,0.00000000,0.01401306,0.00000000,0.02818842,0.00554325
-5.99399700,0.06640506,0.00217026,0.00000000,0.01657080,0.00000000,0.03382945,0.00666771
-5.98799400,0.07957923,0.00274158,0.00000000,0.01977836,0.00000000,0.04044269,0.00801579
-5.98199100,0.09517003,0.00344384,0.00000000,0.02370064,0.00000000,0.04811656,0.00961139
-5.97598799,0.11341015,0.00429893,0.00000000,0.02841119,0.00000000,0.05693809,0.01147973
-5.96998499,0.13453796,0.00533076,0.00000000,0.03399061,0.00000000,0.06698992,0.01364676
-5.96398199,0.15879047,0.00656498,0.00000000,0.04052461,0.00000000,0.07834698,0.01613845
-5.95797899,0.18639530,0.00802851,0.00000000,0.04810173,0.00000000,0.09107302,0.01897995
-5.95197599,0.21756178,0.00974904,0.00000000,0.05681059,0.00000000,0.10521700,0.02219470
-5.94597299,0.25247138,0.01175421,0.00000000,0.06673682,0.00000000,0.12080939,0.02580341
-5.93996998,0.29126748,0.01407080,0.00000000,0.07795960,0.00000000,0.13785868,0.02982297
-5.93396698,0.33404500,0.01672368,0.00000000,0.09054787,0.00000000,0.15634811,0.03426534
-5.92796398,0.38083996,0.01973461,0.00000000,0.10455634,0.00000000,0.17623278,0.03913640
-5.92196098,0.43161950,0.02312105,0.00000000,0.12002137,0.00000000,0.19743737,0.04443481
-5.91595798,0.48627267,0.02689478,0.00000000,0.13695680,0.00000000,0.21985449,0.05015100
-5.90995498,0.54460255,0.03106059,0.00000000,0.15535004,0.00000000,0.24334392,0.05626619
-5.90395198,0.60632001,0.03561503,0.00000000,0.17515846,0.00000000,0.26773284,0.06275164
-5.89794897,0.67103979,0.04054522,0.00000000,0.19630639,0.00000000,0.29281700,0.06956812
-5.89194597,0.73827911,0.04582789,0.00000000,0.21868286,0.00000000,0.31836310,0.07666558
-5.88594297,0.80745935,0.05142869,0.00000000,0.24214036,0.00000000,0.34411224,0.08398320
-5.87993997,0.87791106,0.05730178,0.00000000,0.26649475,0.00000000,0.36978451,0.09144980
-5.87393697,0.94888248,0.06338990,0.00000000,0.29152651,0.00000000,0.39508455,0.09898457
-5.86793397,1.01955165,0.06962477,0.00000000,0.31698347,0.00000000,0.41970811,0.10649827
-5.86193097,1.08904197,0.07592805,0.00000000,0.34258493,0.00000000,0.44334931,0.11389476
-5.85592796,1.15644104,0.08221270,0.00000000,0.36802739,0.00000000,0.46570843,0.12107291
-5.84992496,1.22082223,0.08838489,0.00000000,0.39299152,0.00000000,0.48650003,0.12792890
-5.84392196,1.28126842,0.09434619,0.00000000,0.41715043,0.00000000,0.50546109,0.13435873
-5.83791896,1.33689709,0.09999625,0.00000000,0.44017874,0.00000000,0.52235877,0.14026093
-5.83191596,1.38688593,0.10523561,0.00000000,0.46176237,0.00000000,0.53699769,0.14553939
-5.82591296,1.43049775,0.10996876,0.00000000,0.48160835,0.00000000,0.54922619,0.15010621
-5.81990995,1.46710391,0.11410714,0.00000000,0.49945446,0.00000000,0.55894138,0.15388434
-5.81390695,1.49620489,0.11757206,0.00000000,0.51507812,0.00000000,0.56609276,0.15681008
-5.80790395,1.51744722,0.12029732,0.00000000,0.52830400,0.00000000,0.57068409,0.15883517
-5.80190095,1.53063571,0.12223156,0.00000000,0.53901011,0.00000000,0.57277339,0.15992845
-5.79589795,1.53574042,0.12333999,0.00000000,0.54713181,0.00000000,0.57247101,0.16007699
-5.78989495,1.53289768,0.12360561,0.00000000,0.55266360,0.00000000,0.56993576,0.15928659
-5.78389195,1.52240517,0.12302975,0.00000000,0.55565845,0.00000000,0.56536917,0.15758169
-5.77788894,1.50471094,0.12163202,0.00000000,0.55622472,0.00000000,0.55900805,0.15500458
-5.77188594,1.48039687,0.11944946,0.00000000,0.55452068,0.00000000,0.55111569,0.15161404
-5.76588294,1.45015721,0.11653517,0.00000000,0.55074695,0.00000000,0.54197196,0.14748338
-5.75987994,1.41477312,0.11295630,0.00000000,0.54513711,0.00000000,0.53186276,0.14269803
-5.75387694,1.37508435,0.10879168,0.00000000,0.53794712,0.00000000,0.52106933,0.13735273
-5.74787394,1.33195949,0.10412897,0.00000000,0.52944392,0.00000000,0.50985775,0.13154847
-5.74187094,1.28626594,0.09906171,0.00000000,0.51989391,0.00000000,0.49846938,0.12538934
-5.73586793,1.23884126,0.09368629,0.00000000,0.50955188,0.00000000,0.48711233,0.11897937
-5.72986493,1.19046702,0.08809888,0.00000000,0.49865095,0.00000000,0.47595479,0.11241956
-5.72386193,1.14184642,0.08239271,0.00000000,0.48739412,0.00000000,0.46512012,0.10580517
-5.71785893,1.09358650,0.07665553,0.00000000,0.47594768,0.00000000,0.45468424,0.09922340
-5.71185593,1.04618574,0.07096752,0.00000000,0.46443698,0.00000000,0.44467530,0.09275152
-5.70585293,1.00002728,0.06539964,0.00000000,0.45294457,0.00000000,0.43507557,0.08645554
-5.69984992,0.95537789,0.06001247,0.00000000,0.44151079,0.00000000,0.42582559,0.08038941
-5.69384692,0.91239240,0.05485558,0.00000000,0.43013668,0.00000000,0.41683015,0.07459476
-5.68784392,0.87112288,0.04996729,0.00000000,0.41878889,0.00000000,0.40796585,0.06910112
-5.68184092,0.83153209,0.04537499,0.00000000,0.40740630,0.00000000,0.39908984,0.06392661
-5.67583792,0.79350985,0.04109572,0.00000000,0.39590789,0.00000000,0.39004918,0.05907904
-5.66983492,0.75689152,0.03713719,0.00000000,0.38420117,0.00000000,0.38069035,0.05455716
-5.66383192,0.72147730,0.03349888,0.00000000,0.37219094,0.00000000,0.37086846,0.05035232
-5.65782891,0.68705130,0.03017340,0.00000000,0.35978761,0.00000000,0.36045564,0.04645001
-5.65182591,0.65339935,0.02714790,0.00000000,0.34691469,0.00000000,0.34934815,0.04283153
-5.64582291,0.62032469,0.02440542,0.00000000,0.33351519,0.00000000,0.33747209,0.03947559
-5.63981991,0.58766089,0.02192619,0.00000000,0.31955635,0.00000000,0.32478721,0.03635972
-5.63381691,0.55528151,0.01968891,0.00000000,0.30503284,0.00000000,0.31128894,0.03346149
-5.62781391,0.52310628,0.01767170,0.00000000,0.28996812,0.00000000,0.29700855,0.03075955
-5.62181091,0.49110384,0.01585303,0.00000000,0.27441404,0.00000000,0.28201146,0.02823437
-5.61580790,0.45929119,0.01421239,0.00000000,0.25844896,0.00000000,0.26639405,0.02586876
-5.60980490,0.42773027,0.01273080,0.00000000,0.24217440,0.00000000,0.25027912,0.02364819
-5.60380190,0.39652211,0.01139111,0.00000000,0.22571064,0.00000000,0.23381034,0.02156081
-5.59779890,0.36579926,0.01017821,0.00000000,0.20919158,0.00000000,0.21714610,0.01959738
-5.59179590,0.33571704,0.00907908,0.00000000,0.19275920,0.00000000,0.20045306,0.01775103
-5.58579290,0.30644427,0.00808274,0.00000000,0.17655792,0.00000000,0.18389981,0.01601689
-5.57978989,0.27815417,0.00718015,0.00000000,0.16072917,0.00000000,0.16765086,0.01439174
-5.57378689,0.25101586,0.00636405,0.00000000,0.14540658,0.00000000,0.15186140,0.01287353
-5.56778389,0.22518695,0.00562884,0.00000000,0.13071181,0.00000000,0.13667284,0.01146106
-5.56178089,0.20080755,0.00497040,0.00000000,0.11675129,0.00000000,0.12220944,0.01015353
-5.55577789,0.17799589,0.00438599,0.00000000,0.10361396,0.00000000,0.10857605,0.00895028
-5.54977489,0.15684574,0.00387421,0.00000000,0.09136999,0.00000000,0.09585694,0.00785055
-5.54377189,0.13742544,0.00343501,0.00000000,0.08007058,0.00000000,0.08411575,0.00685333
-5.53776888,0.11977874,0.00306970,0.00000000,0.06974853,0.00000000,0.07339644,0.00595728
-5.53176588,0.10392696,0.00278116,0.00000000,0.06041974,0.00000000,0.06372510,0.00516076
-5.52576288,0.08987253,0.00257403,0.00000000,0.05208535,0.00000000,0.05511249,0.00446188
