energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up
-3.42471236,3.22913806,0.41438604,1.72565199,0.01688939,0.01434274,0.16679445,1.35363716,0.18904114,0.00000000
-3.41870935,3.27110653,0.41525359,1.73898095,0.01756773,0.01403399,0.16864487,1.38363859,0.19409463,0.00000000
-3.41270635,3.31558705,0.41710429,1.75667613,0.01816721,0.01386992,0.17045977,1.41195338,0.19888534,0.00000000
-3.40670335,3.36287397,0.42008347,1.77902814,0.01867753,0.01385572,0.17223460,1.43855995,0.20337050,0.00000000
-3.40070035,3.41318117,0.42431248,1.80620849,0.01909027,0.01399609,0.17396392,1.46346787,0.20751119,0.00000000
-3.39469735,3.46662884,0.42988240,1.83825650,0.01939923,0.01429541,0.17564145,1.48671814,0.21127320,0.00000000
-3.38869435,3.52323360,0.43684831,1.87506977,0.01960079,0.01475781,0.17726018,1.50838375,0.21462766,0.00000000
-3.38269135,3.58290273,0.44522468,1.91639883,0.01969407,0.01538731,0.17881249,1.52857029,0.21755162,0.00000000
-3.37668834,3.64543316,0.45498196,1.96184666,0.01968109,0.01618789,0.18029027,1.54741667,0.22002837,0.00000000
-3.37068534,3.71051535,0.46604475,2.01087350,0.01956678,0.01716345,0.18168522,1.56509574,0.22204769,0.00000000
-3.36468234,3.77774230,0.47829168,2.06280712,0.01935893,0.01831783,0.18298901,1.58181458,0.22360591,0.00000000
-3.35867934,3.84662343,0.49155719,2.11685858,0.01906794,0.01965471,0.18419371,1.59781436,0.22470574,0.00000000
-3.35267634,3.91660284,0.50563516,2.17214313,0.01870663,0.02117751,0.18529203,1.61336934,0.22535606,0.00000000
-3.34667334,3.98708113,0.52028439,2.22770565,0.01828985,0.02288923,0.18627777,1.62878505,0.22557146,0.00000000
-3.34067034,4.05743993,0.53523573,2.28254993,0.01783401,0.02479227,0.18714611,1.64439504,0.22537166,0.00000000
-3.33466733,4.12706774,0.55020058,2.33567048,0.01735667,0.02688817,0.18789403,1.66055639,0.22478089,0.00000000
-3.32866433,4.19538582,0.56488048,2.38608590,0.01687598,0.02917742,0.18852060,1.67764358,0.22382705,0.00000000
-3.32266133,4.26187268,0.57897735,2.43287217,0.01641015,0.03165914,0.18902719,1.69604075,0.22254084,0.00000000
-3.31665833,4.32608584,0.59220383,2.47519464,0.01597690,0.03433081,0.18941763,1.71613235,0.22095487,0.00000000
-3.31065533,4.38767941,0.60429341,2.51233715,0.01559300,0.03718802,0.18969827,1.73829230,0.21910270,0.00000000
-3.30465233,4.44641663,0.61500977,2.54372712,0.01527373,0.04022415,0.18987784,1.76287181,0.21701781,0.00000000
-3.29864932,4.50217630,0.62415486,2.56895531,0.01503247,0.04343014,0.18996725,1.79018626,0.21473275,0.00000000
-3.29264632,4.55495273,0.63157545,2.58778947,0.01488034,0.04679424,0.18997921,1.82050143,0.21227822,0.00000000
-3.28664332,4.60484911,0.63716782,2.60018121,0.01482589,0.05030185,0.18992774,1.85401965,0.20968230,0.00000000
-3.28064032,4.65206441,0.64088028,2.60626585,0.01487487,0.05393537,0.18982752,1.89086640,0.20696980,0.00000000
-3.27463732,4.69687456,0.64271362,2.60635515,0.01503007,0.05767419,0.18969324,1.93107786,0.20416178,0.00000000
-3.26863432,4.73960892,0.64271940,2.60092348,0.01529125,0.06149467,0.18953876,1.97459025,0.20127524,0.00000000
-3.26263132,4.78062322,0.64099621,2.59058798,0.01565516,0.06537029,0.18937642,2.02123132,0.19832299,0.00000000
-3.25662831,4.82027065,0.63768418,2.57608376,0.01611563,0.06927185,0.18921619,2.07071478,0.19531380,0.00000000
-3.25062531,4.85887256,0.63295807,2.55823512,0.01666368,0.07316779,0.18906502,2.12263799,0.19225269,0.00000000
-3.24462231,4.89669072,0.62701923,2.53792442,0.01728783,0.07702460,0.18892625,2.17648351,0.18914148,0.00000000
-3.23861931,4.93390250,0.62008705,2.51605958,0.01797430,0.08080733,0.18879915,2.23162461,0.18597950,0.00000000
-3.23261631,4.97058063,0.61239002,2.49354196,0.01870745,0.08448014,0.18867862,2.28733493,0.18276442,0.00000000
-3.22661331,5.00667866,0.60415712,2.47123568,0.01947013,0.08800695,0.18855518,2.34280222,0.17949324,0.00000000
-3.22061031,5.04202297,0.59560977,2.44993969,0.02024412,0.09135212,0.18841504,2.39714593,0.17616329,0.00000000
-3.21460730,5.07631187,0.58695471,2.43036352,0.02101064,0.09448112,0.18824046,2.44943822,0.17277324,0.00000000
-3.20860430,5.10912187,0.57837802,2.41310746,0.02175085,0.09736125,0.18801030,2.49872764,0.16932408,0.00000000
-3.20260130,5.13992071,0.57004051,2.39864779,0.02244629,0.09996223,0.18770074,2.54406500,0.16581995,0.00000000
-3.19659830,5.16808649,0.56207462,2.38732718,0.02307944,0.10225684,0.18728612,2.58453015,0.16226877,0.00000000
-3.19059530,5.19293192,0.55458268,2.37935046,0.02363420,0.10422145,0.18673991,2.61925908,0.15868275,0.00000000
-3.18459230,5.21373223,0.54763666,2.37478540,0.02409626,0.10583635,0.18603574,2.64746991,0.15507859,0.00000000
-3.17858929,5.22975539,0.54127915,2.37356817,0.02445353,0.10708617,0.18514843,2.66848709,0.15147743,0.00000000
-3.17258629,5.24029299,0.53552544,2.37551300,0.02469649,0.10796002,0.18405497,2.68176256,0.14790455,0.00000000
-3.16658329,5.24469030,0.53036649,2.38032525,0.02481836,0.10845156,0.18273544,2.68689316,0.14438884,0.00000000
-3.16058029,5.24237403,0.52577255,2.38761730,0.02481529,0.10855902,0.18117382,2.68363355,0.14096199,0.00000000
-3.15457729,5.23287661,0.52169716,2.39692640,0.02468643,0.10828505,0.17935865,2.67190406,0.13765758,0.00000000
-3.14857429,5.21585589,0.51808138,2.40773388,0.02443388,0.10763651,0.17728345,2.65179322,0.13450997,0.00000000
-3.14257129,5.19110972,0.51485797,2.41948491,0.02406256,0.10662415,0.17494712,2.62355488,0.13155316,0.00000000
-3.13656828,5.15858503,0.51195534,2.43160828,0.02357999,0.10526236,0.17235400,2.58760011,0.12881962,0.00000000
-3.13056528,5.11838131,0.50930128,2.44353573,0.02299599,0.10356870,0.16951390,2.54448426,0.12633920,0.00000000
-3.12456228,5.07074893,0.50682615,2.45472025,0.02232236,0.10156361,0.16644194,2.49488975,0.12413811,0.00000000
-3.11855928,5.01608276,0.50446566,2.46465321,0.02157241,0.09926995,0.16315829,2.43960551,0.12223809,0.00000000
-3.11255628,4.95491198,0.50216314,2.47288000,0.02076058,0.09671267,0.15968783,2.37950375,0.12065579,0.00000000
-3.10655328,4.88788688,0.49987136,2.47901394,0.01990197,0.09391844,0.15605978,2.31551535,0.11940240,0.00000000
-3.10055028,4.81576377,0.49755386,2.48274852,0.01901193,0.09091535,0.15230733,2.24860455,0.11848351,0.00000000
-3.09454727,4.73938894,0.49518591,2.48386777,0.01810564,0.08773259,0.14846725,2.17974424,0.11789924,0.00000000
-3.08854427,4.65968253,0.49275521,2.48225468,0.01719775,0.08440019,0.14457960,2.10989260,0.11764464,0.00000000
-3.08254127,4.57762313,0.49026216,2.47789761,0.01630210,0.08094877,0.14068738,2.03997190,0.11771033,0.00000000
-3.07653827,4.49423353,0.48772007,2.47089470,0.01543148,0.07740932,0.13683638,1.97085026,0.11808330,0.00000000
-3.07053527,4.41056809,0.48515503,2.46145588,0.01459746,0.07381296,0.13307487,1.90332661,0.11874787,0.00000000
-3.06453227,4.32770157,0.48260563,2.44990254,0.01381029,0.07019075,0.12945348,1.83811932,0.11968680,0.00000000
-3.05852926,4.24671937,0.48012244,2.43666449,0.01307887,0.06657342,0.12602500,1.77585850,0.12088234,0.00000000
-3.05252626,4.16870866,0.47776732,2.42227404,0.01241077,0.06299116,0.12284404,1.71708183,0.12231729,0.00000000
-3.04652326,4.09474976,0.47561226,2.40735692,0.01181232,0.05947337,0.11996679,1.66223368,0.12397604,0.00000000
-3.04052026,4.02590716,0.47373801,2.39261990,0.01128868,0.05604837,0.11745045,1.61166705,0.12584531,0.00000000
-3.03451726,3.96321926,0.47223227,2.37883492,0.01084395,0.05274314,0.11535269,1.56564780,0.12791479,0.00000000
-3.02851426,3.90768625,0.47118729,2.36681976,0.01048132,0.04958298,0.11373076,1.52436053,0.13017752,0.00000000
-3.02251126,3.86025539,0.47069720,2.35741528,0.01020317,0.04659126,0.11264051,1.48791555,0.13262989,0.00000000
-3.01650825,3.82180356,0.47085469,2.35145968,0.01001115,0.04378905,0.11213519,1.45635617,0.13527150,0.00000000
-3.01050525,3.79311669,0.47174734,2.34976019,0.00990627,0.04119485,0.11226402,1.42966594,0.13810459,0.00000000
-3.00450225,3.77486656,0.47345366,2.35306284,0.00988892,0.03882431,0.11307068,1.40777522,0.14113327,0.00000000
-2.99849925,3.76758547,0.47603885,2.36202143,0.00995889,0.03668994,0.11459166,1.39056689,0.14436249,0.00000000
-2.99249625,3.77163973,0.47955067,2.37716661,0.01011536,0.03480092,0.11685454,1.37788087,0.14779688,0.00000000
-2.98649325,3.78720334,0.48401540,2.39887651,0.01035684,0.03316294,0.11987640,1.36951757,0.15143944,0.00000000
-2.98049025,3.81423331,0.48943434,2.42735025,0.01068111,0.03177804,0.12366232,1.36524034,0.15529025,0.00000000
-2.97448724,3.85244848,0.49578099,2.46258564,0.01108518,0.03064461,0.12820406,1.36477708,0.15934522,0.00000000
-2.96848424,3.90131351,0.50299915,2.50436267,0.01156523,0.02975742,0.13347911,1.36782157,0.16359507,0.00000000
-2.96248124,3.96002995,0.51100220,2.55223380,0.01211655,0.02910769,0.13945012,1.37403483,0.16802449,0.00000000
-2.95647824,4.02753575,0.51967367,2.60552226,0.01273351,0.02868336,0.14606477,1.38304695,0.17261165,0.00000000
-2.95047524,4.10251455,0.52886932,2.66332893,0.01340959,0.02846927,0.15325622,1.39445996,0.17732811,0.00000000
-2.94447224,4.18341564,0.53842057,2.72454835,0.01413738,0.02844763,0.16094398,1.40785198,0.18213910,0.00000000
-2.93846923,4.26848452,0.54813944,2.78789363,0.01490869,0.02859834,0.16903547,1.42278304,0.18700428,0.00000000
-2.93246623,4.35580407,0.55782475,2.85192996,0.01571460,0.02889955,0.17742802,1.43880260,0.19187884,0.00000000
-2.92646323,4.44334507,0.56726933,2.91511559,0.01654562,0.02932820,0.18601135,1.45545883,0.19671498,0.00000000
-2.92046023,4.52902473,0.57626807,2.97584910,0.01739182,0.02986056,0.19467043,1.47230935,0.20146376,0.00000000
-2.91445723,4.61077089,0.58462631,3.03252114,0.01824301,0.03047287,0.20328868,1.48893311,0.20607698,0.00000000
-2.90845423,4.68658940,0.59216833,3.08356864,0.01908892,0.03114188,0.21175125,1.50494293,0.21050929,0.00000000
-2.90245123,4.75463185,0.59874538,3.12752935,0.01991934,0.03184548,0.21994843,1.51999793,0.21472022,0.00000000
-2.89644822,4.81326051,0.60424296,3.16309427,0.02072433,0.03256319,0.22777890,1.53381531,0.21867605,0.00000000
-2.89044522,4.86110747,0.60858688,3.18915588,0.02149431,0.03327666,0.23515272,1.54618057,0.22235140,0.00000000
-2.88444222,4.89712521,0.61174790,3.20484994,0.02222026,0.03397000,0.24199407,1.55695573,0.22573052,0.00000000
-2.87843922,4.92062599,0.61374450,3.20958907,0.02289378,0.03463018,0.24824338,1.56608462,0.22880804,0.00000000
-2.87243622,4.93130826,0.61464389,3.20308659,0.02350719,0.03524715,0.25385899,1.57359519,0.23158933,0.00000000
-2.86643322,4.92926855,0.61456085,3.18536951,0.02405363,0.03581395,0.25881814,1.57959810,0.23409024,0.00000000
-2.86043022,4.91499828,0.61365471,3.15678020,0.02452704,0.03632672,0.26311731,1.58428190,0.23633636,0.00000000
-2.85442721,4.88936557,0.61212441,3.11796656,0.02492225,0.03678454,0.26677190,1.58790471,0.23836181,0.00000000
-2.84842421,4.85358264,0.61020194,3.06986106,0.02523501,0.03718924,0.26981519,1.59078272,0.24020756,0.00000000
-2.84242121,4.80916042,0.60814427,3.01364971,0.02546198,0.03754505,0.27229674,1.59327608,0.24191940,0.00000000
-2.83641821,4.75785219,0.60622438,2.95073208,0.02560075,0.03785821,0.27428026,1.59577291,0.24354573,0.00000000
-2.83041521,4.70158887,0.60472139,2.88267406,0.02564992,0.03813655,0.27584093,1.59867193,0.24513517,0.00000000
-2.82441221,4.64240843,0.60391046,2.81115534,0.02560908,0.03838896,0.27706249,1.60236478,0.24673412,0.00000000
-2.81840920,4.58238263,0.60405274,2.73791362,0.02547887,0.03862494,0.27803394,1.60721878,0.24838447,0.00000000
-2.81240620,4.52354386,0.60538569,2.66468762,0.02526103,0.03885404,0.27884621,1.61356072,0.25012150,0.00000000
-2.80640320,4.46781491,0.60811417,2.59316120,0.02495844,0.03908540,0.27958884,1.62166265,0.25197206,0.00000000
-2.80040020,4.41694427,0.61240260,2.52491045,0.02457512,0.03932736,0.28034664,1.63172999,0.25395307,0.00000000
-2.79439720,4.37244933,0.61836836,2.46135564,0.02411636,0.03958699,0.28119673,1.64389243,0.25607056,0.00000000
-2.78839420,4.33556907,0.62607675,2.40371966,0.02358863,0.03986987,0.28220584,1.65819789,0.25831903,0.00000000
-2.78239120,4.30722794,0.63553754,2.35299427,0.02299965,0.04017983,0.28342802,1.67460968,0.26068139,0.00000000
-2.77638819,4.28801158,0.64670322,2.30991506,0.02235834,0.04051881,0.28490289,1.69300666,0.26312927,0.00000000
-2.77038519,4.27815509,0.65946910,2.27494588,0.02167480,0.04088682,0.28665450,1.71318630,0.26562384,0.00000000
-2.76438219,4.27754356,0.67367505,2.24827294,0.02096019,0.04128203,0.28869074,1.73487045,0.26811704,0.00000000
-2.75837919,4.28572469,0.68910896,2.22980856,0.02022669,0.04170083,0.29100347,1.75771327,0.27055305,0.00000000
-2.75237619,4.30193249,0.70551182,2.21920416,0.01948729,0.04213810,0.29356924,1.78131110,0.27287020,0.00000000
-2.74637319,4.32512101,0.72258416,2.21587179,0.01875573,0.04258748,0.29635073,1.80521379,0.27500300,0.00000000
-2.74037019,4.35400662,0.73999379,2.21901314,0.01804625,0.04304172,0.29929871,1.82893710,0.27688434,0.00000000
-2.73436718,4.38711723,0.75738459,2.22765484,0.01737343,0.04349299,0.30235450,1.85197575,0.27844775,0.00000000
-2.72836418,4.42284645,0.77438607,2.24068862,0.01675198,0.04393339,0.30545292,1.87381685,0.27962969,0.00000000
-2.72236118,4.45951086,0.79062345,2.25691459,0.01619652,0.04435523,0.30852545,1.89395323,0.28037172,0.00000000
-2.71635818,4.49540830,0.80572798,2.27508610,0.01572133,0.04475149,0.31150355,1.91189653,0.28062250,0.00000000
-2.71035518,4.52887491,0.81934710,2.29395432,0.01534013,0.04511617,0.31432200,1.92718963,0.28033959,0.00000000
-2.70435218,4.55833921,0.83115430,2.31231087,0.01506581,0.04544454,0.31692198,1.93941818,0.27949096,0.00000000
-2.69834917,4.58237092,0.84085805,2.32902696,0.01491017,0.04573341,0.31925393,1.94822092,0.27805607,0.00000000
-2.69234617,4.59972302,0.84820983,2.34308735,0.01488365,0.04598129,0.32127971,1.95329860,0.27602666,0.00000000
-2.68634317,4.60936536,0.85301072,2.35361824,0.01499505,0.04618838,0.32297430,1.95442106,0.27340705,0.00000000
-2.68034017,4.61050869,0.85511636,2.35990780,0.01525125,0.04635661,0.32432667,1.95143238,0.27021397,0.00000000
-2.67433717,4.60261825,0.85444014,2.36141900,0.01565691,0.04648945,0.32533976,1.94425378,0.26647596,0.00000000
-2.66833417,4.58541651,0.85095444,2.35779430,0.01621420,0.04659168,0.32602976,1.93288411,0.26223232,0.00000000
-2.66233117,4.55887512,0.84468986,2.34885238,0.01692252,0.04666904,0.32642440,1.91739776,0.25753168,0.00000000
-2.65632816,4.52319676,0.83573248,2.33457743,0.01777827,0.04672788,0.32656065,1.89794018,0.25243014,0.00000000
-2.65032516,4.47878779,0.82421923,2.31510185,0.01877462,0.04677462,0.32648159,1.87472077,0.24698925,0.00000000
-2.64432216,4.42622335,0.81033169,2.29068353,0.01990141,0.04681533,0.32623303,1.84800374,0.24127364,0.00000000
-2.63831916,4.36620685,0.79428837,2.26167907,0.02114505,0.04685518,0.32585969,1.81809695,0.23534871,0.00000000
-2.63231616,4.29952595,0.77633614,2.22851473,0.02248853,0.04689796,0.32540137,1.78533949,0.22927820,0.00000000
-2.62631316,4.22700770,0.75674090,2.19165655,0.02391154,0.04694568,0.32488939,1.75008841,0.22312202,0.00000000
-2.62031016,4.14947504,0.73577812,2.15158161,0.02539075,0.04699820,0.32434337,1.71270528,0.21693421,0.00000000
-2.61430715,4.06770737,0.71372363,2.10875172,0.02690011,0.04705300,0.32376864,1.67354334,0.21076127,0.00000000
-2.60830415,3.98240709,0.69084507,2.06359122,0.02841134,0.04710502,0.32315449,1.63293601,0.20464096,0.00000000
-2.60230115,3.89417417,0.66739439,2.01646975,0.02989459,0.04714673,0.32247337,1.59118718,0.19860149,0.00000000
-2.59629815,3.80348982,0.64360179,1.96769090,0.03131906,0.04716826,0.32168110,1.54856409,0.19266139,0.00000000
-2.59029515,3.71071032,0.61967117,1.91748710,0.03265387,0.04715773,0.32071811,1.50529309,0.18682973,0.00000000
-2.58429215,3.61607084,0.59577739,1.86602070,0.03386886,0.04710167,0.31951169,1.46155860,0.18110704,0.00000000
-2.57828914,3.51969907,0.57206537,1.81339090,0.03493551,0.04698560,0.31797914,1.41750525,0.17548660,0.00000000
-2.57228614,3.42163731,0.54865085,1.75964571,0.03582779,0.04679470,0.31603167,1.37324315,0.16995619,0.00000000
-2.56628314,3.32187169,0.52562276,1.70479799,0.03652301,0.04651446,0.31357879,1.32885585,0.16450009,0.00000000
-2.56028014,3.22036623,0.50304697,1.64884416,0.03700259,0.04613153,0.31053302,1.28441061,0.15910140,0.00000000
-2.55427714,3.11709974,0.48097097,1.59178442,0.03725265,0.04563434,0.30681469,1.23997022,0.15374429,0.00000000
-2.54827414,3.01210292,0.45942936,1.53364271,0.03726457,0.04501388,0.30235643,1.19560557,0.14841634,0.00000000
-2.54227114,2.90549331,0.43844956,1.47448544,0.03703526,0.04426428,0.29710734,1.15140834,0.14311061,0.00000000
-2.53626813,2.79750601,0.41805745,1.41443738,0.03656734,0.04338331,0.29103642,1.10750282,0.13782755,0.00000000
-2.53026513,2.68851798,0.39828263,1.35369394,0.03586906,0.04237277,0.28413522,1.06405614,0.13257643,0.00000000
-2.52426213,2.57906466,0.37916295,1.29252902,0.03495410,0.04123870,0.27641948,1.02128629,0.12737641,0.00000000
-2.51825913,2.46984772,0.36074800,1.23129788,0.03384108,0.03999148,0.26792987,0.97946736,0.12225713,0.00000000
-2.51225613,2.36173343,0.34310147,1.17043507,0.03255309,0.03864573,0.25873158,0.93893156,0.11725874,0.00000000
-2.50625313,2.25574174,0.32630227,1.11044738,0.03111689,0.03722008,0.24891296,0.90006784,0.11243147,0.00000000
-2.50025013,2.15302651,0.31044429,1.05190242,0.02956219,0.03573682,0.23858331,0.86331714,0.10783478,0.00000000
-2.49424712,2.05484786,0.29563493,0.99541330,0.02792071,0.03422140,0.22786984,0.82916430,0.10353595,0.00000000
-2.48824412,1.96253787,0.28199243,0.94162053,0.02622538,0.03270188,0.21691401,0.79812691,0.09960851,0.00000000
-2.48224112,1.87746142,0.26964231,0.89117173,0.02450939,0.03120826,0.20586743,0.77074168,0.09613020,0.00000000
-2.47623812,1.80097362,0.25871287,0.84470046,0.02280539,0.02977182,0.19488758,0.74754861,0.09318089,0.00000000
-2.47023512,1.73437600,0.24933029,0.80280507,0.02114473,0.02842441,0.18413334,0.72907388,0.09084033,0.00000000
-2.46423212,1.67887296,0.24161338,0.76602850,0.01955676,0.02719777,0.17376072,0.71581182,0.08918594,0.00000000
-2.45822911,1.63553052,0.23566823,0.73483987,0.01806824,0.02612284,0.16391881,0.70820688,0.08829063,0.00000000
-2.45222611,1.60523868,0.23158322,0.70961868,0.01670295,0.02522916,0.15474615,0.70663615,0.08822078,0.00000000
-2.44622311,1.58867906,0.22942434,0.69064212,0.01548125,0.02454433,0.14636755,0.71139324,0.08903453,0.00000000
-2.44022011,1.58629869,0.22923127,0.67807593,0.01441987,0.02409346,0.13889155,0.72267393,0.09078023,0.00000000
-2.43421711,1.59829105,0.23101427,0.67196906,0.01353181,0.02389881,0.13240845,0.74056440,0.09349526,0.00000000
-2.42821411,1.62458489,0.23475200,0.67225225,0.01282621,0.02397940,0.12698901,0.76503235,0.09720526,0.00000000
-2.42221111,1.66484123,0.24039050,0.67874044,0.01230844,0.02435081,0.12268376,0.79592149,0.10192361,0.00000000
-2.41620810,1.71845856,0.24784323,0.69113884,0.01198013,0.02502496,0.11952296,0.83294968,0.10765135,0.00000000
-2.41020510,1.78458618,0.25699227,0.70905245,0.01183935,0.02600998,0.11751714,0.87571091,0.11437743,0.00000000
-2.40420210,1.86214513,0.26769065,0.73199843,0.01188078,0.02731027,0.11665810,0.92368119,0.12207929,0.00000000
-2.39819910,1.94985618,0.27976566,0.75942106,0.01209591,0.02892643,0.11692045,0.97622831,0.13072368,0.00000000
-2.39219610,2.04627384,0.29302311,0.79070865,0.01247329,0.03085545,0.11826353,1.03262520,0.14026779,0.00000000
-2.38619310,2.14982555,0.30725238,0.82521169,0.01299886,0.03309079,0.12063358,1.09206667,0.15066049,0.00000000
-2.38019010,2.25885449,0.32223195,0.86226188,0.01365616,0.03562265,0.12396626,1.15368895,0.16184366,0.00000000
-2.37418709,2.37166483,0.33773545,0.90119115,0.01442677,0.03843818,0.12818929,1.21659151,0.17375368,0.00000000
-2.36818409,2.48656792,0.35353772,0.94135013,0.01529062,0.04152178,0.13322518,1.27986050,0.18632270,0.00000000
-2.36218109,2.60192764,0.36942093,0.98212550,0.01622643,0.04485537,0.13899400,1.34259292,0.19948002,0.00000000
-2.35617809,2.71620359,0.38518025,1.02295554,0.01721214,0.04841876,0.14541607,1.40392070,0.21315314,0.00000000
-2.35017509,2.82799042,0.40062913,1.06334343,0.01822541,0.05218990,0.15241455,1.46303394,0.22726869,0.00000000
-2.34417209,2.93605196,0.41560375,1.10286792,0.01924408,0.05614526,0.15991776,1.51920221,0.24175312,0.00000000
-2.33816908,3.03934890,0.42996663,1.14119084,0.02024672,0.06026005,0.16786123,1.57179325,0.25653307,0.00000000
-2.33216608,3.13705891,0.44360915,1.17806139,0.02121313,0.06450855,0.17618936,1.62028833,0.27153558,0.00000000
-2.32616308,3.22858857,0.45645300,1.21331711,0.02212484,0.06886427,0.18485670,1.66429344,0.28668794,0.00000000
-2.32016008,3.31357663,0.46845039,1.24688136,0.02296559,0.07330020,0.19382863,1.70354614,0.30191745,0.00000000
-2.31415708,3.39188845,0.47958310,1.27875765,0.02372172,0.07778896,0.20308158,1.73791744,0.31715096,0.00000000
-2.30815408,3.46360195,0.48986036,1.30902100,0.02438250,0.08230289,0.21260256,1.76740891,0.33231441,0.00000000
-2.30215108,3.52898568,0.49931574,1.33780668,0.02494042,0.08681416,0.22238823,1.79214491,0.34733229,0.00000000
-2.29614807,3.58846991,0.50800308,1.36529694,0.02539126,0.09129486,0.23244325,1.81236036,0.36212728,0.00000000
-2.29014507,3.64261205,0.51599172,1.39170612,0.02573419,0.09571704,0.24277810,1.82838457,0.37661999,0.00000000
-2.28414207,3.69205782,0.52336117,1.41726493,0.02597158,0.10005280,0.25340646,1.84062177,0.39072898,0.00000000
-2.27813907,3.73749995,0.53019548,1.44220447,0.02610887,0.10427436,0.26434215,1.84952922,0.40437107,0.00000000
-2.27213607,3.77963605,0.53657758,1.46674062,0.02615418,0.10835416,0.27559576,1.85559383,0.41746197,0.00000000
-2.26613307,3.81912762,0.54258376,1.49105958,0.02611791,0.11226508,0.28717117,1.85930838,0.42991731,0.00000000
-2.26013007,3.85656195,0.54827857,1.51530502,0.02601222,0.11598056,0.29906210,1.86114832,0.44165391,0.00000000
-2.25412706,3.89241847,0.55371036,1.53956742,0.02585049,0.11947491,0.31124887,1.86155012,0.45259147,0.00000000
-2.24812406,3.92704116,0.55890765,1.56387608,0.02564673,0.12272359,0.32369548,1.86089227,0.46265441,0.00000000
-2.24212106,3.96061807,0.56387651,1.58819407,0.02541501,0.12570355,0.33634739,1.85947961,0.47177389,0.00000000
-2.23611806,3.99316889,0.56859902,1.61241630,0.02516890,0.12839364,0.34912985,1.85753167,0.47988988,0.00000000
-2.23011506,4.02454106,0.57303297,1.63637081,0.02492102,0.13077499,0.36194729,1.85517550,0.48695316,0.00000000
-2.22411206,4.05441449,0.57711278,1.65982327,0.02468260,0.13283142,0.37468350,1.85244330,0.49292716,0.00000000
-2.21810905,4.08231454,0.58075156,1.68248431,0.02446319,0.13454983,0.38720299,1.84927466,0.49778946,0.00000000
-2.21210605,4.10763271,0.58384437,1.70401947,0.02427048,0.13592056,0.39935327,1.84552350,0.50153295,0.00000000
-2.20610305,4.12965381,0.58627239,1.72406128,0.02411015,0.13693763,0.41096818,1.84096891,0.50416643,0.00000000
-2.20010005,4.14758835,0.58790793,1.74222292,0.02398596,0.13759901,0.42187206,1.83532962,0.50571472,0.00000000
-2.19409705,4.16060855,0.58862002,1.75811278,0.02389980,0.13790671,0.43188470,1.82828102,0.50621813,0.00000000
-2.18809405,4.16788612,0.58828031,1.77134938,0.02385192,0.13786679,0.44082677,1.81947404,0.50573137,0.00000000
-2.18209105,4.16863015,0.58676902,1.78157589,0.02384112,0.13748927,0.44852557,1.80855472,0.50432182,0.00000000
-2.17608804,4.16212319,0.58398072,1.78847368,0.02386510,0.13678794,0.45482083,1.79518371,0.50206743,0.00000000
-2.17008504,4.14775398,0.57982959,1.79177429,0.02392067,0.13578002,0.45957026,1.77905455,0.49905403,0.00000000
-2.16408204,4.12504540,0.57425395,1.79126943,0.02400409,0.13448582,0.46265465,1.75991002,0.49537247,0.00000000
-2.15807904,4.09367655,0.56721991,1.78681863,0.02411128,0.13292826,0.46398226,1.73755574,0.49111553,0.00000000
-2.15207604,4.05349810,0.55872389,1.77835429,0.02423801,0.13113241,0.46349229,1.71187068,0.48637493,0.00000000
-2.14607304,4.00454086,0.54879404,1.76588423,0.02438009,0.12912491,0.46115734,1.68281398,0.48123837,0.00000000
-2.14007004,3.94701722,0.53749037,1.74949167,0.02453340,0.12693359,0.45698467,1.65042814,0.47578701,0.00000000
-2.13406703,3.88131625,0.52490383,1.72933296,0.02469394,0.12458691,0.45101638,1.61483865,0.47009338,0.00000000
-2.12806403,3.80799301,0.51115416,1.70563344,0.02485784,0.12211365,0.44332833,1.57625023,0.46421987,0.00000000
-2.12206103,3.72775307,0.49638700,1.67868170,0.02502123,0.11954260,0.43402812,1.53494018,0.45821796,0.00000000
-2.11605803,3.64143355,0.48077006,1.64882288,0.02518026,0.11690232,0.42325204,1.49124937,0.45212811,0.00000000
-2.11005503,3.54998189,0.46448891,1.61645133,0.02533096,0.11422110,0.41116134,1.44557157,0.44598044,0.00000000
-2.10405203,3.45443342,0.44774237,1.58200314,0.02546920,0.11152696,0.39793789,1.39834160,0.43979610,0.00000000
-2.09804902,3.35588916,0.43073786,1.54594886,0.02559067,0.10884768,0.38377945,1.35002315,0.43358920,0.00000000
-2.09204602,3.25549447,0.41368679,1.50878674,0.02569090,0.10621105,0.36889484,1.30109679,0.42736925,0.00000000
-2.08604302,3.15441947,0.39680031,1.47103652,0.02576532,0.10364501,0.35349908,1.25204856,0.42114383,0.00000000
-2.08004002,3.05384154,0.38028541,1.43323392,0.02580939,0.10117787,0.33780872,1.20335973,0.41492143,0.00000000
-2.07403702,2.95493011,0.36434154,1.39592577,0.02581877,0.09883850,0.32203746,1.15549782,0.40871408,0.00000000
-2.06803402,2.85883353,0.34915770,1.35966547,0.02578955,0.09665638,0.30639226,1.10890913,0.40253969,0.00000000
-2.06203102,2.76666791,0.33491019,1.32500870,0.02571844,0.09466170,0.29106980,1.06401276,0.39642389,0.00000000
