energy_ev,total_up,Bi_p_up,Bi_d_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up
-6.00000000,3.30623753,0.94782555,0.03165975,2.00977077,2.36222716,0.00298979,0.08347250
-5.99399700,3.43953137,0.98293395,0.03284163,2.08096163,2.46135434,0.00312447,0.08838288
-5.98799400,3.57193604,1.01680694,0.03399480,2.14936732,2.56104552,0.00326749,0.09353803
-5.98199100,3.70160586,1.04885840,0.03509776,2.21391260,2.66003696,0.00341667,0.09892552
-5.97598799,3.82675828,1.07854242,0.03613022,2.27359029,2.75708060,0.00356989,0.10453340
-5.96998499,3.94571808,1.10536858,0.03707367,2.32749074,2.85097295,0.00372506,0.11034997
-5.96398199,4.05695658,1.12891525,0.03791187,2.37482816,2.94058121,0.00388019,0.11636329
-5.95797899,4.15912412,1.14884025,0.03863126,2.41496249,3.02486561,0.00403340,0.12256063
-5.95197599,4.25107485,1.16488849,0.03922126,2.44741589,3.10289726,0.00418290,0.12892780
-5.94597299,4.33188285,1.17689613,0.03967440,2.47188293,3.17387100,0.00432703,0.13544835
-5.93996998,4.40084940,1.18479122,0.03998639,2.48823429,3.23711310,0.00446425,0.14210272
-5.93396698,4.45750163,1.18859088,0.04015609,2.49651368,3.29208401,0.00459312,0.14886743
-5.92796398,4.50158329,1.18839511,0.04018526,2.49692847,3.33837658,0.00471232,0.15571423
-5.92196098,4.53303880,1.18437783,0.04007838,2.48983456,3.37571046,0.00482065,0.16260936
-5.91595798,4.55199194,1.17677552,0.03984224,2.47571647,3.40392356,0.00491702,0.16951304
-5.90995498,4.55872102,1.16587420,0.03948558,2.45516368,3.42296155,0.00500048,0.17637906
-5.90395198,4.55363212,1.15199539,0.03901864,2.42884467,3.43286640,0.00507019,0.18315470
-5.89794897,4.53723230,1.13548186,0.03845279,2.39747981,3.43376495,0.00512546,0.18978092
-5.89194597,4.51010414,1.11668384,0.03780002,2.36181464,3.42585825,0.00516574,0.19619290
-5.88594297,4.47288314,1.09594632,0.03707264,2.32259463,3.40941237,0.00519065,0.20232085
-5.87993997,4.42623879,1.07359801,0.03628290,2.28054254,3.38475111,0.00519999,0.20809127
-5.87393697,4.37086012,1.04994238,0.03544269,2.23633939,3.35225078,0.00519372,0.21342837
-5.86793397,4.30744577,1.02525108,0.03456336,2.19060953,3.31233699,0.00517201,0.21825587
-5.86193097,4.23669876,0.99975979,0.03365558,2.14391031,3.26548336,0.00513521,0.22249899
-5.85592796,4.15932527,0.97366660,0.03272916,2.09672648,3.21221149,0.00508389,0.22608657
-5.84992496,4.07603700,0.94713267,0.03179313,2.04946923,3.15309197,0.00501880,0.22895332
-5.84392196,3.98755607,0.92028493,0.03085566,2.00247955,3.08874573,0.00494087,0.23104199
-5.83791896,3.89462170,0.89322056,0.02992415,1.95603542,3.01984513,0.00485123,0.23230559
-5.83191596,3.79799755,0.86601261,0.02900533,1.91036214,2.94711435,0.00475115,0.23270932
-5.82591296,3.69847893,0.83871657,0.02810530,1.86564522,2.87132861,0.00464205,0.23223237
-5.81990995,3.59689887,0.81137724,0.02722965,1.82204468,2.79331180,0.00452551,0.23086933
-5.81390695,3.49413253,0.78403565,0.02638360,1.77971031,2.71393246,0.00440317,0.22863132
-5.80790395,3.39109922,0.75673537,0.02557202,1.73879668,2.63409779,0.00427681,0.22554661
-5.80190095,3.28876171,0.72952828,0.02479953,1.69947734,2.55474581,0.00414827,0.22166090
-5.79589795,3.18812268,0.70247917,0.02407056,1.66195726,2.47683574,0.00401945,0.21703701
-5.78989495,3.09021793,0.67566923,0.02338934,1.62648301,2.40133666,0.00389230,0.21175415
-5.78389195,2.99610669,0.64919825,0.02275994,1.59334996,2.32921473,0.00376881,0.20590676
-5.77788894,2.90685888,0.62318557,0.02218621,1.56290612,2.26141901,0.00365096,0.19960278
-5.77188594,2.82353976,0.59776966,0.02167172,1.53555235,2.19886637,0.00354078,0.19296165
-5.76588294,2.74719202,0.57310666,0.02121974,1.51173865,2.14242544,0.00344025,0.18611186
-5.75987994,2.67881591,0.54936783,0.02083308,1.49195661,2.09289996,0.00335129,0.17918823
-5.75387694,2.61934764,0.52673616,0.02051402,1.47672815,2.05101189,0.00327581,0.17232901
-5.74787394,2.56963669,0.50540224,0.02026416,1.46659081,2.01738429,0.00321555,0.16567281
-5.74187094,2.53042248,0.48555975,0.02008431,1.46208015,1.99252463,0.00317217,0.15935546
-5.73586793,2.50231118,0.46740053,0.01997435,1.46370964,1.97680867,0.00314710,0.15350699
-5.72986493,2.48575325,0.45110958,0.01993311,1.47194911,1.97046549,0.00314155,0.14824869
-5.72386193,2.48102261,0.43686005,0.01995824,1.48720221,1.97356411,0.00315647,0.14369031
-5.71785893,2.48819820,0.42480845,0.02004614,1.50978412,1.98600243,0.00319244,0.13992772
-5.71185593,2.50714887,0.41509012,0.02019189,1.53990020,2.00749888,0.00324967,0.13704069
-5.70585293,2.53752237,0.40781510,0.02038919,1.57762671,2.03758765,0.00332795,0.13509128
-5.69984992,2.57873929,0.40306451,0.02063045,1.62289444,2.07561797,0.00342658,0.13412249
-5.69384692,2.62999265,0.40088747,0.02090675,1.67547600,2.12075794,0.00354439,0.13415751
-5.68784392,2.69025367,0.40129863,0.02120803,1.73497770,2.17200350,0.00367968,0.13519928
-5.68184092,2.75828411,0.40427633,0.02152321,1.80083629,2.22819269,0.00383027,0.13723063
-5.67583792,2.83265513,0.40976151,0.02184041,1.87232120,2.28802519,0.00399347,0.14021481
-5.66983492,2.91177282,0.41765719,0.02214723,1.94854219,2.35008717,0.00416616,0.14409640
-5.66383192,2.99390956,0.42782873,0.02243102,2.02846252,2.41288081,0.00434484,0.14880263
-5.65782891,3.07724074,0.44010469,0.02267921,2.11091726,2.47485800,0.00452569,0.15424496
-5.65182591,3.15988573,0.45427848,0.02287969,2.19463619,2.53445707,0.00470466,0.16032095
-5.64582291,3.23995184,0.47011050,0.02302114,2.27827067,2.59014169,0.00487761,0.16691638
-5.63981991,3.31557977,0.48733107,0.02309337,2.36042354,2.64044032,0.00504037,0.17390743
-5.63381691,3.38498916,0.50564377,0.02308767,2.43968103,2.68398514,0.00518892,0.18116306
-5.62781391,3.44652247,0.52472955,0.02299709,2.51464564,2.71954868,0.00531946,0.18854740
-5.62181091,3.49868574,0.54425121,0.02281667,2.58396895,2.74607704,0.00542858,0.19592216
-5.61580790,3.54018482,0.56385847,0.02254364,2.64638308,2.76271827,0.00551333,0.20314904
-5.60980490,3.56995577,0.58319348,0.02217750,2.70073008,2.76884479,0.00557133,0.21009208
-5.60380190,3.58718853,0.60189678,0.02172010,2.74598810,2.76406921,0.00560086,0.21661993
-5.59779890,3.59134326,0.61961363,0.02117556,2.78129377,2.74825277,0.00560093,0.22260806
-5.59179590,3.58215890,0.63600065,0.02055022,2.80596021,2.72150634,0.00557131,0.22794083
