energy_ev,total_up,Ge_p_up,Ge_d_up,Nb_p_up,Nb_d_up,Te_p_up,Te_d_up
-6.00000000,2.01551508,0.89435648,0.00000000,1.02693499,0.95390383,0.47522554,0.00000000
-5.99399700,2.01141902,0.88295353,0.00000000,1.01826124,0.94975073,0.48048214,0.00000000
-5.98799400,2.00808289,0.87217663,0.00000000,1.00902358,0.94615002,0.48564426,0.00000000
-5.98199100,2.00558127,0.86212697,0.00000000,0.99950784,0.94314936,0.49068547,0.00000000
-5.97598799,2.00386416,0.85283885,0.00000000,0.98996019,0.94072641,0.49556031,0.00000000
-5.96998499,2.00276025,0.84427959,0.00000000,0.98058299,0.93879008,0.50020617,0.00000000
-5.96398199,2.00198739,0.83635270,0.00000000,0.97153394,0.93718541,0.50454675,0.00000000
-5.95797899,2.00117021,0.82890439,0.00000000,0.96292892,0.93570208,0.50849708,0.00000000
-5.95197599,1.99986423,0.82173302,0.00000000,0.95484813,0.93408640,0.51196973,0.00000000
-5.94597299,1.99758543,0.81460135,0.00000000,0.94734527,0.93205605,0.51488210,0.00000000
-5.93996998,1.99384405,0.80725092,0.00000000,0.94045905,0.92931726,0.51716434,0.00000000
-5.93396698,1.98818072,0.79941783,0.00000000,0.93422636,0.92558327,0.51876748,0.00000000
-5.92796398,1.98020314,0.79084934,0.00000000,0.92869603,0.92059346,0.51967127,0.00000000
-5.92196098,1.96962129,0.78132026,0.00000000,0.92394242,0.91413192,0.51989124,0.00000000
-5.91595798,1.95627905,0.77064841,0.00000000,0.92007757,0.90604471,0.51948457,0.00000000
-5.90995498,1.94018052,0.75870823,0.00000000,0.91726133,0.89625459,0.51855430,0.00000000
-5.90395198,1.92150933,0.74544194,0.00000000,0.91570827,0.88477277,0.51725148,0.00000000
-5.89794897,1.90063971,0.73086759,0.00000000,0.91569119,0.87170662,0.51577513,0.00000000
-5.89194597,1.87813840,0.71508350,0.00000000,0.91754033,0.85726317,0.51436984,0.00000000
-5.88594297,1.85475720,0.69826900,0.00000000,0.92163849,0.84174796,0.51332086,0.00000000
-5.87993997,1.83141597,0.68068130,0.00000000,0.92841195,0.82555925,0.51294703,0.00000000
-5.87393697,1.80917701,0.66264861,0.00000000,0.93831743,0.80917783,0.51359154,0.00000000
-5.86793397,1.78921155,0.64455995,0.00000000,0.95182584,0.79315279,0.51561101,0.00000000
-5.86193097,1.77275996,0.62685204,0.00000000,0.96940334,0.77808385,0.51936323,0.00000000
-5.85592796,1.76108719,0.60999392,0.00000000,0.99149070,0.76460104,0.52519407,0.00000000
-5.84992496,1.75543563,0.59446998,0.00000000,1.01848196,0.75334252,0.53342409,0.00000000
-5.84392196,1.75697709,0.58076224,0.00000000,1.05070333,0.74493165,0.54433545,0.00000000
-5.83791896,1.76676618,0.56933254,0.00000000,1.08839349,0.73995395,0.55815956,0.00000000
-5.83191596,1.78569706,0.56060552,0.00000000,1.13168620,0.73893529,0.57506611,0.00000000
-5.82591296,1.81446516,0.55495298,0.00000000,1.18059614,0.74232185,0.59515389,0.00000000
-5.81990995,1.85353564,0.55268033,0.00000000,1.23500866,0.75046288,0.61844387,0.00000000
-5.81390695,1.90311989,0.55401560,0.00000000,1.29467413,0.76359672,0.64487472,0.00000000
-5.80790395,1.96316079,0.55910129,0.00000000,1.35920718,0.78184083,0.67430119,0.00000000
-5.80190095,2.03332757,0.56798961,0.00000000,1.42809097,0.80518600,0.70649533,0.00000000
-5.79589795,2.11302028,0.58064082,0.00000000,1.50068656,0.83349508,0.74115062,0.00000000
-5.78989495,2.20138376,0.59692503,0.00000000,1.57624685,0.86650610,0.77788880,0.00000000
-5.78389195,2.29733052,0.61662711,0.00000000,1.65393490,0.90383979,0.81626935,0.00000000
-5.77788894,2.39957155,0.63945449,0.00000000,1.73284563,0.94501111,0.85580106,0.00000000
-5.77188594,2.50665392,0.66504755,0.00000000,1.81203025,0.98944427,0.89595541,0.00000000
-5.76588294,2.61700355,0.69299211,0.00000000,1.89052231,1.03649078,0.93618118,0.00000000
-5.75987994,2.72897141,0.72283349,0.00000000,1.96736435,1.08544965,0.97591961,0.00000000
-5.75387694,2.84088145,0.75409166,0.00000000,2.04163392,1.13558907,1.01461971,0.00000000
-5.74787394,2.95107808,0.78627680,0.00000000,2.11246792,1.18616866,1.05175274,0.00000000
-5.74187094,3.05797150,0.81890472,0.00000000,2.17908430,1.23646143,1.08682558,0.00000000
-5.73586793,3.16007904,0.85151163,0.00000000,2.24079994,1.28577459,1.11939221,0.00000000
-5.72986493,3.25606087,0.88366764,0.00000000,2.29704422,1.33346850,1.14906289,0.00000000
-5.72386193,3.34474892,0.91498854,0.00000000,2.34736770,1.37897287,1.17551075,0.00000000
-5.71785893,3.42516801,0.94514552,0.00000000,2.39144555,1.42179997,1.19847550,0.00000000
-5.71185593,3.49654874,0.97387259,0.00000000,2.42907589,1.46155410,1.21776423,0.00000000
-5.70585293,3.55833202,1.00097131,0.00000000,2.46017333,1.49793741,1.23324955,0.00000000
-5.69984992,3.61016566,1.02631306,0.00000000,2.48475825,1.53075176,1.24486510,0.00000000
-5.69384692,3.65189380,1.04983861,0.00000000,2.50294273,1.55989702,1.25259921,0.00000000
-5.68784392,3.68354032,1.07155535,0.00000000,2.51491408,1.58536593,1.25648688,0.00000000
-5.68184092,3.70528767,1.09153228,0.00000000,2.52091718,1.60723608,1.25660112,0.00000000
-5.67583792,3.71745261,1.10989316,0.00000000,2.52123673,1.62565956,1.25304390,0.00000000
-5.66983492,3.72046076,1.12680809,0.00000000,2.51618065,1.64085098,1.24593781,0.00000000
-5.66383192,3.71482120,1.14248403,0.00000000,2.50606554,1.65307437,1.23541862,0.00000000
-5.65782891,3.70110294,1.15715452,0.00000000,2.49120514,1.66262984,1.22162957,0.00000000
-5.65182591,3.67991417,1.17106919,0.00000000,2.47190234,1.66984038,1.20471760,0.00000000
-5.64582291,3.65188524,1.18448314,0.00000000,2.44844493,1.67503954,1.18483167,0.00000000
-5.63981991,3.61765588,1.19764680,0.00000000,2.42110533,1.67856015,1.16212337,0.00000000
-5.63381691,3.57786667,1.21079638,0.00000000,2.39014366,1.68072451,1.13674946,0.00000000
-5.62781391,3.53315460,1.22414507,0.00000000,2.35581385,1.68183622,1.10887619,0.00000000
-5.62181091,3.48415200,1.23787534,0.00000000,2.31837187,1.68217359,1.07868479,0.00000000
-5.61580790,3.43148815,1.25213229,0.00000000,2.27808512,1.68198455,1.04637765,0.00000000
-5.60980490,3.37579243,1.26701820,0.00000000,2.23524209,1.68148317,1.01218460,0.00000000
-5.60380190,3.31769815,1.28258835,0.00000000,2.19016110,1.68084719,0.97636856,0.00000000
-5.59779890,3.25784583,1.29884815,0.00000000,2.14319734,1.68021683,0.93923001,0.00000000
-5.59179590,3.19688530,1.31575152,0.00000000,2.09474749,1.67969433,0.90110985,0.00000000
-5.58579290,3.13547568,1.33320070,0.00000000,2.04525110,1.67934428,0.86239006,0.00000000
-5.57978989,3.07428295,1.35104740,0.00000000,1.99518881,1.67919456,0.82349201,0.00000000
-5.57378689,3.01397490,1.36909529,0.00000000,1.94507692,1.67923776,0.78487239,0.00000000
-5.56778389,2.95521342,1.38710399,0.00000000,1.89545888,1.67943327,0.74701652,0.00000000
-5.56178089,2.89864464,1.40479429,0.00000000,1.84689385,1.67970980,0.71042952,0.00000000
-5.55577789,2.84488720,1.42185480,0.00000000,1.79994301,1.67996856,0.67562546,0.00000000
-5.54977489,2.79451949,1.43794978,0.00000000,1.75515439,1.68008710,0.64311499,0.00000000
-5.54377189,2.74806645,1.45272811,0.00000000,1.71304695,1.67992374,0.61339189,0.00000000
-5.53776888,2.70598677,1.46583311,0.00000000,1.67409481,1.67932276,0.58691920,0.00000000
-5.53176588,2.66866109,1.47691302,0.00000000,1.63871235,1.67812012,0.56411531,0.00000000
-5.52576288,2.63638196,1.48563192,0.00000000,1.60724095,1.67614967,0.54534077,0.00000000
-5.51975988,2.60934587,1.49168054,0.00000000,1.57993794,1.67324971,0.53088617,0.00000000
-5.51375688,2.58764790,1.49478679,0.00000000,1.55696829,1.66926960,0.52096172,0.00000000
-5.50775388,2.57127903,1.49472551,0.00000000,1.53839926,1.66407622,0.51568878,0.00000000
-5.50175088,2.56012630,1.49132708,0.00000000,1.52419824,1.65755993,0.51509378,0.00000000
-5.49574787,2.55397558,1.48448446,0.00000000,1.51423376,1.64963972,0.51910477,0.00000000
-5.48974487,2.55251695,1.47415843,0.00000000,1.50827958,1.64026740,0.52755066,0.00000000
-5.48374187,2.55535223,1.46038071,0.00000000,1.50602157,1.62943033,0.54016334,0.00000000
-5.47773887,2.56200448,1.44325472,0.00000000,1.50706708,1.61715269,0.55658249,0.00000000
-5.47173587,2.57192887,1.42295392,0.00000000,1.51095635,1.60349508,0.57636316,0.00000000
-5.46573287,2.58452467,1.39971774,0.00000000,1.51717552,1.58855239,0.59898572,0.00000000
-5.45972986,2.59914788,1.37384508,0.00000000,1.52517064,1.57244990,0.62386800,0.00000000
-5.45372686,2.61512399,1.34568567,0.00000000,1.53436235,1.55533788,0.65037923,0.00000000
-5.44772386,2.63176062,1.31562947,0.00000000,1.54416035,1.53738473,0.67785533,0.00000000
-5.44172086,2.64835958,1.28409455,0.00000000,1.55397760,1.51876894,0.70561512,0.00000000
-5.43571786,2.66422802,1.25151372,0.00000000,1.56324341,1.49967035,0.73297686,0.00000000
-5.42971486,2.67868847,1.21832063,0.00000000,1.57141518,1.48026082,0.75927467,0.00000000
-5.42371186,2.69108763,1.18493559,0.00000000,1.57798850,1.46069508,0.78387424,0.00000000
-5.41770885,2.70080364,1.15175185,0.00000000,1.58250527,1.44110179,0.80618734,0.00000000
-5.41170585,2.70725205,1.11912281,0.00000000,1.58455977,1.42157564,0.82568472,0.00000000
-5.40570285,2.70989036,1.08735061,0.00000000,1.58380261,1.40217063,0.84190697,0.00000000
-5.39969985,2.70822143,1.05667673,0.00000000,1.57994271,1.38289502,0.85447300,0.00000000
-5.39369685,2.70179601,1.02727485,0.00000000,1.57274739,1.36370830,0.86308610,0.00000000
-5.38769385,2.69021451,0.99924644,0.00000000,1.56204094,1.34452033,0.86753731,0.00000000
-5.38169085,2.67312864,0.97261917,0.00000000,1.54770204,1.32519291,0.86770623,0.00000000
-5.37568784,2.65024297,0.94734837,0.00000000,1.52966021,1.30554380,0.86355932,0.00000000
-5.36968484,2.62131688,0.92332146,0.00000000,1.50789198,1.28535306,0.85514602,0.00000000
-5.36368184,2.58616701,0.90036515,0.00000000,1.48241697,1.26437160,0.84259284,0.00000000
-5.35767884,2.54467052,0.87825520,0.00000000,1.45329427,1.24233166,0.82609588,0.00000000
-5.35167584,2.49676896,0.85672834,0.00000000,1.42061941,1.21895867,0.80591219,0.00000000
-5.34567284,2.44247274,0.83549571,0.00000000,1.38452204,1.19398413,0.78235017,0.00000000
-5.33966983,2.38186609,0.81425735,0.00000000,1.34516444,1.16715886,0.75575973,0.00000000
-5.33366683,2.31511178,0.79271698,0.00000000,1.30274081,1.13826599,0.72652226,0.00000000
-5.32766383,2.24245559,0.77059651,0.00000000,1.25747712,1.10713307,0.69504093,0.00000000
-5.32166083,2.16422962,0.74764946,0.00000000,1.20963140,1.07364269,0.66173150,0.00000000
-5.31565783,2.08085422,0.72367281,0.00000000,1.15949419,1.03774108,0.62701384,0.00000000
-5.30965483,1.99283781,0.69851668,0.00000000,1.10738865,0.99944421,0.59130437,0.00000000
-5.30365183,1.90077439,0.67209149,0.00000000,1.05367033,0.95884106,0.55500947,0.00000000
-5.29764882,1.80533827,0.64437226,0.00000000,0.99872602,0.91609395,0.51851981,0.00000000
-5.29164582,1.70727604,0.61539998,0.00000000,0.94297159,0.87143581,0.48220570,0.00000000
-5.28564282,1.60739570,0.58528003,0.00000000,0.88684876,0.82516455,0.44641347,0.00000000
-5.27963982,1.50655329,0.55417793,0.00000000,0.83082046,0.77763489,0.41146253,0.00000000
-5.27363682,1.40563732,0.52231259,0.00000000,0.77536521,0.72924795,0.37764341,0.00000000
-5.26763382,1.30555158,0.48994760,0.00000000,0.72097021,0.68043917,0.34521633,0.00000000
-5.26163082,1.20719688,0.45738103,0.00000000,0.66812372,0.63166514,0.31441050,0.00000000
-5.25562781,1.11145262,0.42493422,0.00000000,0.61730667,0.58339001,0.28542383,0.00000000
-5.24962481,1.01915867,0.39294025,0.00000000,0.56898406,0.53607195,0.25842317,0.00000000
-5.24362181,0.93109835,0.36173242,0.00000000,0.52359621,0.49015038,0.23354475,0.00000000
-5.23761881,0.84798323,0.33163351,0.00000000,0.48155027,0.44603445,0.21089504,0.00000000
-5.23161581,0.77043999,0.30294595,0.00000000,0.44321230,0.40409308,0.19055174,0.00000000
-5.22561281,0.69899998,0.27594341,0.00000000,0.40890001,0.36464696,0.17256495,0.00000000
-5.21960980,0.63409151,0.25086392,0.00000000,0.37887637,0.32796266,0.15695840,0.00000000
-5.21360680,0.57603506,0.22790477,0.00000000,0.35334436,0.29424891,0.14373078,0.00000000
-5.20760380,0.52504130,0.20721905,0.00000000,0.33244268,0.26365501,0.13285709,0.00000000
-5.20160080,0.48121184,0.18891397,0.00000000,0.31624270,0.23627117,0.12429000,0.00000000
-5.19559780,0.44454234,0.17305069,0.00000000,0.30474656,0.21213070,0.11796115,0.00000000
-5.18959480,0.41492781,0.15964552,0.00000000,0.29788643,0.19121367,0.11378255,0.00000000
-5.18359180,0.39216970,0.14867236,0.00000000,0.29552499,0.17345177,0.11164796,0.00000000
-5.17758879,0.37598446,0.14006614,0.00000000,0.29745717,0.15873406,0.11143428,0.00000000
-5.17158579,0.36601333,0.13372690,0.00000000,0.30341303,0.14691337,0.11300313,0.00000000
-5.16558279,0.36183294,0.12952457,0.00000000,0.31306203,0.13781301,0.11620253,0.00000000
-5.15957979,0.36296669,0.12730403,0.00000000,0.32601862,0.13123351,0.12086879,0.00000000
-5.15357679,0.36889650,0.12689041,0.00000000,0.34184914,0.12695935,0.12682863,0.00000000
-5.14757379,0.37907488,0.12809445,0.00000000,0.36008021,0.12476533,0.13390160,0.00000000
-5.14157079,0.39293717,0.13071784,0.00000000,0.38020834,0.12442259,0.14190278,0.00000000
-5.13556778,0.40991365,0.13455843,0.00000000,0.40171099,0.12570407,0.15064575,0.00000000
-5.12956478,0.42944160,0.13941519,0.00000000,0.42405862,0.12838950,0.15994583,0.00000000
-5.12356178,0.45097688,0.14509291,0.00000000,0.44672773,0.13226972,0.16962346,0.00000000
-5.11755878,0.47400490,0.15140652,0.00000000,0.46921456,0.13715040,0.17950765,0.00000000
-5.11155578,0.49805091,0.15818506,0.00000000,0.49104898,0.14285513,0.18943952,0.00000000
-5.10555278,0.52268911,0.16527506,0.00000000,0.51180825,0.14922785,0.19927548,0.00000000
-5.09954977,0.54755047,0.17254348,0.00000000,0.53113015,0.15613466,0.20889026,0.00000000
-5.09354677,0.57232905,0.17987998,0.00000000,0.54872499,0.16346498,0.21817946,0.00000000
-5.08754377,0.59678655,0.18719862,0.00000000,0.56438597,0.17113215,0.22706145,0.00000000
-5.08154077,0.62075502,0.19443884,0.00000000,0.57799752,0.17907337,0.23547872,0.00000000
-5.07553777,0.64413755,0.20156579,0.00000000,0.58954118,0.18724926,0.24339839,0.00000000
-5.06953477,0.66690711,0.20856997,0.00000000,0.59909880,0.19564285,0.25081205,0.00000000
-5.06353177,0.68910358,0.21546628,0.00000000,0.60685272,0.20425823,0.25773472,0.00000000
-5.05752876,0.71082908,0.22229245,0.00000000,0.61308298,0.21311900,0.26420330,0.00000000
-5.05152576,0.73224208,0.22910693,0.00000000,0.61816164,0.22226637,0.27027430,0.00000000
-5.04552276,0.75355044,0.23598645,0.00000000,0.62254425,0.23175742,0.27602120,0.00000000
-5.03951976,0.77500393,0.24302317,0.00000000,0.62675879,0.24166312,0.28153158,0.00000000
-5.03351676,0.79688641,0.25032169,0.00000000,0.63139256,0.25206668,0.28690406,0.00000000
-5.02751376,0.81950831,0.25799580,0.00000000,0.63707719,0.26306192,0.29224545,0.00000000
-5.02151076,0.84319937,0.26616535,0.00000000,0.64447255,0.27475186,0.29766809,0.00000000
-5.01550775,0.86830217,0.27495298,0.00000000,0.65424978,0.28724750,0.30328757,0.00000000
-5.00950475,0.89516635,0.28448102,0.00000000,0.66707398,0.30066676,0.30922092,0.00000000
-5.00350175,0.92414360,0.29486835,0.00000000,0.68358712,0.31513337,0.31558533,0.00000000
-4.99749875,0.95558330,0.30622749,0.00000000,0.70439133,0.33077579,0.32249734,0.00000000
-4.99149575,0.98982855,0.31866158,0.00000000,0.73003310,0.34772589,0.33007244,0.00000000
-4.98549275,1.02721235,0.33226159,0.00000000,0.76098861,0.36611725,0.33842494,0.00000000
-4.97948974,1.06805351,0.34710343,0.00000000,0.79765031,0.38608299,0.34766805,0.00000000
-4.97348674,1.11265201,0.36324516,0.00000000,0.84031511,0.40775291,0.35791379,0.00000000
-4.96748374,1.16128346,0.38072423,0.00000000,0.88917413,0.43125001,0.36927276,0.00000000
-4.96148074,1.21419234,0.39955478,0.00000000,0.94430432,0.45668611,0.38185340,0.00000000
-4.95547774,1.27158402,0.41972516,0.00000000,1.00566183,0.48415685,0.39576065,0.00000000
-4.94947474,1.33361547,0.44119560,0.00000000,1.07307747,0.51373597,0.41109392,0.00000000
-4.94347174,1.40038476,0.46389631,0.00000000,1.14625418,0.54546907,0.42794423,0.00000000
-4.93746873,1.47191985,0.48772610,0.00000000,1.22476670,0.57936726,0.44639057,0.00000000
-4.93146573,1.54816689,0.51255161,0.00000000,1.30806352,0.61540065,0.46649555,0.00000000
-4.92546273,1.62897879,0.53820731,0.00000000,1.39547121,0.65349242,0.48830046,0.00000000
-4.91945973,1.71410472,0.56449653,0.00000000,1.48620123,0.69351355,0.51181991,0.00000000
-4.91345673,1.80318117,0.59119333,0.00000000,1.57935919,0.73527866,0.53703646,0.00000000
-4.90745373,1.89572537,0.61804556,0.00000000,1.67395664,0.77854341,0.56389532,0.00000000
-4.90145073,1.99113184,0.64477881,0.00000000,1.76892528,0.82300366,0.59229969,0.00000000
-4.89544772,2.08867237,0.67110142,0.00000000,1.86313334,0.86829662,0.62210689,0.00000000
-4.88944472,2.18750012,0.69671026,0.00000000,1.95540419,0.91400423,0.65312568,0.00000000
-4.88344172,2.28665798,0.72129713,0.00000000,2.04453650,0.95965868,0.68511500,0.00000000
-4.87743872,2.38509116,0.74455560,0.00000000,2.12932593,1.00475018,0.71778446,0.00000000
-4.87143572,2.48166389,0.76618790,0.00000000,2.20858757,1.04873652,0.75079653,0.00000000
-4.86543272,2.57517989,0.78591172,0.00000000,2.28117891,1.09105446,0.78377071,0.00000000
-4.85942971,2.66440588,0.80346656,0.00000000,2.34602259,1.13113226,0.81628949,0.00000000
-4.85342671,2.74809755,0.81861937,0.00000000,2.40212842,1.16840314,0.84790603,0.00000000
-4.84742371,2.82502699,0.83116928,0.00000000,2.44861411,1.20231892,0.87815344,0.00000000
-4.84142071,2.89401079,0.84095131,0.00000000,2.48472421,1.23236362,0.90655522,0.00000000
-4.83541771,2.95393772,0.84783889,0.00000000,2.50984661,1.25806625,0.93263666,0.00000000
-4.82941471,3.00379521,0.85174525,0.00000000,2.52352630,1.27901248,0.95593667,0.00000000
-4.82341171,3.04269361,0.85262359,0.00000000,2.52547596,1.29485470,0.97601978,0.00000000
-4.81740870,3.06988774,0.85046636,0.00000000,2.51558311,1.30532026,0.99248775,0.00000000
-4.81140570,3.08479487,0.84530358,0.00000000,2.49391359,1.31021760,1.00499043,0.00000000
-4.80540270,3.08700891,0.83720057,0.00000000,2.46071139,1.30944011,1.01323549,0.00000000
-4.79939970,3.07631039,0.82625523,0.00000000,2.41639476,1.30296788,1.01699672,0.00000000
-4.79339670,3.05267220,0.81259508,0.00000000,2.36154879,1.29086725,1.01612053,0.00000000
-4.78739370,3.01626109,0.79637437,0.00000000,2.29691461,1.27328840,1.01053056,0.00000000
-4.78139070,2.96743510,0.77777120,0.00000000,2.22337567,1.25046120,1.00023024,0.00000000
-4.77538769,2.90673710,0.75698509,0.00000000,2.14194125,1.22268963,0.98530320,0.00000000
-4.76938469,2.83488490,0.73423476,0.00000000,2.05372796,1.19034494,0.96591164,0.00000000
-4.76338169,2.75275824,0.70975630,0.00000000,1.95993938,1.15385798,0.94229266,0.00000000
