energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-6.00000000,4.03511140,0.04500453,0.02423865,1.17121157,0.37392883,0.15478493,2.54949091,0.62999559,0.13700339
-5.99399700,3.95261331,0.04471698,0.02348050,1.17122686,0.38088591,0.14896746,2.49657565,0.62098138,0.12959670
-5.98799400,3.87204231,0.04431892,0.02274876,1.16959360,0.38866442,0.14315313,2.44462443,0.61176804,0.12235618
-5.98199100,3.79418855,0.04382617,0.02205027,1.16632315,0.39728586,0.13739032,2.39412876,0.60240616,0.11534862
-5.97598799,3.71968801,0.04325733,0.02139004,1.16145185,0.40675231,0.13172059,2.34548765,0.59293499,0.10863086
-5.96998499,3.64902802,0.04263324,0.02077140,1.15504133,0.41704579,0.12617901,2.29901153,0.58338499,0.10224975
-5.96398199,3.58255580,0.04197631,0.02019601,1.14717786,0.42812792,0.12079458,2.25492787,0.57378033,0.09624231
-5.95797899,3.52048841,0.04130985,0.01966407,1.13797037,0.43993983,0.11559072,2.21338754,0.56414111,0.09063615
-5.95197599,3.46292258,0.04065715,0.01917444,1.12754708,0.45240222,0.11058584,2.17447097,0.55448509,0.08544997
-5.94597299,3.40984349,0.04004070,0.01872488,1.11605060,0.46541551,0.10579380,2.13819344,0.54482883,0.08069415
-5.93996998,3.36113178,0.03948126,0.01831220,1.10363181,0.47886012,0.10122435,2.10450912,0.53518799,0.07637140
-5.93396698,3.31656850,0.03899697,0.01793249,1.09044264,0.49259694,0.09688352,2.07331367,0.52557699,0.07247735
-5.92796398,3.27583831,0.03860261,0.01758125,1.07662821,0.50646787,0.09277388,2.04444566,0.51600807,0.06900120
-5.92196098,3.23853143,0.03830881,0.01725362,1.06231882,0.52029679,0.08889470,2.01768700,0.50648972,0.06592625
-5.91595798,3.20414512,0.03812155,0.01694447,1.04762227,0.53389075,0.08524210,1.99276317,0.49702499,0.06323052
-5.90995498,3.17208581,0.03804173,0.01664860,1.03261700,0.54704175,0.08180921,1.96934364,0.48760961,0.06088725
-5.90395198,3.14167282,0.03806498,0.01636079,1.01734671,0.55952903,0.07858618,1.94704336,0.47823032,0.05886555
-5.89794897,3.11214478,0.03818171,0.01607599,1.00181672,0.57112208,0.07556039,1.92542592,0.46886360,0.05713093
-5.89194597,3.08266956,0.03837732,0.01578931,0.98599247,0.58158429,0.07271660,1.90400894,0.45947493,0.05564600
-5.88594297,3.05235822,0.03863268,0.01549618,0.96980038,0.59067744,0.07003725,1.88227200,0.45001882,0.05437118
-5.87993997,3.02028331,0.03892482,0.01519241,0.95313108,0.59816675,0.06750279,1.85966739,0.44043963,0.05326545
-5.87393697,2.98550143,0.03922778,0.01487419,0.93584495,0.60382663,0.06509214,1.83563358,0.43067319,0.05228725
-5.86793397,2.94707931,0.03951357,0.01453825,0.91777970,0.60744680,0.06278327,1.80961101,0.42064930,0.05139530
-5.86193097,2.90412284,0.03975333,0.01418182,0.89875959,0.60883869,0.06055377,1.78105981,0.41029475,0.05054957
-5.85592796,2.85580759,0.03991842,0.01380276,0.87860586,0.60784175,0.05838154,1.74947853,0.39953702,0.04971217
-5.84992496,2.80140950,0.03998156,0.01339953,0.85714767,0.60432956,0.05624549,1.71442316,0.38830816,0.04884825
-5.84392196,2.74033414,0.03991795,0.01297126,0.83423313,0.59821523,0.05412619,1.67552530,0.37654882,0.04792683
-5.83791896,2.67214295,0.03970621,0.01251778,0.80973960,0.58945592,0.05200653,1.63250863,0.36421204,0.04692147
-5.83191596,2.59657488,0.03932920,0.01203961,0.78358274,0.57805624,0.04987228,1.58520254,0.35126670,0.04581089
-5.82591296,2.51356217,0.03877469,0.01153796,0.75572395,0.56407014,0.04771247,1.53355230,0.33770030,0.04457939
-5.81990995,2.42323920,0.03803575,0.01101472,0.72617551,0.54760129,0.04551978,1.47762493,0.32352091,0.04321703
-5.81390695,2.32594372,0.03711094,0.01047238,0.69500338,0.52880173,0.04329068,1.41761041,0.30875825,0.04171973
-5.80790395,2.22221027,0.03600431,0.00991402,0.66232745,0.50786893,0.04102539,1.35381821,0.29346373,0.04008905
-5.80190095,2.11275589,0.03472511,0.00934322,0.62831925,0.48504108,0.03872779,1.28666891,0.27770950,0.03833188
-5.79589795,1.99845880,0.03328735,0.00876395,0.59319721,0.46059113,0.03640512,1.21668159,0.26158653,0.03645987
-5.78989495,1.88033101,0.03170918,0.00818046,0.55721993,0.43481946,0.03406750,1.14445743,0.24520185,0.03448882
-5.78389195,1.75948616,0.03001209,0.00759721,0.52067772,0.40804579,0.03172749,1.07066040,0.22867510,0.03243784
-5.77788894,1.63710414,0.02822012,0.00701870,0.48388288,0.38060042,0.02939942,0.99599581,0.21213459,0.03032851
-5.77188594,1.51439421,0.02635887,0.00644938,0.44715936,0.35281543,0.02709876,0.92118799,0.19571301,0.02818399
-5.76588294,1.39255819,0.02445467,0.00589352,0.41083216,0.32501593,0.02484151,0.84695797,0.17954313,0.02602812
-5.75987994,1.27275546,0.02253366,0.00535511,0.37521719,0.29751202,0.02264347,0.77400215,0.16375361,0.02388455
-5.75387694,1.15607119,0.02062099,0.00483774,0.34061181,0.27059148,0.02051975,0.70297296,0.14846512,0.02177602
-5.74787394,1.04348899,0.01874013,0.00434458,0.30728667,0.24451370,0.01848417,0.63446214,0.13378700,0.01972360
-5.74187094,0.93586885,0.01691229,0.00387826,0.27547902,0.21950480,0.01654890,0.56898729,0.11981445,0.01774617
-5.73586793,0.83393105,0.01515594,0.00344086,0.24538766,0.19575428,0.01472406,0.50698193,0.10662652,0.01586003
-5.72986493,0.73824621,0.01348656,0.00303387,0.21716973,0.17341307,0.01301756,0.44878939,0.09428480,0.01407855
-5.72386193,0.64923137,0.01191643,0.00265822,0.19093928,0.15259303,0.01143496,0.39466031,0.08283278,0.01241206
-5.71785893,0.56715180,0.01045464,0.00231428,0.16676744,0.13336776,0.00997944,0.34475367,0.07229607,0.01086783
-5.71185593,0.49212783,0.00910715,0.00200191,0.14468423,0.11577457,0.00865192,0.29914079,0.06268307,0.00945016
-5.70585293,0.42414598,0.00787700,0.00172050,0.12468150,0.09981746,0.00745120,0.25781208,0.05398631,0.00816056
-5.69984992,0.36307344,0.00676457,0.00146902,0.10671700,0.08547079,0.00637415,0.22068572,0.04618414,0.00699803
-5.69384692,0.30867488,0.00576791,0.00124611,0.09071908,0.07268356,0.00541603,0.18761786,0.03924275,0.00595940
-5.68784392,0.26063070,0.00488310,0.00105014,0.07659191,0.06138389,0.00457072,0.15841359,0.03311836,0.00503966
-5.68184092,0.21855578,0.00410464,0.00087928,0.06422082,0.05148364,0.00383110,0.13283836,0.02775949,0.00423236
-5.67583792,0.18201788,0.00342585,0.00073159,0.05347755,0.04288295,0.00318926,0.11062908,0.02310922,0.00353000
-5.66983492,0.15055516,0.00283918,0.00060507,0.04422531,0.03547443,0.00263688,0.09150474,0.01910728,0.00292436
-5.66383192,0.12369207,0.00233660,0.00049772,0.03632336,0.02914709,0.00216543,0.07517607,0.01569201,0.00240685
-5.65782891,0.10095350,0.00190988,0.00040760,0.02963100,0.02378968,0.00176642,0.06135407,0.01280206,0.00196882
-5.65182591,0.08187674,0.00155083,0.00033289,0.02401104,0.01929366,0.00143163,0.04975728,0.01037788,0.00160178
-5.64582291,0.06602131,0.00125157,0.00027195,0.01933257,0.01555548,0.00115321,0.04011775,0.00836289,0.00129769
-5.63981991,0.05297673,0.00100463,0.00022329,0.01547314,0.01247853,0.00092388,0.03218571,0.00670439,0.00104908
-5.63381691,0.04236817,0.00080312,0.00018567,0.01232029,0.00997443,0.00073694,0.02573301,0.00535427,0.00084922
-5.62781391,0.03386044,0.00064083,0.00015811,0.00977261,0.00796400,0.00058642,0.02055552,0.00426947,0.00069220
-5.62181091,0.02716040,0.00051224,0.00013991,0.00774027,0.00637787,0.00046703,0.01647455,0.00341221,0.00057307
-5.61580790,0.02201809,0.00041262,0.00013067,0.00614519,0.00515667,0.00037423,0.01333754,0.00275017,0.00048782
-5.60980490,0.01822694,0.00033799,0.00013031,0.00492096,0.00425117,0.00030421,0.01101816,0.00225640,0.00043350
-5.60380190,0.01562320,0.00028512,0.00013910,0.00401241,0.00362203,0.00025385,0.00941594,0.00190932,0.00040818
-5.59779890,0.01408496,0.00025152,0.00015770,0.00337515,0.00323962,0.00022072,0.00845561,0.00169246,0.00041102
-5.59179590,0.01353080,0.00023543,0.00018716,0.00297493,0.00308367,0.00020305,0.00808629,0.00159436,0.00044226
-5.58579290,0.01391824,0.00023576,0.00022893,0.00278696,0.00314287,0.00019967,0.00828052,0.00160831,0.00050324
-5.57978989,0.01524228,0.00025207,0.00028491,0.00279527,0.00341450,0.00020999,0.00903331,0.00173216,0.00059640
-5.57378689,0.01753366,0.00028454,0.00035746,0.00299200,0.00390403,0.00023398,0.01036111,0.00196815,0.00072527
-5.56778389,0.02085730,0.00033390,0.00044940,0.00337680,0.00462473,0.00027210,0.01230083,0.00232264,0.00089448
-5.56178089,0.02531044,0.00040146,0.00056404,0.00395614,0.00559721,0.00032527,0.01490871,0.00280599,0.00110971
-5.55577789,0.03102077,0.00048898,0.00070513,0.00474274,0.00684899,0.00039487,0.01825915,0.00343235,0.00137768
-5.54977489,0.03814408,0.00059869,0.00087689,0.00575493,0.00841397,0.00048265,0.02244339,0.00421941,0.00170603
-5.54377189,0.04686161,0.00073320,0.00108395,0.00701604,0.01033182,0.00059071,0.02756789,0.00518823,0.00210329
-5.53776888,0.05737683,0.00089543,0.00133127,0.00855370,0.01264729,0.00072147,0.03375241,0.00636296,0.00257867
-5.53176588,0.06991151,0.00108857,0.00162411,0.01039912,0.01540932,0.00087756,0.04112781,0.00777049,0.00314190
-5.52576288,0.08470110,0.00131593,0.00196789,0.01258629,0.01867005,0.00106180,0.04983326,0.00944015,0.00380303
-5.51975988,0.10198936,0.00158089,0.00236806,0.01515110,0.02248369,0.00127711,0.06001318,0.01140325,0.00457214
-5.51375688,0.12202222,0.00188675,0.00282999,0.01813037,0.02690518,0.00152642,0.07181366,0.01369263,0.00545899
-5.50775388,0.14504096,0.00223661,0.00335874,0.02156078,0.03198875,0.00181260,0.08537850,0.01634215,0.00647269
-5.50175088,0.17127494,0.00263322,0.00395894,0.02547780,0.03778639,0.00213836,0.10084502,0.01938612,0.00762128
-5.49574787,0.20093399,0.00307884,0.00463454,0.02991454,0.04434629,0.00250613,0.11833965,0.02285876,0.00891133
-5.48974487,0.23420090,0.00357511,0.00538862,0.03490064,0.05171124,0.00291800,0.13797358,0.02679364,0.01034750
-5.48374187,0.27122420,0.00412286,0.00622321,0.04046115,0.05991723,0.00337563,0.15983864,0.03122319,0.01193212
-5.47773887,0.31211179,0.00472205,0.00713913,0.04661561,0.06899210,0.00388015,0.18400357,0.03617820,0.01366484
-5.47173587,0.35692567,0.00537159,0.00813581,0.05337722,0.07895462,0.00443215,0.21051108,0.04168755,0.01554226
-5.46573287,0.40567834,0.00606933,0.00921119,0.06075225,0.08981383,0.00503162,0.23937567,0.04777790,0.01755773
-5.45972986,0.45833105,0.00681197,0.01036170,0.06873971,0.10156880,0.00567793,0.27058278,0.05447364,0.01970119
-5.45372686,0.51479431,0.00759511,0.01158222,0.07733133,0.11420895,0.00636993,0.30408900,0.06179690,0.02195918
-5.44772386,0.57493076,0.00841326,0.01286621,0.08651184,0.12771486,0.00710593,0.33982379,0.06976776,0.02431494
-5.44172086,0.63856048,0.00925998,0.01420577,0.09625958,0.14205952,0.00788385,0.37769253,0.07840451,0.02674871
-5.43571786,0.70546850,0.01012805,0.01559192,0.10654746,0.15721015,0.00870135,0.41758086,0.08772403,0.02923814
-5.42971486,0.77541436,0.01100963,0.01701484,0.11734419,0.17313030,0.00955595,0.45936011,0.09774216,0.03175890
-5.42371186,0.84814308,0.01189658,0.01846418,0.12861564,0.18978229,0.01044523,0.50289359,0.10847408,0.03428534
-5.41770885,0.92339703,0.01278072,0.01992945,0.14032648,0.20712970,0.01136699,0.54804332,0.11993453,0.03679135
-5.41170585,1.00092787,0.01365413,0.02140038,0.15244173,0.22513973,0.01231944,0.59467668,0.13213785,0.03925124
-5.40570285,1.08050779,0.01450951,0.02286733,0.16492837,0.24378536,0.01330130,0.64267273,0.14509782,0.04164065
-5.39969985,1.16193905,0.01534045,0.02432160,0.17775671,0.26304693,0.01431199,0.69192745,0.15882712,0.04393752
-5.39369685,1.24506126,0.01614176,0.02575581,0.19090158,0.28291307,0.01535164,0.74235751,0.17333645,0.04612295
-5.38769385,1.32975537,0.01690968,0.02716411,0.20434319,0.30338070,0.01642108,0.79390232,0.18863328,0.04818196
-5.38169085,1.41594414,0.01764205,0.02854234,0.21806760,0.32445419,0.01752185,0.84652380,0.20472026,0.05010419
-5.37568784,1.50358871,0.01833847,0.02988815,0.23206684,0.34614336,0.01865597,0.90020404,0.22159324,0.05188430
-5.36968484,1.59268119,0.01900023,0.03120091,0.24633871,0.36846055,0.01982577,0.95494065,0.23923924,0.05352234
-5.36368184,1.68323380,0.01963030,0.03248164,0.26088628,0.39141686,0.02103358,1.01074013,0.25763411,0.05502373
-5.35767884,1.77526510,0.02023314,0.03373271,0.27571714,0.41501755,0.02228138,1.06760966,0.27674049,0.05639920
-5.35167584,1.86878430,0.02081443,0.03495757,0.29084272,0.43925714,0.02357037,1.12554796,0.29650590,0.05766435
-5.34567284,1.96377497,0.02138075,0.03616038,0.30627764,0.46411436,0.02490063,1.18453584,0.31686130,0.05883919
-5.33966983,2.06017939,0.02193916,0.03734558,0.32203929,0.48954746,0.02627059,1.24452738,0.33772039,0.05994744
-5.33366683,2.15788523,0.02249679,0.03851751,0.33814796,0.51549011,0.02767673,1.30544267,0.35897970,0.06101577
-5.32766383,2.25671590,0.02306037,0.03967998,0.35462734,0.54184858,0.02911323,1.36716282,0.38051975,0.06207296
-5.32166083,2.35642595,0.02363576,0.04083601,0.37150587,0.56850029,0.03057172,1.42952813,0.40220724,0.06314910
-5.31565783,2.45670256,0.02422759,0.04198755,0.38881859,0.59529425,0.03204122,1.49234001,0.42389850,0.06427480
-5.30965483,2.55717387,0.02483890,0.04313538,0.40660974,0.62205354,0.03350812,1.55536697,0.44544405,0.06548053
-5.30365183,2.65742433,0.02547088,0.04427908,0.42493593,0.64857982,0.03495644,1.61835484,0.46669415,0.06679604
-5.29764882,2.75701678,0.02612275,0.04541717,0.44386955,0.67466010,0.03636813,1.68104098,0.48750527,0.06824998
-5.29164582,2.85552054,0.02679173,0.04654735,0.46350246,0.70007534,0.03772364,1.74317185,0.50774708,0.06986965
-5.28564282,2.95254402,0.02747319,0.04766682,0.48394928,0.72461074,0.03900263,1.80452328,0.52730978,0.07168084
-5.27963982,3.04777016,0.02816084,0.04877275,0.50535024,0.74806709,0.04018473,1.86492212,0.54611122,0.07370792
-5.27363682,3.14099251,0.02884717,0.04986268,0.52787297,0.77027293,0.04125052,1.92426798,0.56410350,0.07597387
-5.26763382,3.23214941,0.02952388,0.05093503,0.55171295,0.79109644,0.04218250,1.98255366,0.58127868,0.07850043
