energy_ev,total_up,Cu_p_up,Cu_d_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-3.43071536,3.95085954,0.31870800,2.89829954,0.33045001,0.63377304,0.00024530,0.05380244,0.41363229,0.00000000
-3.42471236,4.04502792,0.32763945,2.98247749,0.33254484,0.63883117,0.00026640,0.05475261,0.41437175,0.00000000
-3.41870935,4.13553229,0.33637788,3.06124267,0.33532213,0.64595623,0.00029103,0.05563188,0.41458012,0.00000000
-3.41270635,4.22086627,0.34476937,3.13349708,0.33868537,0.65483913,0.00031914,0.05641943,0.41415961,0.00000000
-3.40670335,4.29959653,0.35266878,3.19824082,0.34252407,0.66513857,0.00035065,0.05709539,0.41302434,0.00000000
-3.40070035,4.37040073,0.35994372,3.25459713,0.34671557,0.67649190,0.00038551,0.05764132,0.41110317,0.00000000
-3.39469735,4.43210518,0.36647815,3.30183662,0.35112751,0.68852641,0.00042364,0.05804064,0.40834240,0.00000000
-3.38869435,4.48372051,0.37217582,3.33939940,0.35562079,0.70087076,0.00046492,0.05827913,0.40470803,0.00000000
-3.38269135,4.52447370,0.37696302,3.36691410,0.36005291,0.71316602,0.00050922,0.05834545,0.40018757,0.00000000
-3.37668834,4.55383451,0.38079076,3.38421240,0.36428151,0.72507593,0.00055639,0.05823155,0.39479114,0.00000000
-3.37068534,4.57153488,0.38363605,3.39133810,0.36816804,0.73629588,0.00060621,0.05793310,0.38855192,0.00000000
-3.36468234,4.57757995,0.38550232,3.38854992,0.37158129,0.74656047,0.00065842,0.05744987,0.38152583,0.00000000
-3.35867934,4.57224971,0.38641885,3.37631738,0.37440059,0.75564918,0.00071271,0.05678592,0.37379038,0.00000000
-3.35267634,4.55609109,0.38643926,3.35530967,0.37651872,0.76339011,0.00076872,0.05594975,0.36544273,0.00000000
-3.34667334,4.52990041,0.38563908,3.32637768,0.37784422,0.76966168,0.00082602,0.05495425,0.35659706,0.00000000
-3.34067034,4.49469703,0.38411260,3.29052978,0.37830312,0.77439238,0.00088411,0.05381657,0.34738126,0.00000000
-3.33466733,4.45168936,0.38196903,3.24890238,0.37784011,0.77755870,0.00094244,0.05255777,0.33793324,0.00000000
-3.32866433,4.40223501,0.37932830,3.20272665,0.37641909,0.77918145,0.00100040,0.05120238,0.32839680,0.00000000
-3.32266133,4.34779693,0.37631664,3.15329276,0.37402307,0.77932087,0.00105736,0.04977778,0.31891749,0.00000000
-3.31665833,4.28989795,0.37306217,3.10191361,0.37065372,0.77807079,0.00111262,0.04831348,0.30963844,0.00000000
-3.31065533,4.23007589,0.36969075,3.04988951,0.36633038,0.77555236,0.00116550,0.04684038,0.30069652,0.00000000
-3.30465233,4.16984144,0.36632223,2.99847553,0.36108889,0.77190757,0.00121531,0.04538989,0.29221887,0.00000000
-3.29864932,4.11064062,0.36306739,2.94885291,0.35498009,0.76729312,0.00126140,0.04399308,0.28431998,0.00000000
-3.29264632,4.05382353,0.36002540,2.90210565,0.34806837,0.76187480,0.00130317,0.04267983,0.27709943,0.00000000
-3.28664332,4.00062013,0.35728226,2.85920280,0.34043010,0.75582264,0.00134010,0.04147806,0.27064034,0.00000000
-3.28064032,3.95212377,0.35490976,2.82098701,0.33215210,0.74930705,0.00137176,0.04041299,0.26500850,0.00000000
-3.27463732,3.90928218,0.35296530,2.78816903,0.32333027,0.74249595,0.00139788,0.03950654,0.26025214,0.00000000
-3.26863432,3.87289543,0.35149222,2.76132761,0.31406825,0.73555287,0.00141831,0.03877681,0.25640233,0.00000000
-3.26263132,3.84361975,0.35052058,2.74091412,0.30447613,0.72863593,0.00143306,0.03823774,0.25347378,0.00000000
-3.25662831,3.82197575,0.35006827,2.72726056,0.29466932,0.72189753,0.00144234,0.03789883,0.25146606,0.00000000
-3.25062531,3.80835957,0.35014215,2.72058984,0.28476731,0.71548447,0.00144651,0.03776505,0.25036492,0.00000000
-3.24462231,3.80305501,0.35073928,2.72102702,0.27489246,0.70953833,0.00144612,0.03783683,0.25014376,0.00000000
-3.23861931,3.80624539,0.35184785,2.72861020,0.26516872,0.70419582,0.00144187,0.03811016,0.25076494,0.00000000
-3.23261631,3.81802350,0.35344794,2.74330007,0.25572019,0.69958885,0.00143463,0.03857682,0.25218107,0.00000000
-3.22661331,3.83839866,0.35551185,2.76498733,0.24666955,0.69584422,0.00142538,0.03922461,0.25433595,0.00000000
-3.22061031,3.86730029,0.35800419,2.79349746,0.23813636,0.69308266,0.00141519,0.04003772,0.25716535,0.00000000
-3.21460730,3.90457787,0.36088163,2.82859265,0.23023519,0.69141729,0.00140521,0.04099712,0.26059759,0.00000000
-3.20860430,3.94999731,0.36409244,2.86997119,0.22307367,0.69095141,0.00139660,0.04208095,0.26455382,0.00000000
-3.20260130,4.00323470,0.36757599,2.91726474,0.21675048,0.69177576,0.00139049,0.04326500,0.26894839,0.00000000
-3.19659830,4.06386831,0.37126223,2.97003422,0.21135332,0.69396532,0.00138798,0.04452318,0.27368904,0.00000000
-3.19059530,4.13137005,0.37507148,3.02776537,0.20695699,0.69757597,0.00139006,0.04582799,0.27867727,0.00000000
-3.18459230,4.20509795,0.37891451,3.08986491,0.20362159,0.70264100,0.00139759,0.04715104,0.28380896,0.00000000
-3.17858929,4.28429093,0.38269308,3.15565833,0.20139096,0.70916799,0.00141127,0.04846355,0.28897518,0.00000000
-3.17258629,4.36806716,0.38630114,3.22439030,0.20029145,0.71713612,0.00143161,0.04973691,0.29406345,0.00000000
-3.16658329,4.45542712,0.38962659,3.29522849,0.20033103,0.72649421,0.00145892,0.05094313,0.29895932,0.00000000
-3.16058029,4.54526199,0.39255359,3.36727117,0.20149879,0.73715964,0.00149329,0.05205544,0.30354843,0.00000000
-3.15457729,4.63636791,0.39496557,3.43955898,0.20376495,0.74901847,0.00153460,0.05304877,0.30771884,0.00000000
-3.14857429,4.72746591,0.39674854,3.51109074,0.20708130,0.76192659,0.00158250,0.05390023,0.31136370,0.00000000
-3.14257129,4.81722715,0.39779483,3.58084293,0.21138219,0.77571227,0.00163646,0.05458958,0.31438405,0.00000000
-3.13656828,4.90430279,0.39800681,3.64779222,0.21658591,0.79017984,0.00169574,0.05509967,0.31669169,0.00000000
-3.13056528,4.98735714,0.39730070,3.71094010,0.22259660,0.80511466,0.00175948,0.05541673,0.31821190,0.00000000
-3.12456228,5.06510310,0.39560993,3.76933875,0.22930659,0.82028912,0.00182668,0.05553074,0.31888598,0.00000000
-3.11855928,5.13633815,0.39288823,3.82211679,0.23659913,0.83546955,0.00189626,0.05543553,0.31867333,0.00000000
-3.11255628,5.19997954,0.38911187,3.86850403,0.24435140,0.85042394,0.00196711,0.05512895,0.31755298,0.00000000
-3.10655328,5.25509730,0.38428136,3.90785388,0.25243790,0.86493010,0.00203808,0.05461286,0.31552458,0.00000000
-3.10055028,5.30094353,0.37842214,3.93966268,0.26073395,0.87878411,0.00210812,0.05389304,0.31260864,0.00000000
-3.09454727,5.33697713,0.37158452,3.96358502,0.26911938,0.89180874,0.00217623,0.05297896,0.30884607,0.00000000
-3.08854427,5.36288290,0.36384266,3.97944457,0.27748218,0.90386155,0.00224155,0.05188355,0.30429703,0.00000000
-3.08254127,5.37858445,0.35529286,3.98723999,0.28572216,0.91484244,0.00230339,0.05062284,0.29903915,0.00000000
-3.07653827,5.38425066,0.34605107,3.98714595,0.29375427,0.92470024,0.00236130,0.04921548,0.29316512,0.00000000
-3.07053527,5.38029558,0.33624991,3.97950930,0.30151178,0.93343814,0.00241505,0.04768234,0.28677994,0.00000000
-3.06453227,5.36737184,0.32603525,3.96484064,0.30894886,0.94111770,0.00246471,0.04604596,0.27999776,0.00000000
-3.05852926,5.34635806,0.31556257,3.94380196,0.31604271,0.94786104,0.00251067,0.04433005,0.27293857,0.00000000
-3.05252626,5.31834070,0.30499328,3.91719072,0.32279493,0.95385121,0.00255364,0.04255900,0.26572493,0.00000000
-3.04652326,5.28459093,0.29449101,3.88592121,0.32923215,0.95933039,0.00259470,0.04075734,0.25847871,0.00000000
-3.04052026,5.24653721,0.28421826,3.85100367,0.33540572,0.96459588,0.00263529,0.03894936,0.25131811,0.00000000
-3.03451726,5.20573432,0.27433317,3.81352199,0.34139052,0.96999379,0.00267723,0.03715860,0.24435496,0.00000000
-3.02851426,5.16382938,0.26498680,3.77461049,0.34728276,0.97591056,0.00272270,0.03540757,0.23769248,0.00000000
-3.02251126,5.12252578,0.25632073,3.73543025,0.35319684,0.98276232,0.00277424,0.03371738,0.23142340,0.00000000
-3.01650825,5.08354548,0.24846513,3.69714565,0.35926129,0.99098238,0.00283471,0.03210749,0.22562859,0.00000000
-3.01050525,5.04859042,0.24153714,3.66090114,0.36561390,1.00100715,0.00290726,0.03059551,0.22037610,0.00000000
-3.00450225,5.01930373,0.23563974,3.62779883,0.37239618,1.01326091,0.00299531,0.02919701,0.21572064,0.00000000
-2.99849925,4.99723132,0.23086083,3.59887691,0.37974733,1.02813991,0.00310243,0.02792541,0.21170346,0.00000000
-2.99249625,4.98378462,0.22727259,3.57508918,0.38779799,1.04599642,0.00323233,0.02679189,0.20835249,0.00000000
-2.98649325,4.98020514,0.22493111,3.55728586,0.39666383,1.06712325,0.00338874,0.02580529,0.20568281,0.00000000
-2.98049025,4.98753165,0.22387613,3.54619579,0.40643956,1.09173947,0.00357533,0.02497214,0.20369731,0.00000000
-2.97448724,5.00657072,0.22413092,3.54241032,0.41719327,1.11997790,0.00379560,0.02429659,0.20238747,0.00000000
-2.96848424,5.03787149,0.22570223,3.54636903,0.42896166,1.15187501,0.00405280,0.02378042,0.20173433,0.00000000
-2.96248124,5.08170539,0.22858041,3.55834768,0.44174617,1.18736363,0.00434978,0.02342308,0.20170946,0.00000000
-2.95647824,5.13805160,0.23273951,3.57844861,0.45551038,1.22626911,0.00468890,0.02322172,0.20227599,0.00000000
-2.95047524,5.20658898,0.23813759,3.60659405,0.47017870,1.26830890,0.00507194,0.02317122,0.20338974,0.00000000
-2.94447224,5.28669484,0.24471701,3.64252263,0.48563651,1.31309601,0.00549998,0.02326433,0.20500027,0.00000000
-2.93846923,5.37745115,0.25240503,3.68578939,0.50173183,1.36014614,0.00597335,0.02349171,0.20705204,0.00000000
-2.93246623,5.47765822,0.26111438,3.73576980,0.51827841,1.40888826,0.00649157,0.02384213,0.20948549,0.00000000
-2.92646323,5.58585591,0.27074419,3.79166777,0.53506014,1.45867855,0.00705331,0.02430255,0.21223825,0.00000000
-2.92046023,5.70035206,0.28118106,3.85252795,0.55183671,1.50881688,0.00765641,0.02485841,0.21524625,0.00000000
-2.91445723,5.81925752,0.29230030,3.91725231,0.56835027,1.55856549,0.00829790,0.02549377,0.21844487,0.00000000
-2.90845423,5.94052724,0.30396754,3.98462075,0.58433279,1.60716905,0.00897407,0.02619165,0.22177006,0.00000000
-2.90245123,6.06200617,0.31604043,4.05331570,0.59951392,1.65387532,0.00968061,0.02693427,0.22515947,0.00000000
-2.89644822,6.18147897,0.32837067,4.12195003,0.61362902,1.69795582,0.01041273,0.02770339,0.22855345,0.00000000
-2.89044522,6.29672219,0.34080621,4.18909784,0.62642706,1.73872547,0.01116538,0.02848063,0.23189598,0.00000000
-2.88444222,6.40555737,0.35319361,4.25332740,0.63767809,1.77556078,0.01193343,0.02924787,0.23513554,0.00000000
-2.87843922,6.50590380,0.36538054,4.31323532,0.64718008,1.80791584,0.01271193,0.02998754,0.23822575,0.00000000
-2.87243622,6.59582924,0.37721849,4.36748118,0.65476488,1.83533566,0.01349638,0.03068306,0.24112593,0.00000000
-2.86643322,6.67359745,0.38856533,4.41482141,0.66030308,1.85746652,0.01428297,0.03131910,0.24380143,0.00000000
-2.86043022,6.73771093,0.39928805,4.45414166,0.66370779,1.87406314,0.01506885,0.03188196,0.24622383,0.00000000
-2.85442721,6.78694793,0.40926536,4.48448635,0.66493707,1.88499261,0.01585237,0.03235983,0.24837090,0.00000000
-2.84842421,6.82039253,0.41839010,4.50508460,0.66399521,1.89023511,0.01663328,0.03274304,0.25022645,0.00000000
-2.84242121,6.83745709,0.42657150,4.51537157,0.66093267,1.88988177,0.01741285,0.03302427,0.25178005,0.00000000
-2.83641821,6.83789631,0.43373715,4.51500436,0.65584499,1.88412990,0.01819402,0.03319864,0.25302653,0.00000000
-2.83041521,6.82181254,0.43983459,4.50387167,0.64887054,1.87327594,0.01898137,0.03326386,0.25396555,0.00000000
-2.82441221,6.78965211,0.44483244,4.48209698,0.64018741,1.85770666,0.01978108,0.03322017,0.25460095,0.00000000
-2.81840920,6.74219263,0.44872105,4.45003457,0.63000944,1.83788904,0.02060072,0.03307032,0.25494023,0.00000000
-2.81240620,6.68052157,0.45151260,4.40825850,0.61858165,1.81435917,0.02144907,0.03281942,0.25499391,0.00000000
-2.80640320,6.60600641,0.45324055,4.35754456,0.60617509,1.78771064,0.02233572,0.03247479,0.25477499,0.00000000
-2.80040020,6.52025713,0.45395851,4.29884557,0.59308128,1.75858271,0.02327065,0.03204564,0.25429845,0.00000000
-2.79439720,6.42508179,0.45373838,4.23326066,0.57960640,1.72764844,0.02426376,0.03154285,0.25358073,0.00000000
-2.78839420,6.32243633,0.45266800,4.16199939,0.56606513,1.69560300,0.02532427,0.03097859,0.25263937,0.00000000
-2.78239120,6.21436972,0.45084810,4.08634184,0.55277451,1.66315208,0.02646014,0.03036592,0.25149256,0.00000000
-2.77638819,6.10296602,0.44838885,4.00759594,0.54004750,1.63100055,0.02767750,0.02971844,0.25015886,0.00000000
-2.77038519,5.99028486,0.44540594,3.92705355,0.52818673,1.59984117,0.02898001,0.02904986,0.24865680,0.00000000
-2.76438219,5.87830205,0.44201649,3.84594698,0.51747809,1.57034328,0.03036836,0.02837362,0.24700460,0.00000000
-2.75837919,5.76885212,0.43833480,3.76540740,0.50818452,1.54314142,0.03183983,0.02770246,0.24521983,0.00000000
-2.75237619,5.66357467,0.43446817,3.68642709,0.50053998,1.51882367,0.03338788,0.02704814,0.24331908,0.00000000
-2.74637319,5.56386631,0.43051297,3.60982688,0.49474365,1.49791997,0.03500200,0.02642106,0.24131760,0.00000000
-2.74037019,5.47083991,0.42655119,3.53623024,0.49095458,1.48089016,0.03666757,0.02583008,0.23922903,0.00000000
-2.73436718,5.38529276,0.42264750,3.46604530,0.48928691,1.46811230,0.03836600,0.02528226,0.23706505,0.00000000
-2.72836418,5.30768495,0.41884713,3.39945548,0.48980581,1.45987120,0.04007499,0.02478275,0.23483516,0.00000000
-2.72236118,5.23812896,0.41517458,3.33641941,0.49252435,1.45634798,0.04176895,0.02433480,0.23254649,0.00000000
-2.71635818,5.17639124,0.41163335,3.27668010,0.49740147,1.45761079,0.04341963,0.02393970,0.23020377,0.00000000
-2.71035518,5.12190583,0.40820655,3.21978314,0.50434123,1.46360763,0.04499681,0.02359693,0.22780933,0.00000000
-2.70435218,5.07379983,0.40485865,3.16510304,0.51319353,1.47416161,0.04646923,0.02330434,0.22536336,0.00000000
-2.69834917,5.03093019,0.40153800,3.11187671,0.52375636,1.48896950,0.04780546,0.02305833,0.22286425,0.00000000
-2.69234617,4.99193025,0.39818030,3.05924254,0.53577976,1.50760399,0.04897495,0.02285419,0.22030909,0.00000000
-2.68634317,4.95526485,0.39471261,3.00628327,0.54897135,1.52952013,0.04994903,0.02268637,0.21769433,0.00000000
-2.68034017,4.91929156,0.39105793,2.95207066,0.56300350,1.55406632,0.05070183,0.02254885,0.21501651,0.00000000
-2.67433717,4.88232608,0.38713990,2.89571010,0.57752198,1.58049976,0.05121123,0.02243549,0.21227312,0.00000000
-2.66833417,4.84270906,0.38288757,2.83638289,0.59215580,1.60800638,0.05145962,0.02234037,0.20946341,0.00000000
-2.66233117,4.79887177,0.37823988,2.77338447,0.60652808,1.63572476,0.05143451,0.02225806,0.20658915,0.00000000
-2.65632816,4.74939811,0.37314963,2.70615691,0.62026743,1.66277326,0.05112906,0.02218394,0.20365538,0.00000000
-2.65032516,4.69308047,0.36758681,2.63431420,0.63301966,1.68827969,0.05054229,0.02211437,0.20067089,0.00000000
-2.64432216,4.62896730,0.36154097,2.55765956,0.64445914,1.71141218,0.04967918,0.02204686,0.19764858,0.00000000
-2.63831916,4.55640065,0.35502264,2.47619406,0.65429954,1.73141013,0.04855055,0.02198013,0.19460553,0.00000000
-2.63231616,4.47504226,0.34806368,2.39011667,0.66230346,1.74761385,0.04717277,0.02191408,0.19156283,0.00000000
-2.62631316,4.38488759,0.34071654,2.29981584,0.66829057,1.75949149,0.04556721,0.02184974,0.18854517,0.00000000
-2.62031016,4.28626739,0.33305251,2.20585371,0.67214383,1.76666214,0.04375969,0.02178913,0.18558013,0.00000000
-2.61430715,4.17983716,0.32515904,2.10894376,0.67381367,1.76891368,0.04177969,0.02173505,0.18269738,0.00000000
-2.60830415,4.06655548,0.31713631,2.00992348,0.67331983,1.76621476,0.03965950,0.02169084,0.17992760,0.00000000
-2.60230115,3.94765227,0.30909328,1.90972359,0.67075093,1.75872001,0.03743342,0.02166011,0.17730145,0.00000000
-2.59629815,3.82458891,0.30114340,1.80933542,0.66626158,1.74676831,0.03513681,0.02164651,0.17484848,0.00000000
-2.59029515,3.69901204,0.29340019,1.70977811,0.66006751,1.73087399,0.03280526,0.02165348,0.17259614,0.00000000
-2.58429215,3.57270314,0.28597304,1.61206713,0.65243852,1.71171140,0.03047382,0.02168397,0.17056897,0.00000000
-2.57828914,3.44752627,0.27896337,1.51718553,0.64369000,1.69009337,0.02817625,0.02174036,0.16878799,0.00000000
-2.57228614,3.32537577,0.27246132,1.42605882,0.63417304,1.66694463,0.02594443,0.02182428,0.16727038,0.00000000
-2.56628314,3.20812614,0.26654322,1.33953449,0.62426376,1.64327122,0.02380788,0.02193660,0.16602948,0.00000000
-2.56028014,3.09758553,0.26126981,1.25836634,0.61435212,1.62012729,0.02179337,0.02207744,0.16507503,0.00000000
-2.55427714,2.99545430,0.25668539,1.18320399,0.60483072,1.59858056,0.01992470,0.02224623,0.16441378,0.00000000
-2.54827414,2.90328958,0.25281774,1.11458727,0.59608402,1.57967799,0.01822256,0.02244190,0.16405027,0.00000000
-2.54227114,2.82247632,0.24967896,1.05294496,0.58847809,1.56441283,0.01670454,0.02266300,0.16398784,0.00000000
-2.53626813,2.75420509,0.24726686,0.99859748,0.58235148,1.55369440,0.01538513,0.02290795,0.16422964,0.00000000
-2.53026513,2.69945642,0.24556702,0.95176239,0.57800707,1.54832151,0.01427594,0.02317521,0.16477974,0.00000000
-2.52426213,2.65899120,0.24455509,0.91256209,0.57570539,1.54896037,0.01338582,0.02346354,0.16564405,0.00000000
-2.51825913,2.63334650,0.24419940,0.88103262,0.57565919,1.55612760,0.01272110,0.02377215,0.16683110,0.00000000
-2.51225613,2.62283594,0.24446347,0.85713282,0.57802943,1.57017852,0.01228581,0.02410082,0.16835251,0.00000000
-2.50625313,2.62755372,0.24530844,0.84075307,0.58292262,1.59130095,0.01208185,0.02444998,0.17022314,0.00000000
-2.50025013,2.64738151,0.24669511,0.83172291,0.59038942,1.61951431,0.01210918,0.02482075,0.17246086,0.00000000
-2.49424712,2.68199723,0.24858556,0.82981735,0.60042444,1.65467363,0.01236595,0.02521486,0.17508591,0.00000000
-2.48824412,2.73088537,0.25094432,0.83476137,0.61296712,1.69647807,0.01284856,0.02563456,0.17811989,0.00000000
-2.48224112,2.79334801,0.25373896,0.84623282,0.62790361,1.74448336,0.01355168,0.02608240,0.18158447,0.00000000
-2.47623812,2.86851664,0.25694018,0.86386376,0.64506950,1.79811733,0.01446824,0.02656106,0.18549974,0.00000000
-2.47023512,2.95536450,0.26052142,0.88724064,0.66425350,1.85669809,0.01558930,0.02707312,0.18988246,0.00000000
-2.46423212,3.05271957,0.26445823,0.91590374,0.68520179,1.91945382,0.01690399,0.02762075,0.19474424,0.00000000
-2.45822911,3.15927858,0.26872728,0.94934644,0.70762320,1.98554376,0.01839933,0.02820555,0.20008979,0.00000000
-2.45222611,3.27362220,0.27330536,0.98701492,0.73119500,2.05407955,0.02006011,0.02882833,0.20591527,0.00000000
-2.44622311,3.39423200,0.27816842,1.02830883,0.75556951,2.12414643,0.02186877,0.02948895,0.21220703,0.00000000
-2.44022011,3.51950934,0.28329084,1.07258352,0.78038117,2.19482362,0.02380532,0.03018629,0.21894063,0.00000000
-2.43421711,3.64779650,0.28864497,1.11915416,0.80525429,2.26520366,0.02584732,0.03091820,0.22608042,0.00000000
-2.42821411,3.77740021,0.29420111,1.16730220,0.82981122,2.33440994,0.02796992,0.03168167,0.23357952,0.00000000
-2.42221111,3.90661738,0.29992794,1.21628408,0.85368076,2.40161245,0.03014605,0.03247291,0.24138046,0.00000000
-2.41620810,4.03376284,0.30579337,1.26534240,0.87650685,2.46604119,0.03234667,0.03328767,0.24941620,0.00000000
-2.41020510,4.15719845,0.31176584,1.31371908,0.89795704,2.52699722,0.03454115,0.03412151,0.25761177,0.00000000
-2.40420210,4.27536299,0.31781593,1.36067035,0.91773072,2.58386109,0.03669776,0.03497015,0.26588623,0.00000000
-2.39819910,4.38680167,0.32391814,1.40548285,0.93556670,2.63609866,0.03878429,0.03582982,0.27415497,0.00000000
-2.39219610,4.49019448,0.33005276,1.44749024,0.95124993,2.68326426,0.04076874,0.03669763,0.28233225,0.00000000
-2.38619310,4.58438206,0.33620752,1.48608954,0.96461699,2.72500136,0.04262008,0.03757183,0.29033380,0.00000000
-2.38019010,4.66838790,0.34237902,1.52075648,0.97556014,2.76104075,0.04430908,0.03845214,0.29807933,0.00000000
-2.37418709,4.74143600,0.34857362,1.55105887,0.98402978,2.79119662,0.04580908,0.03933982,0.30549491,0.00000000
-2.36818409,4.80296278,0.35480764,1.57666747,0.99003494,2.81536069,0.04709682,0.04023777,0.31251505,0.00000000
-2.36218109,4.85262281,0.36110693,1.59736357,0.99364192,2.83349487,0.04815313,0.04115045,0.31908431,0.00000000
-2.35617809,4.89028762,0.36750553,1.61304282,0.99497091,2.84562282,0.04896357,0.04208372,0.32515849,0.00000000
-2.35017509,4.91603762,0.37404354,1.62371498,0.99419072,2.85182078,0.04951886,0.04304445,0.33070526,0.00000000
-2.34417209,4.93014741,0.38076425,1.62949949,0.99151182,2.85220825,0.04981518,0.04404022,0.33570419,0.00000000
-2.33816908,4.93306475,0.38771058,1.63061689,0.98717779,2.84693886,0.04985431,0.04507870,0.34014626,0.00000000
-2.33216608,4.92538443,0.39492108,1.62737655,0.98145572,2.83619202,0.04964352,0.04616711,0.34403286,0.00000000
-2.32616308,4.90781792,0.40242560,1.62016098,0.97462572,2.82016552,0.04919522,0.04731164,0.34737429,0.00000000
-2.32016008,4.88116043,0.41024108,1.60940774,0.96697021,2.79906961,0.04852653,0.04851680,0.35018796,0.00000000
-2.31415708,4.84625681,0.41836746,1.59558946,0.95876327,2.77312263,0.04765859,0.04978483,0.35249625,0.00000000
-2.30815408,4.80396803,0.42678426,1.57919323,0.95026058,2.74254848,0.04661572,0.05111526,0.35432434,0.00000000
-2.30215108,4.75513984,0.43544791,1.56070016,0.94169051,2.70757584,0.04542455,0.05250447,0.35569798,0.00000000
-2.29614807,4.70057515,0.44429016,1.54056613,0.93324656,2.66843918,0.04411302,0.05394546,0.35664139,0.00000000
-2.29014507,4.64101145,0.45321771,1.51920476,0.92508167,2.62538132,0.04270941,0.05542777,0.35717541,0.00000000
-2.28414207,4.57710431,0.46211322,1.49697331,0.91730456,2.57865739,0.04124138,0.05693756,0.35731597,0.00000000
-2.27813907,4.50941773,0.47083767,1.47416220,0.90997830,2.52853972,0.03973515,0.05845793,0.35707305,0.00000000
-2.27213607,4.43842160,0.47923412,1.45098867,0.90312114,2.47532352,0.03821472,0.05996932,0.35645003,0.00000000
-2.26613307,4.36449627,0.48713274,1.42759463,0.89670957,2.41933263,0.03670133,0.06145022,0.35544358,0.00000000
-2.26013007,4.28794370,0.49435687,1.40404892,0.89068340,2.36092522,0.03521303,0.06287790,0.35404412,0.00000000
-2.25412706,4.20900441,0.50072986,1.38035352,0.88495272,2.30049881,0.03376447,0.06422931,0.35223662,0.00000000
-2.24812406,4.12787899,0.50608246,1.35645345,0.87940624,2.23849435,0.03236690,0.06548206,0.35000199,0.00000000
-2.24212106,4.04475288,0.51026029,1.33224945,0.87392070,2.17539894,0.03102830,0.06661539,0.34731866,0.00000000
-2.23611806,3.95982266,0.51313109,1.30761296,0.86837095,2.11174702,0.02975368,0.06761117,0.34416451,0.00000000
-2.23011506,3.87332231,0.51459135,1.28240213,0.86264007,2.04811968,0.02854554,0.06845479,0.34051891,0.00000000
-2.22411206,3.78554769,0.51457199,1.25647821,0.85662921,1.98514209,0.02740437,0.06913596,0.33636475,0.00000000
-2.21810905,3.69687776,0.51304284,1.22972125,0.85026667,1.92347901,0.02632921,0.06964936,0.33169048,0.00000000
-2.21210605,3.60779111,0.51001553,1.20204418,0.84351567,1.86382833,0.02531827,0.06999506,0.32649187,0.00000000
-2.20610305,3.51887677,0.50554482,1.17340457,0.83638075,1.80691287,0.02436946,0.07017880,0.32077350,0.00000000
-2.20010005,3.43083842,0.49972809,1.14381354,0.82891229,1.75347051,0.02348085,0.07021195,0.31454993,0.00000000
-2.19409705,3.34449180,0.49270318,1.11334119,0.82120904,1.70424302,0.02265114,0.07011133,0.30784644,0.00000000
-2.18809405,3.26075509,0.48464448,1.08211851,0.81341864,1.65996387,0.02187989,0.06989871,0.30069926,0.00000000
-2.18209105,3.18063275,0.47575759,1.05033567,0.80573607,1.62134527,0.02116770,0.06960015,0.29315540,0.00000000
-2.17608804,3.10519340,0.46627268,1.01823690,0.79840009,1.58906490,0.02051625,0.06924517,0.28527206,0.00000000
-2.17008504,3.03554294,0.45643686,0.98611236,0.79168794,1.56375265,0.01992822,0.06886570,0.27711550,0.00000000
-2.16408204,2.97279392,0.44650597,0.95428744,0.78590834,1.54597784,0.01940710,0.06849500,0.26875972,0.00000000
-2.15807904,2.91803285,0.43673596,0.92311027,0.78139339,1.53623715,0.01895690,0.06816645,0.26028479,0.00000000
-2.15207604,2.87228671,0.42737448,0.89293803,0.77848926,1.53494376,0.01858182,0.06791237,0.25177499,0.00000000
-2.14607304,2.83649044,0.41865267,0.86412293,0.77754645,1.54241783,0.01828585,0.06776284,0.24331686,0.00000000
-2.14007004,2.81145669,0.41077788,0.83699851,0.77890969,1.55887882,0.01807241,0.06774466,0.23499729,0.00000000
-2.13406703,2.79784928,0.40392723,0.81186704,0.78290787,1.58443970,0.01794398,0.06788038,0.22690171,0.00000000
-2.12806403,2.79616141,0.39824250,0.78898850,0.78984447,1.61910315,0.01790177,0.06818751,0.21911238,0.00000000
-2.12206103,2.80669956,0.39382636,0.76857177,0.79998853,1.66276014,0.01794544,0.06867794,0.21170708,0.00000000
-2.11605803,2.82957352,0.39074013,0.75076833,0.81356671,1.71519049,0.01807300,0.06935762,0.20475796,0.00000000
-2.11005503,2.86469287,0.38900314,0.73566851,0.83075636,1.77606567,0.01828066,0.07022636,0.19833082,0.00000000
-2.10405203,2.91176983,0.38859360,0.72330063,0.85167996,1.84495354,0.01856286,0.07127801,0.19248473,0.00000000
-2.09804902,2.97032794,0.38945096,0.71363262,0.87640096,1.92132481,0.01891243,0.07250076,0.18727196,0.00000000
-2.09204602,3.03971609,0.39147964,0.70657612,0.90492099,2.00456101,0.01932068,0.07387773,0.18273827,0.00000000
-2.08604302,3.11912676,0.39455391,0.70199252,0.93717863,2.09396357,0.01977774,0.07538771,0.17892341,0.00000000
-2.08004002,3.20761751,0.39852370,0.69970065,0.97304950,2.18876365,0.02027286,0.07700605,0.17586182,0.00000000
-2.07403702,3.30413457,0.40322120,0.69948551,1.01234770,2.28813243,0.02079469,0.07870569,0.17358346,0.00000000
-2.06803402,3.40753703,0.40846774,0.70110757,1.05482848,2.39119129,0.02133169,0.08045824,0.17211464,0.00000000
