energy_ev,total_up,As_p_up,As_d_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up
-6.00000000,0.15052134,0.00150996,0.00000000,0.01192765,0.13745408,0.03184337,0.00000000
-5.99399700,0.12633465,0.00125249,0.00000000,0.00999115,0.11539357,0.02679816,0.00000000
-5.98799400,0.10544703,0.00103242,0.00000000,0.00832316,0.09633944,0.02242117,0.00000000
-5.98199100,0.08755884,0.00084620,0.00000000,0.00689735,0.08002095,0.01865069,0.00000000
-5.97598799,0.07237825,0.00069034,0.00000000,0.00568846,0.06617423,0.01542624,0.00000000
-5.96998499,0.05962740,0.00056150,0.00000000,0.00467272,0.05454800,0.01268954,0.00000000
-5.96398199,0.04904765,0.00045659,0.00000000,0.00382809,0.04490852,0.01038537,0.00000000
-5.95797899,0.04040398,0.00037285,0.00000000,0.00313458,0.03704369,0.00846214,0.00000000
-5.95197599,0.03348848,0.00030784,0.00000000,0.00257437,0.03076643,0.00687249,0.00000000
-5.94597299,0.02812317,0.00025953,0.00000000,0.00213198,0.02591737,0.00557355,0.00000000
-5.93996998,0.02416208,0.00022629,0.00000000,0.00179433,0.02236685,0.00452716,0.00000000
-5.93396698,0.02149281,0.00020693,0.00000000,0.00155081,0.02001651,0.00369999,0.00000000
-5.92796398,0.02003748,0.00020066,0.00000000,0.00139322,0.01880032,0.00306348,0.00000000
-5.92196098,0.01975337,0.00020716,0.00000000,0.00131581,0.01868523,0.00259377,0.00000000
-5.91595798,0.02063303,0.00022649,0.00000000,0.00131521,0.01967146,0.00227151,0.00000000
-5.90995498,0.02270406,0.00025916,0.00000000,0.00139031,0.02179236,0.00208160,0.00000000
-5.90395198,0.02602845,0.00030605,0.00000000,0.00154222,0.02511394,0.00201296,0.00000000
-5.89794897,0.03070143,0.00036842,0.00000000,0.00177409,0.02973385,0.00205820,0.00000000
-5.89194597,0.03684977,0.00044788,0.00000000,0.00209096,0.03577986,0.00221328,0.00000000
-5.88594297,0.04462942,0.00054631,0.00000000,0.00249956,0.04340771,0.00247713,0.00000000
-5.87993997,0.05422236,0.00066590,0.00000000,0.00300807,0.05279813,0.00285129,0.00000000
-5.87393697,0.06583254,0.00080899,0.00000000,0.00362584,0.06415298,0.00333944,0.00000000
-5.86793397,0.07968081,0.00097808,0.00000000,0.00436303,0.07769047,0.00394701,0.00000000
-5.86193097,0.09599883,0.00117570,0.00000000,0.00523024,0.09363917,0.00468067,0.00000000
-5.85592796,0.11502170,0.00140433,0.00000000,0.00623805,0.11223101,0.00554788,0.00000000
-5.84992496,0.13697962,0.00166631,0.00000000,0.00739657,0.13369306,0.00655632,0.00000000
-5.84392196,0.16208841,0.00196368,0.00000000,0.00871482,0.15823834,0.00771339,0.00000000
-5.83791896,0.19053920,0.00229808,0.00000000,0.01020026,0.18605573,0.00902569,0.00000000
-5.83191596,0.22248742,0.00267065,0.00000000,0.01185815,0.21729909,0.01049846,0.00000000
-5.82591296,0.25804153,0.00308182,0.00000000,0.01369102,0.25207621,0.01213514,0.00000000
-5.81990995,0.29725184,0.00353127,0.00000000,0.01569810,0.29043764,0.01393684,0.00000000
-5.81390695,0.34009983,0.00401779,0.00000000,0.01787492,0.33236611,0.01590209,0.00000000
-5.80790395,0.38648867,0.00453917,0.00000000,0.02021285,0.37776693,0.01802645,0.00000000
-5.80190095,0.43623533,0.00509217,0.00000000,0.02269894,0.42645992,0.02030248,0.00000000
-5.79589795,0.48906495,0.00567248,0.00000000,0.02531576,0.47817351,0.02271970,0.00000000
-5.78989495,0.54460797,0.00627471,0.00000000,0.02804153,0.53254143,0.02526480,0.00000000
-5.78389195,0.60240044,0.00689251,0.00000000,0.03085042,0.58910246,0.02792205,0.00000000
-5.77788894,0.66188793,0.00751859,0.00000000,0.03371301,0.64730360,0.03067389,0.00000000
-5.77188594,0.72243324,0.00814494,0.00000000,0.03659706,0.70650702,0.03350177,0.00000000
-5.76588294,0.78332793,0.00876300,0.00000000,0.03946842,0.76600055,0.03638709,0.00000000
-5.75987994,0.84380763,0.00936389,0.00000000,0.04229216,0.82501195,0.03931249,0.00000000
-5.75387694,0.90307066,0.00993873,0.00000000,0.04503385,0.88272647,0.04226311,0.00000000
-5.74787394,0.96029971,0.01047892,0.00000000,0.04766095,0.93830722,0.04522810,0.00000000
-5.74187094,1.01468554,0.01097648,0.00000000,0.05014427,0.99091782,0.04820212,0.00000000
-5.73586793,1.06545223,0.01142438,0.00000000,0.05245946,1.03974645,0.05118682,0.00000000
-5.72986493,1.11188270,0.01181689,0.00000000,0.05458841,1.08403032,0.05419236,0.00000000
-5.72386193,1.15334365,0.01214986,0.00000000,0.05652057,1.12307978,0.05723872,0.00000000
