energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.65182591,0.57444567,0.15364622,0.40046510,0.00047083,0.01226845,0.00131661,0.13944854,0.06319840,0.02628862
-5.64582291,0.51239355,0.13584526,0.35931635,0.00039205,0.01082060,0.00109112,0.12327137,0.05437537,0.02295792
-5.63981991,0.45440740,0.11945747,0.32042204,0.00032442,0.00949241,0.00089846,0.10838528,0.04656355,0.01994664
-5.63381691,0.40062440,0.10446934,0.28397004,0.00026678,0.00828205,0.00073507,0.09477558,0.03968421,0.01724048
-5.62781391,0.35111390,0.09085175,0.25009504,0.00021797,0.00718645,0.00059751,0.08241400,0.03365861,0.01482322
-5.62181091,0.30588077,0.07856170,0.21887969,0.00017695,0.00620145,0.00048255,0.07126011,0.02840927,0.01267713
-5.61580790,0.26487061,0.06754423,0.19035748,0.00014271,0.00532204,0.00038717,0.06126301,0.02386098,0.01078349
-5.60980490,0.22797636,0.05773449,0.16451699,0.00011434,0.00454252,0.00030862,0.05236314,0.01994169,0.00912295
-5.60380190,0.19504601,0.04905984,0.14130734,0.00009100,0.00385670,0.00024440,0.04449408,0.01658311,0.00767598
-5.59779890,0.16589114,0.04144202,0.12064440,0.00007194,0.00325811,0.00019226,0.03758451,0.01372128,0.00642320
-5.59179590,0.14029586,0.03479918,0.10241760,0.00005649,0.00274022,0.00015026,0.03156000,0.01129683,0.00534568
-5.58579290,0.11802581,0.02904787,0.08649705,0.00004405,0.00229656,0.00011665,0.02634481,0.00925526,0.00442522
-5.57978989,0.09883712,0.02410481,0.07274065,0.00003413,0.00192096,0.00008997,0.02186343,0.00754699,0.00364457
-5.57378689,0.08248482,0.01988852,0.06100101,0.00002626,0.00160767,0.00006893,0.01804210,0.00612741,0.00298765
-5.56778389,0.06873075,0.01632068,0.05113208,0.00002006,0.00135155,0.00005248,0.01481004,0.00495676,0.00243962
-5.56178089,0.05735076,0.01332734,0.04299524,0.00001523,0.00114817,0.00003970,0.01210050,0.00400006,0.00198707
-5.55577789,0.04814112,0.01083978,0.03646488,0.00001149,0.00099398,0.00002986,0.00985169,0.00322695,0.00161806
-5.54977489,0.04092414,0.00879532,0.03143336,0.00000862,0.00088641,0.00002234,0.00800738,0.00261144,0.00132217
-5.54377189,0.03555295,0.00713779,0.02781536,0.00000643,0.00082400,0.00001666,0.00651750,0.00213181,0.00109056
-5.53776888,0.03191553,0.00581789,0.02555158,0.00000479,0.00080647,0.00001241,0.00533844,0.00177035,0.00091596
-5.53176588,0.02993802,0.00479340,0.02461184,0.00000358,0.00083485,0.00000928,0.00443330,0.00151320,0.00079271
-5.52576288,0.02958728,0.00402926,0.02499758,0.00000272,0.00091155,0.00000702,0.00377202,0.00135020,0.00071673
-5.51975988,0.03087280,0.00349752,0.02674369,0.00000212,0.00104047,0.00000545,0.00333144,0.00127474,0.00068556
-5.51375688,0.03384792,0.00317731,0.02991976,0.00000176,0.00122701,0.00000443,0.00309527,0.00128364,0.00069833
-5.50775388,0.03861037,0.00305463,0.03463065,0.00000161,0.00147815,0.00000386,0.00305406,0.00137710,0.00075578
-5.50175088,0.04530205,0.00312223,0.04101629,0.00000166,0.00180247,0.00000367,0.00320509,0.00155861,0.00086026
-5.49574787,0.05410801,0.00337938,0.04925077,0.00000193,0.00221014,0.00000381,0.00355228,0.00183489,0.00101572
-5.48974487,0.06525444,0.00383167,0.05954037,0.00000245,0.00271288,0.00000427,0.00410603,0.00221592,0.00122773
-5.48374187,0.07900577,0.00449071,0.07212083,0.00000328,0.00332387,0.00000505,0.00488309,0.00271482,0.00150341
-5.47773887,0.09566046,0.00537394,0.08725327,0.00000451,0.00405760,0.00000618,0.00590629,0.00334789,0.00185146
-5.47173587,0.11554563,0.00650423,0.10521920,0.00000628,0.00492968,0.00000768,0.00720432,0.00413446,0.00228207
-5.46573287,0.13901037,0.00790961,0.12631410,0.00000876,0.00595655,0.00000960,0.00881136,0.00509681,0.00280682
-5.45972986,0.16641764,0.00962277,0.15083997,0.00001218,0.00715515,0.00001201,0.01076662,0.00626001,0.00343858
-5.45372686,0.19813481,0.01168059,0.17909663,0.00001686,0.00854250,0.00001498,0.01311384,0.00765165,0.00419130
-5.44772386,0.23452307,0.01412359,0.21137197,0.00002318,0.01013518,0.00001859,0.01590054,0.00930154,0.00507982
-5.44172086,0.27592565,0.01699523,0.24793151,0.00003167,0.01194880,0.00002294,0.01917724,0.01124130,0.00611957
-5.43571786,0.32265541,0.02034116,0.28900728,0.00004296,0.01399736,0.00002812,0.02299654,0.01350383,0.00732626
-5.42971486,0.37498191,0.02420840,0.33478664,0.00005786,0.01629260,0.00003425,0.02741194,0.01612280,0.00871545
-5.42371186,0.43311867,0.02864442,0.38540140,0.00007737,0.01884327,0.00004144,0.03247676,0.01913189,0.01030218
-5.41770885,0.49721100,0.03369621,0.44091765,0.00010273,0.02165450,0.00004979,0.03824279,0.02256410,0.01210046
-5.41170585,0.56732506,0.03940932,0.50132705,0.00013542,0.02472709,0.00005941,0.04475898,0.02645097,0.01412282
-5.40570285,0.64343881,0.04582693,0.56653990,0.00017723,0.02805691,0.00007041,0.05207013,0.03082173,0.01637980
-5.39969985,0.72543537,0.05298898,0.63638073,0.00023029,0.03163442,0.00008289,0.06021562,0.03570251,0.01887947
-5.39369685,0.81309941,0.06093133,0.71058674,0.00029708,0.03544428,0.00009691,0.06922825,0.04111559,0.02162706
-5.38769385,0.90611710,0.06968520,0.78880946,0.00038049,0.03946507,0.00011254,0.07913324,0.04707861,0.02462453
-5.38169085,1.00407973,0.07927657,0.87061995,0.00048382,0.04366932,0.00012982,0.08994749,0.05360405,0.02787031
-5.37568784,1.10649137,0.08972589,0.95551753,0.00061080,0.04802363,0.00014876,0.10167902,0.06069869,0.03135915
-5.36968484,1.21278034,0.10104793,1.04294186,0.00076556,0.05248905,0.00016933,0.11432674,0.06836324,0.03508202
-5.36368184,1.32231424,0.11325171,1.13228810,0.00095264,0.05702171,0.00019149,0.12788054,0.07659219,0.03902622
-5.35767884,1.43441798,0.12634065,1.22292458,0.00117692,0.06157364,0.00021514,0.14232160,0.08537372,0.04317558
-5.35167584,1.54839396,0.14031269,1.31421211,0.00144357,0.06609378,0.00024015,0.15762294,0.09468984,0.04751080
-5.34567284,1.66354353,0.15516053,1.40552421,0.00175791,0.07052919,0.00026637,0.17375020,0.10451654,0.05200986
-5.33966983,1.77918849,0.17087164,1.49626697,0.00212534,0.07482640,0.00029359,0.19066249,0.11482415,0.05664862
-5.33366683,1.89469148,0.18742829,1.58589760,0.00255110,0.07893280,0.00032157,0.20831327,0.12557764,0.06140136
-5.32766383,2.00947386,0.20480720,1.67394058,0.00304017,0.08279814,0.00035005,0.22665112,0.13673699,0.06624146
-5.32166083,2.12303016,0.22297894,1.76000014,0.00359698,0.08637589,0.00037874,0.24562035,0.14825750,0.07114200
-5.31565783,2.23493783,0.24190707,1.84376856,0.00422521,0.08962465,0.00040733,0.26516138,0.16009004,0.07607630
-5.30965483,2.34486164,0.26154676,1.92502933,0.00492752,0.09250931,0.00043549,0.28521071,0.17218113,0.08101846
-5.30365183,2.45255224,0.28184319,2.00365494,0.00570529,0.09500203,0.00046289,0.30570055,0.18447297,0.08594366
-5.29764882,2.55783882,0.30272963,2.07959923,0.00655840,0.09708302,0.00048920,0.32655813,0.19690331,0.09082846
-5.29164582,2.66061606,0.32412531,2.15288470,0.00748493,0.09874099,0.00051410,0.34770455,0.20940521,0.09565079
-5.28564282,2.76082613,0.34593331,2.22358518,0.00848101,0.09997336,0.00053728,0.36905344,0.22190675,0.10038991
-5.27963982,2.85843688,0.36803846,2.29180516,0.00954063,0.10078607,0.00055845,0.39050948,0.23433072,0.10502618
-5.27363682,2.95341735,0.39030573,2.35765669,0.01065557,0.10119320,0.00057738,0.41196682,0.24659432,0.10954067
-5.26763382,3.04571248,0.41257902,2.42123553,0.01181535,0.10121627,0.00059382,0.43330771,0.25860909,0.11391477
-5.26163082,3.13521856,0.43468076,2.48259787,0.01300728,0.10088325,0.00060760,0.45440148,0.27028098,0.11812966
-5.25562781,3.22176114,0.45641240,2.54173930,0.01421661,0.10022742,0.00061856,0.47510395,0.28151073,0.12216584
-5.24962481,3.30507715,0.47755603,2.59857725,0.01542680,0.09928612,0.00062661,0.49525756,0.29219463,0.12600271
-5.24362181,3.38480249,0.49787707,2.65293838,0.01661981,0.09809932,0.00063168,0.51469228,0.30222565,0.12961825
-5.23761881,3.46046610,0.51712819,2.70455153,0.01777649,0.09670822,0.00063375,0.53322728,0.31149498,0.13298884
-5.23161581,3.53149129,0.53505439,2.75304701,0.01887715,0.09515388,0.00063284,0.55067360,0.31989406,0.13608924
-5.22561281,3.59720439,0.55139900,2.79796233,0.01990203,0.09347588,0.00062900,0.56683757,0.32731684,0.13889282
-5.21960980,3.65685039,0.56591055,2.83875416,0.02083189,0.09171116,0.00062232,0.58152499,0.33366242,0.14137192
-5.21360680,3.70961496,0.57835011,2.87481578,0.02164866,0.08989302,0.00061293,0.59454588,0.33883786,0.14349850
-5.20760380,3.75465150,0.58849887,2.90549924,0.02233595,0.08805027,0.00060097,0.60571963,0.34276100,0.14524486
-5.20160080,3.79111200,0.59616552,2.93014090,0.02287967,0.08620663,0.00058662,0.61488029,0.34536324,0.14658459
-5.19559780,3.81817983,0.60119318,2.94808891,0.02326845,0.08438038,0.00057009,0.62188172,0.34659210,0.14749352
-5.18959480,3.83510275,0.60346537,2.95873114,0.02349409,0.08258419,0.00055159,0.62660238,0.34641336,0.14795076
-5.18359180,3.84122459,0.60291089,2.96152225,0.02355183,0.08082517,0.00053134,0.62894959,0.34481276,0.14793972
-5.17758879,3.83601374,0.59950717,2.95600821,0.02344055,0.07910519,0.00050959,0.62886292,0.34179714,0.14744901
-5.17158579,3.81908729,0.59328216,2.94184738,0.02316279,0.07742130,0.00048659,0.62631664,0.33739483,0.14647322
-5.16558279,3.79022980,0.58431430,2.91882716,0.02272468,0.07576635,0.00046259,0.62132113,0.33165549,0.14501361
-5.15957979,3.74940592,0.57273102,2.88687552,0.02213577,0.07412978,0.00043786,0.61392325,0.32464916,0.14307843
-5.15357679,3.69676665,0.55870548,2.84606718,0.02140866,0.07249843,0.00041263,0.60420555,0.31646480,0.14068317
-5.14757379,3.63264929,0.54245193,2.79662445,0.02055861,0.07085746,0.00038716,0.59228457,0.30720817,0.13785052
-5.14157079,3.55757155,0.52421995,2.73891303,0.01960307,0.06919134,0.00036170,0.57830828,0.29699933,0.13461012
-5.13556778,3.47222034,0.50428774,2.67343324,0.01856109,0.06748475,0.00033646,0.56245278,0.28596986,0.13099807
-5.12956478,3.37743626,0.48295493,2.60080749,0.01745280,0.06572358,0.00031168,0.54491859,0.27425976,0.12705633
-5.12356178,3.27419477,0.46053519,2.52176474,0.01629877,0.06389572,0.00028755,0.52592650,0.26201447,0.12283199
-5.11755878,3.16358494,0.43734899,2.43712281,0.01511954,0.06199190,0.00026426,0.50571341,0.24938179,0.11837637
-5.11155578,3.04678700,0.41371678,2.34776955,0.01393507,0.06000638,0.00024199,0.48452820,0.23650913,0.11374417
-5.10555278,2.92504946,0.38995292,2.25464349,0.01276428,0.05793742,0.00022091,0.46262771,0.22354094,0.10899255
-5.09954977,2.79966664,0.36636048,2.15871484,0.01162474,0.05578782,0.00020114,0.44027315,0.21061651,0.10418030
-5.09354677,2.67195734,0.34322706,2.06096739,0.01053236,0.05356505,0.00018283,0.41772680,0.19786814,0.09936697
-5.08754377,2.54324492,0.32082172,1.96238172,0.00950119,0.05128146,0.00016609,0.39524915,0.18541970,0.09461224
-5.08154077,2.41483936,0.29939294,1.86392015,0.00854335,0.04895419,0.00015103,0.37309646,0.17338553,0.08997521
-5.07553777,2.28802119,0.27916763,1.76651344,0.00766897,0.04660498,0.00013775,0.35151867,0.16186977,0.08551392
-5.06953477,2.16402745,0.26035097,1.67104947,0.00688627,0.04425986,0.00012636,0.33075768,0.15096587,0.08128489
-5.06353177,2.04403946,0.24312692,1.57836379,0.00620162,0.04194870,0.00011695,0.31104584,0.14075643,0.07734280
-5.05752876,1.92917238,0.22765936,1.48923185,0.00561973,0.03970463,0.00010963,0.29260459,0.13131316,0.07374012
-5.05152576,1.82046609,0.21409336,1.40436291,0.00514378,0.03756345,0.00010449,0.27564325,0.12269703,0.07052686
-5.04552276,1.71887732,0.20255671,1.32439524,0.00477562,0.03556287,0.00010164,0.26035769,0.11495839,0.06775026
-5.03951976,1.62527262,0.19316122,1.24989247,0.00451595,0.03374178,0.00010120,0.24692902,0.10813725,0.06545448
-5.03351676,1.54042199,0.18600379,1.18134085,0.00436448,0.03213942,0.00010329,0.23552208,0.10226339,0.06368018
-5.02751376,1.46499304,0.18116712,1.11914733,0.00432003,0.03079460,0.00010804,0.22628378,0.09735663,0.06246405
-5.02151076,1.39954531,0.17871981,1.06363799,0.00438071,0.02974486,0.00011558,0.21934127,0.09342691,0.06183826
-5.01550775,1.34452498,0.17871603,1.01505710,0.00454390,0.02902563,0.00012604,0.21479991,0.09047448,0.06182969
-5.00950475,1.30025970,0.18119453,0.97356640,0.00480637,0.02866946,0.00013955,0.21274112,0.08849002,0.06245922
-5.00350175,1.26695385,0.18617717,0.93924477,0.00516423,0.02870521,0.00015623,0.21322024,0.08745482,0.06374085
-4.99749875,1.24468436,0.19366714,0.91208825,0.00561295,0.02915732,0.00017618,0.21626433,0.08734107,0.06568075
-4.99149575,1.23339733,0.20364672,0.89201062,0.00614731,0.03004511,0.00019950,0.22187019,0.08811219,0.06827640
-4.98549275,1.23290582,0.21607511,0.87884450,0.00676136,0.03138213,0.00022624,0.23000271,0.08972334,0.07151569
-4.97948974,1.24288934,0.23088621,0.87234340,0.00744843,0.03317560,0.00025644,0.24059358,0.09212215,0.07537618
-4.97348674,1.26289530,0.24798678,0.87218477,0.00820108,0.03542596,0.00029009,0.25354064,0.09524955,0.07982460
-4.96748374,1.29234298,0.26725503,0.87797436,0.00901114,0.03812648,0.00032716,0.26870798,0.09904088,0.08481645
-4.96148074,1.33053039,0.28853992,0.88925202,0.00986975,0.04126307,0.00036755,0.28592680,0.10342716,0.09029611
-4.95547774,1.37664431,0.31166127,0.90549925,0.01076750,0.04481421,0.00041115,0.30499728,0.10833656,0.09619713
-4.94947474,1.42977366,0.33641082,0.92614836,0.01169451,0.04875103,0.00045780,0.32569144,0.11369594,0.10244308
-4.94347174,1.48892632,0.36255431,0.95059349,0.01264068,0.05303762,0.00050731,0.34775691,0.11943256,0.10894872
-4.93746873,1.55304904,0.38983459,0.97820316,0.01359591,0.05763148,0.00055944,0.37092168,0.12547572,0.11562168
-4.93146573,1.62105020,0.41797563,1.00833425,0.01455035,0.06248422,0.00061397,0.39489969,0.13175836,0.12236445
-4.92546273,1.69182467,0.44668743,1.04034696,0.01549470,0.06754235,0.00067063,0.41939698,0.13821850,0.12907677
-4.91945973,1.76428008,0.47567152,1.07362029,0.01642053,0.07274829,0.00072919,0.44411836,0.14480046,0.13565828
-4.91345673,1.83736329,0.50462686,1.10756745,0.01732054,0.07804153,0.00078940,0.46877414,0.15145569,0.14201133
-4.90745373,1.91008616,0.53325594,1.14165053,0.01818886,0.08335977,0.00085105,0.49308679,0.15814337,0.14804381
-4.90145073,1.98154929,0.56127063,1.17539375,0.01902125,0.08864023,0.00091395,0.51679713,0.16483040,0.15367195
-4.89544772,2.05096259,0.58839770,1.20839458,0.01981529,0.09382089,0.00097796,0.53966982,0.17149110,0.15882285
-4.88944472,2.11766169,0.61438359,1.24033211,0.02057044,0.09884169,0.00104297,0.56149776,0.17810641,0.16343673
-4.88344172,2.18111914,0.63899826,1.27097227,0.02128805,0.10364569,0.00110892,0.58210542,0.18466266,0.16746861
-4.87743872,2.24094998,0.66203801,1.30016932,0.02197130,0.10818002,0.00117580,0.60135066,0.19115011,0.17088958
-4.87143572,2.29691118,0.68332720,1.32786367,0.02262495,0.11239675,0.00124361,0.61912524,0.19756115,0.17368729
-4.86543272,2.34889509,0.70271871,1.35407602,0.02325512,0.11625356,0.00131238,0.63535382,0.20388848,0.17586586
-4.85942971,2.39691725,0.72009356,1.37889796,0.02386890,0.11971426,0.00138217,0.64999175,0.21012325,0.17744510
-4.85342671,2.44109939,0.73535945,1.40247974,0.02447392,0.12274906,0.00145299,0.66302169,0.21625348,0.17845905
-4.84742371,2.48164860,0.74844881,1.42501578,0.02507787,0.12533485,0.00152484,0.67444945,0.22226263,0.17895401
-4.84142071,2.51883412,0.75931645,1.44672871,0.02568803,0.12745518,0.00159770,0.68429926,0.22812883,0.17898603
-4.83541771,2.55296317,0.76793712,1.46785304,0.02631074,0.12910032,0.00167143,0.69260893,0.23382451,0.17861813
-4.82941471,2.58435740,0.77430332,1.48861934,0.02695099,0.13026715,0.00174587,0.69942520,0.23931680,0.17791728
-4.82341171,2.61333149,0.77842364,1.50923990,0.02761196,0.13095915,0.00182073,0.70479966,0.24456853,0.17695134
-4.81740870,2.64017535,0.78032178,1.52989680,0.02829476,0.13118629,0.00189565,0.70878545,0.24953995,0.17578616
-4.81140570,2.66514080,0.78003644,1.55073302,0.02899820,0.13096508,0.00197016,0.71143512,0.25419109,0.17448290
-4.80540270,2.68843383,0.77762207,1.57184715,0.02971869,0.13031856,0.00204374,0.71279964,0.25848464,0.17309577
-4.79939970,2.71021250,0.77315051,1.59329193,0.03045032,0.12927644,0.00211577,0.71292870,0.26238920,0.17167029
-4.79339670,2.73059062,0.76671328,1.61507659,0.03118499,0.12787517,0.00218562,0.71187219,0.26588275,0.17024209
-4.78739370,2.74964662,0.75842440,1.63717267,0.03191277,0.12615804,0.00225262,0.70968273,0.26895610,0.16883637
-4.78139070,2.76743670,0.74842335,1.65952280,0.03262224,0.12417528,0.00231614,0.70641900,0.27161609,0.16746796
-4.77538769,2.78401112,0.73687782,1.68205160,0.03330107,0.12198396,0.00237559,0.70214951,0.27388834,0.16614193
-4.76938469,2.79943189,0.72398599,1.70467780,0.03393649,0.11964781,0.00243047,0.69695658,0.27581931,0.16485481
-4.76338169,2.81379049,0.70997785,1.72732646,0.03451598,0.11723682,0.00248043,0.69093990,0.27747748,0.16359611
-4.75737869,2.82722371,0.69511535,1.74994023,0.03502780,0.11482659,0.00252524,0.68421962,0.27895343,0.16235026
-4.75137569,2.83992611,0.67969104,1.77248866,0.03546155,0.11249739,0.00256486,0.67693832,0.28035887,0.16109870
-4.74537269,2.85215771,0.66402505,1.79497449,0.03580873,0.11033289,0.00259943,0.66926175,0.28182440,0.15982194
-4.73936968,2.86424583,0.64846042,1.81743646,0.03606303,0.10841865,0.00262930,0.66137810,0.28349609,0.15850164
-4.73336668,2.87658045,0.63335666,1.83994802,0.03622071,0.10684025,0.00265498,0.65349568,0.28553096,0.15712241
-4.72736368,2.88960291,0.61908185,1.86261184,0.03628072,0.10568121,0.00267715,0.64583903,0.28809151,0.15567335
-4.72136068,2.90378826,0.60600341,1.88555037,0.03624466,0.10502069,0.00269661,0.63864350,0.29133942,0.15414916
-4.71535768,2.91962206,0.59447801,1.90889292,0.03611677,0.10493106,0.00271427,0.63214859,0.29542887,0.15255084
-4.70935468,2.93757296,0.58484089,1.93276008,0.03590356,0.10547549,0.00273107,0.62659035,0.30049949,0.15088593
-4.70335168,2.95806262,0.57739522,1.95724654,0.03561353,0.10670554,0.00274794,0.62219316,0.30666954,0.14916828
-4.69734867,2.98143497,0.57240187,1.98240362,0.03525670,0.10865896,0.00276575,0.61916131,0.31402951,0.14741742
-4.69134567,3.00792694,0.57007014,2.00822281,0.03484409,0.11135777,0.00278525,0.61767093,0.32263640,0.14565757
-4.68534267,3.03764268,0.57054994,2.03462175,0.03438721,0.11480675,0.00280702,0.61786265,0.33250921,0.14391640
-4.67933967,3.07053334,0.57392572,2.06143383,0.03389754,0.11899231,0.00283142,0.61983541,0.34362566,0.14222358
-4.67333667,3.10638414,0.58021260,2.08840273,0.03338602,0.12388207,0.00285857,0.62364183,0.35592051,0.14060924
-4.66733367,3.14481008,0.58935479,2.11518244,0.03286265,0.12942484,0.00288835,0.62928540,0.36928550,0.13910246
-4.66133067,3.18526107,0.60122653,2.14134353,0.03233613,0.13555145,0.00292033,0.63671965,0.38357111,0.13772991
-4.65532766,3.22703692,0.61563548,2.16638563,0.03181367,0.14217605,0.00295386,0.64584954,0.39858999,0.13651457
-4.64932466,3.26931164,0.63232841,2.18975584,0.03130083,0.14919808,0.00298803,0.65653471,0.41412199,0.13547482
-4.64332166,3.31116631,0.65099905,2.21087236,0.03080155,0.15650483,0.00302174,0.66859483,0.42992062,0.13462372
