energy_ev,total_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-6.00000000,4.93861130,0.00998571,0.23191637,1.39536597,0.56497324,0.10368611,3.15495512,0.72106181,0.85380648
-5.99399700,4.85812278,0.00973496,0.24364023,1.35268672,0.56390767,0.10384278,3.08042785,0.71434507,0.83850582
-5.98799400,4.77601525,0.00946303,0.25647387,1.30779101,0.56327685,0.10405268,3.00275585,0.70902907,0.82182783
-5.98199100,4.69368065,0.00917198,0.27033492,1.26160544,0.56331407,0.10430619,2.92314886,0.70506457,0.80402212
-5.97598799,4.61262015,0.00886414,0.28512036,1.21505253,0.56423678,0.10459882,2.84292143,0.70243466,0.78538216
-5.96998499,4.53440269,0.00854214,0.30070653,1.16902658,0.56623854,0.10493131,2.76346080,0.70115369,0.76623711
-5.96398199,4.46061834,0.00820879,0.31694963,1.12437165,0.56948206,0.10530950,2.68619117,0.70126406,0.74694204
-5.95797899,4.39282863,0.00786708,0.33368672,1.08186267,0.57409347,0.10574365,2.61253564,0.70283134,0.72786703
-5.95197599,4.33251626,0.00752011,0.35073736,1.04219007,0.58015807,0.10624752,2.54387746,0.70593796,0.70938559
-5.94597299,4.28103663,0.00717101,0.36790597,1.00594827,0.58771784,0.10683714,2.48152211,0.71067598,0.69186294
-5.93996998,4.23957323,0.00682287,0.38498487,0.97362831,0.59677054,0.10752948,2.42666161,0.71713929,0.67564472
-5.93396698,4.20909910,0.00647869,0.40175812,0.94561428,0.60727060,0.10834091,2.38034235,0.72541577,0.66104657
-5.92796398,4.19034573,0.00614129,0.41800586,0.92218360,0.61913158,0.10928579,2.34343756,0.73557978,0.64834510
-5.92196098,4.18378079,0.00581328,0.43350933,0.90351041,0.63222993,0.11037509,2.31662535,0.74768518,0.63777047
-5.91595798,4.18959539,0.00549699,0.44805621,0.88967181,0.64640999,0.11161515,2.30037290,0.76175945,0.62950106
-5.90995498,4.20770119,0.00519441,0.46144613,0.88065623,0.66148985,0.11300678,2.29492714,0.77779885,0.62366012
-5.90395198,4.23773708,0.00490723,0.47349623,0.87637339,0.67726776,0.11454452,2.30031217,0.79576491,0.62031480
-5.89794897,4.27908511,0.00463676,0.48404646,0.87666523,0.69352891,0.11621628,2.31633314,0.81558231,0.61947720
-5.89194597,4.33089446,0.00438395,0.49296438,0.88131724,0.71005215,0.11800334,2.34258646,0.83713815,0.62110750
-5.88594297,4.39211255,0.00414943,0.50014933,0.89006989,0.72661662,0.11988055,2.37847564,0.86028249,0.62511884
-5.87993997,4.46152164,0.00393349,0.50553563,0.90262959,0.74300792,0.12181694,2.42323223,0.88483028,0.63138370
-5.87393697,4.53777959,0.00373615,0.50909483,0.91867903,0.75902377,0.12377651,2.47594108,0.91056434,0.63974142
-5.86793397,4.61946314,0.00355719,0.51083674,0.93788681,0.77447907,0.12571931,2.53556899,0.93723943,0.65000644
-5.86193097,4.70511214,0.00339616,0.51080930,0.95991602,0.78921023,0.12760260,2.60099599,0.96458714,0.66197684
-5.85592796,4.79327342,0.00325249,0.50909716,0.98443207,0.80307881,0.12938220,2.67104813,0.99232156,0.67544289
