energy_ev,total_up,C_s_up,C_p_up,Hg_p_up,Hg_d_up,Na_s_up,Te_p_up,Te_d_up
-5.81390695,5.09146010,0.08317369,0.23479830,1.74392668,1.24092699,0.82659442,2.10100813,0.00000000
-5.80790395,5.30991537,0.08558417,0.24156127,1.80276154,1.29102294,0.85607366,2.19665480,0.00000000
-5.80190095,5.50391142,0.08751591,0.24690835,1.85174321,1.33478885,0.88084873,2.28275352,0.00000000
-5.79589795,5.67020903,0.08893728,0.25075000,1.89003495,1.37144979,0.90048761,2.35790360,0.00000000
-5.78989495,5.80607466,0.08982722,0.25302896,1.91700732,1.40036689,0.91465331,2.42089156,0.00000000
-5.78389195,5.90935698,0.09017594,0.25372223,1.93225610,1.42105582,0.92311369,2.47072378,0.00000000
-5.77788894,5.97854712,0.08998512,0.25284208,1.93561309,1.43320085,0.92574784,2.50665297,0.00000000
-5.77188594,6.01282029,0.08926788,0.25043580,1.92714937,1.43666384,0.92254874,2.52819769,0.00000000
-5.76588294,6.01205709,0.08804844,0.24658450,1.90717113,1.43148797,0.91362217,2.53515400,0.00000000
-5.75987994,5.97684411,0.08636135,0.24140079,1.87620826,1.41789581,0.89918188,2.52759909,0.00000000
-5.75387694,5.90845380,0.08425063,0.23502557,1.83499647,1.39628201,0.87954144,2.50588675,0.00000000
-5.74787394,5.80880499,0.08176856,0.22762409,1.78445383,1.36720093,0.85510299,2.47063530,0.00000000
-5.74187094,5.68040599,0.07897439,0.21938135,1.72565295,1.33134964,0.82634368,2.42270833,0.00000000
-5.73586793,5.52628277,0.07593295,0.21049722,1.65979004,1.28954720,0.79380021,2.36318958,0.00000000
-5.72986493,5.34989538,0.07271315,0.20118120,1.58815223,1.24271090,0.75805233,2.29335279,0.00000000
-5.72386193,5.15504599,0.06938660,0.19164734,1.51208454,1.19183052,0.71970594,2.21462804,0.00000000
-5.71785893,4.94578191,0.06602624,0.18210915,1.43295766,1.13794151,0.67937643,2.12856570,0.00000000
-5.71185593,4.72629710,0.06270499,0.17277492,1.35213763,1.08209808,0.63767295,2.03679946,0.00000000
-5.70585293,4.50083508,0.05949467,0.16384343,1.27095833,1.02534702,0.59518416,1.94100943,0.00000000
-5.69984992,4.27359611,0.05646493,0.15550010,1.19069738,0.96870316,0.55246568,1.84288652,0.00000000
-5.69384692,4.04865086,0.05368233,0.14791376,1.11255579,0.91312690,0.51002987,1.74409889,0.00000000
-5.68784392,3.82986210,0.05120957,0.14123395,1.03764147,0.85950464,0.46833777,1.64626106,0.00000000
-5.68184092,3.62081583,0.04910480,0.13558876,0.96695660,0.80863215,0.42779353,1.55090623,0.00000000
-5.67583792,3.42476234,0.04742101,0.13108320,0.90138839,0.76120128,0.38874103,1.45946191,0.00000000
-5.66983492,3.24456736,0.04620543,0.12779812,0.84170290,0.71779009,0.35146278,1.37322906,0.00000000
-5.66383192,3.08267336,0.04549903,0.12578943,0.78854143,0.67885621,0.31618062,1.29336453,0.00000000
-5.65782891,2.94107033,0.04533592,0.12508789,0.74241873,0.64473352,0.28305816,1.22086674,0.00000000
-5.65182591,2.82127562,0.04574277,0.12569903,0.70372271,0.61563170,0.25220448,1.15656429,0.00000000
-5.64582291,2.72432214,0.04673826,0.12760356,0.67271498,0.59163855,0.22367885,1.10110729,0.00000000
-5.63981991,2.65075422,0.04833237,0.13075792,0.64953200,0.57272477,0.19749619,1.05496122,0.00000000
-5.63381691,2.60063077,0.05052578,0.13509520,0.63418644,0.55875074,0.17363283,1.01840314,0.00000000
-5.62781391,2.57353505,0.05330921,0.14052620,0.62656879,0.54947528,0.15203246,0.99152024,0.00000000
-5.62181091,2.56859105,0.05666286,0.14694087,0.62644919,0.54456578,0.13261203,0.97421059,0.00000000
-5.61580790,2.58448613,0.06055588,0.15420996,0.63347970,0.54360965,0.11526726,0.96618641,0.00000000
-5.60980490,2.61950005,0.06494607,0.16218700,0.64719731,0.54612673,0.09987796,0.96697981,0.00000000
-5.60380190,2.67154030,0.06977975,0.17071056,0.66702802,0.55158242,0.08631263,0.97595131,0.00000000
-5.59779890,2.73818378,0.07499188,0.17960690,0.69229253,0.55940129,0.07443273,0.99230137,0.00000000
-5.59179590,2.81672486,0.08050649,0.18869283,0.72221385,0.56898097,0.06409629,1.01508501,0.00000000
-5.58579290,2.90422949,0.08623754,0.19777899,0.75592723,0.57970608,0.05516098,1.04322971,0.00000000
-5.57978989,2.99759497,0.09209006,0.20667332,0.79249266,0.59096189,0.04748669,1.07555663,0.00000000
-5.57378689,3.09361476,0.09796173,0.21518474,0.83091020,0.60214769,0.04093761,1.11080490,0.00000000
-5.56778389,3.18904728,0.10374486,0.22312710,0.87013788,0.61268937,0.03538383,1.14765874,0.00000000
-5.56178089,3.28068726,0.10932867,0.23032299,0.90911219,0.62205120,0.03070263,1.18477704,0.00000000
-5.55577789,3.36543834,0.11460190,0.23660770,0.94677063,0.62974649,0.02677934,1.22082452,0.00000000
-5.54977489,3.44038465,0.11945562,0.24183292,0.98207572,0.63534686,0.02350800,1.25450386,0.00000000
-5.54377189,3.50285954,0.12378612,0.24587018,1.01403983,0.63849005,0.02079166,1.28458769,0.00000000
-5.53776888,3.55050923,0.12749789,0.24861389,1.04174978,0.63888600,0.01854260,1.30994957,0.00000000
-5.53176588,3.58134908,0.13050642,0.24998389,1.06439052,0.63632109,0.01668222,1.32959256,0.00000000
-5.52576288,3.59381048,0.13274079,0.24992736,1.08126656,0.63066041,0.01514098,1.34267466,0.00000000
-5.51975988,3.58677652,0.13414592,0.24842001,1.09182051,0.62184813,0.01385801,1.34852978,0.00000000
-5.51375688,3.55960487,0.13468439,0.24546654,1.09564776,0.60990578,0.01278077,1.34668357,0.00000000
-5.50775388,3.51213703,0.13433768,0.24110028,1.09250646,0.59492873,0.01186460,1.33686340,0.00000000
-5.50175088,3.44469313,0.13310685,0.23538201,1.08232258,0.57708082,0.01107215,1.31900187,0.00000000
-5.49574787,3.35805278,0.13101257,0.22839800,1.06518946,0.55658746,0.01037285,1.29323402,0.00000000
-5.48974487,3.25342230,0.12809454,0.22025740,1.04136209,0.53372732,0.00974226,1.25988806,0.00000000
-5.48374187,3.13238981,0.12441026,0.21108893,1.01124613,0.50882300,0.00916150,1.21947012,0.00000000
-5.47773887,2.99687002,0.12003325,0.20103710,0.97538230,0.48223095,0.00861656,1.17264384,0.00000000
-5.47173587,2.84904079,0.11505087,0.19025809,0.93442683,0.45433097,0.00809769,1.12020547,0.00000000
-5.46573287,2.69127415,0.10956168,0.17891540,0.88912872,0.42551569,0.00759881,1.06305581,0.00000000
-5.45972986,2.52606458,0.10367256,0.16717547,0.84030499,0.39618031,0.00711688,1.00217003,0.00000000
-5.45372686,2.35595715,0.09749575,0.15520339,0.78881482,0.36671294,0.00665136,0.93856673,0.00000000
-5.44772386,2.18347840,0.09114583,0.14315893,0.73553382,0.33748583,0.00620370,0.87327743,0.00000000
-5.44172086,2.01107229,0.08473685,0.13119290,0.68132929,0.30884771,0.00577682,0.80731765,0.00000000
-5.43571786,1.84104326,0.07837958,0.11944406,0.62703752,0.28111747,0.00537473,0.74166069,0.00000000
-5.42971486,1.67550818,0.07217923,0.10803668,0.57344381,0.25457911,0.00500214,0.67721481,0.00000000
-5.42371186,1.51635813,0.06623333,0.09707861,0.52126584,0.22947829,0.00466410,0.61480441,0.00000000
-5.41770885,1.36523076,0.06063017,0.08666018,0.47114071,0.20602023,0.00436575,0.55515576,0.00000000
-5.41170585,1.22349316,0.05544755,0.07685364,0.42361592,0.18436897,0.00411206,0.49888719,0.00000000
-5.40570285,1.09223503,0.05075205,0.06771335,0.37914419,0.16464792,0.00390765,0.44650378,0.00000000
-5.39969985,0.97227104,0.04659859,0.05927645,0.33808197,0.14694144,0.00375663,0.39839624,0.00000000
-5.39369685,0.86415164,0.04303042,0.05156408,0.30069124,0.13129736,0.00366247,0.35484352,0.00000000
-5.38769385,0.76818055,0.04007940,0.04458302,0.26714430,0.11773021,0.00362788,0.31601861,0.00000000
-5.38169085,0.68443775,0.03776653,0.03832762,0.23753079,0.10622489,0.00365475,0.28199689,0.00000000
-5.37568784,0.61280632,0.03610268,0.03278193,0.21186664,0.09674075,0.00374408,0.25276644,0.00000000
-5.36968484,0.55300168,0.03508952,0.02792201,0.19010421,0.08921576,0.00389593,0.22823954,0.00000000
-5.36368184,0.50460197,0.03472047,0.02371818,0.17214313,0.08357068,0.00410940,0.20826495,0.00000000
-5.35767884,0.46707840,0.03498185,0.02013730,0.15784149,0.07971320,0.00438263,0.19264032,0.00000000
-5.35167584,0.43982453,0.03585395,0.01714482,0.14702677,0.07754176,0.00471274,0.18112436,0.00000000
-5.34567284,0.42218400,0.03731219,0.01470677,0.13950638,0.07694928,0.00509593,0.17344848,0.00000000
-5.33966983,0.41347593,0.03932828,0.01279138,0.13507736,0.07782646,0.00552747,0.16932757,0.00000000
-5.33366683,0.41301780,0.04187137,0.01137053,0.13353529,0.08006487,0.00600176,0.16846985,0.00000000
-5.32766383,0.42014563,0.04490912,0.01042087,0.13468201,0.08355974,0.00651246,0.17058566,0.00000000
-5.32166083,0.43423123,0.04840885,0.00992466,0.13833228,0.08821236,0.00705254,0.17539516,0.00000000
-5.31565783,0.45469656,0.05233850,0.00987022,0.14431926,0.09393225,0.00761450,0.18263496,0.00000000
-5.30965483,0.48102520,0.05666762,0.01025216,0.15249868,0.10063895,0.00819046,0.19206360,0.00000000
-5.30365183,0.51277081,0.06136812,0.01107125,0.16275192,0.10826343,0.00877239,0.20346601,0.00000000
-5.29764882,0.54956259,0.06641498,0.01233396,0.17498765,0.11674911,0.00935227,0.21665679,0.00000000
-5.29164582,0.59110751,0.07178666,0.01405180,0.18914227,0.12605241,0.00992232,0.23148246,0.00000000
-5.28564282,0.63718946,0.07746532,0.01624022,0.20517910,0.13614277,0.01047521,0.24782244,0.00000000
-5.27963982,0.68766492,0.08343668,0.01891749,0.22308611,0.14700207,0.01100423,0.26558891,0.00000000
-5.27363682,0.74245528,0.08968965,0.02210312,0.24287248,0.15862346,0.01150344,0.28472540,0.00000000
-5.26763382,0.80153583,0.09621553,0.02581628,0.26456388,0.17100947,0.01196788,0.30520404,0.00000000
-5.26163082,0.86492145,0.10300692,0.03007398,0.28819653,0.18416949,0.01239359,0.32702163,0.00000000
-5.25562781,0.93264938,0.11005629,0.03488922,0.31381033,0.19811662,0.01277774,0.35019446,0.00000000
-5.24962481,1.00475958,0.11735434,0.04026909,0.34144110,0.21286397,0.01311859,0.37475205,0.00000000
-5.24362181,1.08127333,0.12488807,0.04621294,0.37111237,0.22842049,0.01341551,0.40072999,0.00000000
-5.23761881,1.16217085,0.13263891,0.05271068,0.40282688,0.24478659,0.01366885,0.42816210,0.00000000
-5.23161581,1.24736919,0.14058076,0.05974131,0.43655833,0.26194967,0.01387985,0.45707232,0.00000000
-5.22561281,1.33670138,0.14867835,0.06727172,0.47224369,0.27987987,0.01405049,0.48746657,0.00000000
-5.21960980,1.42989811,0.15688577,0.07525586,0.50977664,0.29852618,0.01418333,0.51932513,0.00000000
-5.21360680,1.52657326,0.16514566,0.08363441,0.54900237,0.31781334,0.01428132,0.55259592,0.00000000
-5.20760380,1.62621432,0.17338885,0.09233486,0.58971443,0.33763962,0.01434764,0.58718896,0.00000000
-5.20160080,1.72817873,0.18153476,0.10127222,0.63165361,0.35787573,0.01438556,0.62297270,0.00000000
-5.19559780,1.83169686,0.18949257,0.11035024,0.67450941,0.37836514,0.01439830,0.65977219,0.00000000
-5.18959480,1.93588196,0.19716317,0.11946312,0.71792400,0.39892570,0.01438897,0.69736953,0.00000000
-5.18359180,2.03974726,0.20444183,0.12849789,0.76149877,0.41935280,0.01436049,0.73550662,0.00000000
-5.17758879,2.14222967,0.21122155,0.13733706,0.80480329,0.43942388,0.01431567,0.77389024,0.00000000
-5.17158579,2.24221944,0.21739699,0.14586178,0.84738639,0.45890417,0.01425719,0.81219928,0.00000000
-5.16558279,2.33859461,0.22286865,0.15395516,0.88878891,0.47755351,0.01418777,0.85009382,0.00000000
-5.15957979,2.43025867,0.22754727,0.16150583,0.92855772,0.49513393,0.01411029,0.88722574,0.00000000
-5.15357679,2.51617988,0.23135810,0.16841144,0.96626015,0.51141763,0.01402793,0.92325034,0.00000000
-5.14757379,2.59543021,0.23424474,0.17458201,1.00149852,0.52619506,0.01394442,0.95783843,0.00000000
-5.14157079,2.66722213,0.23617252,0.17994310,1.03392385,0.53928265,0.01386417,0.99068823,0.00000000
-5.13556778,2.73094128,0.23713088,0.18443852,1.06324817,0.55052988,0.01379253,1.02153663,0.00000000
-5.12956478,2.78617347,0.23713496,0.18803255,1.08925502,0.55982532,0.01373595,1.05016915,0.00000000
-5.12356178,2.83272457,0.23622588,0.19071167,1.11180756,0.56710135,0.01370214,1.07642813,0.00000000
-5.11755878,2.87063235,0.23446998,0.19248551,1.13085406,0.57233742,0.01370023,1.10021882,0.00000000
-5.11155578,2.90016969,0.23195680,0.19338731,1.14643060,0.57556157,0.01374093,1.12151304,0.00000000
-5.10555278,2.92183910,0.22879604,0.19347362,1.15866099,0.57685029,0.01383663,1.14035033,0.00000000
-5.09954977,2.93635893,0.22511354,0.19282340,1.16775410,0.57632675,0.01400153,1.15683664,0.00000000
-5.09354677,2.94464207,0.22104653,0.19153663,1.17399898,0.57415743,0.01425178,1.17114059,0.00000000
-5.08754377,2.94776852,0.21673839,0.18973241,1.17775803,0.57054742,0.01460559,1.18348784,0.00000000
-5.08154077,2.94695321,0.21233323,0.18754666,1.17945896,0.56573472,0.01508346,1.19415374,0.00000000
-5.07553777,2.94351094,0.20797055,0.18512964,1.17958596,0.55998370,0.01570834,1.20345494,0.00000000
-5.06953477,2.93882028,0.20378029,0.18264321,1.17867063,0.55357810,0.01650592,1.21174034,0.00000000
-5.06353177,2.93428823,0.19987855,0.18025814,1.17728330,0.54681397,0.01750487,1.21938208,0.00000000
-5.05752876,2.93131733,0.19636410,0.17815132,1.17602493,0.53999279,0.01873719,1.22676701,0.00000000
-5.05152576,2.93127663,0.19331606,0.17650318,1.17552008,0.53341499,0.02023848,1.23428910,0.00000000
-5.04552276,2.93547754,0.19079259,0.17549511,1.17641090,0.52737421,0.02204828,1.24234304,0.00000000
-5.03951976,2.94515521,0.18883082,0.17530713,1.17935209,0.52215234,0.02421024,1.25131943,0.00000000
-5.03351676,2.96145539,0.18744784,0.17611554,1.18500657,0.51801544,0.02677221,1.26160131,0.00000000
-5.02751376,2.98542667,0.18664277,0.17809078,1.19404148,0.51521055,0.02978623,1.27356216,0.00000000
-5.02151076,3.01801686,0.18639957,0.18139515,1.20712381,0.51396322,0.03330816,1.28756488,0.00000000
-5.01550775,3.06007265,0.18669046,0.18618055,1.22491513,0.51447577,0.03739710,1.30396134,0.00000000
-5.00950475,3.11234068,0.18747969,0.19258602,1.24806459,0.51692586,0.04211444,1.32309207,0.00000000
-5.00350175,3.17546839,0.18872735,0.20073503,1.27719960,0.52146536,0.04752253,1.34528532,0.00000000
-4.99749875,3.25000302,0.19039298,0.21073246,1.31291373,0.52821906,0.05368291,1.37085492,0.00000000
-4.99149575,3.33638697,0.19243864,0.22266127,1.35575121,0.53728321,0.06065412,1.40009642,0.00000000
-4.98549275,3.43494842,0.19483139,0.23657879,1.40618817,0.54872350,0.06848915,1.43328102,0.00000000
-4.97948974,3.54588628,0.19754487,0.25251280,1.46461079,0.56257258,0.07723246,1.47064710,0.00000000
-4.97348674,3.66924943,0.20055996,0.27045735,1.53129072,0.57882688,0.08691677,1.51238922,0.00000000
-4.96748374,3.80491063,0.20386449,0.29036867,1.60635897,0.59744300,0.09755978,1.55864497,0.00000000
-4.96148074,3.95253641,0.20745204,0.31216121,1.68977930,0.61833364,0.10916071,1.60948006,0.00000000
-4.95547774,4.11155481,0.21131999,0.33570420,1.78132274,0.64136358,0.12169720,1.66487263,0.00000000
-4.94947474,4.28112355,0.21546692,0.36081896,1.88054504,0.66634584,0.13512247,1.72469764,0.00000000
-4.94347174,4.46010158,0.21988963,0.38727733,1.98676881,0.69303861,0.14936307,1.78871267,0.00000000
-4.93746873,4.64702726,0.22458014,0.41480140,2.09907239,0.72114338,0.16431743,1.85654650,0.00000000
-4.93146573,4.84010648,0.22952267,0.44306499,2.21628692,0.75030467,0.17985535,1.92769159,0.00000000
-4.92546273,5.03721351,0.23469115,0.47169692,2.33700324,0.78011189,0.19581859,2.00150187,0.00000000
-4.91945973,5.23590725,0.24004732,0.50028640,2.45958948,0.81010352,0.21202273,2.07719674,0.00000000
-4.91345673,5.43346427,0.24553963,0.52839037,2.58221976,0.83977403,0.22826027,2.15387187,0.00000000
-4.90745373,5.62692946,0.25110309,0.55554291,2.70291386,0.86858342,0.24430503,2.23051717,0.00000000
-4.90145073,5.81318353,0.25666013,0.58126638,2.81958704,0.89596931,0.25991779,2.30604158,0.00000000
-4.89544772,5.98902587,0.26212239,0.60508414,2.93010828,0.92136149,0.27485289,2.37930402,0.00000000
-4.88944472,6.15126947,0.26739343,0.62653419,3.03236495,0.94419806,0.28886582,2.44914929,0.00000000
-4.88344172,6.29684420,0.27237214,0.64518342,3.12433116,0.96394300,0.30172122,2.51444724,0.00000000
-4.87743872,6.42290327,0.27695663,0.66064178,3.20413665,0.98010398,0.31320117,2.57413326,0.00000000
-4.87143572,6.52692757,0.28104842,0.67257569,3.27013296,0.99224986,0.32311337,2.62724788,0.00000000
-4.86543272,6.60682211,0.28455655,0.68072013,3.32095354,1.00002684,0.33129875,2.67297317,0.00000000
-4.85942971,6.66099911,0.28740142,0.68488873,3.35556473,1.00317243,0.33763816,2.71066382,0.00000000
-4.85342671,6.68844263,0.28951802,0.68498144,3.37330474,1.00152648,0.34205785,2.73987084,0.00000000
-4.84742371,6.68875081,0.29085846,0.68098916,3.37390868,0.99503859,0.34453337,2.76035636,0.00000000
-4.84142071,6.66215271,0.29139351,0.67299527,3.35751794,0.98377140,0.34509162,2.77209859,0.00000000
-4.83541771,6.60949845,0.29111310,0.66117376,3.32467352,0.96789957,0.34381103,2.77528628,0.00000000
-4.82941471,6.53222263,0.29002584,0.64578401,3.27629340,0.94770434,0.34081959,2.77030307,0.00000000
-4.82341171,6.43228289,0.28815743,0.62716253,3.21363515,0.92356394,0.33629100,2.75770246,0.00000000
-4.81740870,6.31207647,0.28554835,0.60571187,3.13824555,0.89594023,0.33043882,2.73817493,0.00000000
-4.81140570,6.17433957,0.28225072,0.58188727,3.05189981,0.86536225,0.32350911,2.71250907,0.00000000
-4.80540270,6.02203446,0.27832475,0.55618160,2.95653350,0.83240743,0.31577156,2.68154905,0.00000000
-4.79939970,5.85823075,0.27383506,0.52910926,2.85417045,0.79768136,0.30750973,2.64615102,0.00000000
-4.79339670,5.68598664,0.26884687,0.50118976,2.74685009,0.76179711,0.29901069,2.60714091,0.00000000
-4.78739370,5.50823657,0.26342270,0.47293168,2.63655776,0.72535498,0.29055450,2.56527610,0.00000000
-4.78139070,5.32769043,0.25761940,0.44481754,2.52516086,0.68892366,0.28240402,2.52121307,0.00000000
-4.77538769,5.14674921,0.25148600,0.41729033,2.41435369,0.65302348,0.27479543,2.47548275,0.00000000
-4.76938469,4.96744041,0.24506231,0.39074215,2.30561291,0.61811254,0.26792992,2.42847469,0.00000000
-4.76338169,4.79137545,0.23837835,0.36550514,2.20016508,0.58457600,0.26196679,2.38043066,0.00000000
-4.75737869,4.61973000,0.23145469,0.34184520,2.09896693,0.55271899,0.25701837,2.33144758,0.00000000
-4.75137569,4.45324654,0.22430349,0.31995842,2.00269843,0.52276309,0.25314677,2.28148917,0.00000000
-4.74537269,4.29225766,0.21693024,0.29997030,1.91176795,0.49484641,0.25036278,2.23040518,0.00000000
-4.73936968,4.13672713,0.20933593,0.28193750,1.82632841,0.46902694,0.24862673,2.17795666,0.00000000
-4.73336668,3.98630529,0.20151957,0.26585201,1.74630256,0.44528872,0.24785138,2.12384529,0.00000000
-4.72736368,3.84039469,0.19348068,0.25164734,1.67141571,0.42355046,0.24790661,2.06774499,0.00000000
-4.72136068,3.69822162,0.18522180,0.23920632,1.60123351,0.40367600,0.24862573,2.00933360,0.00000000
-4.71535768,3.55890926,0.17675061,0.22837012,1.53520263,0.38548588,0.24981308,1.94832276,0.00000000
-4.70935468,3.42154858,0.16808162,0.21894807,1.47269230,0.36876958,0.25125257,1.88448451,0.00000000
-4.70335168,3.28526338,0.15923735,0.21072773,1.41303462,0.35329778,0.25271678,1.81767299,0.00000000
-4.69734867,3.14926680,0.15024883,0.20348495,1.35556194,0.33883405,0.25397634,1.74784052,0.00000000
-4.69134567,3.01290709,0.14115559,0.19699336,1.29964004,0.32514567,0.25480894,1.67504745,0.00000000
-4.68534267,2.87570150,0.13200489,0.19103314,1.24469589,0.31201309,0.25500794,1.59946553,0.00000000
-4.67933967,2.73735770,0.12285060,0.18539860,1.19023947,0.29923778,0.25438991,1.52137528,0.00000000
-4.67333667,2.59778300,0.11375149,0.17990461,1.13587926,0.28664837,0.25280108,1.44115771,0.00000000
-4.66733367,2.45708218,0.10476935,0.17439148,1.08133143,0.27410496,0.25012225,1.35928142,0.00000000
-4.66133067,2.31554532,0.09596685,0.16872842,1.02642303,0.26150156,0.24627225,1.27628592,0.00000000
-4.65532766,2.17362718,0.08740540,0.16281555,0.97108969,0.24876690,0.24120962,1.19276256,0.00000000
-4.64932466,2.03192028,0.07914311,0.15658439,0.91536863,0.23586361,0.23493272,1.10933392,0.00000000
-4.64332166,1.89112352,0.07123295,0.14999714,0.85938777,0.22278600,0.22747825,1.02663309,0.00000000
-4.63731866,1.75200838,0.06372113,0.14304476,0.80335191,0.20955686,0.21891833,0.94528356,0.00000000
-4.63131566,1.61538460,0.05664600,0.13574408,0.74752687,0.19622324,0.20935634,0.86588084,0.00000000
-4.62531266,1.48206694,0.05003714,0.12813425,0.69222259,0.18285178,0.19892184,0.78897631,0.00000000
-4.61930965,1.35284451,0.04391499,0.12027256,0.63777607,0.16952367,0.18776478,0.71506389,0.00000000
-4.61330665,1.22845362,0.03829086,0.11223009,0.58453474,0.15632952,0.17604927,0.64456979,0.00000000
-4.60730365,1.10955513,0.03316717,0.10408723,0.53284121,0.14336450,0.16394733,0.57784549,0.00000000
-4.60130065,0.99671664,0.02853817,0.09592930,0.48301966,0.13072370,0.15163277,0.51516382,0.00000000
-4.59529765,0.89039976,0.02439075,0.08784258,0.43536434,0.11849812,0.13927545,0.45671810,0.00000000
-4.58929465,0.79095251,0.02070549,0.07991060,0.39013052,0.10677120,0.12703629,0.40262379,0.00000000
-4.58329165,0.69860640,0.01745784,0.07221120,0.34752784,0.09561610,0.11506295,0.35292258,0.00000000
-4.57728864,0.61347792,0.01461928,0.06481396,0.30771617,0.08509370,0.10348646,0.30758827,0.00000000
-4.57128564,0.53557378,0.01215850,0.05777846,0.27080376,0.07525131,0.09241879,0.26653397,0.00000000
-4.56528264,0.46479922,0.01004252,0.05115306,0.23684759,0.06612208,0.08195138,0.22962046,0.00000000
-4.55927964,0.40096885,0.00823770,0.04497434,0.20585554,0.05772506,0.07215453,0.19666488,0.00000000
-4.55327664,0.34381901,0.00671064,0.03926705,0.17779010,0.05006576,0.06307770,0.16744972,0.00000000
-4.54727364,0.29302136,0.00542891,0.03404457,0.15257330,0.04313719,0.05475046,0.14173161,0.00000000
-4.54127064,0.24819672,0.00436161,0.02930971,0.13009244,0.03692123,0.04718402,0.11924959,0.00000000
-4.53526763,0.20892885,0.00347990,0.02505587,0.11020633,0.03139023,0.04037324,0.09973284,0.00000000
-4.52926463,0.17477749,0.00275721,0.02126832,0.09275173,0.02650877,0.03429895,0.08290747,0.00000000
-4.52326163,0.14529050,0.00216949,0.01792570,0.07754968,0.02223545,0.02893038,0.06850250,0.00000000
-4.51725863,0.12001467,0.00169524,0.01500141,0.06441150,0.01852462,0.02422766,0.05625479,0.00000000
-4.51125563,0.09850501,0.00131551,0.01246512,0.05314424,0.01532805,0.02014424,0.04591302,0.00000000
-4.50525263,0.08033252,0.00101379,0.01028407,0.04355557,0.01259642,0.01662918,0.03724077,0.00000000
-4.49924962,0.06509038,0.00077589,0.00842432,0.03545784,0.01028061,0.01362920,0.03001866,0.00000000
-4.49324662,0.05239849,0.00058974,0.00685179,0.02867146,0.00833284,0.01109044,0.02404571,0.00000000
