energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Cu_p_up,Cu_d_up,S_s_up,S_p_up
-6.00000000,4.56447481,0.11398280,0.04920917,0.71580494,0.75190649,1.31103320,0.60779086,0.10677908,1.86232024
-5.99399700,4.33666322,0.10506428,0.04463285,0.67335246,0.71685895,1.29317971,0.56470974,0.10067984,1.78000266
-5.98799400,4.12198627,0.09637519,0.04041499,0.63350738,0.68252037,1.27474368,0.52559412,0.09502845,1.70271790
-5.98199100,3.92254019,0.08801086,0.03657533,0.59664740,0.64930099,1.25633775,0.49066267,0.08986672,1.63129905
-5.97598799,3.74006124,0.08005765,0.03312639,0.56308364,0.61757269,1.23859426,0.46003876,0.08522340,1.56644361
-5.96998499,3.57590453,0.07259219,0.03007396,0.53305944,0.58766116,1.22214741,0.43375384,0.08111393,1.50870406
-5.96398199,3.43103574,0.06568118,0.02741768,0.50675146,0.55984005,1.20761627,0.41175327,0.07754064,1.45848324
-5.95797899,3.30603570,0.05938138,0.02515188,0.48427274,0.53432731,1.19558961,0.39390450,0.07449337,1.41603496
-5.95197599,3.20111739,0.05374007,0.02326639,0.46567759,0.51128376,1.18661301,0.38000698,0.07195042,1.38146935
-5.94597299,3.11615417,0.04879562,0.02174743,0.45096797,0.49081382,1.18117905,0.36980356,0.06987987,1.35476287
-5.93996998,3.05071765,0.04457839,0.02057856,0.44010087,0.47296834,1.17972048,0.36299273,0.06824114,1.33577233
-5.93396698,3.00412319,0.04111150,0.01974149,0.43299646,0.45774921,1.18260661,0.35924142,0.06698681,1.32425197
-5.92796398,2.97548047,0.03841186,0.01921689,0.42954635,0.44511542,1.19014243,0.35819767,0.06606449,1.31987295
-5.92196098,2.96374643,0.03649093,0.01898506,0.42962162,0.43499024,1.20256996,0.35950286,0.06541887,1.32224376
-5.91595798,2.96777777,0.03535545,0.01902649,0.43308016,0.42726894,1.22007121,0.36280297,0.06499362,1.33093066
-5.90995498,2.98638006,0.03500801,0.01932222,0.43977282,0.42182666,1.24277169,0.36775853,0.06473337,1.34547686
-5.90395198,3.01835104,0.03544731,0.01985416,0.44954817,0.41852604,1.27074378,0.37405288,0.06458532,1.36541929
-5.89794897,3.06251557,0.03666825,0.02060514,0.46225553,0.41722397,1.30400907,0.38139859,0.06450084,1.39030202
-5.89194597,3.11775083,0.03866173,0.02155885,0.47774607,0.41777726,1.34253891,0.38954179,0.06443668,1.41968564
-5.88594297,3.18300031,0.04141426,0.02269972,0.49587206,0.42004698,1.38625272,0.39826444,0.06435588,1.45315198
-5.87993997,3.25727652,0.04490731,0.02401257,0.51648424,0.42390105,1.43501388,0.40738457,0.06422840,1.49030424
-5.87393697,3.33965266,0.04911649,0.02548226,0.53942766,0.42921525,1.48862310,0.41675455,0.06403138,1.53076245
-5.86793397,3.42924452,0.05401074,0.02709332,0.56453615,0.43587260,1.54680991,0.42625782,0.06374908,1.57415501
-5.86193097,3.52518447,0.05955135,0.02882946,0.59162599,0.44376123,1.60922262,0.43580423,0.06337258,1.62010703
-5.85592796,3.62659007,0.06569110,0.03067324,0.62048930,0.45277104,1.67541797,0.44532454,0.06289914,1.66822666
-5.84992496,3.73253024,0.07237353,0.03260569,0.65088757,0.46278957,1.74485134,0.45476444,0.06233144,1.71809057
-5.84392196,3.84199218,0.07953241,0.03460608,0.68254615,0.47369725,1.81686892,0.46407853,0.06167664,1.76923024
-5.83791896,3.95385226,0.08709148,0.03665181,0.71514999,0.48536282,1.89070286,0.47322483,0.06094541,1.82112014
-5.83191596,4.06685394,0.09496450,0.03871844,0.74834136,0.49763904,1.96547068,0.48216014,0.06015089,1.87316945
-5.82591296,4.17959532,0.10305583,0.04077986,0.78171988,0.51035930,2.04017974,0.49083661,0.05930776,1.92471813
-5.81990995,4.29052839,0.11126125,0.04280862,0.81484512,0.52333547,2.11373756,0.49919988,0.05843141,1.97503851
-5.81390695,4.39797111,0.11946933,0.04477645,0.84724192,0.53635717,2.18496807,0.50718886,0.05753722,2.02334254
-5.80790395,4.50013298,0.12756325,0.04665492,0.87840846,0.54919282,2.25263399,0.51473721,0.05664009,2.06879516
-5.80190095,4.59515339,0.13542295,0.04841610,0.90782691,0.56159243,2.31546463,0.52177655,0.05575406,2.11053327
-5.79589795,4.68115151,0.14292761,0.05003347,0.93497616,0.57329211,2.37218843,0.52824109,0.05489224,2.14768962
-5.78989495,4.75628557,0.14995852,0.05148277,0.95934640,0.58402021,2.42156890,0.53407343,0.05406684,2.17942080
-5.78389195,4.81881863,0.15640201,0.05274284,0.98045472,0.59350476,2.46244268,0.53923126,0.05328934,2.20493766
-5.77788894,4.86718762,0.16215247,0.05379643,0.99786121,0.60148196,2.49375784,0.54369430,0.05257088,2.22353700
-5.77188594,4.90007191,0.16711542,0.05463098,1.01118467,0.60770522,2.51461088,0.54747127,0.05192255,2.23463257
-5.76588294,4.91645787,0.17121031,0.05523914,1.02011741,0.61195440,2.52428060,0.55060613,0.05135588,2.23778395
-5.75987994,4.91569578,0.17437313,0.05561921,1.02443815,0.61404466,2.52225722,0.55318340,0.05088319,2.23272158
-5.75387694,4.89754600,0.17655858,0.05577540,1.02402268,0.61383465,2.50826534,0.55533196,0.05051793,2.21936673
-5.74787394,4.86221177,0.17774178,0.05571775,1.01885152,0.61123339,2.48227974,0.55722705,0.05027491,2.19784517
-5.74187094,4.81035662,0.17791941,0.05546202,1.00901428,0.60620573,2.44453296,0.55909025,0.05017043,2.16849374
-5.73586793,4.74310532,0.17711021,0.05502918,0.99471046,0.59877586,2.39551457,0.56118738,0.05022223,2.13185949
-5.72986493,4.66202803,0.17535483,0.05444480,0.97624660,0.58902892,2.33596187,0.56382410,0.05044937,2.08869121
-5.72386193,4.56910803,0.17271493,0.05373828,0.95402982,0.57711042,2.26684252,0.56733951,0.05087196,2.03992373
-5.71785893,4.46669432,0.16927173,0.05294186,0.92855792,0.56322361,2.18932970,0.57209788,0.05151075,1.98665553
-5.71185593,4.35744106,0.16512379,0.05208958,0.90040651,0.54762479,2.10477093,0.57847880,0.05238673,1.93012064
-5.70585293,4.24423619,0.16038428,0.05121619,0.87021351,0.53061691,2.01465167,0.58686605,0.05352063,1.87165598
-5.69984992,4.13012209,0.15517781,0.05035602,0.83866170,0.51254152,1.92055519,0.59763581,0.05493242,1.81266536
-5.69384692,4.01821141,0.14963680,0.04954194,0.80645980,0.49376957,1.82412017,0.61114441,0.05664090,1.75458160
-5.68784392,3.91160108,0.14389763,0.04880431,0.77432286,0.47469132,1.72699750,0.62771626,0.05866327,1.69882804
-5.68184092,3.81328765,0.13809667,0.04817014,0.74295255,0.45570575,1.63080787,0.64763238,0.06101487,1.64678087
-5.67583792,3.72608659,0.13236628,0.04766235,0.71301806,0.43720991,1.53710136,0.67111975,0.06370895,1.59973342
-5.66983492,3.65255819,0.12683099,0.04729920,0.68513811,0.41958842,1.44732032,0.69834208,0.06675657,1.55886346
-5.66383192,3.59494194,0.12160393,0.04709393,0.65986471,0.40320364,1.36276650,0.72939212,0.07016655,1.52520429
-5.65782891,3.55510089,0.11678368,0.04705456,0.63766910,0.38838666,1.28457324,0.76428561,0.07394550,1.49962043
-5.65182591,3.53447723,0.11245156,0.04718389,0.61893020,0.37542930,1.21368330,0.80295730,0.07809787,1.48278808
-5.64582291,3.53405937,0.10866960,0.04747961,0.60392590,0.36457743,1.15083258,0.84525874,0.08262592,1.47518073
-5.63981991,3.55436096,0.10547908,0.04793469,0.59282740,0.35602561,1.09654007,0.89095799,0.08752968,1.47705997
-5.63381691,3.59541125,0.10289984,0.04853771,0.58569655,0.34991312,1.05110364,0.93974125,0.09280671,1.48847117
-5.62781391,3.65675654,0.10093027,0.04927345,0.58248639,0.34632140,1.01460183,0.99121605,0.09845182,1.50924406
-5.62181091,3.73747179,0.09954799,0.05012342,0.58304451,0.34527294,0.98690089,1.04491611,0.10445646,1.53899768
-5.61580790,3.83618155,0.09871129,0.05106652,0.58711942,0.34673135,0.96766686,1.10030760,0.11080802,1.57714939
-5.60980490,3.95108928,0.09836109,0.05207963,0.59436928,0.35060284,0.95638195,1.15679659,0.11748894,1.62292762
-5.60380190,4.08001417,0.09842355,0.05313824,0.60437302,0.35673874,0.95236470,1.21373777,0.12447560,1.67538783
-5.59779890,4.22043458,0.09881297,0.05421704,0.61664325,0.36493906,0.95479310,1.27044408,0.13173726,1.73343156
-5.59179590,4.36953733,0.09943518,0.05529049,0.63064076,0.37495714,0.96273009,1.32619729,0.13923481,1.79582790
-5.58579290,4.52427216,0.10019103,0.05633332,0.64578999,0.38650499,0.97515075,1.38025956,0.14691978,1.86123749
-5.57978989,4.68141079,0.10097994,0.05732102,0.66149518,0.39925958,0.99097033,1.43188559,0.15473346,1.92823844
-5.57378689,4.83760986,0.10170347,0.05823026,0.67715670,0.41286969,1.00907259,1.48033571,0.16260627,1.99535408
-5.56778389,4.98947727,0.10226856,0.05903940,0.69218712,0.42696348,1.02833783,1.52488950,0.17045768,2.06108219
-5.56178089,5.13364110,0.10259062,0.05972882,0.70602663,0.44115644,1.04766977,1.56486002,0.17819651,2.12392534
-5.55577789,5.26682031,0.10259609,0.06028138,0.71815740,0.45505988,1.06602098,1.59960840,0.18572188,2.18242203
-5.54977489,5.38589615,0.10222455,0.06068287,0.72811652,0.46828952,1.08241614,1.62855868,0.19292471,2.23517806
-5.54377189,5.48798314,0.10143027,0.06092242,0.73550725,0.48047431,1.09597275,1.65121249,0.19968990,2.28089755
-5.53776888,5.57049786,0.10018319,0.06099294,0.74000839,0.49126505,1.10591882,1.66716338,0.20589906,2.31841310
-5.53176588,5.63122426,0.09846930,0.06089162,0.74138140,0.50034281,1.11160726,1.67611035,0.21143374,2.34671404
-5.52576288,5.66837320,0.09629041,0.06062034,0.73947531,0.50742679,1.11252668,1.67787001,0.21617907,2.36497234
-5.51975988,5.68063456,0.09366345,0.06018613,0.73422937,0.51228138,1.10830837,1.67238709,0.22002760,2.37256496
-5.51375688,5.66721978,0.09061922,0.05960150,0.72567322,0.51472230,1.09872954,1.65974267,0.22288328,2.36909210
-5.50775388,5.62789294,0.08720081,0.05888477,0.71392495,0.51462144,1.08371263,1.64015960,0.22466524,2.35439039
-5.50175088,5.56298872,0.08346166,0.05806027,0.69918685,0.51191033,1.06332098,1.61400474,0.22531125,2.32854037
-5.49574787,5.47341583,0.07946339,0.05715834,0.68173926,0.50658196,1.03775102,1.58178767,0.22478072,2.29186778
-5.48974487,5.36064493,0.07527361,0.05621525,0.66193255,0.49869086,1.00732127,1.54415544,0.22305697,2.24493821
-5.48374187,5.22668064,0.07096359,0.05527289,0.64017759,0.48835150,0.97245862,1.50188327,0.22014869,2.18854511
-5.47773887,5.07401778,0.06660603,0.05437823,0.61693484,0.47573480,0.93368235,1.45586126,0.21609048,2.12369108
-5.47173587,4.90558258,0.06227302,0.05358257,0.59270252,0.46106304,0.89158645,1.40707706,0.21094247,2.05156310
-5.46573287,4.72466017,0.05803409,0.05294058,0.56800406,0.44460319,0.84682081,1.35659495,0.20478886,1.97350209
-5.45972986,4.53481056,0.05395460,0.05250908,0.54337507,0.42665896,0.80007199,1.30553169,0.19773571,1.89096781
-5.45372686,4.33977537,0.05009433,0.05234567,0.51935044,0.40756176,0.75204405,1.25502976,0.18990771,1.80550020
-5.44772386,4.14337836,0.04650637,0.05250715,0.49645151,0.38766103,0.70344021,1.20622875,0.18144445,1.71867834
-5.44172086,3.94942317,0.04323635,0.05304785,0.47517396,0.36731414,0.65494575,1.16023566,0.17249605,1.63207848
-5.43571786,3.76159158,0.04032188,0.05401789,0.45597655,0.34687636,0.60721280,1.11809517,0.16321854,1.54723255
-5.42971486,3.58334583,0.03779228,0.05546144,0.43927115,0.32669118,0.56084725,1.08076074,0.15376909,1.46558862
-5.42371186,3.41783858,0.03566856,0.05741508,0.42541414,0.30708140,0.51639834,1.04906757,0.14430136,1.38847455
-5.41770885,3.26783353,0.03396360,0.05990628,0.41469974,0.28834125,0.47435087,1.02370839,0.13496114,1.31706625
-5.41170585,3.13563967,0.03268253,0.06295220,0.40735521,0.27072987,0.43512044,1.00521305,0.12588236,1.25236152
-5.40570285,3.02306135,0.03182326,0.06655872,0.40353831,0.25446624,0.39905141,0.99393260,0.11718384,1.19516035
-5.39969985,2.93136608,0.03137717,0.07071995,0.40333712,0.23972592,0.36641773,0.99002869,0.10896663,1.14605222
-5.39369685,2.86127098,0.03132990,0.07541814,0.40677215,0.22663934,0.33742625,0.99346875,0.10131220,1.10541094
-5.38769385,2.81294848,0.03166222,0.08062416,0.41380095,0.21529200,0.31222227,1.00402724,0.09428135,1.07339675
-5.38169085,2.78605064,0.03235100,0.08629843,0.42432496,0.20572621,0.29089695,1.02129327,0.08791406,1.04996577
-5.37568784,2.77975128,0.03337027,0.09239241,0.43819850,0.19794440,0.27349607,1.04468425,0.08222993,1.03488610
-5.36968484,2.79280393,0.03469225,0.09885061,0.45523947,0.19191367,0.26002974,1.07346542,0.07722948,1.02775978
-5.36368184,2.82361317,0.03628844,0.10561293,0.47524153,0.18757150,0.25048242,1.10677464,0.07289589,1.02804972
-5.35767884,2.87031644,0.03813070,0.11261748,0.49798711,0.18483213,0.24482287,1.14365148,0.06919730,1.03511035
-5.35167584,2.93087270,0.04019230,0.11980345,0.52326074,0.18359341,0.24301335,1.18306986,0.06608945,1.04822055
