energy_ev,total_up,N_s_up,N_p_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up,Y_p_up,Y_d_up
-5.38169085,2.00310027,0.00467184,0.14185872,0.00205215,1.38151460,0.68294849,0.35074333,0.22417416,0.29431542
-5.37568784,1.98419688,0.00432202,0.13974861,0.00206926,1.37097683,0.66925267,0.34947516,0.22262867,0.29201027
-5.36968484,1.97542738,0.00400146,0.13829690,0.00211430,1.36761318,0.65928631,0.34957575,0.22262784,0.29098751
-5.36368184,1.97758228,0.00371557,0.13755925,0.00219086,1.37197641,0.65333834,0.35115574,0.22426211,0.29136096
-5.35767884,1.99119265,0.00346896,0.13757265,0.00230228,1.38444172,0.65160609,0.35428354,0.22758344,0.29320818
-5.35167584,2.01652276,0.00326543,0.13835460,0.00245152,1.40520173,0.65419460,0.35898429,0.23260579,0.29656854
-5.34567284,2.05356927,0.00310792,0.13990267,0.00264107,1.43426567,0.66111817,0.36524000,0.23930673,0.30144223
-5.33966983,2.10206635,0.00299854,0.14219463,0.00287292,1.47146279,0.67230393,0.37299076,0.24763004,0.30779029
-5.33366683,2.16149653,0.00293863,0.14518890,0.00314838,1.51644950,0.68759743,0.38213708,0.25748899,0.31553550
-5.32766383,2.23110672,0.00292873,0.14882553,0.00346808,1.56872015,0.70676973,0.39254308,0.26877039,0.32456420
-5.32166083,2.30992894,0.00296868,0.15302752,0.00383182,1.62762094,0.72952598,0.40404054,0.28133901,0.33472901
-5.31565783,2.39680529,0.00305768,0.15770258,0.00423851,1.69236684,0.75551511,0.41643369,0.29504246,0.34585227
-5.30965483,2.49041682,0.00319430,0.16274523,0.00468609,1.76206110,0.78434046,0.42950455,0.30971621,0.35773031
-5.30365183,2.58931561,0.00337660,0.16803921,0.00517148,1.83571711,0.81557123,0.44301873,0.32518870,0.37013833
-5.29764882,2.69195983,0.00360216,0.17346024,0.00569058,1.91228234,0.84875428,0.45673166,0.34128650,0.38283591
-5.29164582,2.79675114,0.00386819,0.17887891,0.00623821,1.99066392,0.88342640,0.47039501,0.35783927,0.39557296
-5.28564282,2.90207380,0.00417158,0.18416389,0.00680818,2.06975557,0.91912653,0.48376323,0.37468449,0.40809604
-5.27963982,3.00633483,0.00450897,0.18918517,0.00739334,2.14846528,0.95540785,0.49660005,0.39167195,0.42015488
-5.27363682,3.10800439,0.00487685,0.19381739,0.00798570,2.22574326,0.99184939,0.50868484,0.40866765,0.43150897
-5.26763382,3.20565522,0.00527163,0.19794308,0.00857656,2.30060926,1.02806683,0.51981859,0.42555727,0.44193404
-5.26163082,3.29800016,0.00568969,0.20145587,0.00915670,2.37217860,1.06372220,0.52982943,0.44224892,0.45122822
-5.25562781,3.38392633,0.00612748,0.20426336,0.00971660,2.43968594,1.09853200,0.53857742,0.45867502,0.45921771
-5.24962481,3.46252462,0.00658153,0.20628972,0.01024668,2.50250564,1.13227343,0.54595848,0.47479330,0.46576166
-5.24362181,3.53311321,0.00704855,0.20747789,0.01073756,2.56016794,1.16478831,0.55190723,0.49058675,0.47075628
-5.23761881,3.59525361,0.00752540,0.20779122,0.01118032,2.61236983,1.19598440,0.55639868,0.50606237,0.47413772
-5.23161581,3.64875836,0.00800914,0.20721453,0.01156682,2.65897979,1.22583375,0.55944854,0.52124868,0.47588377
-5.22561281,3.69368927,0.00849697,0.20575454,0.01188988,2.70003594,1.25436811,0.56111208,0.53619213,0.47601422
-5.21960980,3.73034590,0.00898626,0.20343965,0.01214356,2.73573695,1.28167123,0.56148153,0.55095213,0.47458974
-5.21360680,3.75924418,0.00947448,0.20031893,0.01232335,2.76642610,1.30786821,0.56068210,0.56559524,0.47170941
-5.20760380,3.78108570,0.00995911,0.19646060,0.01242628,2.79256842,1.33311239,0.55886662,0.58018834,0.46750682
-5.20160080,3.79671874,0.01043761,0.19194973,0.01245105,2.81472214,1.35757011,0.55620901,0.59479128,0.46214495
-5.19559780,3.80709249,0.01090730,0.18688550,0.01239803,2.83350530,1.38140417,0.55289695,0.60944931,0.45581007
-5.18959480,3.81320671,0.01136533,0.18137805,0.01226926,2.84955925,1.40475677,0.54912385,0.62418568,0.44870472
-5.18359180,3.81605915,0.01180860,0.17554492,0.01206831,2.86351082,1.42773291,0.54508065,0.63899482,0.44104034
-5.17758879,3.81659345,0.01223369,0.16950743,0.01180021,2.87593514,1.45038524,0.54094780,0.65383664,0.43302959
-5.17158579,3.81565037,0.01263689,0.16338698,0.01147119,2.88732132,1.47270134,0.53688771,0.66863230,0.42487894
-5.16558279,3.81392502,0.01301417,0.15730150,0.01108848,2.89804282,1.49459446,0.53303827,0.68326186,0.41678175
-5.15957979,3.81193253,0.01336124,0.15136217,0.01066006,2.90833452,1.51589826,0.52950753,0.69756420,0.40891209
-5.15357679,3.80998428,0.01367365,0.14567055,0.01019437,2.91827780,1.53636635,0.52636998,0.71133921,0.40141976
-5.14757379,3.80817593,0.01394691,0.14031614,0.00970008,2.92779475,1.55567676,0.52366464,0.72435252,0.39442656
-5.14157079,3.80638826,0.01417661,0.13537459,0.00918575,2.93665192,1.57344141,0.52139485,0.73634255,0.38802395
-5.13556778,3.80430048,0.01435865,0.13090646,0.00865968,2.94447361,1.58922020,0.51953008,0.74702969,0.38227223
-5.12956478,3.80141548,0.01448942,0.12695664,0.00812964,2.95076388,1.60253916,0.51800929,0.75612723,0.37720117
-5.12356178,3.79709523,0.01456599,0.12355436,0.00760274,2.95493607,1.61291168,0.51674591,0.76335347,0.37281202
-5.11755878,3.79060443,0.01458632,0.12071376,0.00708524,2.95634823,1.61986178,0.51563396,0.76844456,0.36908055
-5.11155578,3.78115941,0.01454945,0.11843491,0.00658255,2.95434202,1.62294800,0.51455503,0.77116713,0.36596117
-5.10555278,3.76797953,0.01445565,0.11670525,0.00609912,2.94828313,1.62178667,0.51338561,0.77133033,0.36339157
-5.09954977,3.75033780,0.01430650,0.11550133,0.00563844,2.93760048,1.61607320,0.51200452,0.76879632,0.36129771
-5.09354677,3.72760767,0.01410498,0.11479063,0.00520312,2.92182197,1.60559999,0.51029971,0.76348870,0.35959887
-5.08754377,3.69930332,0.01385543,0.11453358,0.00479491,2.90060461,1.59027013,0.50817440,0.75539851,0.35821233
-5.08154077,3.66511094,0.01356353,0.11468534,0.00441481,2.87375743,1.57010581,0.50555196,0.74458711,0.35705761
-5.07553777,3.62490946,0.01323611,0.11519766,0.00406312,2.84125554,1.54525123,0.50237938,0.73118606,0.35605986
-5.06953477,3.57877953,0.01288100,0.11602032,0.00373962,2.80324504,1.51596955,0.49862921,0.71539374,0.35515244
-5.06353177,3.52700059,0.01250678,0.11710249,0.00344364,2.76003828,1.48263427,0.49429984,0.69746894,0.35427845
-5.05752876,3.47003643,0.01212250,0.11839363,0.00317412,2.71210011,1.44571538,0.48941419,0.67772171,0.35339128
-5.05152576,3.40851027,0.01173734,0.11984423,0.00292980,2.66002594,1.40576120,0.48401705,0.65650199,0.35245426
-5.04552276,3.34317138,0.01136032,0.12140615,0.00270922,2.60451322,1.36337684,0.47817103,0.63418650,0.35143946
-5.03951976,3.27485508,0.01099994,0.12303282,0.00251082,2.54632791,1.31920048,0.47195173,0.61116460,0.35032580
-5.03351676,3.20443901,0.01066388,0.12467915,0.00233301,2.48626815,1.27387879,0.46544218,0.58782389,0.34909674
-5.02751376,3.13279800,0.01035870,0.12630135,0.00217416,2.42512713,1.22804274,0.45872714,0.56453614,0.34773775
-5.02151076,3.06076041,0.01008964,0.12785667,0.00203270,2.36365726,1.18228498,0.45188738,0.54164433,0.34623370
-5.01550775,2.98906838,0.00986036,0.12930313,0.00190707,2.30253765,1.13713992,0.44499448,0.51945131,0.34456652
-5.00950475,2.91834395,0.00967289,0.13059936,0.00179574,2.24234651,1.09306743,0.43810633,0.49821064,0.34271319
-5.00350175,2.84906306,0.00952753,0.13170448,0.00169726,2.18353980,1.05044065,0.43126363,0.47811994,0.34064436
-4.99749875,2.78153840,0.00942287,0.13257824,0.00161020,2.12643715,1.00953852,0.42448756,0.45931692,0.33832363
-4.99149575,2.71591187,0.00935587,0.13318128,0.00153320,2.07121544,0.97054299,0.41777863,0.44187829,0.33570745
-4.98549275,2.65215678,0.00932203,0.13347563,0.00146491,2.01791010,0.93354089,0.41111699,0.42582137,0.33274598
-4.97948974,2.59008926,0.00931554,0.13342539,0.00140405,1.96642384,0.89853002,0.40446382,0.41110821,0.32938444
-4.97348674,2.52938794,0.00932958,0.13299756,0.00134939,1.91654201,0.86542899,0.39776402,0.39765193,0.32556531
-4.96748374,2.46962072,0.00935657,0.13216306,0.00129974,1.86795352,0.83408999,0.39094976,0.38532488,0.32123084
-4.96148074,2.41027672,0.00938851,0.13089774,0.00125400,1.82027597,0.80431380,0.38394490,0.37396810,0.31632604
-4.95547774,2.35080172,0.00941725,0.12918346,0.00121113,1.77308361,0.77586606,0.37666979,0.36340155,0.31080183
-4.94947474,2.29063505,0.00943484,0.12700906,0.00117020,1.72593653,0.74849395,0.36904644,0.35343471,0.30461813
-4.94347174,2.22924589,0.00943379,0.12437122,0.00113039,1.67840950,0.72194254,0.36100358,0.34387681,0.29774684
-4.93746873,2.16616727,0.00940737,0.12127516,0.00109097,1.63011912,0.69596983,0.35248139,0.33454651,0.29017437
-4.93146573,2.10102600,0.00934982,0.11773506,0.00105140,1.58074779,0.67036008,0.34343579,0.32528034,0.28190371
-4.92546273,2.03356716,0.00925652,0.11377419,0.00101123,1.53006372,0.64493474,0.33384183,0.31593985,0.27295584
-4.91945973,1.96367217,0.00912411,0.10942472,0.00097019,1.47793578,0.61956075,0.32369630,0.30641695,0.26337044
-4.91345673,1.89136967,0.00895060,0.10472731,0.00092815,1.42434302,0.59415585,0.31301916,0.29663760,0.25320581
-4.90745373,1.81683907,0.00873536,0.09973025,0.00088512,1.36937832,0.56869100,0.30185404,0.28656350,0.24253801
-4.90145073,1.74040664,0.00847907,0.09448843,0.00084127,1.31324640,0.54318995,0.29026748,0.27619210,0.23145927
-4.89544772,1.66253484,0.00818368,0.08906206,0.00079687,1.25625640,0.51772611,0.27834725,0.26555482,0.22007577
-4.88944472,1.58380541,0.00785225,0.08351515,0.00075233,1.19880967,0.49241718,0.26619961,0.25471386,0.20850478
-4.88344172,1.50489737,0.00748879,0.07791396,0.00070815,1.14138349,0.46741785,0.25394589,0.24375773,0.19687144
-4.87743872,1.42656113,0.00709810,0.07232533,0.00066492,1.08451156,0.44291106,0.24171829,0.23279589,0.18530521
-4.87143572,1.34958994,0.00668553,0.06681510,0.00062329,1.02876244,0.41909835,0.22965536,0.22195261,0.17393614
-4.86543272,1.27479011,0.00625681,0.06144650,0.00058395,0.97471682,0.39618974,0.21789721,0.21136070,0.16289126
-4.85942971,1.20295132,0.00581784,0.05627883,0.00054762,0.92294472,0.37439370,0.20658066,0.20115504,0.15229103
-4.85342671,1.13481827,0.00537447,0.05136617,0.00051501,0.87398365,0.35390754,0.19583465,0.19146649,0.14224612
-4.84742371,1.07106485,0.00493233,0.04675638,0.00048686,0.82831852,0.33490873,0.18577596,0.18241620,0.13285456
-4.84142071,1.01227160,0.00449670,0.04249034,0.00046382,0.78636417,0.31754734,0.17650549,0.17411072,0.12419939
-4.83541771,0.95890739,0.00407237,0.03860138,0.00044656,0.74845097,0.30193994,0.16810514,0.16663783,0.11634688
-4.82941471,0.91131565,0.00366353,0.03511499,0.00043565,0.71481402,0.28816505,0.16063553,0.16006348,0.10934523
-4.82341171,0.86970553,0.00327373,0.03204871,0.00043160,0.68558618,0.27626028,0.15413439,0.15442960,0.10322398
-4.81740870,0.83414800,0.00290582,0.02941227,0.00043484,0.66079495,0.26622108,0.14861590,0.14975297,0.09799388
-4.81140570,0.80457675,0.00256194,0.02720782,0.00044570,0.64036324,0.25800118,0.14407077,0.14602510,0.09364735
-4.80540270,0.78079365,0.00224357,0.02543037,0.00046440,0.62411368,0.25151445,0.14046707,0.14321297,0.09015943
-4.79939970,0.76247819,0.00195154,0.02406833,0.00049103,0.61177626,0.24663820,0.13775182,0.14126059,0.08748911
-4.79339670,0.74920060,0.00168607,0.02310409,0.00052555,0.60299878,0.24321756,0.13585315,0.14009128,0.08558109
-4.78739370,0.74043767,0.00144688,0.02251470,0.00056781,0.59735974,0.24107081,0.13468302,0.13961053,0.08436776
-4.78139070,0.73559105,0.00123323,0.02227257,0.00061746,0.59438300,0.23999551,0.13414026,0.13970925,0.08377144
-4.77538769,0.73400691,0.00104402,0.02234624,0.00067402,0.59355376,0.23977497,0.13411398,0.14026734,0.08370680
-4.76938469,0.73499675,0.00087786,0.02270110,0.00073686,0.59433528,0.24018513,0.13448713,0.14115750,0.08408328
-4.76338169,0.73785823,0.00073314,0.02330016,0.00080516,0.59618578,0.24100139,0.13514010,0.14224898,0.08480763
-4.75737869,0.74189591,0.00060813,0.02410483,0.00087798,0.59857496,0.24200524,0.13595430,0.14341135,0.08578638
-4.75137569,0.74644091,0.00050101,0.02507569,0.00095421,0.60099975,0.24299058,0.13681557,0.14451809,0.08692821
-4.74537269,0.75086919,0.00040996,0.02617330,0.00103261,0.60299873,0.24376946,0.13761739,0.14544991,0.08814622
-4.73936968,0.75461804,0.00033317,0.02735893,0.00111186,0.60416490,0.24417709,0.13826372,0.14609772,0.08936000
-4.73336668,0.75720011,0.00026893,0.02859536,0.00119053,0.60415640,0.24407606,0.13867147,0.14636527,0.09049749
-4.72736368,0.75821492,0.00021559,0.02984765,0.00126715,0.60270485,0.24335954,0.13877250,0.14617124,0.09149658
-4.72136068,0.75735732,0.00017166,0.03108380,0.00134021,0.59962122,0.24195348,0.13851515,0.14545095,0.09230638
-4.71535768,0.75442288,0.00013575,0.03227544,0.00140827,0.59479890,0.23981768,0.13786517,0.14415742,0.09288814
-4.70935468,0.74930990,0.00010662,0.03339841,0.00146991,0.58821399,0.23694574,0.13680607,0.14226203,0.09321589
-4.70335168,0.74201815,0.00008316,0.03443325,0.00152385,0.57992278,0.23336390,0.13533900,0.13975451,0.09327658
-4.69734867,0.73264420,0.00006443,0.03536559,0.00156893,0.57005652,0.22912876,0.13348189,0.13664254,0.09306988
-4.69134567,0.72137377,0.00004957,0.03618637,0.00160420,0.55881362,0.22432401,0.13126820,0.13295081,0.09260759
-4.68534267,0.70847100,0.00003788,0.03689192,0.00162892,0.54644960,0.21905630,0.12874507,0.12871957,0.09191267
-4.67933967,0.69426535,0.00002875,0.03748396,0.00164258,0.53326507,0.21345025,0.12597106,0.12400294,0.09101785
-4.67333667,0.67913640,0.00002167,0.03796937,0.00164497,0.51959225,0.20764301,0.12301356,0.11886683,0.08996407
-4.66733367,0.66349716,0.00001622,0.03835979,0.00163615,0.50578046,0.20177837,0.11994587,0.11338661,0.08879854
-4.66133067,0.64777653,0.00001206,0.03867123,0.00161645,0.49218114,0.19600071,0.11684422,0.10764473,0.08757271
-4.65532766,0.63240160,0.00000890,0.03892341,0.00158651,0.47913301,0.19044905,0.11378467,0.10172822,0.08634013
-4.64932466,0.61778057,0.00000653,0.03913917,0.00154721,0.46694796,0.18525140,0.11084016,0.09572629,0.08515433
-4.64332166,0.60428682,0.00000476,0.03934375,0.00149973,0.45589814,0.18051963,0.10807770,0.08972805,0.08406679
