energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-6.00000000,4.76643281,0.65506970,2.30370758,0.00119155,0.98078178,0.69327727,0.00000000,1.38384119,0.80788959
-5.99399700,4.75761551,0.62902547,2.34868357,0.00114491,0.98252813,0.66025454,0.00000000,1.37031408,0.80151399
-5.98799400,4.75890506,0.60493795,2.40014957,0.00109658,0.98499396,0.62980188,0.00000000,1.35804271,0.79626612
-5.98199100,4.77073618,0.58309791,2.45773317,0.00104718,0.98841878,0.60208060,0.00000000,1.34756064,0.79233357
-5.97598799,4.79323006,0.56374326,2.52091389,0.00099729,0.99299948,0.57717058,0.00000000,1.33934061,0.78984519
-5.96998499,4.82623079,0.54706167,2.58905473,0.00094745,0.99888997,0.55507898,0.00000000,1.33379135,0.78887248
-5.96398199,4.86935001,0.53319421,2.66143678,0.00089816,1.00620268,0.53575083,0.00000000,1.33125648,0.78943314
-5.95797899,4.92201647,0.52223993,2.73729522,0.00084986,1.01501112,0.51908049,0.00000000,1.33201517,0.79149627
-5.95197599,4.98352757,0.51426084,2.81585480,0.00080295,1.02535344,0.50492361,0.00000000,1.33628387,0.79498884
-5.94597299,5.05309966,0.50928702,2.89636333,0.00075776,1.03723629,0.49310874,0.00000000,1.34421868,0.79980311
-5.93996998,5.12991444,0.50732157,2.97812154,0.00071460,1.05063864,0.48344825,0.00000000,1.35591758,0.80580421
-5.93396698,5.21315906,0.50834507,3.06050818,0.00067369,1.06551521,0.47574795,0.00000000,1.37142240,0.81283779
-5.92796398,5.30205814,0.51231943,3.14299945,0.00063525,1.08179912,0.46981518,0.00000000,1.39071988,0.82073708
-5.92196098,5.39589672,0.51919101,3.22518206,0.00059944,1.09940365,0.46546507,0.00000000,1.41374181,0.82932916
-5.91595798,5.49403334,0.52889292,3.30675978,0.00056639,1.11822307,0.46252499,0.00000000,1.44036431,0.83844025
-5.90995498,5.59590388,0.54134661,3.38755358,0.00053619,1.13813242,0.46083708,0.00000000,1.47040622,0.84789979
-5.90395198,5.70101658,0.55646276,3.46749571,0.00050892,1.15898669,0.46025916,0.00000000,1.50362716,0.85754340
-5.89794897,5.80893996,0.57414170,3.54661844,0.00048460,1.18061944,0.46066406,0.00000000,1.53972549,0.86721470
-5.89194597,5.91928519,0.59427344,3.62503848,0.00046326,1.20284135,0.46193781,0.00000000,1.57833695,0.87676615
-5.88594297,6.03168514,0.61673758,3.70293811,0.00044490,1.22543897,0.46397706,0.00000000,1.61903439,0.88605924
-5.87993997,6.14577221,0.64140322,3.78054410,0.00042950,1.24817429,0.46668589,0.00000000,1.66132924,0.89496406
-5.87393697,6.26115710,0.66812920,3.85810589,0.00041699,1.27078522,0.46997260,0.00000000,1.70467520,0.90335877
-5.86793397,6.37741043,0.69676453,3.93587384,0.00040734,1.29298755,0.47374673,0.00000000,1.74847450,0.91112898
-5.86193097,6.49404889,0.72714939,4.01407884,0.00040045,1.31447835,0.47791651,0.00000000,1.79208705,0.91816749
-5.85592796,6.61052685,0.75911648,4.09291395,0.00039623,1.33494113,0.48238712,0.00000000,1.83484223,0.92437435
-5.84992496,6.72623428,0.79249291,4.17251874,0.00039459,1.35405257,0.48705974,0.00000000,1.87605341,0.92965755
-5.84392196,6.84050075,0.82710234,4.25296675,0.00039538,1.37149055,0.49183161,0.00000000,1.91503449,0.93393416
-5.83791896,6.95260523,0.86276734,4.33425616,0.00039849,1.38694345,0.49659690,0.00000000,1.95111801,0.93713207
-5.83191596,7.06179059,0.89931171,4.41630364,0.00040376,1.40011984,0.50124855,0.00000000,1.98367394,0.93919199
-5.82591296,7.16728137,0.93656269,4.49894110,0.00041104,1.41075847,0.50568057,0.00000000,2.01212819,0.94006975
-5.81990995,7.26830333,0.97435262,4.58191497,0.00042017,1.41863764,0.50979096,0.00000000,2.03598002,0.93973848
-5.81390695,7.36410283,1.01252010,4.66488761,0.00043097,1.42358354,0.51348475,0.00000000,2.05481717,0.93819054
-5.80790395,7.45396461,1.05091031,4.74744023,0.00044327,1.42547697,0.51667703,0.00000000,2.06832806,0.93543889
-5.80190095,7.53722617,1.08937450,4.82907716,0.00045687,1.42425791,0.51929570,0.00000000,2.07631016,0.93151762
-5.79589795,7.61328794,1.12776866,4.90923096,0.00047158,1.41992762,0.52128372,0.00000000,2.07867404,0.92648162
-5.78989495,7.68161834,1.16595131,4.98726827,0.00048719,1.41254815,0.52260074,0.00000000,2.07544298,0.92040511
-5.78389195,7.74175369,1.20378070,5.06249658,0.00050349,1.40223897,0.52322390,0.00000000,2.06674787,0.91337904
-5.77788894,7.79329340,1.24111162,5.13417182,0.00052026,1.38917120,0.52314788,0.00000000,2.05281797,0.90550753
-5.77188594,7.83589125,1.27779211,5.20150736,0.00053726,1.37355941,0.52238410,0.00000000,2.03396794,0.89690332
-5.76588294,7.86924427,1.31366045,5.26368469,0.00055426,1.35565174,0.52095918,0.00000000,2.01058189,0.88768257
-5.75987994,7.89308073,1.34854287,5.31986622,0.00057102,1.33571867,0.51891285,0.00000000,1.98309558,0.87795929
-5.75387694,7.90714930,1.38225220,5.36921073,0.00058727,1.31404140,0.51629532,0.00000000,1.95197771,0.86783979
-5.74787394,7.91121091,1.41458804,5.41089160,0.00060279,1.29090028,0.51316452,0.00000000,1.91771150,0.85741735
-5.74187094,7.90503527,1.44533853,5.44411800,0.00061732,1.26656409,0.50958320,0.00000000,1.88077764,0.84676772
-5.73586793,7.88840306,1.47428394,5.46815891,0.00063063,1.24128098,0.50561621,0.00000000,1.84163953,0.83594555
-5.72986493,7.86111470,1.50120214,5.48236933,0.00064250,1.21527126,0.50132807,0.00000000,1.80073163,0.82498226
-5.72386193,7.82300586,1.52587592,5.48621815,0.00065273,1.18872273,0.49678107,0.00000000,1.75845149,0.81388522
-5.71785893,7.77396918,1.54810176,5.47931636,0.00066115,1.16178861,0.49203374,0.00000000,1.71515566,0.80263875
-5.71185593,7.71398109,1.56769985,5.46144444,0.00066763,1.13458814,0.48714013,0.00000000,1.67115950,0.79120648
-5.70585293,7.64313205,1.58452473,5.43257722,0.00067208,1.10720972,0.48214942,0.00000000,1.62674064,0.77953536
-5.69984992,7.56165796,1.59847607,5.39290479,0.00067444,1.07971615,0.47710627,0.00000000,1.58214537,0.76756073
-5.69384692,7.46997027,1.60950888,5.34284771,0.00067473,1.05215169,0.47205137,0.00000000,1.53759739,0.75521247
-5.68784392,7.36868211,1.61764240,5.28306510,0.00067300,1.02455010,0.46702249,0.00000000,1.49330785,0.74242153
-5.68184092,7.25862792,1.62296724,5.21445447,0.00066937,0.99694326,0.46205547,0.00000000,1.44948575,0.72912672
-5.67583792,7.14087426,1.62564992,5.13814231,0.00066400,0.96936944,0.45718539,0.00000000,1.40634765,0.71528107
-5.66983492,7.01671992,1.62593456,5.05546525,0.00065713,0.94188077,0.45244746,0.00000000,1.36412582,0.70085754
-5.66383192,6.88768420,1.62414123,4.96794170,0.00064901,0.91454922,0.44787766,0.00000000,1.32307396,0.68585354
-5.65782891,6.75548276,1.62066082,4.87723472,0.00063998,0.88747065,0.44351313,0.00000000,1.28346991,0.67029411
-5.65182591,6.62199133,1.61594649,4.78510730,0.00063038,0.86076667,0.43939194,0.00000000,1.24561498,0.65423347
-5.64582291,6.48919836,1.61050180,4.69337142,0.00062058,0.83458398,0.43555255,0.00000000,1.20982974,0.63775476
-5.63981991,6.35914829,1.60486594,4.60383324,0.00061098,0.80909143,0.43203280,0.00000000,1.17644649,0.62096816
-5.63381691,6.23387786,1.59959655,4.51823620,0.00060199,0.78447480,0.42886849,0.00000000,1.14579864,0.60400727
-5.62781391,6.11534830,1.59525075,4.43820487,0.00059399,0.76092962,0.42609169,0.00000000,1.11820776,0.58702413
-5.62181091,6.00537658,1.59236522,4.36519158,0.00058738,0.73865267,0.42372879,0.00000000,1.09396896,0.57018305
-5.61580790,5.90556889,1.59143602,4.30042832,0.00058250,0.71783242,0.42179856,0.00000000,1.07333553,0.55365366
-5.60980490,5.81725963,1.59289907,4.24488588,0.00057970,0.69863921,0.42031021,0.00000000,1.05650377,0.53760353
-5.60380190,5.74145888,1.59711206,4.19924193,0.00057924,0.68121568,0.41926162,0.00000000,1.04359902,0.52219081
-5.59779890,5.67881074,1.60433861,4.16385936,0.00058136,0.66566809,0.41863792,0.00000000,1.03466364,0.50755720
