energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,S_s_up,S_p_up
-5.79589795,5.54409156,0.96480233,3.42046248,0.03862610,0.76263913,0.12014221,0.69911182
-5.78989495,5.26560612,0.92748176,3.25213163,0.03636100,0.72427676,0.11419402,0.66385998
-5.78389195,4.99950868,0.89296854,3.09108989,0.03410473,0.68805656,0.10822969,0.62958310
-5.77788894,4.75067830,0.86213924,2.94055290,0.03187990,0.65466099,0.10233930,0.59679360
-5.77188594,4.52400507,0.83587724,2.80375450,0.02970916,0.62476220,0.09661475,0.56601713
-5.76588294,4.32431280,0.81505806,2.68389612,0.02761460,0.59901145,0.09114771,0.53778287
-5.75987994,4.15627948,0.80053345,2.58409477,0.02561712,0.57802828,0.08602770,0.51261342
-5.75387694,4.02435608,0.79311438,2.50733017,0.02373589,0.56238951,0.08134007,0.49101462
-5.74787394,3.93268479,0.79355286,2.45639156,0.02198785,0.55261798,0.07716412,0.47346529
-5.74187094,3.88501724,0.80252331,2.43382453,0.02038724,0.54917133,0.07357129,0.46040726
-5.73586793,3.88463401,0.82060342,2.44187864,0.01894531,0.55243082,0.07062355,0.45223576
-5.72986493,3.93426647,0.84825531,2.48245633,0.01767003,0.56269051,0.06837192,0.44929040
-5.72386193,4.03602237,0.88580733,2.55706404,0.01656593,0.58014690,0.06685522,0.45184677
-5.71785893,4.19131710,0.93343735,2.66676663,0.01563411,0.60488958,0.06609911,0.46010892
-5.71185593,4.40081228,0.99115787,2.81214622,0.01487227,0.63689297,0.06611527,0.47420276
-5.70585293,4.66436411,1.05880411,2.99326684,0.01427485,0.67600987,0.06690095,0.49417053
-5.69984992,4.98098377,1.13602528,3.20964658,0.01383331,0.72196695,0.06843873,0.51996652
-5.69384692,5.34881226,1.22228006,3.46023872,0.01353643,0.77436291,0.07069660,0.55145405
-5.68784392,5.76511212,1.31683661,3.74342348,0.01337071,0.83266933,0.07362835,0.58840405
-5.68184092,6.22627807,1.41877759,4.05701199,0.01332080,0.89623500,0.07717424,0.63049511
-5.67583792,6.72786843,1.52701048,4.39826361,0.01337003,0.96429344,0.08126199,0.67731542
-5.66983492,7.26465842,1.64028331,4.76391750,0.01350083,1.03597427,0.08580808,0.72836645
-5.66383192,7.83071567,1.75720551,5.15023898,0.01369537,1.11031785,0.09071934,0.78306862
-5.65782891,8.41949780,1.87627367,5.55308033,0.01393596,1.18629350,0.09589484,0.84076894
-5.65182591,9.02397027,1.99590155,5.96795542,0.01420562,1.26282048,0.10122795,0.90075063
-5.64582291,9.63674241,2.11445346,6.39012641,0.01448851,1.33879155,0.10660867,0.96224459
-5.63981991,10.25021809,2.23028017,6.81470063,0.01477037,1.41309815,0.11192609,1.02444261
-5.63381691,10.85675685,2.34175597,7.23673474,0.01503882,1.48465657,0.11707092,1.08651219
-5.62781391,11.44884036,2.44731586,7.65134277,0.01528371,1.55243399,0.12193798,1.14761245
-5.62181091,12.01923897,2.54549130,8.05380472,0.01549728,1.61547369,0.12642872,1.20691104
-5.61580790,12.56117229,2.63494357,8.43967153,0.01567430,1.67291817,0.13045348,1.26360138
-5.60980490,13.06845842,2.71449319,8.80486289,0.01581206,1.72402952,0.13393354,1.31692004
-5.60380190,13.53564626,2.78314464,9.14575419,0.01591035,1.76820607,0.13680292,1.36616346
-5.59779890,13.95812635,2.84010543,9.45924938,0.01597127,1.80499478,0.13900969,1.41070383
-5.59179590,14.33221634,2.88479888,9.74283736,0.01599900,1.83409881,0.14051696,1.45000347
-5.58579290,14.65521854,2.91687044,9.99462989,0.01599951,1.85538015,0.14130328,1.48362731
-5.57978989,14.92544798,2.93618740,10.21338017,0.01598018,1.86885719,0.14136272,1.51125325
-5.57378689,15.14223095,2.94283236,10.39848196,0.01594936,1.87469753,0.14070434,1.53267981
-5.56778389,15.30587526,2.93709099,10.54995007,0.01591598,1.87320641,0.13935129,1.54783124
-5.56178089,15.41761449,2.91943480,10.66838375,0.01588906,1.86481148,0.13733949,1.55675958
-5.55577789,15.47952981,2.89049993,10.75491555,0.01587729,1.85004458,0.13471600,1.55964398
-5.54977489,15.49445351,2.85106308,10.81114829,0.01588866,1.82952151,0.13153713,1.55678711
-5.54377189,15.46585923,2.80201556,10.83908360,0.01593003,1.80392064,0.12786638,1.54860888
-5.53776888,15.39774375,2.74433684,10.84104550,0.01600693,1.77396143,0.12377229,1.53563766
-5.53176588,15.29450552,2.67906834,10.81960239,0.01612326,1.74038348,0.11932633,1.51849929
-5.52576288,15.16082470,2.60728872,10.77749084,0.01628122,1.70392724,0.11460088,1.49790408
-5.51975988,15.00154884,2.53009120,10.71754393,0.01648124,1.66531666,0.10966739,1.47463217
-5.51375688,14.82158763,2.44856350,10.64262671,0.01672202,1.62524452,0.10459472,1.44951755
-5.50775388,14.62581954,2.36377093,10.55558034,0.01700066,1.58436066,0.09944786,1.42343112
-5.50175088,14.41901171,2.27674252,10.45917624,0.01731284,1.54326316,0.09428682,1.39726291
-5.49574787,14.20575420,2.18846028,10.35608052,0.01765308,1.50249261,0.08916596,1.37190406
-5.48974487,13.99040810,2.09985137,10.24882862,0.01801503,1.46252904,0.08413356,1.34822861
-5.48374187,13.77706687,2.01178265,10.13980918,0.01839179,1.42379145,0.07923165,1.32707548
-5.47773887,13.56952914,1.92505735,10.03125611,0.01877622,1.38663927,0.07449618,1.30923100
-5.47173587,13.37128117,1.84041318,9.92524690,0.01916123,1.35137555,0.06995734,1.29541220
-5.46573287,13.18548636,1.75852146,9.82370540,0.01954009,1.31825109,0.06564003,1.28625119
-5.45972986,13.01497983,1.67998674,9.72840706,0.01990664,1.28746927,0.06156448,1.28228097
-5.45372686,12.86226530,1.60534657,9.64098445,0.02025547,1.25919100,0.05774691,1.28392301
-5.44772386,12.72951261,1.53507102,9.56293133,0.02058205,1.23353937,0.05420017,1.29147685
-5.44172086,12.61855388,1.46956186,9.49560358,0.02088274,1.21060368,0.05093445,1.30511206
-5.43571786,12.53087718,1.40915126,9.44021574,0.02115484,1.19044276,0.04795776,1.32486289
-5.42971486,12.46761699,1.35410012,9.39783229,0.02139649,1.17308713,0.04527646,1.35062575
-5.42371186,12.42954113,1.30459608,9.36935341,0.02160656,1.15854025,0.04289558,1.38215977
-5.41770885,12.41703464,1.26075160,9.35549523,0.02178452,1.14677865,0.04081908,1.41909046
-5.41170585,12.43008135,1.22260220,9.35676525,0.02193027,1.13775124,0.03904991,1.46091652
-5.40570285,12.46824438,1.19010528,9.37343408,0.02204399,1.13137782,0.03759001,1.50701969
-5.39969985,12.53064726,1.16313982,9.40550497,0.02212595,1.12754709,0.03644015,1.55667732
-5.39369685,12.61595744,1.14150718,9.45268299,0.02217638,1.12611450,0.03559971,1.60907746
-5.38769385,12.72237432,1.12493321,9.51434597,0.02219539,1.12690002,0.03506635,1.66333601
-5.38169085,12.84762373,1.11307185,9.58951957,0.02218286,1.12968644,0.03483566,1.71851533
-5.37568784,12.98896103,1.10551030,9.67685865,0.02213843,1.13421819,0.03490078,1.77364392
-5.36968484,13.14318453,1.10177568,9.77463723,0.02206152,1.14020114,0.03525200,1.82773644
-5.36368184,13.30666088,1.10134313,9.88074911,0.02195136,1.14730357,0.03587642,1.87981361
-5.35767884,13.47536367,1.10364525,9.99272066,0.02180708,1.15515842,0.03675767,1.92892139
-5.35167584,13.64492587,1.10808251,10.10773720,0.02162784,1.16336707,0.03787574,1.97414900
-5.34567284,13.81070655,1.11403455,10.22268353,0.02141293,1.17150457,0.03920682,2.01464541
-5.33966983,13.96787130,1.12087204,10.33419866,0.02116190,1.17912640,0.04072340,2.04963400
-5.33366683,14.11148560,1.12796876,10.43874425,0.02087473,1.18577653,0.04239446,2.07842517
-5.32766383,14.23661932,1.13471367,10.53268529,0.02055186,1.19099678,0.04418578,2.10042698
-5.32166083,14.33846014,1.14052270,10.61238110,0.02019435,1.19433709,0.04606044,2.11515359
-5.31565783,14.41243291,1.14485008,10.67428393,0.01980393,1.19536634,0.04797949,2.12223185
-5.30965483,14.45432162,1.14719875,10.71504202,0.01938300,1.19368357,0.04990275,2.12140588
-5.30365183,14.46038981,1.14712997,10.73160332,0.01893465,1.18892893,0.05178968,2.11253998
-5.29764882,14.42749536,1.14427164,10.72131601,0.01846263,1.18079414,0.05360046,2.09561995
-5.29164582,14.35319515,1.13832538,10.68202168,0.01797126,1.16903190,0.05529697,2.07075277
-5.28564282,14.23583522,1.12907207,10.61213716,0.01746536,1.15346392,0.05684397,2.03816495
-5.27963982,14.07462238,1.11637583,10.51072129,0.01695010,1.13398725,0.05821011,1.99819922
-5.27363682,13.86967355,1.10018618,10.37752337,0.01643090,1.11057846,0.05936897,1.95130986
-5.26763382,13.62203996,1.08053852,10.21301074,0.01591325,1.08329563,0.06029996,1.89805628
-5.26163082,13.33370423,1.05755258,10.01837370,0.01540260,1.05227792,0.06098902,1.83909496
-5.25562781,13.00754924,1.03142912,9.79550707,0.01490418,1.01774268,0.06142922,1.77516962
-5.24962481,12.64729914,1.00244463,9.54696855,0.01442285,0.97998030,0.06162109,1.70709953
-5.24362181,12.25743378,0.97094437,9.27591518,0.01396303,0.93934672,0.06157271,1.63576601
-5.23761881,11.84307935,0.93733367,8.98602025,0.01352853,0.89625421,0.06129958,1.56209735
-5.23161581,11.40987888,0.90206784,8.68137374,0.01312248,0.85116043,0.06082421,1.48705217
-5.22561281,10.96384735,0.86564089,8.36637032,0.01274731,0.80455638,0.06017554,1.41160172
-5.21960980,10.51121689,0.82857341,8.04558938,0.01240464,0.75695364,0.05938811,1.33671147
-5.21360680,10.05827792,0.79139994,7.72367186,0.01209538,0.70887132,0.05850110,1.26332262
-5.20760380,9.61122246,0.75465627,7.40519881,0.01181965,0.66082327,0.05755719,1.19233393
-5.20160080,9.17599535,0.71886707,7.09457644,0.01157694,0.61330588,0.05660145,1.12458472
-5.19559780,8.75815914,0.68453425,6.79593174,0.01136615,0.56678703,0.05568011,1.06083959
-5.18959480,8.36277710,0.65212646,6.51302252,0.01118573,0.52169634,0.05483945,1.00177530
-5.18359180,7.99431838,0.62207000,6.24916458,0.01103383,0.47841717,0.05412470,0.94797060
-5.17758879,7.65658766,0.59474157,6.00717781,0.01090848,0.43728035,0.05357910,0.89989914
-5.17158579,7.35268087,0.57046293,5.78935230,0.01080778,0.39856001,0.05324317,0.85792589
-5.16558279,7.08496678,0.54949758,5.59743398,0.01073012,0.36247118,0.05315406,0.82230699
-5.15957979,6.85509331,0.53204959,5.43262902,0.01067435,0.32916942,0.05334518,0.79319309
-5.15357679,6.66401620,0.51826443,5.29562475,0.01064001,0.29875212,0.05384601,0.77063593
-5.14757379,6.51204662,0.50823155,5.18662460,0.01062751,0.27126136,0.05468205,0.75459750
-5.14157079,6.39891358,0.50198865,5.10539377,0.01063829,0.24668805,0.05587500,0.74496166
-5.13556778,6.32383675,0.49952710,5.05131231,0.01067498,0.22497712,0.05744298,0.74154707
-5.12956478,6.28560471,0.50079833,5.02343193,0.01074144,0.20603343,0.05940093,0.74412111
-5.12356178,6.28265419,0.50572055,5.02053324,0.01084285,0.18972811,0.06176099,0.75241383
-5.11755878,6.31314593,0.51418567,5.04118042,0.01098565,0.17590506,0.06453282,0.76613116
-5.11155578,6.37503341,0.52606573,5.08377062,0.01117750,0.16438736,0.06772399,0.78496677
-5.10555278,6.46612178,0.54121871,5.14657646,0.01142715,0.15498342,0.07134018,0.80861198
-5.09954977,6.58411482,0.55949318,5.22778029,0.01174415,0.14749259,0.07538524,0.83676315
-5.09354677,6.72664911,0.58073179,5.32549984,0.01213869,0.14171014,0.07986112,0.86912631
-5.08754377,6.89131543,0.60477326,5.43780561,0.01262119,0.13743167,0.08476763,0.90541879
-5.08154077,7.07566837,0.63145290,5.56273105,0.01320193,0.13445664,0.09010204,0.94536799
-5.07553777,7.27722603,0.66060170,5.69827688,0.01389066,0.13259122,0.09585842,0.98870738
-5.06953477,7.49346226,0.69204407,5.84241172,0.01469607,0.13165052,0.10202699,1.03517014
-5.06353177,7.72179448,0.72559456,5.99307099,0.01562537,0.13146006,0.10859330,1.08448108
-5.05752876,7.95957020,0.76105379,6.14815640,0.01668379,0.13185680,0.11553732,1.13634726
-5.05152576,8.20405556,0.79820396,6.30553816,0.01787412,0.13268972,0.12283268,1.19044834
-5.04552276,8.45242879,0.83680437,6.46306143,0.01919628,0.13382003,0.13044585,1.24642723
-5.03951976,8.70178121,0.87658739,6.61855870,0.02064699,0.13512117,0.13833555,1.30388194
-5.03351676,8.94912763,0.91725522,6.76986856,0.02221944,0.13647874,0.14645234,1.36235942
-5.02751376,9.19142748,0.95847797,6.91486128,0.02390313,0.13779025,0.15473846,1.42135198
-5.02151076,9.42561704,0.99989317,7.05147059,0.02568382,0.13896502,0.16312797,1.48029688
-5.01550775,9.64865221,1.04110718,7.17773081,0.02754351,0.13992404,0.17154727,1.53857954
-5.00950475,9.85756090,1.08169856,7.29181766,0.02946070,0.14059995,0.17991592,1.59554038
-5.00350175,10.04950282,1.12122343,7.39209094,0.03141070,0.14093706,0.18814782,1.65048557
-4.99749875,10.22183444,1.15922281,7.47713694,0.03336606,0.14089147,0.19615279,1.70270111
-4.99149575,10.37217602,1.19523186,7.54580829,0.03529720,0.14043116,0.20383833,1.75147011
-4.98549275,10.49847783,1.22879050,7.59725902,0.03717308,0.13953611,0.21111174,1.79609251
-4.97948974,10.59908215,1.25945540,7.63097310,0.03896204,0.13819837,0.21788231,1.83590633
-4.97348674,10.67277834,1.28681259,7.64678457,0.04063265,0.13642196,0.22406371,1.87030982
-4.96748374,10.71884796,1.31049035,7.64488820,0.04215461,0.13422265,0.22957628,1.89878318
-4.96148074,10.73709805,1.33017182,7.62584016,0.04349967,0.13162762,0.23434933,1.92090908
-4.95547774,10.72788047,1.34560682,7.59054814,0.04464254,0.12867476,0.23832323,1.93639076
-4.94947474,10.69209661,1.35662219,7.54025175,0.04556165,0.12541190,0.24145119,1.94506692
-4.94347174,10.63118665,1.36313048,7.47649353,0.04623991,0.12189574,0.24370082,1.94692259
-4.93746873,10.54710374,1.36513618,7.40108203,0.04666532,0.11819054,0.24505521,1.94209515
-4.93146573,10.44227375,1.36273956,7.31604832,0.04683135,0.11436673,0.24551354,1.93087542
-4.92546273,10.31954189,1.35613747,7.22359747,0.04673725,0.11049923,0.24509135,1.91370325
-4.91945973,10.18210789,1.34562143,7.12605676,0.04638814,0.10666580,0.24382013,1.89115794
-4.91345673,10.03345171,1.33157256,7.02582240,0.04579487,0.10294525,0.24174662,1.86394364
-4.90745373,9.87725227,1.31445385,6.92530608,0.04497376,0.09941561,0.23893155,1.83287028
-4.90145073,9.71730145,1.29479970,6.82688316,0.04394615,0.09615244,0.23544797,1.79883085
-4.89544772,9.55741615,1.27320331,6.73284351,0.04273780,0.09322711,0.23137931,1.76277571
-4.88944472,9.40135084,1.25030217,6.64534615,0.04137811,0.09070527,0.22681708,1.72568524
-4.88344172,9.25271311,1.22676225,6.56637878,0.03989938,0.08864546,0.22185844,1.68854165
-4.87743872,9.11488482,1.20326138,6.49772260,0.03833584,0.08709791,0.21660361,1.65230133
-4.87143572,8.99095079,1.18047245,6.44092340,0.03672280,0.08610357,0.21115327,1.61786855
-4.86543272,8.88363732,1.15904705,6.39726911,0.03509568,0.08569336,0.20560605,1.58607175
-4.85942971,8.79526204,1.13959995,6.36777423,0.03348914,0.08588770,0.20005614,1.55764321
-4.85342671,8.72769669,1.12269521,6.35317153,0.03193628,0.08669626,0.19459113,1.53320269
-4.84742371,8.68234368,1.10883419,6.35391095,0.03046790,0.08811804,0.18929013,1.51324573
-4.84142071,8.66012719,1.09844593,6.37016592,0.02911184,0.09014167,0.18422227,1.49813682
-4.83541771,8.66149884,1.09188017,6.40184679,0.02789247,0.09274599,0.17944557,1.48810747
-4.82941471,8.68645760,1.08940326,6.44862118,0.02683032,0.09590085,0.17500617,1.48325907
-4.82341171,8.73458303,1.09119690,6.50994055,0.02594179,0.09956823,0.17093814,1.48357021
-4.81740870,8.80508043,1.09735980,6.58507237,0.02523902,0.10370348,0.16726355,1.48890783
-4.81140570,8.89683594,1.10791195,6.67313665,0.02472986,0.10825674,0.16399304,1.49904155
-4.80540270,9.00847929,1.12280131,6.77314559,0.02441796,0.11317457,0.16112681,1.51366038
-4.79939970,9.13845120,1.14191241,6.88404475,0.02430293,0.11840156,0.15865582,1.53239089
-4.79339670,9.28507269,1.16507650,7.00475398,0.02438065,0.12388203,0.15656337,1.55481594
-4.78739370,9.44661270,1.19208254,7.13420624,0.02464355,0.12956167,0.15482684,1.58049304
-4.78139070,9.62135124,1.22268855,7.27138240,0.02508102,0.13538911,0.15341952,1.60897159
-4.77538769,9.80763478,1.25663268,7.41534014,0.02567985,0.14131722,0.15231250,1.63980822
-4.76938469,10.00392126,1.29364336,7.56523547,0.02642462,0.14730431,0.15147650,1.67257962
-4.76338169,10.20881279,1.33344805,7.72033552,0.02729821,0.15331497,0.15088354,1.70689262
-4.75737869,10.42107434,1.37578018,7.88002176,0.02828223,0.15932050,0.15050844,1.74239103
-4.75137569,10.63963795,1.42038383,8.04378333,0.02935747,0.16529913,0.15032990,1.77875944
-4.74537269,10.86359260,1.46701607,8.21120090,0.03050434,0.17123572,0.15033143,1.81572406
-4.73936968,11.09216075,1.51544686,8.38192176,0.03170324,0.17712112,0.15050169,1.85305089
-4.73336668,11.32466368,1.56545662,8.55562787,0.03293497,0.18295120,0.15083466,1.89054179
-4.72736368,11.56047805,1.61683181,8.73199872,0.03418107,0.18872553,0.15132920,1.92802892
-4.72136068,11.79898725,1.66935885,8.91067160,0.03542412,0.19444587,0.15198844,1.96536830
-4.71535768,12.03953101,1.72281692,9.09120208,0.03664802,0.20011440,0.15281877,2.00243316
-4.70935468,12.28135729,1.77697035,9.27302740,0.03783823,0.20573204,0.15382863,2.03910759
-4.70335168,12.52358020,1.83156113,9.45543592,0.03898199,0.21129666,0.15502712,2.07528130
-4.69734867,12.76514747,1.88630238,9.63754491,0.04006849,0.21680154,0.15642257,2.11084571
-4.69134567,13.00482037,1.94087325,9.81828909,0.04108902,0.22223403,0.15802116,2.14569182
-4.68534267,13.24116834,1.99491596,9.99642129,0.04203704,0.22757458,0.15982563,2.17970999
-4.67933967,13.47257945,2.04803537,10.17052624,0.04290832,0.23279617,0.16183420,2.21279165
-4.67333667,13.69728704,2.09980140,10.33904748,0.04370092,0.23786419,0.16403980,2.24483267
-4.66733367,13.91341172,2.14975434,10.50032668,0.04441521,0.24273692,0.16642963,2.27573814
-4.66133067,14.11901686,2.19741326,10.65265370,0.04505387,0.24736633,0.16898504,2.30542815
-4.65532766,14.31217490,2.24228694,10.79432536,0.04562178,0.25169959,0.17168182,2.33384396
-4.64932466,14.49104095,2.28388725,10.92370978,0.04612595,0.25568079,0.17449084,2.36095400
-4.64332166,14.65392971,2.32174416,11.03931320,0.04657532,0.25925311,0.17737898,2.38675928
-4.63731866,14.79939135,2.35542192,11.13984557,0.04698063,0.26236125,0.18031033,2.41129749
-4.63131566,14.92628197,2.38453542,11.22428146,0.04735412,0.26495389,0.18324760,2.43464545
-4.62531266,15.03382445,2.40876606,11.29191273,0.04770929,0.26698625,0.18615358,2.45691958
-4.61930965,15.12165605,2.42787627,11.34238996,0.04806058,0.26842241,0.18899260,2.47827412
-4.61330665,15.18985948,2.44172174,11.37575013,0.04842295,0.26923747,0.19173197,2.49889705
-4.60730365,15.23897541,2.45026086,11.39242861,0.04881154,0.26941925,0.19434322,2.51900376
-4.60130065,15.26999496,2.45356047,11.39325447,0.04924116,0.26896953,0.19680305,2.53882865
-4.59529765,15.28433190,2.45179774,11.37942890,0.04972586,0.26790477,0.19909409,2.55861493
-4.58929465,15.28377538,2.44525766,11.35248730,0.05027839,0.26625614,0.20120523,2.57860306
-4.58329165,15.27042493,2.43432614,11.31424668,0.05090973,0.26406902,0.20313170,2.59901823
-4.57728864,15.24661036,2.41947880,11.26674054,0.05162855,0.26140177,0.20487476,2.62005746
-4.57128564,15.21480013,2.40126581,11.21214413,0.05244075,0.25832398,0.20644111,2.64187681
-4.56528264,15.17750239,2.38029316,11.15269365,0.05334896,0.25491425,0.20784205,2.66457926
-4.55927964,15.13716311,2.35720129,11.09060310,0.05435218,0.25125745,0.20909243,2.68820383
-4.55327664,15.09606635,2.33264164,11.02798269,0.05544546,0.24744181,0.21020955,2.71271639
-4.54727364,15.05624124,2.30725244,10.96676285,0.05661963,0.24355574,0.21121195,2.73800277
-4.54127064,15.01938047,2.28163450,10.90862729,0.05786127,0.23968479,0.21211828,2.76386436
-4.53526763,14.98677420,2.25632833,10.85495843,0.05915267,0.23590859,0.21294635,2.79001675
-4.52926463,14.95926277,2.23179350,10.80679780,0.06047208,0.23229819,0.21371224,2.81609158
-4.52326163,14.93721074,2.20839128,10.76482296,0.06179399,0.22891372,0.21442978,2.84164172
-4.51725863,14.92050337,2.18637149,10.72934208,0.06308970,0.22580267,0.21511014,2.86614978
-4.51125563,14.90856602,2.16586408,10.70030595,0.06432795,0.22299861,0.21576183,2.88903996
-4.50525263,14.90040500,2.14687596,10.67733624,0.06547575,0.22052066,0.21639082,2.90969279
-4.49924962,14.89466788,2.12929328,10.65976825,0.06649930,0.21837353,0.21700093,2.92746252
-4.49324662,14.88971954,2.11288895,10.64670504,0.06736503,0.21654824,0.21759432,2.94169645
-4.48724362,14.88372973,2.09733513,10.63707953,0.06804066,0.21502332,0.21817216,2.95175554
-4.48124062,14.87476694,2.08221995,10.62972052,0.06849634,0.21376650,0.21873514,2.95703552
-4.47523762,14.86089312,2.06706769,10.62341855,0.06870566,0.21273685,0.21928410,2.95698753
-4.46923462,14.84025354,2.05136134,10.61698716,0.06864667,0.21188697,0.21982031,2.95113741
-4.46323162,14.81115673,2.03456635,10.60931611,0.06830272,0.21116544,0.22034575,2.93910269
-4.45722861,14.77213971,2.01615438,10.59941307,0.06766314,0.21051913,0.22086295,2.92060641
-4.45122561,14.72201496,1.99562599,10.58643148,0.06672372,0.20989540,0.22137475,2.89548714
-4.44522261,14.65989682,1.97253105,10.56968339,0.06548701,0.20924395,0.22188364,2.86370457
-4.43921961,14.58520627,1.94648600,10.54863686,0.06396227,0.20851841,0.22239098,2.82534040
-4.43321661,14.49765488,1.91718739,10.52289892,0.06216529,0.20767740,0.22289604,2.78059449
-4.42721361,14.39720980,1.88442100,10.49218618,0.06011791,0.20668531,0.22339489,2.72977642
-4.42121061,14.28404342,1.84806669,10.45628596,0.05784738,0.20551249,0.22387935,2.67329304
-4.41520760,14.15847201,1.80809874,10.41501171,0.05538546,0.20413519,0.22433605,2.61163253
-4.40920460,14.02088882,1.76458223,10.36815684,0.05276746,0.20253507,0.22474564,2.54534601
-4.40320160,13.87169706,1.71766594,10.31545123,0.05003118,0.20069859,0.22508238,2.47502772
-4.39719860,13.71124843,1.66757243,10.25652454,0.04721576,0.19861616,0.22531399,2.40129475
-4.39119560,13.53979218,1.61458610,10.19087982,0.04436058,0.19628128,0.22540203,2.32476748
-4.38519260,13.35743886,1.55904017,10.11788026,0.04150423,0.19368972,0.22530270,2.24605176
-4.37918959,13.16414170,1.50130324,10.03675068,0.03868348,0.19083887,0.22496803,2.16572355
-4.37318659,12.95969710,1.44176629,9.94659449,0.03593254,0.18772717,0.22434753,2.08431684
-4.36718359,12.74376433,1.38083069,9.84642540,0.03328233,0.18435391,0.22339013,2.00231517
-4.36118059,12.51590271,1.31889772,9.73521204,0.03075996,0.18071913,0.22204633,1.92014684
-4.35517759,12.27562367,1.25635988,9.61193288,0.02838845,0.17682388,0.22027055,1.83818389
-4.34917459,12.02245340,1.19359415,9.47563756,0.02618654,0.17267059,0.21802334,1.75674430
-4.34317159,11.75600146,1.13095715,9.32551073,0.02416864,0.16826363,0.21527350,1.67609703
-4.33716858,11.47603007,1.06878211,9.16093397,0.02234504,0.16360997,0.21199997,1.59646917
-4.33116558,11.18251892,1.00737733,8.98154157,0.02072206,0.15871986,0.20819322,1.51805429
-4.32516258,10.87572057,0.94702583,8.78726638,0.01930244,0.15360745,0.20385630,1.44102145
-4.31915958,10.55620256,0.88798589,8.57837269,0.01808564,0.14829130,0.19900531,1.36552380
-4.31315658,10.22487304,0.83049202,8.35547392,0.01706831,0.14279474,0.19366928,1.29170632
-4.30715358,9.88298821,0.77475619,8.11953405,0.01624464,0.13714601,0.18788966,1.21971204
