energy_ev,total_up,Li_s_up,N_s_up,N_p_up,Os_p_up,Os_d_up,S_s_up,S_p_up
-5.50175088,5.06817694,0.18640106,0.02289710,0.51979042,0.98233800,1.85844451,0.03079759,2.62800919
-5.49574787,5.10795021,0.18578436,0.02188636,0.52250508,0.98981117,1.88007570,0.03092560,2.64784702
-5.48974487,5.12462761,0.18467776,0.02086179,0.52212083,0.99322099,1.89322730,0.03089828,2.65616960
-5.48374187,5.11796196,0.18303896,0.01983662,0.51864384,0.99248269,1.89773298,0.03072354,2.65285467
-5.47773887,5.08810766,0.18083866,0.01882486,0.51214293,0.98757648,1.89357077,0.03041309,2.63796993
-5.47173587,5.03562368,0.17806155,0.01784096,0.50274724,0.97854937,1.88086694,0.02998216,2.61177527
-5.46573287,4.96146599,0.17470698,0.01689966,0.49064207,0.96551535,1.85989620,0.02944915,2.57472026
-5.45972986,4.86696945,0.17078914,0.01601564,0.47606302,0.94865391,1.83107782,0.02883514,2.52743683
-5.45372686,4.75381953,0.16633678,0.01520328,0.45928882,0.92820698,1.79496800,0.02816331,2.47072728
-5.44772386,4.62401491,0.16139251,0.01447644,0.44063303,0.90447425,1.75224839,0.02745826,2.40554799
-5.44172086,4.47982170,0.15601163,0.01384812,0.42043491,0.87780706,1.70371130,0.02674531,2.33298921
-5.43571786,4.32372101,0.15026057,0.01333030,0.39904996,0.84860095,1.65024178,0.02604971,2.25425155
-5.42971486,4.15835127,0.14421505,0.01293365,0.37684034,0.81728708,1.59279740,0.02539592,2.17061980
-5.42371186,3.98644718,0.13795784,0.01266731,0.35416552,0.78432280,1.53238607,0.02480676,2.08343497
-5.41770885,3.81077706,0.13157644,0.01253871,0.33137356,0.75018165,1.47004271,0.02430277,1.99406514
-5.41170585,3.63408061,0.12516056,0.01255338,0.30879315,0.71534298,1.40680558,0.02390146,1.90387620
-5.40570285,3.45900874,0.11879965,0.01271479,0.28672676,0.68028161,1.34369276,0.02361679,1.81420310
-5.39969985,3.28806721,0.11258046,0.01302419,0.26544500,0.64545777,1.28167963,0.02345863,1.72632247
-5.39369685,3.12356569,0.10658470,0.01348057,0.24518219,0.61130762,1.22167802,0.02343242,1.64142732
-5.38769385,2.96757335,0.10088706,0.01408059,0.22613344,0.57823454,1.16451744,0.02353894,1.56060440
-5.38169085,2.82188211,0.09555336,0.01481855,0.20845294,0.54660161,1.11092903,0.02377420,1.48481474
-5.37568784,2.68797830,0.09063916,0.01568643,0.19225364,0.51672516,1.06153256,0.02412956,1.41487775
-5.36968484,2.56702301,0.08618864,0.01667399,0.17760799,0.48886990,1.01682666,0.02459193,1.35145921
-5.36368184,2.45984143,0.08223399,0.01776889,0.16454988,0.46324539,0.97718258,0.02514412,1.29506320
-5.35767884,2.36692090,0.07879505,0.01895687,0.15307729,0.44000407,0.94284131,0.02576542,1.24602803
-5.35167584,2.28841727,0.07587942,0.02022198,0.14315582,0.41924084,0.91391414,0.02643221,1.20452604
-5.34567284,2.22416896,0.07348285,0.02154680,0.13472263,0.40099405,0.89038642,0.02711872,1.17056717
-5.33966983,2.17371786,0.07159003,0.02291279,0.12769076,0.38524786,0.87212416,0.02779789,1.14400588
-5.33366683,2.13633605,0.07017552,0.02430056,0.12195365,0.37193582,0.85888322,0.02844220,1.12455117
-5.32766383,2.11105732,0.06920500,0.02569023,0.11738968,0.36094551,0.85032065,0.02902466,1.11177927
-5.32166083,2.09671244,0.06863664,0.02706177,0.11386660,0.35212407,0.84600778,0.02951962,1.10514851
-5.31565783,2.09196683,0.06842256,0.02839531,0.11124573,0.34528442,0.84544452,0.02990366,1.10401613
-5.30965483,2.09535984,0.06851043,0.02967155,0.10938586,0.34021195,0.84807450,0.03015633,1.10765629
-5.30365183,2.10534447,0.06884506,0.03087199,0.10814682,0.33667156,0.85330067,0.03026077,1.11527911
-5.29764882,2.12032662,0.06936991,0.03197931,0.10739260,0.33441476,0.86050082,0.03020426,1.12605026
-5.29164582,2.13870309,0.07002868,0.03297763,0.10699400,0.33318682,0.86904277,0.02997854,1.13911056
-5.28564282,2.15889766,0.07076673,0.03385274,0.10683099,0.33273362,0.87829887,0.02958000,1.15359554
-5.27963982,2.17939457,0.07153247,0.03459236,0.10679443,0.33280823,0.88765960,0.02900965,1.16865427
-5.27363682,2.19876903,0.07227857,0.03518633,0.10678760,0.33317699,0.89654593,0.02827303,1.18346744
-5.26763382,2.21571422,0.07296310,0.03562675,0.10672721,0.33362507,0.90442036,0.02737982,1.19726414
-5.26163082,2.22906454,0.07355050,0.03590817,0.10654409,0.33396129,0.91079643,0.02634342,1.20933723
-5.25562781,2.23781475,0.07401231,0.03602764,0.10618356,0.33402224,0.91524666,0.02518039,1.21905688
-5.24962481,2.24113496,0.07432786,0.03598479,0.10560553,0.33367557,0.91740869,0.02390978,1.22588210
-5.24362181,2.23838099,0.07448461,0.03578185,0.10478426,0.33282233,0.91698979,0.02255240,1.22936991
-5.23761881,2.22910037,0.07447838,0.03542364,0.10370792,0.33139844,0.91376953,0.02113014,1.22918209
-5.23161581,2.21303358,0.07431326,0.03491749,0.10237789,0.32937509,0.90760069,0.01966522,1.22508913
-5.22561281,2.19011078,0.07400131,0.03427312,0.10080783,0.32675826,0.89840849,0.01817956,1.21697146
-5.21960980,2.16044413,0.07356203,0.03350246,0.09902256,0.32358710,0.88618812,0.01669408,1.20481780
-5.21360680,2.12431581,0.07302154,0.03261944,0.09705672,0.31993151,0.87100085,0.01522828,1.18872066
-5.20760380,2.08216221,0.07241150,0.03163965,0.09495333,0.31588875,0.85296863,0.01379972,1.16886926
-5.20160080,2.03455483,0.07176789,0.03058006,0.09276213,0.31157928,0.83226766,0.01242380,1.14553998
-5.19559780,1.98217825,0.07112946,0.02945857,0.09053792,0.30714204,0.80912086,0.01111344,1.11908475
-5.18959480,1.92580627,0.07053620,0.02829359,0.08833874,0.30272924,0.78378979,0.00987909,1.08991775
-5.18359180,1.86627670,0.07002759,0.02710361,0.08622412,0.29850089,0.75656604,0.00872867,1.05850109
-5.17758879,1.80446597,0.06964087,0.02590668,0.08425341,0.29461943,0.72776253,0.00766766,1.02532980
-5.17158579,1.74126429,0.06940941,0.02471995,0.08248415,0.29124447,0.69770494,0.00669931,0.99091691
-5.16558279,1.67755247,0.06936115,0.02355924,0.08097072,0.28852816,0.66672361,0.00582483,0.95577919
-5.15957979,1.61418101,0.06951724,0.02243858,0.07976316,0.28661116,0.63514605,0.00504368,0.92042396
-5.15357679,1.55195242,0.06989100,0.02136990,0.07890634,0.28561965,0.60329029,0.00435386,0.88533762
-5.14757379,1.49160723,0.07048724,0.02036274,0.07843943,0.28566333,0.57145936,0.00375222,0.85097630
-5.14157079,1.43381397,0.07130189,0.01942403,0.07839576,0.28683461,0.53993675,0.00323475,0.81775870
-5.13556778,1.37916361,0.07232212,0.01855801,0.07880304,0.28920905,0.50898312,0.00279691,0.78606153
-5.12956478,1.32816789,0.07352688,0.01776622,0.07968390,0.29284691,0.47883415,0.00243387,0.75621733
-5.12356178,1.28126176,0.07488786,0.01704764,0.08105672,0.29779567,0.44969935,0.00214074,0.72851463
-5.11755878,1.23880893,0.07637084,0.01639882,0.08293674,0.30409347,0.42176200,0.00191278,0.70320015
-5.11155578,1.20111011,0.07793731,0.01581423,0.08533728,0.31177295,0.39517971,0.00174556,0.68048266
-5.10555278,1.16841294,0.07954644,0.01528659,0.08827099,0.32086540,0.37008570,0.00163510,0.66053788
-5.09954977,1.14092268,0.08115711,0.01480728,0.09175106,0.33140463,0.34659047,0.00157790,0.64351413
-5.09354677,1.11881267,0.08273002,0.01436679,0.09579220,0.34343040,0.32478368,0.00157103,0.62953784
-5.08754377,1.10223348,0.08422972,0.01395519,0.10041136,0.35699080,0.30473606,0.00161209,0.61871866
-5.08154077,1.09132008,0.08562645,0.01356255,0.10562801,0.37214352,0.28650124,0.00169923,0.61115344
-5.07553777,1.08619612,0.08689768,0.01317942,0.11146396,0.38895541,0.27011723,0.00183104,0.60692874
-5.06953477,1.08697480,0.08802930,0.01279716,0.11794262,0.40750057,0.25560766,0.00200650,0.60612157
-5.06353177,1.09375622,0.08901630,0.01240827,0.12508773,0.42785645,0.24298246,0.00222486,0.60879818
-5.05752876,1.10662100,0.08986298,0.01200664,0.13292156,0.45009843,0.23223823,0.00248553,0.61501080
-5.05152576,1.12562049,0.09058264,0.01158770,0.14146260,0.47429270,0.22335810,0.00278794,0.62479257
-5.04552276,1.15076415,0.09119669,0.01114852,0.15072290,0.50048805,0.21631130,0.00313139,0.63815080
-5.03951976,1.18200487,0.09173336,0.01068783,0.16070522,0.52870671,0.21105239,0.00351493,0.65505917
-5.03351676,1.21922305,0.09222596,0.01020587,0.17139997,0.55893501,0.20752047,0.00393724,0.67544912
-5.02751376,1.26221080,0.09271079,0.00970437,0.18278241,0.59111415,0.20563822,0.00439645,0.69920137
-5.02151076,1.31065726,0.09322485,0.00918626,0.19481003,0.62513195,0.20531119,0.00489011,0.72613793
-5.01550775,1.36413627,0.09380347,0.00865551,0.20742046,0.66081601,0.20642725,0.00541504,0.75601541
-5.00950475,1.42209759,0.09447799,0.00811684,0.22053005,0.69792885,0.20885657,0.00596728,0.78852029
-5.00350175,1.48386262,0.09527350,0.00757549,0.23403320,0.73616563,0.21245193,0.00654209,0.82326655
-4.99749875,1.54862524,0.09620699,0.00703695,0.24780269,0.77515460,0.21704978,0.00713390,0.85979625
-4.99149575,1.61545855,0.09728578,0.00650675,0.26169093,0.81446072,0.22247184,0.00773637,0.89758321
-4.98549275,1.68332742,0.09850647,0.00599020,0.27553224,0.85359234,0.22852744,0.00834247,0.93604006
-4.97948974,1.75110690,0.09985444,0.00549227,0.28914606,0.89201100,0.23501642,0.00894456,0.97452842
-4.97348674,1.81760592,0.10130382,0.00501747,0.30234111,0.92914388,0.24173269,0.00953450,1.01237218
-4.96748374,1.88159563,0.10281810,0.00456969,0.31492015,0.96439863,0.24846826,0.01010389,1.04887324
-4.96148074,1.94184121,0.10435129,0.00415222,0.32668539,0.99717995,0.25501762,0.01064417,1.08332940
-4.95547774,1.99713600,0.10584950,0.00376775,0.33744417,1.02690728,0.26118240,0.01114691,1.11505349
-4.94947474,2.04633653,0.10725298,0.00341835,0.34701477,1.05303280,0.26677601,0.01160394,1.14339308
-4.94347174,2.08839687,0.10849844,0.00310559,0.35523200,1.07505902,0.27162822,0.01200768,1.16774999
-4.93746873,2.12240105,0.10952160,0.00283056,0.36195243,1.09255522,0.27558940,0.01235125,1.18759867
-4.93146573,2.14759195,0.11025981,0.00259405,0.36705904,1.10517195,0.27853432,0.01262876,1.20250270
-4.92546273,2.16339553,0.11065461,0.00239658,0.37046496,1.11265309,0.28036529,0.01283544,1.21212877
-4.91945973,2.16943939,0.11065417,0.00223854,0.37211634,1.11484486,0.28101455,0.01296784,1.21625748
-4.91345673,2.16556485,0.11021542,0.00212029,0.37199411,1.11170149,0.28044585,0.01302389,1.21479048
-4.90745373,2.15183218,0.10930584,0.00204220,0.37011459,1.10328732,0.27865500,0.01300303,1.20775381
-4.90145073,2.12851872,0.10790485,0.00200478,0.36652905,1.08977527,0.27566960,0.01290622,1.19529707
-4.89544772,2.09611011,0.10600464,0.00200864,0.36132208,1.07144187,0.27154773,0.01273590,1.17768878
-4.88944472,2.05528509,0.10361055,0.00205454,0.35460908,1.04865901,0.26637577,0.01249598,1.15530784
-4.88344172,2.00689447,0.10074093,0.00214336,0.34653279,1.02188289,0.26026546,0.01219167,1.12863174
-4.87743872,1.95193534,0.09742646,0.00227608,0.33725920,0.99164054,0.25335019,0.01182937,1.09822177
-4.87143572,1.89152139,0.09370911,0.00245367,0.32697280,0.95851465,0.24578081,0.01141644,1.06470602
-4.86543272,1.82685063,0.08964062,0.00267700,0.31587168,0.92312710,0.23772092,0.01096103,1.02876074
-4.85942971,1.75917178,0.08528074,0.00294677,0.30416225,0.88612199,0.22934210,0.01047183,0.99109076
-4.85342671,1.68975033,0.08069522,0.00326332,0.29205417,0.84814865,0.22081888,0.00995777,0.95240971
-4.84742371,1.61983565,0.07595369,0.00362656,0.27975537,0.80984527,0.21232395,0.00942786,0.91342073
-4.84142071,1.55063001,0.07112748,0.00403579,0.26746741,0.77182362,0.20402357,0.00889088,0.87479830
-4.83541771,1.48326055,0.06628755,0.00448959,0.25538129,0.73465531,0.19607338,0.00835516,0.83717173
-4.82941471,1.41875487,0.06150244,0.00498574,0.24367383,0.69885988,0.18861477,0.00782843,0.80111083
-4.82341171,1.35802074,0.05683656,0.00552106,0.23250459,0.66489505,0.18177175,0.00731760,0.76711405
-4.81740870,1.30183045,0.05234867,0.00609143,0.22201347,0.63314923,0.17564867,0.00682865,0.73559945
-4.81140570,1.25080985,0.04809060,0.00669170,0.21231893,0.60393635,0.17032850,0.00636654,0.70689856
-4.80540270,1.20543214,0.04410638,0.00731574,0.20351681,0.57749301,0.16587190,0.00593516,0.68125315
-4.79939970,1.16601622,0.04043159,0.00795647,0.19567980,0.55397792,0.16231704,0.00553729,0.65881490
-4.79339670,1.13272936,0.03709315,0.00860596,0.18885747,0.53347333,0.15968004,0.00517467,0.63964767
-4.78739370,1.10559361,0.03410922,0.00925559,0.18307670,0.51598839,0.15795600,0.00484807,0.62373228
-4.78139070,1.08449570,0.03148953,0.00989617,0.17834263,0.50146407,0.15712060,0.00455730,0.61097329
-4.77538769,1.06919953,0.02923582,0.01051818,0.17464000,0.48977953,0.15713212,0.00430141,0.60120748
-4.76938469,1.05936091,0.02734251,0.01111203,0.17193466,0.48075943,0.15793377,0.00407878,0.59421367
-4.76338169,1.05454379,0.02579747,0.01166822,0.17017550,0.47418222,0.15945622,0.00388727,0.58972331
-4.75737869,1.05423736,0.02458293,0.01217770,0.16929641,0.46978874,0.16162034,0.00372435,0.58743155
-4.75137569,1.05787359,0.02367640,0.01263205,0.16921842,0.46729127,0.16433987,0.00358722,0.58700839
-4.74537269,1.06484453,0.02305164,0.01302375,0.16985198,0.46638248,0.16752407,0.00347298,0.58810940
-4.73936968,1.07451907,0.02267962,0.01334640,0.17109919,0.46674430,0.17108026,0.00337872,0.59038592
-4.73336668,1.08625883,0.02252945,0.01359493,0.17285611,0.46805633,0.17491614,0.00330159,0.59349433
-4.72736368,1.09943275,0.02256922,0.01376571,0.17501502,0.47000386,0.17894195,0.00323892,0.59710432
-4.72136068,1.11343046,0.02276688,0.01385669,0.17746665,0.47228523,0.18307228,0.00318825,0.60090597
-4.71535768,1.12767414,0.02309091,0.01386747,0.18010235,0.47461846,0.18722780,0.00314734,0.60461566
-4.70935468,1.14162897,0.02351105,0.01379927,0.18281624,0.47674714,0.19133658,0.00311424,0.60798081
-4.70335168,1.15481207,0.02399885,0.01365494,0.18550719,0.47844559,0.19533532,0.00308727,0.61078349
-4.69734867,1.16680025,0.02452818,0.01343883,0.18808082,0.47952309,0.19917034,0.00306499,0.61284312
-4.69134567,1.17723638,0.02507570,0.01315670,0.19045122,0.47982737,0.20279838,0.00304619,0.61401817
-4.68534267,1.18583466,0.02562115,0.01281552,0.19254274,0.47924727,0.20618727,0.00302987,0.61420736
-4.67933967,1.19238485,0.02614766,0.01242331,0.19429148,0.47771456,0.20931651,0.00301522,0.61335009
-4.67333667,1.19675549,0.02664191,0.01198885,0.19564665,0.47520502,0.21217768,0.00300158,0.61142655
-4.66733367,1.19889612,0.02709428,0.01152152,0.19657174,0.47173873,0.21477477,0.00298841,0.60845752
-4.66133067,1.19883853,0.02749880,0.01103099,0.19704545,0.46737957,0.21712439,0.00297533,0.60450382
-4.65532766,1.19669702,0.02785318,0.01052701,0.19706236,0.46223404,0.21925586,0.00296203,0.59966557
-4.64932466,1.19266751,0.02815862,0.01001911,0.19663327,0.45644933,0.22121112,0.00294833,0.59408123
-4.64332166,1.18702549,0.02841963,0.00951643,0.19578529,0.45021067,0.22304447,0.00293420,0.58792630
-4.63731866,1.18012260,0.02864373,0.00902745,0.19456151,0.44373802,0.22482222,0.00291971,0.58141173
-4.63131566,1.17238188,0.02884117,0.00855984,0.19302044,0.43728214,0.22662196,0.00290511,0.57478183
-4.62531266,1.16429153,0.02902447,0.00812027,0.19123491,0.43111994,0.22853172,0.00289085,0.56831165
-4.61930965,1.15639712,0.02920803,0.00771428,0.18929078,0.42554935,0.23064892,0.00287756,0.56230371
-4.61330665,1.14929234,0.02940765,0.00734616,0.18728524,0.42088363,0.23307902,0.00286613,0.55708399
-4.60730365,1.14360831,0.02964003,0.00701892,0.18532476,0.41744517,0.23593401,0.00285766,0.55299711
-4.60130065,1.14000149,0.02992230,0.00673425,0.18352280,0.41555897,0.23933078,0.00285354,0.55040067
-4.59529765,1.13914056,0.03027153,0.00649251,0.18199729,0.41554567,0.24338925,0.00285538,0.54965874
-4.58929465,1.14169223,0.03070421,0.00629278,0.18086789,0.41771455,0.24823049,0.00286506,0.55113454
-4.58329165,1.14830646,0.03123583,0.00613296,0.18025311,0.42235619,0.25397471,0.00288464,0.55518240
-4.57728864,1.15960126,0.03188045,0.00600986,0.18026739,0.42973527,0.26073923,0.00291637,0.56213912
-4.57128564,1.17614734,0.03265029,0.00591933,0.18101816,0.44008341,0.26863643,0.00296265,0.57231490
-4.56528264,1.19845306,0.03355540,0.00585646,0.18260296,0.45359225,0.27777171,0.00302589,0.58598399
-4.55927964,1.22694980,0.03460331,0.00581576,0.18510662,0.47040697,0.28824141,0.00310852,0.60337535
-4.55327664,1.26197817,0.03579877,0.00579133,0.18859873,0.49062024,0.30013069,0.00321285,0.62466359
-4.54727364,1.30377536,0.03714348,0.00577710,0.19313118,0.51426693,0.31351144,0.00334099,0.64996033
-4.54127064,1.35246370,0.03863593,0.00576700,0.19873615,0.54131964,0.32844003,0.00349478,0.67930648
-4.53526763,1.40804100,0.04027121,0.00575523,0.20542429,0.57168522,0.34495499,0.00367561,0.71266546
-4.52926463,1.47037265,0.04204089,0.00573638,0.21318337,0.60520246,0.36307467,0.00388443,0.74991796
-4.52326163,1.53918587,0.04393297,0.00570561,0.22197732,0.64164111,0.38279473,0.00412156,0.79085818
-4.51725863,1.61406636,0.04593190,0.00565885,0.23174573,0.68070229,0.40408559,0.00438666,0.83519205
-4.51125563,1.69445756,0.04801864,0.00559285,0.24240383,0.72202052,0.42688999,0.00467867,0.88253755
-4.50525263,1.77966285,0.05017086,0.00550527,0.25384307,0.76516729,0.45112062,0.00499572,0.93242722
-4.49924962,1.86885085,0.05236322,0.00539476,0.26593222,0.80965640,0.47665803,0.00533514,0.98431318
-4.49324662,1.96106404,0.05456779,0.00526094,0.27851900,0.85495086,0.50334908,0.00569344,1.03757443
