energy_ev,total_up,N_s_up,N_p_up,S_s_up,S_p_up,V_p_up,V_d_up,Zn_p_up,Zn_d_up
-5.77188594,1.71152565,0.00899962,0.21397901,0.07446158,0.65794260,0.89691248,0.34283866,0.05136188,0.19866613
-5.76588294,1.72267789,0.00844729,0.22740519,0.07647271,0.66296333,0.95185678,0.33672137,0.05162517,0.19293546
-5.75987994,1.73226515,0.00787382,0.24141473,0.07840199,0.66659420,1.00789298,0.32982229,0.05175363,0.18728238
-5.75387694,1.74031621,0.00728850,0.25603854,0.08023617,0.66877217,1.06486692,0.32222587,0.05173606,0.18169207
-5.74787394,1.74697829,0.00670029,0.27132439,0.08196454,0.66947685,1.12265954,0.31406534,0.05156558,0.17616247
-5.74187094,1.75250942,0.00611756,0.28733699,0.08357867,0.66872764,1.18118819,0.30552029,0.05123960,0.17070314
-5.73586793,1.75726565,0.00554801,0.30415725,0.08507196,0.66657927,1.24040556,0.29681237,0.05075962,0.16533338
-5.72986493,1.76168363,0.00499849,0.32188036,0.08643912,0.66311597,1.30029612,0.28819931,0.05013093,0.16007979
-5.72386193,1.76625944,0.00447496,0.34061292,0.08767552,0.65844452,1.36087009,0.27996740,0.04936212,0.15497347
-5.71785893,1.77152478,0.00398245,0.36046897,0.08877654,0.65268699,1.42215517,0.27242286,0.04846453,0.15004697
-5.71185593,1.77802153,0.00352513,0.38156496,0.08973699,0.64597338,1.48418628,0.26588217,0.04745161,0.14533130
-5.70585293,1.78627614,0.00310629,0.40401376,0.09055051,0.63843473,1.54699388,0.26066193,0.04633831,0.14085316
-5.69984992,1.79677485,0.00272851,0.42791792,0.09120917,0.63019734,1.61059117,0.25706834,0.04514043,0.13663260
-5.69384692,1.80994092,0.00239379,0.45336228,0.09170322,0.62137830,1.67496114,0.25538689,0.04387408,0.13268120
-5.68784392,1.82611506,0.00210365,0.48040612,0.09202103,0.61208269,1.74004373,0.25587225,0.04255512,0.12900099
-5.68184092,1.84553963,0.00185936,0.50907534,0.09214924,0.60240281,1.80572411,0.25873905,0.04119887,0.12558402
-5.67583792,1.86834752,0.00166210,0.53935476,0.09207315,0.59241936,1.87182260,0.26415345,0.03981975,0.12241277
-5.66983492,1.89455605,0.00151312,0.57118105,0.09177729,0.58220450,1.93808676,0.27222616,0.03843120,0.11946120
-5.66383192,1.92406611,0.00141400,0.60443656,0.09124620,0.57182686,2.00418643,0.28300679,0.03704563,0.11669642
-5.65782891,1.95666660,0.00136672,0.63894443,0.09046535,0.56135794,2.06971185,0.29648011,0.03567451,0.11408098
-5.65182591,1.99204405,0.00137392,0.67446548,0.08942215,0.55087972,2.13417550,0.31256418,0.03432862,0.11157535
-5.64582291,2.02979695,0.00143895,0.71069694,0.08810699,0.54049290,2.19701761,0.33111061,0.03301825,0.10914079
-5.63981991,2.06945449,0.00156604,0.74727355,0.08651425,0.53032537,2.25761556,0.35190722,0.03175357,0.10674210
-5.63381691,2.11049885,0.00176038,0.78377116,0.08464327,0.52054045,2.31529698,0.37468290,0.03054499,0.10435030
-5.62781391,2.15239063,0.00202814,0.81971282,0.08249912,0.51134421,2.36935641,0.39911502,0.02940346,0.10194503
-5.62181091,2.19459639,0.00237649,0.85457762,0.08009317,0.50299171,2.41907509,0.42483910,0.02834081,0.09951648
-5.61580790,2.23661760,0.00281363,0.88781199,0.07744353,0.49579158,2.46374339,0.45146071,0.02737000,0.09706684
-5.60980490,2.27802009,0.00334864,0.91884326,0.07457514,0.49010881,2.50268525,0.47856940,0.02650531,0.09461113
-5.60380190,2.31846309,0.00399146,0.94709525,0.07151960,0.48636546,2.53528384,0.50575422,0.02576241,0.09217743
-5.59779890,2.35772695,0.00475266,0.97200523,0.06831485,0.48503932,2.56100764,0.53262044,0.02515841,0.08980645
-5.59179590,2.39573865,0.00564335,0.99304187,0.06500455,0.48666050,2.57943597,0.55880707,0.02471173,0.08755056
-5.58579290,2.43259414,0.00667489,1.00972328,0.06163726,0.49180607,2.59028295,0.58400425,0.02444195,0.08547224
-5.57978989,2.46857669,0.00785865,1.02163458,0.05826550,0.50109294,2.59341899,0.60797025,0.02436953,0.08364208
-5.57378689,2.50417035,0.00920576,1.02844426,0.05494476,0.51516932,2.58888872,0.63054693,0.02451552,0.08213649
-5.56778389,2.54006784,0.01072679,1.02991843,0.05173237,0.53470482,2.57692446,0.65167335,0.02490112,0.08103512
-5.56178089,2.57717200,0.01243145,1.02593238,0.04868646,0.56037976,2.55795449,0.67139646,0.02554736,0.08041814
-5.55577789,2.61659053,0.01432827,1.01647892,0.04586495,0.59287356,2.53260535,0.68987850,0.02647460,0.08036356
-5.54977489,2.65962329,0.01642429,1.00167292,0.04332458,0.63285287,2.50169776,0.70740041,0.02770214,0.08094457
-5.54377189,2.70774213,0.01872478,0.98175179,0.04112013,0.68095918,2.46623580,0.72436088,0.02924777,0.08222706
-5.53776888,2.76256303,0.02123294,0.95707184,0.03930370,0.73779624,2.42738949,0.74127074,0.03112737,0.08426740
-5.53176588,2.82581091,0.02394968,0.92810044,0.03792410,0.80391732,2.38647085,0.75874259,0.03335453,0.08711050
-5.52576288,2.89927736,0.02687339,0.89540446,0.03702639,0.87981218,2.34490406,0.77747579,0.03594014,0.09078821
-5.51975988,2.98477197,0.02999976,0.85963515,0.03665150,0.96589384,2.30419043,0.79823693,0.03889207,0.09531806
-5.51375688,3.08406831,0.03332164,0.82151025,0.03683580,1.06248505,2.26586917,0.82183644,0.04221478,0.10070241
-5.50775388,3.19884562,0.03682896,0.78179393,0.03761084,1.16980447,2.23147513,0.84910177,0.04590900,0.10692794
-5.50175088,3.33062763,0.04050868,0.74127532,0.03900291,1.28795264,2.20249495,0.88084813,0.04997140,0.11396552
-5.49574787,3.48072037,0.04434475,0.70074652,0.04103269,1.41689780,2.18032286,0.91784752,0.05439421,0.12177043
-5.48974487,3.65015057,0.04831816,0.66098088,0.04371473,1.55646200,2.16621779,0.96079729,0.05916494,0.13028288
-5.48374187,3.83960693,0.05240701,0.62271220,0.04705685,1.70630774,2.16126323,1.01028919,0.06426603,0.13942889
-5.47773887,4.04938635,0.05658662,0.58661583,0.05105956,1.86592575,2.16633115,1.06678022,0.06967458,0.14912141
-5.47173587,4.27934723,0.06082969,0.55329193,0.05571526,2.03462473,2.18205137,1.13056632,0.07536214,0.15926173
-5.46573287,4.52887226,0.06510649,0.52325159,0.06100754,2.21152352,2.20878752,1.20176013,0.08129453,0.16974110
-5.45972986,4.79684255,0.06938513,0.49690614,0.06691040,2.39554699,2.24662044,1.28027377,0.08743182,0.18044263
-5.45372686,5.08162514,0.07363185,0.47455967,0.07338763,2.58542617,2.29533977,1.36580754,0.09372847,0.19124332
-5.44772386,5.38107538,0.07781141,0.45640507,0.08039223,2.77970370,2.35444416,1.45784534,0.10013359,0.20201627
-5.44172086,5.69255528,0.08188746,0.44252332,0.08786615,2.97674519,2.42315015,1.55565719,0.10659144,0.21263307
-5.43571786,6.01296858,0.08582309,0.43288607,0.09574020,3.17475707,2.50040974,1.65830922,0.11304214,0.22296621
-5.42971486,6.33881239,0.08958136,0.42736109,0.10393437,3.37181120,2.58493595,1.76468098,0.11942265,0.23289160
-5.42371186,6.66624486,0.09312587,0.42572036,0.11235854,3.56587616,2.67523594,1.87348989,0.12566791,0.24229108
-5.41770885,6.99116751,0.09642145,0.42765046,0.12091364,3.75485484,2.76965033,1.98332204,0.13171229,0.25105484
-5.41170585,7.30932008,0.09943482,0.43276478,0.12949319,3.93662751,2.86639782,2.09266863,0.13749108,0.25908377
-5.40570285,7.61638531,0.10213530,0.44061716,0.13798531,4.10909925,2.96362336,2.19996676,0.14294227,0.26629160
-5.39969985,7.90810017,0.10449550,0.45071652,0.14627519,4.27025027,3.05944850,2.30364319,0.14800826,0.27260680
-5.39369685,8.18037001,0.10649197,0.46254208,0.15424778,4.41818734,3.15202204,2.40215964,0.15263764,0.27797418
-5.38769385,8.42938134,0.10810579,0.47555874,0.16179084,4.55119434,3.23956942,2.49405786,0.15678685,0.28235612
-5.38169085,8.65170922,0.10932309,0.48923216,0.16879805,4.66778003,3.32043907,2.57800287,0.16042168,0.28573339
-5.37568784,8.84441512,0.11013545,0.50304326,0.17517218,4.76672094,3.39314422,2.65282266,0.16351856,0.28810553
-5.36968484,9.00513148,0.11054015,0.51650165,0.18082813,4.84709749,3.45639880,2.71754300,0.16606547,0.28949079
-5.36368184,9.13212951,0.11054032,0.52915785,0.18569570,4.90832186,3.50914627,2.77141582,0.16806249,0.28992553
-5.35767884,9.22436772,0.11014482,0.54061384,0.18972204,4.95015610,3.55058060,2.81394030,0.16952203,0.28946328
-5.35167584,9.28151917,0.10936812,0.55053177,0.19287346,4.97271986,3.58015884,2.84487578,0.17046844,0.28817326
-5.34567284,9.30397634,0.10822987,0.55864066,0.19513679,4.97648708,3.59760515,2.86424610,0.17093739,0.28613863
-5.33966983,9.29283358,0.10675442,0.56474094,0.19651992,4.96227181,3.60290647,2.87233527,0.17097467,0.28345432
-5.33366683,9.24984778,0.10497018,0.56870663,0.19705168,4.93120367,3.59630024,2.86967472,0.17063472,0.28022463
-5.32766383,9.17737895,0.10290885,0.57048540,0.19678101,4.88469381,3.57825504,2.85702278,0.16997879,0.27656071
-5.32166083,9.07831295,0.10060467,0.57009620,0.19577531,4.82439273,3.54944513,2.83533708,0.16907285,0.27257779
-5.31565783,8.95596935,0.09809351,0.56762496,0.19411823,4.75214152,3.51072001,2.80574123,0.16798538,0.26839250
-5.30965483,8.81399785,0.09541205,0.56321820,0.19190684,4.66991831,3.46307035,2.76948682,0.16678509,0.26412013
-5.30365183,8.65626709,0.09259690,0.55707503,0.18924831,4.57978189,3.40759165,2.72791241,0.16553855,0.25987198
-5.29764882,8.48674958,0.08968385,0.54943767,0.18625635,4.48381444,3.34544694,2.68240079,0.16430810,0.25575292
-5.29164582,8.30940678,0.08670706,0.54058096,0.18304738,4.38406520,3.27782981,2.63433622,0.16314976,0.25185907
-5.28564282,8.12807812,0.08369853,0.53080116,0.17973670,4.28249707,3.20592900,2.58506296,0.16211151,0.24827574
-5.27963982,7.94637747,0.08068747,0.52040448,0.17643485,4.18093756,3.13089555,2.53584653,0.16123184,0.24507571
-5.27363682,7.76760010,0.07769989,0.50969568,0.17324416,4.08103571,3.05381340,2.48783899,0.16053864,0.24231771
-5.26763382,7.59464318,0.07475830,0.49896731,0.17025576,3.98422602,2.97567433,2.44204914,0.16004847,0.24004534
-5.26163082,7.42994164,0.07188153,0.48848976,0.16754707,3.89170040,2.89735749,2.39931869,0.15976628,0.23828632
-5.25562781,7.27542141,0.06908457,0.47850258,0.16517991,3.80438875,2.81961426,2.36030488,0.15968547,0.23705210
-5.24962481,7.13247085,0.06637864,0.46920742,0.16319929,3.72294852,2.74305830,2.32546999,0.15978833,0.23633796
-5.24362181,7.00193091,0.06377131,0.46076262,0.16163276,3.64776327,2.66816107,2.29507790,0.16004694,0.23612340
-5.23761881,6.88410373,0.06126667,0.45327978,0.16049060,3.57895013,2.59525251,2.26919749,0.16042429,0.23637308
-5.23161581,6.77877883,0.05886566,0.44682228,0.15976650,3.51637535,2.52452668,2.24771262,0.16087574,0.23703804
-5.22561281,6.68527531,0.05656638,0.44140571,0.15943886,3.45967748,2.45605180,2.23033789,0.16135072,0.23805736
-5.21960980,6.60249806,0.05436456,0.43700020,0.15947256,3.40829681,2.38978418,2.21663952,0.16179454,0.23936012
-5.21360680,6.52900528,0.05225399,0.43353428,0.15982112,3.36150998,2.32558526,2.20606022,0.16215043,0.24086765
-5.20760380,6.46308427,0.05022700,0.43090024,0.16042908,3.31846814,2.26324098,2.19794693,0.16236143,0.24249598
-5.20160080,6.40283221,0.04827502,0.42896049,0.16123456,3.27823715,2.20248244,2.19158010,0.16237241,0.24415834
-5.19559780,6.34623839,0.04638902,0.42755462,0.16217178,3.23983816,2.14300713,2.18620328,0.16213188,0.24576773
-5.18959480,6.29126441,0.04456007,0.42650691,0.16317350,3.20228679,2.08449960,2.18105180,0.16159365,0.24723941
-5.18359180,6.23591918,0.04277974,0.42563374,0.16417322,3.16462951,2.02665068,2.17537923,0.16071827,0.24849308
-5.17758879,6.17832566,0.04104053,0.42475072,0.16510720,3.12597579,1.96917458,2.16848078,0.15947413,0.24945497
-5.17158579,6.11677710,0.03933625,0.42367917,0.16591598,3.08552479,1.91182304,2.15971265,0.15783834,0.25005934
-5.16558279,6.04978096,0.03766223,0.42225175,0.16654561,3.04258598,1.85439602,2.14850701,0.15579716,0.25024978
-5.15957979,5.97608959,0.03601557,0.42031702,0.16694852,2.99659305,1.79674881,2.13438213,0.15334615,0.24997988
-5.15357679,5.89471742,0.03439521,0.41774294,0.16708391,2.94711110,1.73879516,2.11694781,0.15049000,0.24921355
-5.14757379,5.80494531,0.03280197,0.41441917,0.16691791,2.89383748,1.68050681,2.09590634,0.14724195,0.24792490
-5.14157079,5.70631326,0.03123848,0.41025827,0.16642338,2.83659683,1.62190969,2.07104957,0.14362312,0.24609768
-5.13556778,5.59860352,0.02970904,0.40519602,0.16557960,2.77533134,1.56307722,2.04225275,0.13966146,0.24372447
-5.12956478,5.48181621,0.02821945,0.39919074,0.16437168,2.71008730,1.50412146,2.00946611,0.13539064,0.24080565
-5.12356178,5.35614019,0.02677672,0.39222213,0.16279007,2.64099942,1.44518292,1.97270505,0.13084887,0.23734819
-5.11755878,5.22192172,0.02538886,0.38428953,0.16082996,2.56827392,1.38641972,1.93203984,0.12607765,0.23336453
-5.11155578,5.07963338,0.02406453,0.37541003,0.15849079,2.49217199,1.32799692,1.88758572,0.12112057,0.22887142
-5.10555278,4.92984535,0.02281281,0.36561642,0.15577594,2.41299441,1.27007689,1.83949412,0.11602223,0.22388896
-5.09954977,4.77320078,0.02164290,0.35495521,0.15269242,2.33106841,1.21281106,1.78794547,0.11082727,0.21843988
-5.09354677,4.61039627,0.02056389,0.34348487,0.14925081,2.24673722,1.15633373,1.73314391,0.10557952,0.21254904
-5.08754377,4.44216808,0.01958454,0.33127420,0.14546531,2.16035261,1.10075807,1.67531403,0.10032142,0.20624314
-5.08154077,4.26928367,0.01871317,0.31840104,0.14135387,2.07227043,1.04617447,1.61469944,0.09509349,0.19955071
-5.07553777,4.09253836,0.01795746,0.30495114,0.13693839,1.98284884,0.99265109,1.55156291,0.08993400,0.19250229
-5.06953477,3.91275551,0.01732442,0.29101721,0.13224490,1.89244868,0.94023637,1.48618755,0.08487882,0.18513074
-5.06353177,3.73078932,0.01682035,0.27669812,0.12730373,1.80143529,0.88896305,1.41887852,0.07996130,0.17747159
-5.05752876,3.54752843,0.01645076,0.26209815,0.12214961,1.71018110,0.83885340,1.34996474,0.07521223,0.16956339
-5.05152576,3.36389888,0.01622042,0.24732608,0.11682153,1.61906811,0.78992484,1.27979990,0.07065991,0.16144800
-5.04552276,3.18086516,0.01613331,0.23249437,0.11136251,1.52848962,0.74219571,1.20876243,0.06633009,0.15317066
-5.03951976,2.99942829,0.01619267,0.21771804,0.10581916,1.43885061,0.69569052,1.13725403,0.06224608,0.14477997
-5.03351676,2.82062011,0.01640097,0.20311344,0.10024108,1.35056645,0.65044432,1.06569653,0.05842862,0.13632753
-5.02751376,2.64549369,0.01675989,0.18879689,0.09467998,1.26405967,0.60650595,0.99452710,0.05489590,0.12786743
-5.02151076,2.47510984,0.01727032,0.17488313,0.08918879,1.17975482,0.56393979,0.92419182,0.05166342,0.11945543
-5.01550775,2.31052040,0.01793232,0.16148370,0.08382055,1.09807173,0.52282624,0.85513806,0.04874389,0.11114805
-5.00950475,2.15274905,0.01874507,0.14870531,0.07862733,1.01941743,0.48326066,0.78780583,0.04614705,0.10300139
-5.00350175,2.00277073,0.01970686,0.13664822,0.07365909,0.94417743,0.44535113,0.72261874,0.04387957,0.09506999
-4.99749875,1.86149093,0.02081503,0.12540475,0.06896260,0.87270669,0.40921522,0.65997499,0.04194490,0.08740554
-4.99149575,1.72972600,0.02206594,0.11505794,0.06458048,0.80532121,0.37497599,0.60023891,0.04034318,0.08005572
-4.98549275,1.60818565,0.02345500,0.10568044,0.06055040,0.74229055,0.34275767,0.54373348,0.03907126,0.07306312
-4.97948974,1.49745853,0.02497659,0.09733365,0.05690437,0.68383195,0.31268122,0.49073427,0.03812269,0.06646435
-4.97348674,1.39800163,0.02662417,0.09006717,0.05366835,0.63010636,0.28486012,0.44146506,0.03748781,0.06028925
-4.96748374,1.31013402,0.02839022,0.08391845,0.05086195,0.58121667,0.25939667,0.39609525,0.03715399,0.05456052
-4.96148074,1.23403485,0.03026636,0.07891280,0.04849841,0.53720827,0.23637898,0.35473929,0.03710577,0.04929337
-4.95547774,1.16974578,0.03224335,0.07506355,0.04658473,0.49807178,0.21587882,0.31745789,0.03732521,0.04449565
-4.94947474,1.11717723,0.03431116,0.07237243,0.04512196,0.46374792,0.19795031,0.28426096,0.03779218,0.04016802
-4.94347174,1.07611812,0.03645902,0.07083019,0.04410565,0.43413415,0.18262963,0.25511201,0.03848468,0.03630444
-4.93746873,1.04624833,0.03867550,0.07041721,0.04352637,0.40909272,0.16993554,0.22993379,0.03937924,0.03289278
-4.93146573,1.02715319,0.04094851,0.07110436,0.04337033,0.38845968,0.15987072,0.20861468,0.04045117,0.02991561
-4.92546273,1.01833945,0.04326541,0.07285377,0.04362005,0.37205456,0.15242376,0.19101574,0.04167495,0.02735102
-4.91945973,1.01925193,0.04561303,0.07561985,0.04425501,0.35969004,0.14757167,0.17697783,0.04302449,0.02517353
-4.91345673,1.02929050,0.04797774,0.07935019,0.04525235,0.35118152,0.14528280,0.16632870,0.04447343,0.02335501
-4.90745373,1.04782689,0.05034558,0.08398660,0.04658753,0.34635601,0.14551994,0.15888977,0.04599535,0.02186555
-4.90145073,1.07422113,0.05270242,0.08946630,0.04823498,0.34506028,0.14824351,0.15448226,0.04756407,0.02067430
-4.89544772,1.10783743,0.05503411,0.09572302,0.05016872,0.34716797,0.15341472,0.15293270,0.04915389,0.01975023
-4.88944472,1.14805947,0.05732682,0.10268841,0.05236302,0.35258558,0.16099854,0.15407768,0.05073983,0.01906282
-4.88344172,1.19430498,0.05956731,0.11029335,0.05479292,0.36125729,0.17096649,0.15776770,0.05229798,0.01858261
-4.87743872,1.24603976,0.06174343,0.11846952,0.05743487,0.37316863,0.18329904,0.16387017,0.05380579,0.01828172
-4.87143572,1.30279080,0.06384459,0.12715097,0.06026724,0.38834886,0.19798767,0.17227170,0.05524247,0.01813423
-4.86543272,1.36415866,0.06586230,0.13627575,0.06327092,0.40687230,0.21503651,0.18287947,0.05658942,0.01811644
-4.85942971,1.42982860,0.06779082,0.14578753,0.06642975,0.42885842,0.23446338,0.19562197,0.05783065,0.01820718
-4.85342671,1.49958015,0.06962774,0.15563718,0.06973102,0.45447072,0.25630042,0.21044896,0.05895329,0.01838784
-4.84742371,1.57329465,0.07137457,0.16578411,0.07316582,0.48391437,0.28059393,0.22733081,0.05994799,0.01864253
-4.84142071,1.65096006,0.07303723,0.17619748,0.07672933,0.51743246,0.30740363,0.24625721,0.06080940,0.01895801
-4.83541771,1.73267231,0.07462650,0.18685694,0.08042093,0.55530066,0.33680101,0.26723515,0.06153647,0.01932367
-4.82941471,1.81863252,0.07615817,0.19775306,0.08424418,0.59782028,0.36886686,0.29028630,0.06213274,0.01973142
-4.82341171,1.90913929,0.07765306,0.20888710,0.08820659,0.64530929,0.40368776,0.31544367,0.06260644,0.02017546
-4.81740870,2.00457545,0.07913679,0.22027028,0.09231916,0.69809137,0.44135149,0.34274744,0.06297040,0.02065211
-4.81140570,2.10538892,0.08063921,0.23192239,0.09659567,0.75648272,0.48194134,0.37224018,0.06324184,0.02115949
-4.80540270,2.21206728,0.08219362,0.24386971,0.10105174,0.82077664,0.52552919,0.40396109,0.06344189,0.02169723
-4.79939970,2.32510639,0.08383555,0.25614226,0.10570363,0.89122596,0.57216754,0.43793963,0.06359497,0.02226603
-4.79339670,2.44497333,0.08560142,0.26877056,0.11056678,0.96802351,0.62188039,0.47418830,0.06372784,0.02286733
-4.78739370,2.57206465,0.08752686,0.28178172,0.11565426,1.05128105,0.67465335,0.51269490,0.06386863,0.02350282
-4.78139070,2.70666118,0.08964487,0.29519534,0.12097493,1.14100725,0.73042314,0.55341434,0.06404563,0.02417400
-4.77538769,2.84888114,0.09198390,0.30901908,0.12653170,1.23708547,0.78906679,0.59626032,0.06428596,0.02488175
-4.76938469,2.99863349,0.09456583,0.32324428,0.13231969,1.33925236,0.85039123,0.64109707,0.06461427,0.02562590
-4.76338169,3.15557400,0.09740415,0.33784182,0.13832452,1.44707832,0.91412351,0.68773180,0.06505138,0.02640481
-4.75737869,3.31906646,0.10050217,0.35275844,0.14452086,1.55995119,0.97990253,0.73590801,0.06561306,0.02721507
-4.75137569,3.48815172,0.10385165,0.36791377,0.15087127,1.67706424,1.04727283,0.78530034,0.06630890,0.02805119
-4.74537269,3.66152695,0.10743172,0.38319831,0.15732537,1.79740997,1.11568100,0.83551143,0.06714142,0.02890547
-4.73936968,3.83753742,0.11120832,0.39847257,0.16381967,1.91978067,1.18447561,0.88607114,0.06810546,0.02976791
-4.73336668,4.01418272,0.11513409,0.41356753,0.17027779,2.04277677,1.25291079,0.93643871,0.06918781,0.03062625
-4.72736368,4.18913857,0.11914895,0.42828648,0.17661142,2.16482365,1.32015427,0.98600798,0.07036728,0.03146614
-4.72136068,4.35979482,0.12318119,0.44240841,0.18272181,2.28419713,1.38529978,1.03411606,0.07161502,0.03227142
-4.71535768,4.52330946,0.12714913,0.45569278,0.18850196,2.39905750,1.44738400,1.08005528,0.07289528,0.03302451
-4.70935468,4.67667753,0.13096337,0.46788566,0.19383929,2.50749154,1.50540761,1.12308842,0.07416645,0.03370692
-4.70335168,4.81681280,0.13452948,0.47872700,0.19861884,2.60756124,1.55836023,1.16246673,0.07538241,0.03429979
-4.69734867,4.94063967,0.13775101,0.48795877,0.20272682,2.69735785,1.60524815,1.19745032,0.07649415,0.03478458
-4.69134567,5.04519145,0.14053275,0.49533372,0.20605439,2.77505908,1.64512409,1.22733010,0.07745155,0.03514365
-4.68534267,5.12771120,0.14278414,0.50062423,0.20850151,2.83898720,1.67711768,1.25145045,0.07820521,0.03536102
-4.67933967,5.18575044,0.14442252,0.50363101,0.20998063,2.88766561,1.70046542,1.26923164,0.07870841,0.03542294
-4.67333667,5.21726132,0.14537628,0.50419114,0.21042018,2.91987113,1.71453872,1.28019095,0.07891891,0.03531846
-4.66733367,5.22067775,0.14558755,0.50218509,0.20976753,2.93467964,1.71886855,1.28396151,0.07880057,0.03503995
-4.66133067,5.19498149,0.14501447,0.49754232,0.20799139,2.93150277,1.71316576,1.28030783,0.07832490,0.03458345
-4.65532766,5.13974990,0.14363287,0.49024524,0.20508343,2.91011376,1.69733560,1.26913726,0.07747210,0.03394890
-4.64932466,5.05518290,0.14143725,0.48033121,0.20105919,2.87066113,1.67148598,1.25050681,0.07623193,0.03314025
-4.64332166,4.94210765,0.13844109,0.46789263,0.19595799,2.81366946,1.63592886,1.22462470,0.07460412,0.03216540
