energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-5.81990995,2.00192377,0.07675811,0.02034160,0.72846417,0.66875136,0.03896085,1.25809506,0.74485311,0.12898324
-5.81390695,1.92718561,0.07834635,0.01962287,0.70621651,0.63728994,0.03765510,1.20876543,0.74212907,0.12274897
-5.80790395,1.85416966,0.07952013,0.01888791,0.68435024,0.60681017,0.03639292,1.16093221,0.73755597,0.11677680
-5.80190095,1.78263890,0.08027852,0.01813784,0.66275926,0.57727598,0.03517094,1.11441580,0.73097942,0.11103434
-5.79589795,1.71244459,0.08063312,0.01737478,0.64138803,0.54866056,0.03398775,1.06909038,0.72233049,0.10549425
-5.78989495,1.64354617,0.08060819,0.01660200,0.62023783,0.52095375,0.03284435,1.02489715,0.71163157,0.10013570
-5.78389195,1.57602435,0.08024032,0.01582380,0.59936968,0.49416785,0.03174438,0.98185312,0.69899811,0.09494536
-5.77788894,1.51008646,0.07957765,0.01504546,0.57890383,0.46834170,0.03069410,0.94005495,0.68463645,0.08991788
-5.77188594,1.44606415,0.07867865,0.01427312,0.55901587,0.44354284,0.02970231,0.89967777,0.66883737,0.08505587
-5.76588294,1.38440349,0.07761039,0.01351361,0.53992964,0.41986757,0.02878001,0.86096910,0.65196601,0.08036937
-5.75987994,1.32564801,0.07644657,0.01277418,0.52190731,0.39743906,0.02793989,0.82423825,0.63444830,0.07587488
-5.75387694,1.27041575,0.07526514,0.01206228,0.50523713,0.37640365,0.02719579,0.78984190,0.61675470,0.07159411
-5.74787394,1.21937138,0.07414579,0.01138531,0.49021947,0.35692546,0.02656190,0.75816651,0.59938180,0.06755241
-5.74187094,1.17319497,0.07316726,0.01075032,0.47715178,0.33917970,0.02605202,0.72960864,0.58283270,0.06377701
-5.73586793,1.13254876,0.07240468,0.01016377,0.46631319,0.32334503,0.02567872,0.70455403,0.56759705,0.06029524
-5.72986493,1.09804376,0.07192692,0.00963125,0.45794956,0.30959532,0.02545255,0.68335663,0.55413144,0.05713272
-5.72386193,1.07020759,0.07179418,0.00915731,0.45225951,0.29809115,0.02538128,0.66631845,0.54284122,0.05431169
-5.71785893,1.04945517,0.07205585,0.00874528,0.44938222,0.28897161,0.02546921,0.65367129,0.53406429,0.05184954
-5.71185593,1.03606349,0.07274864,0.00839711,0.44938752,0.28234658,0.02571669,0.64556117,0.52805771,0.04975752
-5.70585293,1.03015168,0.07389526,0.00811331,0.45226869,0.27828988,0.02611972,0.64203611,0.52498750,0.04803987
-5.69984992,1.03166717,0.07550342,0.00789295,0.45793835,0.27683368,0.02666974,0.64303792,0.52492214,0.04669315
-5.69384692,1.04037857,0.07756547,0.00773364,0.46622768,0.27796415,0.02735364,0.64839825,0.52782993,0.04570608
-5.68784392,1.05587562,0.08005848,0.00763169,0.47688896,0.28161884,0.02815396,0.65783917,0.53358026,0.04505963
-5.68184092,1.07757611,0.08294488,0.00758217,0.48960142,0.28768559,0.02904925,0.67097819,0.54194869,0.04472748
-5.67583792,1.10473954,0.08617353,0.00757913,0.50398014,0.29600321,0.03001466,0.68733755,0.55262565,0.04467684
-5.66983492,1.13648706,0.08968136,0.00761579,0.51958774,0.30636384,0.03102265,0.70635745,0.56522808,0.04486951
-5.66383192,1.17182669,0.09339525,0.00768482,0.53594830,0.31851699,0.03204387,0.72741257,0.57931389,0.04526320
-5.65782891,1.20968304,0.09723438,0.00777855,0.55256301,0.33217501,0.03304806,0.74983129,0.59439812,0.04581301
-5.65182591,1.24893014,0.10111269,0.00788931,0.56892690,0.34701997,0.03400508,0.77291687,0.60997052,0.04647303
-5.64582291,1.28842634,0.10494157,0.00800961,0.58454596,0.36271160,0.03488591,0.79596968,0.62551352,0.04719797
-5.63981991,1.32704972,0.10863249,0.00813249,0.59895404,0.37889616,0.03566360,0.81830957,0.64051996,0.04794482
-5.63381691,1.36373280,0.11209971,0.00825171,0.61172866,0.39521585,0.03631418,0.83929766,0.65450985,0.04867430
-5.62781391,1.39749519,0.11526268,0.00836196,0.62250529,0.41131860,0.03681738,0.85835653,0.66704549,0.04935235
-5.62181091,1.42747302,0.11804829,0.00845905,0.63098938,0.42686776,0.03715731,0.87498818,0.67774437,0.04995121
-5.61580790,1.45294409,0.12039279,0.00854006,0.63696581,0.44155156,0.03732283,0.88878910,0.68628950,0.05045045
-5.60980490,1.47334800,0.12224326,0.00860339,0.64030524,0.45509190,0.03730782,0.89946182,0.69243675,0.05083756
-5.60380190,1.48830052,0.12355879,0.00864881,0.64096734,0.46725234,0.03711121,0.90682279,0.69601906,0.05110834
-5.59779890,1.49760198,0.12431103,0.00867746,0.63900073,0.47784490,0.03673681,0.91080622,0.69694764,0.05126698
-5.59179590,1.50123960,0.12448447,0.00869181,0.63453974,0.48673570,0.03619300,0.91146404,0.69521010,0.05132575
-5.58579290,1.49938393,0.12407614,0.00869552,0.62779822,0.49384899,0.03549216,0.90896200,0.69086596,0.05130453
-5.57978989,1.49237984,0.12309502,0.00869331,0.61906080,0.49916989,0.03465010,0.90357243,0.68403987,0.05123001
-5.57378689,1.48073274,0.12156103,0.00869081,0.60867196,0.50274538,0.03368526,0.89566394,0.67491294,0.05113472
-5.56778389,1.46509083,0.11950379,0.00869434,0.59702359,0.50468398,0.03261799,0.88568877,0.66371290,0.05105584
-5.56178089,1.44622433,0.11696114,0.00871071,0.58454145,0.50515386,0.03146967,0.87416833,0.65070348,0.05103402
-5.55577789,1.42500261,0.11397751,0.00874698,0.57167133,0.50437976,0.03026197,0.86167775,0.63617357,0.05111203
-5.54977489,1.40237035,0.11060231,0.00881025,0.55886523,0.50263870,0.02901610,0.84882986,0.62042681,0.05133348
-5.54377189,1.37932348,0.10688824,0.00890742,0.54656836,0.50025471,0.02775220,0.83625948,0.60377188,0.05174157
-5.53776888,1.35688578,0.10288978,0.00904504,0.53520716,0.49759278,0.02648876,0.82460832,0.58651391,0.05237798
-5.53176588,1.33608683,0.09866171,0.00922906,0.52517890,0.49505210,0.02524223,0.81451108,0.56894729,0.05328187
-5.52576288,1.31794167,0.09425788,0.00946471,0.51684294,0.49305882,0.02402678,0.80658288,0.55134981,0.05448900
-5.51975988,1.30343254,0.08973019,0.00975638,0.51051384,0.49205836,0.02285409,0.80140829,0.53397847,0.05603107
-5.51375688,1.29349267,0.08512765,0.01010748,0.50645639,0.49250745,0.02173336,0.79953196,0.51706656,0.05793521
-5.50775388,1.28899213,0.08049585,0.01052038,0.50488237,0.49486577,0.02067141,0.80145070,0.50082198,0.06022364
-5.50175088,1.29072539,0.07587646,0.01099635,0.50594896,0.49958744,0.01967280,0.80760688,0.48542669,0.06291344
-5.49574787,1.29940030,0.07130698,0.01153556,0.50975846,0.50711218,0.01874012,0.81838283,0.47103669,0.06601641
-5.48974487,1.31562804,0.06682063,0.01213703,0.51635926,0.51785619,0.01787423,0.83409599,0.45778270,0.06953907
-5.48374187,1.33991378,0.06244635,0.01279866,0.52574742,0.53220280,0.01707457,0.85499449,0.44577084,0.07348262
-5.47773887,1.37264752,0.05820889,0.01351723,0.53786900,0.55049289,0.01633948,0.88125296,0.43508346,0.07784295
-5.47173587,1.41409510,0.05412899,0.01428846,0.55262256,0.57301516,0.01566647,0.91296829,0.42577967,0.08261059
-5.46573287,1.46438912,0.05022353,0.01510702,0.56986185,0.59999634,0.01505243,0.95015535,0.41789563,0.08777068
-5.45972986,1.52351998,0.04650577,0.01596659,0.58939847,0.63159165,0.01449392,0.99274266,0.41144452,0.09330282
-5.45372686,1.59132734,0.04298557,0.01685987,0.61100450,0.66787560,0.01398724,1.04056815,0.40641625,0.09918092
-5.44772386,1.66749231,0.03966954,0.01777872,0.63441506,0.70883360,0.01352861,1.09337533,0.40277693,0.10537296
-5.44172086,1.75153111,0.03656132,0.01871414,0.65933104,0.75435468,0.01311419,1.15081011,0.40046832,0.11184081
-5.43571786,1.84279088,0.03366175,0.01965641,0.68542182,0.80422575,0.01274014,1.21241890,0.39940751,0.11854003
-5.42971486,1.94044835,0.03096907,0.02059515,0.71232855,0.85812779,0.01240263,1.27764826,0.39948681,0.12541974
-5.42371186,2.04351217,0.02847913,0.02151945,0.73966777,0.91563454,0.01209776,1.34584680,0.40057428,0.13242262
-5.41770885,2.15082966,0.02618566,0.02241803,0.76703579,0.97621380,0.01182162,1.41626955,0.40251489,0.13948507
-5.41170585,2.26109838,0.02408049,0.02327933,0.79401388,1.03923196,0.01157020,1.48808535,0.40513254,0.14653753
-5.40570285,2.37288305,0.02215382,0.02409175,0.82017425,1.10396171,0.01133938,1.56038732,0.40823293,0.15350510
-5.39969985,2.48463783,0.02039455,0.02484379,0.84508699,1.16959315,0.01112495,1.63220666,0.41160734,0.16030840
-5.39369685,2.59473371,0.01879058,0.02552431,0.86832774,1.23524820,0.01092261,1.70252956,0.41503724,0.16686464
-5.38769385,2.70149078,0.01732915,0.02612272,0.88948607,1.29999803,0.01072800,1.77031691,0.41829963,0.17308904
-5.38169085,2.80321434,0.01599720,0.02662923,0.90817422,1.36288322,0.01053678,1.83452647,0.42117287,0.17889641
-5.37568784,2.89823394,0.01478167,0.02703505,0.92403610,1.42293592,0.01034471,1.89413671,0.42344285,0.18420299
-5.36968484,2.98494404,0.01366988,0.02733261,0.93675598,1.47920353,0.01014771,1.94817159,0.42490922,0.18892839
-5.36368184,3.06184480,0.01264980,0.02751578,0.94606679,1.53077288,0.00994201,1.99572538,0.42539138,0.19299759
-5.35767884,3.12758154,0.01171029,0.02758002,0.95175737,1.57679418,0.00972423,2.03598657,0.42473403,0.19634300
-5.35167584,3.18098112,0.01084137,0.02752250,0.95367866,1.61650373,0.00949151,2.06825980,0.42281195,0.19890632
-5.34567284,3.22108397,0.01003439,0.02734222,0.95174824,1.64924454,0.00924156,2.09198511,0.41953392,0.20064032
-5.33966983,3.24717024,0.00928213,0.02704007,0.94595319,1.67448398,0.00897278,2.10675342,0.41484550,0.20151032
-5.33366683,3.25877905,0.00857888,0.02661880,0.93635104,1.69182774,0.00868432,2.11231786,0.40873065,0.20149538
-5.32766383,3.25572009,0.00792051,0.02608298,0.92306879,1.70102961,0.00837611,2.10860018,0.40121215,0.20058904
-5.32166083,3.23807701,0.00730443,0.02543895,0.90629993,1.70199652,0.00804887,2.09569224,0.39235074,0.19879973
-5.31565783,3.20620260,0.00672956,0.02469462,0.88629977,1.69478889,0.00770412,2.07385241,0.38224325,0.19615067
-5.30965483,3.16070603,0.00619628,0.02385935,0.86337911,1.67961611,0.00734411,2.04349712,0.37101970,0.19267935
-5.30365183,3.10243291,0.00570636,0.02294372,0.83789664,1.65682765,0.00697182,2.00518803,0.35883962,0.18843658
-5.29764882,3.03243894,0.00526289,0.02195931,0.81025038,1.62690006,0.00659084,1.95961531,0.34588779,0.18348522
-5.29164582,2.95195867,0.00487020,0.02091844,0.78086850,1.59042063,0.00620534,1.90757809,0.33236964,0.17789845
-5.28564282,2.86237055,0.00453384,0.01983391,0.75019996,1.54806850,0.00581992,1.84996258,0.31850652,0.17175791
-5.27963982,2.76515995,0.00426049,0.01871879,0.71870526,1.50059392,0.00543957,1.78771922,0.30453100,0.16515162
-5.27363682,2.66188164,0.00405799,0.01758608,0.68684770,1.44879685,0.00506954,1.72183943,0.29068252,0.15817181
-5.26763382,2.55412315,0.00393528,0.01644860,0.65508541,1.39350544,0.00471527,1.65333314,0.27720337,0.15091269
-5.26163082,2.44347034,0.00390239,0.01531865,0.62386431,1.33555558,0.00438231,1.58320766,0.26433519,0.14346843
-5.25562781,2.33147628,0.00397049,0.01420792,0.59361220,1.27577189,0.00407626,1.51244880,0.25231599,0.13593113
-5.24962481,2.21963423,0.00415176,0.01312728,0.56473406,1.21495101,0.00380267,1.44200433,0.24137771,0.12838913
-5.24362181,2.10935518,0.00445942,0.01208665,0.53760839,1.15384743,0.00356702,1.37277053,0.23174420,0.12092551
-5.23761881,2.00195024,0.00490756,0.01109492,0.51258465,1.09316219,0.00337467,1.30558149,0.22362959,0.11361688
-5.23161581,1.89861768,0.00551105,0.01015986,0.48998148,1.03353445,0.00323081,1.24120140,0.21723676,0.10653255
-5.22561281,1.80043441,0.00628523,0.00928809,0.47008567,0.97553596,0.00314044,1.18031935,0.21275599,0.09973385
-5.21960980,1.70835118,0.00724566,0.00848503,0.45315144,0.91966800,0.00310829,1.12354639,0.21036337,0.09327396
-5.21360680,1.62319096,0.00840770,0.00775497,0.43939990,0.86636067,0.00313883,1.07141442,0.21021897,0.08719778
-5.20760380,1.54564951,0.00978601,0.00710100,0.42901843,0.81597396,0.00323614,1.02437628,0.21246458,0.08154217
-5.20160080,1.47629762,0.01139398,0.00652513,0.42215985,0.76880025,0.00340388,0.98280667,0.21722099,0.07633632
-5.19559780,1.41558406,0.01324307,0.00602828,0.41894110,0.72506772,0.00364522,0.94700338,0.22458472,0.07160231
-5.18959480,1.36383879,0.01534212,0.00561035,0.41944155,0.68494432,0.00396270,0.91718853,0.23462425,0.06735564
-5.18359180,1.32127590,0.01769656,0.00527033,0.42370083,0.64854191,0.00435813,0.89350959,0.24737591,0.06360598
-5.17758879,1.28799616,0.02030764,0.00500627,0.43171638,0.61592032,0.00483247,0.87603999,0.26283952,0.06035781
-5.17158579,1.26398905,0.02317175,0.00481544,0.44344085,0.58709112,0.00538571,0.86477948,0.28097407,0.05761111
-5.16558279,1.24913459,0.02627972,0.00469437,0.45877968,0.56202111,0.00601671,0.85965434,0.30169380,0.05536205
-5.15957979,1.24320517,0.02961623,0.00463894,0.47758916,0.54063536,0.00672314,0.86051779,0.32486482,0.05360355
-5.15357679,1.24586810,0.03315950,0.00464443,0.49967533,0.52282009,0.00750132,0.86715090,0.35030282,0.05232591
-5.14757379,1.25668924,0.03688098,0.00470565,0.52479406,0.50842543,0.00834619,0.87926460,0.37777213,0.05151735
-5.14157079,1.27513858,0.04074544,0.00481703,0.55265272,0.49726819,0.00925127,0.89650302,0.40698640,0.05116457
-5.13556778,1.30059810,0.04471123,0.00497270,0.58291365,0.48913504,0.01020868,0.91844872,0.43761117,0.05125320
-5.12956478,1.33237250,0.04873080,0.00516665,0.61519971,0.48378599,0.01120920,0.94463008,0.46926859,0.05176841
-5.12356178,1.36970315,0.05275158,0.00539279,0.64910187,0.48095862,0.01224243,0.97453102,0.50154419,0.05269537
-5.11755878,1.41178511,0.05671706,0.00564514,0.68418895,0.48037298,0.01329694,1.00760308,0.53399578,0.05401981
-5.11155578,1.45778723,0.06056812,0.00591790,0.72001913,0.48173719,0.01436058,1.04327967,0.56616416,0.05572861
-5.10555278,1.50687485,0.06424461,0.00620564,0.75615313,0.48475381,0.01542074,1.08099228,0.59758552,0.05781025
-5.09954977,1.55823423,0.06768705,0.00650339,0.79216826,0.48912675,0.01646476,1.12018784,0.62780486,0.06025544
-5.09354677,1.61109799,0.07083842,0.00680679,0.82767306,0.49456857,0.01748029,1.16034684,0.65639010,0.06305750
-5.08754377,1.66477015,0.07364599,0.00711215,0.86232160,0.50080791,0.01845573,1.20100109,0.68294609,0.06621274
-5.08154077,1.71864972,0.07606306,0.00741659,0.89582679,0.50759668,0.01938065,1.24175034,0.70712804,0.06972078
-5.07553777,1.77225137,0.07805061,0.00771809,0.92797186,0.51471678,0.02024617,1.28227671,0.72865353,0.07358456
-5.06953477,1.82522185,0.07957867,0.00801550,0.95861933,0.52198587,0.02104539,1.32235605,0.74731257,0.07781022
-5.06353177,1.87735106,0.08062743,0.00830857,0.98771679,0.52926197,0.02177363,1.36186527,0.76297511,0.08240678
-5.05752876,1.92857668,0.08118806,0.00859789,1.01529892,0.53644646,0.02242867,1.40078506,0.77559554,0.08738541
-5.05152576,1.97898175,0.08126305,0.00888484,1.04148542,0.54348545,0.02301092,1.43919733,0.78521382,0.09275861
-5.04552276,2.02878464,0.08086621,0.00917144,1.06647463,0.55036910,0.02352342,1.47727732,0.79195320,0.09853889
-5.03951976,2.07832158,0.08002227,0.00946024,1.09053301,0.55712897,0.02397174,1.51528021,0.79601433,0.10473738
-5.03351676,2.12802215,0.07876601,0.00975414,1.11398057,0.56383348,0.02436378,1.55352274,0.79766623,0.11136207
-5.02751376,2.17837841,0.07714113,0.01005615,1.13717294,0.57058142,0.02470941,1.59236034,0.79723421,0.11841599
-5.02151076,2.22990909,0.07519871,0.01036921,1.16048070,0.57749391,0.02502008,1.63216078,0.79508552,0.12589520
-5.01550775,2.28312022,0.07299547,0.01069596,1.18426689,0.58470504,0.02530828,1.67327544,0.79161315,0.13378682
-5.00950475,2.33846411,0.07059188,0.01103846,1.20886374,0.59235163,0.02558689,1.71600961,0.78721868,0.14206721
-5.00350175,2.39629866,0.06805015,0.01139807,1.23454976,0.60056248,0.02586862,1.76059319,0.78229494,0.15070024
-4.99749875,2.45684905,0.06543222,0.01177516,1.26152826,0.60944779,0.02616528,1.80715350,0.77720922,0.15963601
-4.99149575,2.52017386,0.06279780,0.01216903,1.28990858,0.61908899,0.02648720,1.85569140,0.77228790,0.16880993
-4.98549275,2.58613755,0.06020264,0.01257776,1.31969084,0.62952977,0.02684259,1.90606245,0.76780306,0.17814232
-4.97948974,2.65439091,0.05769693,0.01299817,1.35075526,0.64076851,0.02723705,1.95796394,0.76396180,0.18753864
-4.97348674,2.72436075,0.05532397,0.01342579,1.38285661,0.65275268,0.02767317,2.01092895,0.76089861,0.19689039
-4.96748374,2.79524980,0.05311923,0.01385491,1.41562435,0.66537547,0.02815021,2.06432791,0.75867110,0.20607661
-4.96148074,2.86604705,0.05110960,0.01427873,1.44856842,0.67847484,0.02866403,2.11737788,0.75725921,0.21496611
-4.95547774,2.93554864,0.04931313,0.01468946,1.48109081,0.69183516,0.02920705,2.16915951,0.75656786,0.22342030
-4.94947474,3.00238838,0.04773893,0.01507860,1.51250229,0.70519136,0.02976847,2.21864097,0.75643277,0.23129656
-4.94347174,3.06507701,0.04638755,0.01543717,1.54204381,0.71823555,0.03033459,2.26470808,0.75662914,0.23845198
-4.93746873,3.12204848,0.04525146,0.01575599,1.56891158,0.73062570,0.03088925,2.30619940,0.75688273,0.24474749
-4.93146573,3.17171139,0.04431593,0.01602601,1.59228487,0.74199623,0.03141448,2.34194472,0.75688271,0.25005199
-4.92546273,3.21250334,0.04355999,0.01623865,1.61135517,0.75196994,0.03189113,2.37080542,0.75629567,0.25424653
-4.91945973,3.24294592,0.04295758,0.01638606,1.62535560,0.76017080,0.03229964,2.39171488,0.75478025,0.25722817
-4.91345673,3.26169780,0.04247882,0.01646145,1.63358922,0.76623705,0.03262079,2.40371710,0.75200148,0.25891354
-4.90745373,3.26760383,0.04209125,0.01645937,1.63545498,0.76983411,0.03283649,2.40600197,0.74764463,0.25924175
-4.90145073,3.25973785,0.04176117,0.01637587,1.63047029,0.77066662,0.03293048,2.39793565,0.74142759,0.25817664
-4.89544772,3.23743756,0.04145481,0.01620868,1.61828926,0.76848927,0.03288898,2.37908467,0.73311168,0.25570826
-4.88944472,3.20032994,0.04113959,0.01595734,1.59871589,0.76311583,0.03270123,2.34923295,0.72251035,0.25185343
-4.88344172,3.14834642,0.04078505,0.01562319,1.57171168,0.75442604,0.03235990,2.30839098,0.70949557,0.24665552
-4.87743872,3.08172714,0.04036385,0.01520938,1.53739760,0.74237025,0.03186139,2.25679698,0.69400176,0.24018317
-4.87143572,3.00101452,0.03985243,0.01472072,1.49605037,0.72697136,0.03120595,2.19491012,0.67602732,0.23252844
-4.86543272,2.90703654,0.03923167,0.01416360,1.44809331,0.70832437,0.03039762,2.12339633,0.65563371,0.22380398
-4.85942971,2.80088079,0.03848716,0.01354571,1.39408254,0.68659337,0.02944410,2.04310737,0.63294242,0.21413979
-4.85342671,2.68386044,0.03760949,0.01287584,1.33468890,0.66200623,0.02835643,1.95505433,0.60812984,0.20367944
-4.84742371,2.55747403,0.03659425,0.01216358,1.27067683,0.63484729,0.02714857,1.86037674,0.58142068,0.19257594
-4.84142071,2.42336063,0.03544187,0.01141907,1.20288091,0.60544845,0.02583693,1.76030876,0.55307991,0.18098762
-4.83541771,2.28325240,0.03415733,0.01065265,1.13218119,0.57417892,0.02443973,1.65614377,0.52340397,0.16907386
-4.82941471,2.13892661,0.03274975,0.00987460,1.05947838,0.54143421,0.02297646,1.54919884,0.49271130,0.15699121
-4.82341171,1.99215868,0.03123183,0.00909487,0.98566972,0.50762483,0.02146720,1.44078053,0.46133285,0.14488966
-4.81740870,1.84467813,0.02961925,0.00832284,0.91162643,0.47316501,0.01993209,1.33215296,0.42960272,0.13290944
-4.81140570,1.69812885,0.02793001,0.00756710,0.83817361,0.43846201,0.01839069,1.22450948,0.39784937,0.12117836
-4.80540270,1.55403474,0.02618369,0.00683530,0.76607291,0.40390628,0.01686154,1.11894847,0.36638757,0.10980969
-4.79939970,1.41377159,0.02440078,0.00613402,0.69600864,0.36986280,0.01536170,1.01645392,0.33551141,0.09890070
-4.79339670,1.27854583,0.02260197,0.00546870,0.62857728,0.33666391,0.01390643,0.91788112,0.30548846,0.08853177
-4.78739370,1.14938013,0.02080756,0.00484362,0.56428077,0.30460362,0.01250889,0.82394756,0.27655519,0.07876615
-4.78139070,1.02710589,0.01903687,0.00426189,0.50352319,0.27393363,0.01118006,0.73522871,0.24891370,0.06965021
-4.77538769,0.91236223,0.01730772,0.00372553,0.44661081,0.24486103,0.00992860,0.65215857,0.22272981,0.06121423
-4.76938469,0.80560075,0.01563611,0.00323550,0.39375508,0.21754754,0.00876089,0.57503441,0.19813232,0.05347351
-4.76338169,0.70709552,0.01403588,0.00279186,0.34507814,0.19211023,0.00768111,0.50402507,0.17521353,0.04642987
-4.75737869,0.61695716,0.01251849,0.00239385,0.30062053,0.16862357,0.00669142,0.43918214,0.15403066,0.04007335
-4.75137569,0.53515031,0.01109298,0.00204005,0.26035029,0.14712257,0.00579208,0.38045346,0.13460826,0.03438405
-4.74537269,0.46151335,0.00976593,0.00172850,0.22417335,0.12760673,0.00498174,0.32769805,0.11694123,0.02933404
-4.73936968,0.39577948,0.00854154,0.00145685,0.19194436,0.11004475,0.00425768,0.28070184,0.10099844,0.02488924
-4.73336668,0.33759845,0.00742178,0.00122250,0.16347781,0.09437954,0.00361603,0.23919373,0.08672662,0.02101130
-4.72736368,0.28655788,0.00640659,0.00102270,0.13855886,0.08053347,0.00305209,0.20286122,0.07405450,0.01765924
-4.72136068,0.24220384,0.00549411,0.00085469,0.11695371,0.06841361,0.00256050,0.17136531,0.06289694,0.01479105
-4.71535768,0.20405990,0.00468098,0.00071579,0.09841909,0.05791680,0.00213553,0.14435424,0.05315896,0.01236506
-4.70935468,0.17164435,0.00396261,0.00060348,0.08271082,0.04893439,0.00177127,0.12147578,0.04473954,0.01034109
-4.70335168,0.14448534,0.00333348,0.00051545,0.06959123,0.04135651,0.00146179,0.10238803,0.03753510,0.00868144
-4.69734867,0.12213368,0.00278740,0.00044971,0.05883541,0.03507589,0.00120131,0.08676832,0.03144260,0.00735162
-4.69134567,0.10417326,0.00231781,0.00040455,0.05023622,0.02999106,0.00098428,0.07432056,0.02636222,0.00632098
-4.68534267,0.09022908,0.00191797,0.00037863,0.04360803,0.02600893,0.00080554,0.06478067,0.02219953,0.00556305
-4.67933967,0.07997294,0.00158123,0.00037096,0.03878943,0.02304678,0.00066032,0.05792043,0.01886730,0.00505579
-4.67333667,0.07312695,0.00130116,0.00038087,0.03564467,0.02103363,0.00054432,0.05354970,0.01628669,0.00478163
-4.66733367,0.06946493,0.00107172,0.00040808,0.03406418,0.01991102,0.00045370,0.05151709,0.01438815,0.00472744
-4.66133067,0.06881189,0.00088739,0.00045257,0.03396411,0.01963325,0.00038512,0.05170933,0.01311182,0.00488431
-4.65532766,0.07104176,0.00074321,0.00051465,0.03528500,0.02016704,0.00033568,0.05404931,0.01240761,0.00524726
-4.64932466,0.07607364,0.00063487,0.00059484,0.03798968,0.02149081,0.00030294,0.05849297,0.01223483,0.00581487
-4.64332166,0.08386652,0.00055873,0.00069389,0.04206054,0.02359341,0.00028486,0.06502527,0.01256170,0.00658877
