energy_ev,total_up,Ga_p_up,Ga_d_up,Os_p_up,Os_d_up,S_s_up,S_p_up
-6.00000000,7.84057450,0.16283234,0.00000000,2.89714420,3.26853396,0.02222984,4.46279999
-5.99399700,7.70825411,0.15946784,0.00000000,2.85335767,3.23198293,0.02165899,4.42407767
-5.98799400,7.55944711,0.15549901,0.00000000,2.80512806,3.18812908,0.02108491,4.37496268
-5.98199100,7.39661321,0.15099422,0.00000000,2.75340135,3.13768070,0.02052438,4.31643521
-5.97598799,7.22224664,0.14602914,0.00000000,2.69905179,3.08140711,0.01999387,4.24953707
-5.96998499,7.03879368,0.14068441,0.00000000,2.64285523,3.02010629,0.01950909,4.17532865
-5.96398199,6.84858226,0.13504325,0.00000000,2.58546946,2.95457607,0.01908482,4.09485105
-5.95797899,6.65376617,0.12918934,0.00000000,2.52742210,2.88558982,0.01873461,4.00909503
-5.95197599,6.45628560,0.12320473,0.00000000,2.46910648,2.81387798,0.01847066,3.91897808
-5.94597299,6.25784498,0.11716816,0.00000000,2.41078512,2.74011561,0.01830378,3.82533011
-5.93996998,6.05990776,0.11115361,0.00000000,2.35260051,2.66491646,0.01824329,3.72888818
-5.93396698,5.86370754,0.10522916,0.00000000,2.29459211,2.58883327,0.01829708,3.63029975
-5.92796398,5.67027347,0.09945626,0.00000000,2.23671873,2.51236375,0.01847163,3.53013392
-5.92196098,5.48046763,0.09388929,0.00000000,2.17888461,2.43596151,0.01877207,3.42889919
-5.91595798,5.29503136,0.08857541,0.00000000,2.12096805,2.36005072,0.01920223,3.32706638
-5.90995498,5.11463706,0.08355472,0.00000000,2.06285072,2.28504328,0.01976469,3.22509487
-5.90395198,4.93994181,0.07886065,0.00000000,2.00444626,2.21135692,0.02046075,3.12345996
-5.89794897,4.77163911,0.07452046,0.00000000,1.94572661,2.13943280,0.02129042,3.02267953
-5.89194597,4.61050524,0.07055592,0.00000000,1.88674461,2.06975118,0.02225238,2.92333781
-5.88594297,4.45743690,0.06698401,0.00000000,1.82765184,2.00284354,0.02334380,2.82610439
-5.87993997,4.31347743,0.06381762,0.00000000,1.76871064,1.93930028,0.02456023,2.73174693
-5.87393697,4.17982960,0.06106627,0.00000000,1.71029967,1.87977281,0.02589544,2.64113627
-5.86793397,4.05785336,0.05873667,0.00000000,1.65291277,1.82496956,0.02734118,2.55524298
-5.86193097,3.94904823,0.05683325,0.00000000,1.59715092,1.77564562,0.02888700,2.47512517
-5.85592796,3.85502046,0.05535851,0.00000000,1.54370783,1.73258607,0.03052016,2.40190751
-5.84992496,3.77743622,0.05431332,0.00000000,1.49334949,1.69658366,0.03222542,2.33675220
-5.84392196,3.71796268,0.05369707,0.00000000,1.44688888,1.66841153,0.03398507,2.28082287
-5.83791896,3.67819962,0.05350769,0.00000000,1.40515663,1.64879241,0.03577897,2.23524308
-5.83191596,3.65960492,0.05374165,0.00000000,1.36896915,1.63836548,0.03758466,2.20105127
-5.82591296,3.66341747,0.05439385,0.00000000,1.33909560,1.63765296,0.03937770,2.17915424
-5.81990995,3.69058153,0.05545753,0.00000000,1.31622507,1.64702784,0.04113201,2.17028156
-5.81390695,3.74167651,0.05692411,0.00000000,1.30093566,1.66668486,0.04282040,2.17494335
-5.80790395,3.81685602,0.05878311,0.00000000,1.29366658,1.69661633,0.04441519,2.19339353
-5.80190095,3.91579977,0.06102204,0.00000000,1.29469489,1.73659446,0.04588893,2.22560082
-5.79589795,4.03768131,0.06362639,0.00000000,1.30411763,1.78616136,0.04721513,2.27122921
-5.78989495,4.18115396,0.06657962,0.00000000,1.32184051,1.84462786,0.04836914,2.32962930
-5.78389195,4.34435653,0.06986322,0.00000000,1.34757343,1.91108148,0.04932892,2.39984146
-5.77788894,4.52493933,0.07345684,0.00000000,1.38083341,1.98440381,0.05007587,2.48061104
-5.77188594,4.72011031,0.07733841,0.00000000,1.42095475,2.06329682,0.05059550,2.57041566
-5.76588294,4.92669988,0.08148431,0.00000000,1.46710600,2.14631731,0.05087811,2.66750348
-5.75987994,5.14124221,0.08586953,0.00000000,1.51831327,2.23191807,0.05091927,2.76994138
-5.75387694,5.36006994,0.09046782,0.00000000,1.57348881,2.31849428,0.05072015,2.87567103
-5.74787394,5.57941858,0.09525185,0.00000000,1.63146381,2.40443296,0.05028772,2.98257058
-5.74187094,5.79553608,0.10019327,0.00000000,1.69102389,2.48816349,0.04963475,3.08851950
-5.73586793,6.00479319,0.10526276,0.00000000,1.75094607,2.56820673,0.04877965,3.19146371
