energy_ev,total_up,Ru_p_up,Ru_d_up,Sn_p_up,Sn_d_up,Te_p_up,Te_d_up
-5.30965483,4.64898536,2.88599999,3.01322286,1.36517382,0.00439880,1.11632837,0.00000000
-5.30365183,4.55148971,2.81332410,2.95771658,1.33487233,0.00442621,1.08302930,0.00000000
-5.29764882,4.45532761,2.74709683,2.90198008,1.30857293,0.00445659,1.04783532,0.00000000
-5.29164582,4.36143360,2.68746685,2.84672506,1.28650361,0.00449017,1.01096963,0.00000000
-5.28564282,4.27073091,2.63447822,2.79267644,1.26881538,0.00452714,0.97269494,0.00000000
-5.27963982,4.18411147,2.58807542,2.74055541,1.25558017,0.00456774,0.93330640,0.00000000
-5.27363682,4.10241625,2.54810994,2.69106235,1.24679045,0.00461216,0.89312356,0.00000000
-5.26763382,4.02641610,2.51434786,2.64485985,1.24236040,0.00466061,0.85248159,0.00000000
-5.26163082,3.95679365,2.48647828,2.60255638,1.24212838,0.00471329,0.81172226,0.00000000
-5.25562781,3.89412642,2.46412201,2.56469069,1.24586067,0.00477036,0.77118479,0.00000000
-5.24962481,3.83887153,2.44684025,2.53171755,1.25325612,0.00483197,0.73119725,0.00000000
-5.24362181,3.79135222,2.43414310,2.50399484,1.26395167,0.00489821,0.69206844,0.00000000
-5.23761881,3.75174661,2.42549741,2.48177243,1.27752843,0.00496910,0.65408093,0.00000000
-5.23161581,3.72007884,2.42033412,2.46518314,1.29351817,0.00504457,0.61748515,0.00000000
-5.22561281,3.69621300,2.41805485,2.45423599,1.31141033,0.00512444,0.58249495,0.00000000
-5.21960980,3.67985040,2.41803808,2.44881223,1.33065918,0.00520839,0.54928457,0.00000000
-5.21360680,3.67053027,2.41964491,2.44866421,1.35069154,0.00529591,0.51798722,0.00000000
-5.20760380,3.66763464,2.42222486,2.45341768,1.37091477,0.00538636,0.48869510,0.00000000
-5.20160080,3.67039753,2.42512189,2.46257754,1.39072539,0.00547887,0.46146089,0.00000000
-5.19559780,3.67791875,2.42768117,2.47553733,1.40951824,0.00557236,0.43630053,0.00000000
-5.18959480,3.68918262,2.42925670,2.49159247,1.42669641,0.00566560,0.41319716,0.00000000
-5.18359180,3.70308127,2.42922008,2.50995726,1.44168179,0.00575714,0.39210592,0.00000000
-5.17758879,3.71844247,2.42697052,2.52978528,1.45392633,0.00584539,0.37295945,0.00000000
-5.17158579,3.73406122,2.42194599,2.55019284,1.46292371,0.00592864,0.35567390,0.00000000
-5.16558279,3.74873448,2.41363524,2.57028482,1.46822138,0.00600511,0.34015495,0.00000000
-5.15957979,3.76129774,2.40159033,2.58918209,1.46943240,0.00607300,0.32630390,0.00000000
-5.15357679,3.77066231,2.38543911,2.60604960,1.46624684,0.00613058,0.31402332,0.00000000
-5.14757379,3.77585169,2.36489692,2.62012398,1.45844214,0.00617621,0.30322222,0.00000000
-5.14157079,3.77603567,2.33977691,2.63073962,1.44589193,0.00620845,0.29382050,0.00000000
-5.13556778,3.77056047,2.30999820,2.63735206,1.42857294,0.00622612,0.28575239,0.00000000
-5.12956478,3.75897357,2.27559123,2.63955771,1.40656934,0.00622834,0.27896907,0.00000000
-5.12356178,3.74104204,2.23669975,2.63710886,1.38007429,0.00621459,0.27344005,0.00000000
-5.11755878,3.71676342,2.19357922,2.62992352,1.34938848,0.00618477,0.26915352,0.00000000
-5.11155578,3.68636852,2.14659123,2.61808937,1.31491540,0.00613919,0.26611565,0.00000000
-5.10555278,3.65031603,2.09619434,2.60186191,1.27715360,0.00607862,0.26434877,0.00000000
-5.09954977,3.60927916,2.04293125,2.58165666,1.23668602,0.00600423,0.26388867,0.00000000
-5.09354677,3.56412477,1.98741326,2.55803596,1.19416674,0.00591763,0.26478114,0.00000000
-5.08754377,3.51588613,1.93030231,2.53169095,1.15030576,0.00582079,0.26707780,0.00000000
-5.08154077,3.46573029,1.87229166,2.50341946,1.10585221,0.00571599,0.27083150,0.00000000
-5.07553777,3.41492161,1.81408605,2.47410094,1.06157672,0.00560578,0.27609146,0.00000000
-5.06953477,3.36478291,1.75638211,2.44466922,1.01825356,0.00549288,0.28289833,0.00000000
-5.06353177,3.31665567,1.69985001,2.41608436,0.97664309,0.00538011,0.29127940,0.00000000
-5.05752876,3.27186073,1.64511699,2.38930451,0.93747510,0.00527032,0.30124415,0.00000000
-5.05152576,3.23166080,1.59275327,2.36525861,0.90143345,0.00516630,0.31278023,0.00000000
-5.04552276,3.19722571,1.54326092,2.34482079,0.86914242,0.00507066,0.32585021,0.00000000
-5.03951976,3.16960142,1.49706569,2.32878709,0.84115490,0.00498584,0.34038904,0.00000000
-5.03351676,3.14968320,1.45451187,2.31785484,0.81794257,0.00491396,0.35630246,0.00000000
-5.02751376,3.13819346,1.41586018,2.31260516,0.79988817,0.00485679,0.37346642,0.00000000
-5.02151076,3.13566447,1.38128815,2.31348864,0.78727966,0.00481571,0.39172738,0.00000000
-5.01550775,3.14242582,1.35089284,2.32081436,0.78030642,0.00479168,0.41090387,0.00000000
-5.00950475,3.15859679,1.32469535,2.33474221,0.77905714,0.00478516,0.43078880,0.00000000
-5.00350175,3.18408340,1.30264677,2.35527853,0.78351946,0.00479618,0.45115291,0.00000000
-4.99749875,3.21858003,1.28463516,2.38227501,0.79358126,0.00482426,0.47174895,0.00000000
-4.99149575,3.26157555,1.27049316,2.41543087,0.80903347,0.00486848,0.49231663,0.00000000
-4.98549275,3.31236381,1.26000608,2.45429832,0.82957457,0.00492747,0.51258810,0.00000000
-4.97948974,3.37005853,1.25292035,2.49829117,0.85481662,0.00499947,0.53229392,0.00000000
-4.97348674,3.43361236,1.24895203,2.54669688,0.88429295,0.00508235,0.55116913,0.00000000
-4.96748374,3.50184014,1.24779557,2.59869166,0.91746765,0.00517367,0.56895941,0.00000000
-4.96148074,3.57344609,1.24913284,2.65335880,0.95374662,0.00527077,0.58542708,0.00000000
-4.95547774,3.64705460,1.25264223,2.70970991,0.99249038,0.00537082,0.60035667,0.00000000
-4.94947474,3.72124419,1.25800819,2.76670872,1.03302845,0.00547088,0.61355996,0.00000000
-4.94347174,3.79458388,1.26493076,2.82329711,1.07467499,0.00556801,0.62488035,0.00000000
-4.93746873,3.86567119,1.27313540,2.87842260,1.11674551,0.00565933,0.63419627,0.00000000
-4.93146573,3.93317068,1.28238253,2.93106664,1.15857418,0.00574209,0.64142374,0.00000000
-4.92546273,3.99585167,1.29247686,2.98027272,1.19953126,0.00581377,0.64651781,0.00000000
-4.91945973,4.05262404,1.30327591,3.02517348,1.23903995,0.00587213,0.64947291,0.00000000
-4.91345673,4.10257046,1.31469738,3.06501555,1.27659219,0.00591526,0.65032219,0.00000000
-4.90745373,4.14497390,1.32672500,3.09918126,1.31176269,0.00594165,0.64913569,0.00000000
-4.90145073,4.17933901,1.33941237,3.12720634,1.34422052,0.00595022,0.64601763,0.00000000
-4.89544772,4.20540644,1.35288434,3.14879261,1.37373784,0.00594034,0.64110275,0.00000000
-4.88944472,4.22315929,1.36733580,3.16381522,1.40019518,0.00591184,0.63455193,0.00000000
-4.88344172,4.23282130,1.38302740,3.17232405,1.42358315,0.00586499,0.62654718,0.00000000
-4.87743872,4.23484675,1.40027848,3.17453912,1.44400028,0.00580052,0.61728627,0.00000000
-4.87143572,4.22990235,1.41945693,3.17084034,1.46164710,0.00571955,0.60697706,0.00000000
-4.86543272,4.21884204,1.44096661,3.16175189,1.47681668,0.00562355,0.59583184,0.00000000
-4.85942971,4.20267569,1.46523238,3.14792224,1.48988198,0.00551433,0.58406181,0.00000000
-4.85342671,4.18253307,1.49268358,3.13010043,1.50128050,0.00539391,0.57187187,0.00000000
-4.84742371,4.15962475,1.52373638,3.10911002,1.51149695,0.00526451,0.55945599,0.00000000
-4.84142071,4.13520163,1.55877583,3.08582162,1.52104453,0.00512848,0.54699317,0.00000000
-4.83541771,4.11051470,1.59813833,3.06112534,1.53044558,0.00498820,0.53464418,0.00000000
-4.82941471,4.08677665,1.64209521,3.03590416,1.54021245,0.00484607,0.52254921,0.00000000
-4.82341171,4.06512679,1.69083807,3.01100925,1.55082906,0.00470440,0.51082635,0.00000000
-4.81740870,4.04660022,1.74446648,2.98723798,1.56273389,0.00456542,0.49957103,0.00000000
-4.81140570,4.03210229,1.80297837,2.96531509,1.57630490,0.00443121,0.48885631,0.00000000
-4.80540270,4.02238851,1.86626352,2.94587760,1.59184667,0.00430366,0.47873398,0.00000000
-4.79939970,4.01805025,1.93410011,2.92946314,1.60958010,0.00418448,0.46923627,0.00000000
-4.79339670,4.01950596,2.00615446,2.91650197,1.62963476,0.00407516,0.46037819,0.00000000
-4.78739370,4.02699736,2.08198367,2.90731212,1.65204398,0.00397700,0.45216016,0.00000000
-4.78139070,4.04059013,2.16104095,2.90209737,1.67674254,0.00389109,0.44457084,0.00000000
-4.77538769,4.06017828,2.24268329,2.90094757,1.70356703,0.00381830,0.43758997,0.00000000
-4.76938469,4.08549144,2.32618105,2.90384086,1.73225846,0.00375934,0.43119100,0.00000000
-4.76338169,4.11610448,2.41072911,2.91064736,1.76246730,0.00371471,0.42534344,0.00000000
-4.75737869,4.15144880,2.49545918,2.92113410,1.79376045,0.00368474,0.42001470,0.00000000
-4.75137569,4.19082507,2.57945301,2.93497094,1.82563030,0.00366964,0.41517142,0.00000000
-4.74537269,4.23341701,2.66175616,2.95173751,1.85750546,0.00366941,0.41078021,0.00000000
-4.73936968,4.27830653,2.74139223,2.97093130,1.88876328,0.00368392,0.40680780,0.00000000
-4.73336668,4.32449004,2.81737743,2.99197698,1.91874387,0.00371291,0.40322066,0.00000000
-4.72736368,4.37089645,2.88873544,3.01423744,1.94676548,0.00375595,0.39998416,0.00000000
-4.72136068,4.41640712,2.95451246,3.03702653,1.97214116,0.00381248,0.39706146,0.00000000
-4.71535768,4.45987789,3.01379264,3.05962405,1.99419634,0.00388178,0.39441214,0.00000000
-4.70935468,4.50016348,3.06571365,3.08129279,2.01228703,0.00396302,0.39199092,0.00000000
-4.70335168,4.53614421,3.10948235,3.10129783,2.02581838,0.00405523,0.38974646,0.00000000
-4.69734867,4.56675475,3.14439060,3.11892771,2.03426286,0.00415732,0.38762047,0.00000000
-4.69134567,4.59101426,3.16983063,3.13351706,2.03717786,0.00426814,0.38554730,0.00000000
-4.68534267,4.60805737,3.18530994,3.14447005,2.03422174,0.00438644,0.38345406,0.00000000
-4.67933967,4.61716465,3.19046514,3.15128369,2.02516802,0.00451098,0.38126126,0.00000000
-4.67333667,4.61779150,3.18507422,3.15357009,2.00991690,0.00464050,0.37888420,0.00000000
-4.66733367,4.60959387,3.16906682,3.15107637,1.98850347,0.00477380,0.37623478,0.00000000
-4.66133067,4.59244956,3.14253178,3.14370127,1.96110232,0.00490979,0.37322399,0.00000000
-4.65532766,4.56647338,3.10572152,3.13150705,1.92802792,0.00504747,0.36976468,0.00000000
-4.64932466,4.53202511,3.05905277,3.11472597,1.88973061,0.00518607,0.36577464,0.00000000
-4.64332166,4.48970915,3.00310314,3.09376028,1.84678812,0.00532498,0.36117978,0.00000000
-4.63731866,4.44036507,2.93860348,3.06917545,1.79989271,0.00546383,0.35591723,0.00000000
-4.63131566,4.38504880,2.86642572,3.04168608,1.74983418,0.00560249,0.34993817,0.00000000
-4.62531266,4.32500467,2.78756643,3.01213499,1.69747928,0.00574105,0.34321028,0.00000000
-4.61930965,4.26162868,2.70312637,2.98146571,1.64374812,0.00587985,0.33571957,0.00000000
-4.61330665,4.19642431,2.61428642,2.95068930,1.58958841,0.00601937,0.32747161,0.00000000
-4.60730365,4.13095221,2.52228062,2.92084677,1.53594828,0.00616025,0.31849194,0.00000000
-4.60130065,4.06677556,2.42836714,2.89296842,1.48374885,0.00630322,0.30882574,0.00000000
-4.59529765,4.00540345,2.33379798,2.86803185,1.43385732,0.00644902,0.29853669,0.00000000
-4.58929465,3.94823440,2.23978858,2.84692036,1.38706165,0.00659830,0.28770513,0.00000000
-4.58329165,3.89650238,2.14748822,2.83038368,1.34404772,0.00675160,0.27642558,0.00000000
-4.57728864,3.85122792,2.05795245,2.81900265,1.30537972,0.00690924,0.26480366,0.00000000
-4.57128564,3.81317612,1.97211827,2.81315967,1.27148452,0.00707124,0.25295276,0.00000000
-4.56528264,3.78282373,1.89078322,2.81301612,1.24264046,0.00723728,0.24099040,0.00000000
-4.55927964,3.76033675,1.81458895,2.81849810,1.21897103,0.00740663,0.22903457,0.00000000
-4.55327664,3.74555949,1.74400987,2.82929097,1.20044348,0.00757817,0.21720021,0.00000000
-4.54727364,3.73801588,1.67934735,2.84484328,1.18687250,0.00775032,0.20559587,0.00000000
-4.54127064,3.73692296,1.62072948,2.86437993,1.17792865,0.00792107,0.19432094,0.00000000
-4.53526763,3.74121600,1.56811649,2.88692411,1.17315129,0.00808804,0.18346317,0.00000000
-4.52926463,3.74958442,1.52131135,2.91132716,1.17196548,0.00824850,0.17309693,0.00000000
-4.52326163,3.76051687,1.47997528,2.93630524,1.17370219,0.00839945,0.16328203,0.00000000
-4.51725863,3.77235381,1.44364730,2.96048112,1.17762114,0.00853773,0.15406312,0.00000000
-4.51125563,3.78334525,1.41176711,2.98242978,1.18293538,0.00866007,0.14546977,0.00000000
-4.50525263,3.79171155,1.38370028,3.00072551,1.18883683,0.00876324,0.13751703,0.00000000
-4.49924962,3.79570462,1.35876491,3.01398917,1.19452184,0.00884414,0.13020650,0.00000000
-4.49324662,3.79366736,1.33625848,3.02093337,1.19921600,0.00889990,0.12352778,0.00000000
-4.48724362,3.78408899,1.31548412,3.02040410,1.20219727,0.00892800,0.11746018,0.00000000
-4.48124062,3.76565430,1.29577523,3.01141740,1.20281683,0.00892634,0.11197465,0.00000000
-4.47523762,3.73728521,1.27651766,2.99318961,1.20051692,0.00889331,0.10703579,0.00000000
-4.46923462,3.69817324,1.25716875,2.96516047,1.19484529,0.00882785,0.10260381,0.00000000
-4.46323162,3.64780216,1.23727269,2.92700854,1.18546576,0.00872950,0.09863652,0.00000000
-4.45722861,3.58596043,1.21647187,2.87865848,1.17216478,0.00859840,0.09509101,0.00000000
-4.45122561,3.51274332,1.19451394,2.82028058,1.15485394,0.00843529,0.09192529,0.00000000
-4.44522261,3.42854536,1.17125468,2.75228275,1.13356848,0.00824149,0.08909962,0.00000000
-4.43921961,3.33404372,1.14665676,2.67529575,1.10846204,0.00801888,0.08657759,0.00000000
-4.43321661,3.23017384,1.12078472,2.59015261,1.07979801,0.00776980,0.08432696,0.00000000
-4.42721361,3.11809852,1.09379652,2.49786315,1.04793797,0.00749704,0.08232025,0.00000000
-4.42121061,2.99917194,1.06593221,2.39958500,1.01332775,0.00720376,0.08053510,0.00000000
-4.41520760,2.87490031,1.03750034,2.29659217,0.97648163,0.00689338,0.07895435,0.00000000
-4.40920460,2.74690043,1.00886258,2.19024231,0.93796536,0.00656954,0.07756597,0.00000000
-4.40320160,2.61685795,0.98041729,2.08194402,0.89837865,0.00623602,0.07636281,0.00000000
-4.39719860,2.48648628,0.95258263,1.97312484,0.85833758,0.00589667,0.07534214,0.00000000
-4.39119560,2.35748771,0.92577984,1.86520113,0.81845765,0.00555531,0.07450511,0.00000000
-4.38519260,2.23151721,0.90041708,1.75955021,0.77933777,0.00521574,0.07385613,0.00000000
-4.37918959,2.11015012,0.87687462,1.65748546,0.74154579,0.00488164,0.07340208,0.00000000
-4.37318659,1.99485379,0.85549156,1.56023458,0.70560566,0.00455652,0.07315155,0.00000000
-4.36718359,1.88696372,0.83655461,1.46892123,0.67198675,0.00424371,0.07311405,0.00000000
-4.36118059,1.78766419,0.82028919,1.38454997,0.64109523,0.00394633,0.07329919,0.00000000
-4.35517759,1.69797336,0.80685307,1.30799451,0.61326770,0.00366723,0.07371591,0.00000000
-4.34917459,1.61873248,0.79633269,1.23998898,0.58876708,0.00340902,0.07437177,0.00000000
-4.34317159,1.55059917,0.78874221,1.18112192,0.56778063,0.00317397,0.07527232,0.00000000
-4.33716858,1.49404410,0.78402527,1.13183280,0.55042009,0.00296409,0.07642055,0.00000000
-4.33116558,1.44935096,0.78205926,1.09241066,0.53672353,0.00278102,0.07781645,0.00000000
-4.32516258,1.41661905,0.78266196,1.06299466,0.52665903,0.00262610,0.07945674,0.00000000
-4.31915958,1.39576832,0.78560009,1.04357629,0.52012957,0.00250028,0.08133467,0.00000000
-4.31315658,1.38654637,0.79059957,1.03400290,0.51697918,0.00240412,0.08343999,0.00000000
-4.30715358,1.38853724,0.79735682,1.03398273,0.51699992,0.00233783,0.08575902,0.00000000
