energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Li_s_up,Li_s_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.81390695,4.10654560,-4.10654874,0.04609732,-0.04609743,0.77753289,-0.77753367,0.23636172,-0.23636189,0.58224847,-0.58224868,1.14892568,-1.14892672,0.09561015,-0.09561031,1.10402307,-1.10402374
-5.80790395,4.01703126,-4.01703470,0.04349370,-0.04349382,0.76233889,-0.76233970,0.23014398,-0.23014419,0.57655818,-0.57655838,1.11535266,-1.11535381,0.09203845,-0.09203861,1.08026487,-1.08026564
-5.80190095,3.91963392,-3.91963756,0.04080035,-0.04080047,0.74619569,-0.74619651,0.22274961,-0.22274987,0.57086971,-0.57086990,1.07900066,-1.07900189,0.08816559,-0.08816577,1.05381314,-1.05381399
-5.79589795,3.81663755,-3.81664130,0.03805121,-0.03805133,0.72951478,-0.72951560,0.21433115,-0.21433143,0.56544585,-0.56544602,1.04057307,-1.04057435,0.08405760,-0.08405778,1.02529286,-1.02529377
-5.78989495,3.71028563,-3.71028942,0.03528001,-0.03528013,0.71268651,-0.71268732,0.20505602,-0.20505633,0.56051615,-0.56051629,1.00077686,-1.00077817,0.07978198,-0.07978217,0.99533239,-0.99533333
-5.78389195,3.60270287,-3.60270663,0.03251963,-0.03251975,0.69606567,-0.69606645,0.19510117,-0.19510151,0.55626660,-0.55626671,0.96030088,-0.96030221,0.07540590,-0.07540609,0.96454175,-0.96454270
-5.77788894,3.49582422,-3.49582788,0.02980140,-0.02980151,0.67995888,-0.67995963,0.18464758,-0.18464792,0.55283114,-0.55283121,0.91979580,-0.91979711,0.07099435,-0.07099453,0.93349258,-0.93349352
-5.77188594,3.39133483,-3.39133834,0.02715456,-0.02715466,0.66461440,-0.66461510,0.17387491,-0.17387526,0.55028555,-0.55028557,0.87985659,-0.87985785,0.06660856,-0.06660874,0.90270067,-0.90270158
-5.76588294,3.29062404,-3.29062735,0.02460584,-0.02460594,0.65021486,-0.65021551,0.16295666,-0.16295701,0.54864411,-0.54864410,0.84100846,-0.84100967,0.06230464,-0.06230482,0.87261194,-0.87261282
-5.75987994,3.19475562,-3.19475870,0.02217914,-0.02217923,0.63687348,-0.63687408,0.15205581,-0.15205616,0.54785941,-0.54785936,0.80369687,-0.80369801,0.05813251,-0.05813268,0.84359268,-0.84359351
-5.75387694,3.10445567,-3.10445851,0.01989532,-0.01989541,0.62463373,-0.62463429,0.14132128,-0.14132163,0.54782523,-0.54782515,0.76828182,-0.76828287,0.05413514,-0.05413530,0.81592431,-0.81592508
-5.74787394,3.02011852,-3.02012111,0.01777222,-0.01777230,0.61347267,-0.61347317,0.13088528,-0.13088561,0.54838255,-0.54838245,0.73503678,-0.73503774,0.05034814,-0.05034830,0.78980296,-0.78980367
-5.74187094,2.94182996,-2.94183231,0.01582465,-0.01582472,0.60330753,-0.60330799,0.12086146,-0.12086177,0.54932848,-0.54932837,0.70415197,-0.70415283,0.04679972,-0.04679987,0.76534370,-0.76534433
-5.73586793,2.86940608,-2.86940820,0.01406467,-0.01406473,0.59400542,-0.59400585,0.11134410,-0.11134439,0.55042757,-0.55042745,0.67574163,-0.67574239,0.04351087,-0.04351100,0.74258906,-0.74258964
-5.72986493,2.80244522,-2.80244713,0.01250183,-0.01250188,0.58539532,-0.58539573,0.10240816,-0.10240842,0.55142508,-0.55142496,0.64985474,-0.64985539,0.04049586,-0.04049598,0.72152133,-0.72152184
-5.72386193,2.74038985,-2.74039157,0.01114355,-0.01114359,0.57728187,-0.57728225,0.09411001,-0.09411025,0.55206144,-0.55206134,0.62648831,-0.62648886,0.03776302,-0.03776313,0.70207760,-0.70207804
-5.71785893,2.68259446,-2.68259602,0.00999555,-0.00999558,0.56945997,-0.56946034,0.08648898,-0.08648920,0.55208733,-0.55208725,0.60560240,-0.60560284,0.03531553,-0.03531563,0.68416684,-0.68416722
-5.71185593,2.62839555,-2.62839696,0.00906225,-0.00906227,0.56172963,-0.56173000,0.07956935,-0.07956954,0.55127836,-0.55127831,0.58713582,-0.58713616,0.03315245,-0.03315254,0.66768785,-0.66768817
-5.70585293,2.57717952,-2.57718079,0.00834726,-0.00834727,0.55390990,-0.55391027,0.07336266,-0.07336282,0.54944881,-0.54944878,0.57102155,-0.57102178,0.03126968,-0.03126976,0.65254695,-0.65254721
-5.69984992,2.52844468,-2.52844581,0.00785376,-0.00785376,0.54585138,-0.54585175,0.06787033,-0.06787046,0.54646358,-0.54646358,0.55720086,-0.55720098,0.02966095,-0.02966102,0.63867452,-0.63867472
-5.69384692,2.48185380,-2.48185480,0.00758485,-0.00758483,0.53744649,-0.53744687,0.06308618,-0.06308628,0.54224782,-0.54224786,0.54563539,-0.54563541,0.02831865,-0.02831871,0.62603933,-0.62603946
-5.68784392,2.43727451,-2.43727536,0.00754387,-0.00754384,0.52863704,-0.52863742,0.05899896,-0.05899903,0.53679372,-0.53679379,0.53631641,-0.53631631,0.02723457,-0.02723462,0.61465987,-0.61465991
-5.68184092,2.39480528,-2.39480595,0.00773460,-0.00773456,0.51941861,-0.51941899,0.05559456,-0.05559460,0.53016403,-0.53016412,0.52927067,-0.52927044,0.02640047,-0.02640051,0.60461211,-0.60461207
-5.67583792,2.35478595,-2.35478639,0.00816137,-0.00816131,0.50984173,-0.50984211,0.05285792,-0.05285792,0.52249236,-0.52249246,0.52456277,-0.52456241,0.02580839,-0.02580843,0.59603332,-0.59603317
-5.66983492,2.31779237,-2.31779255,0.00882909,-0.00882901,0.50000975,-0.50001013,0.05077449,-0.05077447,0.51398003,-0.51398012,0.52229378,-0.52229328,0.02545084,-0.02545087,0.58912160,-0.58912133
-5.66383192,2.28461590,-2.28461576,0.00974312,-0.00974303,0.49007364,-0.49007400,0.04933135,-0.04933129,0.50488981,-0.50488988,0.52259633,-0.52259567,0.02532072,-0.02532074,0.58413138,-0.58413097
-5.65782891,2.25622898,-2.25622845,0.01090915,-0.01090904,0.48022408,-0.48022441,0.04851770,-0.04851760,0.49553687,-0.49553689,0.52562660,-0.52562578,0.02541110,-0.02541111,0.58136503,-0.58136445
-5.65182591,2.23373911,-2.23373812,0.01233286,-0.01233274,0.47068138,-0.47068168,0.04832509,-0.04832495,0.48627728,-0.48627725,0.53155371,-0.53155271,0.02571485,-0.02571485,0.58116105,-0.58116028
-5.64582291,2.21833389,-2.21833236,0.01401961,-0.01401947,0.46168391,-0.46168416,0.04874708,-0.04874690,0.47749488,-0.47749476,0.54054719,-0.54054599,0.02622416,-0.02622416,0.58387948,-0.58387849
-5.63981991,2.21122020,-2.21121807,0.01597400,-0.01597384,0.45347559,-0.45347577,0.04977869,-0.04977848,0.46958682,-0.46958660,0.55276341,-0.55276201,0.02692998,-0.02692997,0.58988525,-0.58988402
-5.63381691,2.21356088,-2.21355808,0.01819943,-0.01819925,0.44629331,-0.44629342,0.05141549,-0.05141524,0.46294882,-0.46294847,0.56833180,-0.56833019,0.02782148,-0.02782146,0.59953026,-0.59952876
-5.62781391,2.22641231,-2.22640878,0.02069761,-0.02069740,0.44035497,-0.44035501,0.05365251,-0.05365222,0.45796044,-0.45795996,0.58734166,-0.58733983,0.02888554,-0.02888552,0.61313509,-0.61313330
-5.62181091,2.25066587,-2.25066156,0.02346805,-0.02346783,0.43584873,-0.43584868,0.05648306,-0.05648273,0.45497133,-0.45497070,0.60983045,-0.60982839,0.03010635,-0.03010632,0.63097109,-0.63096899
-5.61580790,2.28699635,-2.28699123,0.02650767,-0.02650743,0.43292399,-0.43292385,0.05989747,-0.05989710,0.45428867,-0.45428786,0.63577419,-0.63577192,0.03146509,-0.03146506,0.65324376,-0.65324133
-5.60980490,2.33581949,-2.33581354,0.02981029,-0.02981002,0.43168470,-0.43168447,0.06388193,-0.06388153,0.45616652,-0.45616553,0.66508059,-0.66507810,0.03293983,-0.03293979,0.68007800,-0.68007524
-5.60380190,2.39726051,-2.39725372,0.03336630,-0.03336602,0.43218504,-0.43218472,0.06841742,-0.06841697,0.46079732,-0.46079615,0.69758523,-0.69758253,0.03450558,-0.03450554,0.71150597,-0.71150287
-5.59779890,2.47113477,-2.47112716,0.03716240,-0.03716211,0.43442778,-0.43442737,0.07347873,-0.07347826,0.46830574,-0.46830438,0.73305104,-0.73304814,0.03613460,-0.03613455,0.74745795,-0.74745452
-5.59179590,2.55694111,-2.55693273,0.04118135,-0.04118104,0.43836515,-0.43836465,0.07903387,-0.07903336,0.47874502,-0.47874348,0.77117105,-0.77116797,0.03779682,-0.03779677,0.78775663,-0.78775289
-5.58579290,2.65386767,-2.65385855,0.04540189,-0.04540157,0.44390210,-0.44390152,0.08504349,-0.08504295,0.49209583,-0.49209411,0.81157424,-0.81157100,0.03946051,-0.03946046,0.83211500,-0.83211096
-5.57978989,2.76080946,-2.76079969,0.04979874,-0.04979840,0.45090167,-0.45090101,0.09146076,-0.09146020,0.50826748,-0.50826560,0.85383409,-0.85383071,0.04109313,-0.04109308,0.88013796,-0.88013365
-5.57378689,2.87639661,-2.87638627,0.05434268,-0.05434233,0.45919185,-0.45919114,0.09823140,-0.09823081,0.52710137,-0.52709933,0.89747926,-0.89747577,0.04266219,-0.04266214,0.93132761,-0.93132306
-5.56778389,2.99903153,-2.99902072,0.05900081,-0.05900046,0.46857377,-0.46857300,0.10529399,-0.10529339,0.54837635,-0.54837418,0.94200596,-0.94200239,0.04413635,-0.04413631,0.98509205,-0.98508731
-5.56178089,3.12693320,-3.12692204,0.06373685,-0.06373650,0.47883031,-0.47882950,0.11258058,-0.11257997,0.57181582,-0.57181355,0.98689112,-0.98688750,0.04548643,-0.04548639,1.04075750,-1.04075261
-5.55577789,3.25818665,-3.25817526,0.06851154,-0.06851119,0.48973497,-0.48973413,0.12001747,-0.12001685,0.59709620,-0.59709384,1.03160580,-1.03160215,0.04668644,-0.04668639,1.09758327,-1.09757829
-5.54977489,3.39079546,-3.39078399,0.07328314,-0.07328280,0.50106024,-0.50105939,0.12752621,-0.12752560,0.62385641,-0.62385399,1.07562814,-1.07562450,0.04771455,-0.04771451,1.15477933,-1.15477432
-5.54377189,3.52273561,-3.52272418,0.07800809,-0.07800775,0.51258527,-0.51258441,0.13502484,-0.13502424,0.65170828,-0.65170583,1.11845536,-1.11845176,0.04855399,-0.04855396,1.21152591,-1.21152093
-5.53776888,3.65200863,-3.65199739,0.08264156,-0.08264124,0.52410231,-0.52410145,0.14242922,-0.14242864,0.68024739,-0.68024494,1.15961424,-1.15961071,0.04919369,-0.04919366,1.26699467,-1.26698979
-5.53176588,3.77669294,-3.77668203,0.08713831,-0.08713800,0.53542198,-0.53542114,0.14965450,-0.14965395,0.70906432,-0.70906190,1.19866994,-1.19866651,0.04962884,-0.04962882,1.32037090,-1.32036618
-5.52576288,3.89499195,-3.89498150,0.09145336,-0.09145307,0.54637704,-0.54637623,0.15661676,-0.15661624,0.73775599,-0.73775364,1.23523286,-1.23522957,0.04986125,-0.04986123,1.37087613,-1.37087164
-5.51975988,4.00527820,-4.00526834,0.09554288,-0.09554261,0.55682485,-0.55682406,0.16323461,-0.16323413,0.76593705,-0.76593479,1.26896375,-1.26896061,0.04989940,-0.04989938,1.41779070,-1.41778649
-5.51375688,4.10613286,-4.10612371,0.09936506,-0.09936481,0.56664855,-0.56664780,0.16943094,-0.16943051,0.79325105,-0.79324891,1.29957703,-1.29957407,0.04975844,-0.04975843,1.46047561,-1.46047175
-5.50775388,4.19638040,-4.19637205,0.10288093,-0.10288071,0.57575737,-0.57575666,0.17513466,-0.17513427,0.81938143,-0.81937943,1.32684278,-1.32684001,0.04945988,-0.04945986,1.49839314,-1.49838967
-5.50175088,4.27511808,-4.27511060,0.10605531,-0.10605513,0.58408606,-0.58408539,0.18028236,-0.18028202,0.84406204,-0.84406019,1.35058762,-1.35058506,0.04903115,-0.04903113,1.53112562,-1.53112257
-5.49574787,4.34174039,-4.34173385,0.10885767,-0.10885752,0.59159401,-0.59159340,0.18482000,-0.18481972,0.86708717,-0.86708551,1.37069500,-1.37069268,0.04850505,-0.04850504,1.55839189,-1.55838929
-5.48974487,4.39595830,-4.39595273,0.11126294,-0.11126282,0.59826426,-0.59826370,0.18870447,-0.18870425,0.88832096,-0.88831948,1.38710512,-1.38710304,0.04791907,-0.04791905,1.58006088,-1.58005875
-5.48374187,4.43781338,-4.43780880,0.11325232,-0.11325224,0.60410256,-0.60410207,0.19190499,-0.19190484,0.90770573,-0.90770445,1.39981491,-1.39981308,0.04731457,-0.04731454,1.59616182,-1.59616016
-5.47773887,4.46768649,-4.46768288,0.11481398,-0.11481393,0.60913692,-0.60913648,0.19440438,-0.19440429,0.92526942,-0.92526832,1.40887824,-1.40887667,0.04673603,-0.04673600,1.60689073,-1.60688952
-5.47173587,4.48630093,-4.48629825,0.11594362,-0.11594361,0.61341742,-0.61341704,0.19619999,-0.19619996,0.94113139,-0.94113047,1.41440644,-1.41440511,0.04623020,-0.04623016,1.61261273,-1.61261196
-5.46573287,4.49471952,-4.49471770,0.11664494,-0.11664496,0.61701668,-0.61701635,0.19730446,-0.19730449,0.95550668,-0.95550593,1.41656907,-1.41656798,0.04584519,-0.04584514,1.61386001,-1.61385963
-5.45972986,4.49433522,-4.49433416,0.11692988,-0.11692993,0.62003052,-0.62003025,0.19774602,-0.19774610,0.96870809,-0.96870748,1.41559477,-1.41559392,0.04562974,-0.04562968,1.61132517,-1.61132513
-5.45372686,4.48685452,-4.48685410,0.11681866,-0.11681874,0.62257893,-0.62257871,0.19756852,-0.19756865,0.98114596,-0.98114547,1.41177187,-1.41177123,0.04563230,-0.04563222,1.60584992,-1.60585016
-5.44772386,4.47427321,-4.47427329,0.11633964,-0.11633975,0.62480690,-0.62480671,0.19683092,-0.19683111,0.99332519,-0.99332478,1.40544831,-1.40544786,0.04590026,-0.04590016,1.59840924,-1.59840967
-5.44172086,4.45884389,-4.45884430,0.11552887,-0.11552900,0.62688486,-0.62688471,0.19560647,-0.19560669,1.00583932,-1.00583895,1.39703038,-1.39703010,0.04647914,-0.04647903,1.59009102,-1.59009156
-5.43571786,4.44303497,-4.44303551,0.11442941,-0.11442956,0.62900848,-0.62900835,0.19398129,-0.19398154,1.01936145,-1.01936108,1.38697996,-1.38697980,0.04741180,-0.04741166,1.58207176,-1.58207232
-5.42971486,4.42948104,-4.42948153,0.11309040,-0.11309056,0.63139732,-0.63139721,0.19205267,-0.19205294,1.03463185,-1.03463143,1.37580960,-1.37580953,0.04873759,-0.04873743,1.57558866,-1.57558914
-5.42371186,4.42092513,-4.42092536,0.11156585,-0.11156603,0.63429230,-0.63429218,0.18992686,-0.18992714,1.05244237,-1.05244185,1.36407538,-1.36407536,0.05049155,-0.05049136,1.57190873,-1.57190903
-5.41770885,4.42015340,-4.42015315,0.10991328,-0.10991345,0.63795156,-0.63795143,0.18771655,-0.18771684,1.07361774,-1.07361707,1.35236716,-1.35236713,0.05270357,-0.05270335,1.57229580,-1.57229582
-5.41170585,4.42992373,-4.42992281,0.10819208,-0.10819226,0.64264487,-0.64264470,0.18553814,-0.18553841,1.09899408,-1.09899320,1.34129638,-1.34129630,0.05539751,-0.05539727,1.57797624,-1.57797588
-5.40570285,4.45288987,-4.45288808,0.10646188,-0.10646205,0.64864635,-0.64864613,0.18350868,-0.18350894,1.12939511,-1.12939398,1.33148161,-1.33148143,0.05859042,-0.05859015,1.59010438,-1.59010356
-5.39969985,4.49152340,-4.49152056,0.10478072,-0.10478088,0.65622592,-0.65622565,0.18174296,-0.18174319,1.16560674,-1.16560532,1.32353217,-1.32353185,0.06229162,-0.06229133,1.60972886,-1.60972750
-5.39369685,4.54803622,-4.54803218,0.10320330,-0.10320344,0.66563965,-0.66563930,0.18035044,-0.18035064,1.20835067,-1.20834892,1.31803060,-1.31803008,0.06650206,-0.06650173,1.63776082,-1.63775885
-5.38769385,4.62430643,-4.62430104,0.10177932,-0.10177944,0.67711935,-0.67711891,0.17943253,-0.17943269,1.25825804,-1.25825593,1.31551462,-1.31551386,0.07121355,-0.07121320,1.67494522,-1.67494259
-5.38169085,4.72181079,-4.72180397,0.10055191,-0.10055202,0.69086208,-0.69086154,0.17908006,-0.17908016,1.31584402,-1.31584153,1.31645953,-1.31645850,0.07640834,-0.07640797,1.72183633,-1.72183299
-5.37568784,4.84156697,-4.84155866,0.09955637,-0.09955645,0.70702001,-0.70701937,0.17937118,-0.17937123,1.38148446,-1.38148158,1.32126210,-1.32126076,0.08205874,-0.08205833,1.77877836,-1.77877429
-5.36968484,4.98408843,-4.98407859,0.09881912,-0.09881917,0.72569125,-0.72569051,0.18036982,-0.18036981,1.45539555,-1.45539227,1.33022669,-1.33022502,0.08812704,-0.08812662,1.84589214,-1.84588734
-5.36368184,5.14935476,-5.14934342,0.09835700,-0.09835702,0.74691232,-0.74691147,0.18212462,-0.18212454,1.53761756,-1.53761389,1.34355467,-1.34355265,0.09456579,-0.09456535,1.92306864,-1.92306312
-5.35767884,5.33679950,-5.33678671,0.09817702,-0.09817702,0.77065262,-0.77065167,0.18466859,-0.18466845,1.62800362,-1.62799958,1.36133780,-1.36133542,0.10131822,-0.10131778,2.00996957,-2.00996337
-5.35167584,5.54531700,-5.54530284,0.09827640,-0.09827637,0.79681156,-0.79681052,0.18801929,-0.18801908,1.72621421,-1.72620983,1.38355610,-1.38355337,0.10831922,-0.10831877,2.10603561,-2.10602876
-5.34567284,5.77328886,-5.77327347,0.09864306,-0.09864300,0.82521850,-0.82521739,0.19217969,-0.19217941,1.83171807,-1.83171339,1.41008055,-1.41007747,0.11549650,-0.11549605,2.21050190,-2.21049446
-5.33966983,6.01862993,-6.01861346,0.09925644,-0.09925636,0.85563578,-0.85563461,0.19713952,-0.19713918,1.94379975,-1.94379482,1.44068059,-1.44067719,0.12277218,-0.12277173,2.32242074,-2.32241279
-5.33366683,6.27885242,-6.27883506,0.10008872,-0.10008862,0.88776480,-0.88776359,0.20287711,-0.20287670,2.06157400,-2.06156887,1.47503622,-1.47503252,0.13006469,-0.13006425,2.44069058,-2.44068220
-5.32766383,6.55114627,-6.55112821,0.10110618,-0.10110606,0.92125500,-0.92125378,0.20936153,-0.20936106,2.18400677,-2.18400150,1.51275408,-1.51275010,0.13729090,-0.13729049,2.56409057,-2.56408185
-5.32166083,6.83247257,-6.83245402,0.10227090,-0.10227077,0.95571544,-0.95571423,0.21655492,-0.21655438,2.30994227,-2.30993692,1.55338674,-1.55338252,0.14436851,-0.14436811,2.69131925,-2.69131027
-5.31565783,7.11966636,-7.11964753,0.10354246,-0.10354231,0.99072841,-0.99072724,0.22441486,-0.22441426,2.43813528,-2.43812992,1.59645419,-1.59644977,0.15121843,-0.15121806,2.82103607,-2.82102694
-5.30965483,7.40954438,-7.40952547,0.10487969,-0.10487953,1.02586455,-1.02586344,0.23289664,-0.23289598,2.56728769,-2.56728237,1.64146633,-1.64146174,0.15776730,-0.15776697,2.95190405,-2.95189484
-5.30365183,7.69901295,-7.69899416,0.10624239,-0.10624223,1.06069869,-1.06069766,0.24195519,-0.24195448,2.69608779,-2.69608258,1.68794513,-1.68794041,0.16394984,-0.16394954,3.08263175,-3.08262256
-5.29764882,7.98517100,-7.98515252,0.10759285,-0.10759269,1.09482559,-1.09482465,0.25154663,-0.25154586,2.82325096,-2.82324590,1.73544526,-1.73544044,0.16971096,-0.16971071,3.21201293,-3.21200383
-5.29164582,8.26540339,-8.26538537,0.10889715,-0.10889699,1.12787484,-1.12787402,0.26162923,-0.26162841,2.94755980,-2.94755493,1.78357192,-1.78356703,0.17500761,-0.17500740,3.33896196,-3.33895303
-5.28564282,8.53745984,-8.53744240,0.11012617,-0.11012601,1.15952417,-1.15952348,0.27216381,-0.27216294,3.06790225,-3.06789761,1.83199480,-1.83198987,0.17981012,-0.17980996,3.46254355,-3.46253484
-5.27963982,8.79951570,-8.79949894,0.11125626,-0.11125610,1.18951030,-1.18950974,0.28311343,-0.28311251,3.18330577,-3.18330137,1.88045731,-1.88045236,0.18410313,-0.18410301,3.58199526,-3.58198681
-5.27363682,9.05021136,-9.05019534,0.11226954,-0.11226939,1.21763689,-1.21763646,0.29444245,-0.29444148,3.29296600,-3.29296187,1.92878056,-1.92877562,0.18788582,-0.18788575,3.69674183,-3.69673368
-5.26763382,9.28866822,-9.28865298,0.11315388,-0.11315375,1.24377915,-1.24377886,0.30611498,-0.30611396,3.39626857,-3.39626468,1.97686177,-1.97685684,0.19117166,-0.19117163,3.80640060,-3.80639277
-5.26163082,9.51448049,-9.51446604,0.11390249,-0.11390237,1.26788473,-1.26788456,0.31809279,-0.31809173,3.49280267,-3.49279903,2.02466720,-2.02466230,0.19398742,-0.19398742,3.91077763,-3.91077013
