energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,N_s_up,N_s_down,N_p_up,N_p_down,S_s_up,S_s_down,S_p_up,S_p_down,V_p_up,V_p_down,V_d_up,V_d_down
-2.56028014,2.96777179,-0.19858756,0.28784211,-0.03350518,2.09762956,-0.09023931,0.00032432,-0.00000654,0.07451686,-0.00017707,0.01390052,-0.00045177,0.19476212,-0.00175240,0.50712019,-0.04068696,0.49292662,-0.07157777
-2.55427714,2.89811803,-0.19713592,0.28001855,-0.03293059,2.05232588,-0.08806795,0.00031149,-0.00000605,0.07191408,-0.00022212,0.01348743,-0.00047367,0.18890819,-0.00195320,0.50125734,-0.04638127,0.47799604,-0.07047741
-2.54827414,2.81518358,-0.19764757,0.27108745,-0.03263860,1.99840101,-0.08660981,0.00029735,-0.00000557,0.06898711,-0.00027685,0.01300454,-0.00050261,0.18209732,-0.00220325,0.49213570,-0.05320422,0.46061394,-0.07001028
-2.54227114,2.72030059,-0.20051773,0.26118777,-0.03268981,1.93668162,-0.08603233,0.00028211,-0.00000510,0.06578151,-0.00034285,0.01245997,-0.00053951,0.17444216,-0.00251011,0.47992990,-0.06129099,0.44108457,-0.07031238
-2.53626813,2.61495216,-0.20612889,0.25046703,-0.03314204,1.86807896,-0.08649725,0.00026605,-0.00000465,0.06234597,-0.00042188,0.01186272,-0.00058528,0.16606724,-0.00288162,0.46487566,-0.07077457,0.41974248,-0.07151508
-2.53026513,2.50073394,-0.21484408,0.23907787,-0.03404927,1.79356633,-0.08815797,0.00024940,-0.00000423,0.05873111,-0.00051580,0.01122243,-0.00064068,0.15710564,-0.00332579,0.44726261,-0.08178233,0.39694332,-0.07374307
-2.52426213,2.37931430,-0.22700024,0.22717455,-0.03546059,1.71415610,-0.09115707,0.00023245,-0.00000385,0.05498822,-0.00062661,0.01054912,-0.00070642,0.14769545,-0.00385066,0.42742560,-0.09443236,0.37305444,-0.07711244
-2.51825913,2.25239462,-0.24290193,0.21490979,-0.03741927,1.63087717,-0.09562380,0.00021544,-0.00000350,0.05116806,-0.00075638,0.00985290,-0.00078300,0.13797625,-0.00446412,0.40573474,-0.10882965,0.34844568,-0.08172889
-2.51225613,2.12167118,-0.26281522,0.20243184,-0.03996183,1.54475346,-0.10167179,0.00019863,-0.00000320,0.04731976,-0.00090724,0.00914376,-0.00087080,0.12808579,-0.00517373,0.38258492,-0.12506218,0.32348076,-0.08768623
-2.50625313,1.98879994,-0.28696200,0.18988203,-0.04311723,1.45678433,-0.10939669,0.00018226,-0.00000295,0.04348972,-0.00108128,0.00843131,-0.00096998,0.11815676,-0.00598650,0.35838502,-0.14319734,0.29850944,-0.09506512
-2.50025013,1.85536536,-0.31551490,0.17739272,-0.04690612,1.36792731,-0.11887393,0.00016656,-0.00000274,0.03972083,-0.00128059,0.00772459,-0.00108049,0.10831405,-0.00690865,0.33354745,-0.16327851,0.27386093,-0.10393206
-2.49424712,1.72285404,-0.34859274,0.16508582,-0.05134023,1.27908358,-0.13015655,0.00015175,-0.00000259,0.03605164,-0.00150711,0.00703189,-0.00120207,0.09867241,-0.00794538,0.30847835,-0.18532245,0.24983854,-0.11433876
-2.48824412,1.59263397,-0.38625696,0.15307178,-0.05642181,1.19108652,-0.14327310,0.00013803,-0.00000249,0.03251588,-0.00176260,0.00636059,-0.00133421,0.08933453,-0.00910065,0.28356900,-0.20931738,0.22671584,-0.12632192
-2.48224112,1.46593952,-0.42850903,0.14144904,-0.06214327,1.10469342,-0.15822568,0.00012557,-0.00000245,0.02914204,-0.00204859,0.00571710,-0.00147616,0.08038974,-0.01037692,0.25918851,-0.23522214,0.20473428,-0.13990339
-2.47623812,1.34386233,-0.47528916,0.13030400,-0.06848693,1.02058020,-0.17498817,0.00011456,-0.00000248,0.02595320,-0.00236628,0.00510677,-0.00162694,0.07191319,-0.01177494,0.23567826,-0.26296658,0.18410234,-0.15509092
-2.47023512,1.22734782,-0.52647650,0.11971134,-0.07542502,0.93933908,-0.19350478,0.00010514,-0.00000257,0.02296704,-0.00271647,0.00453388,-0.00178537,0.06396562,-0.01329360,0.21334800,-0.29245343,0.16499609,-0.17187936
-2.46423212,1.11719683,-0.58189093,0.10973471,-0.08291978,0.86147886,-0.21368893,0.00009747,-0.00000273,0.02019596,-0.00309953,0.00400166,-0.00195005,0.05659353,-0.01492975,0.19247390,-0.32356150,0.14756098,-0.19025248
-2.45822911,1.01407185,-0.64129668,0.10042762,-0.09092392,0.78742742,-0.23542257,0.00009169,-0.00000296,0.01764735,-0.00351533,0.00351233,-0.00211943,0.04982985,-0.01667817,0.17329821,-0.35615054,0.13191473,-0.21018529
-2.45222611,0.91850695,-0.70440773,0.09183454,-0.09938114,0.71753606,-0.25855618,0.00008792,-0.00000328,0.01532404,-0.00396317,0.00306717,-0.00229184,0.04369493,-0.01853151,0.15603058,-0.39006745,0.11815108,-0.23164687
-2.44622311,0.83092059,-0.77089507,0.08399208,-0.10822707,0.65208516,-0.28290935,0.00008630,-0.00000369,0.01322477,-0.00444181,0.00266664,-0.00246553,0.03819790,-0.02048038,0.14085087,-0.42515377,0.10634420,-0.25460368
-2.44022011,0.75163042,-0.84039556,0.07693018,-0.11739027,0.59129081,-0.30827218,0.00008695,-0.00000420,0.01134477,-0.00494942,0.00231045,-0.00263873,0.03333810,-0.02251347,0.12791297,-0.46125419,0.09655338,-0.27902306
-2.43421711,0.68086920,-0.91252222,0.07067330,-0.12679362,0.53531194,-0.33440746,0.00008999,-0.00000482,0.00967634,-0.00548359,0.00199772,-0.00280970,0.02910676,-0.02461777,0.11734962,-0.49822560,0.08882796,-0.30487692
-2.42821411,0.61880098,-0.98687563,0.06524140,-0.13635573,0.48425760,-0.36105383,0.00009555,-0.00000555,0.00820948,-0.00604140,0.00172707,-0.00297679,0.02548866,-0.02677887,0.10927766,-0.53594631,0.08321206,-0.33214531
-2.42221111,0.56553687,-1.06305582,0.06065093,-0.14599261,0.43819403,-0.38792970,0.00010374,-0.00000643,0.00693248,-0.00661943,0.00149677,-0.00313847,0.02246375,-0.02898127,0.10380363,-0.57432484,0.07974912,-0.36081966
-2.41620810,0.52114970,-1.14067414,0.05691550,-0.15561945,0.39715135,-0.41473808,0.00011468,-0.00000745,0.00583253,-0.00721383,0.00130483,-0.00329344,0.02000875,-0.03120886,0.10102922,-0.61330771,0.07848580,-0.39090529
-2.41020510,0.48568716,-1.21936461,0.05404653,-0.16515233,0.36112969,-0.44117225,0.00012847,-0.00000864,0.00489620,-0.00782045,0.00114912,-0.00344061,0.01809852,-0.03344528,0.10105648,-0.65288549,0.07947541,-0.42242311
-2.40420210,0.45918288,-1.29879374,0.05205359,-0.17451004,0.33010455,-0.46692194,0.00014519,-0.00001001,0.00410995,-0.00843489,0.00102745,-0.00357915,0.01670734,-0.03567447,0.10399231,-0.69309674,0.08278043,-0.45541000
-2.39819910,0.44166545,-1.37866850,0.05094465,-0.18361576,0.30403141,-0.49168016,0.00016492,-0.00001158,0.00346052,-0.00905261,0.00093765,-0.00370853,0.01580993,-0.03788103,0.10995234,-0.73402903,0.08847427,-0.48991777
-2.39219610,0.43316499,-1.45874152,0.05072620,-0.19239855,0.28284954,-0.51515026,0.00018770,-0.00001336,0.00293526,-0.00966906,0.00087763,-0.00382851,0.01538228,-0.04005072,0.11906377,-0.77581680,0.09664214,-0.52601041
-2.38619310,0.43371729,-1.53881318,0.05140319,-0.20079469,0.26648508,-0.53705305,0.00021355,-0.00001538,0.00252241,-0.01027975,0.00084542,-0.00393914,0.01540231,-0.04217079,0.13146717,-0.81863570,0.10738097,-0.56375958
-2.38019010,0.44336572,-1.61873012,0.05297895,-0.20874869,0.25485327,-0.55713377,0.00024245,-0.00001765,0.00221125,-0.01088037,0.00083922,-0.00404073,0.01585021,-0.04423026,0.14731722,-0.86269333,0.12079839,-0.60323820
-2.37418709,0.46216072,-1.69838001,0.05545506,-0.21621404,0.24786010,-0.57516859,0.00027434,-0.00002018,0.00199226,-0.01146685,0.00085736,-0.00413382,0.01670875,-0.04622014,0.16678218,-0.90821642,0.13701084,-0.64451236
-2.36818409,0.49015725,-1.77768260,0.05883114,-0.22315355,0.24540329,-0.59097040,0.00030910,-0.00002300,0.00185714,-0.01203544,0.00089836,-0.00421913,0.01796326,-0.04813354,0.19004229,-0.95543493,0.15614091,-0.68763172
-2.36218109,0.52741031,-1.85657743,0.06310471,-0.22953937,0.24737265,-0.60439363,0.00034658,-0.00002610,0.00179883,-0.01258272,0.00096089,-0.00429751,0.01960156,-0.04996562,0.21728700,-1.00456355,0.17831371,-0.73261873
-2.35617809,0.57396865,-1.93500862,0.06827100,-0.23535270,0.25365000,-0.61533790,0.00038655,-0.00002952,0.00181146,-0.01310569,0.00104373,-0.00436984,0.02161378,-0.05171348,0.24871112,-1.05578142,0.20365275,-0.77945722
-2.35017509,0.62986705,-2.01290770,0.07432291,-0.24058308,0.26410857,-0.62375032,0.00042875,-0.00003325,0.00189024,-0.01360167,0.00114579,-0.00443703,0.02399196,-0.05337598,0.28450995,-1.10921117,0.23227503,-0.82808089
-2.34417209,0.69511731,-2.09017539,0.08125084,-0.24522752,0.27861200,-0.62962624,0.00047283,-0.00003732,0.00203133,-0.01406839,0.00126602,-0.00449989,0.02672971,-0.05495339,0.32487349,-1.16489833,0.26428574,-0.87836254
-2.33816908,0.76969814,-2.16666365,0.08904268,-0.24928931,0.29701294,-0.63300856,0.00051842,-0.00004172,0.00223169,-0.01450390,0.00140342,-0.00455910,0.02982173,-0.05644710,0.36997979,-1.22279246,0.29977249,-0.93010461
-2.33216608,0.85354432,-2.24215919,0.09768370,-0.25277684,0.31915138,-0.63398546,0.00056508,-0.00004646,0.00248891,-0.01490657,0.00155699,-0.00461512,0.03326332,-0.05785922,0.41998768,-1.28273121,0.33879932,-0.98303193
-2.32616308,0.94653541,-2.31636990,0.10715647,-0.25570223,0.34485265,-0.63268672,0.00061233,-0.00005157,0.00280102,-0.01527504,0.00172569,-0.00466822,0.03704982,-0.05919227,0.47502878,-1.34442860,0.38140056,-1.03678742
-2.32016008,1.04848406,-2.38891536,0.11744072,-0.25808010,0.37392531,-0.62927878,0.00065965,-0.00005706,0.00316628,-0.01560819,0.00190839,-0.00471838,0.04117608,-0.06044882,0.53519916,-1.40746865,0.42757468,-1.09093125
-2.31415708,1.15912459,-2.45932263,0.12851306,-0.25992649,0.40615888,-0.62395875,0.00070651,-0.00006294,0.00358301,-0.01590516,0.00210387,-0.00476531,0.04563589,-0.06163129,0.60055062,-1.47130504,0.47727830,-1.14494410
-2.30815408,1.27810183,-2.52702811,0.14034659,-0.26125791,0.44132157,-0.61694765,0.00075235,-0.00006924,0.00404940,-0.01616533,0.00231081,-0.00480847,0.05042145,-0.06274183,0.67108191,-1.53526761,0.53042059,-1.19823474
-2.30215108,1.40496079,-2.59138614,0.15291038,-0.26209079,0.47915826,-0.60848325,0.00079660,-0.00007600,0.00456333,-0.01638832,0.00252772,-0.00484709,0.05552275,-0.06378230,0.74672990,-1.59857571,0.58685809,-1.25015207
-2.29614807,1.53913747,-2.65168425,0.16616874,-0.26244119,0.51938860,-0.59881277,0.00083873,-0.00008326,0.00512224,-0.01657409,0.00275298,-0.00488020,0.06092708,-0.06475440,0.82736111,-1.66035839,0.64639019,-1.30000129
-2.29014507,1.67995115,-2.70716498,0.18008033,-0.26232488,0.56170573,-0.58818587,0.00087821,-0.00009108,0.00572299,-0.01672297,0.00298482,-0.00490672,0.06661846,-0.06565994,0.91276364,-1.71968064,0.70875554,-1.34706400
-2.28414207,1.82659873,-2.75705343,0.19459707,-0.26175783,0.60577548,-0.57684821,0.00091453,-0.00009952,0.00636180,-0.01683576,0.00322132,-0.00492549,0.07257720,-0.06650116,1.00263992,-1.77557497,0.77362941,-1.39062124
-2.27813907,1.97815139,-2.80058941,0.20966296,-0.26075692,0.65123642,-0.56503584,0.00094726,-0.00010867,0.00703414,-0.01691380,0.00346044,-0.00493540,0.07877942,-0.06728127,1.09660044,-1.82707664,0.84062220,-1.42997868
-2.27213607,2.13355399,-2.83706258,0.22521275,-0.25934102,0.69770087,-0.55297072,0.00097599,-0.00011863,0.00773473,-0.01695914,0.00370003,-0.00493543,0.08519669,-0.06800486,1.19415885,-1.87326117,0.90927945,-1.46449281
-2.26613307,2.29162769,-2.86584885,0.24117069,-0.25753220,0.74475694,-0.54085753,0.00100040,-0.00012952,0.00845756,-0.01697455,0.00393786,-0.00492475,0.09179575,-0.06867854,1.29472875,-1.91328213,0.97908317,-1.49359674
-2.26013007,2.45107605,-2.88644595,0.25744928,-0.25535700,0.79197172,-0.52888178,0.00102022,-0.00014146,0.00919592,-0.01696368,0.00417163,-0.00490281,0.09853830,-0.06931133,1.39762237,-1.94640731,1.04945498,-1.51682439
-2.25412706,2.61049476,-2.89850603,0.27394821,-0.25284776,0.83889567,-0.51720932,0.00103525,-0.00015459,0.00994249,-0.01693108,0.00439906,-0.00486938,0.10538098,-0.06991511,1.50205168,-1.97205122,1.11976078,-1.53383166
-2.24812406,2.76838533,-2.90186347,0.29055368,-0.25004367,0.88506826,-0.50598709,0.00104538,-0.00016906,0.01068945,-0.01688223,0.00461785,-0.00482459,0.11227542,-0.07050486,1.60713206,-1.98980229,1.18931737,-1.54441346
-2.24212106,2.92317263,-2.89655575,0.30713800,-0.24699168,0.93002456,-0.49534503,0.00105055,-0.00018502,0.01142861,-0.01682356,0.00482580,-0.00476901,0.11916852,-0.07109874,1.71188883,-1.99944305,1.25740078,-1.54851536
-2.23611806,3.07322624,-2.88283617,0.32355980,-0.24374696,0.97330290,-0.48539880,0.00105080,-0.00020263,0.01215162,-0.01676235,0.00502076,-0.00470363,0.12600289,-0.07171797,1.81526695,-2.00096207,1.32325631,-1.54623936
-2.23011506,3.21688525,-2.86117720,0.33966482,-0.24037295,1.01445313,-0.47625319,0.00104622,-0.00022202,0.01285009,-0.01670670,0.00520076,-0.00462986,0.13271746,-0.07238645,1.91614378,-1.99455707,1.38611039,-1.53784305
-2.22411206,3.35248628,-2.83226391,0.35528736,-0.23694087,1.05304536,-0.46800570,0.00103695,-0.00024332,0.01351582,-0.01666528,0.00536395,-0.00454949,0.13924827,-0.07313016,2.01334519,-1.98062868,1.44518372,-1.52373221
-2.21810905,3.47839385,-2.79697745,0.37025245,-0.23352869,1.08867877,-0.46075019,0.00102322,-0.00026664,0.01414098,-0.01664725,0.00550872,-0.00446465,0.14552950,-0.07397631,2.10566464,-1.95976522,1.49970582,-1.50444692
-2.21210605,3.59303257,-2.75636912,0.38437867,-0.23021961,1.12099006,-0.45458002,0.00100528,-0.00029206,0.01471827,-0.01666194,0.00563363,-0.00437775,0.15149454,-0.07495234,2.19188520,-1.93271920,1.54893052,-1.48064197
-2.20610305,3.69492026,-2.71162615,0.39748170,-0.22709994,1.14966140,-0.44959056,0.00098342,-0.00031960,0.01524113,-0.01671865,0.00573751,-0.00429142,0.15707731,-0.07608466,2.27080392,-1.90037665,1.59215196,-1.45306227
-2.20010005,3.78270081,-2.66403066,0.40937841,-0.22425665,1.17442718,-0.44588071,0.00095799,-0.00034927,0.01570386,-0.01682635,0.00581943,-0.00420835,0.16221357,-0.07739738,2.34125808,-1.86372095,1.62872084,-1.42251462
-2.19409705,3.85517603,-2.61491374,0.41989134,-0.22177457,1.19507954,-0.44355325,0.00092934,-0.00038099,0.01610174,-0.01699342,0.00587872,-0.00413129,0.16684237,-0.07891095,2.40215260,-1.82379293,1.65806031,-1.38983706
-2.18809405,3.91133511,-2.56560685,0.42885354,-0.21973328,1.21147224,-0.44271390,0.00089785,-0.00041464,0.01643113,-0.01722734,0.00591497,-0.00406287,0.17090739,-0.08064087,2.45248777,-1.78164933,1.67968103,-1.35586741
-2.18209105,3.95038080,-2.51739283,0.43611345,-0.21820408,1.22352278,-0.44346906,0.00086390,-0.00045003,0.01668950,-0.01753445,0.00592803,-0.00400556,0.17435833,-0.08259643,2.49138634,-1.73832164,1.69319492,-1.32141246
-2.17608804,3.97175133,-2.47145890,0.44153966,-0.21724696,1.23121262,-0.44592219,0.00082788,-0.00048691,0.01687549,-0.01791970,0.00591802,-0.00396155,0.17715212,-0.08477970,2.51811897,-1.69477745,1.69832697,-1.28721933
-2.17008504,3.97513704,-2.42885366,0.44502543,-0.21690775,1.23458561,-0.45016912,0.00079020,-0.00052498,0.01698885,-0.01838645,0.00588528,-0.00393269,0.17925404,-0.08718472,2.53212707,-1.65188598,1.69492472,-1.25395020
-2.16408204,3.96049122,-2.39045027,0.44649249,-0.21721576,1.23374469,-0.45629236,0.00075122,-0.00056384,0.01703042,-0.01893632,0.00583042,-0.00392041,0.18063854,-0.08979701,2.53304193,-1.61038941,1.68296499,-1.22216165
-2.15807904,3.92803458,-2.35691713,0.44589435,-0.21818176,1.22884711,-0.46435472,0.00071134,-0.00060306,0.01700204,-0.01956903,0.00575426,-0.00392566,0.18128997,-0.09259339,2.52069943,-1.57088124,1.66255738,-1.19228935
-2.15207604,3.87825306,-2.32869749,0.44321855,-0.21979675,1.22009849,-0.47439277,0.00067092,-0.00064217,0.01690645,-0.02028237,0.00565785,-0.00394891,0.18120294,-0.09554216,2.49514936,-1.53379231,1.63394445,-1.16463864
-2.14607304,3.81188916,-2.30599840,0.43848797,-0.22203120,1.20774609,-0.48641026,0.00063029,-0.00068064,0.01674717,-0.02107213,0.00554242,-0.00399008,0.18038250,-0.09860362,2.45665897,-1.49938480,1.59749839,-1.13938117
-2.14007004,3.72992682,-2.28878948,0.43176116,-0.22483516,1.19207166,-0.50037218,0.00058981,-0.00071793,0.01652839,-0.02193214,0.00540943,-0.00404859,0.17884396,-0.10173101,2.40571027,-1.46775419,1.55371417,-1.11655760
-2.13406703,3.63357066,-2.27681116,0.42313143,-0.22813909,1.17338433,-0.51619971,0.00054977,-0.00075347,0.01625483,-0.02285433,0.00526047,-0.00412332,0.17661262,-0.10487165,2.34299117,-1.43883853,1.50319941,-1.09608569
-2.12806403,3.52422003,-2.26959166,0.41272500,-0.23185534,1.15201385,-0.53376659,0.00051047,-0.00078670,0.01593158,-0.02382885,0.00509732,-0.00421268,0.17372307,-0.10796848,2.26938050,-1.41243413,1.44666114,-1.07777340
-2.12206103,3.40343898,-2.26647183,0.40069818,-0.23588044,1.12830450,-0.55289717,0.00047217,-0.00081709,0.01556404,-0.02484416,0.00492192,-0.00431461,0.17021850,-0.11096168,2.18592743,-1.38821658,1.38489008,-1.06133585
-2.11605803,3.27292314,-2.26663646,0.38723358,-0.24009788,1.10260995,-0.57336652,0.00043514,-0.00084413,0.01515776,-0.02588728,0.00473630,-0.00442667,0.16614971,-0.11379055,2.09382608,-1.36576569,1.31874272,-1.04641530
-2.11005503,3.13446453,-2.26915052,0.37253579,-0.24438152,1.07528911,-0.59490270,0.00039958,-0.00086736,0.01471838,-0.02694397,0.00454264,-0.00454608,0.16157408,-0.11639536,1.99438611,-1.34459286,1.24912205,-1.03260297
-2.10405203,2.98991562,-2.27299876,0.35682639,-0.24859929,1.04670304,-0.61719138,0.00036570,-0.00088639,0.01425152,-0.02799898,0.00434321,-0.00466981,0.15655443,-0.11871930,1.88900057,-1.32416945,1.17695744,-1.01946161
-2.09804902,2.84115351,-2.27712699,0.34033875,-0.25261724,1.01721284,-0.63988280,0.00033367,-0.00090088,0.01376280,-0.02903639,0.00414031,-0.00479463,0.15115785,-0.12071024,1.77911195,-1.30395477,1.10318450,-1.00654769
-2.09204602,2.69004539,-2.28048331,0.32331261,-0.25630369,0.98717821,-0.66260073,0.00030363,-0.00091062,0.01325771,-0.03003986,0.00393633,-0.00491723,0.14545456,-0.12232241,1.66617802,-1.28342233,1.02872552,-0.99343244
-2.08604302,2.53841597,-2.28205784,0.30598878,-0.25953334,0.95695662,-0.68495351,0.00027572,-0.00091544,0.01274165,-0.03099302,0.00373363,-0.00503425,0.13951674,-0.12351792,1.55163842,-1.26208343,0.95447112,-0.97972060
-2.08004002,2.38801778,-2.28091965,0.28860402,-0.26219131,0.92690249,-0.70654641,0.00025002,-0.00091529,0.01221989,-0.03187985,0.00353456,-0.00514244,0.13341743,-0.12426786,1.43688323,-1.23950709,0.88126370,-0.96506653
-2.07403702,2.24050467,-2.27624940,0.27138630,-0.26417674,0.89736633,-0.72699503,0.00022660,-0.00091022,0.01169758,-0.03268507,0.00334143,-0.00523868,0.12722946,-0.12455332,1.32322468,-1.21533594,0.80988307,-0.94918703
-2.06803402,2.09740890,-2.26736705,0.25455052,-0.26540612,0.86869330,-0.74593920,0.00020550,-0.00090037,0.01117975,-0.03339454,0.00315643,-0.00532010,0.12102450,-0.12436594,1.21187257,-1.18929759,0.74103468,-0.93187061
-2.06203102,1.96012210,-2.25375368,0.23829483,-0.26581599,0.84122104,-0.76305658,0.00018675,-0.00088596,0.01067127,-0.03399565,0.00298163,-0.00538414,0.11487208,-0.12370817,1.10391431,-1.16121152,0.67534052,-0.91298319
-2.05602801,1.82987995,-2.23506691,0.22279747,-0.26536502,0.81527651,-0.77807543,0.00017031,-0.00086730,0.01017691,-0.03447777,0.00281891,-0.00542864,0.10883873,-0.12259324,1.00029969,-1.13099156,0.61333289,-0.89247018
-2.05002501,1.70775066,-2.21114980,0.20821440,-0.26403548,0.79117189,-0.79078587,0.00015616,-0.00084477,0.00970125,-0.03483256,0.00266997,-0.00545188,0.10298717,-0.12104474,0.90183082,-1.09864442,0.55545083,-0.87035520
-2.04402201,1.59462701,-2.18203294,0.19467740,-0.26183388,0.76919940,-0.80104912,0.00014424,-0.00081882,0.00924873,-0.03505431,0.00253628,-0.00545263,0.09737556,-0.11909601,0.80915694,-1.06426458,0.50203917,-0.84673584
-2.03801901,1.49122175,-2.14793010,0.18229294,-0.25879086,0.74962537,-0.80880400,0.00013445,-0.00078992,0.00882355,-0.03514023,0.00241903,-0.00543022,0.09205674,-0.11678911,0.72277392,-1.02802626,0.45334990,-0.82177678
-2.03201601,1.39806616,-2.10922770,0.17114153,-0.25496037,0.73268376,-0.81407057,0.00012668,-0.00075861,0.00842966,-0.03509058,0.00231915,-0.00538451,0.08707764,-0.11417370,0.64302810,-0.99017313,0.40954546,-0.79570077
-2.02601301,1.31551158,-2.06646872,0.16127772,-0.25041811,0.71856958,-0.81695049,0.00012081,-0.00072543,0.00807073,-0.03490881,0.00223730,-0.00531593,0.08247868,-0.11130567,0.57012369,-0.95100621,0.37070378,-0.76877805
-2.02001001,1.24373370,-2.02033169,0.15273056,-0.24525929,0.70743257,-0.81762401,0.00011668,-0.00069092,0.00775008,-0.03460155,0.00217385,-0.00522546,0.07829326,-0.10824560,0.50413338,-0.91087095,0.33682446,-0.74131473
-2.01400700,1.18273944,-1.97160576,0.14550452,-0.23959587,0.69937177,-0.81634374,0.00011413,-0.00065563,0.00747061,-0.03417846,0.00212890,-0.00511461,0.07454742,-0.10505718,0.44501108,-0.87014376,0.30783593,-0.71364057
-2.00800400,1.13237639,-1.92116265,0.13958091,-0.23355328,0.69443136,-0.81342547,0.00011299,-0.00062008,0.00723479,-0.03365200,0.00210232,-0.00498536,0.07125955,-0.10180555,0.39260649,-0.82921880,0.28360321,-0.68609677
-2.00200100,1.09234461,-1.86992685,0.13491961,-0.22726680,0.69259831,-0.80923634,0.00011306,-0.00058475,0.00704465,-0.03303713,0.00209378,-0.00484009,0.06844027,-0.09855566,0.34668052,-0.78849537,0.26393588,-0.65902416
-1.99599800,1.06221068,-1.81884480,0.13146116,-0.22087780,0.69380211,-0.80418095,0.00011414,-0.00055011,0.00690168,-0.03235082,0.00210277,-0.00468157,0.06609249,-0.09537068,0.30692105,-0.74836633,0.24859615,-0.63275218
-1.98999500,1.04142399,-1.76885456,0.12912923,-0.21452982,0.69791689,-0.79868614,0.00011604,-0.00051654,0.00680694,-0.03161155,0.00212869,-0.00451279,0.06421162,-0.09231052,0.27295857,-0.70920779,0.23730691,-0.60758905
-1.98399200,1.02933485,-1.72085679,0.12783328,-0.20836474,0.70476600,-0.79318500,0.00011856,-0.00048441,0.00676097,-0.03083872,0.00217085,-0.00433694,0.06278602,-0.08943044,0.24438111,-0.67137047,0.22975938,-0.58381329
-1.97798899,1.02521441,-1.67568819,0.12747142,-0.20251919,0.71412901,-0.78810096,0.00012151,-0.00045402,0.00676394,-0.03005201,0.00222861,-0.00415728,0.06179754,-0.08677991,0.22074822,-0.63517258,0.22562065,-0.56166691
-1.97198599,1.02827578,-1.63409820,0.12793353,-0.19712119,0.72575083,-0.78383262,0.00012470,-0.00042560,0.00681560,-0.02927072,0.00230137,-0.00397708,0.06122234,-0.08440165,0.20160370,-0.60089450,0.22454077,-0.54135027
-1.96598299,1.03769613,-1.59672978,0.12910434,-0.19228729,0.73935258,-0.78074003,0.00012797,-0.00039934,0.00691548,-0.02851316,0.00238864,-0.00379949,0.06103180,-0.08233083,0.18648694,-0.56877512,0.22615958,-0.52301875
-1.95997999,1.05263907,-1.56410460,0.13086663,-0.18812006,0.75464375,-0.77913291,0.00013116,-0.00037538,0.00706287,-0.02779605,0.00249012,-0.00362749,0.06119360,-0.08059459,0.17494271,-0.53900973,0.23011319,-0.50678108
-1.95397699,1.07227668,-1.53661317,0.13310433,-0.18470617,0.77133490,-0.77926129,0.00013415,-0.00035380,0.00725698,-0.02713400,0.00260570,-0.00346379,0.06167286,-0.07921176,0.16652953,-0.51174943,0.23604017,-0.49269939
-1.94797399,1.09581061,-1.51450977,0.13570546,-0.18211505,0.78915027,-0.78130892,0.00013681,-0.00033464,0.00749704,-0.02653906,0.00273551,-0.00331078,0.06243331,-0.07819283,0.16082646,-0.48710168,0.24358739,-0.48079064
-1.94197099,1.12249152,-1.49791210,0.13856483,-0.18039792,0.80783960,-0.78538943,0.00013908,-0.00031790,0.00778237,-0.02602041,0.00287991,-0.00317050,0.06343855,-0.07754009,0.15743852,-0.46513194,0.25241556,-0.47102934
-1.93596798,1.15163599,-1.48680530,0.14158650,-0.17958749,0.82718840,-0.79154537,0.00014090,-0.00030354,0.00811245,-0.02558413,0.00303949,-0.00304458,0.06465310,-0.07724802,0.15600073,-0.44586600,0.26220432,-0.46335131
-1.92996498,1.18264056,-1.48104978,0.14468567,-0.17969792,0.84702619,-0.79974996,0.00014226,-0.00029150,0.00848704,-0.02523314,0.00321503,-0.00293421,0.06604353,-0.07730380,0.15618097,-0.42929293,0.27265691,-0.45765811
-1.92396198,1.21499220,-1.48039215,0.14779029,-0.18072530,0.86723214,-0.80991110,0.00014316,-0.00028168,0.00890610,-0.02496724,0.00340746,-0.00284018,0.06757927,-0.07768797,0.15768158,-0.41536818,0.28350429,-0.45382198
-1.91795898,1.24827478,-1.48447853,0.15084202,-0.18264837,0.88773794,-0.82187752,0.00014364,-0.00027397,0.00936990,-0.02478325,0.00361777,-0.00276285,0.06923331,-0.07837521,0.16024009,-0.40401685,0.29450851,-0.45169090
-1.91195598,1.28217156,-1.49286943,0.15379668,-0.18542944,0.90852758,-0.83544644,0.00014379,-0.00026826,0.00987889,-0.02467530,0.00384696,-0.00270218,0.07098274,-0.07933508,0.16362892,-0.39513676,0.30546543,-0.45109371
-1.90595298,1.31646346,-1.50505548,0.15662424,-0.18901551,0.92963438,-0.85037229,0.00014369,-0.00026440,0.01043368,-0.02463516,0.00409590,-0.00265777,0.07280890,-0.08053291,0.16765425,-0.38860133,0.31620643,-0.45184482
-1.89994997,1.35102355,-1.52047329,0.15930810,-0.19333959,0.95113533,-0.86637621,0.00014347,-0.00026224,0.01103489,-0.02465271,0.00436527,-0.00262890,0.07469750,-0.08193063,0.17215425,-0.38426214,0.32659924,-0.45374867
