energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up
0.05702851,4.02522186,0.61515258,2.15539614,0.02363085,0.15915196,0.33679870,1.55123602,0.09283673,0.21566770
0.06303152,3.93211052,0.60302179,2.10707745,0.02307112,0.15714366,0.33275112,1.51197847,0.08910851,0.21200040
0.06903452,3.83406525,0.59032180,2.05632581,0.02250605,0.15496341,0.32843953,1.47032608,0.08546147,0.20790826
0.07503752,3.73298248,0.57727094,2.00426887,0.02193227,0.15268738,0.32398577,1.42694307,0.08197296,0.20347809
0.08104052,3.63079204,0.56408741,1.95202024,0.02134749,0.15039991,0.31950985,1.38253371,0.07871744,0.19880204
0.08704352,3.52941100,0.55098698,1.90065058,0.02075068,0.14819148,0.31512629,1.33782731,0.07576488,0.19397566
0.09304652,3.43070040,0.53818141,1.85116175,0.02014221,0.14615643,0.31094097,1.29356296,0.07317928,0.18909608
0.09904952,3.33642578,0.52587762,1.80446460,0.01952385,0.14439075,0.30704854,1.25047428,0.07101727,0.18426050
0.10505253,3.24822247,0.51427729,1.76136092,0.01889875,0.14298966,0.30353045,1.20927473,0.06932688,0.17956489
0.11105553,3.16756609,0.50357693,1.72252987,0.01827135,0.14204531,0.30045365,1.17064343,0.06814650,0.17510296
0.11705853,3.09574869,0.49396808,1.68851895,0.01764723,0.14164441,0.29786997,1.13521201,0.06750398,0.17096524
0.12306153,3.03386052,0.48563749,1.65973944,0.01703291,0.14186606,0.29581619,1.10355260,0.06741601,0.16723840
0.12906453,2.98277747,0.47876698,1.63646595,0.01643562,0.14277964,0.29431461,1.07616715,0.06788766,0.16400458
0.13506753,2.94315386,0.47353294,1.61883973,0.01586308,0.14444293,0.29337428,1.05347834,0.06891222,0.16134084
0.14107054,2.91542021,0.47010506,1.60687531,0.01532322,0.14690045,0.29299246,1.03582226,0.07047126,0.15931848
0.14707354,2.89978574,0.46864446,1.60046980,0.01482396,0.15018211,0.29315655,1.02344294,0.07253503,0.15800240
0.15307654,2.89624496,0.46930086,1.59941436,0.01437295,0.15430218,0.29384605,1.01648882,0.07506312,0.15745032
0.15907954,2.90458798,0.47220912,1.60340719,0.01397744,0.15925865,0.29503470,1.01501134,0.07800535,0.15771189
0.16508254,2.92441391,0.47748494,1.61206754,0.01364402,0.16503296,0.29669243,1.01896564,0.08130305,0.15882771
0.17108554,2.95514700,0.48522006,1.62495014,0.01337856,0.17159025,0.29878728,1.02821322,0.08489048,0.16082832
0.17708854,2.99605480,0.49547700,1.64155962,0.01318610,0.17887994,0.30128690,1.04252670,0.08869656,0.16373313
0.18309155,3.04626797,0.50828384,1.66136443,0.01307075,0.18683680,0.30415990,1.06159634,0.09264671,0.16754939
0.18909455,3.10480117,0.52362895,1.68380990,0.01303568,0.19538247,0.30737667,1.08503829,0.09666481,0.17227130
0.19509755,3.17057456,0.54145637,1.70833025,0.01308311,0.20442732,0.31090988,1.11240423,0.10067518,0.17787925
0.20110055,3.24243535,0.56166185,1.73435907,0.01321431,0.21387265,0.31473454,1.14319219,0.10460462,0.18433938
0.20710355,3.31917911,0.58409003,1.76133833,0.01342958,0.22361320,0.31882770,1.17685814,0.10838416,0.19160341
0.21310655,3.39957032,0.60853289,1.78872580,0.01372830,0.23353982,0.32316779,1.21282820,0.11195083,0.19960890
0.21910955,3.48236190,0.63472980,1.81600083,0.01410893,0.24354231,0.32773365,1.25051092,0.11524901,0.20827986
0.22511256,3.56631352,0.66236932,1.84266855,0.01456902,0.25351223,0.33250341,1.28930948,0.11823154,0.21752785
0.23111556,3.65020845,0.69109268,1.86826283,0.01510522,0.26334573,0.33745321,1.32863344,0.12086054,0.22725350
0.23711856,3.73286892,0.72049930,1.89234802,0.01571329,0.27294615,0.34255591,1.36790977,0.12310775,0.23734842
0.24312156,3.81317005,0.75015385,1.91451992,0.01638811,0.28222642,0.34777988,1.40659286,0.12495460,0.24769744
0.24912456,3.89005236,0.77959508,1.93440626,0.01712369,0.29111119,0.35308797,1.44417357,0.12639188,0.25818115
0.25512756,3.96253302,0.80834594,1.95166702,0.01791325,0.29953847,0.35843670,1.48018681,0.12741916,0.26867860
0.26113057,4.02971605,0.83592486,1.96599494,0.01874922,0.30746092,0.36377584,1.51421790,0.12804383,0.27907006
0.26713357,4.09080144,0.86185763,1.97711652,0.01962336,0.31484662,0.36904832,1.54590747,0.12828014,0.28923973
0.27313657,4.14509350,0.88568971,1.98479373,0.02052686,0.32167927,0.37419057,1.57495488,0.12814791,0.29907834
0.27913957,4.19200827,0.90699825,1.98882651,0.02145051,0.32795791,0.37913336,1.60112026,0.12767130,0.30848536
0.28514257,4.23108010,0.92540357,1.98905626,0.02238487,0.33369608,0.38380297,1.62422516,0.12687759,0.31737094
0.29114557,4.26196708,0.94057959,1.98536995,0.02332043,0.33892046,0.38812279,1.64415179,0.12579599,0.32565736
0.29714857,4.28445529,0.95226269,1.97770494,0.02424790,0.34366897,0.39201529,1.66084106,0.12445658,0.33327996
0.30315158,4.29846134,0.96025882,1.96605400,0.02515838,0.34798848,0.39540414,1.67428932,0.12288941,0.34018751
0.30915458,4.30403308,0.96444836,1.95047023,0.02604362,0.35193217,0.39821665,1.68454412,0.12112375,0.34634210
0.31515758,4.30134792,0.96478869,1.93107145,0.02689619,0.35555650,0.40038611,1.69169883,0.11918752,0.35171846
0.32116058,4.29070863,0.96131434,1.90804356,0.02770965,0.35891808,0.40185420,1.69588653,0.11710691,0.35630286
0.32716358,4.27253634,0.95413456,1.88164249,0.02847871,0.36207043,0.40257325,1.69727314,0.11490610,0.36009165
0.33316658,4.24736062,0.94342873,1.85219425,0.02919925,0.36506082,0.40250814,1.69605003,0.11260709,0.36308954
0.33916958,4.21580675,0.92943952,1.82009295,0.02986835,0.36792721,0.40163805,1.69242640,0.11022972,0.36530776
0.34517259,4.17858040,0.91246434,1.78579651,0.03048422,0.37069565,0.39995762,1.68662155,0.10779161,0.36676212
0.35117559,4.13645012,0.89284536,1.74981997,0.03104608,0.37337804,0.39747776,1.67885737,0.10530824,0.36747135
0.35717859,4.09022825,0.87095856,1.71272665,0.03155396,0.37597046,0.39422588,1.66935135,0.10279302,0.36745547
0.36318159,4.04075085,0.84720234,1.67511721,0.03200851,0.37845231,0.39024565,1.65831022,0.10025732,0.36673463
0.36918459,3.98885745,0.82198604,1.63761705,0.03241073,0.38078608,0.38559620,1.64592459,0.09771056,0.36532823
0.37518759,3.93537155,0.79571904,1.60086242,0.03276166,0.38291801,0.38035083,1.63236478,0.09516026,0.36325446
0.38119060,3.88108230,0.76880059,1.56548580,0.03306221,0.38477962,0.37459525,1.61777787,0.09261212,0.36053036
0.38719360,3.82672844,0.74161093,1.53210102,0.03331285,0.38628994,0.36842545,1.60228619,0.09007009,0.35717214
0.39319660,3.77298464,0.71450380,1.50128864,0.03351343,0.38735861,0.36194514,1.58598713,0.08753651,0.35319592
0.39919960,3.72045098,0.68780062,1.47358212,0.03366310,0.38788947,0.35526307,1.56895430,0.08501222,0.34861871
0.40520260,3.66964540,0.66178632,1.44945528,0.03376023,0.38778473,0.34849005,1.55123985,0.08249682,0.34345948
0.41120560,3.62099948,0.63670684,1.42931123,0.03380238,0.38694933,0.34173595,1.53287776,0.07998890,0.33774042
0.41720860,3.57485699,0.61276821,1.41347339,0.03378648,0.38529550,0.33510675,1.51388781,0.07748632,0.33148793
0.42321161,3.53147533,0.59013702,1.40217852,0.03370894,0.38274707,0.32870166,1.49428000,0.07498660,0.32473363
0.42921461,3.49102900,0.56894205,1.39557209,0.03356590,0.37924353,0.32261044,1.47405907,0.07248726,0.31751497
0.43521761,3.45361504,0.54927682,1.39370603,0.03335353,0.37474351,0.31691107,1.45322884,0.06998619,0.30987557
0.44122061,3.41925972,0.53120286,1.39653885,0.03306827,0.36922754,0.31166781,1.43179619,0.06748205,0.30186521
0.44722361,3.38792615,0.51475344,1.40393816,0.03270724,0.36270000,0.30692963,1.40977433,0.06497454,0.29353944
0.45322661,3.35952250,0.49993746,1.41568540,0.03226850,0.35519010,0.30272929,1.38718534,0.06246472,0.28495882
0.45922961,3.33391048,0.48674346,1.43148287,0.03175133,0.34675185,0.29908287,1.36406191,0.05995516,0.27618789
0.46523262,3.31091411,0.47514356,1.45096265,0.03115647,0.33746315,0.29598993,1.34044818,0.05745009,0.26729396
0.47123562,3.29032849,0.46509724,1.47369741,0.03048634,0.32742389,0.29343433,1.31639985,0.05495535,0.25834569
0.47723862,3.27192876,0.45655489,1.49921291,0.02974508,0.31675327,0.29138547,1.29198372,0.05247838,0.24941178
0.48324162,3.25547932,0.44946121,1.52700163,0.02893869,0.30558646,0.28980026,1.26727660,0.05002797,0.24055959
0.48924462,3.24074316,0.44375835,1.55653753,0.02807491,0.29407079,0.28862538,1.24236414,0.04761408,0.23185405
0.49524762,3.22749155,0.43938889,1.58729126,0.02716318,0.28236162,0.28780006,1.21733946,0.04524749,0.22335680
0.50125063,3.21551388,0.43629866,1.61874561,0.02621452,0.27061810,0.28725907,1.19230188,0.04293949,0.21512562
0.50725363,3.20462752,0.43443933,1.65041040,0.02524125,0.25899901,0.28693588,1.16735593,0.04070150,0.20721416
0.51325663,3.19468743,0.43377083,1.68183656,0.02425685,0.24765888,0.28676587,1.14261069,0.03854474,0.19967212
0.51925963,3.18559526,0.43426348,1.71262865,0.02327565,0.23674448,0.28668943,1.11817945,0.03647990,0.19254564
0.52526263,3.17730721,0.43589978,1.74245537,0.02231260,0.22639178,0.28665475,1.09417988,0.03451688,0.18587796
0.53126563,3.16984056,0.43867575,1.77105756,0.02138299,0.21672355,0.28662034,1.07073437,0.03266456,0.17971032
0.53726863,3.16327793,0.44260168,1.79825329,0.02050221,0.20784757,0.28655698,1.04797071,0.03093069,0.17408286
0.54327164,3.15776910,0.44770218,1.82393967,0.01968549,0.19985548,0.28644917,1.02602282,0.02932182,0.16903561
0.54927464,3.15352996,0.45401548,1.84809139,0.01894770,0.19282216,0.28629588,1.00503147,0.02784326,0.16460926
0.55527764,3.15083822,0.46159173,1.87075586,0.01830311,0.18680580,0.28611065,0.98514477,0.02649922,0.16084582
0.56128064,3.15002595,0.47049050,1.89204513,0.01776523,0.18184835,0.28592107,0.96651841,0.02529289,0.15778891
0.56728364,3.15146903,0.48077728,1.91212509,0.01734657,0.17797643,0.28576752,0.94931541,0.02422662,0.15548377
0.57328664,3.15557371,0.49251912,1.93120226,0.01705852,0.17520248,0.28570138,0.93370541,0.02330212,0.15397682
0.57928964,3.16276098,0.50577960,1.94950894,0.01691115,0.17352616,0.28578276,0.91986333,0.02252070,0.15331487
0.58529265,3.17344911,0.52061321,1.96728739,0.01691299,0.17293590,0.28607775,0.90796752,0.02188342,0.15354386
0.59129565,3.18803533,0.53705944,1.98477384,0.01707093,0.17341038,0.28665547,0.89819726,0.02139131,0.15470729
0.59729865,3.20687732,0.55513682,2.00218314,0.01738997,0.17492004,0.28758491,0.89072972,0.02104553,0.15684435
0.60330165,3.23027531,0.57483730,2.01969468,0.01787309,0.17742846,0.28893178,0.88573645,0.02084742,0.15998776
0.60930465,3.25845561,0.59612109,2.03744046,0.01852103,0.18089354,0.29075546,0.88337938,0.02079858,0.16416156
0.61530765,3.29155620,0.61891252,2.05549555,0.01933217,0.18526857,0.29310615,0.88380648,0.02090085,0.16937877
0.62131066,3.32961491,0.64309688,2.07387164,0.02030235,0.19050305,0.29602234,0.88714707,0.02115617,0.17563919
0.62731366,3.37256060,0.66851873,2.09251362,0.02142480,0.19654329,0.29952874,0.89350698,0.02156648,0.18292732
0.63331666,3.42020765,0.69498164,2.11129945,0.02269006,0.20333286,0.30363462,0.90296358,0.02213344,0.19121062
0.63931966,3.47225383,0.72224952,2.13004312,0.02408594,0.21081290,0.30833271,0.91556079,0.02285818,0.20043810
0.64532266,3.52828151,0.75004959,2.14850051,0.02559762,0.21892226,0.31359862,0.93130425,0.02374096,0.21053934
0.65132566,3.58776227,0.77807679,2.16637769,0.02720776,0.22759757,0.31939091,0.95015680,0.02478079,0.22142414
0.65732866,3.65006451,0.80599964,2.18334141,0.02889668,0.23677338,0.32565159,0.97203444,0.02597512,0.23298266
0.66333167,3.71446405,0.83346722,2.19903109,0.03064265,0.24638218,0.33230731,0.99680299,0.02731942,0.24508623
0.66933467,3.78015739,0.86011714,2.21307194,0.03242232,0.25635465,0.33927095,1.02427569,0.02880690,0.25758881
0.67533767,3.84627734,0.88558413,2.22508869,0.03421108,0.26661989,0.34644372,1.05421194,0.03042825,0.27032903
0.68134067,3.91191078,0.90950890,2.23471937,0.03598367,0.27710588,0.35371771,1.08631746,0.03217143,0.28313295
0.68734367,3.97611836,0.93154711,2.24162885,0.03771469,0.28774003,0.36097868,1.12024605,0.03402159,0.29581725
0.69334667,4.03795555,0.95137803,2.24552163,0.03937934,0.29844989,0.36810919,1.15560300,0.03596114,0.30819304
0.69934967,4.09649495,0.96871256,2.24615362,0.04095403,0.30916396,0.37499189,1.19195043,0.03796989,0.32006996
0.70535268,4.15084915,0.98330050,2.24334258,0.04241710,0.31981260,0.38151283,1.22881437,0.04002535,0.33126062
0.71135568,4.20019371,0.99493670,2.23697702,0.04374955,0.33032886,0.38756478,1.26569356,0.04210318,0.34158513
0.71735868,4.24378960,1.00346603,2.22702321,0.04493567,0.34064934,0.39305032,1.30206973,0.04417773,0.35087568
0.72336168,4.28100428,1.00878696,2.21353024,0.04596367,0.35071483,0.39788471,1.33741908,0.04622270,0.35898085
0.72936468,4.31133066,1.01085366,2.19663284,0.04682629,0.36047077,0.40199832,1.37122444,0.04821189,0.36576967
0.73536768,4.33440310,1.00967667,2.17655186,0.04752117,0.36986743,0.40533858,1.40298785,0.05011998,0.37113507
0.74137069,4.35000957,1.00532202,2.15359219,0.04805127,0.37885976,0.40787130,1.43224270,0.05192331,0.37499676
0.74737369,4.35809923,0.99790894,2.12813819,0.04842503,0.38740692,0.40958138,1.45856525,0.05360066,0.37730325
0.75337669,4.35878482,0.98760621,2.10064642,0.04865646,0.39547143,0.41047270,1.48158473,0.05513398,0.37803305
0.75937969,4.35233937,0.97462727,2.07163580,0.04876501,0.40301812,0.41056744,1.50099170,0.05650893,0.37719482
0.76538269,4.33918714,0.95922424,2.04167538,0.04877531,0.41001280,0.40990452,1.51654429,0.05771536,0.37482665
0.77138569,4.31988881,0.94168113,2.01136981,0.04871670,0.41642083,0.40853757,1.52807206,0.05874764,0.37099429
0.77738869,4.29512139,0.92230627,1.98134307,0.04862265,0.42220580,0.40653221,1.53547739,0.05960470,0.36578858
0.78339170,4.26565354,0.90142444,1.95222063,0.04852993,0.42732827,0.40396302,1.53873439,0.06029003,0.35932203
0.78939470,4.23231733,0.87936868,1.92461093,0.04847772,0.43174485,0.40091015,1.53788560,0.06081135,0.35172482
0.79539770,4.19597776,0.85647231,1.89908656,0.04850654,0.43540780,0.39745585,1.53303671,0.06118023,0.34314035
0.80140070,4.15750129,0.83306116,1.87616597,0.04865708,0.43826504,0.39368113,1.52434973,0.06141145,0.33372055
0.80740370,4.11772504,0.80944643,1.85629647,0.04896903,0.44026095,0.38966258,1.51203508,0.06152232,0.32362112
0.81340670,4.07742812,0.78591833,1.83983923,0.04947974,0.44133769,0.38546967,1.49634312,0.06153186,0.31299698
0.81940970,4.03730646,0.76274062,1.82705694,0.05022304,0.44143728,0.38116254,1.47755554,0.06145999,0.30199807
0.82541271,3.99795240,0.74014631,1.81810479,0.05122801,0.44050420,0.37679046,1.45597723,0.06132665,0.29076567
0.83141571,3.95984000,0.71833459,1.81302530,0.05251781,0.43848856,0.37239105,1.43192875,0.06115105,0.27942940
0.83741871,3.92331665,0.69746892,1.81174716,0.05410876,0.43534947,0.36799020,1.40573994,0.06095089,0.26810493
0.84342171,3.88860139,0.67767649,1.81408844,0.05600945,0.43105868,0.36360274,1.37774468,0.06074182,0.25689254
0.84942471,3.85578969,0.65904879,1.81976401,0.05822016,0.42560405,0.35923384,1.34827693,0.06053694,0.24587639
0.85542771,3.82486440,0.64164333,1.82839685,0.06073243,0.41899281,0.35488088,1.31766790,0.06034650,0.23512469
0.86143072,3.79571188,0.62548633,1.83953300,0.06352894,0.41125427,0.35053591,1.28624437,0.06017777,0.22469036
0.86743372,3.76814252,0.61057617,1.85265929,0.06658369,0.40244186,0.34618832,1.25432775,0.06003507,0.21461242
0.87343672,3.74191405,0.59688749,1.86722328,0.06986235,0.39263435,0.34182762,1.22223375,0.05991995,0.20491770
0.87943972,3.71675648,0.58437564,1.88265435,0.07332300,0.38193609,0.33744629,1.19027225,0.05983154,0.19562289
0.88544272,3.69239704,0.57298131,1.89838502,0.07691713,0.37047624,0.33304226,1.15874715,0.05976694,0.18673674
0.89144572,3.66858365,0.56263514,1.91387156,0.08059077,0.35840690,0.32862113,1.12795589,0.05972179,0.17826220
0.89744872,3.64510567,0.55326211,1.92861283,0.08428595,0.34590036,0.32419775,1.09818837,0.05969080,0.17019849
0.90345173,3.62181063,0.54478548,1.94216658,0.08794226,0.33314531,0.31979725,1.06972521,0.05966834,0.16254292
0.90945473,3.59861600,0.53713024,1.95416228,0.09149852,0.32034234,0.31545531,1.04283513,0.05964899,0.15529235
0.91545773,3.57551533,0.53022581,1.96431008,0.09489451,0.30769878,0.31121767,1.01777141,0.05962799,0.14844433
0.92146073,3.55257841,0.52400801,1.97240536,0.09807266,0.29542310,0.30713884,0.99476765,0.05960168,0.14199778
0.92746373,3.52994533,0.51842030,1.97832880,0.10097970,0.28371911,0.30328018,0.97403270,0.05956772,0.13595329
0.93346673,3.50781480,0.51341402,1.98204199,0.10356812,0.27278003,0.29970721,0.95574508,0.05952528,0.13031304
0.93946973,3.48642727,0.50894803,1.98357889,0.10579745,0.26278288,0.29648650,0.94004717,0.05947501,0.12508035
0.94547274,3.46604387,0.50498750,1.98303371,0.10763528,0.25388308,0.29368207,0.92703920,0.05941890,0.12025899
0.95147574,3.44692211,0.50150214,1.98054586,0.10905802,0.24620969,0.29135170,0.91677369,0.05936000,0.11585223
0.95747874,3.42928995,0.49846385,1.97628297,0.11005127,0.23986135,0.28954307,0.90925032,0.05930207,0.11186181
0.96348174,3.41331952,0.49584417,1.97042283,0.11060998,0.23490298,0.28829022,0.90441179,0.05924908,0.10828683
0.96948474,3.39910217,0.49361139,1.96313531,0.11073817,0.23136352,0.28761026,0.90214094,0.05920474,0.10512272
0.97548774,3.38662635,0.49172789,1.95456550,0.11044842,0.22923462,0.28750072,0.90225929,0.05917191,0.10236028
0.98149075,3.37575980,0.49014754,1.94481871,0.10976109,0.22847044,0.28793760,0.90452745,0.05915217,0.09998494
0.98749375,3.36623725,0.48881368,1.93394856,0.10870336,0.22898853,0.28887426,0.90864747,0.05914536,0.09797623
0.99349675,3.35765484,0.48765760,1.92194857,0.10730799,0.23067185,0.29024134,0.91426731,0.05914926,0.09630755
0.99949975,3.34947174,0.48659787,1.90874798,0.10561214,0.23337175,0.29194766,0.92098745,0.05915940,0.09494624
1.00550275,3.34101960,0.48554050,1.89421193,0.10365612,0.23691204,0.29388216,0.92836960,0.05916904,0.09385395
1.01150575,3.33151959,0.48438016,1.87814618,0.10148209,0.24109386,0.29591682,0.93594745,0.05916933,0.09298740
1.01750875,3.32010679,0.48300226,1.86030602,0.09913300,0.24570133,0.29791057,0.94323902,0.05914959,0.09229931
1.02351176,3.30586090,0.48128615,1.84040909,0.09665155,0.25050781,0.29971382,0.94976051,0.05909784,0.09173969
1.02951476,3.28784232,0.47910909,1.81815131,0.09407944,0.25528250,0.30117374,0.95504098,0.05900141,0.09125731
1.03551776,3.26513191,0.47635095,1.79322534,0.09145675,0.25979732,0.30213979,0.95863751,0.05884773,0.09080129
1.04152076,3.23687273,0.47289955,1.76534042,0.08882149,0.26383371,0.30246945,0.96015017,0.05862510,0.09032280
1.04752376,3.20231200,0.46865617,1.73424272,0.08620948,0.26718917,0.30203386,0.95923628,0.05832363,0.08977677
1.05352676,3.16084107,0.46354120,1.69973518,0.08365425,0.26968341,0.30072303,0.95562325,0.05793600,0.08912356
1.05952976,3.11203174,0.45749944,1.66169587,0.08118712,0.27116372,0.29845060,0.94911949,0.05745834,0.08833041
1.06553277,3.05566696,0.45050492,1.62009387,0.07883740,0.27150952,0.29515768,0.93962289,0.05689079,0.08737283
1.07153577,2.99176450,0.44256492,1.57500212,0.07663253,0.27063585,0.29081578,0.92712634,0.05623807,0.08623558
1.07753877,2.92059230,0.43372288,1.52660637,0.07459825,0.26849576,0.28542872,0.91172008,0.05550976,0.08491346
1.08354177,2.84267466,0.42406010,1.47521006,0.07275868,0.26508136,0.27903325,0.89359065,0.05472038,0.08341169
1.08954477,2.75878885,0.41369605,1.42123475,0.07113626,0.26042369,0.27169861,0.87301635,0.05388925,0.08174595
1.09554777,2.66995212,0.40278719,1.36521614,0.06975154,0.25459133,0.26352481,0.85035939,0.05304009,0.07994205
1.10155078,2.57739962,0.39152434,1.30779584,0.06862284,0.24768779,0.25463997,0.82605499,0.05220037,0.07803521
1.10755378,2.48255394,0.38012859,1.24970925,0.06776571,0.23984785,0.24519655,0.80059771,0.05140051,0.07606902
1.11355678,2.38698753,0.36884593,1.19176999,0.06719223,0.23123305,0.23536696,0.77452570,0.05067286,0.07409412
1.11955978,2.29237947,0.35794081,1.13485157,0.06691030,0.22202632,0.22533839,0.74840332,0.05005056,0.07216653
1.12556278,2.20046821,0.34768872,1.07986684,0.06692272,0.21242618,0.21530740,0.72280285,0.04956633,0.07034589
1.13156578,2.11300221,0.33836824,1.02774610,0.06722644,0.20264064,0.20547423,0.69828600,0.04925116,0.06869346
1.13756878,2.03169004,0.33025272,0.97941452,0.06781175,0.19288094,0.19603722,0.67538591,0.04913313,0.06727010
1.14357179,1.95815209,0.32360195,0.93576952,0.06866167,0.18335549,0.18718737,0.65459031,0.04923622,0.06613423
1.14957479,1.89387528,0.31865413,0.89765901,0.06975156,0.17426412,0.17910346,0.63632645,0.04957928,0.06533984
1.15557779,1.84017232,0.31561838,0.86586076,0.07104900,0.16579284,0.17194760,0.62094827,0.05017511,0.06493462
1.16158079,1.79814693,0.31466805,0.84106373,0.07251395,0.15810928,0.16586158,0.60872636,0.05102983,0.06495833
1.16758379,1.76866575,0.31593520,0.82385164,0.07409930,0.15135892,0.16096398,0.59984085,0.05214239,0.06544134
1.17358679,1.75233784,0.31950614,0.81468916,0.07575175,0.14566215,0.15734815,0.59437761,0.05350438,0.06640349
1.17958979,1.74950214,0.32541845,0.81391097,0.07741305,0.14111237,0.15508106,0.59232755,0.05510002,0.06785329
1.18559280,1.76022285,0.33365942,0.82171394,0.07902152,0.13777493,0.15420303,0.59358930,0.05690644,0.06978746
1.19159580,1.78429283,0.34416598,0.83815236,0.08051389,0.13568709,0.15472828,0.59797471,0.05889420,0.07219081
1.19759880,1.82124440,0.35682598,0.86313650,0.08182721,0.13485888,0.15664629,0.60521723,0.06102792,0.07503659
1.20360180,1.87036692,0.37148104,0.89643413,0.08290097,0.13527469,0.15992377,0.61498257,0.06326722,0.07828706
1.20960480,1.93073050,0.38793045,0.93767521,0.08367914,0.13689579,0.16450732,0.62688127,0.06556772,0.08189455
1.21560780,2.00121464,0.40593634,0.98635935,0.08411214,0.13966326,0.17032636,0.64048274,0.06788211,0.08580277
1.22161081,2.08054086,0.42522968,1.04186587,0.08415859,0.14350153,0.17729657,0.65533014,0.07016142,0.08994837
1.22761381,2.16730803,0.44551695,1.10346627,0.08378684,0.14832224,0.18532328,0.67095560,0.07235620,0.09426280
1.23361681,2.26002935,0.46648734,1.17033861,0.08297604,0.15402820,0.19430502,0.68689527,0.07441774,0.09867425
1.23961981,2.35716954,0.48782004,1.24158362,0.08171689,0.16051740,0.20413685,0.70270357,0.07629928,0.10310970
1.24562281,2.45718120,0.50919158,1.31624193,0.08001194,0.16768685,0.21471340,0.71796629,0.07795710,0.10749698
1.25162581,2.55853932,0.53028286,1.39331217,0.07787540,0.17543605,0.22593147,0.73231196,0.07935159,0.11176675
1.25762881,2.65977268,0.55078565,1.47176938,0.07533252,0.18366997,0.23769221,0.74542125,0.08044812,0.11585437
1.26363182,2.75949163,0.57040849,1.55058336,0.07241865,0.19230148,0.24990251,0.75703403,0.08121783,0.11970144
1.26963482,2.85641138,0.58888170,1.62873652,0.06917786,0.20125296,0.26247590,0.76695397,0.08163831,0.12325723
1.27563782,2.94937043,0.60596160,1.70524093,0.06566135,0.21045721,0.27533268,0.77505049,0.08169404,0.12647962
1.28164082,3.03734404,0.62143367,1.77915411,0.06192568,0.21985749,0.28839942,0.78125820,0.08137678,0.12933576
1.28764382,3.11945263,0.63511487,1.84959356,0.05803089,0.22940679,0.30160788,0.78557387,0.08068573,0.13180236
1.29364682,3.19496544,0.64685506,1.91574957,0.05403857,0.23906635,0.31489347,0.78805114,0.07962755,0.13386556
1.29964982,3.26330001,0.65653764,1.97689649,0.05001010,0.24880357,0.32819336,0.78879338,0.07821631,0.13552054
1.30565283,3.32401799,0.66407953,2.03240228,0.04600491,0.25858939,0.34144442,0.78794497,0.07647317,0.13677075
1.31165583,3.37681827,0.66943073,2.08173637,0.04207910,0.26839542,0.35458121,0.78568155,0.07442610,0.13762696
1.31765883,3.42152808,0.67257347,2.12447598,0.03828414,0.27819095,0.36753413,0.78219970,0.07210932,0.13810615
1.32366183,3.45809324,0.67352121,2.16031098,0.03466598,0.28794005,0.38022803,0.77770656,0.06956279,0.13823030
1.32966483,3.48656807,0.67231756,2.18904732,0.03126437,0.29759908,0.39258129,0.77240990,0.06683148,0.13802518
1.33566783,3.50710604,0.66903527,2.21060911,0.02811254,0.30711463,0.40450572,0.76650907,0.06396469,0.13751928
1.34167084,3.51995141,0.66377529,2.22503950,0.02523705,0.31642228,0.41590708,0.76018733,0.06101525,0.13674282
1.34767384,3.52543243,0.65666587,2.23250008,0.02265797,0.32544609,0.42668653,0.75360578,0.05803867,0.13572700
1.35367684,3.52395610,0.64786184,2.23326898,0.02038916,0.33409910,0.43674281,0.74689913,0.05509229,0.13450354
1.35967984,3.51600438,0.63754370,2.22773726,0.01843882,0.34228467,0.44597506,0.74017350,0.05223442,0.13310438
1.36568284,3.50213139,0.62591665,2.21640363,0.01681003,0.34989882,0.45428629,0.73350613,0.04952342,0.13156171
1.37168584,3.48296122,0.61320928,2.19986706,0.01550142,0.35683324,0.46158710,0.72694698,0.04701685,0.12990819
1.37768884,3.45918538,0.59967182,2.17881716,0.01450786,0.36297900,0.46779952,0.72052192,0.04477056,0.12817733
1.38369185,3.43155923,0.58557376,2.15402225,0.01382108,0.36823068,0.47286081,0.71423728,0.04283784,0.12640399
1.38969485,3.40089652,0.57120074,2.12631477,0.01343029,0.37249066,0.47672671,0.70808526,0.04126856,0.12462491
1.39569785,3.36806134,0.55685062,2.09657423,0.01332274,0.37567336,0.47937419,0.70204988,0.04010828,0.12287913
1.40170085,3.33395684,0.54282878,2.06570776,0.01348412,0.37770916,0.48080326,0.69611296,0.03939751,0.12120832
1.40770385,3.29951041,0.52944242,2.03462855,0.01389895,0.37854774,0.48103778,0.69025977,0.03917082,0.11965691
1.41370685,3.26565522,0.51699437,2.00423258,0.01455086,0.37816069,0.48012516,0.68448380,0.03945614,0.11827186
1.41970985,3.23330841,0.50577612,1.97537445,0.01542274,0.37654319,0.47813496,0.67879058,0.04027398,0.11710228
1.42571286,3.20334642,0.49606062,1.94884277,0.01649684,0.37371465,0.47515632,0.67320001,0.04163682,0.11619850
1.43171586,3.17657841,0.48809500,1.92533634,0.01775490,0.36971833,0.47129444,0.66774734,0.04354847,0.11561108
1.43771886,3.15371887,0.48209348,1.90544181,0.01917809,0.36461995,0.46666631,0.66248255,0.04600361,0.11538932
1.44372186,3.13536078,0.47823085,1.88961398,0.02074704,0.35850529,0.46139584,0.65746832,0.04898744,0.11557966
