energy_ev,total_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up,Zr_p_up,Zr_d_up
-6.00000000,2.13720513,0.00156645,0.58798059,0.01215470,0.66412622,0.64168447,0.05630375,0.84722441,0.50246185
-5.99399700,2.16809392,0.00157636,0.58505235,0.01279286,0.68421741,0.66799701,0.05784574,0.86102122,0.49840119
-5.98799400,2.20032546,0.00161574,0.58273462,0.01347757,0.70435153,0.69454230,0.05941669,0.87372146,0.49529903
-5.98199100,2.23306114,0.00168197,0.58087963,0.01419250,0.72422820,0.72093985,0.06098588,0.88497235,0.49304913
-5.97598799,2.26543279,0.00177238,0.57930804,0.01492160,0.74356080,0.74682275,0.06252432,0.89444332,0.49151091
-5.96998499,2.29655658,0.00188416,0.57781485,0.01564927,0.76207794,0.77184002,0.06400490,0.90183316,0.49051381
-5.96398199,2.32554717,0.00201441,0.57617651,0.01636033,0.77952375,0.79565804,0.06540243,0.90687613,0.48986272
-5.95797899,2.35153176,0.00216008,0.57415869,0.01704022,0.79565754,0.81796100,0.06669362,0.90934692,0.48934431
-5.95197599,2.37366424,0.00231799,0.57152481,0.01767508,0.81025278,0.83845104,0.06785699,0.90906447,0.48873402
-5.94597299,2.39113912,0.00248482,0.56804455,0.01825191,0.82309601,0.85684800,0.06887275,0.90589465,0.48780342
-5.93996998,2.40320553,0.00265715,0.56350243,0.01875876,0.83398584,0.87288949,0.06972271,0.89975181,0.48632774
-5.93396698,2.40918102,0.00283142,0.55770578,0.01918491,0.84273255,0.88633130,0.07039015,0.89059944,0.48409336
-5.92796398,2.40846528,0.00300406,0.55049214,0.01952104,0.84915842,0.89694855,0.07085987,0.87844990,0.48090486
-5.92196098,2.40055351,0.00317145,0.54173553,0.01975942,0.85309913,0.90453780,0.07111817,0.86336352,0.47659163
-5.91595798,2.38504941,0.00333005,0.53135156,0.01989411,0.85440624,0.90892001,0.07115304,0.84544709,0.47101357
-5.90995498,2.36167735,0.00347643,0.51930119,0.01992106,0.85295082,0.90994455,0.07095439,0.82485191,0.46406602
-5.90395198,2.33029344,0.00360736,0.50559296,0.01983825,0.84862813,0.90749396,0.07051433,0.80177154,0.45568342
-5.89794897,2.29089510,0.00371992,0.49028374,0.01964575,0.84136300,0.90148929,0.06982759,0.77643923,0.44584202
-5.89194597,2.24362855,0.00381152,0.47347794,0.01934577,0.83111577,0.89189569,0.06889190,0.74912510,0.43456116
-5.88594297,2.18879381,0.00388002,0.45532530,0.01894257,0.81788828,0.87872780,0.06770843,0.72013315,0.42190340
-5.87993997,2.12684668,0.00392379,0.43601735,0.01844243,0.80172939,0.86205463,0.06628218,0.68979794,0.40797345
-5.87393697,2.05839718,0.00394175,0.41578273,0.01785347,0.78273984,0.84200336,0.06462235,0.65848102,0.39291583
-5.86793397,1.98420436,0.00393342,0.39488147,0.01718547,0.76107565,0.81876174,0.06274249,0.62656691,0.37691156
-5.86193097,1.90516692,0.00389892,0.37359858,0.01644965,0.73695006,0.79257879,0.06066071,0.59445880,0.36017379
-5.85592796,1.82230983,0.00383896,0.35223708,0.01565831,0.71063340,0.76376346,0.05839958,0.56257361,0.34294268
-5.84992496,1.73676703,0.00375488,0.33111067,0.01482463,0.68245091,0.73268117,0.05598592,0.53133664,0.32547958
-5.84392196,1.64976025,0.00364850,0.31053636,0.01396226,0.65277830,0.69974823,0.05345048,0.50117566,0.30806073
-5.83791896,1.56257470,0.00352217,0.29082708,0.01308503,0.62203523,0.66542416,0.05082734,0.47251444,0.29097060
-5.83191596,1.47653195,0.00337862,0.27228464,0.01220660,0.59067678,0.63020222,0.04815328,0.44576578,0.27449508
-5.82591296,1.39296080,0.00322089,0.25519300,0.01134019,0.55918318,0.59459838,0.04546692,0.42132417,0.25891469
-5.81990995,1.31316698,0.00305226,0.23981210,0.01049825,0.52804829,0.55913918,0.04280783,0.39955807,0.24449785
-5.81390695,1.23840237,0.00287612,0.22637222,0.00969227,0.49776708,0.52434887,0.04021554,0.38080199,0.23149456
