energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.68784392,5.36570447,0.16193018,0.23403076,1.70318453,0.61012408,0.09656541,2.55824747,1.61160317,0.31783023
-5.68184092,5.55964542,0.17346506,0.23382021,1.77670909,0.62758976,0.09592797,2.66984175,1.71986424,0.32346414
-5.67583792,5.75058088,0.18482272,0.23308218,1.84823216,0.64411869,0.09544179,2.78115075,1.82762048,0.32904733
-5.66983492,5.93553618,0.19582324,0.23187921,1.91675796,0.65942996,0.09512802,2.89039509,1.93311426,0.33449694
-5.66383192,6.11140299,0.20628535,0.23027037,1.98126994,0.67324309,0.09499712,2.99571455,2.03454320,0.33971719
-5.65782891,6.27500320,0.21603074,0.22830839,2.04075026,0.68528384,0.09504864,3.09520853,2.13010170,0.34460116
-5.65182591,6.42316155,0.22488856,0.22603738,2.09420122,0.69529047,0.09527127,3.18698087,2.21802520,0.34903338
-5.64582291,6.55278480,0.23269988,0.22349116,2.14066823,0.70302021,0.09564344,3.26918770,2.29663564,0.35289296
-5.63981991,6.66094461,0.23932195,0.22069232,2.17926343,0.70825589,0.09613431,3.34008646,2.36438650,0.35605733
-5.63381691,6.74496097,0.24463224,0.21765200,2.20918921,0.71081225,0.09670512,3.39808434,2.41990578,0.35840623
-5.62781391,6.80248268,0.24853179,0.21437046,2.22976070,0.71054180,0.09731078,3.44178419,2.46203523,0.35982598
-5.62181091,6.83156152,0.25094811,0.21083833,2.24042643,0.70733996,0.09790175,3.47002600,2.48986429,0.36021359
-5.61580790,6.83071697,0.25183721,0.20703843,2.24078616,0.70114909,0.09842594,3.48192217,2.50275719,0.35948074
-5.60980490,6.79898848,0.25118485,0.20294813,2.23060522,0.69196143,0.09883071,3.47688538,2.50037227,0.35755735
-5.60380190,6.73597319,0.24900691,0.19854197,2.20982474,0.67982061,0.09906485,3.45464757,2.48267252,0.35439459
-5.59779890,6.64184738,0.24534885,0.19379454,2.17856713,0.66482166,0.09908037,3.41526962,2.44992695,0.34996724
-5.59179590,6.51737079,0.24028438,0.18868328,2.13713675,0.64710966,0.09883416,3.35914129,2.40270275,0.34427535
-5.58579290,6.36387382,0.23391322,0.18319118,2.08601557,0.62687687,0.09828947,3.28697162,2.34184851,0.33734501
-5.57978989,6.18322827,0.22635834,0.17730916,2.02585392,0.60435855,0.09741698,3.19977033,2.26846938,0.32922851
-5.57378689,5.97780310,0.21776249,0.17103796,1.95745679,0.57982763,0.09619577,3.09882120,2.18389509,0.32000362
-5.56778389,5.75040718,0.20828438,0.16438966,1.88176618,0.55358851,0.09461381,2.98564866,2.08964236,0.30977224
-5.56178089,5.50422163,0.19809461,0.15738846,1.79984003,0.52597010,0.09266828,2.86197910,1.98737313,0.29865847
-5.55577789,5.24272455,0.18737144,0.15007097,1.71282872,0.49731847,0.09036550,2.72969841,1.87885047,0.28680617
-5.54977489,4.96961106,0.17629668,0.14248580,1.62194981,0.46798947,0.08772063,2.59080759,1.76589371,0.27437615
-5.54377189,4.68871169,0.16505169,0.13469273,1.52846208,0.43834133,0.08475713,2.44737787,1.65033464,0.26154301
-5.53776888,4.40391185,0.15381373,0.12676131,1.43363953,0.40872778,0.08150596,2.30150680,1.53397616,0.24849193
-5.53176588,4.11907482,0.14275268,0.11876904,1.33874623,0.37949168,0.07800463,2.15527682,1.41855467,0.23541522
-5.52576288,3.83797036,0.13202822,0.11079940,1.24501281,0.35095937,0.07429611,2.01071701,1.30570733,0.22250891
-5.51975988,3.56421047,0.12178749,0.10293957,1.15361493,0.32343596,0.07042758,1.86976899,1.19694472,0.20996939
-5.51375688,3.30119335,0.11216329,0.09527819,1.06565434,0.29720142,0.06644924,1.73425747,1.09362946,0.19799005
-5.50775388,3.05205620,0.10327269,0.08790313,0.98214287,0.27250769,0.06241297,1.60586542,0.99696061,0.18675804
-5.50175088,2.81963677,0.09521609,0.08089939,0.90398921,0.24957664,0.05837109,1.48611406,0.90796394,0.17645111
-5.49574787,2.60644362,0.08807676,0.07434730,0.83198884,0.22859882,0.05437514,1.37634734,0.82748727,0.16723459
-5.48974487,2.41463417,0.08192057,0.06832090,0.76681674,0.20973302,0.05047478,1.27772043,0.75620045,0.15925847
-5.48374187,2.24599999,0.07679602,0.06288668,0.70902287,0.19310633,0.04671676,1.19119188,0.69459910,0.15265458
-5.47773887,2.10195825,0.07273452,0.05810272,0.65903006,0.17881484,0.04314405,1.11751889,0.64301129,0.14753396
-5.47173587,1.98354851,0.06975076,0.05401803,0.61713410,0.16692457,0.03979509,1.05725521,0.60160636,0.14398445
-5.46573287,1.89143401,0.06784315,0.05067234,0.58350581,0.15747274,0.03670327,1.01075121,0.57040512,0.14206842
-5.45972986,1.82590681,0.06699440,0.04809612,0.55819473,0.15046923,0.03389648,0.97815596,0.54929078,0.14182089
-5.45372686,1.78689644,0.06717213,0.04631086,0.54113430,0.14589812,0.03139688,0.95942099,0.53802021,0.14324802
-5.44772386,1.77398174,0.06832960,0.04532958,0.53214845,0.14371934,0.02922079,0.95430582,0.53623505,0.14632606
-5.44172086,1.78640616,0.07040646,0.04515751,0.53095933,0.14387029,0.02737876,0.96238535,0.54347278,0.15100086
-5.43571786,1.82309646,0.07332970,0.04579297,0.53719633,0.14626765,0.02587574,0.98305912,0.55917758,0.15718809
-5.42971486,1.88268545,0.07701476,0.04722825,0.55040621,0.15080918,0.02471134,1.01556301,0.58271120,0.16477418
-5.42371186,1.96353895,0.08136685,0.04945067,0.57006441,0.15737563,0.02388019,1.05898329,0.61336403,0.17361802
-5.41770885,2.06378755,0.08628246,0.05244363,0.59558753,0.16583291,0.02337244,1.11227358,0.65036673,0.18355367
-5.41170585,2.18136305,0.09165122,0.05618768,0.62634684,0.17603435,0.02317414,1.17427456,0.69290260,0.19439373
-5.40570285,2.31403993,0.09735793,0.06066161,0.66168277,0.18782319,0.02326787,1.24373664,0.74012085,0.20593372
-5.39969985,2.45948112,0.10328493,0.06584350,0.70092010,0.20103534,0.02363318,1.31934525,0.79115101,0.21795704
-5.39369685,2.61528767,0.10931459,0.07171168,0.74338360,0.21550227,0.02424715,1.39974847,0.84511826,0.23024070
-5.38769385,2.77905096,0.11533203,0.07824561,0.78841367,0.23105409,0.02508492,1.48358631,0.90115957,0.24256135
-5.38169085,2.94840619,0.12122787,0.08542662,0.83538153,0.24752267,0.02612015,1.56952084,0.95844025,0.25470165
-5.37568784,3.12108520,0.12690091,0.09323849,0.88370333,0.26474470,0.02732554,1.65626624,1.01617037,0.26645660
-5.36968484,3.29496667,0.13226081,0.10166773,0.93285267,0.28256469,0.02867326,1.74261756,1.07362047,0.27763957
-5.36368184,3.46812161,0.13723035,0.11070372,0.98237089,0.30083752,0.03013533,1.82747710,1.13013567,0.28808786
-5.35767884,3.63885189,0.14174745,0.12033840,1.03187454,0.31943073,0.03168412,1.90987723,1.18514768,0.29766748
-5.35167584,3.80572001,0.14576669,0.13056573,1.08105962,0.33822605,0.03329261,1.98899852,1.23818371,0.30627687
-5.34567284,3.96756841,0.14926030,0.14138075,1.12970223,0.35712043,0.03493486,2.06418237,1.28887191,0.31384949
-5.33966983,4.12352714,0.15221851,0.15277827,1.17765548,0.37602612,0.03658627,2.13493746,1.33694264,0.32035509
-5.33366683,4.27300948,0.15464932,0.16475128,1.22484270,0.39487006,0.03822398,2.20093971,1.38222553,0.32579957
-5.32766383,4.41569526,0.15657763,0.17728899,1.27124714,0.41359239,0.03982717,2.26202561,1.42464211,0.33022353
-5.32166083,4.55150300,0.15804371,0.19037470,1.31689879,0.43214413,0.04137737,2.31817956,1.46419445,0.33369947
-5.31565783,4.68055199,0.15910123,0.20398350,1.36185874,0.45048426,0.04285879,2.36951563,1.50095012,0.33632789
-5.30965483,4.80311654,0.15981479,0.21807999,1.40620214,0.46857618,0.04425857,2.41625497,1.53502441,0.33823241
-5.30365183,4.91957478,0.16025716,0.23261602,1.45000061,0.48638386,0.04556703,2.45870005,1.56656065,0.33955429
-5.29764882,5.03035510,0.16050625,0.24752871,1.49330508,0.50386779,0.04677791,2.49720730,1.59570980,0.34044644
-5.29164582,5.13588302,0.16064214,0.26273885,1.53613018,0.52098112,0.04788855,2.53215957,1.62261046,0.34106742
-5.28564282,5.23653175,0.16074412,0.27814977,1.57844111,0.53766607,0.04889994,2.56393998,1.64737057,0.34157561
-5.27963982,5.33257920,0.16088788,0.29364686,1.62014369,0.55385096,0.04981684,2.59290861,1.67005180,0.34212381
-5.27363682,5.42417378,0.16114317,0.30909776,1.66107852,0.56944801,0.05064768,2.61938327,1.69065770,0.34285460
-5.26763382,5.51131100,0.16157170,0.32435343,1.70101930,0.58435220,0.05140443,2.64362505,1.70912632,0.34389650
-5.26163082,5.59382193,0.16222565,0.33924993,1.73967586,0.59844120,0.05210241,2.66582951,1.72532770,0.34536112
-5.25562781,5.67137412,0.16314657,0.35361106,1.77670144,0.61157643,0.05275991,2.68612346,1.73906659,0.34734137
-5.24962481,5.74348445,0.16436489,0.36725181,1.81170407,0.62360551,0.05339775,2.70456727,1.75009001,0.34991058
-5.24362181,5.80954308,0.16589987,0.37998243,1.84426140,0.63436564,0.05403877,2.72116209,1.75809933,0.35312261
-5.23761881,5.86884648,0.16775993,0.39161307,1.87393805,0.64368818,0.05470711,2.73586113,1.76276624,0.35701262
-5.23161581,5.92063756,0.16994350,0.40195889,1.90030466,0.65140404,0.05542754,2.74858383,1.76375132,0.36159848
-5.22561281,5.96415004,0.17244000,0.41084532,1.92295750,0.65734967,0.05622460,2.75923177,1.76072454,0.36688253
-5.21960980,5.99865423,0.17523108,0.41811343,1.94153758,0.66137343,0.05712173,2.76770483,1.75338598,0.37285344
-5.21360680,6.02350143,0.17829199,0.42362512,1.95574821,0.66334208,0.05814038,2.77391634,1.74148602,0.37948809
-5.20760380,6.03816417,0.18159286,0.42726791,1.96537019,0.66314697,0.05929904,2.77780610,1.72484342,0.38675317
-5.20160080,6.04226995,0.18509999,0.42895930,1.97027368,0.66070977,0.06061238,2.77935025,1.70336052,0.39460644
-5.19559780,6.03562667,0.18877690,0.42865032,1.97042632,0.65598733,0.06209037,2.77856728,1.67703460,0.40299755
-5.18959480,6.01823834,0.19258530,0.42632826,1.96589723,0.64897562,0.06373752,2.77551987,1.64596481,0.41186837
-5.18359180,5.99031060,0.19648569,0.42201847,1.95685674,0.63971228,0.06555223,2.77031249,1.61035433,0.42115290
-5.17758879,5.95224596,0.20043783,0.41578512,1.94357202,0.62827792,0.06752630,2.76308501,1.57050767,0.43077685
-5.17158579,5.90462950,0.20440091,0.40773089,1.92639891,0.61479595,0.06964465,2.75400311,1.52682333,0.44065694
-5.16558279,5.84820623,0.20833358,0.39799557,1.90577053,0.59943089,0.07188517,2.74324607,1.47978230,0.45070020
-5.15957979,5.78385191,0.21219381,0.38675370,1.88218329,0.58238538,0.07421896,2.73099326,1.42993297,0.46080341
-5.15357679,5.71253914,0.21593863,0.37421118,1.85618102,0.56389581,0.07661067,2.71741020,1.37787335,0.47085282
-5.14757379,5.63530115,0.21952391,0.36060109,1.82833816,0.54422684,0.07901923,2.70263555,1.32423153,0.48072439
-5.14157079,5.55319528,0.22290416,0.34617869,1.79924266,0.52366510,0.08139870,2.68676993,1.26964531,0.49028461
-5.13556778,5.46726840,0.22603242,0.33121594,1.76947934,0.50251208,0.08369951,2.66986756,1.21474210,0.49939213
-5.12956478,5.37852580,0.22886038,0.31599545,1.73961446,0.48107673,0.08586976,2.65193135,1.16011987,0.50790004
-5.12356178,5.28790523,0.23133868,0.30080421,1.71018190,0.45966790,0.08785680,2.63291190,1.10633014,0.51565895
-5.11755878,5.19625684,0.23341741,0.28592720,1.68167136,0.43858685,0.08960881,2.61271045,1.05386357,0.52252065
-5.11155578,5.10432952,0.23504700,0.27164099,1.65451880,0.41812022,0.09107654,2.59118561,1.00313877,0.52834237
-5.10555278,5.01276367,0.23617913,0.25820751,1.62909915,0.39853352,0.09221495,2.56816341,0.95449459,0.53299114
-5.09954977,4.92208982,0.23676806,0.24586822,1.60572130,0.38006542,0.09298476,2.54344991,0.90818606,0.53634841
-5.09354677,4.83273236,0.23677191,0.23483862,1.58462506,0.36292300,0.09335389,2.51684552,0.86438393,0.53831431
-5.08754377,4.74501714,0.23615419,0.22530341,1.56598002,0.34727789,0.09329866,2.48815995,0.82317765,0.53881150
-5.08154077,4.65918179,0.23488516,0.21741232,1.54988578,0.33326364,0.09280463,2.45722682,0.78458128,0.53778838
-5.07553777,4.57538734,0.23294323,0.21127669,1.53637350,0.32097406,0.09186723,2.42391690,0.74854197,0.53522126
-5.06953477,4.49373008,0.23031614,0.20696698,1.52540834,0.31046268,0.09049199,2.38814912,0.71495045,0.53111559
-5.06353177,4.41425239,0.22700189,0.20451115,1.51689254,0.30174324,0.08869436,2.34989867,0.68365274,0.52550601
-5.05752876,4.33695209,0.22300938,0.20389409,1.51066917,0.29479116,0.08649926,2.30920173,0.65446261,0.51845516
-5.05152576,4.26178961,0.21835866,0.20505808,1.50652630,0.28954580,0.08394023,2.26615662,0.62717415,0.51005150
-5.04552276,4.18869296,0.21308086,0.20790431,1.50420174,0.28591360,0.08105831,2.22092150,0.60157374,0.50040601
-5.03951976,4.11756085,0.20721766,0.21229549,1.50338833,0.28377178,0.07790068,2.17370887,0.57745112,0.48964821
-5.03351676,4.04826413,0.20082047,0.21805947,1.50373998,0.28297266,0.07451912,2.12477732,0.55460908,0.47792145
-5.02751376,3.98064651,0.19394921,0.22499382,1.50487852,0.28334835,0.07096839,2.07442139,0.53287136,0.46537801
-5.02151076,3.91452515,0.18667086,0.23287137,1.50640161,0.28471573,0.06730450,2.02296013,0.51208886,0.45217401
-5.01550775,3.84969185,0.17905779,0.24144640,1.50789166,0.28688172,0.06358307,1.97072527,0.49214383,0.43846464
-5.00950475,3.78591574,0.17118598,0.25046150,1.50892573,0.28964841,0.05985783,1.91804973,0.47295215,0.42439971
-5.00350175,3.72294759,0.16313320,0.25965474,1.50908645,0.29281828,0.05617913,1.86525716,0.45446395,0.41011992
-4.99749875,3.66052636,0.15497720,0.26876710,1.50797364,0.29619914,0.05259284,1.81265301,0.43666253,0.39575382
-4.99149575,3.59838776,0.14679404,0.27754973,1.50521622,0.29960868,0.04913929,1.76051767,0.41956200,0.38141570
-4.98549275,3.53627452,0.13865658,0.28577087,1.50048410,0.30287868,0.04585262,1.70910158,0.40320383,0.36720426
-4.97948974,3.47394794,0.13063321,0.29322227,1.49349953,0.30585854,0.04276029,1.65862262,0.38765259,0.35320225
-4.97348674,3.41119993,0.12278681,0.29972460,1.48404716,0.30841819,0.03988287,1.60926541,0.37299116,0.33947679
-4.96748374,3.34786458,0.11517397,0.30513198,1.47198250,0.31045026,0.03723405,1.56118234,0.35931568,0.32608033
-4.96148074,3.28382849,0.10784449,0.30933517,1.45723800,0.31187137,0.03482095,1.51449591,0.34673041,0.31305214
-4.95547774,3.21903886,0.10084114,0.31226343,1.43982654,0.31262268,0.03264446,1.46930187,0.33534270,0.30042009
-4.94947474,3.15350871,0.09419960,0.31388502,1.41984174,0.31266955,0.03069987,1.42567282,0.32525823,0.28820263
-4.94347174,3.08731856,0.08794862,0.31420614,1.39745517,0.31200043,0.02897755,1.38366185,0.31657657,0.27641072
-4.93746873,3.02061442,0.08211035,0.31326872,1.37291019,0.31062509,0.02746374,1.34330574,0.30938714,0.26504968
-4.93146573,2.95360202,0.07670066,0.31114674,1.34651286,0.30857213,0.02614135,1.30462766,0.30376559,0.25412078
-4.92546273,2.88653751,0.07172968,0.30794174,1.31862010,0.30588613,0.02499084,1.26763905,0.29977069,0.24362258
-4.91945973,2.81971531,0.06720228,0.30377727,1.28962560,0.30262439,0.02399108,1.23234085,0.29744156,0.23355188
-4.91345673,2.75345372,0.06311852,0.29879298,1.25994423,0.29885357,0.02312015,1.19872391,0.29679544,0.22390442
-4.90745373,2.68807933,0.05947423,0.29313824,1.22999564,0.29464626,0.02235616,1.16676894,0.29782582,0.21467520
-4.90145073,2.62391118,0.05626138,0.28696591,1.20018769,0.29007774,0.02167796,1.13644613,0.30050111,0.20585861
-4.89544772,2.56124570,0.05346860,0.28042621,1.17090079,0.28522301,0.02106581,1.10771466,0.30476376,0.19744835
-4.88944472,2.50034347,0.05108152,0.27366125,1.14247353,0.28015426,0.02050203,1.08052250,0.31052992,0.18943727
-4.88344172,2.44141857,0.04908320,0.26680017,1.11519058,0.27493880,0.01997146,1.05480656,0.31768970,0.18181715
-4.87743872,2.38463118,0.04745450,0.25995523,1.08927317,0.26963758,0.01946194,1.03049356,0.32610805,0.17457848
-4.87143572,2.33008403,0.04617450,0.25321886,1.06487273,0.26430427,0.01896465,1.00750173,0.33562639,0.16771045
-4.86543272,2.27782277,0.04522088,0.24666185,1.04206784,0.25898498,0.01847443,0.98574338,0.34606497,0.16120090
-4.85942971,2.22784039,0.04457040,0.24033255,1.02086452,0.25371846,0.01798995,0.96512846,0.35722600,0.15503659
-4.85342671,2.18008533,0.04419929,0.23425723,1.00119994,0.24853688,0.01751386,0.94556892,0.36889755,0.14920350
-4.84742371,2.13447294,0.04408381,0.22844127,0.98294917,0.24346688,0.01705282,0.92698392,0.38085823,0.14368742
-4.84142071,2.09089962,0.04420070,0.22287137,0.96593466,0.23853109,0.01661749,0.90930554,0.39288239,0.13847452
-4.83541771,2.04925889,0.04452767,0.21751835,0.94993788,0.23374972,0.01622249,0.89248486,0.40474597,0.13355218
-4.82941471,2.00945845,0.04504390,0.21234056,0.93471264,0.22914226,0.01588619,0.87649807,0.41623246,0.12890977
-4.82341171,1.97143739,0.04573039,0.20728761,0.91999937,0.22472919,0.01563060,0.86135234,0.42713915,0.12453950
-4.81740870,1.93518253,0.04657033,0.20230432,0.90553968,0.22053349,0.01548105,0.84709110,0.43728298,0.12043723
-4.81140570,1.90074295,0.04754930,0.19733460,0.89109060,0.21658189,0.01546597,0.83379843,0.44650608,0.11660314
-4.80540270,1.86824194,0.04865534,0.19232522,0.87643768,0.21290579,0.01561649,0.82160220,0.45468048,0.11304237
-4.79939970,1.83788542,0.04987887,0.18722916,0.86140662,0.20954179,0.01596611,0.81067574,0.46171176,0.10976538
-4.79339670,1.80996638,0.05121247,0.18200857,0.84587273,0.20653173,0.01655020,0.80123777,0.46754155,0.10678817
-4.78739370,1.78486479,0.05265040,0.17663709,0.82976788,0.20392225,0.01740554,0.79355034,0.47214853,0.10413224
-4.78139070,1.76304274,0.05418808,0.17110161,0.81308481,0.20176387,0.01856975,0.78791481,0.47554794,0.10182430
-4.77538769,1.74503467,0.05582132,0.16540320,0.79587841,0.20010953,0.02008062,0.78466565,0.47778951,0.09989569
-4.76938469,1.73143299,0.05754552,0.15955751,0.77826436,0.19901289,0.02197540,0.78416225,0.47895400,0.09838160
-4.76338169,1.72286940,0.05935476,0.15359432,0.76041488,0.19852605,0.02429000,0.78677879,0.47914839,0.09731997
-4.75737869,1.71999249,0.06124088,0.14755661,0.74255224,0.19869724,0.02705805,0.79289239,0.47850004,0.09675022
-4.75137569,1.72344248,0.06319270,0.14149897,0.72494008,0.19956823,0.03030988,0.80286997,0.47715009,0.09671178
-4.74537269,1.73382394,0.06519521,0.13548561,0.70787335,0.20117183,0.03407146,0.81705403,0.47524658,0.09724245
-4.73936968,1.75167774,0.06722904,0.12958795,0.69166704,0.20352941,0.03836321,0.83574796,0.47293750,0.09837671
-4.73336668,1.77745321,0.06927015,0.12388207,0.67664450,0.20664876,0.04319879,0.85920137,0.47036434,0.10014393
-4.72736368,1.81148180,0.07128972,0.11844596,0.66312578,0.21052229,0.04858387,0.88759589,0.46765632,0.10256669
-4.72136068,1.85395326,0.07325443,0.11335679,0.65141645,0.21512566,0.05451493,0.92103217,0.46492585,0.10565911
-4.71535768,1.90489559,0.07512701,0.10868833,0.64179735,0.22041706,0.06097813,0.95951844,0.46226510,0.10942542
-4.70935468,1.96415951,0.07686706,0.10450845,0.63451554,0.22633706,0.06794839,1.00296131,0.45974413,0.11385863
-4.70335168,2.03140825,0.07843224,0.10087702,0.62977684,0.23280912,0.07538860,1.05115916,0.45741046,0.11893962
-4.69734867,2.10611329,0.07977959,0.09784404,0.62773978,0.23974076,0.08324915,1.10379858,0.45528994,0.12463644
-4.69134567,2.18755630,0.08086708,0.09544814,0.62851135,0.24702539,0.09146780,1.16045406,0.45338888,0.13090403
-4.68534267,2.27483733,0.08165528,0.09371549,0.63214412,0.25454463,0.09997001,1.22059120,0.45169710,0.13768436
-4.67933967,2.36688916,0.08210895,0.09265905,0.63863490,0.26217122,0.10866960,1.28357348,0.45019163,0.14490687
-4.67333667,2.46249745,0.08219865,0.09227818,0.64792451,0.26977218,0.11747003,1.34867243,0.44884066,0.15248950
-4.66733367,2.56032592,0.08190213,0.09255859,0.65989867,0.27721231,0.12626608,1.41508112,0.44760750,0.16033995
-4.66133067,2.65894590,0.08120550,0.09347263,0.67438966,0.28435778,0.13494603,1.48193061,0.44645406,0.16835744
-4.65532766,2.75686929,0.08010412,0.09497980,0.69117861,0.29107968,0.14339428,1.54830879,0.44534375,0.17643472
-4.64932466,2.85258381,0.07860311,0.09702759,0.70999843,0.29725745,0.15149431,1.61328128,0.44424354,0.18446038
-4.64332166,2.94458928,0.07671748,0.09955244,0.73053713,0.30278202,0.15913191,1.67591346,0.44312501,0.19232138
