energy_ev,total_up,C_s_up,C_p_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-5.62181091,4.90355360,0.03177189,0.58999391,3.68998582,1.85252166,0.03562068,1.57900720
-5.61580790,4.79158449,0.03110163,0.57432152,3.55425273,1.81110521,0.03520988,1.55386855
-5.60980490,4.65883302,0.03025763,0.55615801,3.40480700,1.76186324,0.03459779,1.52180662
-5.60380190,4.50725289,0.02925330,0.53581595,3.24403227,1.70549358,0.03379164,1.48325273
-5.59779890,4.33906985,0.02810506,0.51363259,3.07440558,1.64280018,0.03280303,1.43874107
-5.59179590,4.15672885,0.02683190,0.48996152,2.89843558,1.57467466,0.03164768,1.38889677
-5.58579290,3.96283863,0.02545473,0.46516447,2.71860448,1.50207640,0.03034498,1.33442239
-5.57978989,3.76011555,0.02399579,0.43960375,2.53731570,1.42601200,0.02891743,1.27608306
-5.57378689,3.55132838,0.02247802,0.41363522,2.35684840,1.34751480,0.02739003,1.21469099
-5.56778389,3.33924547,0.02092446,0.38760228,2.17932002,1.26762491,0.02578955,1.15108954
-5.56178089,3.12658565,0.01935760,0.36183067,2.00665700,1.18737042,0.02414378,1.08613739
-5.55577789,2.91597365,0.01779891,0.33662421,1.84057393,1.10774997,0.02248081,1.02069300
-5.54977489,2.70990077,0.01626836,0.31226153,1.68256055,1.02971727,0.02082836,0.95559988
-5.54377189,2.51069095,0.01478407,0.28899354,1.53387595,0.95416741,0.01921307,0.89167267
-5.53776888,2.32047250,0.01336198,0.26704179,1.39554907,0.88192528,0.01765997,0.82968440
-5.53176588,2.14115519,0.01201570,0.24659732,1.26838437,0.81373599,0.01619201,0.77035498
-5.52576288,1.97441239,0.01075641,0.22782012,1.15297148,0.75025718,0.01482963,0.71434108
-5.51975988,1.82166793,0.00959280,0.21083900,1.04969772,0.69205307,0.01359052,0.66222739
-5.51375688,1.68408693,0.00853119,0.19575174,0.95876255,0.63959018,0.01248943,0.61451931
-5.50775388,1.56257040,0.00757558,0.18262546,0.88019273,0.59323439,0.01153801,0.57163719
-5.50175088,1.45775292,0.00672787,0.17149721,0.81385788,0.55324919,0.01074485,0.53391185
-5.49574787,1.37000311,0.00598803,0.16237467,0.75948548,0.51979510,0.01011546,0.50158165
-5.48974487,1.29942668,0.00535431,0.15523702,0.71667528,0.49292998,0.00965236,0.47479095
-5.48374187,1.24587177,0.00482350,0.15003599,0.68491277,0.47261033,0.00935518,0.45358989
-5.47773887,1.20893676,0.00439112,0.14669706,0.66358191,0.45869346,0.00922081,0.43793567
-5.47173587,1.18798055,0.00405167,0.14512100,0.65197707,0.45094071,0.00924354,0.42769514
-5.46573287,1.18213556,0.00379880,0.14518566,0.64931463,0.44902172,0.00941519,0.42264885
-5.45972986,1.19032370,0.00362551,0.14674818,0.65474436,0.45251995,0.00972530,0.42249651
-5.45372686,1.21127562,0.00352433,0.14964756,0.66736113,0.46093961,0.01016130,0.42686382
-5.44772386,1.24355353,0.00348740,0.15370773,0.68621693,0.47371407,0.01070867,0.43531084
-5.44172086,1.28557763,0.00350668,0.15874103,0.71033369,0.49021597,0.01135119,0.44734154
-5.43571786,1.33565640,0.00357400,0.16455211,0.73871688,0.50976894,0.01207113,0.46241485
-5.42971486,1.39202034,0.00368120,0.17094228,0.77036995,0.53166111,0.01284951,0.47995669
-5.42371186,1.45285901,0.00382023,0.17771403,0.80430941,0.55516004,0.01366644,0.49937311
-5.41770885,1.51636072,0.00398321,0.18467589,0.83958045,0.57952914,0.01450140,0.52006417
-5.41170585,1.58075391,0.00416259,0.19164721,0.87527263,0.60404494,0.01533364,0.54143821
-5.40570285,1.64434939,0.00435119,0.19846299,0.91053528,0.62801506,0.01614259,0.56292627
-5.39969985,1.70558198,0.00454235,0.20497829,0.94459209,0.65079612,0.01690826,0.58399619
-5.39369685,1.76305030,0.00472999,0.21107238,0.97675434,0.67181110,0.01761171,0.60416600
-5.38769385,1.81555322,0.00490875,0.21665218,1.00643230,0.69056552,0.01823546,0.62301606
-5.38169085,1.86212141,0.00507408,0.22165497,1.03314430,0.70666164,0.01876396,0.64019964
-5.37568784,1.90204283,0.00522230,0.22605032,1.05652309,0.71981014,0.01918393,0.65545141
-5.36968484,1.93488063,0.00535069,0.22984091,1.07631922,0.72983873,0.01948472,0.66859352
-5.36368184,1.96048280,0.00545753,0.23306235,1.09240120,0.73669704,0.01965858,0.67953898
-5.35767884,1.97898261,0.00554214,0.23578197,1.10475253,0.74045768,0.01970083,0.68829210
-5.35167584,1.99078974,0.00560487,0.23809646,1.11346562,0.74131302,0.01960997,0.69494597
-5.34567284,1.99657194,0.00564705,0.24012849,1.11873283,0.73956786,0.01938766,0.69967690
-5.33966983,1.99722792,0.00567095,0.24202251,1.12083515,0.73562806,0.01903860,0.70273604
-5.33366683,1.99385203,0.00567966,0.24393960,1.12012869,0.72998555,0.01857037,0.70443840
-5.32766383,1.98769226,0.00567698,0.24605177,1.11702977,0.72320013,0.01799306,0.70514964
-5.32166083,1.98010267,0.00566724,0.24853581,1.11199901,0.71587881,0.01731895,0.70527112
-5.31565783,1.97249244,0.00565513,0.25156686,1.10552503,0.70865352,0.01656206,0.70522371
-5.30965483,1.96627307,0.00564553,0.25531195,1.09810831,0.70215784,0.01573767,0.70543102
-5.30365183,1.96280592,0.00564330,0.25992378,1.09024570,0.69700396,0.01486180,0.70630261
-5.29764882,1.96335206,0.00565307,0.26553488,1.08241601,0.69376054,0.01395075,0.70821784
-5.29164582,1.96902626,0.00567907,0.27225236,1.07506711,0.69293238,0.01302058,0.71151098
-5.28564282,1.98075687,0.00572493,0.28015356,1.06860475,0.69494277,0.01208669,0.71645817
-5.27963982,1.99925296,0.00579359,0.28928258,1.06338331,0.70011906,0.01116342,0.72326662
-5.27363682,2.02497999,0.00588712,0.29964795,1.05969868,0.70868200,0.01026372,0.73206647
-5.26763382,2.05814464,0.00600667,0.31122147,1.05778322,0.72073923,0.00939888,0.74290574
-5.26163082,2.09868930,0.00615242,0.32393831,1.05780276,0.73628296,0.00857841,0.75574822
-5.25562781,2.14629612,0.00632358,0.33769835,1.05985567,0.75519195,0.00780988,0.77047463
-5.24962481,2.20040024,0.00651842,0.35236870,1.06397369,0.77723747,0.00709893,0.78688676
-5.24362181,2.26021142,0.00673432,0.36778738,1.07012451,0.80209287,0.00644930,0.80471436
-5.23761881,2.32474298,0.00696792,0.38376794,1.07821578,0.82934631,0.00586294,0.82362455
-5.23161581,2.39284658,0.00721518,0.40010499,1.08810035,0.85851604,0.00534015,0.84323313
-5.22561281,2.46325149,0.00747159,0.41658026,1.09958254,0.88906733,0.00487978,0.86311745
-5.21960980,2.53460638,0.00773229,0.43296917,1.11242518,0.92043056,0.00447942,0.88283008
-5.21360680,2.60552219,0.00799227,0.44904757,1.12635722,0.95201960,0.00413566,0.90191294
-5.20760380,2.67461432,0.00824651,0.46459837,1.14108170,0.98324975,0.00384426,0.91991101
-5.20160080,2.74054261,0.00849018,0.47941804,1.15628386,1.01355466,0.00360044,0.93638539
-5.19559780,2.80204786,0.00871874,0.49332250,1.17163928,1.04240173,0.00339901,0.95092512
-5.18959480,2.85798383,0.00892815,0.50615246,1.18682190,1.06930537,0.00323463,0.96315729
-5.18359180,2.90734390,0.00911490,0.51777784,1.20151179,1.09383817,0.00310191,0.97275545
-5.17758879,2.94928202,0.00927620,0.52810135,1.21540256,1.11563939,0.00299559,0.97944591
-5.17158579,2.98312766,0.00940998,0.53706098,1.22820842,1.13442108,0.00291064,0.98301204
-5.16558279,3.00839495,0.00951497,0.54463140,1.23967059,1.14997170,0.00284235,0.98329663
-5.15957979,3.02478617,0.00959077,0.55082429,1.24956325,1.16215736,0.00278638,0.98020242
-5.15357679,3.03219017,0.00963782,0.55568746,1.25769867,1.17092103,0.00273882,0.97369110
-5.14757379,3.03067619,0.00965742,0.55930300,1.26393159,1.17627975,0.00269624,0.96378098
-5.14157079,3.02048374,0.00965171,0.56178423,1.26816248,1.17832031,0.00265566,0.95054364
-5.13556778,3.00200910,0.00962365,0.56327185,1.27033981,1.17719341,0.00261456,0.93409993
-5.12956478,2.97578898,0.00957694,0.56392898,1.27046092,1.17310676,0.00257089,0.91461537
-5.12356178,2.94248198,0.00951602,0.56393560,1.26857137,1.16631705,0.00252304,0.89229539
-5.11755878,2.90284811,0.00944595,0.56348219,1.26476282,1.15712130,0.00246984,0.86738042
-5.11155578,2.85772689,0.00937233,0.56276292,1.25916910,1.14584742,0.00241049,0.84014095
-5.10555278,2.80801448,0.00930118,0.56196857,1.25196069,1.13284439,0.00234456,0.81087261
-5.09954977,2.75464005,0.00923886,0.56127926,1.24333756,1.11847215,0.00227197,0.77989140
-5.09354677,2.69854201,0.00919186,0.56085740,1.23352062,1.10309145,0.00219291,0.74752880
-5.08754377,2.64064457,0.00916670,0.56084111,1.22274214,1.08705386,0.00210786,0.71412696
-5.08154077,2.58183523,0.00916971,0.56133831,1.21123543,1.07069233,0.00201749,0.68003387
-5.07553777,2.52294398,0.00920686,0.56242198,1.19922452,1.05431262,0.00192269,0.64559849
-5.06953477,2.46472498,0.00928354,0.56412670,1.18691419,1.03818599,0.00182447,0.61116585
-5.06353177,2.40784161,0.00940439,0.56644687,1.17448125,1.02254353,0.00172393,0.57707230
-5.05752876,2.35285571,0.00957306,0.56933686,1.16206749,1.00757265,0.00162227,0.54364090
-5.05152576,2.30022183,0.00979210,0.57271316,1.14977502,0.99341589,0.00152069,0.51117714
-5.04552276,2.25028704,0.01006273,0.57645862,1.13766444,0.98017251,0.00142038,0.47996515
-5.03951976,2.20329680,0.01038480,0.58042887,1.12575611,0.96790283,0.00132250,0.45026461
-5.03351676,2.15940691,0.01075666,0.58446059,1.11403483,0.95663554,0.00122814,0.42230840
-5.02751376,2.11870131,0.01117521,0.58838144,1.10245762,0.94637754,0.00113827,0.39630126
-5.02151076,2.08121517,0.01163589,0.59202133,1.09096458,0.93712625,0.00105380,0.37241945
-5.01550775,2.04696209,0.01213284,0.59522430,1.07949204,0.92888357,0.00097546,0.35081148
-5.00950475,2.01596435,0.01265907,0.59786074,1.06798754,0.92167105,0.00090390,0.33159982
-5.00350175,1.98828410,0.01320671,0.59983904,1.05642547,0.91554516,0.00083961,0.31488352
-4.99749875,1.96405407,0.01376730,0.60111613,1.04482268,0.91061198,0.00078296,0.30074155
-4.99149575,1.94350539,0.01433214,0.60170624,1.03325275,0.90704008,0.00073420,0.28923659
-4.98549275,1.92699081,0.01489268,0.60168736,1.02185799,0.90507079,0.00069346,0.28041893
-4.97948974,1.91500122,0.01544091,0.60120474,1.01085830,0.90502482,0.00066079,0.27433033
-4.97348674,1.90817400,0.01596972,0.60047121,1.00055582,0.90730459,0.00063615,0.27100726
-4.96748374,1.90729185,0.01647326,0.59976408,0.99133507,0.91239155,0.00061942,0.27048340
-4.96148074,1.91327140,0.01694727,0.59941852,0.98365798,0.92083822,0.00061043,0.27279103
-4.95547774,1.92714125,0.01738926,0.59981758,0.97805387,0.93325487,0.00060896,0.27796119
-4.94947474,1.95000981,0.01779872,0.60137921,0.97510450,0.95029100,0.00061476,0.28602232
-4.94347174,1.98302395,0.01817710,0.60454073,0.97542476,0.97261221,0.00062756,0.29699756
-4.93746873,2.02731979,0.01852783,0.60974136,0.97963967,1.00087311,0.00064705,0.31090059
-4.93146573,2.08396781,0.01885605,0.61740362,0.98835878,1.03568747,0.00067293,0.32773036
-4.92546273,2.15391458,0.01916845,0.62791440,1.00214911,1.07759672,0.00070487,0.34746485
-4.91945973,2.23792392,0.01947280,0.64160657,1.02150788,1.12703830,0.00074254,0.37005443
-4.91345673,2.33652048,0.01977758,0.65874194,1.04683645,1.18431534,0.00078561,0.39541507
-4.90745373,2.44993856,0.02009143,0.67949660,1.07841673,1.24956918,0.00083374,0.42342204
-4.90145073,2.57807927,0.02042266,0.70394906,1.11639145,1.32275619,0.00088662,0.45390461
-4.89544772,2.72047837,0.02077867,0.73207211,1.16074918,1.40363029,0.00094395,0.48664224
-4.88944472,2.87628715,0.02116553,0.76372860,1.21131520,1.49173224,0.00100545,0.52136270
-4.88344172,3.04426798,0.02158746,0.79867162,1.26774868,1.58638662,0.00107093,0.55774261
-4.87743872,3.22280551,0.02204654,0.83654899,1.32954664,1.68670708,0.00114025,0.59541048
-4.87143572,3.40993374,0.02254248,0.87691200,1.39605457,1.79160994,0.00121337,0.63395264
-4.86543272,3.60337863,0.02307250,0.91922815,1.46648347,1.89983613,0.00129039,0.67292182
-4.85942971,3.80061488,0.02363138,0.96289712,1.53993263,2.00998079,0.00137158,0.71184826
-4.85342671,3.99893495,0.02421165,1.00726962,1.61541713,2.12052953,0.00145739,0.75025309
-4.84742371,4.19552761,0.02480392,1.05166801,1.69189909,2.22990016,0.00154853,0.78766324
-4.84142071,4.38756287,0.02539733,1.09540796,1.76832088,2.33648829,0.00164594,0.82362749
-4.83541771,4.57227969,0.02598012,1.13782004,1.84363915,2.43871488,0.00175089,0.85773268
-4.82941471,4.74707250,0.02654024,1.17827045,1.91685781,2.53507391,0.00186494,0.88961935
-4.82341171,4.90957278,0.02706600,1.21617974,1.98705851,2.62417804,0.00199002,0.91899591
-4.81740870,5.05772185,0.02754679,1.25103897,2.05342709,2.70480046,0.00212837,0.94565054
-4.81140570,5.18983156,0.02797367,1.28242228,2.11527490,2.77591098,0.00228261,0.96946000
-4.80540270,5.30462997,0.02833991,1.30999579,2.17205374,2.83670480,0.00245566,0.99039474
-4.79939970,5.40128993,0.02864145,1.33352203,2.22336405,2.88662280,0.00265074,1.00851991
-4.79339670,5.47943921,0.02887724,1.35286030,2.26895573,2.92536242,0.00287131,1.02399183
-4.78739370,5.53915170,0.02904927,1.36796273,2.30872200,2.95287869,0.00312103,1.03705009
-4.78139070,5.58092042,0.02916266,1.37886657,2.34268654,2.96937550,0.00340361,1.04800532
-4.77538769,5.60561343,0.02922535,1.38568326,2.37098484,2.97528754,0.00372277,1.05722320
-4.76938469,5.61441529,0.02924778,1.38858494,2.39384095,2.97125390,0.00408207,1.06510525
-4.76338169,5.60875687,0.02924230,1.38778919,2.41154095,2.95808455,0.00448478,1.07206747
-4.75737869,5.59023712,0.02922255,1.38354309,2.42440485,2.93672151,0.00493373,1.07851763
-4.75137569,5.56054082,0.02920270,1.37610720,2.43275841,2.90819632,0.00543114,1.08483252
-4.74537269,5.52135640,0.02919663,1.36574067,2.43690671,2.87358604,0.00597842,1.09133623
-4.73936968,5.47429784,0.02921711,1.35268800,2.43711076,2.83396968,0.00657603,1.09828064
-4.73336668,5.42083447,0.02927505,1.33716831,2.43356868,2.79038712,0.00722331,1.10582920
-4.72736368,5.36223197,0.02937877,1.31936739,2.42640232,2.74380217,0.00791832,1.11404488
-4.72136068,5.29950719,0.02953345,1.29943308,2.41565007,2.69507149,0.00865773,1.12288301
-4.71535768,5.23339862,0.02974065,1.27747382,2.40126615,2.64492043,0.00943674,1.13218948
-4.70935468,5.16435362,0.02999813,1.25356050,2.38312635,2.59392667,0.01024902,1.14170451
-4.70335168,5.09253241,0.03029975,1.22773112,2.36103967,2.54251218,0.01108676,1.15107178
-4.69734867,5.01782812,0.03063561,1.19999795,2.33476516,2.49094328,0.01194070,1.15985276
-4.69134567,4.93990130,0.03099240,1.17035652,2.30403284,2.43933868,0.01280031,1.16754531
-4.68534267,4.85822655,0.03135394,1.13879588,2.26856736,2.38768447,0.01365399,1.17360586
-4.67933967,4.77214856,0.03170181,1.10530928,2.22811312,2.33585521,0.01448930,1.17747408
-4.67333667,4.68094422,0.03201618,1.06990473,2.18245915,2.28363959,0.01529333,1.17859873
-4.66733367,4.58388749,0.03227667,1.03261466,2.13146261,2.23076937,0.01605309,1.17646365
-4.66133067,4.48031350,0.03246328,0.99350420,2.07506938,2.17694990,0.01675589,1.17061245
-4.65532766,4.36967889,0.03255730,0.95267752,2.01333072,2.12189073,0.01738985,1.16067088
-4.64932466,4.25161523,0.03254220,0.91028204,1.94641527,2.06533482,0.01794431,1.14636583
-4.64332166,4.12597336,0.03240439,0.86651019,1.87461567,2.00708506,0.01841031,1.12754014
-4.63731866,3.99285678,0.03213387,0.82159879,1.79834959,1.94702691,0.01878100,1.10416264
-4.63131566,3.85264289,0.03172476,0.77582607,1.71815541,1.88514643,0.01905201,1.07633303
-4.62531266,3.70599162,0.03117565,0.72950667,1.63468264,1.82154309,0.01922175,1.04428157
-4.61930965,3.55384163,0.03048967,0.68298484,1.54867785,1.75643695,0.01929165,1.00836379
-4.61330665,3.39739468,0.02967457,0.63662628,1.46096685,1.69017036,0.01926626,0.96905049
-4.60730365,3.23808950,0.02874239,0.59080910,1.37243403,1.62320424,0.01915323,0.92691372
-4.60130065,3.07756663,0.02770916,0.54591437,1.28399994,1.55610946,0.01896326,0.88260951
-4.59529765,2.91762614,0.02659432,0.50231656,1.19659799,1.48955385,0.01870986,0.83685801
-4.58929465,2.76018011,0.02542012,0.46037452,1.11115134,1.42428541,0.01840898,0.79042219
-4.58329165,2.60720190,0.02421082,0.42042315,1.02855091,1.36111269,0.01807864,0.74408569
-4.57728864,2.46067396,0.02299198,0.38276610,0.94963497,1.30088286,0.01773834,0.69863088
-4.57128564,2.32253607,0.02178957,0.34766972,0.87517127,1.24445835,0.01740850,0.65481771
-4.56528264,2.19463526,0.02062919,0.31535835,0.80584172,1.19269264,0.01710977,0.61336411
-4.55927964,2.07867879,0.01953530,0.28601093,0.74223017,1.14640594,0.01686237,0.57492831
-4.55327664,1.97619107,0.01853046,0.25975901,0.68481310,1.10636129,0.01668540,0.54009356
-4.54727364,1.88847522,0.01763471,0.23668594,0.63395338,1.07324151,0.01659611,0.50935543
-4.54127064,1.81657991,0.01686503,0.21682721,0.58989674,1.04762767,0.01660930,0.48311182
-4.53526763,1.76127184,0.01623485,0.20017169,0.55277083,1.02997929,0.01673672,0.46165575
-4.52926463,1.72301401,0.01575375,0.18666368,0.52258658,1.02061695,0.01698658,0.44517081
-4.52326163,1.70195035,0.01542723,0.17620559,0.49924152,1.01970753,0.01736316,0.43372927
-4.51725863,1.69789658,0.01525659,0.16866108,0.48252492,1.02725266,0.01786652,0.42729263
-4.51125563,1.71033790,0.01523896,0.16385857,0.47212434,1.04308077,0.01849238,0.42571456
-4.50525263,1.73843348,0.01536743,0.16159502,0.46763367,1.06684312,0.01923213,0.42874600
-4.49924962,1.78102818,0.01563125,0.16163993,0.46856224,1.09801434,0.02007295,0.43604232
-4.49324662,1.83667156,0.01601620,0.16373953,0.47434520,1.13589763,0.02099814,0.44717245
-4.48724362,1.90364436,0.01650496,0.16762115,0.48435486,1.17963492,0.02198751,0.46162974
-4.48124062,1.97999226,0.01707765,0.17299774,0.49791308,1.22822215,0.02301799,0.47884443
-4.47523762,2.06356670,0.01771237,0.17957257,0.51430461,1.28052943,0.02406428,0.49819760
-4.46923462,2.15207219,0.01838581,0.18704412,0.53279121,1.33532589,0.02509961,0.51903628
-4.46323162,2.24311916,0.01907395,0.19511108,0.55262650,1.39130873,0.02609656,0.54068949
-4.45722861,2.33428132,0.01975267,0.20347750,0.57307120,1.44713563,0.02702794,0.56248495
-4.45122561,2.42315584,0.02039849,0.21185793,0.59340858,1.50145978,0.02786764,0.58376591
-4.44522261,2.50742480,0.02098919,0.21998257,0.61295967,1.55296620,0.02859146,0.60390789
-4.43921961,2.58491582,0.02150445,0.22760218,0.63109789,1.60040833,0.02917786,0.62233463
-4.43321661,2.65365983,0.02192642,0.23449274,0.64726261,1.64264335,0.02960869,0.63853298
-4.42721361,2.71194398,0.02224016,0.24045961,0.66097119,1.67866512,0.02986968,0.65206602
-4.42121061,2.75835748,0.02243410,0.24534111,0.67182906,1.70763320,0.02995089,0.66258423
-4.41520760,2.79182882,0.02250027,0.24901138,0.67953741,1.72889709,0.02984698,0.66983398
-4.40920460,2.81165271,0.02243450,0.25138233,0.68389817,1.74201446,0.02955727,0.67366326
-4.40320160,2.81750570,0.02223644,0.25240464,0.68481601,1.74676279,0.02908571,0.67402434
-4.39719860,2.80944992,0.02190947,0.25206771,0.68229724,1.74314392,0.02844061,0.67097318
-4.39119560,2.78792462,0.02146054,0.25039867,0.67644570,1.73138149,0.02763431,0.66466579
-4.38519260,2.75372620,0.02089982,0.24746018,0.66745557,1.71191121,0.02668264,0.65535135
-4.37918959,2.70797728,0.02024029,0.24334746,0.65560163,1.68536468,0.02560436,0.64336283
-4.37318659,2.65208644,0.01949728,0.23818435,0.64122712,1.65254745,0.02442046,0.62910497
-4.36718359,2.58770011,0.01868788,0.23211868,0.62472989,1.61441213,0.02315344,0.61304055
-4.36118059,2.51664872,0.01783042,0.22531710,0.60654724,1.57202794,0.02182665,0.59567516
-4.35517759,2.44088926,0.01694378,0.21795962,0.58714023,1.52654779,0.02046350,0.57754130
-4.34917459,2.36244645,0.01604691,0.21023383,0.56697798,1.47917426,0.01908689,0.55918225
-4.34317159,2.28335476,0.01515819,0.20232932,0.54652262,1.43112582,0.01771852,0.54113641
-4.33716858,2.20560335,0.01429497,0.19443226,0.52621554,1.38360431,0.01637849,0.52392257
-4.33116558,2.13108573,0.01347310,0.18672030,0.50646532,1.33776507,0.01508483,0.50802677
-4.32516258,2.06155574,0.01270660,0.17935814,0.48763785,1.29469032,0.01385319,0.49389092
-4.31915958,1.99859091,0.01200737,0.17249367,0.47004895,1.25536672,0.01269671,0.48190367
-4.31315658,1.94356424,0.01138499,0.16625485,0.45395955,1.22066750,0.01162586,0.47239373
-4.30715358,1.89762445,0.01084664,0.16074742,0.43957363,1.19133940,0.01064849,0.46562556
