energy_ev,total_up,Rh_p_up,Rh_d_up,Si_p_up,Si_d_up,Te_p_up,Te_d_up
-6.00000000,8.19885713,5.26369684,5.33467003,1.89473613,0.00000000,1.22385168,0.00000000
-5.99399700,8.34757727,5.38742127,5.43680596,1.92122187,0.00000000,1.25143404,0.00000000
-5.98799400,8.46591260,5.49087406,5.52048033,1.94261730,0.00000000,1.27326767,0.00000000
-5.98199100,8.55305240,5.57299368,5.58517958,1.95895898,0.00000000,1.28909470,0.00000000
-5.97598799,8.60878176,5.63313761,5.63074721,1.97038136,0.00000000,1.29878270,0.00000000
-5.96998499,8.63349007,5.67111024,5.65738756,1.97711396,0.00000000,1.30232985,0.00000000
-5.96398199,8.62816199,5.68717672,5.66565953,1.97947624,0.00000000,1.29986592,0.00000000
-5.95797899,8.59435084,5.68206166,5.65646058,1.97787016,0.00000000,1.29164890,0.00000000
-5.95197599,8.53413540,5.65693206,5.63100129,1.97277075,0.00000000,1.27805745,0.00000000
-5.94597299,8.45006134,5.61336472,5.59077162,1.96471473,0.00000000,1.25957934,0.00000000
-5.93996998,8.34506962,5.55329912,5.53749995,1.95428753,0.00000000,1.23679652,0.00000000
-5.93396698,8.22241426,5.47897751,5.47310647,1.94210911,0.00000000,1.21036727,0.00000000
-5.92796398,8.08557276,5.39287437,5.39965251,1.92881894,0.00000000,1.18100615,0.00000000
-5.92196098,7.93815219,5.29761824,5.31928774,1.91506052,0.00000000,1.14946275,0.00000000
-5.91595798,7.78379453,5.19590904,5.23419679,1.90146594,0.00000000,1.11649984,0.00000000
-5.90995498,7.62608439,5.09043439,5.14654720,1.88864094,0.00000000,1.08287185,0.00000000
-5.90395198,7.46846221,4.98378840,5.05844005,1.87715072,0.00000000,1.04930454,0.00000000
-5.89794897,7.31414552,4.87839616,4.97186482,1.86750714,0.00000000,1.01647646,0.00000000
-5.89194597,7.16606069,4.77644703,4.88865925,1.86015730,0.00000000,0.98500280,0.00000000
-5.88594297,7.02678650,4.67983927,4.81047540,1.85547411,0.00000000,0.95542227,0.00000000
-5.87993997,6.89851092,4.59013785,4.73875195,1.85374870,0.00000000,0.92818710,0.00000000
-5.87393697,6.78300155,4.50854686,4.67469343,1.85518513,0.00000000,0.90365651,0.00000000
-5.86793397,6.68158952,4.43589699,4.61925608,1.85989717,0.00000000,0.88209368,0.00000000
-5.86193097,6.59516665,4.37264798,4.57314021,1.86790739,0.00000000,0.86366606,0.00000000
-5.85592796,6.52419465,4.31890521,4.53678874,1.87914833,0.00000000,0.84844880,0.00000000
-5.84992496,6.46872524,4.27444898,4.51039140,1.89346588,0.00000000,0.83643104,0.00000000
-5.84392196,6.42842967,4.23877451,4.49389397,1.91062440,0.00000000,0.82752460,0.00000000
-5.83791896,6.40263588,4.21114036,4.48701205,1.93031386,0.00000000,0.82157458,0.00000000
-5.83191596,6.39037164,4.19062266,4.48924865,1.95215831,0.00000000,0.81837131,0.00000000
-5.82591296,6.39041188,4.17617239,4.49991506,1.97572593,0.00000000,0.81766319,0.00000000
-5.81990995,6.40132851,4.16667299,4.51815435,2.00054005,0.00000000,0.81916984,0.00000000
-5.81390695,6.42154104,4.16099579,4.54296705,2.02609111,0.00000000,0.82259487,0.00000000
-5.80790395,6.44936675,4.15805084,4.57323832,2.05184912,0.00000000,0.82763802,0.00000000
-5.80190095,6.48306886,4.15683122,4.60776623,2.07727654,0.00000000,0.83400604,0.00000000
-5.79589795,6.52090169,4.15644926,4.64529046,2.10184092,0.00000000,0.84142197,0.00000000
-5.78989495,6.56115187,4.15616353,4.68452108,2.12502738,0.00000000,0.84963257,0.00000000
-5.78389195,6.60217473,4.15539601,4.72416673,2.14635030,0.00000000,0.85841358,0.00000000
-5.77788894,6.64242541,4.15373937,4.76296174,2.16536406,0.00000000,0.86757290,0.00000000
-5.77188594,6.68048412,4.15095454,4.79969162,2.18167246,0.00000000,0.87695147,0.00000000
-5.76588294,6.71507548,4.14695955,4.83321630,2.19493657,0.00000000,0.88642205,0.00000000
-5.75987994,6.74508184,4.14181066,4.86249082,2.20488081,0.00000000,0.89588623,0.00000000
-5.75387694,6.76955058,4.13567721,4.88658276,2.21129699,0.00000000,0.90526966,0.00000000
-5.74787394,6.78769589,4.12881192,4.90468616,2.21404623,0.00000000,0.91451621,0.00000000
-5.74187094,6.79889533,4.12151843,4.91613157,2.21305876,0.00000000,0.92358128,0.00000000
-5.73586793,6.80268176,4.11411782,4.92039208,2.20833157,0.00000000,0.93242470,0.00000000
-5.72986493,6.79873144,4.10691609,4.91708516,2.19992397,0.00000000,0.94100392,0.00000000
-5.72386193,6.78684904,4.10017406,4.90597059,2.18795145,0.00000000,0.94926764,0.00000000
-5.71785893,6.76695050,4.09408125,4.88694449,2.17257789,0.00000000,0.95715058,0.00000000
-5.71185593,6.73904472,4.08873503,4.86003002,2.15400667,0.00000000,0.96456948,0.00000000
-5.70585293,6.70321489,4.08412576,4.82536523,2.13247090,0.00000000,0.97142082,0.00000000
-5.69984992,6.65960062,4.08012860,4.78318863,2.10822335,0.00000000,0.97758027,0.00000000
-5.69384692,6.60838149,4.07650213,4.73382336,2.08152657,0.00000000,0.98290393,0.00000000
-5.68784392,6.54976299,4.07289369,4.67766057,2.05264346,0.00000000,0.98723144,0.00000000
-5.68184092,6.48396529,4.06885090,4.61514301,2.02182893,0.00000000,0.99039053,0.00000000
-5.67583792,6.41121540,4.06383869,4.54674940,1.98932289,0.00000000,0.99220307,0.00000000
-5.66983492,6.33174290,4.05726069,4.47298039,1.95534488,0.00000000,0.99249200,0.00000000
-5.66383192,6.24577928,4.04848402,4.39434655,1.92009063,0.00000000,0.99108893,0.00000000
-5.65782891,6.15356070,4.03686604,4.31135897,1.88373037,0.00000000,0.98784189,0.00000000
-5.65182591,6.05533384,4.02178178,4.22452246,1.84640926,0.00000000,0.98262287,0.00000000
-5.64582291,5.95136412,4.00265075,4.13433154,1.80824933,0.00000000,0.97533473,0.00000000
-5.63981991,5.84194569,3.97896200,4.04126906,1.76935305,0.00000000,0.96591714,0.00000000
-5.63381691,5.72741219,3.95029626,3.94580692,1.72980799,0.00000000,0.95435116,0.00000000
-5.62781391,5.60814746,3.91634433,3.84840866,1.68969214,0.00000000,0.94066246,0.00000000
-5.62181091,5.48459515,3.87692105,3.74953307,1.64907960,0.00000000,0.92492280,0.00000000
-5.61580790,5.35726644,3.83197443,3.64963829,1.60804595,0.00000000,0.90724991,0.00000000
-5.60980490,5.22674484,3.78158964,3.54918558,1.56667305,0.00000000,0.88780574,0.00000000
-5.60380190,5.09368765,3.72598788,3.44864228,1.52505282,0.00000000,0.86679313,0.00000000
-5.59779890,4.95882332,3.66552037,3.34848307,1.48328962,0.00000000,0.84445114,0.00000000
-5.59179590,4.82294470,3.60065766,3.24918951,1.44150120,0.00000000,0.82104925,0.00000000
-5.58579290,4.68689790,3.53197488,3.15124714,1.39981791,0.00000000,0.79688059,0.00000000
-5.57978989,4.55156710,3.46013342,3.05514032,1.35838047,0.00000000,0.77225451,0.00000000
-5.57378689,4.41785578,3.38585967,2.96134484,1.31733616,0.00000000,0.74748875,0.00000000
-5.56778389,4.28666489,3.30992168,2.87031854,1.27683399,0.00000000,0.72290138,0.00000000
-5.56178089,4.15886902,3.23310430,2.78249041,1.23701892,0.00000000,0.69880280,0.00000000
-5.55577789,4.03529144,3.15618371,2.69824879,1.19802572,0.00000000,0.67548809,0.00000000
-5.54977489,3.91667919,3.07990218,2.61792942,1.15997286,0.00000000,0.65322963,0.00000000
-5.54377189,3.80367936,3.00494366,2.54180393,1.12295683,0.00000000,0.63227056,0.00000000
