energy_ev,total_up,B_p_up,B_d_up,Ir_p_up,Ir_d_up,Te_p_up,Te_d_up
-6.00000000,4.69102690,0.59948487,0.00000000,1.52833006,2.43681519,1.38157975,0.00000000
-5.99399700,4.54010147,0.59348160,0.00000000,1.47349166,2.37074669,1.31490516,0.00000000
-5.98799400,4.37709215,0.58567704,0.00000000,1.41577631,2.29785266,1.24518509,0.00000000
-5.98199100,4.20505118,0.57623320,0.00000000,1.35624780,2.21956904,1.17370398,0.00000000
-5.97598799,4.02705566,0.56533977,0.00000000,1.29595772,2.13737061,1.10171024,0.00000000
-5.96998499,3.84614461,0.55321278,0.00000000,1.23592388,2.05274311,1.03038660,0.00000000
-5.96398199,3.66526593,0.54009326,0.00000000,1.17711233,1.96715935,0.96082513,0.00000000
-5.95797899,3.48723381,0.52624614,0.00000000,1.12042345,1.88205982,0.89400742,0.00000000
-5.95197599,3.31469699,0.51195914,0.00000000,1.06668195,1.79883772,0.83079034,0.00000000
-5.94597299,3.15011713,0.49754145,0.00000000,1.01663064,1.71882807,0.77189723,0.00000000
-5.93996998,2.99575617,0.48332202,0.00000000,0.97092733,1.64330037,0.71791437,0.00000000
-5.93396698,2.85367107,0.46964739,0.00000000,0.93014458,1.57345392,0.66929209,0.00000000
-5.92796398,2.72571404,0.45687868,0.00000000,0.89477138,1.51041502,0.62635003,0.00000000
-5.92196098,2.61353639,0.44538775,0.00000000,0.86521631,1.45523489,0.58928572,0.00000000
-5.91595798,2.51859370,0.43555233,0.00000000,0.84181138,1.40888757,0.55818558,0.00000000
-5.90995498,2.44215086,0.42775013,0.00000000,0.82481600,1.37226685,0.53303764,0.00000000
-5.90395198,2.38528508,0.42235184,0.00000000,0.81442067,1.34618144,0.51374510,0.00000000
-5.89794897,2.34888585,0.41971320,0.00000000,0.81074989,1.33134806,0.50014002,0.00000000
-5.89194597,2.33365100,0.42016616,0.00000000,0.81386405,1.32838195,0.49199649,0.00000000
-5.88594297,2.34007834,0.42400945,0.00000000,0.82376028,1.33778495,0.48904278,0.00000000
-5.87993997,2.36845328,0.43149865,0.00000000,0.84037208,1.35993119,0.49097213,0.00000000
-5.87393697,2.41883262,0.44283625,0.00000000,0.86356791,1.39505096,0.49745176,0.00000000
-5.86793397,2.49102569,0.45816195,0.00000000,0.89314901,1.44321339,0.50813021,0.00000000
-5.86193097,2.58457406,0.47754364,0.00000000,0.92884666,1.50430886,0.52264275,0.00000000
