energy_ev,total_up,C_s_up,C_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up,Y_p_up,Y_d_up
-5.18959480,0.98871394,0.08772811,0.00945935,0.01696730,0.67058433,0.48487708,0.15322342,0.61800172,0.03832681
-5.18359180,1.01828617,0.08982641,0.00999653,0.01701101,0.69032067,0.49421986,0.16251501,0.62640218,0.03938525
-5.17758879,1.04748938,0.09164280,0.01056363,0.01698166,0.71003910,0.50312791,0.17211822,0.63281784,0.04062555
-5.17158579,1.07584699,0.09313843,0.01115972,0.01687376,0.72942666,0.51146313,0.18189295,0.63699343,0.04203005
-5.16558279,1.10294590,0.09428146,0.01178388,0.01668417,0.74821342,0.51912551,0.19169819,0.63874655,0.04358358
-5.15957979,1.12844042,0.09504747,0.01243518,0.01641208,0.76617454,0.52605180,0.20139485,0.63796937,0.04527339
-5.15357679,1.15205454,0.09541963,0.01311263,0.01605897,0.78313130,0.53221303,0.21084869,0.63462805,0.04708911
-5.14757379,1.17358317,0.09538866,0.01381517,0.01562843,0.79895155,0.53761151,0.21993339,0.62876001,0.04902266
-5.14157079,1.19289256,0.09495263,0.01454168,0.01512598,0.81354966,0.54227735,0.22853366,0.62046938,0.05106818
-5.13556778,1.20992023,0.09411660,0.01529102,0.01455877,0.82688632,0.54626511,0.23654830,0.60992089,0.05322209
-5.12956478,1.22467456,0.09289216,0.01606209,0.01393533,0.83896826,0.54965057,0.24389316,0.59733259,0.05548308
-5.12356178,1.23723410,0.09129686,0.01685390,0.01326517,0.84984793,0.55252803,0.25050385,0.58296770,0.05785226
-5.11755878,1.24774655,0.08935354,0.01766575,0.01255849,0.85962314,0.55500800,0.25633800,0.56712591,0.06033327
-5.11155578,1.25642724,0.08708971,0.01849725,0.01182583,0.86843640,0.55721545,0.26137710,0.55013445,0.06293251
-5.10555278,1.26355673,0.08453679,0.01934852,0.01107777,0.87647382,0.55928843,0.26562761,0.53233917,0.06565921
-5.09954977,1.26947736,0.08172944,0.02022025,0.01032459,0.88396325,0.56137688,0.26912137,0.51409572,0.06852559
-5.09354677,1.27458808,0.07870479,0.02111378,0.00957605,0.89117130,0.56364138,0.27191515,0.49576117,0.07154682
-5.08754377,1.27933752,0.07550174,0.02203114,0.00884118,0.89839902,0.56625162,0.27408932,0.47768594,0.07474090
-5.08154077,1.28421473,0.07216023,0.02297501,0.00812809,0.90597588,0.56938421,0.27574562,0.46020629,0.07812832
-5.07553777,1.28973766,0.06872051,0.02394870,0.00744383,0.91425200,0.57321977,0.27700405,0.44363728,0.08173157
-5.06953477,1.29643913,0.06522245,0.02495597,0.00679434,0.92358850,0.57793889,0.27799901,0.42826633,0.08557441
-5.06353177,1.30485076,0.06170481,0.02600086,0.00618438,0.93434616,0.58371703,0.27887478,0.41434724,0.08968091
-5.05752876,1.31548492,0.05820458,0.02708745,0.00561757,0.94687255,0.59071842,0.27978051,0.40209492,0.09407440
-5.05152576,1.32881564,0.05475636,0.02821960,0.00509636,0.96148818,0.59908891,0.28086497,0.39168066,0.09877614
-5.04552276,1.34525900,0.05139174,0.02940062,0.00462213,0.97847210,0.60894825,0.28227125,0.38322825,0.10380404
-5.03951976,1.36515399,0.04813876,0.03063298,0.00419528,0.99804778,0.62038200,0.28413172,0.37681078,0.10917122
-5.03351676,1.38874492,0.04502149,0.03191798,0.00381527,1.02036987,0.63343367,0.28656334,0.37244852,0.11488477
-5.02751376,1.41616628,0.04205964,0.03325556,0.00348076,1.04551277,0.64809750,0.28966374,0.37010786,0.12094448
-5.02151076,1.44743111,0.03926835,0.03464400,0.00318975,1.07346163,0.66431244,0.29350813,0.36970141,0.12734192
-5.01550775,1.48242368,0.03665803,0.03607986,0.00293963,1.10410658,0.68195798,0.29814710,0.37108954,0.13405974
-5.00950475,1.52089714,0.03423443,0.03755782,0.00272734,1.13724058,0.70085197,0.30360571,0.37408333,0.14107127
-5.00350175,1.56247653,0.03199873,0.03907082,0.00254947,1.17256130,0.72075124,0.30988343,0.37844895,0.14834053
-4.99749875,1.60666728,0.02994788,0.04061003,0.00240235,1.20967723,0.74135473,0.31695539,0.38391357,0.15582267
-4.99149575,1.65286899,0.02807495,0.04216515,0.00228217,1.24811774,0.76230966,0.32477439,0.39017265,0.16346464
-4.98549275,1.70039399,0.02636972,0.04372458,0.00218507,1.28734691,0.78322033,0.33327389,0.39689840,0.17120641
-4.97948974,1.74848988,0.02481919,0.04527576,0.00210721,1.32678044,0.80365933,0.34237151,0.40374932,0.17898229
-4.97348674,1.79636507,0.02340831,0.04680552,0.00204486,1.36580507,0.82318088,0.35197306,0.41038038,0.18672260
-4.96748374,1.84321608,0.02212068,0.04830038,0.00199448,1.40379933,0.84133552,0.36197663,0.41645355,0.19435547
-4.96148074,1.88825540,0.02093918,0.04974695,0.00195275,1.44015502,0.85768564,0.37227677,0.42164838,0.20180865
-4.95547774,1.93073850,0.01984673,0.05113219,0.00191666,1.47429806,0.87182103,0.38276837,0.42567199,0.20901135
-4.94947474,1.96998894,0.01882685,0.05244373,0.00188353,1.50570809,0.88337374,0.39335012,0.42826839,0.21589596
-4.94347174,2.00542034,0.01786427,0.05367007,0.00185105,1.53393572,0.89203168,0.40392750,0.42922649,0.22239958
-4.93746873,2.03655451,0.01694531,0.05480074,0.00181731,1.55861687,0.89755000,0.41441509,0.42838658,0.22846538
-4.93146573,2.06303496,0.01605831,0.05582642,0.00178081,1.57948377,0.89976023,0.42473833,0.42564513,0.23404361
-4.92546273,2.08463573,0.01519380,0.05673896,0.00174047,1.59637211,0.89857631,0.43483458,0.42095759,0.23909248
-4.91945973,2.10126526,0.01434468,0.05753142,0.00169562,1.60922447,0.89399776,0.44465363,0.41433917,0.24357866
-4.91345673,2.11296560,0.01350617,0.05819804,0.00164599,1.61809015,0.88610970,0.45415781,0.40586374,0.24747763
-4.90745373,2.11990762,0.01267578,0.05873421,0.00159171,1.62312162,0.87507992,0.46332163,0.39566080,0.25077380
-4.90145073,2.12238246,0.01185313,0.05913640,0.00153324,1.62456810,0.86115335,0.47213125,0.38391084,0.25346049
-4.89544772,2.12079037,0.01103969,0.05940220,0.00147141,1.62276690,0.84464426,0.48058370,0.37083934,0.25553982
-4.88944472,2.11562742,0.01023854,0.05953026,0.00140732,1.61813301,0.82592682,0.48868616,0.35670966,0.25702249
-4.88344172,2.10747104,0.00945404,0.05952039,0.00134234,1.61114756,0.80542427,0.49645507,0.34181531,0.25792763
-4.87743872,2.09696493,0.00869153,0.05937355,0.00127809,1.60234580,0.78359770,0.50391537,0.32647185,0.25828256
-4.87143572,2.08480402,0.00795702,0.05909203,0.00121636,1.59230490,0.76093445,0.51109967,0.31100872,0.25812259
-4.86543272,2.07171990,0.00725694,0.05867948,0.00115912,1.58163203,0.73793701,0.51804749,0.29576150,0.25749085
-4.85942971,2.05846684,0.00659791,0.05814108,0.00110852,1.57095293,0.71511258,0.52480428,0.28106465,0.25643803
-4.85342671,2.04580875,0.00598652,0.05748362,0.00106679,1.56090106,0.69296360,0.53142049,0.26724501,0.25502211
-4.84742371,2.03450682,0.00542926,0.05671557,0.00103631,1.55210739,0.67197943,0.53795025,0.25461624,0.25330799
-4.84142071,2.02530796,0.00493239,0.05584710,0.00101956,1.54519072,0.65262922,0.54444999,0.24347419,0.25136699
-4.83541771,2.01893368,0.00450194,0.05489008,0.00101911,1.54074844,0.63535601,0.55097663,0.23409320,0.24927610
-4.82941471,2.01606932,0.00414373,0.05385789,0.00103765,1.53934756,0.62057185,0.55758558,0.22672335,0.24711708
-4.82341171,2.01735350,0.00386339,0.05276529,0.00107796,1.54151591,0.60865379,0.56432851,0.22158848,0.24497532
-4.81740870,2.02336761,0.00366650,0.05162809,0.00114292,1.54773351,0.59994059,0.57125092,0.21888483,0.24293840
-4.81140570,2.03462533,0.00355860,0.05046282,0.00123552,1.55842386,0.59472994,0.57838960,0.21878020,0.24109445
-4.80540270,2.05156239,0.00354534,0.04928633,0.00135881,1.57394553,0.59327596,0.58577025,0.22141352,0.23953029
-4.79939970,2.07452658,0.00363253,0.04811525,0.00151593,1.59458386,0.59578678,0.59340521,0.22689446,0.23832944
-4.79339670,2.10376835,0.00382619,0.04696558,0.00171002,1.62054323,0.60242229,0.60129154,0.23530322,0.23756998
-4.78739370,2.13943238,0.00413257,0.04585218,0.00194423,1.65194005,0.61329176,0.60940960,0.24669019,0.23732244
-4.78139070,2.18155046,0.00455813,0.04478828,0.00222164,1.68879674,0.62845158,0.61772221,0.26107551,0.23764770
-4.77538769,2.23003600,0.00510946,0.04378514,0.00254516,1.73103711,0.64790302,0.62617450,0.27844850,0.23859509
-4.76938469,2.28468076,0.00579319,0.04285169,0.00291747,1.77848343,0.67159026,0.63469449,0.29876696,0.24020069
-4.76338169,2.34515384,0.00661574,0.04199432,0.00334090,1.83085549,0.69939886,0.64319435,0.32195634,0.24248592
-4.75737869,2.41100350,0.00758321,0.04121677,0.00381729,1.88777180,0.73115477,0.65157248,0.34790898,0.24545653
-4.75137569,2.48166175,0.00870106,0.04052017,0.00434789,1.94875321,0.76662427,0.65971613,0.37648352,0.24910197
-4.74537269,2.55645192,0.00997385,0.03990314,0.00493319,2.01322907,0.80551491,0.66750455,0.40750453,0.25339530
-4.73936968,2.63459919,0.01140496,0.03936204,0.00557284,2.08054576,0.84747770,0.67481261,0.44076269,0.25829344
-4.73336668,2.71524386,0.01299631,0.03889134,0.00626544,2.14997773,0.89211075,0.68151454,0.47601553,0.26373804
-4.72736368,2.79745730,0.01474812,0.03848400,0.00700851,2.22074071,0.93896441,0.68748786,0.51298901,0.26965666
-4.72136068,2.88026015,0.01665865,0.03813198,0.00779836,2.29200699,0.98754798,0.69261714,0.55138001,0.27596450
-4.71535768,2.96264241,0.01872406,0.03782671,0.00863003,2.36292236,1.03733793,0.69679766,0.59085983,0.28256639
-4.70935468,3.04358496,0.02093831,0.03755960,0.00949730,2.43262425,1.08778761,0.69993858,0.63107878,0.28935914
-4.70335168,3.12208199,0.02329315,0.03732253,0.01039271,2.50026082,1.13833812,0.70196576,0.67167181,0.29623413
-4.69734867,3.19716367,0.02577818,0.03710819,0.01130760,2.56501021,1.18843016,0.70282400,0.71226516,0.30307999
-4.69134567,3.26791849,0.02838100,0.03691048,0.01223228,2.62609963,1.23751652,0.70247869,0.75248377,0.30978540
-4.68534267,3.33351446,0.03108747,0.03672471,0.01315621,2.68282341,1.28507466,0.70091682,0.79195933,0.31624181
-4.67933967,3.39321854,0.03388195,0.03654774,0.01406819,2.73455967,1.33061901,0.69814732,0.83033864,0.32234609
-4.67333667,3.44641353,0.03674772,0.03637798,0.01495663,2.78078470,1.37371241,0.69420076,0.86729183,0.32800290
-4.66733367,3.49261158,0.03966730,0.03621534,0.01580987,2.82108461,1.41397620,0.68912840,0.90252019,0.33312682
-4.66133067,3.53146388,0.04262286,0.03606097,0.01661647,2.85516362,1.45109840,0.68300061,0.93576308,0.33764406
-4.65532766,3.56276575,0.04559654,0.03591707,0.01736554,2.88284849,1.48483956,0.67590470,0.96680351,0.34149378
-4.64932466,3.58645681,0.04857080,0.03578649,0.01804704,2.90408874,1.51503579,0.66794227,0.99547211,0.34462890
-4.64332166,3.60261592,0.05152856,0.03567234,0.01865210,2.91895252,1.54159888,0.65922600,1.02164903,0.34701642
