energy_ev,total_up,C_s_up,C_p_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.50775388,0.39303610,0.00006255,0.00611779,0.00189905,0.27481473,0.21138042,0.09344880
-5.50175088,0.41795366,0.00007182,0.00703211,0.00221759,0.29049267,0.21346691,0.10103857
-5.49574787,0.44739216,0.00008198,0.00802943,0.00257800,0.30925911,0.21755356,0.10979780
-5.48974487,0.48139937,0.00009302,0.00910746,0.00298308,0.33115011,0.22368795,0.11974230
-5.48374187,0.51992794,0.00010491,0.01026199,0.00343541,0.35613576,0.23186831,0.13086567
-5.47773887,0.56283511,0.00011762,0.01148686,0.00393726,0.38412029,0.24204505,0.14313888
-5.47173587,0.60988581,0.00013111,0.01277387,0.00449048,0.41494466,0.25412410,0.15651059
-5.46573287,0.66075908,0.00014535,0.01411284,0.00509644,0.44839148,0.26797183,0.17090826
-5.45972986,0.71505780,0.00016028,0.01549170,0.00575589,0.48419215,0.28342164,0.18623995
-5.45372686,0.77232157,0.00017586,0.01689671,0.00646891,0.52203622,0.30028181,0.20239692
-5.44772386,0.83204214,0.00019206,0.01831264,0.00723476,0.56158247,0.31834447,0.21925682
-5.44172086,0.89368101,0.00020886,0.01972316,0.00805181,0.60247144,0.33739523,0.23668744
-5.43571786,0.95668854,0.00022627,0.02111115,0.00891744,0.64433888,0.35722330,0.25455085
-5.42971486,1.02052359,0.00024433,0.02245918,0.00982796,0.68682958,0.37763135,0.27270772
-5.42371186,1.08467305,0.00026312,0.02374991,0.01077857,0.72961084,0.39844500,0.29102170
-5.41770885,1.14867013,0.00028276,0.02496658,0.01176325,0.77238516,0.41952125,0.30936366
-5.41170585,1.21211063,0.00030345,0.02609344,0.01277481,0.81490119,0.44075549,0.32761548
-5.40570285,1.27466630,0.00032542,0.02711621,0.01380487,0.85696268,0.46208669,0.34567333
-5.39969985,1.33609453,0.00034902,0.02802246,0.01484389,0.89843464,0.48350038,0.36345031
-5.39369685,1.39624392,0.00037466,0.02880192,0.01588130,0.93924649,0.50502933,0.38087811
-5.38769385,1.45505519,0.00040284,0.02944679,0.01690560,0.97939193,0.52675156,0.39790787
-5.38169085,1.51255749,0.00043416,0.02995192,0.01790453,1.01892538,0.54878590,0.41451006
-5.37568784,1.56886015,0.00046935,0.03031490,0.01886533,1.05795522,0.57128512,0.43067348
-5.36968484,1.62414032,0.00050925,0.03053613,0.01977498,1.09663409,0.59442684,0.44640333
-5.36368184,1.67862706,0.00055480,0.03061874,0.02062050,1.13514673,0.61840286,0.46171866
-5.35767884,1.73258285,0.00060709,0.03056849,0.02138928,1.17369594,0.64340708,0.47664919
-5.35167584,1.78628335,0.00066737,0.03039361,0.02206945,1.21248749,0.66962285,0.49123186
-5.34567284,1.83999664,0.00073700,0.03010451,0.02265022,1.25171470,0.69721040,0.50550706
-5.33966983,1.89396304,0.00081751,0.02971359,0.02312223,1.29154364,0.72629477,0.51951514
-5.33366683,1.94837650,0.00091055,0.02923486,0.02347786,1.33209953,0.75695524,0.53329292
-5.32766383,2.00336865,0.00101795,0.02868368,0.02371157,1.37345537,0.78921652,0.54687087
-5.32166083,2.05899632,0.00114163,0.02807643,0.02382006,1.41562307,0.82304237,0.56027065
-5.31565783,2.11523298,0.00128366,0.02743019,0.02380249,1.45854777,0.85833195,0.57350345
-5.30965483,2.17196467,0.00144618,0.02676242,0.02366054,1.50210547,0.89491910,0.58656896
-5.30365183,2.22899022,0.00163138,0.02609075,0.02339846,1.54610397,0.93257451,0.59945508
-5.29764882,2.28602587,0.00184146,0.02543262,0.02302293,1.59028710,0.97101081,0.61213826
-5.29164582,2.34271354,0.00207857,0.02480514,0.02254294,1.63434174,1.00989008,0.62458443
-5.28564282,2.39863237,0.00234472,0.02422481,0.02196949,1.67790728,1.04883355,0.63675030
-5.27963982,2.45331251,0.00264170,0.02370737,0.02131536,1.72058678,1.08743275,0.64858505
-5.27363682,2.50625041,0.00297102,0.02326764,0.02059462,1.76195911,1.12526167,0.66003205
-5.26763382,2.55692457,0.00333375,0.02291935,0.01982228,1.80159157,1.16188913,0.67103065
-5.26163082,2.60481088,0.00373047,0.02267503,0.01901382,1.83905197,1.19689086,0.68151773
-5.25562781,2.64939676,0.00416113,0.02254591,0.01818471,1.87391986,1.22986064,0.69142908
-5.24962481,2.69019342,0.00462496,0.02254180,0.01735000,1.90579618,1.26041997,0.70070039
-5.24362181,2.72674578,0.00512038,0.02267102,0.01652387,1.93431113,1.28822598,0.70926785
-5.23761881,2.75863978,0.00564492,0.02294032,0.01571926,1.95912996,1.31297734,0.71706850
-5.23161581,2.78550710,0.00619519,0.02335479,0.01494757,1.97995671,1.33441801,0.72404012
-5.22561281,2.80702739,0.00676682,0.02391778,0.01421840,1.99653610,1.35233893,0.73012105
-5.21960980,2.82292839,0.00735454,0.02463090,0.01353937,2.00865361,1.36657788,0.73524974
-5.21360680,2.83298447,0.00795215,0.02549386,0.01291607,2.01613444,1.37701772,0.73936447
-5.20760380,2.83701405,0.00855265,0.02650451,0.01235196,2.01884157,1.38358342,0.74240304
-5.20160080,2.83487666,0.00914838,0.02765870,0.01184851,2.01667343,1.38623832,0.74430285
-5.19559780,2.82647008,0.00973112,0.02895031,0.01140528,2.00956165,1.38497996,0.74500126
-5.18959480,2.81172806,0.01029236,0.03037118,0.01102011,1.99746932,1.37983598,0.74443635
-5.18359180,2.79061918,0.01082345,0.03191110,0.01068930,1.98038986,1.37086029,0.74254819
-5.17758879,2.76314675,0.01131587,0.03355783,0.01040794,1.95834686,1.35812987,0.73928050
-5.17158579,2.72935013,0.01176145,0.03529716,0.01017011,1.93139484,1.34174226,0.73458270
-5.16558279,2.68930711,0.01215262,0.03711299,0.00996921,1.89962079,1.32181393,0.72841230
-5.15957979,2.64313732,0.01248265,0.03898746,0.00979821,1.86314637,1.29847935,0.72073737
-5.15357679,2.59100607,0.01274582,0.04090116,0.00964992,1.82213046,1.27189067,0.71153914
-5.14757379,2.53312831,0.01293761,0.04283341,0.00951724,1.77677157,1.24221799,0.70081445
-5.14157079,2.46977228,0.01305483,0.04476256,0.00939335,1.72731001,1.20964972,0.68857790
-5.13556778,2.40126215,0.01309569,0.04666641,0.00927192,1.67402913,1.17439304,0.67486369
-5.12956478,2.32797952,0.01305988,0.04852269,0.00914720,1.61725559,1.13667412,0.65972681
-5.12356178,2.25036320,0.01294850,0.05030957,0.00901422,1.55735825,1.09673790,0.64324379
-5.11755878,2.16890731,0.01276404,0.05200625,0.00886876,1.49474568,1.05484742,0.62551264
-5.11155578,2.08415741,0.01251027,0.05359355,0.00870746,1.42986216,1.01128237,0.60665226
-5.10555278,1.99670488,0.01219211,0.05505455,0.00852784,1.36318226,0.96633711,0.58680119
-5.09954977,1.90717968,0.01181542,0.05637517,0.00832822,1.29520436,0.92031805,0.56611569
-5.09354677,1.81624179,0.01138686,0.05754471,0.00810777,1.22644310,0.87354050,0.54476751
-5.08754377,1.72457181,0.01091366,0.05855637,0.00786641,1.15742137,0.82632515,0.52294113
-5.08154077,1.63286095,0.01040340,0.05940764,0.00760477,1.08866209,0.77899437,0.50083083
-5.07553777,1.54180104,0.00986384,0.06010055,0.00732412,1.02068009,0.73186844,0.47863760
-5.06953477,1.45207500,0.00930271,0.06064185,0.00702633,0.95397464,0.68526193,0.45656606
-5.06353177,1.36434792,0.00872750,0.06104305,0.00671371,0.88902275,0.63948037,0.43482150
-5.05752876,1.27925941,0.00814539,0.06132022,0.00638905,0.82627358,0.59481730,0.41360713
-5.05152576,1.19741716,0.00756306,0.06149380,0.00605546,0.76614416,0.55155181,0.39312163
-5.04552276,1.11939210,0.00698660,0.06158821,0.00571635,0.70901643,0.50994662,0.37355710
-5.03951976,1.04571496,0.00642145,0.06163135,0.00537534,0.65523565,0.47024670,0.35509738
-5.03351676,0.97687443,0.00587237,0.06165408,0.00503620,0.60511004,0.43267832,0.33791684
-5.02751376,0.91331668,0.00534340,0.06168964,0.00470283,0.55891165,0.39744863,0.32217959
-5.02151076,0.85544602,0.00483785,0.06177303,0.00437916,0.51687807,0.36474549,0.30803906
-5.01550775,0.80362645,0.00435834,0.06194040,0.00406911,0.47921480,0.33473756,0.29563797
-5.00950475,0.75818391,0.00390683,0.06222853,0.00377658,0.44609813,0.30757459,0.28510853
-5.00350175,0.71940874,0.00348467,0.06267427,0.00350538,0.41767802,0.28338757,0.27657286
-4.99749875,0.68755804,0.00309262,0.06331409,0.00325916,0.39408090,0.26228897,0.27014345
-4.99149575,0.66285771,0.00273095,0.06418361,0.00304145,0.37541201,0.24437268,0.26592354
-4.98549275,0.64550368,0.00239950,0.06531726,0.00285555,0.36175719,0.22971377,0.26400740
-4.97948974,0.63566224,0.00209771,0.06674782,0.00270451,0.35318379,0.21836800,0.26448026
-4.97348674,0.63346902,0.00182471,0.06850605,0.00259109,0.34974067,0.21037102,0.26741785
-4.96748374,0.63902687,0.00157937,0.07062026,0.00251774,0.35145737,0.20573732,0.27288548
-4.96148074,0.65240217,0.00136037,0.07311573,0.00248651,0.35834214,0.20445897,0.28093657
-4.95547774,0.67362001,0.00116623,0.07601422,0.00249900,0.37037934,0.20650426,0.29161066
-4.94947474,0.70265824,0.00099539,0.07933319,0.00255633,0.38752600,0.21181630,0.30493090
-4.94347174,0.73944078,0.00084622,0.08308514,0.00265909,0.40970805,0.22031171,0.32090118
-4.93746873,0.78383057,0.00071709,0.08727673,0.00280721,0.43681631,0.23187962,0.33950295
-4.93146573,0.83562267,0.00060639,0.09190793,0.00299998,0.46870275,0.24638098,0.36069206
-4.92546273,0.89453814,0.00051259,0.09697123,0.00323596,0.50517717,0.26364848,0.38439562
-4.91945973,0.96021921,0.00043420,0.10245089,0.00351292,0.54600487,0.28348717,0.41050947
-4.91345673,1.03222641,0.00036987,0.10832227,0.00382782,0.59090544,0.30567574,0.43889622
-4.90745373,1.11003824,0.00031835,0.11455153,0.00417682,0.63955316,0.32996884,0.46938428
-4.90145073,1.19305375,0.00027852,0.12109546,0.00455522,0.69157902,0.35610017,0.50176814
-4.89544772,1.28059842,0.00024939,0.12790178,0.00495754,0.74657474,0.38378649,0.53580993
-4.88944472,1.37193345,0.00023013,0.13490972,0.00537755,0.80409860,0.41273246,0.57124260
-4.88344172,1.46626847,0.00022001,0.14205110,0.00580837,0.86368306,0.44263614,0.60777447
-4.87743872,1.56277731,0.00021846,0.14925179,0.00624258,0.92484408,0.47319499,0.64509537
-4.87143572,1.66061645,0.00022501,0.15643360,0.00667235,0.98709155,0.50411217,0.68288402
-4.86543272,1.75894533,0.00023928,0.16351648,0.00708965,1.04994070,0.53510283,0.72081642
-4.85942971,1.85694777,0.00026101,0.17042099,0.00748640,1.11292372,0.56590016,0.75857498
-4.85342671,1.95385345,0.00028997,0.17707101,0.00785471,1.17560110,0.59626079,0.79585785
-4.84742371,2.04895826,0.00032600,0.18339641,0.00818707,1.23757211,0.62596949,0.83238808
-4.84142071,2.14164260,0.00036894,0.18933566,0.00847662,1.29848381,0.65484263,0.86792206
-4.83541771,2.23138637,0.00041864,0.19483827,0.00871727,1.35803796,0.68273043,0.90225671
-4.82941471,2.31777986,0.00047493,0.19986679,0.00890397,1.41599544,0.70951772,0.93523508
-4.82341171,2.40052957,0.00053758,0.20439838,0.00903281,1.47217781,0.73512314,0.96674978
-4.81740870,2.47945865,0.00060630,0.20842574,0.00910117,1.52646577,0.75949692,0.99674418
-4.81140570,2.55450149,0.00068070,0.21195741,0.00910779,1.57879444,0.78261711,1.02521091
-4.80540270,2.62569255,0.00076031,0.21501724,0.00905280,1.62914569,0.80448457,1.05218787
-4.79939970,2.69314987,0.00084454,0.21764323,0.00893770,1.67753766,0.82511697,1.07775167
-4.79339670,2.75705379,0.00093268,0.21988556,0.00876529,1.72401204,0.84454196,1.10200874
-4.78739370,2.81762185,0.00102389,0.22180399,0.00853959,1.76861969,0.86278998,1.12508457
-4.78139070,2.87508122,0.00111723,0.22346470,0.00826564,1.81140528,0.87988705,1.14711152
-4.77538769,2.92963979,0.00121164,0.22493668,0.00794934,1.85239183,0.89584790,1.16821574
-4.76938469,2.98145767,0.00130599,0.22628789,0.00759726,1.89156596,0.91066977,1.18850398
-4.76338169,3.03062061,0.00139903,0.22758133,0.00721639,1.92886473,0.92432742,1.20805089
-4.75737869,3.07711678,0.00148950,0.22887122,0.00681390,1.96416498,0.93676932,1.22688764
-4.75137569,3.12081848,0.00157609,0.23019954,0.00639695,1.99727568,0.94791564,1.24499246
-4.74537269,3.16146999,0.00165751,0.23159298,0.00597248,2.02793427,0.95765787,1.26228372
-4.73936968,3.19868243,0.00173248,0.23306072,0.00554699,2.05580700,0.96586041,1.27861614
-4.73336668,3.23193641,0.00179981,0.23459285,0.00512641,2.08049389,0.97236391,1.29378037
-4.72736368,3.26059264,0.00185839,0.23615987,0.00471600,2.10153810,0.97699041,1.30750624
-4.72136068,3.28391039,0.00190724,0.23771307,0.00432019,2.11843962,0.97955010,1.31946965
-4.71535768,3.30107321,0.00194554,0.23918593,0.00394262,2.13067275,0.97984926,1.32930293
-4.70935468,3.31122096,0.00197263,0.24049649,0.00358605,2.13770676,0.97769922,1.33660832
-4.70335168,3.31348681,0.00198804,0.24155050,0.00325242,2.13902889,0.97292596,1.34097396
-4.69734867,3.30703750,0.00199151,0.24224538,0.00294291,2.13416861,0.96537965,1.34199181
-4.69134567,3.29111512,0.00198301,0.24247464,0.00265796,2.12272199,0.95494404,1.33927655
-4.68534267,3.26507823,0.00196267,0.24213268,0.00239740,2.10437516,0.94154502,1.33248464
-4.67933967,3.22844039,0.00193089,0.24111962,0.00216054,2.07892547,0.92515788,1.32133259
-4.67333667,3.18090413,0.00188822,0.23934604,0.00194626,2.04629943,0.90581318,1.30561352
-4.66733367,3.12238855,0.00183539,0.23673737,0.00175315,2.00656639,0.88360054,1.28521121
-4.66133067,3.05304919,0.00177332,0.23323763,0.00157958,1.95994722,0.85867048,1.26011083
-4.65532766,2.97328899,0.00170303,0.22881242,0.00142380,1.90681747,0.83123387,1.23040597
-4.64932466,2.88375981,0.00162567,0.22345111,0.00128403,1.84770472,0.80155933,1.19630140
-4.64332166,2.78535424,0.00154244,0.21716787,0.00115854,1.78328031,0.76996822,1.15811160
-4.63731866,2.67918822,0.00145460,0.21000182,0.00104566,1.71434549,0.73682789,1.11625495
-4.63131566,2.56657511,0.00136344,0.20201607,0.00094389,1.64181295,0.70254312,1.07124410
-4.62531266,2.44899249,0.00127019,0.19329588,0.00085186,1.56668415,0.66754624,1.02367271
-4.61930965,2.32804328,0.00117608,0.18394594,0.00076838,1.49002381,0.63228642,0.97419951
-4.61330665,2.20541283,0.00108226,0.17408695,0.00069245,1.41293242,0.59721847,0.92353016
-4.60730365,2.08282406,0.00098979,0.16385181,0.00062324,1.33651804,0.56279165,0.87239788
-4.60130065,1.96199239,0.00089961,0.15338134,0.00056007,1.26186849,0.52943894,0.82154374
-4.59529765,1.84458232,0.00081256,0.14282003,0.00050243,1.19002501,0.49756714,0.77169724
-4.58929465,1.73216730,0.00072936,0.13231179,0.00044992,1.12195829,0.46754819,0.72355810
-4.58329165,1.62619416,0.00065056,0.12199603,0.00040226,1.05854758,0.43971190,0.67777984
-4.57728864,1.52795313,0.00057662,0.11200409,0.00035929,1.00056340,0.41434029,0.63495551
-4.57128564,1.43855403,0.00050784,0.10245625,0.00032087,0.94865419,0.39166365,0.59560606
-4.56528264,1.35890895,0.00044442,0.09345931,0.00028698,0.90333690,0.37185824,0.56017152
-4.55927964,1.28972132,0.00038644,0.08510489,0.00025761,0.86499145,0.35504568,0.52900479
-4.55327664,1.23148099,0.00033386,0.07746831,0.00023281,0.83385875,0.34129370,0.50236826
-4.54727364,1.18446487,0.00028657,0.07060822,0.00021266,0.81004192,0.33061825,0.48043278
-4.54127064,1.14874213,0.00024439,0.06456673,0.00019727,0.79351019,0.32298658,0.46327877
-4.53526763,1.12418342,0.00020706,0.05937008,0.00018676,0.78410498,0.31832120,0.45089922
-4.52926463,1.11047316,0.00017430,0.05502979,0.00018131,0.78154770,0.31650434,0.44320409
-4.52326163,1.10712411,0.00014576,0.05154408,0.00018109,0.78544895,0.31738288,0.44002591
-4.51725863,1.11349366,0.00012110,0.04889956,0.00018630,0.79531851,0.32077338,0.44112618
-4.51125563,1.12880128,0.00009997,0.04707304,0.00019717,0.81057620,0.32646727,0.44620245
-4.50525263,1.15214679,0.00008200,0.04603342,0.00021394,0.83056328,0.33423590,0.45489585
-4.49924962,1.18252917,0.00006684,0.04574358,0.00023686,0.85455430,0.34383567,0.46679894
-4.49324662,1.21886593,0.00005417,0.04616212,0.00026621,0.88176962,0.35501289,0.48146390
-4.48724362,1.26001300,0.00004366,0.04724516,0.00030225,0.91138834,0.36750867,0.49841101
-4.48124062,1.30478509,0.00003504,0.04894780,0.00034525,0.94256203,0.38106371,0.51713740
-4.47523762,1.35197671,0.00002805,0.05122564,0.00039547,0.97442896,0.39542311,0.53712614
-4.46923462,1.40038378,0.00002244,0.05403602,0.00045317,1.00612910,0.41034113,0.55785563
-4.46323162,1.44882566,0.00001802,0.05733922,0.00051858,1.03681951,0.42558601,0.57880926
-4.45722861,1.49616759,0.00001462,0.06109951,0.00059190,1.06569013,0.44094482,0.59948524
-4.45122561,1.54134302,0.00001208,0.06528615,0.00067332,1.09197955,0.45622825,0.61940646
-4.44522261,1.58337547,0.00001028,0.06987422,0.00076301,1.11499041,0.47127526,0.63813024
-4.43921961,1.62139932,0.00000914,0.07484549,0.00086110,1.13410394,0.48595760,0.65525761
-4.43321661,1.65467885,0.00000857,0.08018911,0.00096772,1.14879319,0.50018383,0.67044194
-4.42721361,1.68262478,0.00000852,0.08590225,0.00108299,1.15863435,0.51390290,0.68339654
-4.42121061,1.70480772,0.00000895,0.09199061,0.00120703,1.16331567,0.52710681,0.69390095
-4.41520760,1.72096754,0.00000984,0.09846872,0.00133995,1.16264362,0.53983244,0.70180558
-4.40920460,1.73101841,0.00001119,0.10536004,0.00148192,1.15654579,0.55216206,0.70703450
-4.40320160,1.73504876,0.00001299,0.11269674,0.00163310,1.14507047,0.56422241,0.70958609
-4.39719860,1.73331603,0.00001525,0.12051915,0.00179368,1.12838266,0.57618229,0.70953153
-4.39119560,1.72623605,0.00001799,0.12887475,0.00196390,1.10675673,0.58824831,0.70701094
-4.38519260,1.71436719,0.00002123,0.13781672,0.00214401,1.08056581,0.60065886,0.70222742
-4.37918959,1.69838977,0.00002499,0.14740191,0.00233427,1.05026848,0.61367633,0.69543897
-4.37318659,1.67908109,0.00002928,0.15768841,0.00253492,1.01639304,0.62757756,0.68694861
-4.36718359,1.65728724,0.00003412,0.16873247,0.00274618,0.97952015,0.64264286,0.67709314
-4.36118059,1.63389232,0.00003952,0.18058513,0.00296820,0.94026444,0.65914375,0.66623075
-4.35517759,1.60978654,0.00004548,0.19328845,0.00320103,0.89925579,0.67732998,0.65472811
-4.34917459,1.58583423,0.00005199,0.20687153,0.00344458,0.85712111,0.69741618,0.64294746
-4.34317159,1.56284310,0.00005902,0.22134666,0.00369860,0.81446710,0.71956885,0.63123408
-4.33716858,1.54153612,0.00006654,0.23670557,0.00396264,0.77186480,0.74389435,0.61990479
-4.33116558,1.52252710,0.00007450,0.25291619,0.00423604,0.72983629,0.77042838,0.60923796
-4.32516258,1.50630116,0.00008285,0.26992021,0.00451796,0.68884411,0.79912794,0.59946533
-4.31915958,1.49320092,0.00009150,0.28763150,0.00480732,0.64928344,0.82986617,0.59076613
-4.31315658,1.48341921,0.00010037,0.30593584,0.00510292,0.61147738,0.86243070,0.58326371
-4.30715358,1.47699861,0.00010936,0.32469195,0.00540346,0.57567525,0.89652600,0.57702484
