energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-2.85442721,1.05632564,0.41599385,0.28342304,0.00735967,0.06581550,0.78195380,0.30357379,0.03296062,0.30943848
-2.84842421,1.02590372,0.40036959,0.27562678,0.00780808,0.06140722,0.73289281,0.29592704,0.03263764,0.30085575
-2.84242121,0.99794176,0.38526401,0.26826881,0.00831376,0.05697747,0.68370389,0.28954341,0.03237782,0.29283582
-2.83641821,0.97322179,0.37095366,0.26152197,0.00887702,0.05260131,0.63522169,0.28468836,0.03219578,0.28559503
-2.83041521,0.95241779,0.35767276,0.25552561,0.00949671,0.04834897,0.58821852,0.28160524,0.03210155,0.27931293
-2.82441221,0.93607608,0.34560724,0.25038139,0.01017004,0.04428453,0.54338918,0.28050784,0.03210030,0.27412696
-2.81840920,0.92460206,0.33489126,0.24615080,0.01089257,0.04046502,0.50133998,0.28157454,0.03219219,0.27012912
-2.81240620,0.91825337,0.32560639,0.24285468,0.01165813,0.03693978,0.46258205,0.28494423,0.03237252,0.26736455
-2.80640320,0.91713959,0.31778319,0.24047443,0.01245895,0.03375021,0.42752870,0.29071390,0.03263208,0.26583211
-2.80040020,0.92122792,0.31140515,0.23895504,0.01328570,0.03092975,0.39649642,0.29893792,0.03295771,0.26548688
-2.79439720,0.93035428,0.30641443,0.23820951,0.01412772,0.02850420,0.36970922,0.30962876,0.03333305,0.26624424
-2.78839420,0.94423888,0.30271925,0.23812454,0.01497324,0.02649214,0.34730546,0.32275903,0.03373943,0.26798539
-2.78239120,0.96250530,0.30020210,0.23856709,0.01580971,0.02490556,0.32934657,0.33826457,0.03415678,0.27056407
-2.77638819,0.98470189,0.29872869,0.23939149,0.01662407,0.02375056,0.31582697,0.35604828,0.03456471,0.27381395
-2.77038519,1.01032430,0.29815669,0.24044677,0.01740317,0.02302806,0.30668444,0.37598442,0.03494347,0.27755650
-2.76438219,1.03883797,0.29834412,0.24158377,0.01813414,0.02273449,0.30181031,0.39792310,0.03527489,0.28160895
-2.75837919,1.06969955,0.29915682,0.24266183,0.01880479,0.02286243,0.30105892,0.42169463,0.03554325,0.28579193
-2.75237619,1.10237626,0.30047460,0.24355471,0.01940398,0.02340113,0.30425598,0.44711357,0.03573595,0.28993654
-2.74637319,1.13636237,0.30219600,0.24415553,0.01992199,0.02433691,0.31120544,0.47398221,0.03584412,0.29389065
-2.74037019,1.17119230,0.30424128,0.24438053,0.02035081,0.02565349,0.32169477,0.50209339,0.03586289,0.29752410
-2.73436718,1.20645001,0.30655380,0.24417165,0.02068445,0.02733209,0.33549862,0.53123253,0.03579162,0.30073271
-2.72836418,1.24177449,0.30909971,0.24349777,0.02091913,0.02935153,0.35238099,0.56117897,0.03563386,0.30344102
-2.72236118,1.27686153,0.31186612,0.24235476,0.02105341,0.03168818,0.37209603,0.59170659,0.03539711,0.30560379
-2.71635818,1.31146215,0.31485813,0.24076432,0.02108824,0.03431590,0.39438795,0.62258382,0.03509251,0.30720613
-2.71035518,1.34537807,0.31809477,0.23877192,0.02102699,0.03720591,0.41899019,0.65357341,0.03473430,0.30826255
-2.70435218,1.37845509,0.32160441,0.23644374,0.02087533,0.04032675,0.44562447,0.68443193,0.03433920,0.30881489
-2.69834917,1.41057483,0.32541986,0.23386317,0.02064107,0.04364423,0.47399998,0.71490945,0.03392580,0.30892943
-2.69234617,1.44164590,0.32957357,0.23112672,0.02033393,0.04712156,0.50381309,0.74474958,0.03351380,0.30869327
-2.68634317,1.47159507,0.33409322,0.22833985,0.01996525,0.05071949,0.53474805,0.77369013,0.03312332,0.30821023
-2.68034017,1.50035917,0.33899800,0.22561271,0.01954765,0.05439673,0.56647864,0.80146454,0.03277421,0.30759641
-2.67433717,1.52787841,0.34429573,0.22305606,0.01909468,0.05811037,0.59867125,0.82780434,0.03248541,0.30697568
-2.66833417,1.55409130,0.34998104,0.22077756,0.01862037,0.06181664,0.63098917,0.85244258,0.03227444,0.30647523
-2.66233117,1.57893172,0.35603454,0.21887838,0.01813884,0.06547160,0.66309805,0.87511827,0.03215682,0.30622123
-2.65632816,1.60232793,0.36242310,0.21745032,0.01766392,0.06903217,0.69467251,0.89558178,0.03214577,0.30633486
-2.65032516,1.62420359,0.36910103,0.21657353,0.01720869,0.07245703,0.72540333,0.91360089,0.03225183,0.30692877
-2.64432216,1.64448039,0.37601203,0.21631459,0.01678514,0.07570775,0.75500509,0.92896733,0.03248266,0.30810382
-2.63831916,1.66308194,0.38309174,0.21672526,0.01640382,0.07874981,0.78322371,0.94150337,0.03284288,0.30994648
-2.63231616,1.67993840,0.39027063,0.21784153,0.01607356,0.08155355,0.80984335,0.95106824,0.03333398,0.31252654
-2.62631316,1.69499119,0.39747698,0.21968317,0.01580121,0.08409511,0.83469242,0.95756377,0.03395430,0.31589535
-2.62031016,1.70819735,0.40463969,0.22225351,0.01559145,0.08635708,0.85764804,0.96093910,0.03469903,0.32008453
-2.61430715,1.71953300,0.41169081,0.22553956,0.01544669,0.08832903,0.87863869,0.96119393,0.03556028,0.32510495
-2.60830415,1.72899534,0.41856747,0.22951236,0.01536701,0.09000778,0.89764479,0.95838016,0.03652721,0.33094631
-2.60230115,1.73660316,0.42521321,0.23412740,0.01535018,0.09139736,0.91469694,0.95260170,0.03758615,0.33757684
-2.59629815,1.74239541,0.43157859,0.23932530,0.01539174,0.09250873,0.92987193,0.94401231,0.03872077,0.34494356
-2.59029515,1.74642805,0.43762106,0.24503263,0.01548516,0.09335920,0.94328643,0.93281157,0.03991238,0.35297279
-2.58429215,1.74876934,0.44330422,0.25116278,0.01562206,0.09397160,0.95508880,0.91923907,0.04114016,0.36157100
-2.57828914,1.74949369,0.44859640,0.25761713,0.01579246,0.09437322,0.96544921,0.90356708,0.04238150,0.37062604
-2.57228614,1.74867485,0.45346895,0.26428633,0.01598514,0.09459454,0.97454867,0.88609204,0.04361246,0.38000881
-2.56628314,1.74637861,0.45789423,0.27105181,0.01618798,0.09466785,0.98256741,0.86712522,0.04480816,0.38957520
-2.56028014,1.74265589,0.46184349,0.27778755,0.01638834,0.09462584,0.98967336,0.84698308,0.04594333,0.39916850
-2.55427714,1.73753662,0.46528500,0.28436208,0.01657350,0.09450014,0.99601131,0.82597778,0.04699290,0.40862218
-2.54827414,1.73102506,0.46818242,0.29064078,0.01673101,0.09432002,1.00169330,0.80440823,0.04793256,0.41776303
-2.54227114,1.72309701,0.47049374,0.29648837,0.01684916,0.09411115,1.00679105,0.78255229,0.04873942,0.42641465
-2.53626813,1.71369934,0.47217079,0.30177167,0.01691729,0.09389472,1.01133064,0.76066030,0.04939265,0.43440123
-2.53026513,1.70275202,0.47315955,0.30636250,0.01692614,0.09368668,1.01529006,0.73895037,0.04987409,0.44155161
-2.52426213,1.69015280,0.47340115,0.31014073,0.01686811,0.09349743,1.01859977,0.71760563,0.05016885,0.44770342
-2.51825913,1.67578453,0.47283375,0.31299729,0.01673753,0.09333182,1.02114630,0.69677346,0.05026584,0.45270734
-2.51225613,1.65952473,0.47139501,0.31483722,0.01653075,0.09318945,1.02277901,0.67656680,0.05015823,0.45643130
-2.50625313,1.64125730,0.46902534,0.31558250,0.01624624,0.09306540,1.02331943,0.65706736,0.04984380,0.45876455
-2.50025013,1.62088560,0.46567148,0.31517465,0.01588458,0.09295119,1.02257306,0.63833052,0.04932522,0.45962140
-2.49424712,1.59834642,0.46129052,0.31357699,0.01544845,0.09283607,1.02034291,0.62039166,0.04861015,0.45894467
-2.48824412,1.57362420,0.45585393,0.31077642,0.01494239,0.09270849,1.01644412,0.60327345,0.04771125,0.45670849
-2.48224112,1.54676450,0.44935153,0.30678475,0.01437271,0.09255760,1.01071883,0.58699374,0.04664607,0.45292064
-2.47623812,1.51788620,0.44179508,0.30163936,0.01374720,0.09237489,1.00305059,0.57157351,0.04543683,0.44762401
-2.47023512,1.48719154,0.43322135,0.29540326,0.01307484,0.09215570,0.99337747,0.55704449,0.04411002,0.44089740
-2.46423212,1.45497326,0.42369437,0.28816443,0.01236552,0.09190055,0.98170294,0.54345583,0.04269594,0.43285530
-2.45822911,1.42161839,0.41330678,0.28003455,0.01162976,0.09161625,0.96810413,0.53087950,0.04122819,0.42364685
-2.45222611,1.38760804,0.40218006,0.27114696,0.01087834,0.09131668,0.95273655,0.51941401,0.03974295,0.41345379
-2.44622311,1.35351297,0.39046366,0.26165404,0.01012204,0.09102313,0.93583527,0.50918612,0.03827835,0.40248746
-2.44022011,1.31998482,0.37833276,0.25172403,0.00937139,0.09076427,0.91771202,0.50035040,0.03687367,0.39098488
-2.43421711,1.28774295,0.36598503,0.24153723,0.00863640,0.09057565,0.89874848,0.49308649,0.03556852,0.37920402
-2.42821411,1.25755724,0.35363604,0.23128192,0.00792640,0.09049879,0.87938579,0.48759422,0.03440208,0.36741820
-2.42221111,1.23022736,0.34151383,0.22114991,0.00724986,0.09057978,0.86011084,0.48408654,0.03341219,0.35590988
-2.41620810,1.20655904,0.32985256,0.21133188,0.00661428,0.09086766,0.84143993,0.48278083,0.03263457,0.34496402
-2.41020510,1.18733831,0.31888555,0.20201276,0.00602616,0.09141243,0.82390046,0.48388867,0.03210193,0.33486097
-2.40420210,1.17330461,0.30883796,0.19336709,0.00549091,0.09226295,0.80801165,0.48760487,0.03184323,0.32586935
-2.39819910,1.16512392,0.29991947,0.18555469,0.00501291,0.09346474,0.79426522,0.49409606,0.03188288,0.31823892
-2.39219610,1.16336304,0.29231705,0.17871664,0.00459549,0.09505785,0.78310696,0.50348964,0.03224006,0.31219382
-2.38619310,1.16846618,0.28618840,0.17297173,0.00424104,0.09707491,0.77492009,0.51586360,0.03292806,0.30792623
-2.38019010,1.18073493,0.28165604,0.16841357,0.00395100,0.09953942,0.77001139,0.53123792,0.03395382,0.30559085
-2.37418709,1.20031276,0.27880263,0.16510827,0.00372601,0.10246443,0.76860064,0.54956797,0.03531748,0.30530025
-2.36818409,1.22717471,0.27766743,0.16309302,0.00356593,0.10585168,0.77081405,0.57074055,0.03701213,0.30712136
-2.36218109,1.26112305,0.27824431,0.16237541,0.00346994,0.10969117,0.77668189,0.59457277,0.03902375,0.31107314
-2.35617809,1.30178929,0.28048127,0.16293361,0.00343658,0.11396133,0.78614050,0.62081410,0.04133125,0.31712571
-2.35017509,1.34864259,0.28428165,0.16471741,0.00346382,0.11862969,0.79903850,0.64915152,0.04390683,0.32520073
-2.34417209,1.40100441,0.28950684,0.16765012,0.00354911,0.12365398,0.81514687,0.67921781,0.04671642,0.33517338
-2.33816908,1.45806891,0.29598059,0.17163116,0.00368939,0.12898374,0.83417225,0.71060248,0.04972047,0.34687555
-2.33216608,1.51892836,0.30349465,0.17653941,0.00388113,0.13456222,0.85577277,0.74286508,0.05287482,0.36010042
-2.32616308,1.58260235,0.31181545,0.18223702,0.00412036,0.14032855,0.87957537,0.77555016,0.05613182,0.37460809
-2.32016008,1.64806977,0.32069178,0.18857376,0.00440266,0.14622007,0.90519380,0.80820310,0.05944166,0.39013226
-2.31415708,1.71430186,0.32986291,0.19539158,0.00472319,0.15217455,0.93224607,0.84038626,0.06275374,0.40638747
-2.30815408,1.78029514,0.33906696,0.20252922,0.00507669,0.15813247,0.96037039,0.87169426,0.06601817,0.42307696
-2.30215108,1.84510231,0.34804915,0.20982688,0.00545755,0.16403892,0.98923877,0.90176788,0.06918732,0.43990059
-2.29614807,1.90786011,0.35656947,0.21713048,0.00585980,0.16984526,1.01856731,0.93030563,0.07221731,0.45656268
-2.29014507,1.96781246,0.36440971,0.22429565,0.00627718,0.17551027,1.04812275,0.95707242,0.07506943,0.47277948
-2.28414207,2.02432817,0.37137924,0.23119107,0.00670321,0.18100098,1.07772478,0.98190478,0.07771141,0.48828597
-2.27813907,2.07691222,0.37731968,0.23770119,0.00713127,0.18629285,1.10724423,1.00471246,0.08011850,0.50284176
-2.27213607,2.12521032,0.38210797,0.24372817,0.00755469,0.19136955,1.13659698,1.02547615,0.08227425,0.51623601
-2.26613307,2.16900685,0.38565805,0.24919303,0.00796686,0.19622224,1.16573445,1.04424156,0.08417104,0.52829100
-2.26013007,2.20821620,0.38792096,0.25403603,0.00836135,0.20084844,1.19463098,1.06111025,0.08581024,0.53886459
-2.25412706,2.24286863,0.38888354,0.25821616,0.00873202,0.20525065,1.22326931,1.07622769,0.08720210,0.54785123
-2.24812406,2.27309138,0.38856589,0.26171012,0.00907319,0.20943463,1.25162502,1.08976929,0.08836516,0.55518185
-2.24212106,2.29908640,0.38701773,0.26451053,0.00937975,0.21340769,1.27965119,1.10192534,0.08932544,0.56082249
-2.23611806,2.32110630,0.38431402,0.26662380,0.00964726,0.21717692,1.30726437,1.11288569,0.09011532,0.56477203
-2.23011506,2.33942982,0.38055009,0.26806766,0.00987210,0.22074763,1.33433302,1.12282519,0.09077208,0.56705898
-2.22411206,2.35433850,0.37583650,0.26886858,0.01005157,0.22412192,1.36066935,1.13189072,0.09133633,0.56773781
-2.21810905,2.36609594,0.37029416,0.26905918,0.01018398,0.22729767,1.38602524,1.14019064,0.09185022,0.56688485
-2.21210605,2.37493078,0.36404968,0.26867585,0.01026871,0.23026789,1.41009292,1.14778732,0.09235568,0.56459400
-2.20610305,2.38102439,0.35723140,0.26775663,0.01030627,0.23302049,1.43251036,1.15469302,0.09289258,0.56097265
-2.20010005,2.38450378,0.34996614,0.26633954,0.01029832,0.23553855,1.45287144,1.16086963,0.09349704,0.55613772
-2.19409705,2.38544007,0.34237680,0.26446133,0.01024772,0.23780094,1.47074034,1.16623189,0.09419991,0.55021223
-2.18809405,2.38385219,0.33458089,0.26215671,0.01015847,0.23978339,1.48566938,1.17065410,0.09502542,0.54332230
-2.18209105,2.37971549,0.32668982,0.25945809,0.01003570,0.24145988,1.49721946,1.17397970,0.09599020,0.53559481
-2.17608804,2.37297434,0.31880900,0.25639573,0.00988562,0.24280421,1.50498179,1.17603309,0.09710255,0.52715561
-2.17008504,2.36355764,0.31103844,0.25299824,0.00971545,0.24379178,1.50859968,1.17663301,0.09836221,0.51812828
-2.16408204,2.35139623,0.30347376,0.24929332,0.00953333,0.24440135,1.50778909,1.17560646,0.09976034,0.50863337
-2.15807904,2.33644060,0.29620740,0.24530871,0.00934817,0.24461672,1.50235675,1.17280237,0.10128004,0.49878812
-2.15207604,2.31867794,0.28932968,0.24107307,0.00916958,0.24442831,1.49221469,1.16810421,0.10289711,0.48870639
-2.14607304,2.29814718,0.28292970,0.23661692,0.00900767,0.24383441,1.47739037,1.16144078,0.10458123,0.47849876
-2.14007004,2.27495110,0.27709576,0.23197331,0.00887289,0.24284220,1.45803178,1.15279442,0.10629739,0.46827276
-2.13406703,2.24926473,0.27191521,0.22717829,0.00877584,0.24146833,1.43440731,1.14220651,0.10800749,0.45813302
-2.12806403,2.22133960,0.26747369,0.22227109,0.00872704,0.23973918,1.40690036,1.12977964,0.10967212,0.44818135
-2.12206103,2.19150360,0.26385372,0.21729403,0.00873672,0.23769074,1.37599903,1.11567671,0.11125243,0.43851666
-2.11605803,2.16015656,0.26113268,0.21229206,0.00881453,0.23536813,1.34228163,1.10011685,0.11271188,0.42923481
-2.11005503,2.12776185,0.25938027,0.20731213,0.00896931,0.23282477,1.30639877,1.08336863,0.11401797,0.42042821
-2.10405203,2.09483468,0.25865564,0.20240220,0.00920880,0.23012136,1.26905304,1.06574088,0.11514368,0.41218540
-2.09804902,2.06192760,0.25900433,0.19761029,0.00953934,0.22732453,1.23097742,1.04757173,0.11606872,0.40459055
-2.09204602,2.02961424,0.26045524,0.19298325,0.00996565,0.22450548,1.19291354,1.02921646,0.11678038,0.39772295
-2.08604302,1.99847202,0.26301784,0.18856570,0.01049052,0.22173838,1.15559069,1.01103470,0.11727406,0.39165653
-2.08004002,1.96906462,0.26667985,0.18439892,0.01111464,0.21909885,1.11970663,0.99337781,0.11755332,0.38645943
-2.07403702,1.94192515,0.27140550,0.18051992,0.01183636,0.21666233,1.08591073,0.97657670,0.11762962,0.38219370
-2.06803402,1.91754048,0.27713468,0.17696064,0.01265161,0.21450256,1.05479006,0.96093085,0.11752156,0.37891499
-2.06203102,1.89633732,0.28378281,0.17374740,0.01355378,0.21269009,1.02685857,0.94669875,0.11725384,0.37667236
-2.05602801,1.87867051,0.29124183,0.17090047,0.01453376,0.21129086,1.00254941,0.93409013,0.11685590,0.37550799
-2.05002501,1.86481354,0.29938195,0.16843388,0.01557999,0.21036487,0.98221017,0.92326013,0.11636033,0.37545686
-2.04402201,1.85495165,0.30805442,0.16635540,0.01667865,0.20996490,0.96610080,0.91430552,0.11580113,0.37654624
-2.03801901,1.84917725,0.31709501,0.16466661,0.01781391,0.21013538,0.95439357,0.90726292,0.11521196,0.37879497
-2.03201601,1.84748771,0.32632815,0.16336311,0.01896827,0.21091128,0.94717470,0.90210899,0.11462440,0.38221244
-2.02601301,1.84978532,0.33557153,0.16243478,0.02012293,0.21231717,0.94444712,0.89876239,0.11406635,0.38679729
-2.02001001,1.85587926,0.34464095,0.16186599,0.02125836,0.21436634,0.94613389,0.89708737,0.11356072,0.39253578
-2.01400700,1.86548932,0.35335532,0.16163593,0.02235472,0.21706007,0.95208198,0.89689876,0.11312426,0.39939994
-2.00800400,1.87825138,0.36154146,0.16171876,0.02339249,0.22038712,0.96206613,0.89796810,0.11276690,0.40734552
-2.00200100,1.89372427,0.36903868,0.16208388,0.02435301,0.22432328,0.97579285,0.90003074,0.11249131,0.41630997
-1.99599800,1.91139822,0.37570281,0.16269609,0.02521901,0.22883135,0.99290442,0.90279367,0.11229293,0.42621051
-1.98999500,1.93070453,0.38140981,0.16351575,0.02597516,0.23386126,1.01298332,0.90594384,0.11216031,0.43694256
-1.98399200,1.95102657,0.38605860,0.16449902,0.02660851,0.23935051,1.03555724,0.90915679,0.11207575,0.44837868
-1.97798899,1.97171207,0.38957322,0.16559813,0.02710885,0.24522507,1.06010493,0.91210542,0.11201631,0.46036827
-1.97198599,1.99208647,0.39190435,0.16676173,0.02746899,0.25140053,1.08606342,0.91446868,0.11195492,0.47273818
-1.96598299,2.01146734,0.39303004,0.16793548,0.02768497,0.25778367,1.11283667,0.91594000,0.11186174,0.48529428
-1.95997999,2.02917965,0.39295580,0.16906262,0.02775609,0.26427439,1.13980594,0.91623540,0.11170548,0.49782425
-1.95397699,2.04457159,0.39171416,0.17008493,0.02768485,0.27076796,1.16634191,0.91510091,0.11145481,0.51010145
-1.94797399,2.05703059,0.38936364,0.17094368,0.02747682,0.27715752,1.19181834,0.91231932,0.11107967,0.52188985
-1.94197099,2.06599926,0.38598726,0.17158093,0.02714039,0.28333683,1.21562716,0.90771594,0.11055243,0.53294995
-1.93596798,2.07099053,0.38169069,0.17194079,0.02668636,0.28920308,1.23719430,0.90116339,0.10984892,0.54304539
-1.92996498,2.07160171,0.37660006,0.17197094,0.02612762,0.29465971,1.25599586,0.89258501,0.10894924,0.55195005
-1.92396198,2.06752669,0.37085941,0.17162410,0.02547865,0.29961916,1.27157390,0.88195707,0.10783835,0.55945530
-1.91795898,2.05856586,0.36462797,0.17085953,0.02475501,0.30400530,1.28355097,0.86930939,0.10650643,0.56537710
-1.91195598,2.04463324,0.35807711,0.16964438,0.02397293,0.30775563,1.29164282,0.85472454,0.10494901,0.56956251
-1.90595298,2.02576034,0.35138708,0.16795495,0.02314878,0.31082296,1.29566833,0.83833546,0.10316695,0.57189534
-1.89994997,2.00209649,0.34474349,0.16577772,0.02229867,0.31317661,1.29555639,0.82032158,0.10116617,0.57230071
-1.89394697,1.97390540,0.33833359,0.16311001,0.02143803,0.31480304,1.29134898,0.80090353,0.09895726,0.57074807
-1.88794397,1.94155806,0.33234229,0.15996042,0.02058135,0.31570578,1.28320030,0.78033661,0.09655496,0.56725276
-1.88194097,1.90552205,0.32694808,0.15634881,0.01974183,0.31590492,1.27137200,0.75890321,0.09397762,0.56187578
-1.87593797,1.86634769,0.32231875,0.15230601,0.01893128,0.31543586,1.25622447,0.73690437,0.09124645,0.55472201
-1.86993497,1.82465139,0.31860714,0.14787301,0.01815992,0.31434766,1.23820467,0.71465095,0.08838495,0.54593670
-1.86393197,1.78109708,0.31594695,0.14310000,0.01743642,0.31270093,1.21783105,0.69245453,0.08541814,0.53570070
-1.85792896,1.73637624,0.31444872,0.13804488,0.01676781,0.31056543,1.19567608,0.67061852,0.08237198,0.52422430
-1.85192596,1.69118750,0.31419622,0.13277170,0.01615963,0.30801751,1.17234739,0.64942974,0.07927272,0.51174040
-1.84592296,1.64621651,0.31524331,0.12734880,0.01561596,0.30513743,1.14846815,0.62915087,0.07614633,0.49849687
-1.83991996,1.60211700,0.31761152,0.12184691,0.01513963,0.30200684,1.12465747,0.61001388,0.07301806,0.48474884
-1.83391696,1.55949370,0.32128839,0.11633710,0.01473229,0.29870642,1.10151177,0.59221489,0.06991200,0.47075100
-1.82791396,1.51888763,0.32622682,0.11088892,0.01439468,0.29531374,1.07958753,0.57591034,0.06685075,0.45675026
-1.82191096,1.48076436,0.33234543,0.10556847,0.01412671,0.29190158,1.05938612,0.56121481,0.06385518,0.44297912
-1.81590795,1.44550541,0.33952999,0.10043677,0.01392765,0.28853653,1.04134096,0.54820029,0.06094419,0.42964984
-1.80990495,1.41340288,0.34763601,0.09554830,0.01379631,0.28527804,1.02580733,0.53689697,0.05813470,0.41694969
-1.80390195,1.38465729,0.35649234,0.09094974,0.01373110,0.28217777,1.01305490,0.52729526,0.05544149,0.40503718
-1.79789895,1.35937837,0.36590563,0.08667911,0.01373016,0.27927935,1.00326294,0.51934897,0.05287729,0.39403956
-1.79189595,1.33758841,0.37566569,0.08276512,0.01379142,0.27661829,0.99651806,0.51297934,0.05045276,0.38405128
-1.78589295,1.31922770,0.38555134,0.07922683,0.01391263,0.27422213,0.99281438,0.50807964,0.04817658,0.37513359
-1.77988994,1.30416166,0.39533663,0.07607364,0.01409132,0.27211063,0.99205575,0.50452011,0.04605554,0.36731497
-1.77388694,1.29218893,0.40479709,0.07330549,0.01432483,0.27029597,0.99405992,0.50215289,0.04409461,0.36059244
-1.76788394,1.28305022,0.41371589,0.07091340,0.01461021,0.26878298,0.99856436,0.50081688,0.04229699,0.35493350
-1.76188094,1.27643718,0.42188948,0.06888011,0.01494413,0.26756919,1.00523359,0.50034207,0.04066423,0.35027863
-1.75587794,1.27200125,0.42913270,0.06718101,0.01532283,0.26664480,1.01366769,0.50055356,0.03919622,0.34654417
-1.74987494,1.26936208,0.43528290,0.06578517,0.01574196,0.26599263,1.02341217,0.50127481,0.03789121,0.34362558
-1.74387194,1.26811551,0.44020326,0.06465646,0.01619656,0.26558793,1.03396875,0.50233045,0.03674586,0.34140084
-1.73786893,1.26784101,0.44378496,0.06375481,0.01668088,0.26539829,1.04480724,0.50354844,0.03575518,0.33973411
-1.73186593,1.26810885,0.44594835,0.06303746,0.01718838,0.26538352,1.05537821,0.50476192,0.03491258,0.33847944
-1.72586293,1.26848691,0.44664306,0.06246028,0.01771169,0.26549590,1.06512641,0.50581054,0.03420984,0.33748451
-1.71985993,1.26854757,0.44584725,0.06197902,0.01824255,0.26568049,1.07350481,0.50654178,0.03363717,0.33659452
-1.71385693,1.26787467,0.44356601,0.06155055,0.01877194,0.26587590,1.07998883,0.50681217,0.03318330,0.33565600
-1.70785393,1.26607079,0.43982924,0.06113403,0.01929008,0.26601550,1.08409071,0.50648861,0.03283562,0.33452057
-1.70185093,1.26276500,0.43468900,0.06069200,0.01978664,0.26602891,1.08537344,0.50544993,0.03258036,0.33304872
-1.69584792,1.25762100,0.42821676,0.06019135,0.02025088,0.26584414,1.08346392,0.50358871,0.03240293,0.33111333
-1.68984492,1.25034562,0.42050051,0.05960412,0.02067186,0.26538992,1.07806497,0.50081346,0.03228824,0.32860311
-1.68384192,1.24069760,0.41164202,0.05890825,0.02103876,0.26459859,1.06896558,0.49705106,0.03222114,0.32542563
-1.67783892,1.22849616,0.40175437,0.05808802,0.02134111,0.26340905,1.05604910,0.49224934,0.03218690,0.32151009
-1.67183592,1.21362927,0.39095976,0.05713448,0.02156909,0.26176995,1.03929888,0.48637989,0.03217178,0.31680949
-1.66583292,1.19606098,0.37938774,0.05604554,0.02171389,0.25964278,1.01880113,0.47944063,0.03216355,0.31130239
-1.65982991,1.17583746,0.36717372,0.05482597,0.02176792,0.25700477,0.99474469,0.47145817,0.03215208,0.30499388
-1.65382691,1.15309126,0.35445789,0.05348718,0.02172516,0.25385141,0.96741762,0.46248968,0.03212983,0.29791589
-1.64782391,1.12804333,0.34138430,0.05204680,0.02158131,0.25019848,0.93720072,0.45262404,0.03209231,0.29012678
-1.64182091,1.10100243,0.32810008,0.05052809,0.02133402,0.24608331,0.90455793,0.44198209,0.03203848,0.28171000
-1.63581791,1.07236153,0.31475462,0.04895920,0.02098299,0.24156526,0.87002409,0.43071584,0.03197091,0.27277212
-1.62981491,1.04259119,0.30149872,0.04737224,0.02053001,0.23672538,0.83419025,0.41900641,0.03189594,0.26343989
-1.62381191,1.01222963,0.28848338,0.04580226,0.01997897,0.23166495,0.79768711,0.40706083,0.03182354,0.25385680
-1.61780890,0.98186974,0.27585835,0.04428614,0.01933574,0.22650317,0.76116706,0.39510745,0.03176709,0.24417880
-1.61180590,0.95214314,0.26377020,0.04286136,0.01860804,0.22137390,0.72528537,0.38339023,0.03174290,0.23456968
-1.60580290,0.92370176,0.25236000,0.04156475,0.01780519,0.21642156,0.69068128,0.37216182,0.03176960,0.22519600
-1.59979990,0.89719739,0.24176066,0.04043125,0.01693787,0.21179624,0.65795943,0.36167585,0.03186739,0.21622179
-1.59379690,0.87325993,0.23209379,0.03949268,0.01601781,0.20764837,0.62767220,0.35217849,0.03205709,0.20780325
-1.58779390,0.85247501,0.22346644,0.03877659,0.01505742,0.20412300,0.60030374,0.34389967,0.03235913,0.20008357
-1.58179090,0.83536188,0.21596766,0.03830516,0.01406948,0.20135393,0.57625586,0.33704428,0.03279251,0.19318807
-1.57578789,0.82235251,0.20966521,0.03809430,0.01306675,0.19945800,0.55583649,0.33178370,0.03337371,0.18721986
-1.56978489,0.81377259,0.20460245,0.03815289,0.01206168,0.19852981,0.53925085,0.32824809,0.03411564,0.18225614
-1.56378189,0.80982565,0.20079574,0.03848224,0.01106606,0.19863697,0.52659577,0.32651972,0.03502669,0.17834534
-1.55777889,0.81058069,0.19823250,0.03907571,0.01009079,0.19981624,0.51785731,0.32662777,0.03610994,0.17550524
-1.55177589,0.81596435,0.19687004,0.03991869,0.00914563,0.20207083,0.51291166,0.32854479,0.03736254,0.17372208
-1.54577289,0.82575796,0.19663546,0.04098874,0.00823905,0.20536873,0.51152955,0.33218523,0.03877529,0.17295082
-1.53976988,0.83959995,0.19742661,0.04225607,0.00737810,0.20964257,0.51338390,0.33740600,0.04033255,0.17311658
-1.53376688,0.85699363,0.19911415,0.04368427,0.00656837,0.21479074,0.51806060,0.34400929,0.04201231,0.17411710
-1.52776388,0.87732045,0.20154483,0.04523126,0.00581397,0.22067995,0.52507203,0.35174754,0.04378668,0.17582638
-1.52176088,0.89985818,0.20454592,0.04685052,0.00511761,0.22714917,0.53387315,0.36033056,0.04562251,0.17809915
-1.51575788,0.92380375,0.20793055,0.04849251,0.00448063,0.23401467,0.54387935,0.36943442,0.04748242,0.18077625
-1.50975488,0.94829970,0.21150399,0.05010621,0.00390316,0.24107619,0.55448573,0.37871198,0.04932589,0.18369056
-1.50375188,0.97246342,0.21507052,0.05164077,0.00338429,0.24812377,0.56508712,0.38780456,0.05111064,0.18667338
-1.49774887,0.99541812,0.21844071,0.05304727,0.00292219,0.25494516,0.57509801,0.39635435,0.05279410,0.18956089
-1.49174587,1.01632409,0.22143886,0.05428035,0.00251433,0.26133342,0.58397190,0.40401710,0.05433494,0.19220060
