energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.70585293,2.30620913,0.01344208,0.15433308,0.40566977,1.24418528,0.01025115,0.63319300,0.30732480,0.10376190
-5.69984992,2.31200477,0.01267935,0.15463827,0.40017899,1.24435572,0.01054126,0.64152802,0.31617124,0.10395496
-5.69384692,2.31769373,0.01190172,0.15488784,0.39460407,1.24468976,0.01089063,0.64920950,0.32526551,0.10408890
-5.68784392,2.32294562,0.01112089,0.15505506,0.38893316,1.24509227,0.01129211,0.65612763,0.33445736,0.10413695
-5.68184092,2.32748343,0.01034798,0.15511495,0.38316142,1.24550746,0.01173711,0.66219012,0.34359127,0.10407607
-5.67583792,2.33109005,0.00959331,0.15504455,0.37729014,1.24592046,0.01221573,0.66732440,0.35251074,0.10388752
-5.66983492,2.33361281,0.00886621,0.15482326,0.37132625,1.24635703,0.01271688,0.67147933,0.36106306,0.10355720
-5.66383192,2.33496609,0.00817497,0.15443340,0.36528195,1.24688099,0.01322852,0.67462630,0.36910470,0.10307600
-5.65782891,2.33513178,0.00752675,0.15386093,0.35917493,1.24758978,0.01373793,0.67675980,0.37650688,0.10243993
-5.65182591,2.33415794,0.00692761,0.15309629,0.35302877,1.24860812,0.01423201,0.67789736,0.38316142,0.10165014
-5.64582291,2.33215535,0.00638261,0.15213522,0.34687378,1.25008021,0.01469767,0.67807907,0.38898648,0.10071287
-5.63981991,2.32929262,0.00589585,0.15097968,0.34074812,1.25216074,0.01512222,0.67736657,0.39393205,0.09963917
-5.63381691,2.32578966,0.00547069,0.14963851,0.33469906,1.25500511,0.01549377,0.67584172,0.39798491,0.09844464
-5.62781391,2.32191028,0.00510986,0.14812810,0.32878431,1.25875949,0.01580166,0.67360501,0.40117293,0.09714899
-5.62181091,2.31795399,0.00481567,0.14647269,0.32307333,1.26355123,0.01603680,0.67077380,0.40356836,0.09577556
-5.61580790,2.31424761,0.00459014,0.14470448,0.31764837,1.26948004,0.01619207,0.66748049,0.40529004,0.09435083
-5.60980490,2.31113708,0.00443517,0.14286344,0.31260534,1.27661069,0.01626252,0.66387074,0.40650429,0.09290383
-5.60380190,2.30897979,0.00435267,0.14099681,0.30805409,1.28496750,0.01624564,0.66010165,0.40742436,0.09146561
-5.59779890,2.30813797,0.00434461,0.13915836,0.30411831,1.29453115,0.01614149,0.65634018,0.40830845,0.09006870
-5.59179590,2.30897313,0.00441310,0.13740743,0.30093480,1.30523801,0.01595269,0.65276150,0.40945609,0.08874660
-5.58579290,2.31184194,0.00456033,0.13580774,0.29865202,1.31698208,0.01568439,0.64954753,0.41120303,0.08753325
-5.57978989,2.31709335,0.00478857,0.13442619,0.29742808,1.32961964,0.01534414,0.64688534,0.41391463,0.08646262
-5.57378689,2.32506690,0.00510000,0.13333153,0.29742794,1.34297620,0.01494162,0.64496556,0.41797786,0.08556827
-5.56778389,2.33609197,0.00549659,0.13259307,0.29882003,1.35685552,0.01448835,0.64398043,0.42379211,0.08488291
-5.56178089,2.35048737,0.00597991,0.13227954,0.30177213,1.37105014,0.01399732,0.64412170,0.43175882,0.08443806
-5.55577789,2.36856100,0.00655089,0.13245790,0.30644683,1.38535273,0.01348257,0.64557797,0.44227046,0.08426358
-5.54977489,2.39060887,0.00720961,0.13319242,0.31299641,1.39956758,0.01295874,0.64853159,0.45569881,0.08438731
-5.54377189,2.41691295,0.00795505,0.13454380,0.32155741,1.41352144,0.01244058,0.65315497,0.47238311,0.08483458
-5.53776888,2.44773741,0.00878488,0.13656838,0.33224506,1.42707297,0.01194253,0.65960641,0.49261818,0.08562775
-5.53176588,2.48332277,0.00969527,0.13931747,0.34514760,1.44012011,0.01147826,0.66802534,0.51664307,0.08678567
-5.52576288,2.52387783,0.01068071,0.14283662,0.36032080,1.45260478,0.01106027,0.67852723,0.54463045,0.08832316
-5.51975988,2.56956926,0.01173394,0.14716488,0.37778288,1.46451458,0.01069956,0.69119824,0.57667715,0.09025035
-5.51375688,2.62050920,0.01284590,0.15233403,0.39750998,1.47588122,0.01040530,0.70608984,0.61279628,0.09257214
-5.50775388,2.67674111,0.01400578,0.15836755,0.41943249,1.48677570,0.01018463,0.72321372,0.65291115,0.09528765
-5.50175088,2.73822473,0.01520113,0.16527959,0.44343238,1.49730046,0.01004249,0.74253720,0.69685141,0.09838961
-5.49574787,2.80482089,0.01641806,0.17307368,0.46934182,1.50757902,0.00998157,0.76397945,0.74435152,0.10186400
-5.48974487,2.87627721,0.01764148,0.18174135,0.49694314,1.51774361,0.01000226,0.78740887,0.79505191,0.10568970
-5.48374187,2.95221585,0.01885544,0.19126073,0.52597038,1.52792164,0.01010274,0.81264188,0.84850280,0.10983833
-5.47773887,3.03212426,0.02004353,0.20159513,0.55611247,1.53822184,0.01027911,0.83944324,0.90417071,0.11427429
-5.47173587,3.11535014,0.02118923,0.21269167,0.58701803,1.54872102,0.01052557,0.86752830,0.96144768,0.11895501
-5.46573287,3.20110136,0.02227644,0.22448028,0.61830170,1.55945228,0.01083467,0.89656693,1.01966293,0.12383149
-5.45972986,3.28845156,0.02328981,0.23687295,0.64955207,1.57039545,0.01119760,0.92618948,1.07809667,0.12884898
-5.45372686,3.37635181,0.02421524,0.24976355,0.68034076,1.58147050,0.01160454,0.95599440,1.13599581,0.13394804
-5.44772386,3.46364839,0.02504018,0.26302816,0.71023257,1.59253442,0.01204495,0.98555744,1.19259093,0.13906571
-5.44172086,3.54910647,0.02575399,0.27652622,0.73879633,1.60338167,0.01250802,1.01444220,1.24711424,0.14413697
-5.43571786,3.63143897,0.02634820,0.29010233,0.76561608,1.61374853,0.01298298,1.04221159,1.29881768,0.14909634
-5.42971486,3.70933971,0.02681663,0.30358888,0.79030218,1.62332097,0.01345952,1.06843987,1.34699088,0.15387951
-5.42371186,3.78151974,0.02715553,0.31680944,0.81250196,1.63174576,0.01392813,1.09272470,1.39097814,0.15842514
-5.41770885,3.84674515,0.02736353,0.32958281,0.83190946,1.63864421,0.01438041,1.11469893,1.43019407,0.16267651
-5.41170585,3.90387516,0.02744162,0.34172764,0.84827401,1.64362784,0.01480941,1.13404145,1.46413724,0.16658320
-5.40570285,3.95189844,0.02739295,0.35306743,0.86140709,1.64631512,0.01520983,1.15048678,1.49240152,0.17010250
-5.39969985,3.98996637,0.02722262,0.36343580,0.87118745,1.64634853,0.01557824,1.16383303,1.51468471,0.17320066
-5.39369685,4.01742158,0.02693745,0.37268165,0.87756404,1.64341083,0.01591319,1.17394774,1.53079419,0.17585386
-5.38769385,4.03382043,0.02654568,0.38067410,0.88055686,1.63723993,0.01621528,1.18077157,1.54064950,0.17804880
-5.38169085,4.03894849,0.02605664,0.38730694,0.88025543,1.62764154,0.01648711,1.18431945,1.54428174,0.17978297
-5.37568784,4.03282818,0.02548045,0.39250236,0.87681525,1.61449899,0.01673321,1.18467933,1.54183000,0.18106454
-5.36968484,4.01571814,0.02482775,0.39621371,0.87045204,1.59777974,0.01695985,1.18200839,1.53353486,0.18191184
-5.36368184,3.98810438,0.02410942,0.39842724,0.86143429,1.57753845,0.01717476,1.17652699,1.51972922,0.18235251
-5.35767884,3.95068354,0.02333631,0.39916264,0.85007416,1.55391637,0.01738688,1.16851049,1.50082698,0.18242226
-5.35167584,3.90433879,0.02251911,0.39847235,0.83671727,1.52713724,0.01760589,1.15827927,1.47730979,0.18216341
-5.34567284,3.85010958,0.02166814,0.39643964,0.82173162,1.49750000,0.01784185,1.14618738,1.44971239,0.18162311
-5.33966983,3.78915629,0.02079325,0.39317554,0.80549608,1.46536862,0.01810473,1.13261018,1.41860706,0.18085144
-5.33366683,3.72272141,0.01990375,0.38881482,0.78838896,1.43115970,0.01840391,1.11793154,1.38458769,0.17989947
-5.32766383,3.65208866,0.01900834,0.38351103,0.77077689,1.39532833,0.01874778,1.10253093,1.34825386,0.17881718
-5.32166083,3.57854186,0.01811513,0.37743096,0.75300460,1.35835304,0.01914322,1.08677108,1.31019556,0.17765160
-5.31565783,3.50332507,0.01723157,0.37074876,0.73538573,1.32072033,0.01959527,1.07098649,1.27097892,0.17644496
-5.30965483,3.42760555,0.01636453,0.36363991,0.71819514,1.28290959,0.02010677,1.05547336,1.23113335,0.17523321
-5.30365183,3.35244093,0.01552030,0.35627527,0.70166280,1.24537891,0.02067810,1.04048113,1.19114052,0.17404467
-5.29764882,3.27875178,0.01470455,0.34881560,0.68596957,1.20855241,0.02130705,1.02620611,1.15142528,0.17289912
-5.29164582,3.20730039,0.01392246,0.34140664,0.67124480,1.17280937,0.02198872,1.01278724,1.11234898,0.17180723
-5.28564282,3.13867648,0.01317865,0.33417490,0.65756593,1.13847571,0.02271562,1.00030418,1.07420515,0.17077032
-5.27963982,3.07329007,0.01247723,0.32722447,0.64495982,1.10581780,0.02347780,0.98877767,1.03721754,0.16978063
-5.27363682,3.01137154,0.01182182,0.32063472,0.63340594,1.07503886,0.02426309,0.97817225,1.00154063,0.16882179
-5.26763382,2.95297857,0.01121556,0.31445911,0.62284105,1.04627788,0.02505753,0.96840091,0.96726239,0.16786981
-5.26163082,2.89800943,0.01066114,0.30872498,0.61316513,1.01961099,0.02584575,0.95933174,0.93440907,0.16689423
-5.25562781,2.84622180,0.01016079,0.30343442,0.60424842,0.99505506,0.02661149,0.95079601,0.90295179,0.16585958
-5.24962481,2.79725615,0.00971633,0.29856585,0.59593914,0.97257332,0.02733818,0.94259752,0.87281455,0.16472703
-5.24362181,2.75066255,0.00932919,0.29407659,0.58807159,0.95208260,0.02800944,0.93452270,0.84388337,0.16345607
-5.23761881,2.70592979,0.00900041,0.28990590,0.58047433,0.93346202,0.02860973,0.92635120,0.81601601,0.16200633
-5.23161581,2.66251548,0.00873071,0.28597856,0.57297813,0.91656253,0.02912478,0.91786635,0.78905205,0.16033930
-5.22561281,2.61987597,0.00852048,0.28220877,0.56542336,0.90121707,0.02954217,0.90886533,0.76282272,0.15841995
-5.21960980,2.57749501,0.00836984,0.27850420,0.55766658,0.88725099,0.02985163,0.89916855,0.73716024,0.15621823
-5.21360680,2.53490994,0.00827859,0.27477001,0.54958613,0.87449217,0.03004545,0.88862795,0.71190633,0.15371032
-5.20760380,2.49173462,0.00824628,0.27091274,0.54108652,0.86278062,0.03011865,0.87713390,0.68691942,0.15087965
-5.20160080,2.44767827,0.00827215,0.26684393,0.53210152,0.85197719,0.03006906,0.86462054,0.66208066,0.14771764
-5.19559780,2.40255967,0.00835511,0.26248333,0.52259586,0.84197101,0.02989737,0.85106937,0.63729822,0.14422412
-5.18959480,2.35631618,0.00849372,0.25776164,0.51256564,0.83268542,0.02960697,0.83651097,0.61251013,0.14040750
-5.18359180,2.30900745,0.00868609,0.25262271,0.50203730,0.82408210,0.02920377,0.82102478,0.58768538,0.13628455
-5.17758879,2.26081374,0.00892981,0.24702516,0.49106544,0.81616324,0.02869586,0.80473703,0.56282358,0.13188001
-5.17158579,2.21202892,0.00922192,0.24094332,0.47972957,0.80897162,0.02809320,0.78781686,0.53795317,0.12722587
-5.16558279,2.16304856,0.00955875,0.23436761,0.46812982,0.80258848,0.02740714,0.77047069,0.51312839,0.12236040
-5.15957979,2.11435343,0.00993590,0.22730434,0.45638211,0.79712923,0.02664999,0.75293521,0.48842533,0.11732712
-5.15357679,2.06648925,0.01034812,0.21977488,0.44461267,0.79273712,0.02583455,0.73546899,0.46393717,0.11217347
-5.14757379,2.02004319,0.01078932,0.21181439,0.43295242,0.78957500,0.02497370,0.71834316,0.43976899,0.10694946
-5.14157079,1.97561824,0.01125251,0.20347011,0.42153122,0.78781551,0.02407990,0.70183147,0.41603244,0.10170629
-5.13556778,1.93380631,0.01172982,0.19479931,0.41047242,0.78762996,0.02316490,0.68619988,0.39284038,0.09649490
-5.12956478,1.89516103,0.01221261,0.18586703,0.39988775,0.78917650,0.02223937,0.67169633,0.37030187,0.09136461
-5.12356178,1.86017144,0.01269151,0.17674367,0.38987279,0.79258789,0.02131267,0.65854079,0.34851774,0.08636180
-5.11755878,1.82923752,0.01315662,0.16750251,0.38050325,0.79795959,0.02039272,0.64691615,0.32757672,0.08152873
-5.11155578,1.80264862,0.01359769,0.15821741,0.37183204,0.80533864,0.01948586,0.63696014,0.30755243,0.07690257
-5.10555278,1.78056562,0.01400437,0.14896052,0.36388737,0.81471383,0.01859686,0.62875877,0.28850125,0.07251448
-5.09954977,1.76300764,0.01436644,0.13980039,0.35667174,0.82600792,0.01772901,0.62234136,0.27046104,0.06838904
-5.09354677,1.74984402,0.01467417,0.13080027,0.35016203,0.83907208,0.01688421,0.61767759,0.25345079,0.06454383
-5.08754377,1.74079175,0.01491855,0.12201677,0.34431050,0.85368317,0.01606316,0.61467654,0.23747106,0.06098923
-5.08154077,1.73541882,0.01509161,0.11349897,0.33904664,0.86954398,0.01526556,0.61318793,0.22250520,0.05772848
-5.07553777,1.73315326,0.01518670,0.10528780,0.33427990,0.88628667,0.01449038,0.61300556,0.20852109,0.05475796
-5.06953477,1.73329781,0.01519873,0.09741585,0.32990302,0.90347937,0.01373606,0.61387268,0.19547350,0.05206767
-5.06353177,1.73504951,0.01512432,0.08990751,0.32579588,0.92063576,0.01300079,0.61548944,0.18330670,0.04964185
-5.05752876,1.73752373,0.01496200,0.08277932,0.32182979,0.93722749,0.01228271,0.61752187,0.17195724,0.04745985
-5.05152576,1.73978158,0.01471223,0.07604067,0.31787185,0.95269875,0.01158015,0.61961226,0.16135683,0.04549703
-5.04552276,1.74085979,0.01437742,0.06969458,0.31378951,0.96648275,0.01089172,0.62139051,0.15143508,0.04372578
-5.03951976,1.73980186,0.01396185,0.06373859,0.30945485,0.97801925,0.01021648,0.62248606,0.14212209,0.04211661
-5.03351676,1.73568928,0.01347153,0.05816578,0.30474873,0.98677256,0.00955403,0.62253984,0.13335068,0.04063916
-5.02751376,1.72767160,0.01291403,0.05296568,0.29956448,0.99224921,0.00890448,0.62121599,0.12505832,0.03926329
-5.02151076,1.71499425,0.01229818,0.04812521,0.29381109,0.99401455,0.00826852,0.61821271,0.11718855,0.03796004
-5.01550775,1.69702296,0.01163383,0.04362946,0.28741583,0.99170762,0.00764731,0.61327194,0.10969210,0.03670244
-5.00950475,1.67326392,0.01093147,0.03946249,0.28032624,0.98505367,0.00704242,0.60618748,0.10252746,0.03546632
-5.00350175,1.64337892,0.01020200,0.03560780,0.27251130,0.97387375,0.00645576,0.59681125,0.09566115,0.03423085
-4.99749875,1.60719494,0.00945628,0.03204891,0.26396206,0.95809101,0.00588943,0.58505747,0.08906755,0.03297899
-4.99149575,1.56470797,0.00870496,0.02876958,0.25469141,0.93773345,0.00534564,0.57090464,0.08272847,0.03169775
-4.98549275,1.51608092,0.00795807,0.02575413,0.24473324,0.91293306,0.00482655,0.55439526,0.07663249,0.03037828
-4.97948974,1.46163598,0.00722487,0.02298751,0.23414098,0.88392141,0.00433420,0.53563343,0.07077406,0.02901586
-4.97348674,1.40184175,0.00651365,0.02045536,0.22298554,0.85102192,0.00387040,0.51478037,0.06515258,0.02760963
-4.96748374,1.33729591,0.00583152,0.01814404,0.21135284,0.81463921,0.00343665,0.49204817,0.05977135,0.02616233
-4.96148074,1.26870421,0.00518439,0.01604053,0.19934089,0.77524597,0.00303413,0.46769213,0.05463660,0.02467984
-4.95547774,1.19685673,0.00457691,0.01413242,0.18705670,0.73336806,0.00266361,0.44200187,0.04975653,0.02317070
-4.94947474,1.12260253,0.00401248,0.01240784,0.17461301,0.68956843,0.00232549,0.41529178,0.04514052,0.02164555
-4.94347174,1.04682368,0.00349326,0.01085537,0.16212498,0.64443049,0.00201982,0.38789122,0.04079841,0.02011657
-4.93746873,0.97040976,0.00302035,0.00946406,0.14970704,0.59854171,0.00174630,0.36013469,0.03674000,0.01859692
-4.93146573,0.89423381,0.00259379,0.00822336,0.13746985,0.55247807,0.00150437,0.33235255,0.03297465,0.01710023
-4.92546273,0.81913056,0.00221281,0.00712316,0.12551762,0.50678987,0.00129328,0.30486258,0.02951114,0.01564005
-4.91945973,0.74587763,0.00187589,0.00615380,0.11394576,0.46198937,0.00111213,0.27796253,0.02635760,0.01422949
-4.91345673,0.67518024,0.00158096,0.00530613,0.10283903,0.41854068,0.00096000,0.25192408,0.02352166,0.01288086
-4.90745373,0.60765976,0.00132552,0.00457156,0.09227003,0.37685205,0.00083599,0.22698812,0.02101068,0.01160539
-4.90145073,0.54384614,0.00110683,0.00394211,0.08229834,0.33727072,0.00073933,0.20336166,0.01883211,0.01041305
-4.89544772,0.48417430,0.00092198,0.00341051,0.07296999,0.30008026,0.00066942,0.18121608,0.01699390,0.00931248
-4.88944472,0.42898405,0.00076805,0.00297024,0.06431749,0.26550027,0.00062594,0.16068688,0.01550496,0.00831095
-4.88344172,0.37852324,0.00064220,0.00261560,0.05636027,0.23368818,0.00060888,0.14187462,0.01437554,0.00741439
-4.87743872,0.33295367,0.00054174,0.00234173,0.04910540,0.20474293,0.00061856,0.12484691,0.01361770,0.00662749
-4.87143572,0.29235898,0.00046418,0.00214467,0.04254873,0.17871004,0.00065568,0.10964133,0.01324552,0.00595384
-4.86543272,0.25675410,0.00040729,0.00202132,0.03667616,0.15558774,0.00072132,0.09626878,0.01327534,0.00539604
-4.85942971,0.22609534,0.00036911,0.00196941,0.03146512,0.13533370,0.00081691,0.08471732,0.01372571,0.00495591
-4.85342671,0.20029077,0.00034798,0.00198746,0.02688605,0.11787209,0.00094421,0.07495600,0.01461719,0.00463458
-4.84742371,0.17921003,0.00034250,0.00207471,0.02290403,0.10310044,0.00110523,0.06693863,0.01597194,0.00443262
-4.84142071,0.16269330,0.00035153,0.00223093,0.01948018,0.09089613,0.00130216,0.06060721,0.01781303,0.00435015
-4.83541771,0.15055887,0.00037415,0.00245635,0.01657309,0.08112217,0.00153729,0.05589487,0.02016353,0.00438683
-4.82941471,0.14260921,0.00040965,0.00275142,0.01414004,0.07363217,0.00181283,0.05272826,0.02304531,0.00454192
-4.82341171,0.13863518,0.00045745,0.00311664,0.01213809,0.06827426,0.00213084,0.05102932,0.02647767,0.00481414
-4.81740870,0.13841853,0.00051705,0.00355230,0.01052492,0.06489410,0.00249303,0.05071632,0.03047572,0.00520164
-4.81140570,0.14173272,0.00058803,0.00405830,0.00925954,0.06333679,0.00290060,0.05170435,0.03504867,0.00570179
-4.80540270,0.14834219,0.00066994,0.00463384,0.00830280,0.06344797,0.00335410,0.05390521,0.04019801,0.00631104
-4.79939970,0.15800052,0.00076227,0.00527724,0.00761767,0.06507400,0.00385325,0.05722687,0.04591571,0.00702471
-4.79339670,0.17044770,0.00086444,0.00598567,0.00716945,0.06806166,0.00439678,0.06157256,0.05218255,0.00783679
-4.78739370,0.18540706,0.00097568,0.00675497,0.00692580,0.07225733,0.00498232,0.06683979,0.05896657,0.00873974
-4.78139070,0.20258220,0.00109509,0.00757952,0.00685668,0.07750596,0.00560627,0.07291922,0.06622189,0.00972433
-4.77538769,0.22165438,0.00122154,0.00845207,0.00693426,0.08365005,0.00626375,0.07969382,0.07388792,0.01077952
-4.76938469,0.24228084,0.00135370,0.00936374,0.00713268,0.09052874,0.00694858,0.08703826,0.08188905,0.01189244
-4.76338169,0.26409434,0.00149000,0.01030402,0.00742795,0.09797736,0.00765328,0.09481872,0.09013490,0.01304835
-4.75737869,0.28670422,0.00162869,0.01126085,0.00779776,0.10582734,0.00836914,0.10289332,0.09852121,0.01423078
-4.75137569,0.30969923,0.00176781,0.01222082,0.00822131,0.11390677,0.00908641,0.11111305,0.10693138,0.01542174
-4.74537269,0.33265205,0.00190524,0.01316935,0.00867924,0.12204159,0.00979443,0.11932342,0.11523864,0.01660196
-4.73936968,0.35512567,0.00203876,0.01409109,0.00915358,0.13005743,0.01048187,0.12736671,0.12330882,0.01775132
-4.73336668,0.37668127,0.00216607,0.01497021,0.00962775,0.13778201,0.01113706,0.13508479,0.13100366,0.01884924
-4.72736368,0.39688748,0.00228488,0.01579089,0.01008664,0.14504813,0.01174827,0.14232243,0.13818454,0.01987524
-4.72136068,0.41533060,0.00239295,0.01653774,0.01051674,0.15169697,0.01230405,0.14893094,0.14471651,0.02080948
-4.71535768,0.43162529,0.00248819,0.01719632,0.01090628,0.15758165,0.01279360,0.15477201,0.15047240,0.02163331
-4.70935468,0.44542532,0.00256870,0.01775355,0.01124547,0.16257083,0.01320711,0.15972159,0.15533692,0.02232988
-4.70335168,0.45643381,0.00263283,0.01819824,0.01152674,0.16655220,0.01353610,0.16367355,0.15921049,0.02288466
-4.69734867,0.46441248,0.00267926,0.01852141,0.01174499,0.16943560,0.01377367,0.16654308,0.16201273,0.02328590
-4.69134567,0.46918943,0.00270706,0.01871672,0.01189790,0.17115562,0.01391479,0.16826948,0.16368529,0.02352508
-4.68534267,0.47066502,0.00271566,0.01878067,0.01198618,0.17167360,0.01395644,0.16881836,0.16419404,0.02359715
-4.67933967,0.46881569,0.00270495,0.01871284,0.01201393,0.17097883,0.01389772,0.16818312,0.16353047,0.02350079
-4.67333667,0.46369535,0.00267526,0.01851596,0.01198890,0.16908891,0.01373994,0.16638550,0.16171219,0.02323842
-4.66733367,0.45543447,0.00262736,0.01819589,0.01192287,0.16604927,0.01348648,0.16347545,0.15878254,0.02281615
-4.66133067,0.44423683,0.00256242,0.01776156,0.01183197,0.16193182,0.01314276,0.15953011,0.15480943,0.02224362
-4.65532766,0.43037417,0.00248204,0.01722482,0.01173708,0.15683288,0.01271599,0.15465207,0.14988335,0.02153368
-4.64932466,0.41417911,0.00238815,0.01660014,0.01166425,0.15087043,0.01221497,0.14896707,0.14411474,0.02070204
-4.64332166,0.39603667,0.00228299,0.01590442,0.01164519,0.14418080,0.01164976,0.14262122,0.13763087,0.01976676
