energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-5.87993997,1.21403686,0.40340122,0.47684299,0.01228452,0.01048966,0.01601094,0.79062202,0.24478755,0.06573585
-5.87393697,1.17005814,0.39155527,0.46069539,0.01187952,0.01034580,0.01516147,0.76202323,0.23223901,0.06324233
-5.86793397,1.12519193,0.37965779,0.44359020,0.01142576,0.01032364,0.01430723,0.73288238,0.21948966,0.06091511
-5.86193097,1.07976257,0.36788081,0.42561840,0.01092944,0.01042078,0.01345254,0.70344342,0.20665670,0.05877833
-5.85592796,1.03415213,0.35641031,0.40690262,0.01039755,0.01063471,0.01260233,0.67398452,0.19386214,0.05685596
-5.84992496,0.98878863,0.34543983,0.38759391,0.00983767,0.01096261,0.01176195,0.64480959,0.18123046,0.05517066
-5.84392196,0.94413252,0.33516402,0.36786748,0.00925780,0.01140119,0.01093711,0.61623889,0.16888615,0.05374272
-5.83791896,0.90066227,0.32577243,0.34791741,0.00866620,0.01194652,0.01013364,0.58859928,0.15695150,0.05258910
-5.83191596,0.85885959,0.31744381,0.32795079,0.00807119,0.01259389,0.00935736,0.56221448,0.14554453,0.05172261
-5.82591296,0.81919528,0.31034127,0.30818146,0.00748099,0.01333775,0.00861393,0.53739595,0.13477715,0.05115135
-5.81990995,0.78211630,0.30460836,0.28882384,0.00690353,0.01417167,0.00790868,0.51443480,0.12475371,0.05087824
-5.81390695,0.74803469,0.30036640,0.27008707,0.00634635,0.01508837,0.00724650,0.49359506,0.11556979,0.05090095
-5.80790395,0.71731882,0.29771301,0.25216967,0.00581643,0.01607986,0.00663170,0.47510859,0.10731141,0.05121203
-5.80190095,0.69028727,0.29672190,0.23525504,0.00532010,0.01713756,0.00606796,0.45917185,0.10005446,0.05179928
-5.79589795,0.66720535,0.29744378,0.21950792,0.00486297,0.01825262,0.00555823,0.44594439,0.09386454,0.05264638
-5.78989495,0.64828431,0.29990830,0.20507179,0.00444987,0.01941616,0.00510474,0.43554911,0.08879686,0.05373372
-5.78389195,0.63368270,0.30412667,0.19206736,0.00408478,0.02061963,0.00470896,0.42807392,0.08489642,0.05503940
-5.77788894,0.62350965,0.31009471,0.18059200,0.00377083,0.02185514,0.00437163,0.42357451,0.08219817,0.05654026
-5.77188594,0.61782935,0.31779603,0.17071993,0.00351032,0.02311579,0.00409275,0.42207786,0.08072715,0.05821302
-5.76588294,0.61666607,0.32720492,0.16250319,0.00330467,0.02439601,0.00387166,0.42358588,0.08049851,0.06003530
-5.75987994,0.62000919,0.33828869,0.15597299,0.00315446,0.02569171,0.00370704,0.42807893,0.08151740,0.06198656
-5.75387694,0.62781748,0.35100909,0.15114144,0.00305946,0.02700053,0.00359699,0.43551869,0.08377861,0.06404887
-5.74787394,0.64002208,0.36532278,0.14800327,0.00301862,0.02832179,0.00353906,0.44585000,0.08726600,0.06620742
-5.74187094,0.65652802,0.38118048,0.14653753,0.00303013,0.02965647,0.00353028,0.45900156,0.09195166,0.06845079
-5.73586793,0.67721384,0.39852504,0.14670912,0.00309143,0.03100700,0.00356722,0.47488529,0.09779501,0.07077096
-5.72986493,0.70192947,0.41728832,0.14846998,0.00319923,0.03237690,0.00364603,0.49339443,0.10474167,0.07316295
-5.72386193,0.73049254,0.43738736,0.15176000,0.00334956,0.03377042,0.00376243,0.51440061,0.11272251,0.07562433
-5.71785893,0.76268363,0.45871983,0.15650761,0.00353780,0.03519196,0.00391180,0.53775007,0.12165269,0.07815441
-5.71185593,0.79824088,0.48115949,0.16263024,0.00375875,0.03664552,0.00408918,0.56325971,0.13143107,0.08075336
-5.70585293,0.83685492,0.50455194,0.17003456,0.00400665,0.03813411,0.00428932,0.59071323,0.14194003,0.08342118
-5.69984992,0.87816474,0.52871121,0.17861684,0.00427531,0.03965917,0.00450673,0.61985814,0.15304586,0.08615671
-5.69384692,0.92175536,0.55341763,0.18826349,0.00455815,0.04122008,0.00473574,0.65040409,0.16459975,0.08895676
-5.68784392,0.96715807,0.57841748,0.19885186,0.00484832,0.04281370,0.00497058,0.68202308,0.17643962,0.09181535
-5.68184092,1.01385380,0.60342467,0.21025167,0.00513884,0.04443416,0.00520547,0.71435190,0.18839267,0.09472327
-5.67583792,1.06128004,0.62812469,0.22232687,0.00542274,0.04607269,0.00543467,0.74699722,0.20027871,0.09766783
-5.66983492,1.10884154,0.65218088,0.23493823,0.00569315,0.04771776,0.00565268,0.77954320,0.21191424,0.10063305
-5.66383192,1.15592460,0.67524297,0.24794658,0.00594354,0.04935533,0.00585426,0.81156179,0.22311707,0.10360014
-5.65782891,1.20191470,0.69695750,0.26121658,0.00616782,0.05096930,0.00603461,0.84262527,0.23371140,0.10654832
-5.65182591,1.24621663,0.71697986,0.27462110,0.00636050,0.05254218,0.00618946,0.87232052,0.24353307,0.10945589
-5.64582291,1.28827648,0.73498719,0.28804580,0.00651686,0.05405582,0.00631521,0.90026456,0.25243488,0.11230155
-5.63981991,1.32760418,0.75069163,0.30139391,0.00663307,0.05549233,0.00640897,0.92612036,0.26029151,0.11506589
-5.63381691,1.36379551,0.76385321,0.31459093,0.00670631,0.05683496,0.00646870,0.94961225,0.26700401,0.11773282
-5.62781391,1.39655230,0.77429144,0.32758883,0.00673482,0.05806905,0.00649321,0.97053986,0.27250346,0.12029101
-5.62181091,1.42569955,0.78189513,0.34036974,0.00671798,0.05918288,0.00648221,0.98878999,0.27675360,0.12273511
-5.61580790,1.45119846,0.78662975,0.35294867,0.00665635,0.06016842,0.00643633,1.00434532,0.27975242,0.12506676
-5.60980490,1.47315439,0.78854176,0.36537518,0.00655161,0.06102188,0.00635703,1.01728966,0.28153237,0.12729515
-5.60380190,1.49181911,0.78775969,0.37773377,0.00640655,0.06174415,0.00624657,1.02780908,0.28215939,0.12943724
-5.59779890,1.50758701,0.78449187,0.39014283,0.00622496,0.06234089,0.00610791,1.03618887,0.28173057,0.13151751
-5.59179590,1.52098528,0.77902067,0.40275226,0.00601157,0.06282249,0.00594462,1.04280619,0.28037075,0.13356726
-5.58579290,1.53265826,0.77169381,0.41573955,0.00577187,0.06320370,0.00576069,1.04811880,0.27822805,0.13562343
-5.57978989,1.54334672,0.76291285,0.42930463,0.00551200,0.06350306,0.00556044,1.05265031,0.27546873,0.13772711
-5.57378689,1.55386277,0.75311974,0.44366349,0.00523857,0.06374213,0.00534835,1.05697254,0.27227141,0.13992165
-5.56778389,1.56506178,0.74278179,0.45904080,0.00495851,0.06394455,0.00512891,1.06168579,0.26882114,0.14225064
-5.56178089,1.57781214,0.73237614,0.47566184,0.00467888,0.06413495,0.00490649,1.06739809,0.26530353,0.14475576
-5.55577789,1.59296468,0.72237418,0.49374399,0.00440673,0.06433786,0.00468520,1.07470401,0.26189910,0.14747453
-5.54977489,1.61132254,0.71322679,0.51348800,0.00414895,0.06457653,0.00446881,1.08416433,0.25877827,0.15043839
-5.54377189,1.63361314,0.70535101,0.53506955,0.00391212,0.06487184,0.00426066,1.09628709,0.25609702,0.15367080
-5.53776888,1.66046307,0.69911864,0.55863122,0.00370235,0.06524133,0.00406361,1.11151094,0.25399345,0.15718582
-5.53176588,1.69237697,0.69484713,0.58427522,0.00352525,0.06569836,0.00388000,1.13019133,0.25258522,0.16098705
-5.52576288,1.72972102,0.69279304,0.61205716,0.00338573,0.06625145,0.00371166,1.15258987,0.25196802,0.16506699
-5.51975988,1.77271145,0.69314810,0.64198116,0.00328800,0.06690385,0.00355993,1.17886735,0.25221490,0.16940698
-5.51375688,1.82140849,0.69603783,0.67399629,0.00323546,0.06765340,0.00342571,1.20908023,0.25337636,0.17397761
-5.50775388,1.87571551,0.70152256,0.70799472,0.00323063,0.06849254,0.00330951,1.24318074,0.25548124,0.17873964
-5.50175088,1.93538346,0.70960052,0.74381151,0.00327514,0.06940872,0.00321152,1.28102037,0.25853803,0.18364534
-5.49574787,2.00001995,0.72021271,0.78122619,0.00336969,0.07038484,0.00313171,1.32235637,0.26253663,0.18864027
-5.48974487,2.06910281,0.73324920,0.81996600,0.00351399,0.07140014,0.00306989,1.36686104,0.26745031,0.19366542
-5.48374187,2.14199739,0.74855641,0.85971099,0.00370679,0.07243101,0.00302581,1.41413327,0.27323784,0.19865949
-5.47773887,2.21797700,0.76594514,0.90010053,0.00394586,0.07345214,0.00299922,1.46371202,0.27984552,0.20356142
-5.47173587,2.29624586,0.78519898,0.94074140,0.00422803,0.07443766,0.00298996,1.51509127,0.28720923,0.20831292
-5.46573287,2.37596394,0.80608284,0.98121708,0.00454918,0.07536226,0.00299800,1.56773595,0.29525639,0.21286097
-5.45972986,2.45627285,0.82835145,1.02109799,0.00490437,0.07620242,0.00302351,1.62109853,0.30390780,0.21716016
-5.45372686,2.53632224,0.85175767,1.05995255,0.00528783,0.07693748,0.00306686,1.67463589,0.31307945,0.22117480
-5.44772386,2.61529594,0.87606048,1.09735856,0.00569315,0.07755057,0.00312868,1.72782593,0.32268425,0.22488073
-5.44172086,2.69243711,0.90103250,1.13291463,0.00611331,0.07802948,0.00320984,1.78018366,0.33263385,0.22826671
-5.43571786,2.76707176,0.92646710,1.16625129,0.00654091,0.07836723,0.00331147,1.83127630,0.34284047,0.23133536
-5.42971486,2.83862983,0.95218478,1.19704141,0.00696829,0.07856246,0.00343493,1.88073691,0.35321879,0.23410364
-5.42371186,2.90666316,0.97803886,1.22500948,0.00738772,0.07861954,0.00358180,1.92827626,0.36368789,0.23660273
-5.41770885,2.97085964,1.00392019,1.24993946,0.00779160,0.07854853,0.00375383,1.97369226,0.37417328,0.23887742
-5.41170585,3.03105290,1.02976080,1.27168081,0.00817268,0.07836473,0.00395295,2.01687675,0.38460875,0.24098493
-5.40570285,3.08722697,1.05553609,1.29015255,0.00852420,0.07808813,0.00418117,2.05781902,0.39493814,0.24299318
-5.39969985,3.13951539,1.08126558,1.30534487,0.00884014,0.07774258,0.00444056,2.09660591,0.40511685,0.24497861
-5.39369685,3.18819459,1.10701173,1.31731847,0.00911539,0.07735484,0.00473317,2.13341801,0.41511283,0.24702354
-5.38769385,3.23367136,1.13287696,1.32620138,0.00934582,0.07695341,0.00506103,2.16852202,0.42490714,0.24921320
-5.38169085,3.27646456,1.15899848,1.33218334,0.00952848,0.07656738,0.00542599,2.20225917,0.43449382,0.25163244
-5.37568784,3.31718147,1.18554110,1.33550793,0.00966163,0.07622514,0.00582973,2.23502982,0.44387899,0.25436231
-5.36968484,3.35648940,1.21268804,1.33646275,0.00974476,0.07595323,0.00627366,2.26727473,0.45307929,0.25747666
-5.36368184,3.39508349,1.24062996,1.33536787,0.00977862,0.07577513,0.00675881,2.29945349,0.46211946,0.26103870
-5.35767884,3.43365177,1.26955255,1.33256306,0.00976512,0.07571026,0.00728579,2.33202083,0.47102929,0.26509788
-5.35167584,3.47283897,1.29962306,1.32839433,0.00970724,0.07577311,0.00785468,2.36540163,0.47984002,0.26968707
-5.34567284,3.51321027,1.33097639,1.32320016,0.00960893,0.07597259,0.00846497,2.39996582,0.48858033,0.27482016
-5.33966983,3.55521685,1.36370131,1.31729817,0.00947489,0.07631156,0.00911544,2.43600396,0.49727212,0.28049032
-5.33366683,3.59916445,1.39782745,1.31097257,0.00931042,0.07678659,0.00980414,2.47370486,0.50592642,0.28666877
-5.32766383,3.64518664,1.43331375,1.30446304,0.00912121,0.07738807,0.01052824,2.51313615,0.51453951,0.29330440
-5.32166083,3.69322394,1.47003900,1.29795541,0.00891309,0.07810038,0.01128406,2.55422872,0.52308965,0.30032401
-5.31565783,3.74300988,1.50779498,1.29157458,0.00869190,0.07890243,0.01206694,2.59676605,0.53153448,0.30763340
-5.30965483,3.79406483,1.54628273,1.28537982,0.00846319,0.07976826,0.01287126,2.64037882,0.53980940,0.31511906
-5.30365183,3.84569805,1.58511227,1.27936286,0.00823216,0.08066795,0.01369044,2.68454541,0.54782706,0.32265069
-5.29764882,3.89701800,1.62380591,1.27344852,0.00800338,0.08156845,0.01451693,2.72859834,0.55547781,0.33008419
-5.29164582,3.94695086,1.66180524,1.26749814,0.00778078,0.08243472,0.01534226,2.77173670,0.56263151,0.33726516
-5.28564282,3.99426651,1.69848171,1.26131544,0.00756749,0.08323066,0.01615715,2.81304407,0.56914028,0.34403287
-5.27963982,4.03761131,1.73315037,1.25465468,0.00736581,0.08392030,0.01695161,2.85151157,0.57484227,0.35022435
-5.27363682,4.07554641,1.76508655,1.24723066,0.00717717,0.08446871,0.01771506,2.88606519,0.57956634,0.35567872
-5.26763382,4.10659037,1.79354484,1.23873035,0.00700218,0.08484301,0.01843657,2.91559643,0.58313731,0.36024138
-5.26163082,4.12926451,1.81777967,1.22882552,0.00684064,0.08501322,0.01910503,2.93899532,0.58538165,0.36376815
-5.25562781,4.14213954,1.83706693,1.21718598,0.00669161,0.08495302,0.01970944,2.95518453,0.58613339,0.36612910
-5.24962481,4.14388169,1.85072578,1.20349289,0.00655354,0.08464033,0.02023910,2.96315357,0.58523996,0.36721198
-5.24362181,4.13329691,1.85813989,1.18745174,0.00642434,0.08405786,0.02068399,2.96199166,0.58256771,0.36692519
-5.23761881,4.10937151,1.85877737,1.16880438,0.00630155,0.08319340,0.02103496,2.95091827,0.57800700,0.36520025
-5.23161581,4.07130791,1.85220868,1.14733986,0.00618242,0.08204011,0.02128408,2.92931026,0.57147658,0.36199359
-5.22561281,4.01855420,1.83812187,1.12290355,0.00606411,0.08059657,0.02142485,2.89672460,0.56292709,0.35728774
-5.21960980,3.95082664,1.81633459,1.09540433,0.00594376,0.07886678,0.02145247,2.85291593,0.55234362,0.35109189
-5.21360680,3.86812420,1.78680238,1.06481955,0.00581865,0.07686003,0.02136400,2.79784825,0.53974724,0.34344170
-5.20760380,3.77073468,1.74962301,1.03119768,0.00568633,0.07459065,0.02115854,2.73170049,0.52519539,0.33439853
-5.20160080,3.65923223,1.70503660,0.99465850,0.00554466,0.07207775,0.02083727,2.65486554,0.50878118,0.32404808
-5.19559780,3.53446645,1.65342152,0.95539092,0.00539195,0.06934475,0.02040350,2.56794294,0.49063168,0.31249837
-5.18959480,3.39754323,1.59528626,0.91364861,0.00522697,0.06641897,0.01986259,2.47172544,0.47090513,0.29987731
-5.18359180,3.24979828,1.53125742,0.86974341,0.00504903,0.06333111,0.01922190,2.36717988,0.44978726,0.28632976
-5.17758879,3.09276416,1.46206435,0.82403706,0.00485796,0.06011465,0.01849050,2.25542315,0.42748698,0.27201433
-5.17158579,2.92813208,1.38852100,0.77693147,0.00465411,0.05680532,0.01767906,2.13769401,0.40423126,0.25709987
-5.16558279,2.75770973,1.31150554,0.72885788,0.00443834,0.05344041,0.01679945,2.01532193,0.38025973,0.24176185
-5.15957979,2.58337685,1.23193856,0.68026540,0.00421194,0.05005819,0.01586449,1.88969397,0.35581899,0.22617863
-5.15357679,2.40703991,1.15076063,0.63160940,0.00397661,0.04669730,0.01488757,1.76222093,0.33115687,0.21052793
-5.14757379,2.23058762,1.06891001,0.58334006,0.00373435,0.04339612,0.01388231,1.63430398,0.30651683,0.19498329
-5.14157079,2.05584869,0.98730124,0.53589158,0.00348740,0.04019221,0.01286220,1.50730284,0.28213265,0.17971095
-5.13556778,1.88455329,0.90680545,0.48967243,0.00323814,0.03712179,0.01184025,1.38250670,0.25822368,0.16486695
-5.12956478,1.71829925,0.82823276,0.44505688,0.00298903,0.03421928,0.01082873,1.26110853,0.23499068,0.15059471
-5.12356178,1.55852404,0.75231760,0.40237804,0.00274248,0.03151687,0.00983886,1.14418375,0.21261234,0.13702300
-5.11755878,1.40648313,0.67970701,0.36192264,0.00250083,0.02904420,0.00888066,1.03267361,0.19124278,0.12426447
-5.11155578,1.26323506,0.61095236,0.32392761,0.00226623,0.02682809,0.00796272,0.92737356,0.17100971,0.11241458
-5.10555278,1.12963321,0.54650435,0.28857833,0.00204062,0.02489231,0.00709216,0.82892673,0.15201365,0.10155113
-5.09954977,1.00632417,0.48671145,0.25600870,0.00182567,0.02325749,0.00627455,0.73782229,0.13432789,0.09173414
-5.09354677,0.89375212,0.43182135,0.22630262,0.00162277,0.02194104,0.00551395,0.65439842,0.11799925,0.08300621
-5.08754377,0.79216847,0.38198515,0.19949696,0.00143297,0.02095711,0.00481292,0.57884925,0.10304957,0.07539321
-5.08154077,0.70164609,0.33726399,0.17558551,0.00125703,0.02031666,0.00417267,0.51123523,0.08947779,0.06890529
-5.07553777,0.62209689,0.29763752,0.15452387,0.00109540,0.02002749,0.00359316,0.45149625,0.07726246,0.06353813
-5.06953477,0.55329205,0.26301372,0.13623486,0.00094823,0.02009434,0.00307325,0.39946659,0.06636462,0.05927428
-5.06353177,0.49488363,0.23323963,0.12061428,0.00081541,0.02051902,0.00261090,0.35489118,0.05673087,0.05608474
-5.05752876,0.44642682,0.20811251,0.10753673,0.00069663,0.02130051,0.00220332,0.31744222,0.04829652,0.05393042
-5.05152576,0.40740182,0.18739086,0.09686127,0.00059135,0.02243506,0.00184714,0.28673572,0.04098868,0.05276373
-5.04552276,0.37723473,0.17080507,0.08843673,0.00049892,0.02391634,0.00153862,0.26234728,0.03472920,0.05253002
-5.03951976,0.35531682,0.15806737,0.08210654,0.00041854,0.02573550,0.00127377,0.24382671,0.02943740,0.05316903
-5.03351676,0.34102172,0.14888065,0.07771290,0.00034938,0.02788132,0.00104850,0.23071113,0.02503244,0.05461616
-5.02751376,0.33372027,0.14294633,0.07510041,0.00029056,0.03034024,0.00085875,0.22253634,0.02143542,0.05680367
-5.02151076,0.33279285,0.13997079,0.07411883,0.00024118,0.03309644,0.00070059,0.21884635,0.01857101,0.05966180
-5.01550775,0.33763910,0.13967062,0.07462519,0.00020039,0.03613194,0.00057028,0.21920093,0.01636881,0.06311966
-5.00950475,0.34768526,0.14177663,0.07648528,0.00016741,0.03942661,0.00046437,0.22318138,0.01476420,0.06710611
-5.00350175,0.36238906,0.14603659,0.07957438,0.00014151,0.04295820,0.00037969,0.23039451,0.01369895,0.07155053
-4.99749875,0.38124255,0.15221690,0.08377752,0.00012205,0.04670245,0.00031341,0.24047500,0.01312146,0.07638341
-4.99149575,0.40377306,0.16010332,0.08898916,0.00010850,0.05063309,0.00026304,0.25308639,0.01298668,0.08153690
-4.98549275,0.42954259,0.16950083,0.09511256,0.00010045,0.05472192,0.00022644,0.26792082,0.01325586,0.08694534
-4.97948974,0.45814599,0.18023284,0.10205873,0.00009757,0.05893889,0.00020176,0.28469789,0.01389604,0.09254560
-4.97348674,0.48920818,0.19213982,0.10974528,0.00009966,0.06325226,0.00018748,0.30316264,0.01487940,0.09827745
-4.96748374,0.52238077,0.20507764,0.11809501,0.00010662,0.06762871,0.00018232,0.32308314,0.01618255,0.10408387
-4.96148074,0.55733842,0.21891557,0.12703461,0.00011845,0.07203364,0.00018526,0.34424764,0.01778564,0.10991127
-4.95547774,0.59377512,0.23353425,0.13649329,0.00013521,0.07643143,0.00019549,0.36646173,0.01967158,0.11570977
-4.94947474,0.63140071,0.24882364,0.14640153,0.00015707,0.08078585,0.00021234,0.38954541,0.02182513,0.12143342
-4.94347174,0.66993790,0.26468108,0.15669012,0.00018421,0.08506052,0.00023532,0.41333049,0.02423204,0.12704041
-4.93746873,0.70911981,0.28100952,0.16728928,0.00021687,0.08921953,0.00026401,0.43765821,0.02687834,0.13249331
-4.93146573,0.74868832,0.29771605,0.17812811,0.00025530,0.09322810,0.00029809,0.46237730,0.02974952,0.13775934
-4.92546273,0.78839315,0.31471064,0.18913433,0.00029972,0.09705333,0.00033726,0.48734250,0.03282995,0.14281063
-4.91945973,0.82799173,0.33190524,0.20023425,0.00035033,0.10066509,0.00038128,0.51241350,0.03610232,0.14762450
-4.91345673,0.86724993,0.34921313,0.21135303,0.00040727,0.10403687,0.00042989,0.53745433,0.03954715,0.15218373
-4.90745373,0.90594322,0.36654852,0.22241517,0.00047057,0.10714670,0.00048285,0.56233318,0.04314254,0.15647684
-4.90145073,0.94385848,0.38382644,0.23334518,0.00054017,0.10997805,0.00053989,0.58692245,0.04686390,0.16049831
-4.89544772,0.98079606,0.40096269,0.24406842,0.00061587,0.11252066,0.00060073,0.61109908,0.05068393,0.16424873
-4.88944472,1.01657183,0.41787400,0.25451198,0.00069732,0.11477124,0.00066508,0.63474495,0.05457262,0.16773486
-4.88344172,1.05101927,0.43447818,0.26460568,0.00078400,0.11673402,0.00073264,0.65774729,0.05849751,0.17096958
-4.87743872,1.08399107,0.45069428,0.27428294,0.00087521,0.11842113,0.00080311,0.67999900,0.06242400,0.17397161
-4.87143572,1.11536035,0.46644278,0.28348168,0.00097007,0.11985266,0.00087621,0.70139880,0.06631582,0.17676512
-4.86543272,1.14502113,0.48164561,0.29214502,0.00106754,0.12105652,0.00095169,0.72185119,0.07013563,0.17937911
-4.85942971,1.17288822,0.49622619,0.30022194,0.00116639,0.12206794,0.00102937,0.74126612,0.07384574,0.18184656
-4.85342671,1.19889627,0.51010943,0.30766769,0.00126526,0.12292875,0.00110910,0.75955856,0.07740890,0.18420344
-4.84742371,1.22299817,0.52322163,0.31444410,0.00136267,0.12368626,0.00119084,0.77664779,0.08078918,0.18648747
-4.84142071,1.24516280,0.53549049,0.32051972,0.00145704,0.12439194,0.00127463,0.79245671,0.08395291,0.18873678
-4.83541771,1.26537242,0.54684512,0.32586984,0.00154677,0.12509985,0.00136058,0.80691111,0.08686959,0.19098843
-4.82941471,1.28361957,0.55721622,0.33047637,0.00163023,0.12586487,0.00144893,0.81993909,0.08951278,0.19327689
-4.82341171,1.29990409,0.56653638,0.33432762,0.00170586,0.12674084,0.00153998,0.83147064,0.09186090,0.19563256
-4.81740870,1.31422998,0.57474057,0.33741803,0.00177219,0.12777860,0.00163411,0.84143763,0.09389798,0.19808032
-4.81140570,1.32660270,0.58176690,0.33974789,0.00182787,0.12902410,0.00173175,0.84977405,0.09561413,0.20063823
-4.80540270,1.33702677,0.58755749,0.34132293,0.00187176,0.13051657,0.00183332,0.85641672,0.09700595,0.20331644
-4.79939970,1.34550392,0.59205954,0.34215397,0.00190295,0.13228690,0.00193925,0.86130637,0.09807660,0.20611634
-4.79339670,1.35203187,0.59522657,0.34225656,0.00192076,0.13435622,0.00204988,0.86438906,0.09883574,0.20902999
-4.78739370,1.35660373,0.59701968,0.34165053,0.00192481,0.13673487,0.00216546,0.86561794,0.09929915,0.21203996
-4.78139070,1.35920807,0.59740882,0.34035964,0.00191502,0.13942164,0.00228609,0.86495509,0.09948818,0.21511939
-4.77538769,1.35982964,0.59637396,0.33841114,0.00189160,0.14240346,0.00241170,0.86237349,0.09942895,0.21823249
-4.76938469,1.35845064,0.59390612,0.33583536,0.00185505,0.14565553,0.00254198,0.85785899,0.09915139,0.22133541
-4.76338169,1.35505258,0.59000825,0.33266529,0.00180614,0.14914187,0.00267640,0.85141201,0.09868825,0.22437738
-4.75737869,1.34961861,0.58469573,0.32893618,0.00174589,0.15281631,0.00281418,0.84304904,0.09807390,0.22730214
-4.75137569,1.34213624,0.57799672,0.32468519,0.00167553,0.15662392,0.00295431,0.83280379,0.09734333,0.23004973
-4.74537269,1.33260048,0.56995218,0.31995105,0.00159647,0.16050283,0.00309554,0.82072801,0.09653107,0.23255837
-4.73936968,1.32101726,0.56061562,0.31477387,0.00151021,0.16438632,0.00323645,0.80689182,0.09567037,0.23476658
-4.73336668,1.30740714,0.55005274,0.30919502,0.00141835,0.16820531,0.00337549,0.79138381,0.09479249,0.23661537
-4.72736368,1.29180923,0.53834079,0.30325713,0.00132252,0.17189088,0.00351101,0.77431070,0.09392634,0.23805050
-4.72136068,1.27428520,0.52556800,0.29700433,0.00122431,0.17537708,0.00364142,0.75579685,0.09309825,0.23902458
-4.71535768,1.25492339,0.51183286,0.29048253,0.00112526,0.17860352,0.00376515,0.73598354,0.09233210,0.23949927
-4.70935468,1.23384268,0.49724353,0.28373995,0.00102680,0.18151809,0.00388086,0.71502816,0.09164970,0.23944707
-4.70335168,1.21119620,0.48191728,0.27682774,0.00093024,0.18407925,0.00398743,0.69310342,0.09107129,0.23885302
-4.69734867,1.18717446,0.46598011,0.26980066,0.00083671,0.18625807,0.00408407,0.67039644,0.09061629,0.23771601
-4.69134567,1.16200776,0.44956638,0.26271785,0.00074719,0.18803989,0.00417038,0.64710801,0.09030409,0.23604965
-4.68534267,1.13596760,0.43281862,0.25564354,0.00066248,0.18942529,0.00424639,0.62345175,0.09015477,0.23388274
-4.67933967,1.10936682,0.41588731,0.24864760,0.00058316,0.19043055,0.00431259,0.59965331,0.09018986,0.23125919
-4.67333667,1.08255822,0.39893065,0.24180595,0.00050967,0.19108738,0.00436990,0.57594937,0.09043276,0.22823742
-4.66733367,1.05593150,0.38211425,0.23520070,0.00044227,0.19144195,0.00441967,0.55258656,0.09090904,0.22488910
-4.66133067,1.02990830,0.36561055,0.22891989,0.00038105,0.19155318,0.00446364,0.52982000,0.09164631,0.22129748
-4.65532766,1.00493535,0.34959809,0.22305691,0.00032598,0.19149038,0.00450382,0.50791156,0.09267382,0.21755501
-4.64932466,0.98147579,0.33426030,0.21770943,0.00027690,0.19133030,0.00454240,0.48712752,0.09402168,0.21376062
-4.64332166,0.95999870,0.31978401,0.21297797,0.00023356,0.19115361,0.00458168,0.46773583,0.09571961,0.21001650
