energy_ev,total_up,Nb_p_up,Nb_d_up,P_s_up,P_p_up,Te_p_up,Te_d_up
-5.85592796,4.67195306,1.93883500,1.66253610,0.03039437,0.83840651,2.05654919,0.00000000
-5.84992496,4.54731141,1.89492884,1.61471822,0.02994695,0.80415449,2.01451337,0.00000000
-5.84392196,4.42725677,1.85531718,1.56764138,0.02944225,0.77014828,1.97450115,0.00000000
-5.83791896,4.31299706,1.82076743,1.52196007,0.02889107,0.73703233,1.93664837,0.00000000
-5.83191596,4.20540804,1.79184121,1.47824394,0.02830356,0.70540735,1.90093741,0.00000000
-5.82591296,4.10505787,1.76889895,1.43698074,0.02768914,0.67582597,1.86721623,0.00000000
-5.81990995,4.01224599,1.75211372,1.39858388,0.02705645,0.64879161,1.83522314,0.00000000
-5.81390695,3.92705318,1.74149325,1.36340367,0.02641344,0.62475992,1.80461597,0.00000000
-5.80790395,3.84939903,1.73690867,1.33174128,0.02576742,0.60414258,1.77500349,0.00000000
-5.80190095,3.77910298,1.73812827,1.30386393,0.02512520,0.58731274,1.74597753,0.00000000
-5.79589795,3.71594496,1.74485446,1.28002033,0.02449327,0.57461141,1.71714374,0.00000000
-5.78989495,3.65972202,1.75676205,1.26045506,0.02387791,0.56635423,1.68814965,0.00000000
-5.78389195,3.61029761,1.77353570,1.24542077,0.02328528,0.56283783,1.65870832,0.00000000
-5.77788894,3.56764096,1.79490500,1.23518750,0.02272158,0.56434541,1.62861688,0.00000000
-5.77188594,3.53185477,1.82067533,1.23004820,0.02219301,0.57115080,1.59776895,0.00000000
-5.76588294,3.50318993,1.85075313,1.23032048,0.02170577,0.58352090,1.56616076,0.00000000
-5.75987994,3.48204724,1.88516444,1.23634417,0.02126597,0.60171615,1.53389105,0.00000000
-5.75387694,3.46896659,1.92406600,1.24847505,0.02087953,0.62598902,1.50115499,0.00000000
-5.74787394,3.46460490,1.96774826,1.26707523,0.02055195,0.65658058,1.46823305,0.00000000
-5.74187094,3.46970469,2.01663039,1.29250074,0.02028813,0.69371538,1.43547555,0.00000000
-5.73586793,3.48505572,2.07124741,1.32508713,0.02009214,0.73759487,1.40328416,0.00000000
-5.72986493,3.51145220,2.13223011,1.36513410,0.01996701,0.78838975,1.37209159,0.00000000
-5.72386193,3.54964837,2.20027844,1.41288988,0.01991450,0.84623176,1.34234068,0.00000000
-5.71785893,3.60031518,2.27612973,1.46853634,0.01993496,0.91120510,1.31446410,0.00000000
-5.71185593,3.66400041,2.36052275,1.53217560,0.02002719,0.98333811,1.28886588,0.00000000
-5.70585293,3.74109449,2.45415934,1.60381874,0.02018839,1.06259544,1.26590552,0.00000000
-5.69984992,3.83180342,2.55766478,1.68337712,0.02041422,1.14887101,1.24588558,0.00000000
-5.69384692,3.93613015,2.67154878,1.77065654,0.02069881,1.24198210,1.22904300,0.00000000
-5.68784392,4.05386464,2.79616829,1.86535440,0.02103497,1.34166470,1.21554458,0.00000000
-5.68184092,4.18458277,2.93169363,1.96705981,0.02141443,1.44757020,1.20548630,0.00000000
-5.67583792,4.32765339,3.07807926,2.07525641,0.02182802,1.55926358,1.19889635,0.00000000
-5.66983492,4.48225246,3.23504020,2.18932759,0.02226606,1.67622310,1.19574122,0.00000000
-5.66383192,4.64738295,3.40203493,2.30856382,0.02271865,1.79784142,1.19593414,0.00000000
-5.65782891,4.82189879,3.57825566,2.43217156,0.02317600,1.92342842,1.19934515,0.00000000
-5.65182591,5.00453118,3.76262615,2.55928358,0.02362871,2.05221529,1.20581180,0.00000000
-5.64582291,5.19391557,3.95380753,2.68897004,0.02406808,2.18336037,1.21514956,0.00000000
-5.63981991,5.38861767,4.15021184,2.82025037,0.02448631,2.31595635,1.22716136,0.00000000
-5.63381691,5.58715728,4.35002336,2.95210549,0.02487667,2.44903896,1.24164529,0.00000000
-5.62781391,5.78802879,4.55122686,3.08349029,0.02523361,2.58159724,1.25840015,0.00000000
-5.62181091,5.98971782,4.75164244,3.21334628,0.02555277,2.71258506,1.27722846,0.00000000
-5.61580790,6.19071376,4.94896580,3.34061432,0.02583099,2.84093392,1.29793682,0.00000000
-5.60980490,6.38951817,5.14081299,3.46424728,0.02606622,2.96556687,1.32033384,0.00000000
-5.60380190,6.58464969,5.32476833,3.58322261,0.02625735,3.08541315,1.34422590,0.00000000
-5.59779890,6.77464593,5.49843424,3.69655459,0.02640411,3.19942336,1.36941131,0.00000000
-5.59179590,6.95806344,5.65948144,3.80330618,0.02650686,3.30658463,1.39567351,0.00000000
-5.58579290,7.13347659,5.80569807,3.90260011,0.02656640,3.40593551,1.42277402,0.00000000
-5.57978989,7.29947642,5.93503625,3.99362895,0.02658384,3.49657989,1.45044597,0.00000000
-5.57378689,7.45467042,6.04565473,4.07566386,0.02656040,3.57769974,1.47838880,0.00000000
-5.56778389,7.59768408,6.13595628,4.14806172,0.02649734,3.64856613,1.50626486,0.00000000
-5.56178089,7.72716465,6.20461875,4.21027023,0.02639581,3.70854811,1.53369832,0.00000000
-5.55577789,7.84178788,6.25061901,4.26183101,0.02625686,3.75711949,1.56027671,0.00000000
-5.54977489,7.94026757,6.27324907,4.30238036,0.02608142,3.79386306,1.58555516,0.00000000
-5.54377189,8.02136818,6.27212426,4.33164784,0.02587025,3.81847262,1.60906330,0.00000000
-5.53776888,8.08392015,6.24718336,4.34945282,0.02562404,3.83075275,1.63031447,0.00000000
-5.53176588,8.12683760,6.19868109,4.35569933,0.02534345,3.83061667,1.64881687,0.00000000
-5.52576288,8.14913776,6.12717359,4.35036959,0.02502913,3.81808265,1.66408598,0.00000000
-5.51975988,8.14996172,6.03349778,4.33351683,0.02468179,3.79326927,1.67565775,0.00000000
-5.51375688,8.12859553,5.91874556,4.30525799,0.02430228,3.75639005,1.68310174,0.00000000
-5.50775388,8.08449116,5.78423407,4.26576686,0.02389155,3.70774788,1.68603365,0.00000000
-5.50175088,8.01728643,5.63147336,4.21526830,0.02345071,3.64772956,1.68412673,0.00000000
-5.49574787,7.92682333,5.46213241,4.15403392,0.02298103,3.57680073,1.67712139,0.00000000
-5.48974487,7.81316388,5.27800494,4.08237964,0.02248390,3.49550135,1.66483285,0.00000000
-5.48374187,7.67660315,5.08097577,4.00066518,0.02196084,3.40444160,1.64715654,0.00000000
-5.47773887,7.51767874,4.87298877,3.90929555,0.02141347,3.30429827,1.62407115,0.00000000
-5.47173587,7.33717617,4.65601694,3.80872414,0.02084347,3.19581125,1.59563938,0.00000000
-5.46573287,7.13613006,4.43203510,3.69945726,0.02025263,3.07977986,1.56200659,0.00000000
-5.45972986,6.91582046,4.20299554,3.58205921,0.01964280,2.95705866,1.52339759,0.00000000
-5.45372686,6.67776445,3.97080668,3.45715752,0.01901597,2.82855239,1.48011168,0.00000000
-5.44772386,6.42370269,3.73731467,3.32544746,0.01837429,2.69520970,1.43251658,0.00000000
-5.44172086,6.15558111,3.50428789,3.18769518,0.01772018,2.55801545,1.38104122,0.00000000
-5.43571786,5.87552790,3.27340409,3.04473876,0.01705635,2.41798145,1.32616788,0.00000000
-5.42971486,5.58582610,3.04623987,2.89748669,0.01638594,2.27613568,1.26842390,0.00000000
-5.42371186,5.28888233,2.82426237,2.74691341,0.01571262,2.13351000,1.20837303,0.00000000
-5.41770885,4.98719222,2.60882276,2.59405163,0.01504063,1.99112682,1.14660679,0.00000000
-5.41170585,4.68330329,2.40115142,2.43998154,0.01437491,1.84998492,1.08373569,0.00000000
-5.40570285,4.37977623,2.20235458,2.28581709,0.01372108,1.71104503,1.02038067,0.00000000
-5.39969985,4.07914535,2.01341230,2.13268974,0.01308548,1.57521570,0.95716449,0.00000000
-5.39369685,3.78387944,1.83517758,1.98173017,0.01247515,1.44333988,0.89470342,0.00000000
-5.38769385,3.49634367,1.66837658,1.83404885,0.01189773,1.31618296,0.83359904,0.00000000
-5.38169085,3.21876393,1.51360983,1.69071592,0.01136133,1.19442263,0.77443032,0.00000000
-5.37568784,2.95319418,1.37135433,1.55274151,0.01087441,1.07864096,0.71774600,0.00000000
-5.36968484,2.70148772,1.24196650,1.42105692,0.01044551,0.96931904,0.66405734,0.00000000
-5.36368184,2.46527316,1.12568590,1.29649772,0.01008304,0.86683444,0.61383144,0.00000000
-5.35767884,2.24593535,1.02263952,1.17978912,0.00979499,0.77146134,0.56748505,0.00000000
-5.35167584,2.04460189,0.93284679,1.07153423,0.00958866,0.68337345,0.52537925,0.00000000
-5.34567284,1.86213521,0.85622501,0.97220556,0.00947030,0.60264941,0.48781488,0.00000000
-5.33966983,1.69913019,0.79259532,0.88213993,0.00944486,0.52928049,0.45502904,0.00000000
-5.33366683,1.55591735,0.74168906,0.80153693,0.00951571,0.46318001,0.42719266,0.00000000
-5.32766383,1.43257110,0.70315459,0.73046075,0.00968434,0.40419437,0.40440924,0.00000000
-5.32166083,1.32892277,0.67656467,0.66884537,0.00995019,0.35211482,0.38671487,0.00000000
-5.31565783,1.24457785,0.66142423,0.61650267,0.01031048,0.30668995,0.37407949,0.00000000
-5.30965483,1.17893687,0.65717888,0.57313326,0.01076011,0.26763799,0.36640947,0.00000000
-5.30365183,1.13121938,0.66322403,0.53833952,0.01129165,0.23465890,0.36355141,0.00000000
-5.29764882,1.10049024,0.67891482,0.51164053,0.01189537,0.20744560,0.36529706,0.00000000
-5.29164582,1.08568769,0.70357681,0.49248832,0.01255944,0.18569410,0.37138936,0.00000000
-5.28564282,1.08565247,0.73651753,0.48028515,0.01327009,0.16911237,0.38152926,0.00000000
-5.27963982,1.09915733,0.77703871,0.47440117,0.01401196,0.15742765,0.39538336,0.00000000
-5.27363682,1.12493626,0.82444913,0.47419221,0.01476846,0.15039211,0.41259196,0.00000000
-5.26763382,1.16171289,0.87807786,0.47901715,0.01552220,0.14778691,0.43277737,0.00000000
-5.26163082,1.20822727,0.93728746,0.48825442,0.01625554,0.14942455,0.45555225,0.00000000
-5.25562781,1.26326048,1.00148696,0.50131737,0.01695105,0.15514957,0.48052762,0.00000000
-5.24962481,1.32565665,1.07014391,0.51766787,0.01759211,0.16483782,0.50732048,0.00000000
-5.24362181,1.39434156,1.14279525,0.53682803,0.01816342,0.17839429,0.53556053,0.00000000
-5.23761881,1.46833769,1.21905628,0.55838945,0.01865154,0.19574971,0.56489603,0.00000000
-5.23161581,1.54677518,1.29862747,0.58201991,0.01904534,0.21685611,0.59499859,0.00000000
-5.22561281,1.62889852,1.38129850,0.60746700,0.01933645,0.24168143,0.62556661,0.00000000
-5.21960980,1.71406890,1.46694932,0.63455884,0.01951955,0.27020345,0.65632765,0.00000000
-5.21360680,1.80176234,1.55554811,0.66320143,0.01959262,0.30240317,0.68703942,0.00000000
-5.20760380,1.89156370,1.64714595,0.69337302,0.01955709,0.33825787,0.71748979,0.00000000
-5.20160080,1.98315718,1.74186850,0.72511529,0.01941786,0.37773392,0.74749579,0.00000000
-5.19559780,2.07631379,1.83990490,0.75852184,0.01918325,0.42077973,0.77690187,0.00000000
-5.18959480,2.17087642,1.94149445,0.79372434,0.01886479,0.46731884,0.80557779,0.00000000
-5.18359180,2.26674363,2.04691161,0.83087665,0.01847698,0.51724348,0.83341624,0.00000000
-5.17758879,2.36385265,2.15645002,0.87013782,0.01803697,0.57040877,0.86033064,0.00000000
-5.17158579,2.46216290,2.27040640,0.91165444,0.01756409,0.62662777,0.88625325,0.00000000
-5.16558279,2.56164054,2.38906492,0.95554320,0.01707949,0.68566767,0.91113391,0.00000000
-5.15957979,2.66224501,2.51268288,1.00187440,0.01660553,0.74724717,0.93493941,0.00000000
-5.15357679,2.76391816,2.64147817,1.05065729,0.01616540,0.81103546,0.95765367,0.00000000
-5.14757379,2.86657614,2.77561891,1.10182776,0.01578249,0.87665273,0.97927855,0.00000000
-5.14157079,2.97010454,2.91521552,1.15523923,0.01547994,0.94367250,0.99983519,0.00000000
-5.13556778,3.07435637,3.06031507,1.21065704,0.01528014,1.01162576,1.01936574,0.00000000
-5.12956478,3.17915270,3.21089771,1.26775679,0.01520420,1.08000677,1.03793483,0.00000000
-5.12356178,3.28428537,3.36687457,1.32612664,0.01527155,1.14828059,1.05563083,0.00000000
-5.11755878,3.38952094,3.52808648,1.38527366,0.01549940,1.21589205,1.07256608,0.00000000
-5.11155578,3.49460498,3.69430265,1.44463376,0.01590242,1.28227580,1.08887598,0.00000000
-5.10555278,3.59926588,3.86521844,1.50358483,0.01649226,1.34686707,1.10471647,0.00000000
-5.09954977,3.70321703,4.04045142,1.56146251,0.01727722,1.40911282,1.12025962,0.00000000
-5.09354677,3.80615685,4.21953497,1.61757759,0.01826188,1.46848253,1.13568732,0.00000000
-5.08754377,3.90776584,4.40190907,1.67123442,0.01944682,1.52447833,1.15118292,0.00000000
-5.08154077,4.00770055,4.58690815,1.72174925,0.02082833,1.57664384,1.16692115,0.00000000
-5.07553777,4.10558437,4.77374631,1.76846778,0.02239827,1.62457139,1.18305664,0.00000000
-5.06953477,4.20099567,4.96150063,1.81078094,0.02414392,1.66790712,1.19971147,0.00000000
-5.06353177,4.29345401,5.14909385,1.84813844,0.02604800,1.70635391,1.21696259,0.00000000
-5.05752876,4.38240555,5.33527791,1.88005944,0.02808874,1.73967199,1.23482971,0.00000000
-5.05152576,4.46720918,5.51862029,1.90614015,0.03024014,1.76767724,1.25326460,0.00000000
-5.04552276,4.54712485,5.69749526,1.92605824,0.03247235,1.79023763,1.27214260,0.00000000
-5.03951976,4.62130585,5.87008209,1.93957423,0.03475219,1.80726796,1.29125712,0.00000000
-5.03351676,4.68879651,6.03437237,1.94653008,0.03704381,1.81872364,1.31031779,0.00000000
-5.02751376,4.74853688,6.18818783,1.94684564,0.03930955,1.82459387,1.32895273,0.00000000
-5.02151076,4.79937524,6.32921005,1.94051335,0.04151084,1.82489508,1.34671527,0.00000000
-5.01550775,4.84008904,6.45502237,1.92759200,0.04360927,1.81966507,1.36309499,0.00000000
-5.00950475,4.86941428,6.56316369,1.90819996,0.04556766,1.80895845,1.37753303,0.00000000
-5.00350175,4.88608269,6.65119315,1.88250878,0.04735123,1.79284374,1.38944088,0.00000000
-4.99749875,4.88886548,6.71676337,1.85073732,0.04892863,1.77140254,1.39822215,0.00000000
-4.99149575,4.87662183,6.75769982,1.81314689,0.05027306,1.74473063,1.40329607,0.00000000
-4.98549275,4.84834984,6.77208254,1.77003765,0.05136307,1.71294106,1.40412175,0.00000000
-4.97948974,4.80323743,6.75832658,1.72174611,0.05218334,1.67616888,1.40022190,0.00000000
-4.97348674,4.74071022,6.71525685,1.66864377,0.05272521,1.63457702,1.39120484,0.00000000
-4.96748374,4.66047375,6.64217345,1.61113644,0.05298692,1.58836279,1.37678349,0.00000000
-4.96148074,4.56254748,6.53890361,1.54966408,0.05297364,1.53776435,1.35679052,0.00000000
-4.95547774,4.44728827,6.40583725,1.48470067,0.05269720,1.48306646,1.33118868,0.00000000
-4.94947474,4.31540188,6.24394369,1.41675362,0.05217562,1.42460486,1.30007582,0.00000000
-4.94347174,4.16794143,6.05476815,1.34636251,0.05143226,1.36276885,1.26368443,0.00000000
-4.93746873,4.00629265,5.84040797,1.27409681,0.05049491,1.29800143,1.22237557,0.00000000
-4.93146573,3.83214642,5.60346916,1.20055238,0.04939466,1.23079710,1.17662775,0.00000000
-4.92546273,3.64745994,5.34700540,1.12634680,0.04816457,1.16169694,1.12702125,0.00000000
-4.91945973,3.45440846,5.07444237,1.05211351,0.04683845,1.09128133,1.07421883,0.00000000
-4.91345673,3.25532988,4.78949085,0.97849510,0.04544952,1.02016045,1.01894379,0.00000000
-4.90745373,3.05266512,4.49605309,0.90613598,0.04402917,0.94896323,0.96195663,0.00000000
-4.90145073,2.84889703,4.19812647,0.83567482,0.04260588,0.87832507,0.90403138,0.00000000
-4.89544772,2.64649095,3.89970907,0.76773719,0.04120430,0.80887518,0.84593278,0.00000000
-4.88944472,2.44783934,3.60471113,0.70292882,0.03984448,0.74122404,0.78839532,0.00000000
-4.88344172,2.25521286,3.31687570,0.64182969,0.03854147,0.67595171,0.73210508,0.00000000
-4.87743872,2.07071978,3.03971154,0.58498943,0.03730505,0.61359736,0.67768483,0.00000000
-4.87143572,1.89627463,2.77643973,0.53292389,0.03613979,0.55465074,0.62568309,0.00000000
-4.86543272,1.73357685,2.52995521,0.48611319,0.03504530,0.49954548,0.57656711,0.00000000
-4.85942971,1.58409911,2.30280280,0.44500079,0.03401677,0.44865482,0.53071978,0.00000000
-4.85342671,1.44908464,2.09716708,0.40999360,0.03304561,0.40228931,0.48844026,0.00000000
-4.84742371,1.32955227,1.91487398,0.38146257,0.03212028,0.36069666,0.44994779,0.00000000
-4.84142071,1.22630748,1.75740195,0.35974340,0.03122719,0.32406330,0.41538807,0.00000000
-4.83541771,1.13995761,1.62589972,0.34513675,0.03035163,0.29251734,0.38484159,0.00000000
-4.82941471,1.07092893,1.52120785,0.33790764,0.02947875,0.26613244,0.35833304,0.00000000
-4.82341171,1.01948387,1.44388087,0.33828327,0.02859437,0.24493221,0.33584121,0.00000000
-4.81740870,0.98573626,1.39420755,0.34644921,0.02768579,0.22889464,0.31730856,0.00000000
-4.81140570,0.96966326,1.37222690,0.36254347,0.02674242,0.21795621,0.30264984,0.00000000
-4.80540270,0.97111271,1.37773837,0.38664847,0.02575631,0.21201528,0.29175944,0.00000000
-4.79939970,0.98980537,1.41030528,0.41878099,0.02472240,0.21093459,0.28451696,0.00000000
-4.79339670,1.02533194,1.46925137,0.45888046,0.02363872,0.21454280,0.28079089,0.00000000
-4.78739370,1.07714525,1.55365119,0.50679605,0.02250638,0.22263495,0.28044037,0.00000000
-4.78139070,1.14454860,1.66231570,0.56227323,0.02132937,0.23497206,0.28331512,0.00000000
-4.77538769,1.22668174,1.79377513,0.62494085,0.02011428,0.25128002,0.28925386,0.00000000
-4.76938469,1.32250599,1.94626182,0.69429946,0.01886988,0.27124816,0.29808145,0.00000000
-4.76338169,1.43079077,2.11769575,0.76971216,0.01760670,0.29452785,0.30960539,0.00000000
-4.75737869,1.55010340,2.30567600,0.85039886,0.01633646,0.32073147,0.32361192,0.00000000
-4.75137569,1.67880428,2.50748099,0.93543498,0.01507159,0.34943227,0.33986249,0.00000000
-4.74537269,1.81504928,2.72008005,1.02375546,0.01382468,0.38016553,0.35809087,0.00000000
-4.73936968,1.95680084,2.94015866,1.11416455,0.01260810,0.41243120,0.37800151,0.00000000
-4.73336668,2.10184885,3.16415850,1.20535196,0.01143353,0.44569852,0.39926938,0.00000000
-4.72736368,2.24784182,3.38833306,1.29591512,0.01031170,0.47941254,0.42154174,0.00000000
-4.72136068,2.39232825,3.60881839,1.38438744,0.00925214,0.51300277,0.44444176,0.00000000
-4.71535768,2.53280753,3.82171764,1.46927182,0.00826307,0.54589373,0.46757434,0.00000000
-4.70935468,2.66678894,4.02319711,1.54907840,0.00735134,0.57751729,0.49053377,0.00000000
-4.70335168,2.79185696,4.20959074,1.62236523,0.00652249,0.60732629,0.51291317,0.00000000
-4.69734867,2.90574049,4.37750920,1.68778034,0.00578088,0.63480928,0.53431542,0.00000000
-4.69134567,3.00638308,4.52394914,1.74410343,0.00512985,0.65950542,0.55436514,0.00000000
-4.68534267,3.09201146,4.64639820,1.79028547,0.00457195,0.68101943,0.57272112,0.00000000
-4.67933967,3.16119916,4.74293086,1.82548433,0.00410919,0.69903551,0.58908899,0.00000000
-4.67333667,3.21292236,4.81229085,1.84909488,0.00374334,0.71332998,0.60323316,0.00000000
-4.66733367,3.24660529,4.85395607,1.86077200,0.00347615,0.72378175,0.61498784,0.00000000
-4.66133067,3.26215293,4.86818268,1.86044557,0.00330962,0.73038036,0.62426643,0.00000000
-4.65532766,3.25996925,4.85602586,1.84832640,0.00324620,0.73323095,0.63106880,0.00000000
-4.64932466,3.24095987,4.81933568,1.82490298,0.00328894,0.73255597,0.63548611,0.00000000
-4.64332166,3.20651860,4.76072755,1.79092893,0.00344165,0.72869334,0.63770293,0.00000000
-4.63731866,3.15849805,4.68352775,1.74740172,0.00370887,0.72209113,0.63799621,0.00000000
-4.63131566,3.09916524,4.59169539,1.69553354,0.00409591,0.71329858,0.63673133,0.00000000
-4.62531266,3.03114334,4.48972318,1.63671539,0.00460873,0.70295392,0.63435496,0.00000000
-4.61930965,2.95734187,4.38251991,1.57247608,0.00525378,0.69176910,0.63138503,0.00000000
-4.61330665,2.88087724,4.27527849,1.50443751,0.00603775,0.68051184,0.62839797,0.00000000
-4.60730365,2.80498662,4.17333316,1.43426817,0.00696732,0.66998563,0.62601363,0.00000000
-4.60130065,2.73293770,4.08201045,1.36363656,0.00804877,0.66100802,0.62487823,0.00000000
-4.59529765,2.66793725,4.00647801,1.29416611,0.00928758,0.65438793,0.62564589,0.00000000
-4.58929465,2.61304144,3.95159561,1.22739317,0.01068807,0.65090257,0.62895930,0.00000000
-4.58329165,2.57107032,3.92177249,1.16472949,0.01225291,0.65127457,0.63543008,0.00000000
-4.57728864,2.54452932,3.92083475,1.10743000,0.01398270,0.65615003,0.64561947,0.00000000
-4.57128564,2.53553967,3.95190659,1.05656702,0.01587560,0.66607805,0.66002003,0.00000000
-4.56528264,2.54577986,4.01730847,1.01301117,0.01792696,0.68149243,0.67903884,0.00000000
-4.55927964,2.57643976,4.11847511,0.97741934,0.02012899,0.70269606,0.70298284,0.00000000
-4.55327664,2.62818851,4.25589573,0.95022975,0.02247061,0.72984852,0.73204680,0.00000000
-4.54727364,2.70115724,4.42907875,0.93166389,0.02493733,0.76295744,0.76630437,0.00000000
-4.54127064,2.79493699,4.63654219,0.92173485,0.02751123,0.80187395,0.80570259,0.00000000
-4.53526763,2.90859201,4.87583107,0.92026148,0.03017115,0.84629248,0.85006009,0.00000000
-4.52926463,3.04068827,5.14356204,0.92688780,0.03289290,0.89575527,0.89906909,0.00000000
-4.52326163,3.18933624,5.43549493,0.94110665,0.03564973,0.94966137,0.95230136,0.00000000
-4.51725863,3.35224702,5.74663036,0.96228675,0.03841278,1.00728034,1.00921789,0.00000000
-4.51125563,3.52680035,6.07133124,0.98970227,0.04115177,1.06777014,1.06918211,0.00000000
-4.50525263,3.71012224,6.40346578,1.02256384,0.04383573,1.13019889,1.13147625,0.00000000
-4.49924962,3.89917037,6.73656814,1.06004994,0.04643376,1.19356992,1.19532047,0.00000000
-4.49324662,4.09082414,7.06401244,1.10133781,0.04891594,1.25684932,1.25989390,0.00000000
-4.48724362,4.28197684,7.37919501,1.14563264,0.05125414,1.31899499,1.32435717,0.00000000
-4.48124062,4.46962662,7.67571905,1.19219437,0.05342288,1.37898641,1.38787548,0.00000000
-4.47523762,4.65096312,7.94757571,1.24036099,0.05540016,1.43585368,1.44964141,0.00000000
-4.46923462,4.82344680,8.18931523,1.28956775,0.05716810,1.48870511,1.50889669,0.00000000
-4.46323162,4.98487795,8.39620212,1.33936147,0.05871360,1.53675190,1.56495210,0.00000000
-4.45722861,5.13345288,8.56434858,1.38940979,0.06002881,1.57932919,1.61720470,0.00000000
-4.45122561,5.26780523,8.69082124,1.43950473,0.06111141,1.61591241,1.66515191,0.00000000
-4.44522261,5.38703098,8.77371724,1.48956090,0.06196480,1.64612843,1.70840170,0.00000000
-4.43921961,5.49069633,8.81220684,1.53960827,0.06259806,1.66976095,1.74667879,0.00000000
-4.43321661,5.57882860,8.80654108,1.58978018,0.06302582,1.68675010,1.77982655,0.00000000
-4.42721361,5.65189078,8.75802472,1.64029712,0.06326788,1.69718624,1.80780472,0.00000000
-4.42121061,5.71074143,8.66895579,1.69144719,0.06334875,1.70129855,1.83068314,0.00000000
-4.41520760,5.75658205,8.54253480,1.74356430,0.06329704,1.69943891,1.84863198,0.00000000
-4.40920460,5.79089473,8.38274767,1.79700535,0.06314474,1.69206211,1.86190908,0.00000000
-4.40320160,5.81537328,8.19422759,1.85212738,0.06292644,1.67970342,1.87084496,0.00000000
-4.39719860,5.83185124,7.98210162,1.90926606,0.06267848,1.66295466,1.87582653,0.00000000
-4.39119560,5.84223005,7.75182829,1.96871662,0.06243803,1.64244007,1.87728021,0.00000000
-4.38519260,5.84841083,7.50903247,2.03071793,0.06224219,1.61879305,1.87565534,0.00000000
-4.37918959,5.85223234,7.25934363,2.09544078,0.06212712,1.59263495,1.87140853,0.00000000
-4.37318659,5.85541766,7.00824287,2.16298047,0.06212712,1.56455671,1.86498985,0.00000000
-4.36718359,5.85953105,6.76092348,2.23335417,0.06227378,1.53510398,1.85683112,0.00000000
-4.36118059,5.86594616,6.52216886,2.30650269,0.06259516,1.50476630,1.84733680,0.00000000
-4.35517759,5.87582559,6.29625030,2.38229637,0.06311509,1.47397022,1.83687760,0.00000000
-4.34917459,5.89011147,6.08684657,2.46054449,0.06385242,1.44307650,1.82578679,0.00000000
-4.34317159,5.90952605,5.89698570,2.54100714,0.06482043,1.41238080,1.81435917,0.00000000
-4.33716858,5.93458071,5.72900889,2.62340882,0.06602632,1.38211749,1.80285217,0.00000000
-4.33116558,5.96559168,5.58455547,2.70745262,0.06747078,1.35246585,1.79148900,0.00000000
-4.32516258,6.00270047,5.46456744,2.79283411,0.06914771,1.32355783,1.78046315,0.00000000
-4.31915958,6.04589741,5.36931156,2.87925395,0.07104407,1.29548671,1.76994399,0.00000000
-4.31315658,6.09504627,5.29841704,2.96642868,0.07313988,1.26831591,1.76008294,0.00000000
-4.30715358,6.14990901,5.25092643,3.05409908,0.07540847,1.24208740,1.75101994,0.00000000
